xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	T_f	theta	power	
	 0.73122	 -0.80108	 0.80685	 0.00269	 0.73963	 0.74816	 0.80001	 -0.48574	 348.35747	 0.00000 	 0.00000
	 0.73111	 -0.80108	 0.80685	 0.02976	 0.66032	 0.74642	 0.80001	 -0.35617	 364.17063	 -0.07963 	 11.18280
	 0.59220	 -0.12314	 0.83564	 0.08917	 0.57050	 0.00058	 0.94375	 -0.65155	 344.87078	 0.00000 	 0.00000
	 0.67454	 -0.76432	 0.88363	 0.65976	 0.61623	 0.73129	 0.85080	 -0.29858	 367.37960	 -0.15391 	 25.69117
	 0.43176	 -0.66870	 0.83446	 0.05511	 0.45063	 0.02283	 0.98754	 -0.18946	 402.87058	 0.00000 	 0.00000
	 0.72763	 -0.68164	 0.81992	 0.58832	 0.62065	 0.64452	 0.83195	 -0.47056	 412.03824	 -0.00846 	 7.29267
	 0.40208	 -0.12118	 0.87953	 0.17355	 0.55403	 0.33831	 0.86028	 -0.36346	 350.47806	 0.00000 	 0.00000
	 0.73564	 -0.80059	 0.88296	 0.03728	 0.73812	 -0.09047	 0.94053	 -0.49548	 342.60535	 -0.00574 	 22.59676
	 0.62729	 -0.00292	 0.86569	 0.03175	 0.64840	 -0.34177	 0.94512	 -0.64326	 327.19232	 0.00000 	 0.00000
	 0.44120	 -0.12118	 0.87952	 0.18895	 0.55051	 0.37831	 0.86184	 -0.35717	 350.39851	 0.00000 	 0.00000
	 0.67201	 -0.12105	 0.88966	 0.55557	 0.69357	 -0.01552	 0.78837	 -0.44778	 410.86408	 0.00000 	 0.00000
	 0.60298	 -0.78877	 0.82779	 0.03175	 0.56397	 -0.20941	 0.94049	 -0.27880	 342.22686	 -0.00385 	 34.17025
	 0.62751	 -0.02307	 0.88513	 0.02869	 0.73631	 -0.11835	 0.94411	 -0.47721	 327.56845	 0.00000 	 0.00000
	 0.67454	 -0.68034	 0.80037	 0.75303	 0.61623	 0.73129	 0.85080	 -0.29858	 371.25977	 0.00899 	 13.29676
	 0.63170	 -0.63530	 0.77802	 0.25651	 0.61446	 0.57517	 0.85341	 -0.87604	 374.73669	 0.00000 	 0.00000
	 0.63170	 -0.63530	 0.77852	 0.25651	 0.65063	 0.70258	 0.85416	 -0.89703	 326.05840	 0.00000 	 0.00000
	 0.62729	 -0.00292	 0.81290	 0.03175	 0.61491	 -0.56299	 0.94437	 -0.23202	 375.86824	 0.00000 	 0.00000
	 0.44120	 -0.12118	 0.87953	 0.19240	 0.55403	 0.33831	 0.86028	 -0.34495	 350.47806	 0.00000 	 0.00000
	 0.54079	 -0.53639	 0.86891	 0.52989	 0.41698	 0.28858	 0.90787	 -0.49383	 400.44324	 0.00000 	 0.00000
	 0.57122	 -0.65744	 0.80037	 0.65682	 0.61780	 0.73129	 0.94413	 -0.27838	 370.70646	 0.00929 	 23.14502
	 0.67118	 -0.00292	 0.82824	 0.02944	 0.56893	 -0.00116	 0.84943	 -0.29900	 337.24591	 0.00000 	 0.00000
	 0.59981	 -0.79879	 0.88416	 0.04714	 0.73931	 -0.03029	 0.94376	 -0.37257	 342.60535	 -0.00677 	 43.21330
	 0.56784	 -0.12314	 0.83626	 0.08917	 0.56284	 -0.16321	 0.94208	 -0.36342	 341.73524	 0.00000 	 0.00000
	 0.60236	 -0.88304	 0.88329	 0.05781	 0.40029	 0.02283	 0.98856	 -0.19767	 402.87058	 0.00000 	 0.00000
	 0.43260	 -0.79879	 0.88468	 0.02869	 0.73631	 -0.00672	 0.93950	 -0.46900	 342.60535	 0.00000 	 0.00000
	 0.51236	 -0.20290	 0.90214	 0.53151	 0.61935	 -0.64078	 0.81528	 -0.42427	 313.07359	 0.00000 	 0.00000
	 0.73911	 -0.68164	 0.81992	 0.53863	 0.50812	 0.72692	 0.83195	 -0.47056	 412.03824	 0.00084 	 5.37991
	 0.70788	 -0.68164	 0.81992	 0.58601	 0.62095	 0.72692	 0.83505	 -0.44456	 315.91923	 0.00000 	 13.04286
	 0.72808	 -0.88566	 0.95143	 0.02490	 0.66796	 0.02182	 0.90400	 -0.21910	 406.60210	 0.00000 	 0.00000
	 0.63170	 -0.78688	 0.77802	 0.25844	 0.61446	 0.72922	 0.85341	 -0.47892	 402.66912	 0.00000 	 0.00000
	 0.54023	 -0.63513	 0.88467	 0.03272	 0.73745	 -0.00672	 0.93698	 -0.87542	 374.14709	 0.00000 	 0.00000
	 0.54088	 -0.53639	 0.86891	 0.52989	 0.41698	 0.28858	 0.90909	 -0.36908	 400.44324	 0.01000 	 66.72629
	 0.60320	 -0.79879	 0.88477	 0.04034	 0.73812	 -0.01157	 0.93931	 -0.49737	 342.60535	 0.00000 	 0.00000
	 0.51075	 -0.20230	 0.90214	 0.03751	 0.50818	 -0.51332	 0.98659	 -0.18844	 313.07359	 0.00000 	 41.43158
	 0.43176	 -0.88170	 0.88329	 0.59904	 0.38440	 0.02283	 0.81586	 -0.42529	 402.87058	 -0.24271 	 70.95061
	 0.64450	 -0.53548	 0.84924	 0.53352	 0.40405	 -0.47202	 0.90584	 -0.73717	 350.57556	 -0.01620 	 33.92876
	 0.60385	 -0.69852	 0.80615	 0.61007	 0.41573	 0.49320	 0.97407	 -0.59166	 340.96721	 -0.00368 	 30.74050
	 0.67244	 -0.12105	 0.88966	 0.21372	 0.69458	 0.33284	 0.86525	 -0.44778	 412.32671	 0.00931 	 17.80531
	 0.44120	 -0.17436	 0.87953	 0.52220	 0.54923	 0.81267	 0.78496	 -0.36342	 347.84735	 0.00969 	 67.73526
	 0.51564	 -0.21377	 0.90170	 0.58247	 0.55051	 0.37466	 0.86184	 -0.36342	 351.68799	 0.00000 	 0.00000
	 0.43631	 -0.20290	 0.87996	 0.18433	 0.50682	 -0.63712	 0.81528	 -0.42427	 311.86407	 -0.00000 	 46.16391
	 0.72763	 -0.68142	 0.81992	 0.58832	 0.62065	 0.64452	 0.85522	 -0.47056	 371.36323	 -0.61441 	 19.77307
	 0.68186	 -0.65958	 0.80037	 0.65682	 0.42420	 -0.14908	 0.85106	 -0.29617	 411.76253	 0.00000 	 0.00000
	 0.72763	 -0.68243	 0.80520	 0.58832	 0.62065	 0.02141	 0.95162	 -0.47056	 412.03824	 0.00000 	 0.00000
	 0.60320	 -0.79799	 0.88467	 0.03728	 0.73812	 0.61640	 0.82402	 -0.47721	 342.60535	 -0.01809 	 42.84381
	 0.67454	 -0.65990	 0.80043	 0.65682	 0.61623	 0.78986	 0.85087	 -0.30153	 369.75712	 0.00000 	 0.00000
	 0.60320	 -0.79633	 0.88467	 0.03728	 0.70563	 -0.00672	 0.94053	 -0.47721	 344.10800	 -0.00353 	 43.43733
	 0.44120	 -0.20541	 0.95464	 0.20380	 0.55806	 0.33151	 0.86020	 -0.36346	 350.47806	 0.00240 	 83.82606
	 0.70833	 -0.88797	 0.87633	 0.16011	 0.66424	 0.03561	 0.90718	 -0.21687	 315.72527	 0.00000 	 0.00000
	 0.62729	 -0.00292	 0.81290	 0.03175	 0.61491	 -0.56299	 0.90833	 -0.48496	 375.86824	 0.00000 	 0.00000
	 0.60385	 -0.53639	 0.85182	 0.53262	 0.41573	 0.28858	 0.94391	 -0.23936	 340.96721	 0.00119 	 37.06065
	 0.53711	 -0.00292	 0.81399	 0.03175	 0.62046	 -0.56299	 0.89465	 -0.23202	 375.86824	 0.00000 	 0.00000
	 0.63107	 -0.27222	 0.86783	 0.52989	 0.41156	 0.39006	 0.94369	 -0.49383	 402.04700	 0.00000 	 0.00000
	 0.58850	 -0.00292	 0.88606	 0.04022	 0.65222	 -0.34019	 0.94512	 -0.27880	 327.18719	 0.00000 	 0.00000
	 0.60298	 -0.79879	 0.82679	 0.03188	 0.73812	 0.06106	 0.94053	 -0.37365	 342.60812	 -0.04782 	 31.43278
	 0.64403	 -0.86640	 0.79381	 0.53200	 0.69038	 0.85725	 0.96990	 -0.41341	 348.87801	 0.00000 	 0.00000
	 0.67889	 -0.12105	 0.88966	 0.55557	 0.43563	 -0.01552	 0.78837	 -0.44778	 410.86408	 0.00000 	 0.00000
	 0.60385	 -0.53639	 0.85182	 0.53262	 0.70193	 0.00615	 0.93860	 -0.49230	 340.96721	 0.00000 	 0.00000
	 0.73564	 -0.80059	 0.88296	 0.03728	 0.42875	 0.27580	 0.90980	 -0.49548	 342.60535	 0.00000 	 0.00000
	 0.64403	 -0.85693	 0.82787	 0.53200	 0.42938	 0.85725	 0.96990	 -0.41341	 368.75875	 -0.36653 	 22.83037
	 0.62729	 -0.02153	 0.77673	 0.03175	 0.65529	 -0.53759	 0.94512	 -0.27880	 327.21965	 0.00000 	 0.00000
	 0.52437	 -0.12105	 0.88966	 0.57759	 0.69453	 -0.10919	 0.78788	 -0.44705	 406.39689	 0.00916 	 29.83244
	 0.65839	 -0.20290	 0.90214	 0.55582	 0.50586	 -0.52199	 0.81578	 -0.42500	 313.07359	 -0.00000 	 25.84863
	 0.44120	 -0.66064	 0.81609	 0.58868	 0.54923	 0.72632	 0.86184	 -0.36563	 350.47806	 0.00876 	 40.74626
	 0.72763	 -0.14218	 0.88337	 0.21853	 0.62065	 0.33891	 0.83195	 -0.46836	 412.03824	 0.00000 	 0.00000
	 0.60157	 -0.88515	 0.95143	 0.02100	 0.67172	 0.02136	 0.94291	 -0.47682	 311.05672	 0.00000 	 0.00000
	 0.70996	 -0.79930	 0.88468	 0.02869	 0.73512	 -0.00626	 0.90471	 -0.19349	 342.80480	 0.00000 	 0.00000
	 0.70756	 -0.88882	 0.95558	 0.16011	 0.66909	 0.02880	 0.90730	 -0.31151	 314.80617	 0.00000 	 0.00000
	 0.60396	 -0.79561	 0.88062	 0.01288	 0.73727	 -0.01157	 0.94032	 -0.19609	 345.93305	 0.00000 	 0.00000
	 0.67889	 -0.73509	 0.88966	 0.55557	 0.43563	 0.76685	 0.86062	 -0.44778	 410.86408	 0.00905 	 16.03620
	 0.63090	 -0.12217	 0.77802	 0.25651	 0.57956	 -0.05385	 0.78920	 -0.33514	 351.97314	 0.00973 	 20.54322
	 0.44494	 -0.12118	 0.87952	 0.18895	 0.55051	 0.37831	 0.86184	 -0.36342	 350.47806	 0.00000 	 0.00000
	 0.60320	 -0.79879	 0.88477	 0.04714	 0.72488	 -0.01157	 0.94209	 -0.37257	 342.60535	 0.00000 	 0.00000
	 0.44202	 -0.12118	 0.87952	 0.18895	 0.59964	 0.49411	 0.85223	 -0.36342	 373.24161	 0.00000 	 0.00000
	 0.67454	 -0.65744	 0.80037	 0.65682	 0.62672	 0.73129	 0.86737	 -0.29858	 371.25977	 0.00000 	 0.00000
	 0.70793	 -0.86573	 0.88966	 0.55557	 0.69458	 0.80721	 0.78861	 -0.44778	 314.90376	 0.00000 	 20.19799
	 0.66591	 -0.13645	 0.95143	 0.02100	 0.66826	 0.02182	 0.89955	 -0.19310	 406.78886	 0.00000 	 0.00000
	 0.62728	 -0.12118	 0.87947	 0.04203	 0.73453	 -0.02013	 0.86184	 -0.37696	 350.95248	 -0.00836 	 41.37601
	 0.43816	 -0.79879	 0.88473	 0.13814	 0.55358	 0.39172	 0.94053	 -0.47721	 342.52181	 0.00815 	 67.53063
	 0.54343	 -0.63237	 0.86876	 0.53050	 0.61446	 0.74530	 0.90830	 -0.87604	 374.73669	 0.00940 	 30.98781
	 0.62915	 -0.56107	 0.77818	 0.26750	 0.41698	 0.27251	 0.84193	 -0.49383	 400.44324	 0.00993 	 21.76829
	 0.60320	 -0.84807	 0.85296	 0.04745	 0.72483	 -0.01157	 0.94053	 -0.47617	 342.60535	 0.00000 	 0.00000
	 0.60320	 -0.80381	 0.88477	 0.03698	 0.73817	 -0.01157	 0.94209	 -0.24874	 342.60535	 0.00000 	 0.00000
	 0.60320	 -0.79630	 0.89001	 0.55917	 0.73812	 -0.00722	 0.90781	 -0.47721	 342.60535	 0.00000 	 0.00000
	 0.67889	 -0.12105	 0.88432	 0.03428	 0.43563	 -0.01502	 0.78837	 -0.44778	 410.86408	 -0.58299 	 47.25063
	 0.67159	 -0.12105	 0.87365	 0.00865	 0.57350	 0.82738	 0.94359	 -0.45173	 341.93261	 -0.07867 	 30.34246
	 0.57603	 -0.00292	 0.82824	 0.58603	 0.45746	 -0.02193	 0.90874	 -0.27624	 409.94393	 0.00929 	 22.02727
	 0.54598	 -0.61991	 0.81455	 0.03463	 0.73745	 -0.01657	 0.94021	 -0.47106	 411.95455	 0.00000 	 0.00000
	 0.72182	 -0.75298	 0.89004	 0.58832	 0.62065	 0.65437	 0.83227	 -0.47824	 398.83352	 -0.00988 	 13.43251
	 0.72763	 -0.68164	 0.81992	 0.58832	 0.62065	 0.64452	 0.83195	 -0.47056	 412.03824	 -0.00846 	 7.29267
	 0.72763	 -0.68164	 0.81992	 0.58832	 0.63137	 0.72692	 0.83195	 -0.49793	 412.03824	 -0.61914 	 15.59693
	 0.67267	 -0.12105	 0.88966	 0.00694	 0.69282	 -0.01552	 0.78837	 -0.44778	 410.86408	 -0.53851 	 46.88137
	 0.62663	 -0.00292	 0.81340	 0.59269	 0.65297	 -0.34177	 0.94512	 -0.27880	 327.18996	 0.00000 	 23.79840
	 0.60297	 -0.63530	 0.77802	 0.03901	 0.73634	 0.74566	 0.85341	 -0.87604	 374.73669	 0.00000 	 0.00000
	 0.63193	 -0.79879	 0.88477	 0.25785	 0.61608	 -0.00672	 0.94053	 -0.37365	 342.60535	 -0.00187 	 38.51715
	 0.44872	 -0.12118	 0.87952	 0.18895	 0.60814	 0.49411	 0.85223	 -0.36342	 373.24161	 0.00000 	 0.00000
	 0.60320	 -0.79879	 0.88468	 0.02869	 0.73631	 -0.00672	 0.94053	 -0.51198	 342.60535	 0.00000 	 0.00000
	 0.59933	 -0.68164	 0.81992	 0.56321	 0.62065	 0.72692	 0.83195	 -0.47056	 410.75991	 0.00000 	 0.00000
	 0.73144	 -0.79469	 0.88467	 0.02586	 0.73812	 -0.00672	 0.94053	 -0.47721	 343.40532	 0.00000 	 0.00000
	 0.60345	 -0.79879	 0.88467	 0.54135	 0.72903	 -0.00672	 0.94053	 -0.49305	 406.14854	 0.00000 	 0.00000
	 0.54063	 -0.27222	 0.86891	 0.02708	 0.42454	 0.28858	 0.89397	 -0.47799	 338.47355	 0.00000 	 0.00000
	 0.73564	 -0.80059	 0.88296	 0.03728	 0.61895	 -0.00664	 0.83003	 -0.49548	 342.60535	 -0.00491 	 22.59008
	 0.72763	 -0.68164	 0.81992	 0.58832	 0.73760	 0.64452	 0.94245	 -0.47056	 412.03824	 -0.52267 	 30.80208
	 0.54023	 -0.75467	 0.87620	 0.03463	 0.73745	 -0.00672	 0.94053	 -0.47874	 402.07952	 0.00000 	 0.00000
	 0.43176	 -0.88304	 0.88329	 0.05781	 0.40029	 0.14751	 0.98754	 -0.18946	 402.87058	 0.01000 	 52.65026
	 0.67454	 -0.70059	 0.80350	 0.65682	 0.72920	 0.78986	 0.85087	 -0.30153	 371.25977	 -0.00000 	 0.00000
	 0.64450	 -0.65446	 0.81005	 0.66730	 0.61693	 -0.26603	 0.94111	 -0.73115	 350.33539	 0.00000 	 0.00000
	 0.56977	 -0.10226	 0.83564	 0.08917	 0.56846	 0.04242	 0.94375	 -0.41007	 348.40297	 0.00000 	 0.00000
	 0.73351	 -0.82131	 0.88296	 0.03728	 0.73935	 -0.00087	 0.94053	 -0.48770	 342.60535	 0.00000 	 0.00000
	 0.60320	 -0.79879	 0.88308	 0.02869	 0.73974	 0.70327	 0.94053	 -0.51390	 342.60091	 -0.01704 	 42.59595
	 0.63090	 -0.63530	 0.77962	 0.25651	 0.57511	 0.01858	 0.86145	 -0.33322	 351.97758	 0.00000 	 0.00000
	 0.60375	 -0.11452	 0.88477	 0.02801	 0.72488	 -0.03008	 0.94198	 -0.44648	 342.60535	 -0.00141 	 42.32255
	 0.67104	 -0.75023	 0.87221	 0.57632	 0.46046	 0.82516	 0.90966	 -0.36864	 411.71809	 -0.03512 	 15.06540
	 0.60320	 -0.79982	 0.95120	 0.04780	 0.72518	 -0.01157	 0.94209	 -0.37611	 342.60535	 0.00000 	 0.00000
	 0.70833	 -0.88463	 0.88500	 0.02034	 0.66796	 0.02182	 0.90710	 -0.18955	 311.25608	 0.00000 	 0.00000
	 0.62729	 -0.00292	 0.82771	 0.03175	 0.65222	 -0.36990	 0.95280	 -0.26892	 327.23075	 0.00000 	 0.00000
	 0.60348	 -0.79879	 0.88468	 0.02869	 0.73631	 -0.00672	 0.94038	 -0.48709	 342.56456	 0.00000 	 0.00000
	 0.56786	 -0.00383	 0.82824	 0.03856	 0.55757	 -0.01259	 0.86206	 -0.27826	 341.05615	 0.00000 	 0.00000
	 0.44120	 -0.12082	 0.87952	 0.18791	 0.57074	 0.38974	 0.95057	 -0.36396	 350.66268	 0.00000 	 0.00000
	 0.50895	 -0.18983	 0.81992	 0.59309	 0.50658	 -0.66522	 0.83197	 -0.47056	 412.03824	 0.00982 	 24.35729
	 0.72923	 -0.69471	 0.90214	 0.58852	 0.62089	 0.66896	 0.81527	 -0.42427	 313.07359	 -0.00000 	 18.60399
	 0.54205	 -0.69551	 0.86891	 0.61083	 0.41698	 0.28858	 0.90787	 -0.49383	 396.84370	 0.00000 	 0.00000
	 0.64334	 -0.53848	 0.80357	 0.53003	 0.40405	 -0.37722	 0.97204	 -0.73717	 350.57556	 0.00410 	 26.84321
	 0.60190	 -0.53639	 0.86880	 0.52989	 0.42885	 0.28858	 0.90787	 -0.49228	 400.44324	 0.00000 	 0.00000
	 0.54284	 -0.53639	 0.85194	 0.53262	 0.41573	 0.28858	 0.90787	 -0.49385	 340.96721	 0.00000 	 0.00000
	 0.60320	 -0.21665	 0.88609	 0.04034	 0.49723	 -0.49461	 0.94415	 -0.42505	 342.60535	 -0.00413 	 42.62837
	 0.51075	 -0.78503	 0.90214	 0.57784	 0.74251	 -0.02543	 0.81166	 -0.37288	 313.07359	 0.00000 	 41.74123
	 0.73132	 -0.79738	 0.88468	 0.02869	 0.64226	 0.07945	 0.94053	 -0.51198	 411.73036	 0.00000 	 0.00000
	 0.59946	 -0.68305	 0.81262	 0.58832	 0.73514	 0.64452	 0.83195	 -0.41925	 342.39781	 0.00000 	 0.00000
	 0.67454	 -0.63255	 0.80825	 0.65682	 0.61623	 0.73129	 0.85080	 -0.29858	 371.25977	 -0.15284 	 16.89682
	 0.43176	 -0.88304	 0.88329	 0.05781	 0.40029	 0.02283	 0.98754	 -0.18946	 402.87058	 0.00000 	 0.00000
	 0.67244	 -0.12105	 0.88966	 0.50832	 0.69458	 0.72165	 0.83154	 -0.47038	 403.96487	 0.00000 	 0.00000
	 0.72763	 -0.68164	 0.81992	 0.62756	 0.62065	 0.81248	 0.78878	 -0.44795	 412.03937	 -0.09287 	 27.27822
	 0.62729	 -0.00292	 0.82771	 0.19299	 0.65479	 -0.34177	 0.94189	 -0.27880	 327.18996	 0.00000 	 25.46489
	 0.44872	 -0.12118	 0.87760	 0.08087	 0.61470	 0.49411	 0.85546	 -0.32868	 373.24161	 0.00036 	 37.94021
	 0.63713	 -0.03847	 0.82194	 0.03730	 0.73641	 0.00593	 0.94276	 -0.46792	 331.86809	 0.00000 	 0.00000
	 0.60320	 -0.82225	 0.89097	 0.03173	 0.56525	 -0.01157	 0.94053	 -0.34368	 342.60535	 -0.00192 	 43.71144
	 0.68663	 -0.69723	 0.81992	 0.58832	 0.62065	 0.72654	 0.83195	 -0.47056	 412.03824	 -0.01956 	 9.00926
	 0.74182	 -0.68164	 0.81992	 0.58832	 0.62065	 0.77414	 0.83195	 -0.47056	 412.03824	 -0.51808 	 9.77387
	 0.60290	 -0.84807	 0.82091	 0.03730	 0.73812	 -0.01168	 0.94278	 -0.47617	 331.50469	 0.00000 	 0.00000
	 0.63742	 -0.03847	 0.88569	 0.03728	 0.73641	 0.00604	 0.94051	 -0.46792	 342.96875	 0.00000 	 0.00000
	 0.67241	 -0.79736	 0.88468	 0.04034	 0.73834	 0.00719	 0.94053	 -0.37365	 342.60535	 0.00000 	 0.00000
	 0.60323	 -0.12246	 0.88976	 0.55557	 0.69078	 0.79318	 0.78837	 -0.44778	 410.86408	 -0.01038 	 24.38688
	 0.59369	 -0.64596	 0.81290	 0.10420	 0.61491	 -0.66692	 0.94437	 -0.22245	 375.87056	 -0.16349 	 46.32018
	 0.63166	 -0.03700	 0.77802	 0.25541	 0.61620	 0.82789	 0.85220	 -0.87812	 374.73437	 0.00930 	 13.56943
	 0.68315	 -0.17843	 0.88966	 0.55557	 0.43563	 -0.01552	 0.78837	 -0.44778	 410.86408	 -0.61432 	 48.26760
	 0.43176	 -0.88304	 0.88329	 0.05781	 0.40029	 0.02283	 0.98754	 -0.18946	 402.87058	 0.00000 	 0.00000
	 0.67454	 -0.67987	 0.80825	 0.66692	 0.73304	 0.73129	 0.85080	 -0.29858	 370.55146	 -0.19085 	 28.10350
	 0.72763	 -0.63431	 0.81992	 0.59101	 0.62068	 0.64452	 0.94245	 -0.47056	 412.99805	 -0.16304 	 11.09335
	 0.71101	 -0.86628	 0.95145	 0.52794	 0.43457	 0.25240	 0.90710	 -0.19310	 312.00526	 0.00000 	 25.31981
	 0.64134	 -0.88578	 0.79379	 0.02625	 0.66614	 0.85725	 0.96990	 -0.41341	 358.45714	 -0.20923 	 29.14684
	 0.67104	 -0.75023	 0.87221	 0.57632	 0.45988	 0.82516	 0.90966	 -0.36864	 411.71809	 -0.03727 	 15.07285
	 0.72763	 -0.68164	 0.81992	 0.58832	 0.62065	 0.64452	 0.83195	 -0.47056	 412.03824	 -0.00846 	 7.29267
	 0.66289	 -0.75023	 0.87129	 0.57632	 0.74161	 0.82634	 0.94244	 -0.36861	 412.05232	 -0.35199 	 33.86861
	 0.73576	 -0.68164	 0.82085	 0.58832	 0.45119	 0.64452	 0.90968	 -0.47060	 411.70401
