Test : Start of hold value,"150.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"0.00000","0.00783","0.15014","33.81110","0.00000","1.31688"
"0.10000","0.00781","0.12725","33.81110","0.00000","1.11618"
"0.20000","0.00788","0.11784","33.81110","0.00000","1.03358"
"0.30000","0.00802","0.10676","33.81110","0.00000","0.93642"
"0.40000","0.00840","0.07639","33.81110","0.00001","0.66999"
"0.50000","0.01113","0.03812","33.88915","0.00003","0.33440"
"0.60000","0.01224","-0.07698","33.88915","0.00004","-0.67523"
"0.70000","0.01280","-0.16048","33.88915","0.00005","-1.40759"
"0.80000","0.01373","-0.25152","33.88915","0.00006","-2.20612"
"0.90000","0.01452","-0.34141","33.88915","0.00007","-2.99462"
"1.00000","0.01532","-0.44573","33.88915","0.00007","-3.90957"
"1.10000","0.01616","-0.53629","33.93470","0.00008","-4.70388"
"1.20000","0.01701","-0.60151","33.93470","0.00009","-5.27596"
"1.30000","0.01788","-0.62033","33.93470","0.00010","-5.44101"
"1.40000","0.01872","-0.61312","33.93470","0.00011","-5.37780"
"1.50000","0.01965","-0.58154","33.93470","0.00012","-5.10080"
"1.60000","0.02054","-0.56430","33.93470","0.00013","-4.94962"
"1.70000","0.02124","-0.53046","33.91532","0.00013","-4.65281"
"1.80000","0.02206","-0.50231","33.91532","0.00014","-4.40587"
"1.90000","0.02289","-0.46042","33.91532","0.00015","-4.03841"
"2.00000","0.02368","-0.41408","33.91532","0.00016","-3.63199"
"2.10000","0.02453","-0.38192","33.91532","0.00017","-3.34987"
"2.20000","0.02539","-0.36311","33.91532","0.00017","-3.18492"
"2.30000","0.02626","-0.31863","33.78046","0.00018","-2.79479"
"2.40000","0.02712","-0.25219","33.78046","0.00019","-2.21200"
"2.50000","0.02800","-0.16596","33.78046","0.00020","-1.45571"
"2.60000","0.02880","-0.06790","33.78046","0.00021","-0.59553"
"2.70000","0.02958","0.05339","33.78046","0.00022","0.46834"
"2.80000","0.03039","0.16810","33.78046","0.00022","1.47441"
"2.90000","0.03121","0.30221","33.68279","0.00023","2.65074"
"3.00000","0.03204","0.41206","33.68279","0.00024","3.61427"
"3.10000","0.03288","0.49215","33.68279","0.00025","4.31672"
"3.20000","0.03374","0.56204","33.68279","0.00026","4.92974"
"3.30000","0.03463","0.59641","33.68279","0.00027","5.23122"
"3.40000","0.03549","0.62223","33.62807","0.00028","5.45773"
"3.50000","0.03631","0.59977","33.62807","0.00028","5.26075"
"3.60000","0.03717","0.57915","33.62807","0.00029","5.07986"
"3.70000","0.03797","0.56194","33.62807","0.00030","4.92893"
"3.80000","0.03873","0.55980","33.62807","0.00031","4.91011"
"3.90000","0.03954","0.57819","33.62807","0.00032","5.07144"
"4.00000","0.04038","0.58005","33.65041","0.00032","5.08771"
"4.10000","0.04124","0.61200","33.65041","0.00033","5.36800"
"4.20000","0.04210","0.63315","33.65041","0.00034","5.55346"
"4.30000","0.04296","0.61017","33.65041","0.00035","5.35191"
"4.40000","0.04382","0.57093","33.65041","0.00036","5.00771"
"4.50000","0.04462","0.50894","33.65041","0.00037","4.46398"
"4.60000","0.04542","0.41287","33.69912","0.00038","3.62138"
"4.70000","0.04623","0.31728","33.69912","0.00038","2.78289"
"4.80000","0.04702","0.23033","33.69912","0.00039","2.02029"
"4.90000","0.04786","0.16380","33.69912","0.00040","1.43673"
"5.00000","0.04863","0.12914","33.69912","0.00041","1.13275"
"5.10000","0.04955","0.11223","33.69912","0.00042","0.98444"
"5.20000","0.05039","0.11341","33.72666","0.00042","0.99478"
"5.30000","0.05129","0.10426","33.72666","0.00043","0.91453"
"5.40000","0.05212","0.10220","33.72666","0.00044","0.89638"
"5.50000","0.05289","0.07124","33.72666","0.00045","0.62488"
"5.60000","0.05370","-0.01521","33.72666","0.00046","-0.13341"
"5.70000","0.05452","-0.11965","33.68984","0.00047","-1.04946"
"5.80000","0.05531","-0.19838","33.68984","0.00047","-1.74007"
"5.90000","0.05615","-0.24363","33.68984","0.00048","-2.13696"
"6.00000","0.05701","-0.24209","33.68984","0.00049","-2.12343"
"6.10000","0.05785","-0.19294","33.68984","0.00050","-1.69236"
"6.20000","0.05874","-0.12329","33.68984","0.00051","-1.08145"
"6.30000","0.05965","-0.02315","33.59232","0.00052","-0.20304"
"6.40000","0.06045","0.10795","33.59232","0.00053","0.94684"
"6.50000","0.06125","0.23753","33.59232","0.00053","2.08344"
"6.60000","0.06205","0.37223","33.59232","0.00054","3.26490"
"6.70000","0.06285","0.48551","33.59232","0.00055","4.25853"
"6.80000","0.06364","0.56097","33.59232","0.00056","4.92040"
"6.90000","0.06449","0.61555","33.47454","0.00057","5.39913"
"7.00000","0.06538","0.65502","33.47454","0.00057","5.74534"
"7.10000","0.06626","0.70677","33.47454","0.00058","6.19926"
"7.20000","0.06711","0.75733","33.47454","0.00059","6.64270"
"7.30000","0.06803","0.82338","33.47454","0.00060","7.22208"
"7.40000","0.06882","0.89394","33.47454","0.00061","7.84092"
"7.50000","0.06954","0.96772","33.40666","0.00062","8.48811"
"7.60000","0.07035","1.00810","33.40666","0.00062","8.84226"
"7.70000","0.07118","0.99168","33.40666","0.00063","8.69823"
"7.80000","0.07200","1.00483","33.40666","0.00064","8.81363"
"7.90000","0.07283","1.00712","33.40666","0.00065","8.83364"
"8.00000","0.07373","0.99273","33.43018","0.00066","8.70749"
"8.10000","0.07462","0.94812","33.43018","0.00067","8.31618"
"8.20000","0.07550","0.89039","33.43018","0.00068","7.80983"
"8.30000","0.07633","0.85349","33.43018","0.00068","7.48614"
"8.40000","0.07710","0.82484","33.43018","0.00069","7.23483"
"8.50000","0.07788","0.78921","33.43018","0.00070","6.92238"
"8.60000","0.07867","0.74533","33.47039","0.00071","6.53745"
"8.70000","0.07949","0.69320","33.47039","0.00072","6.08019"
"8.80000","0.08033","0.65959","33.47039","0.00072","5.78539"
"8.90000","0.08120","0.62842","33.47039","0.00073","5.51198"
"9.00000","0.08207","0.62497","33.47039","0.00074","5.48178"
"9.10000","0.08296","0.58978","33.47039","0.00075","5.17307"
"9.20000","0.08386","0.54618","33.49199","0.00076","4.79068"
"9.30000","0.08467","0.48837","33.49199","0.00077","4.28359"
"9.40000","0.08540","0.42630","33.49199","0.00077","3.73918"
"9.50000","0.08618","0.33758","33.49199","0.00078","2.96101"
"9.60000","0.08697","0.28359","33.49199","0.00079","2.48742"
"9.70000","0.08782","0.26882","33.49199","0.00080","2.35792"
"9.80000","0.08867","0.24754","33.45648","0.00081","2.17119"
"9.90000","0.08954","0.25971","33.45648","0.00082","2.27801"
"10.00000","0.09038","0.30026","33.45648","0.00082","2.63364"
"10.10000","0.09131","0.38008","33.45648","0.00083","3.33378"
"10.20000","0.09218","0.46681","33.45648","0.00084","4.09451"
"10.30000","0.09296","0.54388","33.45648","0.00085","4.77048"
"10.40000","0.09375","0.61386","33.37994","0.00086","5.38428"
"10.50000","0.09451","0.67195","33.37994","0.00087","5.89386"
"10.60000","0.09529","0.69221","33.37994","0.00087","6.07154"
"10.70000","0.09609","0.72510","33.37994","0.00088","6.36005"
"10.80000","0.09695","0.78004","33.37994","0.00089","6.84186"
"10.90000","0.09783","0.85988","33.28462","0.00090","7.54216"
"11.00000","0.09874","0.93687","33.28462","0.00091","8.21753"
"11.10000","0.09963","1.04524","33.28462","0.00092","9.16806"
"11.20000","0.10046","1.15075","33.28462","0.00093","10.09346"
"11.30000","0.10128","1.25908","33.28462","0.00093","11.04367"
"11.40000","0.10204","1.36591","33.28462","0.00094","11.98070"
"11.50000","0.10281","1.44473","33.20162","0.00095","12.67208"
"11.60000","0.10360","1.49814","33.20162","0.00096","13.14048"
"11.70000","0.10443","1.50614","33.20162","0.00097","13.21071"
"11.80000","0.10528","1.44813","33.20162","0.00097","12.70189"
"11.90000","0.10618","1.37111","33.20162","0.00098","12.02632"
"12.00000","0.10710","1.33580","33.20162","0.00099","11.71656"
"12.10000","0.10798","1.31750","33.22702","0.00100","11.55610"
"12.20000","0.10884","1.29211","33.22702","0.00101","11.33337"
"12.30000","0.10960","1.29914","33.22702","0.00102","11.39509"
"12.40000","0.11037","1.32885","33.22702","0.00102","11.65561"
"12.50000","0.11117","1.36192","33.22702","0.00103","11.94574"
"12.60000","0.11195","1.39281","33.22702","0.00104","12.21661"
"12.70000","0.11276","1.39230","33.28276","0.00105","12.21221"
"12.80000","0.11366","1.33306","33.28276","0.00106","11.69259"
"12.90000","0.11457","1.23210","33.28276","0.00107","10.80703"
"13.00000","0.11549","1.11679","33.28276","0.00108","9.79562"
"13.10000","0.11638","0.98118","33.28276","0.00108","8.60618"
"13.20000","0.11719","0.88839","33.32853","0.00109","7.79228"
"13.30000","0.11795","0.82628","33.32853","0.00110","7.24753"
"13.40000","0.11873","0.75762","33.32853","0.00111","6.64524"
"13.50000","0.11951","0.72231","33.32853","0.00112","6.33554"
"13.60000","0.12031","0.71050","33.32853","0.00112","6.23195"
"13.70000","0.12113","0.70487","33.32853","0.00113","6.18255"
"13.80000","0.12203","0.72758","33.31129","0.00114","6.38180"
"13.90000","0.12296","0.73499","33.31129","0.00115","6.44677"
"14.00000","0.12383","0.69643","33.31129","0.00116","6.10858"
"14.10000","0.12473","0.62270","33.31129","0.00117","5.46180"
