Test : Start of hold value,"150.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"0.00000","0.00001","1.93372","35.76534","0.00000","16.96105"
"0.10000","0.00005","2.00443","35.76534","0.00000","17.58130"
"0.20000","0.00018","2.08104","35.76534","0.00000","18.25329"
"0.30000","0.00041","2.15595","35.57824","0.00000","18.91032"
"0.40000","0.00085","2.23186","35.57824","0.00001","19.57611"
"0.50000","0.00195","2.30604","35.57824","0.00002","20.22676"
"0.60000","0.00510","2.42169","35.57824","0.00005","21.24122"
"0.70000","0.00560","2.52270","35.57824","0.00006","22.12714"
"0.80000","0.00642","2.63974","35.48318","0.00006","23.15377"
"0.90000","0.00727","2.71278","35.48318","0.00007","23.79439"
"1.00000","0.00809","2.80106","35.48318","0.00008","24.56876"
"1.10000","0.00893","2.82265","35.48318","0.00009","24.75813"
"1.20000","0.00980","2.79509","35.48318","0.00010","24.51632"
"1.30000","0.01068","2.72664","35.48318","0.00011","23.91595"
"1.40000","0.01160","2.67298","35.45909","0.00012","23.44530"
"1.50000","0.01242","2.67401","35.45909","0.00012","23.45433"
"1.60000","0.01322","2.66515","35.45909","0.00013","23.37660"
"1.70000","0.01402","2.66000","35.45909","0.00014","23.33144"
"1.80000","0.01482","2.66561","35.45909","0.00015","23.38065"
"1.90000","0.01563","2.68524","35.45909","0.00016","23.55283"
"2.00000","0.01645","2.63693","35.49010","0.00016","23.12909"
"2.10000","0.01731","2.56973","35.49010","0.00017","22.53963"
"2.20000","0.01820","2.50940","35.49010","0.00018","22.01049"
"2.30000","0.01906","2.45212","35.49010","0.00019","21.50807"
"2.40000","0.01997","2.40233","35.49010","0.00020","21.07138"
"2.50000","0.02079","2.35005","35.49010","0.00021","20.61280"
"2.60000","0.02154","2.27646","35.52402","0.00022","19.96730"
"2.70000","0.02237","2.21043","35.52402","0.00022","19.38816"
"2.80000","0.02316","2.15116","35.52402","0.00023","18.86832"
"2.90000","0.02401","2.08136","35.52402","0.00024","18.25611"
"3.00000","0.02483","2.03886","35.52402","0.00025","17.88334"
"3.10000","0.02568","2.00672","35.52402","0.00026","17.60139"
"3.20000","0.02656","1.96568","35.50547","0.00027","17.24146"
"3.30000","0.02745","1.91426","35.50547","0.00027","16.79044"
"3.40000","0.02827","1.87422","35.50547","0.00028","16.43923"
