Test : Start of hold value,"50.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"0.00000","0.47464","0.38205","31.43096","0.00000","3.35107"
"0.10000","0.47462","0.30433","31.43096","0.00000","2.66935"
"0.20000","0.47468","0.25297","31.43096","0.00000","2.21885"
"0.30000","0.47482","0.22164","31.47878","0.00000","1.94408"
"0.40000","0.47515","0.22568","31.47878","0.00000","1.97948"
"0.50000","0.47790","0.22525","31.47878","0.00003","1.97571"
"0.60000","0.47891","0.24553","31.47878","0.00004","2.15360"
"0.70000","0.47942","0.26206","31.47878","0.00005","2.29863"
"0.80000","0.48054","0.30102","31.49447","0.00006","2.64028"
"0.90000","0.48129","0.34851","31.49447","0.00007","3.05682"
"1.00000","0.48202","0.36765","31.49447","0.00007","3.22478"
"1.10000","0.48285","0.33977","31.49447","0.00008","2.98020"
"1.20000","0.48371","0.28151","31.49447","0.00009","2.46921"
"1.30000","0.48455","0.22841","31.49447","0.00010","2.00340"
"1.40000","0.48544","0.19146","31.47888","0.00011","1.67932"
"1.50000","0.48631","0.16893","31.47888","0.00012","1.48175"
"1.60000","0.48720","0.16047","31.47888","0.00012","1.40752"
"1.70000","0.48799","0.15446","31.47888","0.00013","1.35483"
"1.80000","0.48883","0.16938","31.47888","0.00014","1.48567"
"1.90000","0.48961","0.19935","31.42497","0.00015","1.74851"
"2.00000","0.49036","0.25053","31.42497","0.00016","2.19746"
"2.10000","0.49118","0.31154","31.42497","0.00016","2.73258"
"2.20000","0.49200","0.39031","31.42497","0.00017","3.42354"
"2.30000","0.49287","0.44846","31.42497","0.00018","3.93353"
"2.40000","0.49377","0.44984","31.42497","0.00019","3.94561"
"2.50000","0.49467","0.42310","31.33670","0.00020","3.71113"
"2.60000","0.49554","0.37683","31.33670","0.00021","3.30526"
"2.70000","0.49632","0.34434","31.33670","0.00022","3.02027"
"2.80000","0.49716","0.34781","31.33670","0.00022","3.05071"
"2.90000","0.49791","0.36330","31.33670","0.00023","3.18660"
"3.00000","0.49872","0.39737","31.23020","0.00024","3.48540"
"3.10000","0.49955","0.45501","31.23020","0.00025","3.99099"
"3.20000","0.50038","0.53564","31.23020","0.00026","4.69825"
"3.30000","0.50127","0.64455","31.23020","0.00026","5.65352"
"3.40000","0.50215","0.79071","31.23020","0.00027","6.93547"
"3.50000","0.50307","0.88599","31.23020","0.00028","7.77121"
"3.60000","0.50390","0.91506","31.21619","0.00029","8.02621"
"3.70000","0.50468","0.84268","31.21619","0.00030","7.39137"
"3.80000","0.50546","0.71700","31.21619","0.00031","6.28893"
"3.90000","0.50629","0.59171","31.21619","0.00031","5.19001"
"4.00000","0.50705","0.52299","31.21619","0.00032","4.58723"
"4.10000","0.50791","0.48247","31.24719","0.00033","4.23187"
"4.20000","0.50874","0.44409","31.24719","0.00034","3.89518"
"4.30000","0.50964","0.44225","31.24719","0.00035","3.87908"
"4.40000","0.51053","0.46453","31.24719","0.00036","4.07451"
"4.50000","0.51142","0.52418","31.24719","0.00037","4.59771"
"4.60000","0.51223","0.60046","31.24719","0.00037","5.26681"
"4.70000","0.51299","0.68214","31.28490","0.00038","5.98318"
"4.80000","0.51380","0.70951","31.28490","0.00039","6.22327"
