Time,Extension,Load,Tensile strain (Extension),Temperature: Chamber 3119-600 1 1,Tensile stress
(s),(mm),(N),(mm/mm),(C),(MPa)
"42.60000","1.84478","14.99175","0.00701","120.16166","131.49599"
"42.70000","1.84645","14.99592","0.00703","120.16166","131.53253"
"42.80000","1.84836","15.03211","0.00705","120.16166","131.85001"
"42.90000","1.85008","15.09635","0.00706","120.16166","132.41345"
"43.00000","1.85147","15.10738","0.00708","120.16166","132.51018"
"43.10000","1.85313","15.13488","0.00709","120.16109","132.75140"
"43.20000","1.85482","15.16945","0.00711","120.16109","133.05460"
"43.30000","1.85660","15.20849","0.00713","120.16109","133.39705"
"43.40000","1.85828","15.24374","0.00715","120.16109","133.70622"
"43.50000","1.85977","15.25084","0.00716","120.16109","133.76854"
"43.60000","1.86141","15.27910","0.00718","120.16109","134.01636"
"43.70000","1.86318","15.31072","0.00719","120.16376","134.29378"
"43.80000","1.86492","15.37706","0.00721","120.16376","134.87561"
"43.90000","1.86656","15.37953","0.00723","120.16376","134.89729"
"44.00000","1.86806","15.39163","0.00724","120.16376","135.00342"
"44.10000","1.86979","15.43666","0.00726","120.16376","135.39838"
"44.20000","1.87158","15.48051","0.00728","120.16645","135.78305"
"44.30000","1.87327","15.47183","0.00729","120.16645","135.70691"
"44.40000","1.87485","15.50909","0.00731","120.16645","136.03368"
"44.50000","1.87642","15.55692","0.00732","120.16645","136.45326"
"44.60000","1.87819","15.58685","0.00734","120.16645","136.71577"
"44.70000","1.88003","15.60803","0.00736","120.16645","136.90154"
"44.80000","1.88165","15.64792","0.00738","120.16635","137.25140"
"44.90000","1.88317","15.66743","0.00739","120.16635","137.42250"
"45.00000","1.88480","15.68486","0.00741","120.16635","137.57538"
"45.10000","1.88662","15.71634","0.00743","120.16635","137.85153"
"45.20000","1.88846","15.76706","0.00744","120.16635","138.29639"
"45.30000","1.88998","15.80284","0.00746","120.16775","138.61023"
"45.40000","1.89152","15.83838","0.00747","120.16775","138.92197"
"45.50000","1.89318","15.83929","0.00749","120.16775","138.92996"
"45.60000","1.89499","15.88702","0.00751","120.16775","139.34859"
"45.70000","1.89683","15.93129","0.00753","120.16775","139.73694"
"45.80000","1.89827","15.94529","0.00754","120.16775","139.85974"
"45.90000","1.89982","15.96235","0.00756","120.16649","140.00934"
"46.00000","1.90146","16.01725","0.00757","120.16649","140.49092"
"46.10000","1.90331","16.03482","0.00759","120.16649","140.64496"
"46.20000","1.90516","16.09415","0.00761","120.16649","141.16537"
"46.30000","1.90654","16.11732","0.00762","120.16649","141.36862"
"46.40000","1.90802","16.12587","0.00764","120.16364","141.44360"
"46.50000","1.90973","16.18423","0.00765","120.16364","141.95552"
"46.60000","1.91160","16.23122","0.00767","120.16364","142.36766"
"46.70000","1.91344","16.24521","0.00769","120.16364","142.49034"
"46.80000","1.91482","16.29388","0.00770","120.16364","142.91730"
"46.90000","1.91636","16.30257","0.00772","120.16364","142.99353"
"47.00000","1.91806","16.33103","0.00774","120.16023","143.24312"
"47.10000","1.91997","16.38951","0.00776","120.16023","143.75610"
"47.20000","1.92179","16.41843","0.00777","120.16023","144.00975"
"47.30000","1.92311","16.46941","0.00779","120.16023","144.45691"
"47.40000","1.92468","16.48139","0.00780","120.16023","144.56195"
"47.50000","1.92637","16.49867","0.00782","120.16080","144.71350"
"47.60000","1.92843","16.54702","0.00784","120.16080","145.13759"
"47.70000","1.93017","16.62282","0.00786","120.16080","145.80243"
"47.80000","1.93144","16.64524","0.00787","120.16080","145.99910"
"47.90000","1.93300","16.68020","0.00788","120.16080","146.30577"
"48.00000","1.93478","16.68980","0.00790","120.16080","146.38994"
"48.10000","1.93679","16.69524","0.00792","120.16433","146.43765"
"48.20000","1.93850","16.72409","0.00794","120.16433","146.69077"
"48.30000","1.93979","16.75234","0.00795","120.16433","146.93852"
"48.40000","1.94137","16.76693","0.00797","120.16433","147.06645"
"48.50000","1.94316","16.84571","0.00798","120.16433","147.75749"
"48.60000","1.94521","16.86900","0.00801","120.16620","147.96173"
"48.70000","1.94681","16.89193","0.00802","120.16620","148.16290"
"48.80000","1.94808","16.92707","0.00803","120.16620","148.47108"
"48.90000","1.94967","16.96474","0.00805","120.16620","148.80154"
"49.00000","1.95144","16.99524","0.00807","120.16620","149.06902"
"49.10000","1.95338","17.04120","0.00809","120.16620","149.47215"
"49.20000","1.95508","17.03874","0.00810","120.16467","149.45056"
"49.30000","1.95642","17.09828","0.00812","120.16467","149.97281"
"49.40000","1.95794","17.09716","0.00813","120.16467","149.96304"
"49.50000","1.95977","17.16276","0.00815","120.16467","150.53841"
"49.60000","1.96173","17.17903","0.00817","120.16467","150.68112"
"49.70000","1.96335","17.22178","0.00818","120.16409","151.05609"
"49.80000","1.96476","17.26481","0.00820","120.16409","151.43352"
"49.90000","1.96630","17.25658","0.00821","120.16409","151.36131"
"50.00000","1.96813","17.29277","0.00823","120.16409","151.67879"
"50.10000","1.97008","17.31998","0.00825","120.16409","151.91743"
"50.20000","1.97165","17.37907","0.00827","120.16876","152.43570"
"50.30000","1.97314","17.40890","0.00828","120.16876","152.69739"
"50.40000","1.97468","17.42453","0.00830","120.16876","152.83443"
"50.50000","1.97655","17.43593","0.00831","120.16876","152.93446"
"50.60000","1.97846","17.46601","0.00833","120.16876","153.19829"
"50.70000","1.98002","17.54670","0.00835","120.16876","153.90602"
"50.80000","1.98148","17.54534","0.00836","120.17191","153.89409"
"50.90000","1.98309","17.58768","0.00838","120.17191","154.26550"
"51.00000","1.98497","17.62932","0.00840","120.17191","154.63071"
"51.10000","1.98682","17.65279","0.00842","120.17191","154.83653"
"51.20000","1.98827","17.68377","0.00843","120.17191","155.10832"
"51.30000","1.98991","17.71716","0.00845","120.17574","155.40120"
"51.40000","1.99150","17.73320","0.00846","120.17574","155.54189"
"51.50000","1.99335","17.76469","0.00848","120.17574","155.81805"
"51.60000","1.99511","17.77902","0.00850","120.17574","155.94377"
"51.70000","1.99656","17.82151","0.00851","120.17574","156.31648"
"51.80000","1.99824","17.83478","0.00853","120.17574","156.43280"
"51.90000","1.99983","17.87806","0.00855","120.18245","156.81242"
"52.00000","2.00166","17.91172","0.00856","120.18245","157.10770"
"52.10000","2.00332","17.91839","0.00858","120.18245","157.16623"
"52.20000","2.00480","17.94623","0.00859","120.18245","157.41043"
"52.30000","2.00649","18.01811","0.00861","120.18245","158.04088"
"52.40000","2.00819","18.02241","0.00863","120.18719","158.07861"
"52.50000","2.00995","18.04524","0.00865","120.18719","158.27881"
"52.60000","2.01162","18.07890","0.00866","120.18719","158.57408"
"52.70000","2.01313","18.09670","0.00868","120.18719","158.73018"
"52.80000","2.01479","18.15003","0.00869","120.18719","159.19797"
"52.90000","2.01657","18.13793","0.00871","120.18719","159.09181"
"53.00000","2.01832","18.20093","0.00873","120.19113","159.64445"
"53.10000","2.01985","18.24166","0.00874","120.19113","160.00169"
"53.20000","2.02137","18.25220","0.00876","120.19113","160.09418"
"53.30000","2.02316","18.31503","0.00878","120.19113","160.64522"
"53.40000","2.02497","18.31379","0.00879","120.19113","160.63432"
"53.50000","2.02663","18.33755","0.00881","120.19514","160.84277"
"53.60000","2.02817","18.39317","0.00883","120.19514","161.33063"
"53.70000","2.02978","18.41500","0.00884","120.19514","161.52211"
"53.80000","2.03153","18.43346","0.00886","120.19514","161.68401"
"53.90000","2.03341","18.46538","0.00888","120.19514","161.96399"
"54.00000","2.03499","18.48601","0.00889","120.19514","162.14496"
"54.10000","2.03649","18.51146","0.00891","120.19121","162.36815"
"54.20000","2.03810","18.53193","0.00892","120.19121","162.54771"
"54.30000","2.03995","18.55305","0.00894","120.19121","162.73299"
"54.40000","2.04181","18.61254","0.00896","120.19121","163.25473"
"54.50000","2.04329","18.61912","0.00897","120.19121","163.31248"
"54.60000","2.04478","18.65249","0.00899","120.18954","163.60513"
"54.70000","2.04641","18.67783","0.00901","120.18954","163.82742"
"54.80000","2.04824","18.72196","0.00902","120.18954","164.21449"
"54.90000","2.05009","18.76654","0.00904","120.18954","164.60548"
"55.00000","2.05154","18.81158","0.00906","120.18954","165.00055"
"55.10000","2.05304","18.84616","0.00907","120.18954","165.30389"
"55.20000","2.05471","18.88190","0.00909","120.18675","165.61734"
"55.30000","2.05651","18.90434","0.00911","120.18675","165.81418"
"55.40000","2.05847","18.93917","0.00912","120.18675","166.11964"
"55.50000","2.05987","19.00167","0.00914","120.18675","166.66794"
"55.60000","2.06134","18.99745","0.00915","120.18675","166.63086"
"55.70000","2.06305","18.99343","0.00917","120.18459","166.59560"
"55.80000","2.06491","19.05581","0.00919","120.18459","167.14281"
"55.90000","2.06676","19.11333","0.00921","120.18459","167.64729"
"56.00000","2.06820","19.12265","0.00922","120.18459","167.72905"
"56.10000","2.06968","19.17220","0.00924","120.18459","168.16370"
"56.20000","2.07141","19.19451","0.00925","120.18459","168.35933"
"56.30000","2.07329","19.21496","0.00927","120.18453","168.53873"
"56.40000","2.07520","19.27227","0.00929","120.18453","169.04143"
"56.50000","2.07656","19.29293","0.00930","120.18453","169.22260"
"56.60000","2.07802","19.33097","0.00932","120.18453","169.55630"
"56.70000","2.07979","19.35555","0.00934","120.18453","169.77188"
"56.80000","2.08176","19.37798","0.00936","120.18546","169.96863"
"56.90000","2.08353","19.41876","0.00937","120.18546","170.32628"
"57.00000","2.08489","19.44883","0.00939","120.18546","170.59000"
"57.10000","2.08640","19.48565","0.00940","120.18546","170.91304"
"57.20000","2.08817","19.50495","0.00942","120.18546","171.08228"
"57.30000","2.09012","19.53400","0.00944","120.18546","171.33710"
"57.40000","2.09184","19.56388","0.00945","120.18784","171.59921"
"57.50000","2.09319","19.60037","0.00947","120.18784","171.91922"
"57.60000","2.09476","19.60374","0.00948","120.18784","171.94879"
"57.70000","2.09647","19.62663","0.00950","120.18784","172.14958"
"57.80000","2.09847","19.67001","0.00952","120.18784","172.53004"
"57.90000","2.10010","19.69909","0.00954","120.18483","172.78510"
"58.00000","2.10146","19.72635","0.00955","120.18483","173.02423"
"58.10000","2.10304","19.76348","0.00957","120.18483","173.34987"
"58.20000","2.10479","19.80134","0.00958","120.18483","173.68196"
"58.30000","2.10675","19.80611","0.00960","120.18483","173.72382"
"58.40000","2.10834","19.82944","0.00962","120.18483","173.92850"
"58.50000","2.10976","19.85418","0.00963","120.18333","174.14543"
"58.60000","2.11138","19.91869","0.00965","120.18333","174.71124"
"58.70000","2.11309","19.94762","0.00966","120.18333","174.96507"
"58.80000","2.11504","19.94927","0.00968","120.18333","174.97952"
"58.90000","2.11661","19.97416","0.00970","120.18333","175.19780"
"59.00000","2.11808","20.02077","0.00971","120.18084","175.60669"
"59.10000","2.11973","20.04309","0.00973","120.18084","175.80243"
"59.20000","2.12152","20.06733","0.00975","120.18084","176.01506"
"59.30000","2.12345","20.12719","0.00977","120.18084","176.54008"
"59.40000","2.12493","20.14719","0.00978","120.18084","176.71548"
"59.50000","2.12647","20.16173","0.00980","120.18084","176.84302"
"59.60000","2.12813","20.21479","0.00981","120.18121","177.30844"
"59.70000","2.12994","20.25645","0.00983","120.18121","177.67387"
"59.80000","2.13177","20.28530","0.00985","120.18121","177.92690"
"59.90000","2.13327","20.32668","0.00986","120.18121","178.28990"
"60.00000","2.13477","20.33072","0.00988","120.18121","178.32529"
"60.10000","2.13644","20.39062","0.00990","120.18121","178.85068"
"60.20000","2.13826","20.43583","0.00991","120.18389","179.24722"
"60.30000","2.14009","20.45936","0.00993","120.18389","179.45366"
"60.40000","2.14154","20.48716","0.00995","120.18389","179.69745"
"60.50000","2.14308","20.50692","0.00996","120.18389","179.87079"
"60.60000","2.14482","20.55213","0.00998","120.18389","180.26730"
"60.70000","2.14659","20.54705","0.01000","120.18968","180.22273"
"60.80000","2.14834","20.57689","0.01001","120.18968","180.48453"
"60.90000","2.14982","20.60538","0.01003","120.18968","180.73442"
"61.00000","2.15142","20.59861","0.01004","120.18968","180.67505"
"61.10000","2.15314","20.64170","0.01006","120.18968","181.05292"
"61.20000","2.15497","20.65307","0.01008","120.18968","181.15268"
"61.30000","2.15661","20.69188","0.01010","120.19927","181.49310"
"61.40000","2.15811","20.74446","0.01011","120.19927","181.95432"
"61.50000","2.15973","20.78134","0.01013","120.19927","182.27779"
"61.60000","2.16148","20.81764","0.01014","120.19927","182.59619"
"61.70000","2.16331","20.83657","0.01016","120.19927","182.76224"
"61.80000","2.16488","20.83046","0.01018","120.20786","182.70863"
"61.90000","2.16648","20.88715","0.01019","120.20786","183.20584"
"62.00000","2.16811","20.91439","0.01021","120.20786","183.44478"
"62.10000","2.16993","20.92527","0.01023","120.20786","183.54025"
"62.20000","2.17176","20.95832","0.01025","120.20786","183.83014"
"62.30000","2.17320","20.99661","0.01026","120.20786","184.16600"
"62.40000","2.17480","21.03546","0.01028","120.21388","184.50670"
"62.50000","2.17652","21.05671","0.01029","120.21388","184.69312"
"62.60000","2.17838","21.06421","0.01031","120.21388","184.75887"
"62.70000","2.18011","21.11726","0.01033","120.21388","185.22420"
"62.80000","2.18152","21.11427","0.01034","120.21388","185.19801"
"62.90000","2.18314","21.18221","0.01036","120.21734","185.79388"
"63.00000","2.18484","21.22349","0.01037","120.21734","186.15596"
"63.10000","2.18672","21.24322","0.01039","120.21734","186.32904"
"63.20000","2.18846","21.24535","0.01041","120.21734","186.34772"
"63.30000","2.18982","21.27501","0.01042","120.21734","186.60791"
"63.40000","2.19144","21.31575","0.01044","120.21734","186.96523"
"63.50000","2.19321","21.34058","0.01046","120.22086","187.18303"
"63.60000","2.19516","21.37776","0.01048","120.22086","187.50908"
"63.70000","2.19671","21.39407","0.01049","120.22086","187.65216"
"63.80000","2.19808","21.38514","0.01051","120.22086","187.57381"
"63.90000","2.19972","21.43907","0.01052","120.22086","188.04684"
"64.00000","2.20156","21.48156","0.01054","120.21828","188.41953"
"64.10000","2.20342","21.50226","0.01056","120.21828","188.60112"
"64.20000","2.20498","21.50462","0.01057","120.21828","188.62180"
"64.30000","2.20637","21.55738","0.01059","120.21828","189.08458"
"64.40000","2.20794","21.56249","0.01060","120.21828","189.12946"
"64.50000","2.20984","21.60348","0.01062","120.21828","189.48891"
"64.60000","2.21174","21.60280","0.01064","120.21729","189.48303"
"64.70000","2.21327","21.64852","0.01066","120.21729","189.88403"
"64.80000","2.21468","21.66830","0.01067","120.21729","190.05750"
"64.90000","2.21637","21.69293","0.01069","120.21729","190.27353"
"65.00000","2.21828","21.73880","0.01071","120.21729","190.67589"
"65.10000","2.22015","21.81335","0.01072","120.21729","191.32974"
"65.20000","2.22162","21.79924","0.01074","120.21106","191.20604"
"65.30000","2.22308","21.81986","0.01075","120.21106","191.38690"
"65.40000","2.22474","21.86136","0.01077","120.21106","191.75090"
"65.50000","2.22670","21.90703","0.01079","120.21106","192.15147"
"65.60000","2.22852","21.97521","0.01081","120.21106","192.74950"
"65.70000","2.22990","21.98931","0.01082","120.20621","192.87318"
"65.80000","2.23139","21.97417","0.01083","120.20621","192.74033"
"65.90000","2.23301","22.00599","0.01085","120.20621","193.01944"
"66.00000","2.23501","22.07946","0.01087","120.20621","193.66391"
"66.10000","2.23685","22.11567","0.01089","120.20621","193.98154"
"66.20000","2.23818","22.11863","0.01090","120.20267","194.00743"
"66.30000","2.23973","22.11921","0.01092","120.20267","194.01251"
"66.40000","2.24140","22.16282","0.01093","120.20267","194.39510"
"66.50000","2.24335","22.22008","0.01095","120.20267","194.89725"
"66.60000","2.24513","22.24811","0.01097","120.20267","195.14313"
"66.70000","2.24648","22.28899","0.01098","120.20267","195.50171"
"66.80000","2.24803","22.28686","0.01100","120.20602","195.48306"
"66.90000","2.24972","22.32959","0.01102","120.20602","195.85786"
"67.00000","2.25168","22.36335","0.01104","120.20602","196.15392"
"67.10000","2.25338","22.39144","0.01105","120.20602","196.40034"
"67.20000","2.25474","22.40684","0.01107","120.20602","196.53537"
"67.30000","2.25633","22.42038","0.01108","120.21007","196.65417"
"67.40000","2.25805","22.43492","0.01110","120.21007","196.78171"
"67.50000","2.26002","22.47183","0.01112","120.21007","197.10545"
"67.60000","2.26163","22.54327","0.01113","120.21007","197.73204"
"67.70000","2.26307","22.56908","0.01115","120.21007","197.95842"
"67.80000","2.26475","22.54719","0.01116","120.21007","197.76645"
"67.90000","2.26648","22.58130","0.01118","120.20934","198.06567"
"68.00000","2.26846","22.62602","0.01120","120.20934","198.45786"
"68.10000","2.27003","22.70026","0.01122","120.20934","199.10905"
"68.20000","2.27149","22.66343","0.01123","120.20934","198.78596"
"68.30000","2.27315","22.68761","0.01125","120.20934","198.99812"
"68.40000","2.27492","22.72865","0.01127","120.21500","199.35811"
"68.50000","2.27681","22.75455","0.01128","120.21500","199.58525"
"68.60000","2.27832","22.75734","0.01130","120.21500","199.60971"
"68.70000","2.27978","22.83764","0.01131","120.21500","200.31400"
"68.80000","2.28148","22.83279","0.01133","120.21500","200.27150"
"68.90000","2.28330","22.87861","0.01135","120.21500","200.67342"
"69.00000","2.28513","22.89573","0.01137","120.21743","200.82356"
"69.10000","2.28667","22.93449","0.01138","120.21743","201.16357"
"69.20000","2.28816","22.92959","0.01140","120.21743","201.12059"
"69.30000","2.28987","22.97409","0.01141","120.21743","201.51085"
"69.40000","2.29165","23.03319","0.01143","120.21743","202.02930"
"69.50000","2.29334","23.02761","0.01145","120.21711","201.98027"
"69.60000","2.29486","23.03967","0.01146","120.21711","202.08614"
"69.70000","2.29644","23.09040","0.01148","120.21711","202.53105"
"69.80000","2.29820","23.13707","0.01150","120.21711","202.94040"
"69.90000","2.29998","23.16752","0.01151","120.21711","203.20752"
"70.00000","2.30162","23.16434","0.01153","120.21711","203.17958"
"70.10000","2.30314","23.21915","0.01154","120.21561","203.66037"
"70.20000","2.30473","23.23707","0.01156","120.21561","203.81754"
"70.30000","2.30647","23.26888","0.01158","120.21561","204.09657"
"70.40000","2.30835","23.31697","0.01160","120.21561","204.51839"
"70.50000","2.30989","23.33184","0.01161","120.21561","204.64882"
"70.60000","2.31143","23.36010","0.01163","120.21461","204.89665"
"70.70000","2.31310","23.37539","0.01164","120.21461","205.03073"
"70.80000","2.31495","23.40068","0.01166","120.21461","205.25259"
"70.90000","2.31676","23.44002","0.01168","120.21461","205.59767"
"71.00000","2.31822","23.47633","0.01169","120.21461","205.91617"
"71.10000","2.31984","23.48556","0.01171","120.21461","205.99709"
"71.20000","2.32154","23.52604","0.01173","120.20801","206.35217"
"71.30000","2.32332","23.53067","0.01174","120.20801","206.39278"
"71.40000","2.32512","23.59471","0.01176","120.20801","206.95448"
"71.50000","2.32650","23.58285","0.01178","120.20801","206.85046"
"71.60000","2.32803","23.63660","0.01179","120.20801","207.32191"
"71.70000","2.32980","23.64297","0.01181","120.20351","207.37773"
"71.80000","2.33174","23.68847","0.01183","120.20351","207.77686"
"71.90000","2.33349","23.73580","0.01184","120.20351","208.19200"
"72.00000","2.33480","23.74333","0.01186","120.20351","208.25806"
"72.10000","2.33643","23.79414","0.01187","120.20351","208.70372"
"72.20000","2.33816","23.74862","0.01189","120.20170","208.30450"
"72.30000","2.34003","23.81464","0.01191","120.20170","208.88354"
"72.40000","2.34173","23.83528","0.01193","120.20170","209.06461"
"72.50000","2.34311","23.86544","0.01194","120.20170","209.32915"
"72.60000","2.34471","23.88539","0.01196","120.20170","209.50407"
"72.70000","2.34646","23.90217","0.01197","120.20170","209.65131"
"72.80000","2.34836","23.91333","0.01199","120.19963","209.74913"
"72.90000","2.34999","23.93933","0.01201","120.19963","209.97722"
"73.00000","2.35136","23.96826","0.01202","120.19963","210.23097"
"73.10000","2.35298","23.96544","0.01204","120.19963","210.20624"
"73.20000","2.35478","24.01619","0.01205","120.19963","210.65135"
"73.30000","2.35671","24.07049","0.01207","120.19637","211.12767"
"73.40000","2.35829","24.09178","0.01209","120.19637","211.31441"
"73.50000","2.35972","24.08060","0.01210","120.19637","211.21629"
"73.60000","2.36133","24.12550","0.01212","120.19637","211.61018"
"73.70000","2.36324","24.13430","0.01214","120.19637","211.68736"
"73.80000","2.36515","24.19074","0.01216","120.19637","212.18239"
"73.90000","2.36666","24.17941","0.01217","120.19505","212.08304"
"74.00000","2.36811","24.22081","0.01219","120.19505","212.44615"
"74.10000","2.36978","24.22083","0.01220","120.19505","212.44627"
"74.20000","2.37168","24.24563","0.01222","120.19505","212.66386"
"74.30000","2.37353","24.29733","0.01224","120.19505","213.11734"
"74.40000","2.37489","24.28228","0.01225","120.19150","212.98532"
"74.50000","2.37640","24.31853","0.01227","120.19150","213.30322"
"74.60000","2.37809","24.33471","0.01229","120.19150","213.44518"
"74.70000","2.38002","24.38107","0.01230","120.19150","213.85178"
"74.80000","2.38185","24.40782","0.01232","120.19150","214.08644"
"74.90000","2.38324","24.46610","0.01234","120.19150","214.59761"
"75.00000","2.38480","24.46391","0.01235","120.18221","214.57841"
"75.10000","2.38643","24.46939","0.01237","120.18221","214.62645"
"75.20000","2.38840","24.52280","0.01239","120.18221","215.09492"
"75.30000","2.39012","24.57673","0.01240","120.18221","215.56795"
"75.40000","2.39149","24.56462","0.01242","120.18221","215.46182"
"75.50000","2.39309","24.54516","0.01243","120.17342","215.29106"
"75.60000","2.39479","24.61898","0.01245","120.17342","215.93861"
"75.70000","2.39668","24.64228","0.01247","120.17342","216.14291"
"75.80000","2.39838","24.65960","0.01249","120.17342","216.29483"
"75.90000","2.39973","24.64136","0.01250","120.17342","216.13484"
"76.00000","2.40137","24.67899","0.01252","120.17342","216.46494"
"76.10000","2.40309","24.72882","0.01253","120.16478","216.90204"
"76.20000","2.40501","24.74219","0.01255","120.16478","217.01924"
"76.30000","2.40666","24.76274","0.01257","120.16478","217.19951"
"76.40000","2.40810","24.81047","0.01258","120.16478","217.61818"
"76.50000","2.40971","24.80763","0.01260","120.16478","217.59325"
"76.60000","2.41148","24.82582","0.01262","120.16478","217.75284"
"76.70000","2.41342","24.86197","0.01263","120.14971","218.06985"
"76.80000","2.41501","24.88879","0.01265","120.14971","218.30518"
"76.90000","2.41646","24.90865","0.01266","120.14971","218.47934"
"77.00000","2.41812","24.95288","0.01268","120.14971","218.86726"
"77.10000","2.41989","24.95374","0.01270","120.14971","218.87488"
"77.20000","2.42180","24.97966","0.01272","120.14572","219.10219"
"77.30000","2.42330","25.02206","0.01273","120.14572","219.47412"
"77.40000","2.42475","25.03840","0.01275","120.14572","219.61745"
"77.50000","2.42647","25.05632","0.01276","120.14572","219.77461"
"77.60000","2.42828","25.05960","0.01278","120.14572","219.80338"
"77.70000","2.43008","25.09694","0.01280","120.14572","220.13089"
"77.80000","2.43159","25.13059","0.01281","120.14275","220.42599"
"77.90000","2.43311","25.12793","0.01283","120.14275","220.40273"
"78.00000","2.43480","25.14591","0.01285","120.14275","220.56036"
"78.10000","2.43658","25.17771","0.01286","120.14275","220.83936"
"78.20000","2.43833","25.17914","0.01288","120.14275","220.85188"
"78.30000","2.43986","25.17063","0.01290","120.13971","220.77721"
"78.40000","2.44139","25.21241","0.01291","120.13971","221.14369"
"78.50000","2.44310","25.22890","0.01293","120.13971","221.28835"
"78.60000","2.44495","25.27570","0.01295","120.13971","221.69879"
"78.70000","2.44658","25.28469","0.01296","120.13971","221.77765"
"78.80000","2.44809","25.32019","0.01298","120.13971","222.08908"
"78.90000","2.44972","25.35696","0.01299","120.13673","222.41153"
"79.00000","2.45146","25.40807","0.01301","120.13673","222.85986"
"79.10000","2.45331","25.41621","0.01303","120.13673","222.93126"
"79.20000","2.45486","25.45603","0.01304","120.13673","223.28055"
"79.30000","2.45644","25.47441","0.01306","120.13673","223.44171"
"79.40000","2.45806","25.49493","0.01308","120.13337","223.62177"
"79.50000","2.45984","25.53651","0.01309","120.13337","223.98642"
"79.60000","2.46178","25.56893","0.01311","120.13337","224.27078"
"79.70000","2.46327","25.59079","0.01313","120.13337","224.46255"
"79.80000","2.46482","25.59810","0.01314","120.13337","224.52669"
"79.90000","2.46650","25.64646","0.01316","120.13337","224.95084"
"80.00000","2.46836","25.68142","0.01318","120.13486","225.25748"
"80.10000","2.47018","25.73442","0.01320","120.13486","225.72234"
"80.20000","2.47152","25.74706","0.01321","120.13486","225.83324"
"80.30000","2.47313","25.77553","0.01322","120.13486","226.08295"
"80.40000","2.47484","25.77758","0.01324","120.13486","226.10089"
"80.50000","2.47671","25.80702","0.01326","120.13486","226.35915"
"80.60000","2.47851","25.83088","0.01328","120.14063","226.56845"
"80.70000","2.47985","25.85792","0.01329","120.14063","226.80559"
"80.80000","2.48144","25.82729","0.01331","120.14063","226.53693"
"80.90000","2.48317","25.91217","0.01332","120.14063","227.28143"
"81.00000","2.48505","25.90619","0.01334","120.14063","227.22899"
"81.10000","2.48676","25.91043","0.01336","120.14795","227.26613"
"81.20000","2.48811","25.94946","0.01337","120.14795","227.60855"
"81.30000","2.48970","25.96682","0.01339","120.14795","227.76074"
"81.40000","2.49152","26.02123","0.01341","120.14795","228.23804"
"81.50000","2.49338","25.99984","0.01343","120.14795","228.05043"
"81.60000","2.49506","26.01313","0.01344","120.14795","228.16701"
"81.70000","2.49642","26.02484","0.01346","120.15787","228.26968"
"81.80000","2.49801","26.07633","0.01347","120.15787","228.72130"
"81.90000","2.49980","26.08112","0.01349","120.15787","228.76334"
"82.00000","2.50174","26.09130","0.01351","120.15787","228.85262"
"82.10000","2.50334","26.11266","0.01352","120.15787","229.03999"
"82.20000","2.50468","26.11308","0.01354","120.16916","229.04370"
"82.30000","2.50632","26.13312","0.01355","120.16916","229.21945"
"82.40000","2.50823","26.16534","0.01357","120.16916","229.50203"
"82.50000","2.51013","26.18698","0.01359","120.16916","229.69188"
"82.60000","2.51168","26.26240","0.01361","120.16916","230.35338"
"82.70000","2.51310","26.26297","0.01362","120.16916","230.35837"
"82.80000","2.51474","26.25209","0.01364","120.17326","230.26292"
"82.90000","2.51666","26.29813","0.01366","120.17326","230.66676"
"83.00000","2.51854","26.35569","0.01367","120.17326","231.17163"
"83.10000","2.51997","26.34196","0.01369","120.17326","231.05127"
"83.20000","2.52145","26.37723","0.01370","120.17326","231.36060"
"83.30000","2.52301","26.38996","0.01372","120.17459","231.47226"
"83.40000","2.52501","26.43459","0.01374","120.17459","231.86366"
"83.50000","2.52684","26.44711","0.01376","120.17459","231.97353"
"83.60000","2.52823","26.43377","0.01377","120.17459","231.85648"
"83.70000","2.52974","26.50704","0.01378","120.17459","232.49921"
"83.80000","2.53133","26.47594","0.01380","120.17459","232.22639"
"83.90000","2.53329","26.50729","0.01382","120.17517","232.50133"
"84.00000","2.53507","26.49227","0.01384","120.17517","232.36961"
"84.10000","2.53653","26.51855","0.01385","120.17517","232.60008"
"84.20000","2.53805","26.56759","0.01387","120.17517","233.03029"
"84.30000","2.53968","26.57876","0.01388","120.17517","233.12822"
"84.40000","2.54165","26.58428","0.01390","120.17519","233.17670"
"84.50000","2.54343","26.63753","0.01392","120.17519","233.64369"
"84.60000","2.54481","26.65291","0.01393","120.17519","233.77866"
"84.70000","2.54638","26.68081","0.01395","120.17519","234.02330"
"84.80000","2.54803","26.71637","0.01397","120.17519","234.33527"
"84.90000","2.54997","26.76673","0.01398","120.17519","234.77696"
"85.00000","2.55168","26.76265","0.01400","120.17282","234.74121"
"85.10000","2.55311","26.81256","0.01402","120.17282","235.17897"
"85.20000","2.55475","26.80853","0.01403","120.17282","235.14359"
"85.30000","2.55642","26.84635","0.01405","120.17282","235.47530"
"85.40000","2.55840","26.91075","0.01407","120.17282","236.04018"
"85.50000","2.56007","26.91468","0.01408","120.16729","236.07469"
"85.60000","2.56149","26.93781","0.01410","120.16729","236.27753"
"85.70000","2.56317","26.95593","0.01412","120.16729","236.43648"
"85.80000","2.56490","26.98910","0.01413","120.16729","236.72745"
"85.90000","2.56677","26.99926","0.01415","120.16729","236.81657"
"86.00000","2.56837","26.98959","0.01417","120.16729","236.73177"
