Time,Extension,Load,Tensile strain (Extension),Temperature: Chamber 3119-600 1 1,Tensile stress
(s),(mm),(N),(mm/mm),(C),(MPa)
"86.10000","2.56982","27.03808","0.01418","120.16344","237.15701"
"86.20000","2.57155","27.06707","0.01420","120.16344","237.41130"
"86.30000","2.57325","27.07833","0.01421","120.16344","237.51012"
"86.40000","2.57513","27.09042","0.01423","120.16344","237.61612"
"86.50000","2.57669","27.09353","0.01425","120.16344","237.64340"
"86.60000","2.57813","27.13487","0.01426","120.16311","238.00603"
"86.70000","2.57985","27.16769","0.01428","120.16311","238.29385"
"86.80000","2.58162","27.16525","0.01430","120.16311","238.27252"
"86.90000","2.58336","27.22371","0.01431","120.16311","238.78520"
"87.00000","2.58492","27.21645","0.01433","120.16311","238.72154"
"87.10000","2.58643","27.22051","0.01435","120.16311","238.75717"
"87.20000","2.58817","27.24861","0.01436","120.15825","239.00368"
"87.30000","2.59004","27.29211","0.01438","120.15825","239.38524"
"87.40000","2.59160","27.28764","0.01440","120.15825","239.34602"
"87.50000","2.59319","27.25756","0.01441","120.15825","239.08215"
"87.60000","2.59474","27.35470","0.01443","120.15825","239.93422"
"87.70000","2.59648","27.36587","0.01444","120.15569","240.03217"
"87.80000","2.59832","27.39966","0.01446","120.15569","240.32851"
"87.90000","2.59994","27.40043","0.01448","120.15569","240.33533"
"88.00000","2.60144","27.41882","0.01449","120.15569","240.49658"
"88.10000","2.60307","27.40953","0.01451","120.15569","240.41513"
"88.20000","2.60487","27.47215","0.01453","120.15569","240.96432"
"88.30000","2.60675","27.50190","0.01455","120.15289","241.22533"
"88.40000","2.60827","27.49862","0.01456","120.15289","241.19652"
"88.50000","2.60984","27.50703","0.01458","120.15289","241.27029"
"88.60000","2.61144","27.56662","0.01459","120.15289","241.79295"
"88.70000","2.61330","27.60907","0.01461","120.15289","242.16534"
"88.80000","2.61513","27.60362","0.01463","120.15182","242.11752"
"88.90000","2.61656","27.62413","0.01464","120.15182","242.29745"
"89.00000","2.61809","27.65668","0.01466","120.15182","242.58296"
"89.10000","2.61982","27.68933","0.01468","120.15182","242.86932"
"89.20000","2.62165","27.67614","0.01469","120.15182","242.75359"
"89.30000","2.62346","27.73303","0.01471","120.14854","243.25261"
"89.40000","2.62484","27.72912","0.01473","120.14854","243.21828"
"89.50000","2.62640","27.74601","0.01474","120.14854","243.36642"
"89.60000","2.62813","27.77690","0.01476","120.14854","243.63742"
"89.70000","2.62993","27.79480","0.01478","120.14854","243.79443"
"89.80000","2.63176","27.78505","0.01479","120.14854","243.70885"
"89.90000","2.63313","27.79664","0.01481","120.14672","243.81055"
"90.00000","2.63468","27.85269","0.01482","120.14672","244.30215"
"90.10000","2.63645","27.88283","0.01484","120.14672","244.56654"
"90.20000","2.63833","27.87448","0.01486","120.14672","244.49330"
"90.30000","2.64007","27.90493","0.01488","120.14672","244.76039"
"90.40000","2.64141","27.95584","0.01489","120.14314","245.20691"
"90.50000","2.64301","27.95292","0.01490","120.14314","245.18127"
"90.60000","2.64478","27.94796","0.01492","120.14314","245.13783"
"90.70000","2.64663","27.96045","0.01494","120.14314","245.24734"
"90.80000","2.64834","28.02802","0.01496","120.14314","245.84007"
"90.90000","2.64976","28.01069","0.01497","120.14314","245.68805"
"91.00000","2.65131","28.02590","0.01499","120.14133","245.82141"
"91.10000","2.65317","28.00695","0.01501","120.14133","245.65524"
"91.20000","2.65512","28.04898","0.01502","120.14133","246.02391"
"91.30000","2.65671","28.10980","0.01504","120.14133","246.55737"
"91.40000","2.65814","28.10367","0.01505","120.14133","246.50357"
"91.50000","2.65974","28.11527","0.01507","120.14133","246.60535"
"91.60000","2.66161","28.14157","0.01509","120.14278","246.83604"
"91.70000","2.66351","28.17587","0.01511","120.14278","247.13681"
"91.80000","2.66502","28.21467","0.01512","120.14278","247.47714"
"91.90000","2.66649","28.24701","0.01514","120.14278","247.76080"
"92.00000","2.66808","28.25750","0.01515","120.14278","247.85286"
"92.10000","2.66996","28.28523","0.01517","120.14127","248.09610"
"92.20000","2.67187","28.31534","0.01519","120.14127","248.36018"
"92.30000","2.67330","28.30589","0.01520","120.14127","248.27733"
"92.40000","2.67479","28.28348","0.01522","120.14127","248.08070"
"92.50000","2.67638","28.33715","0.01523","120.14127","248.55145"
"92.60000","2.67832","28.37541","0.01525","120.14127","248.88707"
"92.70000","2.68017","28.39867","0.01527","120.13759","249.09106"
"92.80000","2.68158","28.38210","0.01529","120.13759","248.94572"
"92.90000","2.68309","28.40853","0.01530","120.13759","249.17760"
"93.00000","2.68479","28.44860","0.01532","120.13759","249.52907"
"93.10000","2.68661","28.43546","0.01534","120.13759","249.41377"
"93.20000","2.68846","28.49200","0.01535","120.13596","249.90974"
"93.30000","2.68985","28.46094","0.01537","120.13596","249.63728"
"93.40000","2.69140","28.50049","0.01538","120.13596","249.98421"
"93.50000","2.69305","28.53254","0.01540","120.13596","250.26530"
"93.60000","2.69493","28.56418","0.01542","120.13596","250.54285"
"93.70000","2.69672","28.57283","0.01544","120.13596","250.61867"
"93.80000","2.69810","28.62386","0.01545","120.13523","251.06627"
"93.90000","2.69971","28.63671","0.01547","120.13523","251.17900"
"94.00000","2.70145","28.61964","0.01548","120.13523","251.02928"
"94.10000","2.70336","28.67854","0.01550","120.13523","251.54587"
"94.20000","2.70508","28.68854","0.01552","120.13523","251.63362"
"94.30000","2.70649","28.72083","0.01553","120.13812","251.91679"
"94.40000","2.70812","28.74066","0.01555","120.13812","252.09079"
"94.50000","2.70989","28.76301","0.01557","120.13812","252.28679"
"94.60000","2.71171","28.79083","0.01558","120.13812","252.53079"
"94.70000","2.71337","28.80824","0.01560","120.13812","252.68347"
"94.80000","2.71479","28.79228","0.01561","120.13812","252.54356"
"94.90000","2.71645","28.82483","0.01563","120.14123","252.82898"
"95.00000","2.71823","28.87704","0.01565","120.14123","253.28700"
"95.10000","2.72002","28.85482","0.01567","120.14123","253.09212"
"95.20000","2.72163","28.87710","0.01568","120.14123","253.28754"
"95.30000","2.72306","28.89852","0.01570","120.14123","253.47540"
"95.40000","2.72476","28.92771","0.01571","120.14123","253.73143"
"95.50000","2.72660","28.97437","0.01573","120.14342","254.14070"
"95.60000","2.72835","28.95325","0.01575","120.14342","253.95543"
"95.70000","2.72986","28.97972","0.01576","120.14342","254.18758"
"95.80000","2.73138","29.01007","0.01578","120.14342","254.45383"
"95.90000","2.73307","29.02287","0.01580","120.14342","254.56607"
"96.00000","2.73487","29.09745","0.01581","120.14436","255.22021"
"96.10000","2.73664","29.07415","0.01583","120.14436","255.01588"
"96.20000","2.73814","29.11798","0.01585","120.14436","255.40031"
"96.30000","2.73972","29.17234","0.01586","120.14436","255.87709"
"96.40000","2.74143","29.17884","0.01588","120.14436","255.93413"
"96.50000","2.74327","29.15496","0.01590","120.14436","255.72470"
"96.60000","2.74494","29.22205","0.01591","120.13950","256.31317"
"96.70000","2.74644","29.24029","0.01593","120.13950","256.47314"
"96.80000","2.74807","29.23818","0.01594","120.13950","256.45462"
"96.90000","2.74980","29.24599","0.01596","120.13950","256.52310"
"97.00000","2.75178","29.31177","0.01598","120.13950","257.10007"
"97.10000","2.75335","29.32596","0.01600","120.13483","257.22458"
"97.20000","2.75479","29.32536","0.01601","120.13483","257.21933"
"97.30000","2.75650","29.35048","0.01603","120.13483","257.43961"
"97.40000","2.75826","29.37207","0.01604","120.13483","257.62897"
"97.50000","2.76014","29.40616","0.01606","120.13483","257.92804"
"97.60000","2.76169","29.41172","0.01608","120.13483","257.97678"
"97.70000","2.76311","29.41495","0.01609","120.13137","258.00513"
"97.80000","2.76485","29.44195","0.01611","120.13137","258.24188"
"97.90000","2.76665","29.47009","0.01613","120.13137","258.48871"
"98.00000","2.76847","29.49648","0.01615","120.13137","258.72025"
"98.10000","2.76997","29.50341","0.01616","120.13137","258.78101"
"98.20000","2.77142","29.51650","0.01617","120.13241","258.89581"
"98.30000","2.77316","29.54152","0.01619","120.13241","259.11533"
"98.40000","2.77497","29.57742","0.01621","120.13241","259.43015"
"98.50000","2.77681","29.57644","0.01623","120.13241","259.42160"
"98.60000","2.77823","29.59251","0.01624","120.13241","259.56250"
"98.70000","2.77972","29.63394","0.01626","120.13241","259.92587"
"98.80000","2.78141","29.66145","0.01627","120.13565","260.16718"
"98.90000","2.78327","29.67567","0.01629","120.13565","260.29190"
"99.00000","2.78509","29.70067","0.01631","120.13565","260.51123"
"99.10000","2.78652","29.76498","0.01632","120.13565","261.07529"
"99.20000","2.78804","29.75603","0.01634","120.13565","260.99677"
"99.30000","2.78978","29.75103","0.01636","120.13708","260.95294"
"99.40000","2.79167","29.78310","0.01637","120.13708","261.23425"
"99.50000","2.79336","29.81051","0.01639","120.13708","261.47470"
"99.60000","2.79479","29.79994","0.01641","120.13708","261.38193"
"99.70000","2.79631","29.81108","0.01642","120.13708","261.47961"
"99.80000","2.79813","29.85099","0.01644","120.13708","261.82974"
"99.90000","2.80007","29.84648","0.01646","120.14029","261.79013"
"100.00000","2.80171","29.89602","0.01647","120.14029","262.22464"
"100.10000","2.80316","29.92024","0.01649","120.14029","262.43710"
"100.20000","2.80472","29.94271","0.01650","120.14029","262.63419"
"100.30000","2.80654","29.96541","0.01652","120.14029","262.83331"
"100.40000","2.80846","29.98142","0.01654","120.14246","262.97372"
"100.50000","2.81005","29.99754","0.01656","120.14246","263.11514"
"100.60000","2.81148","30.00423","0.01657","120.14246","263.17380"
"100.70000","2.81304","30.04542","0.01659","120.14246","263.53506"
"100.80000","2.81489","30.07676","0.01660","120.14246","263.80994"
"100.90000","2.81681","30.08520","0.01662","120.14246","263.88403"
"101.00000","2.81830","30.10251","0.01664","120.14199","264.03589"
"101.10000","2.81978","30.13778","0.01665","120.14199","264.34518"
"101.20000","2.82137","30.16173","0.01667","120.14199","264.55530"
"101.30000","2.82319","30.17044","0.01669","120.14199","264.63168"
"101.40000","2.82513","30.21720","0.01671","120.14199","265.04184"
"101.50000","2.82658","30.17001","0.01672","120.14556","264.62787"
"101.60000","2.82807","30.18824","0.01673","120.14556","264.78778"
"101.70000","2.82965","30.20950","0.01675","120.14556","264.97424"
"101.80000","2.83149","30.22225","0.01677","120.14556","265.08612"
"101.90000","2.83346","30.27848","0.01679","120.14556","265.57935"
"102.00000","2.83488","30.28448","0.01680","120.14556","265.63190"
"102.10000","2.83640","30.30364","0.01682","120.14531","265.80002"
"102.20000","2.83804","30.27803","0.01683","120.14531","265.57535"
"102.30000","2.83982","30.33925","0.01685","120.14531","266.11230"
"102.40000","2.84175","30.36852","0.01687","120.14531","266.36905"
"102.50000","2.84319","30.34053","0.01688","120.14531","266.12360"
"102.60000","2.84474","30.35022","0.01690","120.14546","266.20859"
"102.70000","2.84641","30.39527","0.01692","120.14546","266.60370"
"102.80000","2.84827","30.44304","0.01693","120.14546","267.02267"
"102.90000","2.85017","30.41327","0.01695","120.14546","266.76163"
"103.00000","2.85153","30.43792","0.01697","120.14546","266.97778"
"103.10000","2.85310","30.45730","0.01698","120.14546","267.14777"
"103.20000","2.85487","30.52142","0.01700","120.14406","267.71017"
"103.30000","2.85667","30.51366","0.01702","120.14406","267.64218"
"103.40000","2.85847","30.52946","0.01704","120.14406","267.78073"
"103.50000","2.85988","30.55124","0.01705","120.14406","267.97174"
"103.60000","2.86150","30.57649","0.01707","120.14406","268.19324"
"103.70000","2.86326","30.60725","0.01708","120.14736","268.46301"
"103.80000","2.86501","30.61144","0.01710","120.14736","268.49979"
"103.90000","2.86675","30.64055","0.01712","120.14736","268.75510"
"104.00000","2.86820","30.67565","0.01713","120.14736","269.06302"
"104.10000","2.86985","30.65782","0.01715","120.14736","268.90659"
"104.20000","2.87161","30.66758","0.01717","120.14736","268.99216"
"104.30000","2.87333","30.68425","0.01718","120.15335","269.13840"
"104.40000","2.87499","30.72054","0.01720","120.15335","269.45670"
"104.50000","2.87650","30.71638","0.01721","120.15335","269.42023"
"104.60000","2.87815","30.79377","0.01723","120.15335","270.09903"
"104.70000","2.87993","30.77273","0.01725","120.15335","269.91446"
"104.80000","2.88160","30.77006","0.01726","120.15903","269.89111"
"104.90000","2.88325","30.81107","0.01728","120.15903","270.25079"
"105.00000","2.88478","30.82003","0.01730","120.15903","270.32935"
"105.10000","2.88644","30.81298","0.01731","120.15903","270.26755"
"105.20000","2.88825","30.85478","0.01733","120.15903","270.63416"
"105.30000","2.88990","30.88514","0.01735","120.15903","270.90042"
"105.40000","2.89148","30.90291","0.01736","120.16511","271.05630"
"105.50000","2.89307","30.91206","0.01738","120.16511","271.13660"
"105.60000","2.89481","30.94055","0.01739","120.16511","271.38651"
"105.70000","2.89671","30.94877","0.01741","120.16511","271.45856"
"105.80000","2.89830","30.97029","0.01743","120.16511","271.64737"
"105.90000","2.89984","30.98910","0.01744","120.17352","271.81232"
"106.00000","2.90149","31.01260","0.01746","120.17352","272.01846"
"106.10000","2.90325","31.03038","0.01748","120.17352","272.17441"
"106.20000","2.90509","31.06559","0.01750","120.17352","272.48325"
"106.30000","2.90660","31.07447","0.01751","120.17352","272.56113"
"106.40000","2.90816","31.09662","0.01753","120.17352","272.75537"
"106.50000","2.90982","31.11551","0.01754","120.17610","272.92105"
"106.60000","2.91161","31.13074","0.01756","120.17610","273.05466"
"106.70000","2.91347","31.15411","0.01758","120.17610","273.25970"
"106.80000","2.91487","31.14474","0.01759","120.17610","273.17746"
"106.90000","2.91641","31.17452","0.01761","120.17610","273.43872"
"107.00000","2.91814","31.22805","0.01763","120.17570","273.90823"
"107.10000","2.91994","31.24805","0.01764","120.17570","274.08365"
"107.20000","2.92175","31.25460","0.01766","120.17570","274.14111"
"107.30000","2.92317","31.28102","0.01767","120.17570","274.37286"
"107.40000","2.92469","31.30353","0.01769","120.17570","274.57025"
"107.50000","2.92641","31.30972","0.01771","120.17310","274.62457"
"107.60000","2.92829","31.34097","0.01773","120.17310","274.89865"
"107.70000","2.93009","31.39704","0.01774","120.17310","275.39047"
"107.80000","2.93148","31.37539","0.01776","120.17310","275.20059"
"107.90000","2.93296","31.41211","0.01777","120.17310","275.52264"
"108.00000","2.93473","31.41838","0.01779","120.17310","275.57764"
"108.10000","2.93665","31.42982","0.01781","120.17345","275.67795"
"108.20000","2.93840","31.45527","0.01783","120.17345","275.90125"
"108.30000","2.93976","31.46818","0.01784","120.17345","276.01447"
"108.40000","2.94129","31.46383","0.01785","120.17345","275.97629"
"108.50000","2.94312","31.52287","0.01787","120.17345","276.49417"
"108.60000","2.94508","31.50648","0.01789","120.17651","276.35040"
"108.70000","2.94683","31.51904","0.01791","120.17651","276.46060"
"108.80000","2.94817","31.52818","0.01792","120.17651","276.54068"
"108.90000","2.94968","31.57779","0.01794","120.17651","276.97583"
"109.00000","2.95154","31.60482","0.01796","120.17651","277.21295"
"109.10000","2.95357","31.57776","0.01798","120.17651","276.97562"
"109.20000","2.95512","31.59025","0.01799","120.17864","277.08514"
"109.30000","2.95649","31.57884","0.01800","120.17864","276.98508"
"109.40000","2.95805","31.57611","0.01802","120.17864","276.96109"
"109.50000","2.95989","31.62708","0.01804","120.17864","277.40820"
"109.60000","2.96187","31.62673","0.01806","120.17864","277.40515"
"109.70000","2.96341","31.64795","0.01807","120.17745","277.59122"
"109.80000","2.96483","31.65144","0.01809","120.17745","277.62183"
"109.90000","2.96638","31.69272","0.01810","120.17745","277.98395"
"110.00000","2.96820","31.69913","0.01812","120.17745","278.04016"
"110.10000","2.97017","31.73399","0.01814","120.17745","278.34595"
"110.20000","2.97168","31.72408","0.01815","120.17745","278.25900"
"110.30000","2.97312","31.77169","0.01817","120.17955","278.67657"
"110.40000","2.97468","31.78382","0.01818","120.17955","278.78299"
"110.50000","2.97654","31.79939","0.01820","120.17955","278.91953"
"110.60000","2.97844","31.81911","0.01822","120.17955","279.09253"
"110.70000","2.97993","31.79789","0.01824","120.17955","278.90643"
"110.80000","2.98140","31.80798","0.01825","120.17955","278.99490"
"110.90000","2.98299","31.78120","0.01827","120.18510","278.75998"
"111.00000","2.98481","31.83400","0.01828","120.18510","279.22318"
"111.10000","2.98673","31.86978","0.01830","120.18510","279.53693"
"111.20000","2.98821","31.86111","0.01832","120.18510","279.46097"
"111.30000","2.98973","31.87731","0.01833","120.18510","279.60297"
"111.40000","2.99139","31.90364","0.01835","120.19408","279.83398"
"111.50000","2.99326","31.91725","0.01837","120.19408","279.95331"
"111.60000","2.99511","31.91150","0.01839","120.19408","279.90286"
"111.70000","2.99659","31.95110","0.01840","120.19408","280.25021"
"111.80000","2.99810","31.96868","0.01842","120.19408","280.40445"
"111.90000","2.99983","32.00664","0.01843","120.19408","280.73737"
"112.00000","3.00164","32.04187","0.01845","120.19977","281.04639"
"112.10000","3.00338","32.03376","0.01847","120.19977","280.97525"
"112.20000","3.00483","32.08743","0.01848","120.19977","281.44601"
"112.30000","3.00644","32.09857","0.01850","120.19977","281.54376"
"112.40000","3.00812","32.06623","0.01851","120.19977","281.26007"
"112.50000","3.00997","32.13156","0.01853","120.20213","281.83307"
"112.60000","3.01164","32.15107","0.01855","120.20213","282.00418"
"112.70000","3.01315","32.13955","0.01856","120.20213","281.90317"
"112.80000","3.01479","32.17756","0.01858","120.20213","282.23657"
"112.90000","3.01655","32.18940","0.01860","120.20213","282.34042"
"113.00000","3.01831","32.21147","0.01862","120.20213","282.53403"
"113.10000","3.01995","32.25562","0.01863","120.19969","282.92126"
"113.20000","3.02148","32.22553","0.01865","120.19969","282.65732"
"113.30000","3.02306","32.24751","0.01866","120.19969","282.85010"
"113.40000","3.02488","32.26615","0.01868","120.19969","283.01358"
"113.50000","3.02662","32.29012","0.01870","120.19969","283.22385"
"113.60000","3.02818","32.30484","0.01871","120.19395","283.35297"
"113.70000","3.02974","32.32074","0.01873","120.19395","283.49246"
"113.80000","3.03140","32.36776","0.01875","120.19395","283.90485"
"113.90000","3.03324","32.40061","0.01876","120.19395","284.19302"
"114.00000","3.03494","32.41762","0.01878","120.19395","284.34219"
"114.10000","3.03648","32.38561","0.01880","120.19395","284.06146"
"114.20000","3.03808","32.45935","0.01881","120.19139","284.70819"
"114.30000","3.03981","32.43777","0.01883","120.19139","284.51895"
"114.40000","3.04166","32.49416","0.01885","120.19139","285.01358"
"114.50000","3.04340","32.50034","0.01886","120.19139","285.06778"
"114.60000","3.04483","32.53750","0.01888","120.19139","285.39368"
"114.70000","3.04649","32.56407","0.01889","120.18602","285.62674"
"114.80000","3.04826","32.57973","0.01891","120.18602","285.76407"
"114.90000","3.05015","32.62136","0.01893","120.18602","286.12921"
"115.00000","3.05169","32.63367","0.01895","120.18602","286.23718"
"115.10000","3.05314","32.63971","0.01896","120.18602","286.29016"
"115.20000","3.05482","32.66440","0.01898","120.18602","286.50674"
"115.30000","3.05665","32.68980","0.01899","120.17414","286.72955"
"115.40000","3.05846","32.73618","0.01901","120.17414","287.13632"
"115.50000","3.06000","32.76986","0.01903","120.17414","287.43173"
"115.60000","3.06143","32.74606","0.01904","120.17414","287.22305"
"115.70000","3.06311","32.78366","0.01906","120.17414","287.55283"
"115.80000","3.06493","32.78328","0.01908","120.16670","287.54950"
"115.90000","3.06684","32.83138","0.01910","120.16670","287.97134"
"116.00000","3.06830","32.84558","0.01911","120.16670","288.09589"
"116.10000","3.06969","32.85907","0.01912","120.16670","288.21429"
"116.20000","3.07137","32.85858","0.01914","120.16670","288.20996"
"116.30000","3.07328","32.93264","0.01916","120.15685","288.85956"
"116.40000","3.07513","32.95853","0.01918","120.15685","289.08664"
"116.50000","3.07652","32.95068","0.01919","120.15685","289.01779"
"116.60000","3.07800","33.00784","0.01921","120.15685","289.51913"
"116.70000","3.07969","33.01289","0.01922","120.15685","289.56345"
"116.80000","3.08153","33.00563","0.01924","120.15685","289.49979"
"116.90000","3.08343","33.05956","0.01926","120.14785","289.97281"
"117.00000","3.08483","33.03940","0.01927","120.14785","289.79599"
"117.10000","3.08629","33.05105","0.01929","120.14785","289.89816"
"117.20000","3.08806","33.06950","0.01931","120.14785","290.05997"
"117.30000","3.09004","33.08322","0.01932","120.14785","290.18030"
"117.40000","3.09183","33.09914","0.01934","120.14785","290.31998"
"117.50000","3.09323","33.15191","0.01936","120.13882","290.78281"
"117.60000","3.09475","33.17770","0.01937","120.13882","291.00900"
"117.70000","3.09646","33.16384","0.01939","120.13882","290.88745"
"117.80000","3.09844","33.20427","0.01941","120.13882","291.24207"
"117.90000","3.10013","33.22210","0.01942","120.13882","291.39844"
"118.00000","3.10148","33.25698","0.01944","120.12878","291.70441"
"118.10000","3.10302","33.28168","0.01945","120.12878","291.92111"
"118.20000","3.10476","33.32310","0.01947","120.12878","292.28439"
"118.30000","3.10678","33.34317","0.01949","120.12878","292.46042"
"118.40000","3.10838","33.34613","0.01951","120.12878","292.48639"
"118.50000","3.10981","33.33365","0.01952","120.12256","292.37689"
"118.60000","3.11138","33.35977","0.01954","120.12256","292.60602"
"118.70000","3.11315","33.37044","0.01955","120.12256","292.69955"
"118.80000","3.11513","33.38934","0.01957","120.12256","292.86536"
"118.90000","3.11670","33.36654","0.01959","120.12256","292.66537"
"119.00000","3.11810","33.41174","0.01960","120.12256","293.06183"
"119.10000","3.11965","33.41952","0.01962","120.12299","293.13007"
"119.20000","3.12146","33.44645","0.01964","120.12299","293.36633"
"119.30000","3.12339","33.48644","0.01965","120.12299","293.71707"
"119.40000","3.12494","33.46616","0.01967","120.12299","293.53912"
"119.50000","3.12641","33.50740","0.01968","120.12299","293.90088"
"119.60000","3.12800","33.53069","0.01970","120.12299","294.10513"
"119.70000","3.12980","33.53766","0.01972","120.12392","294.16632"
"119.80000","3.13170","33.55114","0.01974","120.12392","294.28458"
"119.90000","3.13327","33.57061","0.01975","120.12392","294.45529"
"120.00000","3.13475","33.57906","0.01977","120.12392","294.52945"
"120.10000","3.13642","33.61582","0.01978","120.12392","294.85190"
"120.20000","3.13826","33.62723","0.01980","120.12637","294.95197"
"120.30000","3.14023","33.64760","0.01982","120.12637","295.13062"
"120.40000","3.14162","33.65429","0.01983","120.12637","295.18930"
"120.50000","3.14315","33.66870","0.01985","120.12637","295.31573"
"120.60000","3.14483","33.66920","0.01987","120.12637","295.32007"
"120.70000","3.14667","33.70374","0.01988","120.12637","295.62302"
"120.80000","3.14844","33.71540","0.01990","120.13083","295.72528"
"120.90000","3.14990","33.71839","0.01992","120.13083","295.75156"
"121.00000","3.15153","33.73486","0.01993","120.13083","295.89603"
"121.10000","3.15318","33.78003","0.01995","120.13083","296.29214"
"121.20000","3.15500","33.79580","0.01997","120.13083","296.43054"
"121.30000","3.15675","33.82549","0.01998","120.13524","296.69095"
"121.40000","3.15821","33.82485","0.02000","120.13524","296.68530"
"121.50000","3.15983","33.84407","0.02001","120.13524","296.85394"
"121.60000","3.16159","33.87386","0.02003","120.13524","297.11523"
"121.70000","3.16340","33.88876","0.02005","120.13524","297.24588"
"121.80000","3.16503","33.93453","0.02007","120.13524","297.64734"
"121.90000","3.16650","33.94527","0.02008","120.13435","297.74152"
"122.00000","3.16810","33.96432","0.02010","120.13435","297.90869"
"122.10000","3.16990","33.99701","0.02011","120.13435","298.19534"
"122.20000","3.17166","33.99490","0.02013","120.13435","298.17688"
"122.30000","3.17322","34.03065","0.02015","120.13435","298.49045"
"122.40000","3.17475","34.05857","0.02016","120.13570","298.73538"
"122.50000","3.17642","34.08611","0.02018","120.13570","298.97693"
"122.60000","3.17821","34.08180","0.02020","120.13570","298.93909"
"122.70000","3.17998","34.09745","0.02021","120.13570","299.07639"
"122.80000","3.18152","34.12635","0.02023","120.13570","299.32980"
"122.90000","3.18306","34.12419","0.02024","120.13570","299.31088"
"123.00000","3.18477","34.11511","0.02026","120.13737","299.23126"
"123.10000","3.18676","34.15247","0.02028","120.13737","299.55890"
"123.20000","3.18841","34.16777","0.02030","120.13737","299.69312"
"123.30000","3.18985","34.16864","0.02031","120.13737","299.70081"
"123.31400","3.19007","34.20490","0.02031","120.13737","300.01877"
"123.31500","3.19009","34.20673","0.02031","120.13737","300.03491"
"123.41500","3.19087","34.19798","0.02032","120.13737","299.95813"
"123.51500","3.19060","34.16289","0.02032","120.13584","299.65036"
"123.61500","3.18980","34.15353","0.02031","120.13584","299.56824"
"123.71500","3.18689","34.04580","0.02028","120.13584","298.62329"
"123.81500","3.18268","34.00175","0.02024","120.13584","298.23697"
"123.91500","3.18150","33.94614","0.02023","120.13584","297.74921"
"124.01500","3.17963","33.90831","0.02021","120.13226","297.41739"
"124.11500","3.17763","33.86850","0.02019","120.13226","297.06815"
"124.21500","3.17626","33.85338","0.02018","120.13226","296.93555"
"124.31500","3.17467","33.81115","0.02016","120.13226","296.56516"
"124.41500","3.17306","33.76268","0.02015","120.13226","296.14001"
"124.51500","3.17122","33.75631","0.02013","120.13226","296.08414"
"124.61500","3.16933","33.71617","0.02011","120.12221","295.73209"
"124.71500","3.16785","33.66801","0.02009","120.12221","295.30969"
"124.81500","3.16633","33.64919","0.02008","120.12221","295.14459"
"124.91500","3.16460","33.60362","0.02006","120.12221","294.74487"
"125.01500","3.16271","33.55927","0.02004","120.12221","294.35580"
"125.11500","3.16093","33.51174","0.02003","120.12221","293.93893"
"125.21500","3.15957","33.44106","0.02001","120.12022","293.31897"
"125.31500","3.15795","33.44788","0.02000","120.12022","293.37888"
"125.41500","3.15628","33.38397","0.01998","120.12022","292.81830"
"125.51500","3.15437","33.34598","0.01996","120.12022","292.48502"
"125.61500","3.15268","33.32936","0.01994","120.12022","292.33926"
"125.71500","3.15120","33.27895","0.01993","120.12194","291.89706"
"125.81500","3.14958","33.29349","0.01991","120.12194","292.02466"
"125.91500","3.14788","33.21084","0.01990","120.12194","291.29968"
"126.01500","3.14595","33.18665","0.01988","120.12194","291.08749"
"126.11500","3.14433","33.14923","0.01986","120.12194","290.75934"
"126.21500","3.14283","33.12576","0.01985","120.12268","290.55347"
"126.31500","3.14123","33.07404","0.01983","120.12268","290.09976"
"126.41500","3.13949","33.04011","0.01981","120.12268","289.80222"
"126.51500","3.13767","32.97731","0.01980","120.12268","289.25137"
"126.61500","3.13611","32.98513","0.01978","120.12268","289.31998"
"126.71500","3.13459","32.95744","0.01977","120.12268","289.07703"
"126.81500","3.13303","32.94677","0.01975","120.12376","288.98352"
"126.91500","3.13115","32.88168","0.01973","120.12376","288.41257"
"127.01500","3.12941","32.88052","0.01971","120.12376","288.40234"
"127.11500","3.12790","32.83278","0.01970","120.12376","287.98364"
"127.21500","3.12632","32.79088","0.01968","120.12376","287.61615"
"127.31500","3.12467","32.77806","0.01967","120.12544","287.50372"
"127.41500","3.12283","32.71005","0.01965","120.12544","286.90720"
"127.51500","3.12111","32.69035","0.01963","120.12544","286.73434"
"127.61500","3.11960","32.66084","0.01962","120.12544","286.47552"
"127.71500","3.11796","32.60778","0.01960","120.12544","286.01013"
"127.81500","3.11626","32.62452","0.01958","120.12544","286.15695"
"127.91500","3.11440","32.56604","0.01957","120.12720","285.64398"
"128.01500","3.11273","32.52641","0.01955","120.12720","285.29642"
"128.11500","3.11128","32.50039","0.01953","120.12720","285.06821"
"128.21500","3.10965","32.39811","0.01952","120.12720","284.17102"
"128.31500","3.10795","32.39615","0.01950","120.12720","284.15390"
"128.41500","3.10604","32.35550","0.01948","120.12581","283.79733"
"128.51500","3.10440","32.32090","0.01947","120.12581","283.49384"
"128.61500","3.10299","32.30054","0.01945","120.12581","283.31531"
"128.71500","3.10129","32.23605","0.01944","120.12581","282.74957"
"128.81500","3.09952","32.22699","0.01942","120.12581","282.67010"
"128.91500","3.09762","32.19774","0.01940","120.12581","282.41360"
"129.01500","3.09608","32.14798","0.01938","120.12296","281.97708"
"129.11500","3.09456","32.13129","0.01937","120.12296","281.83069"
"129.21500","3.09293","32.09079","0.01935","120.12296","281.47546"
"129.31500","3.09115","32.05406","0.01934","120.12296","281.15332"
