76	0.16
ID: 69
18.99	-20.20	-0.56
19.02	-20.12	-0.53
18.99	-20.11	-0.50
19.02	-20.27	-0.50
19.12	-20.40	-0.51
19.19	-20.42	-0.51
19.26	-20.51	-0.51
19.32	-20.85	-0.52
19.36	-20.88	-0.52
19.39	-21.00	-0.63
19.46	-21.17	-0.56
19.53	-21.22	-0.50
19.59	-21.11	-0.53
19.63	-20.92	-0.57
19.66	-20.88	-0.54
19.66	-20.90	-0.51
19.73	-21.03	-0.51
19.72	-21.19	-0.52
19.76	-21.36	-0.56
19.75	-21.38	-0.53
19.72	-21.72	-0.60
19.75	-21.85	-0.64
19.78	-22.08	-0.71
19.82	-22.28	-0.71
19.82	-22.13	-0.75
19.85	-22.08	-0.72
19.92	-22.31	-0.76
19.95	-22.16	-0.76
19.98	-22.26	-0.80
20.05	-22.28	-0.81
20.08	-22.55	-0.81
20.05	-22.61	-0.81
20.08	-22.59	-0.85
20.08	-22.69	-0.89
20.08	-22.95	-0.89
20.14	-23.05	-0.93
20.14	-22.86	-0.97
20.10	-22.82	-0.97
20.14	-23.02	-0.98
20.21	-23.42	-0.98
20.20	-23.65	-1.02
20.27	-23.54	-1.02
20.37	-23.21	-0.99
20.41	-23.45	-1.03
20.61	-23.78	-1.00
20.72	-23.63	-1.00
20.71	-23.17	-1.01
20.71	-23.44	-0.98
20.75	-23.81	-1.05
20.85	-23.38	-1.02
20.88	-23.58	-1.02
20.91	-24.02	-1.03
20.91	-23.87	-1.06
20.94	-23.55	-1.03
20.98	-23.60	-1.00
21.05	-23.91	-1.01
21.15	-24.24	-0.97
21.18	-24.62	-1.05
21.14	-25.20	-1.05
21.14	-25.18	-1.05
21.18	-25.10	-1.06
21.17	-25.65	-1.10
21.21	-25.53	-1.10
21.24	-24.79	-1.07
21.31	-24.29	-1.04
21.34	-25.12	-1.04
21.37	-25.18	-1.01
21.37	-24.64	-1.01
21.40	-25.05	-1.05
21.44	-25.32	-1.09
21.54	-25.62	-1.13
21.64	-26.06	-1.17
21.68	-26.47	-1.17
21.74	-26.21	-1.14
21.85	-26.45	-1.11
21.84	-26.54	-1.08
21.95	-26.18	-1.05
21.98	-26.00	-1.05
21.98	-25.88	-1.05
22.01	-26.01	-1.09
22.08	-25.93	-1.10
22.18	-26.09	-1.14
22.25	-26.60	-1.21
22.28	-26.83	-1.18
22.28	-27.10	-1.18
22.31	-27.40	-1.15
22.35	-27.60	-1.19
22.45	-27.49	-1.16
22.38	-27.23	-1.13
22.41	-27.29	-1.09
22.48	-27.28	-1.10
22.51	-27.69	-1.07
22.54	-27.47	-1.04
22.51	-27.32	-1.04
22.54	-27.76	-1.04
22.57	-27.40	-1.01
22.54	-27.91	-1.05
22.60	-27.76	-1.09
22.60	-27.82	-1.09
22.67	-28.12	-1.17
22.67	-28.00	-1.20
22.70	-28.24	-1.24
22.73	-28.33	-1.32
22.80	-28.42	-1.35
22.83	-28.72	-1.39
22.83	-28.33	-1.36
22.86	-28.81	-1.40
22.83	-28.66	-1.40
22.90	-28.19	-1.37
22.86	-28.74	-1.41
22.89	-29.39	-1.45
22.89	-30.04	-1.38
22.96	-30.17	-1.42
23.03	-29.46	-1.39
23.02	-30.25	-1.43
23.09	-29.93	-1.43
23.09	-30.40	-1.44
23.12	-30.91	-1.48
23.19	-31.25	-1.51
23.29	-31.13	-1.52
23.36	-31.44	-1.56
23.36	-31.95	-1.59
23.46	-31.76	-1.60
23.49	-31.86	-1.60
23.53	-32.19	-1.61
23.60	-32.29	-1.64
23.63	-32.14	-1.61
23.66	-32.40	-1.62
23.69	-32.57	-1.62
23.76	-32.38	-1.59
23.76	-32.51	-1.63
23.86	-32.92	-1.60
23.86	-33.15	-1.53
23.82	-32.96	-1.50
23.89	-32.78	-1.54
23.92	-32.70	-1.54
23.92	-32.76	-1.51
23.96	-32.88	-1.51
23.99	-32.91	-1.48
24.06	-32.83	-1.45
24.02	-33.09	-1.46
24.05	-33.47	-1.42
24.19	-33.73	-1.43
24.15	-33.72	-1.40
24.19	-33.82	-1.37
24.29	-34.05	-1.37
24.36	-34.21	-1.41
24.39	-34.03	-1.38
24.46	-34.26	-1.38
24.49	-34.42	-1.38
24.56	-34.79	-1.46
24.63	-35.23	-1.53
24.69	-35.19	-1.46
24.76	-34.76	-1.50
24.83	-34.61	-1.54
24.90	-34.88	-1.58
24.93	-34.55	-1.51
24.96	-34.75	-1.52
25.03	-35.30	-1.52
25.03	-35.74	-1.59
25.06	-35.10	-1.56
25.09	-35.86	-1.57
25.20	-36.54	-1.61
25.30	-36.88	-1.57
25.40	-36.66	-1.58
25.47	-36.30	-1.58
25.47	-35.94	-1.55
25.54	-36.31	-1.59
25.57	-35.85	-1.59
25.57	-36.53	-1.63
25.63	-36.49	-1.63
25.67	-36.72	-1.64
25.70	-36.92	-1.64
25.73	-37.11	-1.65
25.80	-37.03	-1.65
25.83	-36.99	-1.65
25.90	-37.05	-1.69
25.90	-36.86	-1.66
25.97	-36.75	-1.70
25.97	-36.74	-1.74
26.00	-36.66	-1.74
26.00	-36.61	-1.74
26.03	-36.74	-1.78
26.06	-36.87	-1.79
26.10	-36.85	-1.79
26.16	-36.95	-1.76
26.20	-36.97	-1.76
26.19	-37.03	-1.80
26.26	-37.19	-1.77
26.33	-37.25	-1.77
26.33	-37.31	-1.78
26.40	-37.40	-1.75
26.50	-37.43	-1.78
26.57	-37.49	-1.75
26.60	-37.55	-1.72
26.67	-37.64	-1.69
26.73	-37.73	-1.73
26.73	-37.86	-1.70
26.80	-37.92	-1.74
26.83	-37.98	-1.74
26.87	-38.07	-1.74
26.93	-38.13	-1.71
27.04	-38.19	-1.72
27.10	-38.21	-1.65
27.14	-38.34	-1.69
27.17	-38.43	-1.69
27.24	-38.53	-1.66
27.31	-38.62	-1.67
27.27	-38.75	-1.67
27.34	-38.77	-1.67
27.37	-38.87	-1.71
27.40	-38.96	-1.72
27.37	-39.09	-1.68
27.36	-39.18	-1.72
27.43	-39.20	-1.73
27.50	-39.33	-1.73
27.53	-39.43	-1.66
27.64	-39.52	-1.67
27.63	-39.58	-1.67
27.67	-39.67	-1.71
27.66	-39.73	-1.71
27.70	-39.79	-1.72
27.70	-39.95	-1.72
27.73	-40.01	-1.72
27.80	-40.07	-1.73
27.79	-40.13	-1.73
27.83	-40.22	-1.74
27.86	-40.28	-1.74
27.89	-40.37	-1.71
27.93	-40.50	-1.71
27.99	-40.42	-1.65
28.03	-40.55	-1.61
28.10	-40.61	-1.58
28.13	-40.70	-1.55
28.13	-40.83	-1.52
28.12	-40.92	-1.56
28.19	-41.01	-1.60
28.23	-41.18	-1.60
28.26	-41.24	-1.68
28.29	-41.26	-1.64
28.25	-41.32	-1.65
28.32	-41.41	-1.62
28.39	-41.47	-1.62
28.42	-41.60	-1.69
28.42	-41.69	-1.73
28.45	-41.78	-1.77
28.52	-41.91	-1.74
28.55	-41.90	-1.71
28.62	-42.00	-1.78
28.66	-42.12	-1.82
28.69	-42.18	-1.82
28.69	-42.28	-1.79
28.68	-42.33	-1.87
28.68	-42.39	-1.90
28.72	-42.49	-1.91
28.71	-42.54	-1.88
28.75	-42.64	-1.88
28.85	-42.70	-1.88
28.85	-42.76	-1.89
28.92	-42.81	-1.89
28.95	-42.91	-1.89
29.02	-43.04	-1.86
29.05	-43.16	-1.90
29.08	-43.22	-1.94
29.11	-43.28	-1.94
29.25	-43.30	-1.91
29.25	-43.29	-1.95
29.28	-43.42	-1.96
29.32	-43.51	-1.99
29.31	-43.54	-2.00
29.42	-43.63	-2.00
29.45	-43.73	-2.00
29.52	-43.82	-2.04
29.52	-43.95	-2.05
29.58	-44.08	-2.05
29.69	-44.13	-2.09
29.68	-44.26	-2.09
29.72	-44.39	-2.13
29.85	-44.38	-2.13
29.85	-44.44	-2.17
29.89	-44.53	-2.25
29.88	-44.59	-2.22
29.99	-44.68	-2.18
30.02	-44.78	-2.22
30.05	-44.87	-2.26
30.05	-44.93	-2.30
30.08	-45.06	-2.27
30.12	-45.18	-2.24
30.15	-45.28	-2.31
30.11	-45.37	-2.31
30.21	-45.50	-2.28
30.25	-45.52	-2.29
30.32	-45.65	-2.22
30.38	-45.81	-2.22
30.38	-45.87	-2.26
30.38	-45.90	-2.30
30.38	-45.82	-2.34
30.38	-45.94	-2.34
30.37	-46.00	-2.31
30.37	-45.99	-2.28
30.44	-46.09	-2.25
30.44	-46.11	-2.25
30.54	-46.20	-2.26
30.54	-46.23	-2.23
30.57	-46.35	-2.23
30.57	-46.38	-2.23
30.67	-46.40	-2.27
30.74	-46.43	-2.28
30.77	-46.55	-2.31
30.81	-46.61	-2.32
30.91	-46.64	-2.32
30.94	-46.76	-2.32
31.01	-46.89	-2.33
31.04	-46.92	-2.37
31.08	-47.04	-2.41
31.11	-47.17	-2.41
31.11	-47.20	-2.41
31.17	-47.19	-2.45
31.21	-47.14	-2.42
31.24	-47.09	-2.46
31.27	-47.26	-2.46
31.27	-47.32	-2.43
31.27	-47.37	-2.43
31.34	-47.36	-2.44
31.37	-47.35	-2.44
31.40	-47.41	-2.45
31.44	-47.47	-2.48
31.47	-47.53	-2.45
31.47	-47.48	-2.46
31.43	-47.51	-2.43
31.50	-47.53	-2.43
31.50	-47.59	-2.43
31.53	-47.61	-2.47
31.56	-47.64	-2.51
31.63	-47.76	-2.51
31.73	-47.93	-2.55
31.77	-47.88	-2.56
31.80	-47.97	-2.63
31.83	-48.07	-2.63
31.90	-48.02	-2.60
31.93	-48.29	-2.61
31.90	-48.28	-2.57
32.03	-48.44	-2.51
32.07	-48.50	-2.55
32.10	-48.52	-2.58
32.20	-48.62	-2.55
32.20	-48.68	-2.49
32.27	-48.70	-2.49
32.27	-48.86	-2.46
32.33	-48.96	-2.46
32.37	-48.94	-2.47
32.40	-49.11	-2.47
32.40	-49.24	-2.44
32.43	-49.22	-2.44
32.50	-49.07	-2.41
32.50	-48.86	-2.38
32.53	-48.91	-2.42
32.53	-48.87	-2.39
32.59	-49.20	-2.43
32.63	-48.95	-2.40
32.73	-49.32	-2.47
32.87	-49.66	-2.51
32.87	-49.96	-2.55
32.90	-49.71	-2.55
32.90	-50.11	-2.55
32.90	-50.17	-2.59
32.89	-49.99	-2.60
32.96	-49.84	-2.56
32.96	-50.03	-2.60
33.03	-49.95	-2.57
33.09	-49.98	-2.51
33.16	-49.93	-2.51
33.23	-50.02	-2.55
33.26	-50.22	-2.48
33.30	-50.18	-2.49
33.36	-50.55	-2.45
33.43	-50.89	-2.49
33.43	-50.74	-2.50
33.50	-50.62	-2.50
33.60	-50.68	-2.54
33.70	-51.08	-2.54
33.74	-51.60	-2.55
33.84	-52.00	-2.55
33.91	-52.51	-2.59
33.94	-52.26	-2.63
34.01	-52.77	-2.63
34.07	-53.00	-2.60
34.18	-53.16	-2.57
34.14	-53.26	-2.57
34.21	-53.32	-2.61
34.28	-53.37	-2.61
34.34	-53.43	-2.62
34.41	-53.42	-2.59
34.44	-53.45	-2.59
34.51	-53.44	-2.59
34.54	-53.53	-2.53
34.61	-53.59	-2.53
34.68	-53.72	-2.54
34.71	-53.81	-2.54
34.71	-53.90	-2.54
34.81	-53.93	-2.51
34.88	-54.05	-2.48
34.95	-54.15	-2.45
35.02	-54.17	-2.45
35.08	-54.26	-2.42
35.15	-54.32	-2.46
35.22	-54.45	-2.43
35.18	-54.48	-2.40
35.32	-54.53	-2.44
35.32	-54.59	-2.44
35.35	-54.69	-2.44
35.38	-54.78	-2.45
35.45	-54.73	-2.42
35.49	-54.83	-2.49
35.52	-54.92	-2.49
35.59	-55.01	-2.50
35.58	-55.04	-2.50
35.65	-55.06	-2.50
35.72	-55.08	-2.51
35.75	-55.14	-2.48
35.86	-55.24	-2.48
35.89	-55.36	-2.48
35.92	-55.39	-2.45
35.99	-55.24	-2.53
35.99	-55.30	-2.50
36.05	-55.49	-2.50
36.02	-55.59	-2.54
36.05	-56.06	-2.61
36.08	-55.95	-2.58
36.15	-56.11	-2.62
36.18	-56.21	-2.66
36.22	-56.61	-2.69
36.25	-56.39	-2.70
36.25	-56.17	-2.67
36.25	-56.02	-2.71
36.28	-55.84	-2.67
36.28	-55.58	-2.68
36.31	-55.82	-2.68
36.31	-56.22	-2.65
36.34	-56.00	-2.62
36.38	-55.89	-2.69
36.44	-56.12	-2.66
36.37	-56.07	-2.63
36.44	-56.24	-2.63
36.44	-56.05	-2.60
36.51	-56.49	-2.61
36.54	-56.66	-2.61
36.61	-56.85	-2.58
36.64	-56.56	-2.62
36.71	-56.87	-2.62
36.77	-57.31	-2.63
36.77	-57.57	-2.59
36.84	-57.56	-2.63
36.84	-57.27	-2.67
36.87	-57.05	-2.67
36.94	-56.97	-2.64
37.04	-57.00	-2.65
37.11	-56.99	-2.65
37.11	-56.87	-2.69
37.14	-56.65	-2.62
37.17	-56.75	-2.66
37.21	-56.73	-2.60
37.20	-56.93	-2.63
37.24	-57.16	-2.64
37.31	-57.54	-2.61
37.30	-57.98	-2.61
37.37	-58.31	-2.58
37.40	-58.27	-2.55
37.37	-58.50	-2.55
37.40	-58.87	-2.59
37.54	-59.10	-2.63
37.61	-59.02	-2.67
37.60	-59.22	-2.64
37.67	-59.52	-2.64
37.74	-59.44	-2.64
37.74	-59.29	-2.68
37.80	-59.14	-2.62
37.87	-59.48	-2.58
37.98	-59.96	-2.59
37.97	-59.91	-2.56
38.01	-59.55	-2.53
38.04	-59.51	-2.50
38.14	-59.81	-2.50
38.21	-59.97	-2.50
38.28	-59.89	-2.47
38.31	-60.16	-2.44
38.38	-60.60	-2.51
38.41	-60.90	-2.48
38.51	-61.20	-2.45
38.58	-61.64	-2.49
38.61	-61.88	-2.49
38.75	-61.87	-2.50
38.75	-61.75	-2.50
38.82	-61.67	-2.54
38.85	-61.97	-2.54
38.92	-62.03	-2.55
38.95	-61.88	-2.52
38.95	-61.87	-2.55
39.05	-61.68	-2.59
39.08	-62.06	-2.60
39.19	-62.25	-2.56
39.19	-62.24	-2.57
39.15	-62.02	-2.57
39.15	-62.29	-2.61
39.14	-62.28	-2.65
39.21	-62.58	-2.65
39.25	-62.78	-2.66
39.31	-63.12	-2.63
39.31	-63.38	-2.66
39.31	-63.69	-2.70
39.34	-63.71	-2.67
39.45	-63.84	-2.71
39.51	-64.17	-2.75
39.55	-64.13	-2.72
39.61	-64.36	-2.72
39.65	-64.70	-2.76
39.64	-64.90	-2.80
39.68	-65.13	-2.80
39.71	-65.29	-2.84
39.74	-65.25	-2.84
39.78	-65.51	-2.85
39.81	-65.57	-2.89
39.88	-65.73	-2.92
39.91	-65.76	-2.89
39.98	-65.82	-2.90
40.05	-65.94	-2.93
40.04	-66.14	-2.97
40.18	-66.27	-3.01
40.25	-66.33	-2.98
40.28	-66.46	-2.98
40.31	-66.59	-2.95
40.31	-66.68	-2.99
40.35	-66.70	-2.99
40.34	-66.76	-2.96
40.38	-66.92	-2.97
40.38	-67.02	-2.97
40.44	-67.08	-2.97
40.41	-67.20	-2.98
40.44	-67.23	-2.98
40.51	-67.32	-2.99
40.47	-67.38	-2.95
40.47	-67.40	-2.96
40.54	-67.36	-2.89
40.57	-67.52	-2.90
40.50	-67.61	-2.83
40.50	-67.67	-2.87
40.56	-67.94	-2.87
40.63	-67.96	-2.88
40.70	-68.20	-2.91
40.73	-68.25	-2.95
40.76	-68.35	-2.99
40.73	-68.48	-3.03
40.83	-68.50	-3.03
40.83	-68.70	-3.07
40.79	-68.58	-3.08
40.83	-68.64	-3.11
40.86	-68.77	-3.12
40.86	-68.76	-3.12
40.92	-68.71	-3.12
40.92	-68.70	-3.13
40.96	-68.79	-3.13
41.02	-68.89	-3.14
41.02	-68.88	-3.10
41.05	-69.11	-3.11
41.12	-69.10	-3.11
41.12	-69.30	-3.12
41.15	-69.60	-3.08
41.19	-69.87	-3.12
41.22	-69.75	-3.20
41.25	-69.84	-3.10
41.28	-69.83	-3.13
41.32	-70.00	-3.17
41.32	-70.09	-3.21
41.31	-70.01	-3.25
41.35	-70.24	-3.32
41.45	-70.13	-3.33
41.52	-70.08	-3.30
41.55	-70.03	-3.30
41.55	-69.99	-3.27
41.58	-70.12	-3.27
41.65	-70.24	-3.24
41.68	-70.23	-3.21
41.75	-70.29	-3.21
41.82	-70.35	-3.15
41.85	-70.37	-3.12
41.95	-70.57	-3.12
41.95	-70.63	-3.12
41.98	-70.62	-3.13
42.02	-70.75	-3.17
42.05	-70.81	-3.13
42.08	-70.90	-3.10
42.19	-71.03	-3.11
42.22	-71.09	-3.15
42.32	-71.18	-3.08
42.39	-71.24	-3.12
42.42	-71.40	-3.09
42.45	-71.49	-3.06
42.49	-71.48	-3.09
42.49	-71.61	-3.13
42.59	-71.64	-3.10
42.62	-71.56	-3.10
42.65	-71.61	-3.11
42.72	-71.71	-3.11
42.75	-71.66	-3.12
42.82	-71.72	-3.12
42.82	-71.71	-3.09
42.89	-71.80	-3.09
42.89	-71.97	-3.06
42.88	-72.06	-3.06
42.92	-72.12	-3.07
42.99	-72.28	-3.14
42.98	-72.41	-3.11
43.02	-72.50	-3.11
42.98	-72.59	-3.12
42.98	-72.62	-3.16
43.05	-72.68	-3.16
43.04	-72.87	-3.23
43.04	-73.00	-3.24
43.01	-73.10	-3.21
