Time,Extension,Load,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(mm/mm),(MPa)
"385.60001","10.21869","101.53389","0.03021","890.57648"
"385.70001","10.22169","101.55663","0.03022","890.77594"
"385.79999","10.22396","101.57097","0.03022","890.90167"
"385.89999","10.22612","101.58614","0.03023","891.03479"
"386.00000","10.22919","101.61244","0.03024","891.26544"
"386.10001","10.23168","101.63432","0.03025","891.45728"
"386.20001","10.23367","101.64367","0.03026","891.53937"
"386.29999","10.23637","101.66943","0.03026","891.76526"
"386.39999","10.23920","101.68679","0.03027","891.91760"
"386.50000","10.24119","101.70221","0.03028","892.05280"
"386.60001","10.24366","101.71916","0.03029","892.20154"
"386.70001","10.24658","101.73598","0.03030","892.34900"
"386.79999","10.24879","101.75679","0.03030","892.53156"
"386.89999","10.25113","101.77151","0.03031","892.66071"
"387.00000","10.25402","101.79396","0.03032","892.85760"
"387.10001","10.25644","101.81608","0.03033","893.05157"
"387.20001","10.25870","101.82774","0.03033","893.15393"
"387.29999","10.26151","101.85443","0.03034","893.38800"
"387.39999","10.26415","101.87269","0.03035","893.54810"
"387.50000","10.26627","101.88366","0.03036","893.64435"
"387.60001","10.26892","101.91196","0.03037","893.89258"
"387.70001","10.27167","101.92567","0.03037","894.01288"
"387.79999","10.27388","101.94645","0.03038","894.19513"
"387.89999","10.27648","101.96731","0.03039","894.37805"
"388.00000","10.27925","101.98576","0.03040","894.53992"
"388.10001","10.28140","102.00278","0.03040","894.68915"
"388.20001","10.28388","102.01514","0.03041","894.79755"
"388.29999","10.28660","102.04295","0.03042","895.04150"
"388.39999","10.28889","102.05860","0.03043","895.17883"
"388.50000","10.29130","102.07108","0.03044","895.28827"
"388.60001","10.29402","102.09821","0.03044","895.52618"
"388.70001","10.29635","102.11251","0.03045","895.65167"
"388.79999","10.29877","102.13016","0.03046","895.80646"
"388.89999","10.30148","102.15458","0.03047","896.02063"
"389.00000","10.30395","102.16457","0.03048","896.10834"
"389.10001","10.30621","102.18803","0.03048","896.31409"
"389.20001","10.30902","102.20185","0.03049","896.43530"
"389.29999","10.31161","102.22399","0.03050","896.62946"
"389.39999","10.31375","102.24206","0.03051","896.78796"
"389.50000","10.31643","102.26184","0.03051","896.96149"
"389.60001","10.31911","102.28085","0.03052","897.12817"
"389.70001","10.32129","102.29471","0.03053","897.24976"
"389.79999","10.32389","102.31457","0.03054","897.42395"
"389.89999","10.32679","102.33965","0.03055","897.64398"
"390.00000","10.32879","102.34924","0.03055","897.72809"
"390.10001","10.33121","102.36751","0.03056","897.88831"
"390.20001","10.33418","102.39322","0.03057","898.11383"
"390.29999","10.33639","102.40855","0.03058","898.24823"
"390.39999","10.33857","102.41934","0.03058","898.34296"
"390.50000","10.34139","102.43796","0.03059","898.50623"
"390.60001","10.34405","102.46406","0.03060","898.73517"
"390.70001","10.34607","102.47102","0.03061","898.79620"
"390.79999","10.34882","102.49702","0.03062","899.02423"
"390.89999","10.35170","102.52082","0.03063","899.23303"
"391.00000","10.35365","102.53243","0.03063","899.33490"
"391.10001","10.35617","102.55282","0.03064","899.51367"
"391.20001","10.35938","102.57816","0.03065","899.73602"
"391.29999","10.36141","102.58895","0.03066","899.83063"
"391.39999","10.36362","102.60401","0.03066","899.96271"
"391.50000","10.36672","102.62829","0.03067","900.17566"
"391.60001","10.36908","102.64582","0.03068","900.32947"
"391.70001","10.37118","102.65442","0.03069","900.40485"
"391.79999","10.37417","102.68869","0.03070","900.70544"
"391.89999","10.37679","102.70436","0.03070","900.84290"
"392.00000","10.37869","102.71211","0.03071","900.91089"
"392.10001","10.38139","102.73273","0.03072","901.09174"
"392.20001","10.38434","102.76190","0.03073","901.34760"
"392.29999","10.38627","102.76937","0.03073","901.41315"
"392.39999","10.38863","102.78825","0.03074","901.57874"
"392.50000","10.39164","102.81455","0.03075","901.80945"
"392.60001","10.39388","102.83003","0.03076","901.94519"
"392.70001","10.39608","102.84013","0.03076","902.03375"
"392.79999","10.39899","102.86648","0.03077","902.26489"
"392.89999","10.40145","102.88251","0.03078","902.40546"
"393.00000","10.40362","102.89542","0.03079","902.51868"
"393.10001","10.40641","102.91869","0.03080","902.72278"
"393.20001","10.40920","102.93964","0.03081","902.90656"
"393.29999","10.41128","102.95718","0.03081","903.06042"
"393.39999","10.41387","102.97347","0.03082","903.20337"
"393.50000","10.41666","103.00030","0.03083","903.43866"
"393.60001","10.41884","103.01320","0.03084","903.55182"
"393.70001","10.42138","103.02635","0.03084","903.66718"
"393.79999","10.42411","103.05328","0.03085","903.90338"
"393.89999","10.42635","103.06345","0.03086","903.99255"
"394.00000","10.42879","103.07980","0.03087","904.13599"
"394.10001","10.43155","103.10213","0.03088","904.33179"
"394.20001","10.43389","103.11927","0.03088","904.48218"
"394.29999","10.43614","103.13385","0.03089","904.61005"
"394.39999","10.43893","103.15913","0.03090","904.83179"
"394.50000","10.44140","103.17527","0.03091","904.97339"
"394.60001","10.44368","103.18814","0.03091","905.08624"
"394.70001","10.44642","103.21638","0.03092","905.33392"
"394.79999","10.44897","103.23182","0.03093","905.46936"
"394.89999","10.45121","103.24374","0.03094","905.57391"
"395.00000","10.45397","103.26512","0.03095","905.76147"
"395.10001","10.45667","103.28524","0.03095","905.93793"
"395.20001","10.45868","103.30154","0.03096","906.08093"
"395.29999","10.46132","103.32053","0.03097","906.24750"
"395.39999","10.46427","103.34210","0.03098","906.43671"
"395.50000","10.46635","103.35713","0.03098","906.56854"
"395.60001","10.46888","103.37521","0.03099","906.72705"
"395.70001","10.47186","103.39612","0.03100","906.91046"
"395.79999","10.47392","103.40883","0.03101","907.02197"
"395.89999","10.47625","103.42806","0.03102","907.19067"
"396.00000","10.47922","103.44656","0.03102","907.35284"
"396.10001","10.48152","103.46929","0.03103","907.55231"
"396.20001","10.48359","103.47385","0.03104","907.59229"
"396.29999","10.48639","103.49475","0.03105","907.77557"
"396.39999","10.48914","103.51658","0.03106","907.96704"
"396.50000","10.49114","103.53212","0.03106","908.10339"
"396.60001","10.49376","103.55051","0.03107","908.26465"
"396.70001","10.49674","103.57497","0.03108","908.47925"
"396.79999","10.49869","103.58627","0.03109","908.57837"
"396.89999","10.50116","103.60461","0.03109","908.73926"
"397.00000","10.50439","103.62951","0.03110","908.95758"
"397.10001","10.50642","103.64638","0.03111","909.10553"
"397.20001","10.50857","103.65519","0.03112","909.18286"
"397.29999","10.51166","103.68377","0.03113","909.43353"
"397.39999","10.51414","103.69608","0.03113","909.54150"
"397.50000","10.51610","103.70749","0.03114","909.64160"
"397.60001","10.51901","103.73576","0.03115","909.88959"
"397.70001","10.52174","103.75566","0.03116","910.06409"
"397.79999","10.52367","103.76569","0.03116","910.15210"
"397.89999","10.52629","103.78233","0.03117","910.29803"
"398.00000","10.52928","103.80888","0.03118","910.53094"
"398.10001","10.53120","103.81767","0.03119","910.60803"
"398.20001","10.53352","103.83302","0.03119","910.74268"
"398.29999","10.53663","103.86584","0.03120","911.03046"
"398.39999","10.53889","103.87699","0.03121","911.12830"
"398.50000","10.54108","103.89497","0.03122","911.28595"
"398.60001","10.54396","103.91207","0.03123","911.43604"
"398.70001","10.54653","103.93119","0.03124","911.60370"
"398.79999","10.54872","103.94398","0.03124","911.71588"
"398.89999","10.55147","103.96600","0.03125","911.90900"
"399.00000","10.55425","103.98777","0.03126","912.09998"
"399.10001","10.55622","103.99952","0.03127","912.20306"
"399.20001","10.55888","104.01990","0.03127","912.38177"
"399.29999","10.56179","104.04602","0.03128","912.61090"
"399.39999","10.56387","104.05795","0.03129","912.71552"
"399.50000","10.56637","104.07764","0.03130","912.88831"
"399.60001","10.56927","104.10100","0.03131","913.09314"
"399.70001","10.57145","104.11491","0.03131","913.21521"
"399.79999","10.57388","104.13287","0.03132","913.37262"
"399.89999","10.57671","104.15174","0.03133","913.53821"
"400.00000","10.57885","104.15980","0.03134","913.60889"
"400.10001","10.58115","104.18004","0.03134","913.78644"
"400.20001","10.58403","104.20492","0.03135","914.00464"
"400.29999","10.58651","104.21929","0.03136","914.13074"
"400.39999","10.58870","104.23411","0.03137","914.26068"
"400.50000","10.59143","104.25796","0.03138","914.46985"
"400.60001","10.59406","104.27732","0.03138","914.63971"
"400.70001","10.59624","104.28796","0.03139","914.73303"
"400.79999","10.59897","104.30926","0.03140","914.91980"
"400.89999","10.60163","104.32712","0.03141","915.07648"
"401.00000","10.60368","104.34128","0.03141","915.20068"
"401.10001","10.60629","104.35942","0.03142","915.35980"
"401.20001","10.60909","104.38088","0.03143","915.54803"
"401.29999","10.61138","104.39699","0.03144","915.68933"
"401.39999","10.61381","104.41415","0.03145","915.83984"
"401.50000","10.61671","104.43442","0.03146","916.01764"
"401.60001","10.61893","104.44500","0.03146","916.11047"
"401.70001","10.62123","104.46027","0.03147","916.24445"
"401.79999","10.62417","104.48928","0.03148","916.49884"
"401.89999","10.62645","104.50060","0.03149","916.59814"
"402.00000","10.62849","104.51242","0.03149","916.70178"
"402.10001","10.63134","104.53609","0.03150","916.90948"
"402.20001","10.63415","104.56001","0.03151","917.11920"
"402.29999","10.63607","104.56738","0.03152","917.18384"
"402.39999","10.63875","104.58777","0.03152","917.36267"
"402.50000","10.64176","104.61548","0.03153","917.60577"
"402.60001","10.64373","104.62316","0.03154","917.67316"
"402.70001","10.64622","104.64289","0.03155","917.84619"
"402.79999","10.64931","104.66790","0.03156","918.06555"
"402.89999","10.65136","104.68077","0.03156","918.17847"
"403.00000","10.65357","104.69435","0.03157","918.29755"
"403.10001","10.65677","104.72498","0.03158","918.56622"
"403.20001","10.65922","104.74008","0.03159","918.69867"
"403.29999","10.66111","104.74809","0.03159","918.76892"
"403.39999","10.66407","104.77491","0.03160","919.00415"
"403.50000","10.66694","104.79509","0.03161","919.18115"
"403.60001","10.66871","104.80229","0.03162","919.24432"
"403.70001","10.67138","104.82026","0.03163","919.40192"
"403.79999","10.67431","104.84558","0.03164","919.62402"
"403.89999","10.67619","104.85320","0.03164","919.69080"
"404.00000","10.67858","104.86963","0.03165","919.83496"
"404.10001","10.68171","104.89416","0.03166","920.05011"
"404.20001","10.68394","104.90986","0.03167","920.18781"
"404.29999","10.68605","104.91897","0.03167","920.26770"
"404.39999","10.68900","104.94840","0.03168","920.52588"
"404.50000","10.69166","104.96565","0.03169","920.67719"
"404.60001","10.69367","104.97495","0.03170","920.75879"
"404.70001","10.69642","104.99826","0.03171","920.96320"
"404.79999","10.69913","105.01778","0.03171","921.13440"
"404.89999","10.70117","105.02740","0.03172","921.21881"
"405.00000","10.70375","105.04321","0.03173","921.35742"
"405.10001","10.70679","105.06942","0.03174","921.58740"
"405.20001","10.70890","105.08675","0.03174","921.73944"
"405.29999","10.71126","105.09659","0.03175","921.82568"
"405.39999","10.71419","105.12173","0.03176","922.04614"
"405.50000","10.71650","105.13923","0.03177","922.19971"
"405.60001","10.71879","105.14877","0.03178","922.28333"
"405.70001","10.72142","105.16764","0.03178","922.44891"
"405.79999","10.72383","105.18446","0.03179","922.59644"
"405.89999","10.72613","105.19769","0.03180","922.71240"
"406.00000","10.72886","105.22053","0.03181","922.91278"
"406.10001","10.73141","105.23290","0.03182","923.02130"
"406.20001","10.73372","105.25070","0.03182","923.17743"
"406.29999","10.73641","105.27115","0.03183","923.35675"
"406.39999","10.73903","105.28991","0.03184","923.52136"
"406.50000","10.74132","105.30418","0.03185","923.64648"
"406.60001","10.74394","105.32329","0.03185","923.81409"
"406.70001","10.74654","105.34853","0.03186","924.03546"
"406.79999","10.74873","105.35767","0.03187","924.11572"
"406.89999","10.75134","105.38045","0.03188","924.31549"
"407.00000","10.75427","105.40185","0.03189","924.50317"
"407.10001","10.75637","105.40971","0.03189","924.57214"
"407.20001","10.75885","105.42593","0.03190","924.71442"
"407.29999","10.76187","105.44756","0.03191","924.90411"
"407.39999","10.76404","105.46523","0.03192","925.05908"
"407.50000","10.76627","105.47760","0.03192","925.16760"
"407.60001","10.76914","105.50237","0.03193","925.38489"
"407.70001","10.77149","105.51888","0.03194","925.52966"
"407.79999","10.77355","105.52583","0.03195","925.59070"
"407.89999","10.77641","105.54955","0.03196","925.79865"
"408.00000","10.77923","105.57318","0.03196","926.00598"
"408.10001","10.78115","105.58195","0.03197","926.08289"
"408.20001","10.78372","105.59632","0.03198","926.20892"
"408.29999","10.78680","105.62487","0.03199","926.45935"
"408.39999","10.78880","105.63524","0.03199","926.55029"
"408.50000","10.79113","105.64944","0.03200","926.67493"
"408.60001","10.79415","105.67088","0.03201","926.86292"
"408.70001","10.79642","105.68883","0.03202","927.02032"
"408.79999","10.79856","105.70224","0.03203","927.13800"
"408.89999","10.80161","105.72354","0.03204","927.32483"
"409.00000","10.80430","105.74956","0.03204","927.55304"
"409.10001","10.80611","105.74749","0.03205","927.53485"
"409.20001","10.80893","105.77396","0.03206","927.76709"
"409.29999","10.81189","105.79893","0.03207","927.98608"
"409.39999","10.81372","105.80618","0.03207","928.04962"
"409.50000","10.81622","105.82314","0.03208","928.19836"
"409.60001","10.81909","105.83987","0.03209","928.34521"
"409.70001","10.82127","105.85970","0.03210","928.51910"
"409.79999","10.82356","105.87344","0.03210","928.63965"
"409.89999","10.82662","105.89845","0.03211","928.85901"
"410.00000","10.82899","105.91425","0.03212","928.99750"
"410.10001","10.83111","105.92844","0.03213","929.12207"
"410.20001","10.83391","105.95282","0.03214","929.33588"
"410.29999","10.83663","105.96977","0.03214","929.48456"
"410.39999","10.83874","105.98011","0.03215","929.57526"
"410.50000","10.84134","106.00094","0.03216","929.75793"
"410.60001","10.84409","106.02104","0.03217","929.93427"
"410.70001","10.84628","106.03394","0.03218","930.04736"
"410.79999","10.84890","106.05219","0.03218","930.20740"
"410.89999","10.85186","106.07806","0.03219","930.43433"
"411.00000","10.85397","106.08611","0.03220","930.50494"
"411.10001","10.85641","106.10248","0.03221","930.64856"
"411.20001","10.85929","106.12629","0.03222","930.85742"
"411.29999","10.86161","106.14100","0.03222","930.98645"
"411.39999","10.86382","106.15620","0.03223","931.11981"
"411.50000","10.86650","106.17506","0.03224","931.28522"
"411.60001","10.86893","106.19134","0.03225","931.42798"
"411.70001","10.87123","106.21069","0.03225","931.59766"
"411.79999","10.87398","106.22335","0.03226","931.70874"
"411.89999","10.87651","106.24112","0.03227","931.86462"
"412.00000","10.87871","106.25023","0.03228","931.94452"
"412.10001","10.88141","106.27219","0.03229","932.13708"
"412.20001","10.88406","106.29246","0.03229","932.31488"
"412.29999","10.88627","106.30193","0.03230","932.39801"
"412.39999","10.88882","106.32209","0.03231","932.57483"
"412.50000","10.89159","106.34670","0.03232","932.79071"
"412.60001","10.89376","106.36061","0.03232","932.91272"
"412.70001","10.89631","106.37742","0.03233","933.06012"
"412.79999","10.89928","106.40117","0.03234","933.26843"
"412.89999","10.90142","106.41617","0.03235","933.40002"
"413.00000","10.90375","106.42844","0.03236","933.50763"
"413.10001","10.90670","106.45058","0.03236","933.70190"
"413.20001","10.90904","106.46521","0.03237","933.83014"
"413.29999","10.91120","106.47581","0.03238","933.92310"
"413.39999","10.91393","106.50287","0.03239","934.16046"
"413.50000","10.91649","106.51861","0.03240","934.29852"
"413.60001","10.91861","106.53288","0.03240","934.42371"
"413.70001","10.92129","106.55157","0.03241","934.58765"
"413.79999","10.92420","106.57311","0.03242","934.77661"
"413.89999","10.92619","106.58740","0.03243","934.90192"
"414.00000","10.92867","106.60197","0.03243","935.02972"
"414.10001","10.93168","106.62325","0.03244","935.21637"
"414.20001","10.93385","106.64185","0.03245","935.37946"
"414.29999","10.93607","106.65028","0.03246","935.45349"
"414.39999","10.93903","106.66699","0.03247","935.60004"
"414.50000","10.94155","106.69287","0.03247","935.82703"
"414.60001","10.94367","106.70345","0.03248","935.91980"
"414.70001","10.94670","106.73141","0.03249","936.16504"
"414.79999","10.94932","106.74491","0.03250","936.28351"
"414.89999","10.95120","106.75725","0.03250","936.39166"
"415.00000","10.95393","106.77723","0.03251","936.56696"
"415.10001","10.95695","106.79971","0.03252","936.76416"
"415.20001","10.95885","106.80572","0.03253","936.81683"
"415.29999","10.96117","106.82034","0.03254","936.94513"
"415.39999","10.96416","106.84606","0.03254","937.17072"
"415.50000","10.96639","106.86036","0.03255","937.29608"
"415.60001","10.96863","106.87648","0.03256","937.43750"
"415.70001","10.97157","106.89771","0.03257","937.62372"
"415.79999","10.97403","106.90588","0.03258","937.69531"
"415.89999","10.97612","106.92461","0.03258","937.85962"
"416.00000","10.97888","106.94228","0.03259","938.01471"
"416.10001","10.98166","106.96655","0.03260","938.22748"
"416.20001","10.98364","106.98195","0.03261","938.36261"
"416.29999","10.98622","106.99084","0.03261","938.44061"
"416.39999","10.98912","107.01838","0.03262","938.68213"
"416.50000","10.99134","107.03144","0.03263","938.79669"
"416.60001","10.99388","107.04534","0.03264","938.91864"
"416.70001","10.99669","107.06793","0.03265","939.11676"
"416.79999","10.99890","107.07830","0.03265","939.20770"
"416.89999","11.00128","107.09527","0.03266","939.35657"
"417.00000","11.00411","107.11875","0.03267","939.56250"
"417.10001","11.00652","107.13239","0.03268","939.68219"
"417.20001","11.00873","107.14594","0.03268","939.80103"
"417.29999","11.01137","107.16325","0.03269","939.95282"
"417.39999","11.01393","107.18363","0.03270","940.13159"
"417.50000","11.01621","107.19708","0.03271","940.24957"
"417.60001","11.01890","107.22043","0.03272","940.45435"
"417.70001","11.02150","107.23485","0.03272","940.58081"
"417.79999","11.02370","107.24691","0.03273","940.68665"
"417.89999","11.02632","107.26680","0.03274","940.86108"
"418.00000","11.02907","107.28372","0.03275","941.00952"
"418.10001","11.03127","107.29652","0.03275","941.12183"
"418.20001","11.03373","107.31239","0.03276","941.26099"
"418.29999","11.03661","107.33991","0.03277","941.50238"
"418.39999","11.03887","107.35196","0.03278","941.60803"
"418.50000","11.04135","107.37159","0.03279","941.78021"
"418.60001","11.04430","107.39158","0.03280","941.95557"
"418.70001","11.04647","107.40424","0.03280","942.06659"
"418.79999","11.04878","107.41759","0.03281","942.18365"
"418.89999","11.05173","107.44143","0.03282","942.39282"
"419.00000","11.05414","107.45203","0.03283","942.48584"
"419.10001","11.05617","107.46410","0.03283","942.59161"
"419.20001","11.05890","107.48681","0.03284","942.79083"
"419.29999","11.06166","107.50726","0.03285","942.97015"
"419.39999","11.06368","107.51514","0.03286","943.03937"
"419.50000","11.06635","107.53674","0.03286","943.22882"
"419.60001","11.06925","107.55722","0.03287","943.40845"
"419.70001","11.07125","107.56941","0.03288","943.51538"
"419.79999","11.07365","107.57861","0.03289","943.59601"
"419.89999","11.07668","107.60239","0.03290","943.80463"
"420.00000","11.07892","107.61948","0.03290","943.95453"
"420.10001","11.08100","107.62493","0.03291","944.00232"
"420.20001","11.08405","107.65639","0.03292","944.27826"
"420.29999","11.08660","107.67587","0.03293","944.44916"
"420.39999","11.08865","107.68468","0.03293","944.52643"
"420.50000","11.09150","107.70386","0.03294","944.69464"
"420.60001","11.09431","107.72462","0.03295","944.87671"
"420.70001","11.09621","107.73585","0.03296","944.97522"
"420.79999","11.09882","107.75137","0.03297","945.11139"
"420.89999","11.10189","107.77684","0.03298","945.33478"
"421.00000","11.10386","107.78889","0.03298","945.44043"
"421.10001","11.10609","107.79635","0.03299","945.50586"
"421.20001","11.10907","107.82077","0.03300","945.72009"
"421.29999","11.11147","107.83712","0.03301","945.86346"
"421.39999","11.11362","107.85370","0.03301","946.00891"
"421.50000","11.11647","107.87647","0.03302","946.20868"
"421.60001","11.11903","107.89069","0.03303","946.33331"
"421.70001","11.12114","107.90343","0.03304","946.44513"
"421.79999","11.12385","107.92258","0.03305","946.61310"
"421.89999","11.12664","107.94505","0.03305","946.81018"
"422.00000","11.12868","107.95947","0.03306","946.93658"
"422.10001","11.13118","107.97598","0.03307","947.08142"
"422.20001","11.13421","107.99561","0.03308","947.25360"
"422.29999","11.13637","108.00710","0.03308","947.35443"
"422.39999","11.13882","108.02493","0.03309","947.51074"
"422.50000","11.14170","108.04073","0.03310","947.64941"
"422.60001","11.14398","108.05829","0.03311","947.80341"
"422.70001","11.14633","108.06995","0.03312","947.90570"
"422.79999","11.14921","108.09806","0.03312","948.15228"
"422.89999","11.15161","108.11343","0.03313","948.28711"
"423.00000","11.15371","108.12074","0.03314","948.35114"
"423.10001","11.15647","108.14345","0.03315","948.55035"
"423.20001","11.15907","108.16527","0.03316","948.74176"
"423.29999","11.16124","108.17449","0.03316","948.82263"
"423.39999","11.16393","108.19833","0.03317","949.03174"
"423.50000","11.16660","108.21765","0.03318","949.20123"
"423.60001","11.16875","108.22279","0.03319","949.24628"
"423.70001","11.17129","108.24255","0.03319","949.41956"
"423.79999","11.17413","108.26349","0.03320","949.60327"
"423.89999","11.17623","108.27254","0.03321","949.68268"
"424.00000","11.17864","108.29165","0.03322","949.85028"
"424.10001","11.18161","108.31409","0.03323","950.04712"
"424.20001","11.18391","108.33380","0.03323","950.21997"
"424.29999","11.18632","108.34585","0.03324","950.32568"
"424.39999","11.18919","108.36700","0.03325","950.51123"
"424.50000","11.19150","108.38140","0.03326","950.63751"
"424.60001","11.19376","108.39421","0.03326","950.74988"
"424.70001","11.19665","108.41673","0.03327","950.94733"
"424.79999","11.19909","108.43034","0.03328","951.06671"
"424.89999","11.20109","108.43692","0.03329","951.12445"
"425.00000","11.20381","108.45985","0.03330","951.32562"
"425.10001","11.20663","108.47992","0.03330","951.50165"
"425.20001","11.20867","108.49091","0.03331","951.59808"
"425.29999","11.21124","108.51036","0.03332","951.76862"
"425.39999","11.21420","108.53096","0.03333","951.94934"
"425.50000","11.21629","108.54315","0.03333","952.05627"
"425.60001","11.21864","108.55788","0.03334","952.18542"
"425.70001","11.22166","108.57947","0.03335","952.37482"
"425.79999","11.22391","108.59525","0.03336","952.51318"
"425.89999","11.22599","108.60447","0.03337","952.59406"
"426.00000","11.22897","108.62539","0.03337","952.77759"
"426.10001","11.23168","108.64411","0.03338","952.94177"
"426.20001","11.23368","108.65676","0.03339","953.05273"
"426.29999","11.23650","108.67632","0.03340","953.22424"
"426.39999","11.23934","108.69745","0.03341","953.40961"
"426.50000","11.24129","108.70890","0.03341","953.51007"
"426.60001","11.24387","108.72848","0.03342","953.68176"
"426.70001","11.24693","108.75095","0.03343","953.87885"
"426.79999","11.24879","108.76031","0.03344","953.96100"
"426.89999","11.25109","108.77322","0.03344","954.07422"
"427.00000","11.25421","108.79948","0.03345","954.30463"
"427.10001","11.25649","108.81297","0.03346","954.42285"
"427.20001","11.25865","108.82418","0.03347","954.52124"
"427.29999","11.26156","108.84843","0.03348","954.73389"
"427.39999","11.26410","108.86351","0.03348","954.86621"
"427.50000","11.26616","108.87510","0.03349","954.96783"
"427.60001","11.26888","108.89540","0.03350","955.14594"
"427.70001","11.27164","108.91923","0.03351","955.35492"
"427.79999","11.27360","108.92385","0.03351","955.39545"
"427.89999","11.27621","108.94919","0.03352","955.61768"
"428.00000","11.27925","108.96596","0.03353","955.76477"
"428.10001","11.28137","108.98114","0.03354","955.89795"
"428.20001","11.28379","108.99416","0.03355","956.01215"
"428.29999","11.28675","109.02099","0.03356","956.24744"
"428.39999","11.28896","109.03069","0.03356","956.33252"
"428.50000","11.29125","109.04774","0.03357","956.48218"
"428.60001","11.29419","109.06464","0.03358","956.63031"
"428.70001","11.29648","109.07980","0.03359","956.76337"
"428.79999","11.29859","109.09015","0.03359","956.85406"
"428.89999","11.30142","109.11430","0.03360","957.06598"
"429.00000","11.30410","109.13122","0.03361","957.21429"
"429.10001","11.30619","109.14252","0.03362","957.31348"
"429.20001","11.30882","109.16343","0.03362","957.49683"
"429.29999","11.31165","109.18117","0.03363","957.65240"
"429.39999","11.31375","109.19044","0.03364","957.73376"
"429.50000","11.31624","109.20499","0.03365","957.86133"
"429.60001","11.31908","109.22894","0.03366","958.07147"
"429.70001","11.32116","109.23637","0.03366","958.13660"
"429.79999","11.32361","109.25130","0.03367","958.26758"
"429.89999","11.32668","109.27563","0.03368","958.48096"
"430.00000","11.32905","109.29102","0.03369","958.61603"
"430.10001","11.33125","109.30346","0.03370","958.72510"
"430.20001","11.33417","109.32933","0.03370","958.95203"
"430.29999","11.33664","109.34402","0.03371","959.08081"
"430.39999","11.33879","109.35622","0.03372","959.18781"
"430.50000","11.34161","109.37574","0.03373","959.35907"
"430.60001","11.34418","109.38967","0.03374","959.48126"
"430.70001","11.34615","109.40008","0.03374","959.57257"
"430.79999","11.34884","109.42005","0.03375","959.74774"
"430.89999","11.35177","109.43909","0.03376","959.91479"
"431.00000","11.35373","109.45188","0.03377","960.02692"
"431.10001","11.35622","109.46478","0.03377","960.14008"
"431.20001","11.35923","109.49231","0.03378","960.38153"
"431.29999","11.36139","109.50566","0.03379","960.49866"
"431.39999","11.36367","109.52074","0.03380","960.63092"
"431.50000","11.36656","109.54272","0.03381","960.82373"
"431.60001","11.36891","109.55309","0.03381","960.91467"
"431.70001","11.37101","109.56599","0.03382","961.02777"
"431.79999","11.37390","109.58843","0.03383","961.22467"
"431.89999","11.37681","109.61126","0.03384","961.42487"
"432.00000","11.37873","109.61623","0.03384","961.46851"
"432.10001","11.38139","109.63345","0.03385","961.61951"
"432.20001","11.38434","109.66038","0.03386","961.85571"
"432.29999","11.38634","109.67029","0.03387","961.94263"
"432.39999","11.38879","109.68346","0.03388","962.05817"
"432.50000","11.39175","109.70818","0.03388","962.27502"
"432.60001","11.39382","109.71575","0.03389","962.34137"
"432.70001","11.39612","109.73215","0.03390","962.48517"
"432.79999","11.39912","109.75516","0.03391","962.68701"
"432.89999","11.40152","109.76888","0.03392","962.80743"
"433.00000","11.40362","109.77926","0.03392","962.89844"
"433.10001","11.40641","109.79894","0.03393","963.07104"
"433.20001","11.40908","109.82105","0.03394","963.26501"
"433.29999","11.41120","109.82632","0.03395","963.31122"
"433.39999","11.41377","109.84897","0.03395","963.50989"
"433.50000","11.41653","109.86570","0.03396","963.65662"
"433.60001","11.41866","109.87791","0.03397","963.76367"
"433.70001","11.42121","109.89243","0.03398","963.89105"
"433.79999","11.42425","109.91520","0.03399","964.09076"
"433.89999","11.42643","109.93204","0.03399","964.23846"
"434.00000","11.42882","109.94562","0.03400","964.35760"
"434.10001","11.43174","109.96236","0.03401","964.50439"
"434.20001","11.43405","109.97639","0.03402","964.62750"
"434.29999","11.43632","109.99064","0.03402","964.75250"
"434.39999","11.43914","110.01099","0.03403","964.93103"
"434.50000","11.44152","110.02848","0.03404","965.08441"
"434.60001","11.44374","110.03984","0.03405","965.18402"
"434.70001","11.44660","110.06818","0.03406","965.43256"
"434.79999","11.44915","110.08288","0.03406","965.56152"
"434.89999","11.45121","110.09058","0.03407","965.62903"
"435.00000","11.45389","110.10870","0.03408","965.78809"
"435.10001","11.45664","110.13140","0.03409","965.98712"
"435.20001","11.45879","110.14380","0.03409","966.09589"
"435.29999","11.46124","110.14967","0.03410","966.14734"
"435.39999","11.46408","110.17611","0.03411","966.37927"
"435.50000","11.46622","110.18800","0.03412","966.48364"
"435.60001","11.46864","110.20037","0.03413","966.59210"
"435.70001","11.47176","110.22868","0.03414","966.84045"
"435.79999","11.47403","110.23963","0.03414","966.93646"
"435.89999","11.47618","110.25530","0.03415","967.07391"
"436.00000","11.47913","110.27711","0.03416","967.26514"
"436.10001","11.48167","110.29479","0.03417","967.42029"
"436.20001","11.48370","110.29997","0.03417","967.46570"
"436.29999","11.48645","110.32020","0.03418","967.64313"
"436.39999","11.48924","110.34322","0.03419","967.84509"
"436.50000","11.49115","110.35274","0.03420","967.92853"
"436.60001","11.49377","110.36475","0.03420","968.03387"
"436.70001","11.49679","110.39159","0.03421","968.26929"
"436.79999","11.49872","110.39659","0.03422","968.31317"
"436.89999","11.50109","110.40859","0.03423","968.41846"
"437.00000","11.50411","110.43309","0.03424","968.63330"
"437.10001","11.50638","110.44962","0.03424","968.77832"
