Time,Extension,Load,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(mm/mm),(MPa)
"193.80000","5.42407","60.89817","0.01518","534.15149"
"193.89999","5.42615","60.91660","0.01519","534.31311"
"194.00000","5.42918","60.95506","0.01520","534.65045"
"194.10001","5.43178","60.97982","0.01521","534.86761"
"194.20000","5.43370","60.99894","0.01521","535.03534"
"194.30000","5.43644","61.03323","0.01522","535.33612"
"194.39999","5.43923","61.06488","0.01523","535.61371"
"194.50000","5.44122","61.08219","0.01524","535.76550"
"194.60001","5.44374","61.11175","0.01524","536.02484"
"194.70000","5.44684","61.14636","0.01525","536.32843"
"194.80000","5.44885","61.17243","0.01526","536.55707"
"194.89999","5.45118","61.19196","0.01527","536.72833"
"195.00000","5.45417","61.23135","0.01528","537.07385"
"195.10001","5.45650","61.25671","0.01528","537.29626"
"195.20000","5.45862","61.27666","0.01529","537.47131"
"195.30000","5.46134","61.31403","0.01530","537.79901"
"195.39999","5.46397","61.33472","0.01531","537.98059"
"195.50000","5.46612","61.36402","0.01531","538.23749"
"195.60001","5.46891","61.39149","0.01532","538.47852"
"195.70000","5.47173","61.42120","0.01533","538.73907"
"195.80000","5.47380","61.44245","0.01534","538.92542"
"195.89999","5.47638","61.47184","0.01535","539.18329"
"196.00000","5.47927","61.50405","0.01535","539.46576"
"196.10001","5.48138","61.52866","0.01536","539.68164"
"196.20000","5.48376","61.55042","0.01537","539.87250"
"196.30000","5.48652","61.58238","0.01538","540.15283"
"196.39999","5.48887","61.60488","0.01538","540.35016"
"196.50000","5.49125","61.63698","0.01539","540.63177"
"196.60001","5.49406","61.66683","0.01540","540.89355"
"196.70000","5.49646","61.69187","0.01541","541.11322"
"196.80000","5.49869","61.71185","0.01542","541.28839"
"196.89999","5.50144","61.74434","0.01542","541.57343"
"197.00000","5.50401","61.77316","0.01543","541.82617"
"197.10001","5.50620","61.79576","0.01544","542.02448"
"197.20000","5.50874","61.82077","0.01545","542.24377"
"197.30000","5.51141","61.84792","0.01546","542.48187"
"197.39999","5.51370","61.87079","0.01546","542.68256"
"197.50000","5.51634","61.90326","0.01547","542.96735"
"197.60001","5.51920","61.93440","0.01548","543.24048"
"197.70000","5.52134","61.95391","0.01549","543.41156"
"197.80000","5.52384","61.98409","0.01549","543.67627"
"197.89999","5.52681","62.01779","0.01550","543.97192"
"198.00000","5.52893","62.04137","0.01551","544.17871"
"198.10001","5.53129","62.06654","0.01552","544.39948"
"198.20000","5.53413","62.09863","0.01553","544.68097"
"198.30000","5.53649","62.12204","0.01553","544.88635"
"198.39999","5.53866","62.14195","0.01554","545.06097"
"198.50000","5.54163","62.17894","0.01555","545.38538"
"198.60001","5.54417","62.20644","0.01556","545.62659"
"198.70000","5.54611","62.22409","0.01556","545.78143"
"198.80000","5.54887","62.25669","0.01557","546.06732"
"198.89999","5.55176","62.28272","0.01558","546.29565"
"199.00000","5.55372","62.30547","0.01559","546.49524"
"199.10001","5.55610","62.32928","0.01560","546.70404"
"199.20000","5.55905","62.36445","0.01560","547.01257"
"199.30000","5.56137","62.39135","0.01561","547.24847"
"199.39999","5.56362","62.41278","0.01562","547.43646"
"199.50000","5.56673","62.44880","0.01563","547.75244"
"199.60001","5.56914","62.47589","0.01564","547.98999"
"199.70000","5.57111","62.49776","0.01564","548.18188"
"199.80000","5.57410","62.52681","0.01565","548.43665"
"199.89999","5.57681","62.55411","0.01566","548.67609"
"200.00000","5.57866","62.57095","0.01567","548.82379"
"200.10001","5.58125","62.59752","0.01567","549.05682"
"200.20000","5.58424","62.63705","0.01568","549.40356"
"200.30000","5.58631","62.65847","0.01569","549.59143"
"200.39999","5.58871","62.67391","0.01570","549.72687"
"200.50000","5.59172","62.71073","0.01571","550.04987"
"200.60001","5.59393","62.73435","0.01571","550.25702"
"200.70000","5.59609","62.75224","0.01572","550.41394"
"200.80000","5.59905","62.78852","0.01573","550.73212"
"200.89999","5.60155","62.81307","0.01574","550.94751"
"201.00000","5.60362","62.83391","0.01574","551.13031"
"201.10001","5.60621","62.85912","0.01575","551.35138"
"201.20000","5.60904","62.88829","0.01576","551.60724"
"201.30000","5.61126","62.91249","0.01577","551.81952"
"201.39999","5.61380","62.93755","0.01578","552.03931"
"201.50000","5.61680","62.97137","0.01579","552.33600"
"201.60001","5.61889","62.99077","0.01579","552.50610"
"201.70000","5.62133","63.01155","0.01580","552.68842"
"201.80000","5.62427","63.04472","0.01581","552.97931"
"201.89999","5.62650","63.06102","0.01582","553.12231"
"202.00000","5.62873","63.07431","0.01582","553.23883"
"202.10001","5.63158","63.08945","0.01583","553.37170"
"202.20000","5.63406","63.10241","0.01584","553.48535"
"202.30000","5.63634","63.12024","0.01585","553.64172"
"202.39999","5.63909","63.14128","0.01586","553.82623"
"202.50000","5.64156","63.15780","0.01586","553.97119"
"202.60001","5.64376","63.17651","0.01587","554.13531"
"202.70000","5.64649","63.18840","0.01588","554.23962"
"202.80000","5.64910","63.20878","0.01589","554.41833"
"202.89999","5.65123","63.22733","0.01589","554.58099"
"203.00000","5.65373","63.24043","0.01590","554.69598"
"203.10001","5.65653","63.25707","0.01591","554.84192"
"203.20000","5.65874","63.26484","0.01592","554.91003"
"203.30000","5.66129","63.26599","0.01593","554.92010"
"203.39999","5.66426","63.19682","0.01593","554.31348"
"203.50000","5.66640","63.17589","0.01594","554.12982"
"203.60001","5.66875","63.19886","0.01595","554.33130"
"203.70000","5.67174","63.23298","0.01596","554.63062"
"203.80000","5.67395","63.24976","0.01596","554.77777"
"203.89999","5.67609","63.26791","0.01597","554.93701"
"204.00000","5.67899","63.29673","0.01598","555.18982"
"204.10001","5.68163","63.32670","0.01599","555.45264"
"204.20000","5.68369","63.34098","0.01600","555.57794"
"204.30000","5.68647","63.36756","0.01600","555.81104"
"204.39999","5.68920","63.39505","0.01601","556.05219"
"204.50000","5.69115","63.39907","0.01602","556.08740"
"204.60001","5.69374","63.42203","0.01603","556.28882"
"204.70000","5.69672","63.44588","0.01604","556.49799"
"204.80000","5.69873","63.45939","0.01604","556.61652"
"204.89999","5.70102","63.47150","0.01605","556.72272"
"205.00000","5.70398","63.49720","0.01606","556.94812"
"205.10001","5.70642","63.51265","0.01607","557.08368"
"205.20000","5.70856","63.52457","0.01607","557.18817"
"205.30000","5.71160","63.54898","0.01608","557.40234"
"205.39999","5.71418","63.56089","0.01609","557.50684"
"205.50000","5.71614","63.57359","0.01610","557.61823"
"205.60001","5.71911","63.60663","0.01611","557.90796"
"205.70000","5.72184","63.62741","0.01612","558.09021"
"205.80000","5.72365","63.63684","0.01612","558.17297"
"205.89999","5.72624","63.65924","0.01613","558.36938"
"206.00000","5.72936","63.67876","0.01614","558.54059"
"206.10001","5.73141","63.67890","0.01615","558.54187"
"206.20000","5.73372","63.68021","0.01615","558.55334"
"206.30000","5.73680","63.65263","0.01616","558.31140"
"206.39999","5.73895","62.96802","0.01617","552.30658"
"206.50000","5.74114","62.98769","0.01618","552.47913"
"206.60001","5.74408","63.03417","0.01618","552.88678"
"206.70000","5.74657","63.06930","0.01619","553.19489"
"206.80000","5.74854","63.10106","0.01620","553.47351"
"206.89999","5.75122","63.13756","0.01621","553.79364"
"207.00000","5.75415","63.18583","0.01622","554.21704"
"207.10001","5.75616","63.21476","0.01622","554.47076"
"207.20000","5.75884","63.25406","0.01623","554.81549"
"207.30000","5.76180","63.29600","0.01624","555.18335"
"207.39999","5.76384","63.32181","0.01625","555.40973"
"207.50000","5.76630","63.35571","0.01625","555.70709"
"207.60001","5.76927","63.38868","0.01626","555.99628"
"207.70000","5.77134","63.40820","0.01627","556.16754"
"207.80000","5.77363","63.43533","0.01628","556.40546"
"207.89999","5.77656","63.47352","0.01629","556.74048"
"208.00000","5.77902","63.50026","0.01629","556.97491"
"208.10001","5.78119","63.53111","0.01630","557.24554"
"208.20000","5.78397","63.56268","0.01631","557.52252"
"208.30000","5.78654","63.59800","0.01632","557.83228"
"208.39999","5.78869","63.62075","0.01632","558.03186"
"208.50000","5.79136","63.66021","0.01633","558.37787"
"208.60001","5.79404","63.68575","0.01634","558.60199"
"208.70000","5.79614","63.70647","0.01635","558.78375"
"208.80000","5.79859","63.73498","0.01636","559.03375"
"208.89999","5.80152","63.76299","0.01636","559.27948"
"209.00000","5.80379","63.76731","0.01637","559.31732"
"209.10001","5.80624","63.78258","0.01638","559.45129"
"209.20000","5.80922","63.79970","0.01639","559.60144"
"209.30000","5.81147","63.81944","0.01640","559.77460"
"209.39999","5.81380","63.83821","0.01640","559.93927"
"209.50000","5.81678","63.86307","0.01641","560.15723"
"209.60001","5.81902","63.88743","0.01642","560.37097"
"209.70000","5.82113","63.90726","0.01643","560.54492"
"209.80000","5.82400","63.93739","0.01644","560.80914"
"209.89999","5.82673","63.95929","0.01644","561.00128"
"210.00000","5.82877","63.97920","0.01645","561.17590"
"210.10001","5.83145","64.00256","0.01646","561.38074"
"210.20000","5.83428","64.03528","0.01647","561.66772"
"210.30000","5.83623","64.05303","0.01647","561.82349"
"210.39999","5.83883","64.08456","0.01648","562.09998"
"210.50000","5.84176","64.10931","0.01649","562.31714"
"210.60001","5.84376","64.12674","0.01650","562.46997"
"210.70000","5.84605","64.13970","0.01650","562.58368"
"210.80000","5.84903","64.15739","0.01651","562.73883"
"210.89999","5.85145","64.17421","0.01652","562.88635"
"211.00000","5.85361","64.18658","0.01653","562.99481"
"211.10001","5.85658","64.20698","0.01654","563.17377"
"211.20000","5.85924","64.22191","0.01655","563.30475"
"211.30000","5.86118","64.23302","0.01655","563.40216"
"211.39999","5.86402","64.25648","0.01656","563.60797"
"211.50000","5.86677","64.27953","0.01657","563.81012"
"211.60001","5.86866","64.29378","0.01658","563.93512"
"211.70000","5.87122","64.31367","0.01658","564.10956"
"211.80000","5.87426","64.34159","0.01659","564.35449"
"211.89999","5.87639","64.35011","0.01660","564.42920"
"212.00000","5.87865","64.35568","0.01661","564.47809"
"212.10001","5.88165","64.34775","0.01662","564.40851"
"212.20000","5.88399","64.17525","0.01662","562.89551"
"212.30000","5.88613","63.89970","0.01663","560.47852"
"212.39999","5.88896","63.94087","0.01664","560.83966"
"212.50000","5.89149","63.97864","0.01665","561.17096"
"212.60001","5.89356","64.00864","0.01665","561.43408"
"212.70000","5.89624","64.04504","0.01666","561.75336"
"212.80000","5.89911","64.08462","0.01667","562.10052"
"212.89999","5.90123","64.11359","0.01668","562.35461"
"213.00000","5.90380","64.15115","0.01669","562.68408"
"213.10001","5.90679","64.18915","0.01669","563.01740"
"213.20000","5.90894","64.20993","0.01670","563.19965"
"213.30000","5.91136","64.22844","0.01671","563.36200"
"213.39999","5.91426","64.23954","0.01672","563.45935"
"213.50000","5.91638","64.24394","0.01672","563.49799"
"213.60001","5.91870","64.24141","0.01673","563.47577"
"213.70000","5.92167","64.22964","0.01674","563.37256"
"213.80000","5.92414","64.22921","0.01675","563.36877"
"213.89999","5.92626","64.25108","0.01676","563.56061"
"214.00000","5.92907","64.28140","0.01676","563.82654"
"214.10001","5.93164","64.30552","0.01677","564.03809"
"214.20000","5.93374","64.32493","0.01678","564.20831"
"214.30000","5.93645","64.34899","0.01679","564.41937"
"214.39999","5.93906","64.37833","0.01680","564.67676"
"214.50000","5.94114","64.40002","0.01680","564.86700"
"214.60001","5.94368","64.42318","0.01681","565.07013"
"214.70000","5.94667","64.45463","0.01682","565.34595"
"214.80000","5.94882","64.47125","0.01683","565.49176"
"214.89999","5.95121","64.49155","0.01683","565.66986"
"215.00000","5.95423","64.51683","0.01684","565.89154"
"215.10001","5.95649","64.52625","0.01685","565.97412"
"215.20000","5.95874","64.54391","0.01686","566.12909"
"215.30000","5.96170","64.56529","0.01687","566.31659"
"215.39999","5.96400","64.57117","0.01687","566.36816"
"215.50000","5.96610","64.57645","0.01688","566.41443"
"215.60001","5.96902","64.59454","0.01689","566.57318"
"215.70000","5.97179","64.62025","0.01690","566.79865"
"215.80000","5.97369","64.63418","0.01690","566.92084"
"215.89999","5.97634","64.65320","0.01691","567.08765"
"216.00000","5.97927","64.64957","0.01692","567.05579"
"216.10001","5.98124","64.64819","0.01693","567.04370"
"216.20000","5.98371","64.66475","0.01694","567.18896"
"216.30000","5.98662","64.69107","0.01694","567.41986"
"216.39999","5.98872","64.69929","0.01695","567.49194"
"216.50000","5.99102","64.72128","0.01696","567.68481"
"216.60001","5.99401","64.74714","0.01697","567.91162"
"216.70000","5.99652","64.76601","0.01698","568.07715"
"216.80000","5.99859","64.76987","0.01698","568.11102"
"216.89999","6.00150","64.75910","0.01699","568.01654"
"217.00000","6.00428","64.42876","0.01700","565.11902"
"217.10001","6.00625","64.32433","0.01701","564.20306"
"217.20000","6.00896","64.35473","0.01701","564.46973"
"217.30000","6.01171","64.38789","0.01702","564.76056"
"217.39999","6.01374","64.42325","0.01703","565.07074"
"217.50000","6.01624","64.46286","0.01704","565.41815"
"217.60001","6.01936","64.50095","0.01705","565.75226"
"217.70000","6.02145","64.53469","0.01705","566.04822"
"217.80000","6.02368","64.56232","0.01706","566.29053"
"217.89999","6.02667","64.60753","0.01707","566.68707"
"218.00000","6.02905","64.63795","0.01708","566.95398"
"218.10001","6.03119","64.65948","0.01708","567.14276"
"218.20000","6.03395","64.69601","0.01709","567.46313"
"218.30000","6.03649","64.72324","0.01710","567.70203"
"218.39999","6.03862","64.73875","0.01711","567.83801"
"218.50000","6.04127","64.77325","0.01712","568.14069"
"218.60001","6.04419","64.80006","0.01713","568.37585"
"218.70000","6.04625","64.81815","0.01713","568.53442"
"218.80000","6.04876","64.84505","0.01714","568.77039"
"218.89999","6.05177","64.87812","0.01715","569.06049"
"219.00000","6.05389","64.90151","0.01716","569.26569"
"219.10001","6.05629","64.92639","0.01716","569.48389"
"219.20000","6.05914","64.96082","0.01717","569.78589"
"219.30000","6.06135","64.98566","0.01718","570.00378"
"219.39999","6.06365","65.01784","0.01719","570.28601"
"219.50000","6.06668","65.05955","0.01720","570.65186"
"219.60001","6.06912","65.08548","0.01720","570.87927"
"219.70000","6.07118","65.10624","0.01721","571.06140"
"219.80000","6.07397","65.13788","0.01722","571.33887"
"219.89999","6.07660","65.16781","0.01723","571.60144"
"220.00000","6.07865","65.19367","0.01723","571.82825"
"220.10001","6.08129","65.21952","0.01724","572.05499"
"220.20000","6.08403","65.25633","0.01725","572.37787"
"220.30000","6.08617","65.27993","0.01726","572.58484"
"220.39999","6.08868","65.30442","0.01726","572.79968"
"220.50000","6.09164","65.34066","0.01727","573.11755"
"220.60001","6.09379","65.35892","0.01728","573.27765"
"220.70000","6.09615","65.38723","0.01729","573.52600"
"220.80000","6.09917","65.42094","0.01730","573.82166"
"220.89999","6.10154","65.44745","0.01731","574.05420"
"221.00000","6.10371","65.47589","0.01731","574.30365"
"221.10001","6.10662","65.50373","0.01732","574.54785"
"221.20000","6.10908","65.53116","0.01733","574.78845"
"221.30000","6.11121","65.55275","0.01734","574.97784"
"221.39999","6.11406","65.58912","0.01734","575.29681"
"221.50000","6.11686","65.62286","0.01735","575.59283"
"221.60001","6.11873","65.63580","0.01736","575.70624"
"221.70000","6.12135","65.66560","0.01737","575.96771"
"221.80000","6.12433","65.69501","0.01738","576.22565"
"221.89999","6.12629","65.71365","0.01738","576.38916"
"222.00000","6.12872","65.74320","0.01739","576.64832"
"222.10001","6.13170","65.77473","0.01740","576.92480"
"222.20000","6.13387","65.79929","0.01741","577.14026"
"222.30000","6.13605","65.81738","0.01741","577.29889"
"222.39999","6.13906","65.85452","0.01742","577.62469"
"222.50000","6.14154","65.87199","0.01743","577.77789"
"222.60001","6.14353","65.88977","0.01744","577.93390"
"222.70000","6.14640","65.93016","0.01745","578.28821"
"222.80000","6.14929","65.95963","0.01745","578.54669"
"222.89999","6.15119","65.97341","0.01746","578.66754"
"223.00000","6.15380","66.00452","0.01747","578.94043"
"223.10001","6.15679","66.03763","0.01748","579.23077"
"223.20000","6.15882","66.05887","0.01748","579.41711"
"223.30000","6.16117","66.07475","0.01749","579.55646"
"223.39999","6.16435","66.11372","0.01750","579.89825"
"223.50000","6.16648","66.13773","0.01751","580.10883"
"223.60001","6.16858","66.15583","0.01752","580.26758"
"223.70000","6.17155","66.19294","0.01752","580.59308"
"223.80000","6.17416","66.21488","0.01753","580.78552"
"223.89999","6.17611","66.23415","0.01754","580.95453"
"224.00000","6.17881","66.25871","0.01755","581.16992"
"224.10001","6.18163","66.28710","0.01756","581.41901"
"224.20000","6.18367","66.30949","0.01756","581.61536"
"224.30000","6.18618","66.33734","0.01757","581.85968"
"224.39999","6.18909","66.36412","0.01758","582.09454"
"224.50000","6.19135","66.38877","0.01759","582.31073"
"224.60001","6.19367","66.40977","0.01759","582.49493"
"224.70000","6.19668","66.44437","0.01760","582.79840"
"224.80000","6.19906","66.46963","0.01761","583.01996"
"224.89999","6.20125","66.48843","0.01762","583.18494"
"225.00000","6.20412","66.52464","0.01763","583.50244"
"225.10001","6.20660","66.54226","0.01763","583.65704"
"225.20000","6.20884","66.56097","0.01764","583.82117"
"225.30000","6.21154","66.59032","0.01765","584.07861"
"225.39999","6.21418","66.61883","0.01766","584.32861"
"225.50000","6.21632","66.63329","0.01766","584.45544"
"225.60001","6.21890","66.66344","0.01767","584.71997"
"225.70000","6.22164","66.69418","0.01768","584.98950"
"225.80000","6.22384","66.70725","0.01769","585.10425"
"225.89999","6.22635","66.73441","0.01770","585.34241"
"226.00000","6.22901","66.76302","0.01770","585.59332"
"226.10001","6.23133","66.78066","0.01771","585.74811"
"226.20000","6.23384","66.81107","0.01772","586.01483"
"226.30000","6.23651","66.83884","0.01773","586.25842"
"226.39999","6.23884","66.85963","0.01774","586.44080"
"226.50000","6.24124","66.88375","0.01774","586.65234"
"226.60001","6.24413","66.91399","0.01775","586.91760"
"226.70000","6.24646","66.93841","0.01776","587.13171"
"226.80000","6.24875","66.95733","0.01777","587.29773"
"226.89999","6.25153","66.98108","0.01778","587.50604"
"227.00000","6.25403","67.01277","0.01778","587.78400"
"227.10001","6.25621","67.03381","0.01779","587.96857"
"227.20000","6.25903","67.06573","0.01780","588.24854"
"227.30000","6.26176","67.09514","0.01781","588.50647"
"227.39999","6.26368","67.11087","0.01781","588.64447"
"227.50000","6.26627","67.13805","0.01782","588.88281"
"227.60001","6.26921","67.17020","0.01783","589.16479"
"227.70000","6.27125","67.18783","0.01784","589.31946"
"227.80000","6.27361","67.20976","0.01784","589.51184"
"227.89999","6.27657","67.23933","0.01785","589.77118"
"228.00000","6.27891","67.26961","0.01786","590.03674"
"228.10001","6.28106","67.29027","0.01787","590.21796"
"228.20000","6.28397","67.32007","0.01788","590.47937"
"228.30000","6.28662","67.34780","0.01789","590.72260"
"228.39999","6.28857","67.36287","0.01789","590.85480"
"228.50000","6.29134","67.39584","0.01790","591.14392"
"228.60001","6.29435","67.42747","0.01791","591.42139"
"228.70000","6.29621","67.44256","0.01792","591.55377"
"228.80000","6.29872","67.47038","0.01792","591.79773"
"228.89999","6.30180","67.50040","0.01793","592.06116"
"229.00000","6.30388","67.52620","0.01794","592.28741"
"229.10001","6.30614","67.54823","0.01795","592.48059"
"229.20000","6.30937","67.58685","0.01796","592.81940"
"229.30000","6.31163","67.60246","0.01796","592.95624"
"229.39999","6.31363","67.62234","0.01797","593.13068"
"229.50000","6.31658","67.65401","0.01798","593.40845"
"229.60001","6.31921","67.68122","0.01799","593.64709"
"229.70000","6.32114","67.69685","0.01799","593.78418"
"229.80000","6.32376","67.72995","0.01800","594.07452"
"229.89999","6.32669","67.75979","0.01801","594.33624"
"230.00000","6.32875","67.78193","0.01802","594.53046"
"230.10001","6.33113","67.79878","0.01802","594.67828"
"230.20000","6.33414","67.83702","0.01803","595.01367"
"230.30000","6.33635","67.85770","0.01804","595.19507"
"230.39999","6.33866","67.87600","0.01805","595.35559"
"230.50000","6.34163","67.91054","0.01806","595.65851"
"230.60001","6.34405","67.93201","0.01807","595.84686"
"230.70000","6.34623","67.95388","0.01807","596.03870"
"230.80000","6.34899","67.98685","0.01808","596.32788"
"230.89999","6.35163","68.01119","0.01809","596.54138"
"231.00000","6.35374","68.03158","0.01810","596.72015"
"231.10001","6.35651","68.05907","0.01810","596.96136"
"231.20000","6.35910","68.09117","0.01811","597.24286"
"231.30000","6.36123","68.10564","0.01812","597.36981"
"231.39999","6.36386","68.13191","0.01813","597.60022"
"231.50000","6.36657","68.15956","0.01814","597.84277"
"231.60001","6.36876","68.18571","0.01814","598.07208"
"231.70000","6.37119","68.20896","0.01815","598.27606"
"231.80000","6.37400","68.23629","0.01816","598.51575"
"231.89999","6.37631","68.25565","0.01817","598.68561"
"232.00000","6.37868","68.27863","0.01817","598.88715"
"232.10001","6.38150","68.31353","0.01818","599.19324"
"232.20000","6.38387","68.33073","0.01819","599.34406"
"232.30000","6.38621","68.35544","0.01820","599.56085"
"232.39999","6.38908","68.38650","0.01821","599.83325"
"232.50000","6.39159","68.40816","0.01821","600.02325"
"232.60001","6.39370","68.42657","0.01822","600.18481"
"232.70000","6.39648","68.45928","0.01823","600.47168"
"232.80000","6.39916","68.48352","0.01824","600.68427"
"232.89999","6.40127","68.50164","0.01824","600.84320"
"233.00000","6.40400","68.53181","0.01825","601.10779"
"233.10001","6.40682","68.55968","0.01826","601.35229"
"233.20000","6.40881","68.57980","0.01827","601.52875"
"233.30000","6.41132","68.60558","0.01828","601.75488"
"233.39999","6.41427","68.63214","0.01829","601.98785"
"233.50000","6.41635","68.65054","0.01829","602.14917"
"233.60001","6.41859","68.67260","0.01830","602.34271"
"233.70000","6.42151","68.70641","0.01831","602.63922"
"233.80000","6.42400","68.72865","0.01832","602.83429"
"233.89999","6.42606","68.74708","0.01832","602.99597"
"234.00000","6.42895","68.77924","0.01833","603.27808"
"234.10001","6.43167","68.80503","0.01834","603.50433"
"234.20000","6.43361","68.81968","0.01835","603.63281"
"234.30000","6.43637","68.84801","0.01835","603.88129"
"234.39999","6.43937","68.88351","0.01836","604.19263"
"234.50000","6.44127","68.89993","0.01837","604.33667"
"234.60001","6.44366","68.92119","0.01838","604.52313"
"234.70000","6.44683","68.95548","0.01839","604.82397"
"234.80000","6.44896","68.96987","0.01839","604.95013"
"234.89999","6.45111","68.99059","0.01840","605.13184"
"235.00000","6.45423","69.02365","0.01841","605.42188"
"235.10001","6.45664","69.04470","0.01842","605.60651"
"235.20000","6.45865","69.06462","0.01842","605.78125"
"235.30000","6.46149","69.09338","0.01843","606.03351"
"235.39999","6.46414","69.11796","0.01844","606.24908"
"235.50000","6.46606","69.13035","0.01845","606.35773"
"235.60001","6.46866","69.16170","0.01846","606.63269"
"235.70000","6.47167","69.19331","0.01847","606.90997"
"235.80000","6.47374","69.20868","0.01847","607.04480"
"235.89999","6.47617","69.23081","0.01848","607.23895"
"236.00000","6.47909","69.26009","0.01849","607.49579"
"236.10001","6.48138","69.28262","0.01850","607.69336"
"236.20000","6.48370","69.30369","0.01850","607.87811"
"236.30000","6.48670","69.33080","0.01851","608.11597"
"236.39999","6.48903","69.35334","0.01852","608.31366"
"236.50000","6.49116","69.37333","0.01853","608.48895"
"236.60001","6.49402","69.40516","0.01854","608.76819"
"236.70000","6.49676","69.43085","0.01854","608.99347"
"236.80000","6.49880","69.44901","0.01855","609.15283"
"236.89999","6.50147","69.47646","0.01856","609.39355"
"237.00000","6.50427","69.50781","0.01857","609.66858"
"237.10001","6.50638","69.52328","0.01857","609.80426"
"237.20000","6.50883","69.54855","0.01858","610.02582"
"237.30000","6.51168","69.57015","0.01859","610.21533"
"237.39999","6.51382","69.59203","0.01860","610.40729"
"237.50000","6.51618","69.61362","0.01860","610.59668"
"237.60001","6.51902","69.64254","0.01861","610.85028"
"237.70000","6.52140","69.66344","0.01862","611.03363"
"237.80000","6.52373","69.68782","0.01863","611.24744"
"237.89999","6.52652","69.71282","0.01864","611.46674"
"238.00000","6.52893","69.73779","0.01864","611.68573"
"238.10001","6.53127","69.75818","0.01865","611.86456"
"238.20000","6.53410","69.78818","0.01866","612.12769"
"238.30000","6.53651","69.80690","0.01867","612.29193"
"238.39999","6.53868","69.82980","0.01868","612.49280"
"238.50000","6.54148","69.85915","0.01868","612.75024"
"238.60001","6.54415","69.88507","0.01869","612.97760"
"238.70000","6.54627","69.90463","0.01870","613.14917"
"238.80000","6.54897","69.92907","0.01871","613.36353"
"238.89999","6.55175","69.95782","0.01872","613.61572"
"239.00000","6.55377","69.97161","0.01872","613.73663"
"239.10001","6.55631","70.00067","0.01873","613.99152"
"239.20000","6.55921","70.02773","0.01874","614.22888"
"239.30000","6.56126","70.04436","0.01875","614.37469"
"239.39999","6.56351","70.07021","0.01875","614.60144"
"239.50000","6.56655","70.10056","0.01876","614.86761"
"239.60001","6.56898","70.11990","0.01877","615.03729"
"239.70000","6.57103","70.14326","0.01878","615.24219"
"239.80000","6.57398","70.17001","0.01879","615.47681"
"239.89999","6.57667","70.19932","0.01879","615.73389"
"240.00000","6.57862","70.21585","0.01880","615.87891"
"240.10001","6.58135","70.24048","0.01881","616.09497"
"240.20000","6.58438","70.27314","0.01882","616.38141"
"240.30000","6.58617","70.29064","0.01882","616.53491"
"240.39999","6.58864","70.31117","0.01883","616.71503"
"240.50000","6.59201","70.34834","0.01884","617.04095"
"240.60001","6.59397","70.36153","0.01885","617.15674"
"240.70000","6.59612","70.38239","0.01886","617.33966"
"240.80000","6.59929","70.41917","0.01886","617.66223"
"240.89999","6.60171","70.43822","0.01887","617.82935"
"241.00000","6.60361","70.45445","0.01888","617.97174"
"241.10001","6.60652","70.48584","0.01889","618.24707"
"241.20000","6.60924","70.51006","0.01890","618.45947"
"241.30000","6.61105","70.52027","0.01890","618.54907"
"241.39999","6.61366","70.54971","0.01891","618.80731"
"241.50000","6.61680","70.57980","0.01892","619.07117"
"241.60001","6.61880","70.60249","0.01893","619.27020"
"241.70000","6.62106","70.61928","0.01893","619.41748"
"241.80000","6.62414","70.64853","0.01894","619.67407"
"241.89999","6.62644","70.67198","0.01895","619.87976"
"242.00000","6.62860","70.68925","0.01896","620.03125"
"242.10001","6.63150","70.72298","0.01897","620.32703"
"242.20000","6.63409","70.74522","0.01897","620.52216"
"242.30000","6.63616","70.76266","0.01898","620.67511"
"242.39999","6.63894","70.79102","0.01899","620.92389"
"242.50000","6.64178","70.81812","0.01900","621.16150"
"242.60001","6.64379","70.83617","0.01900","621.31982"
"242.70000","6.64635","70.85789","0.01901","621.51038"
"242.80000","6.64919","70.88630","0.01902","621.75958"
"242.89999","6.65136","70.90931","0.01903","621.96143"
"243.00000","6.65379","70.92836","0.01904","622.12848"
"243.10001","6.65652","70.95481","0.01904","622.36053"
"243.20000","6.65879","70.97906","0.01905","622.57318"
"243.30000","6.66123","71.00047","0.01906","622.76093"
"243.39999","6.66404","71.03251","0.01907","623.04199"
"243.50000","6.66635","71.04655","0.01908","623.16516"
"243.60001","6.66870","71.06894","0.01908","623.36157"
"243.70000","6.67145","71.09877","0.01909","623.62323"
"243.80000","6.67392","71.12166","0.01910","623.82397"
"243.89999","6.67620","71.14220","0.01911","624.00415"
"244.00000","6.67899","71.17448","0.01911","624.28723"
"244.10001","6.68153","71.19588","0.01912","624.47504"
"244.20000","6.68368","71.21552","0.01913","624.64728"
"244.30000","6.68653","71.24431","0.01914","624.89978"
"244.39999","6.68927","71.27187","0.01915","625.14148"
"244.50000","6.69125","71.28677","0.01915","625.27216"
"244.60001","6.69388","71.31085","0.01916","625.48340"
"244.70000","6.69684","71.33891","0.01917","625.72949"
"244.80000","6.69885","71.35695","0.01918","625.88776"
"244.89999","6.70129","71.38165","0.01918","626.10443"
"245.00000","6.70432","71.40812","0.01919","626.33661"
"245.10001","6.70637","71.43167","0.01920","626.54315"
"245.20000","6.70859","71.44963","0.01921","626.70068"
"245.30000","6.71163","71.48237","0.01922","626.98785"
