xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	theta	
	 0.72785	 -0.11520	 0.77330	 0.66005	 0.53053	 0.22510	 0.81524	 -0.00917	 0.00000
	 0.55183	 -0.54794	 0.78201	 0.59435	 0.54915	 -0.38559	 0.91396	 -0.86653	 0.00529
	 0.69604	 -0.76964	 0.97070	 0.58158	 0.38646	 -0.40851	 0.87822	 -0.05618	 -0.07286
	 0.55183	 -0.85382	 0.95629	 0.59514	 0.54915	 -0.38559	 0.93652	 -0.86300	 -0.11916
	 0.62754	 -0.13551	 0.91123	 0.66269	 0.72162	 -0.83464	 0.90776	 -0.86577	 0.00000
	 0.53692	 -0.84531	 0.96905	 0.38873	 0.53795	 0.52462	 0.79517	 -0.87976	 -0.09321
	 0.67124	 -0.15821	 0.83016	 0.26920	 0.49955	 0.78687	 0.95053	 -0.33939	 0.00000
	 0.53159	 -0.62178	 0.89053	 0.25232	 0.52652	 0.28968	 0.79802	 -0.18027	 0.00000
	 0.59575	 -0.85192	 0.84543	 0.23989	 0.66182	 0.53427	 0.88965	 -0.23304	 0.00858
	 0.74106	 -0.48724	 0.80887	 0.31282	 0.49770	 0.70899	 0.97155	 -0.04314	 -0.00541
	 0.56563	 -0.62180	 0.85314	 0.00560	 0.65856	 -0.74786	 0.93455	 -0.52350	 -0.14732
	 0.56816	 -0.60062	 0.98797	 0.32414	 0.71954	 -0.71962	 0.93307	 -0.23563	 -0.02051
	 0.38172	 -0.73658	 0.87080	 0.42779	 0.39692	 -0.85226	 0.82412	 -0.10112	 0.00000
	 0.44595	 -0.87010	 0.83025	 0.32851	 0.63062	 0.85940	 0.79429	 -0.36083	 0.00000
	 0.54493	 -0.76650	 0.95483	 0.45945	 0.66783	 -0.50759	 0.95633	 -0.41906	 -0.13245
	 0.64896	 -0.04909	 0.80243	 0.38409	 0.40860	 0.27015	 0.84571	 -0.72311	 0.00000
	 0.48904	 -0.42961	 0.76054	 0.22272	 0.72953	 0.74909	 0.87017	 -0.54102	 0.00000
	 0.40528	 -0.77657	 0.95162	 0.65702	 0.54954	 -0.73182	 0.83357	 -0.53917	 -0.06013
	 0.63130	 -0.70657	 0.91727	 0.34573	 0.58006	 -0.18687	 0.86869	 -0.87598	 -0.17688
	 0.54469	 -0.85719	 0.78558	 0.06933	 0.49718	 -0.57243	 0.86642	 -0.26005	 0.00000
	 0.45508	 -0.31972	 0.98346	 0.45184	 0.73018	 -0.15154	 0.94721	 -0.80798	 0.00000
	 0.73847	 -0.72045	 0.97341	 0.01008	 0.47483	 0.23864	 0.96340	 -0.21882	 0.00014
	 0.59270	 -0.39747	 0.82927	 0.59621	 0.62201	 -0.38825	 0.97057	 -0.54547	 0.00000
	 0.67855	 -0.75098	 0.90223	 0.71370	 0.73134	 0.74456	 0.85815	 -0.37670	 0.00000
	 0.71100	 -0.68176	 0.87954	 0.65369	 0.37732	 -0.28764	 0.87617	 -0.81677	 -0.15643
	 0.46278	 -0.68322	 0.90540	 0.79959	 0.58543	 -0.66058	 0.89039	 -0.80472	 0.00000
	 0.55425	 -0.88095	 0.78238	 0.45558	 0.49718	 -0.12542	 0.86642	 -0.35320	 0.00000
	 0.52399	 -0.85122	 0.95553	 0.64966	 0.54954	 -0.73182	 0.83357	 -0.53917	 -0.12230
	 0.42049	 -0.77067	 0.96943	 0.27083	 0.52201	 0.52462	 0.79517	 -0.87976	 -0.03662
	 0.66552	 -0.06127	 0.80243	 0.38409	 0.47854	 0.22447	 0.87020	 -0.72311	 0.00000
	 0.42677	 -0.62422	 0.76882	 0.75793	 0.40270	 -0.65125	 0.84569	 -0.13922	 0.00325
	 0.59181	 -0.39747	 0.96490	 0.00639	 0.58380	 -0.39268	 0.86500	 -0.58008	 -0.11009
	 0.63130	 -0.70657	 0.91727	 0.34573	 0.59593	 -0.18244	 0.97416	 -0.87598	 -0.07172
	 0.64118	 -0.76980	 0.91727	 0.70983	 0.59593	 -0.18280	 0.86763	 -0.87598	 -0.19056
	 0.65488	 -0.70957	 0.90240	 0.28957	 0.37904	 -0.28728	 0.96610	 -0.81677	 -0.06590
	 0.58090	 -0.85382	 0.94705	 0.59514	 0.56027	 -0.38559	 0.93652	 -0.86300	 -0.12883
	 0.59181	 -0.39747	 0.96490	 0.00639	 0.58380	 -0.45908	 0.86500	 -0.58008	 -0.09735
	 0.62977	 -0.70657	 0.93465	 0.34573	 0.57869	 -0.18742	 0.86752	 -0.87598	 -0.18579
	 0.70425	 -0.77033	 0.91733	 0.65369	 0.60898	 -0.27757	 0.84859	 -0.43455	 -0.17747
	 0.54469	 -0.85718	 0.78558	 0.05828	 0.49540	 -0.56280	 0.86642	 -0.51624	 0.00000
	 0.52399	 -0.85123	 0.95553	 0.66554	 0.54076	 -0.74145	 0.83357	 -0.28298	 -0.11687
	 0.73255	 -0.59652	 0.79472	 0.24175	 0.50432	 0.70899	 0.97041	 -0.05656	 -0.00553
	 0.69109	 -0.77508	 0.97070	 0.58158	 0.38646	 -0.49148	 0.87933	 -0.04276	 -0.08334
	 0.63130	 -0.70657	 0.91850	 0.34573	 0.54927	 -0.72930	 0.86943	 -0.53141	 -0.16172
	 0.40528	 -0.77657	 0.95039	 0.69308	 0.58034	 -0.18932	 0.83284	 -0.88003	 -0.07561
	 0.52265	 -0.84531	 0.96214	 0.41172	 0.52201	 0.52462	 0.79517	 -0.87976	 -0.09196
	 0.53692	 -0.84531	 0.96905	 0.38873	 0.53795	 0.52462	 0.79517	 -0.87976	 -0.09321
	 0.57034	 -0.76650	 0.95131	 0.45945	 0.65733	 -0.50759	 0.94227	 -0.72856	 -0.12906
	 0.70777	 -0.77279	 0.90593	 0.65369	 0.39382	 -0.28971	 0.87371	 -0.42356	 -0.10548
	 0.55364	 -0.61942	 0.85465	 0.00560	 0.65492	 -0.74634	 0.93506	 -0.52110	 -0.13794
	 0.40528	 -0.76400	 0.92107	 0.65702	 0.64320	 -0.70254	 0.80237	 -0.53917	 0.00000
	 0.70272	 -0.77287	 0.93257	 0.65369	 0.60355	 -0.27812	 0.85829	 -0.43329	 -0.16374
	 0.56563	 -0.66905	 0.85465	 0.00560	 0.65856	 -0.63100	 0.93514	 -0.52703	 -0.15451
	 0.70835	 -0.68064	 0.87954	 0.65329	 0.37660	 -0.75152	 0.87617	 -0.83554	 -0.09802
	 0.46185	 -0.65112	 0.95273	 0.45985	 0.65542	 -0.28592	 0.96024	 -0.33151	 -0.09459
	 0.67585	 -0.68176	 0.87954	 0.65369	 0.37591	 -0.28764	 0.87617	 -0.81677	 -0.15263
	 0.63130	 -0.70657	 0.91727	 0.41484	 0.58006	 -0.18687	 0.86615	 -0.83639	 -0.17927
	 0.54493	 -0.76650	 0.95483	 0.45945	 0.66990	 -0.50759	 0.96062	 -0.43295	 -0.13831
	 0.67855	 -0.70105	 0.87937	 0.71370	 0.73948	 0.74456	 0.87467	 -0.37670	 -0.03665
	 0.56605	 -0.62012	 0.84324	 0.00560	 0.65856	 -0.74786	 0.93455	 -0.52350	 -0.14835
	 0.56774	 -0.60230	 0.99259	 0.32414	 0.71954	 -0.67614	 0.93307	 -0.23563	 -0.01817
	 0.69604	 -0.46426	 0.79715	 0.64939	 0.46801	 -0.40852	 0.83250	 -0.05618	 0.00000
	 0.52399	 -0.85122	 0.94324	 0.58106	 0.55872	 -0.73182	 0.89382	 -0.53917	 -0.13645
	 0.47897	 -0.60670	 0.98797	 0.50675	 0.71954	 -0.74921	 0.93351	 -0.23563	 0.00174
	 0.57275	 -0.64503	 0.98777	 0.31716	 0.65542	 -0.79383	 0.93375	 -0.35182	 -0.13089
	 0.56563	 -0.62180	 0.85314	 0.00560	 0.65856	 -0.66432	 0.93455	 -0.52350	 -0.14037
	 0.63130	 -0.70657	 0.91727	 0.34573	 0.58006	 -0.18687	 0.86869	 -0.87598	 -0.17688
	 0.59270	 -0.39747	 0.96490	 0.56157	 0.63842	 -0.38825	 0.97767	 -0.58008	 0.00000
	 0.73847	 -0.72045	 0.83810	 0.00363	 0.47483	 0.35840	 0.96340	 -0.18420	 -0.00162
	 0.73847	 -0.72045	 0.84144	 0.58526	 0.48926	 0.35421	 0.96313	 -0.19646	 -0.00141
	 0.54493	 -0.76650	 0.95148	 0.45543	 0.64098	 -0.52013	 0.96515	 -0.38276	 -0.13826
	 0.54493	 -0.76650	 0.95302	 0.45945	 0.65245	 -0.50759	 0.96671	 -0.41906	 -0.12396
	 0.56563	 -0.62180	 0.85494	 0.00428	 0.63809	 -0.86492	 0.93455	 -0.52350	 -0.08493
	 0.67585	 -0.68256	 0.93383	 0.65294	 0.37591	 -0.31707	 0.84190	 -0.83033	 -0.18009
	 0.62977	 -0.70577	 0.85934	 0.34648	 0.57869	 -0.23369	 0.86837	 -0.87598	 -0.17831
	 0.63130	 -0.70657	 0.91727	 0.34573	 0.58006	 -0.13883	 0.86869	 -0.87598	 -0.16476
	 0.52399	 -0.89639	 0.94324	 0.58106	 0.55872	 -0.73182	 0.89382	 -0.53917	 -0.12064
	 0.56563	 -0.66905	 0.85465	 0.00560	 0.65078	 -0.63100	 0.93514	 -0.52703	 -0.15492
	 0.54493	 -0.76650	 0.95483	 0.45945	 0.66783	 -0.50759	 0.95520	 -0.41906	 -0.13300
	 0.63130	 -0.70657	 0.91850	 0.34573	 0.54927	 -0.72930	 0.86943	 -0.53141	 -0.16172
	 0.71100	 -0.77279	 0.91032	 0.57387	 0.38165	 -0.28764	 0.85438	 -0.81677	 -0.18817
	 0.63130	 -0.70657	 0.91291	 0.34573	 0.54892	 -0.18687	 0.86458	 -0.52616	 -0.12822
	 0.63130	 -0.70657	 0.91850	 0.34573	 0.55916	 -0.72930	 0.86949	 -0.88073	 -0.10867
	 0.56563	 -0.65078	 0.85875	 0.00560	 0.65607	 -0.63100	 0.93514	 -0.51788	 -0.16091
	 0.64118	 -0.76980	 0.91299	 0.70983	 0.59842	 -0.18280	 0.85294	 -0.88076	 -0.21496
	 0.58090	 -0.85382	 0.94705	 0.51427	 0.56027	 -0.38559	 0.93644	 -0.86300	 -0.12692
	 0.57805	 -0.62180	 0.85314	 0.00560	 0.65856	 -0.66432	 0.98243	 -0.52350	 -0.15953
	 0.63378	 -0.68442	 0.90418	 0.46550	 0.58006	 -0.54507	 0.86869	 -0.87598	 -0.16658
	 0.54245	 -0.76650	 0.95265	 0.33968	 0.66990	 -0.14939	 0.96062	 -0.43295	 -0.08715
	 0.70272	 -0.77033	 0.93257	 0.65369	 0.60898	 -0.17314	 0.85838	 -0.43455	 -0.12964
	 0.70425	 -0.75632	 0.91733	 0.65369	 0.60898	 -0.27757	 0.84859	 -0.43455	 -0.17810
	 0.62977	 -0.70657	 0.93465	 0.37842	 0.57869	 -0.17174	 0.86752	 -0.87598	 -0.17973
	 0.70272	 -0.77287	 0.93257	 0.65369	 0.60355	 -0.33770	 0.85132	 -0.43329	 -0.18908
	 0.56563	 -0.62180	 0.90324	 0.00560	 0.65856	 -0.74786	 0.93455	 -0.52350	 -0.14598
	 0.64971	 -0.70657	 0.92628	 0.34573	 0.58006	 -0.15931	 0.86184	 -0.87598	 -0.18406
	 0.56950	 -0.61968	 0.99165	 0.00560	 0.66450	 -0.67784	 0.93455	 -0.55037	 -0.13906
	 0.57275	 -0.64548	 0.83067	 0.31716	 0.65449	 -0.79383	 0.93375	 -0.35182	 0.00000
	 0.61629	 -0.66901	 0.91727	 0.00467	 0.65484	 -0.18107	 0.93701	 -0.87997	 -0.12318
	 0.56563	 -0.84915	 0.85465	 0.76923	 0.59965	 -0.63273	 0.86567	 -0.60158	 0.00000
	 0.56563	 -0.70606	 0.92261	 0.00645	 0.58020	 -0.74786	 0.93455	 -0.88507	 -0.09685
	 0.65447	 -0.68765	 0.86253	 0.35542	 0.65842	 -0.18687	 0.86869	 -0.50710	 -0.15451
	 0.71957	 -0.77279	 0.90359	 0.65413	 0.37949	 -0.28764	 0.85924	 -0.81677	 -0.18319
	 0.62268	 -0.67201	 0.91727	 0.34573	 0.58497	 -0.18687	 0.86910	 -0.88675	 -0.18438
	 0.55364	 -0.77440	 0.85465	 0.00560	 0.65492	 -0.26809	 0.93506	 -0.52110	 -0.14114
	 0.69103	 -0.61535	 0.91733	 0.65369	 0.60898	 -0.75573	 0.84859	 -0.44239	 -0.20851
	 0.71100	 -0.68219	 0.91890	 0.66904	 0.37732	 -0.28764	 0.87617	 -0.81674	 -0.15607
	 0.63130	 -0.70614	 0.87791	 0.39949	 0.58006	 -0.18687	 0.86615	 -0.83642	 -0.17431
	 0.73504	 -0.68176	 0.87632	 0.65485	 0.38492	 -0.13946	 0.87617	 -0.81677	 -0.13276
	 0.63201	 -0.70657	 0.91727	 0.41368	 0.57094	 -0.29391	 0.86615	 -0.83639	 -0.21110
	 0.54573	 -0.85122	 0.95549	 0.44572	 0.65541	 -0.73182	 0.83357	 -0.52809	 -0.10284
	 0.52318	 -0.76650	 0.94111	 0.65937	 0.54709	 -0.31960	 0.96515	 -0.38276	 -0.08400
	 0.58388	 -0.77448	 0.93257	 0.01991	 0.65835	 -0.32023	 0.93778	 -0.43330	 -0.13689
	 0.68446	 -0.61765	 0.88578	 0.65482	 0.60918	 -0.70571	 0.83572	 -0.52248	 -0.23086
	 0.63201	 -0.75391	 0.91727	 0.42127	 0.57094	 -0.06054	 0.86615	 -0.83639	 -0.14496
	 0.56563	 -0.66905	 0.85465	 0.00560	 0.66590	 -0.63100	 0.93514	 -0.52703	 -0.15378
	 0.63733	 -0.70657	 0.91727	 0.34001	 0.58006	 -0.13488	 0.86869	 -0.87899	 -0.17216
	 0.67982	 -0.76980	 0.91299	 0.70983	 0.56959	 -0.18280	 0.85164	 -0.88076	 -0.21864
	 0.62986	 -0.54490	 0.88578	 0.65482	 0.57948	 -0.70571	 0.83572	 -0.52248	 0.00000
	 0.68436	 -0.70577	 0.85934	 0.30957	 0.60839	 -0.23369	 0.86343	 -0.87598	 -0.21720
	 0.69679	 -0.77279	 0.91032	 0.57387	 0.38165	 -0.28764	 0.85184	 -0.81677	 -0.18453
	 0.70425	 -0.75632	 0.91733	 0.65369	 0.65785	 -0.27757	 0.84859	 -0.44842	 -0.21367
	 0.72504	 -0.75632	 0.91733	 0.67989	 0.60898	 -0.27757	 0.84859	 -0.43455	 -0.17810
	 0.69103	 -0.61535	 0.91733	 0.65369	 0.60898	 -0.75573	 0.86552	 -0.44239	 -0.18033
	 0.55456	 -0.68219	 0.85621	 0.65294	 0.65128	 -0.13777	 0.92712	 -0.83033	 0.00000
	 0.68054	 -0.65115	 0.93636	 0.00560	 0.38817	 -0.68772	 0.84993	 -0.51788	 -0.18784
	 0.70272	 -0.77287	 0.93257	 0.65369	 0.60355	 -0.28308	 0.85132	 -0.43329	 -0.17074
	 0.62297	 -0.76980	 0.91727	 0.70983	 0.59593	 -0.18280	 0.86821	 -0.87598	 -0.18332
	 0.64537	 -0.70657	 0.93465	 0.34573	 0.54480	 -0.18887	 0.86752	 -0.87598	 -0.17626
	 0.62977	 -0.70657	 0.93465	 0.37842	 0.57869	 -0.17108	 0.86752	 -0.87598	 -0.17941
	 0.63130	 -0.70657	 0.95258	 0.27450	 0.58006	 -0.13883	 0.86869	 -0.87598	 -0.16653
	 0.62977	 -0.70657	 0.93465	 0.34573	 0.57869	 -0.18742	 0.86752	 -0.87598	 -0.18579
	 0.56563	 -0.66905	 0.85465	 0.00560	 0.65078	 -0.63100	 0.94737	 -0.52703	 -0.16645
	 0.64118	 -0.76980	 0.91727	 0.70983	 0.59593	 -0.18280	 0.85668	 -0.87598	 -0.20874
	 0.70272	 -0.77281	 0.91739	 0.65369	 0.57966	 -0.27225	 0.85848	 -0.83199	 -0.22181
	 0.63130	 -0.70409	 0.93245	 0.41484	 0.54059	 -0.19274	 0.86605	 -0.43852	 -0.11187
	 0.62977	 -0.70669	 0.86931	 0.34648	 0.57869	 -0.23369	 0.86837	 -0.87598	 -0.19310
	 0.70272	 -0.61430	 0.93257	 0.65369	 0.56079	 -0.33770	 0.85314	 -0.43329	 -0.16953
	 0.69087	 -0.77279	 0.91032	 0.65507	 0.38165	 -0.28764	 0.85470	 -0.81677	 -0.18413
	 0.68608	 -0.68176	 0.87954	 0.57249	 0.37727	 -0.29621	 0.87586	 -0.81677	 -0.15799
	 0.68446	 -0.49390	 0.87661	 0.65482	 0.60918	 -0.70571	 0.83572	 -0.62384	 0.00000
	 0.70904	 -0.68176	 0.87954	 0.65369	 0.37732	 -0.28764	 0.87617	 -0.81677	 -0.15562
	 0.63130	 -0.70657	 0.91850	 0.34573	 0.54927	 -0.75215	 0.86943	 -0.53141	 -0.15318
	 0.71957	 -0.77279	 0.90359	 0.65413	 0.37949	 -0.56574	 0.85924	 -0.84252	 -0.13393
	 0.71957	 -0.83274	 0.90359	 0.65412	 0.61415	 -0.29889	 0.85924	 -0.44369	 -0.17558
	 0.69103	 -0.61535	 0.91733	 0.65371	 0.38024	 -0.61643	 0.84859	 -0.81505	 -0.13522
	 0.64283	 -0.65078	 0.91768	 0.00013	 0.65607	 -0.63100	 0.93514	 -0.51788	 -0.20226
	 0.56471	 -0.77081	 0.85833	 0.34573	 0.58006	 -0.18687	 0.86869	 -0.87598	 0.00000
	 0.63201	 -0.64330	 0.91727	 0.41368	 0.57094	 -0.43998	 0.86615	 -0.83639	 -0.19132
	 0.71100	 -0.79211	 0.90240	 0.65369	 0.37904	 -0.28764	 0.86442	 -0.83837	 -0.17842
	 0.74220	 -0.68219	 0.91889	 0.68322	 0.37732	 -0.28764	 0.87617	 -0.84674	 -0.15497
	 0.64118	 -0.76980	 0.91300	 0.70870	 0.59842	 -0.18280	 0.84838	 -0.81025	 -0.21265
	 0.62268	 -0.67201	 0.91727	 0.34573	 0.58520	 -0.18687	 0.86910	 -0.88644	 -0.18440
	 0.64971	 -0.70657	 0.92628	 0.34573	 0.57982	 -0.24114	 0.86184	 -0.87629	 -0.20773
	 0.62268	 -0.67201	 0.91727	 0.34573	 0.56864	 -0.18687	 0.86910	 -0.83170	 -0.17384
	 0.68054	 -0.65115	 0.93636	 0.00560	 0.38817	 -0.68772	 0.84993	 -0.51788	 -0.18784
	 0.69087	 -0.79097	 0.91032	 0.65507	 0.38165	 -0.28764	 0.85470	 -0.85144	 -0.17637
	 0.69614	 -0.76800	 0.91032	 0.57387	 0.37882	 -0.26644	 0.84381	 -0.83510	 -0.18844
	 0.70272	 -0.77287	 0.93721	 0.64465	 0.59027	 -0.33770	 0.85132	 -0.43329	 -0.18224
	 0.70272	 -0.77281	 0.91739	 0.65369	 0.57966	 -0.27225	 0.84467	 -0.83199	 -0.25221
	 0.68003	 -0.65346	 0.93636	 0.67061	 0.38817	 -0.29984	 0.84993	 -0.51611	 -0.14862
	 0.71151	 -0.77049	 0.90240	 0.01077	 0.37904	 -0.67552	 0.85965	 -0.81846	 -0.12214
	 0.67764	 -0.62122	 0.88495	 0.33559	 0.60918	 -0.67433	 0.87603	 -0.88413	 -0.13869
	 0.64971	 -0.86647	 0.92710	 0.66495	 0.57979	 -0.24114	 0.83759	 -0.50809	 -0.17834
	 0.63201	 -0.70657	 0.93432	 0.41368	 0.56947	 -0.29391	 0.86515	 -0.83639	 -0.20179
	 0.64118	 -0.76980	 0.91727	 0.70983	 0.57647	 -0.18280	 0.85629	 -0.87598	 -0.20232
	 0.67982	 -0.76980	 0.91299	 0.70983	 0.56959	 -0.18280	 0.85164	 -0.88076	 -0.21864
	 0.61780	 -0.72704	 0.91299	 0.70983	 0.59842	 -0.18280	 0.85294	 -0.88403	 -0.17832
	 0.70272	 -0.77281	 0.91739	 0.51706	 0.57966	 -0.27225	 0.85470	 -0.83199	 -0.22923
	 0.62977	 -0.70657	 0.93465	 0.38318	 0.57869	 -0.17108	 0.87045	 -0.87598	 -0.16939
	 0.72489	 -0.77003	 0.91327	 0.65413	 0.37949	 -0.13330	 0.85887	 -0.81600	 -0.16465
	 0.63581	 -0.73636	 0.90333	 0.70870	 0.60126	 -0.28375	 0.84875	 -0.81101	 -0.20098
	 0.66911	 -0.69113	 0.91300	 0.72043	 0.59495	 -0.18280	 0.86631	 -0.81025	 -0.17890
	 0.64118	 -0.76980	 0.91727	 0.70983	 0.59599	 -0.18280	 0.84971	 -0.87598	 -0.22598
	 0.62977	 -0.70577	 0.85934	 0.34648	 0.57869	 -0.23369	 0.86837	 -0.87598	 -0.17831
	 0.62977	 -0.70669	 0.86488	 0.34648	 0.57869	 -0.23369	 0.86837	 -0.87598	 -0.17985
	 0.69103	 -0.58590	 0.91733	 0.77718	 0.59787	 -0.75573	 0.86475	 -0.44806	 -0.17958
	 0.62268	 -0.67201	 0.91727	 0.34573	 0.58497	 -0.18687	 0.86910	 -0.88675	 -0.18438
	 0.69103	 -0.61535	 0.91733	 0.67008	 0.60898	 -0.75573	 0.84859	 -0.44239	 -0.20898
	 0.71100	 -0.77279	 0.91032	 0.57387	 0.38052	 -0.28764	 0.85438	 -0.81677	 -0.18305
	 0.62977	 -0.76764	 0.87841	 0.40955	 0.57869	 -0.23369	 0.86837	 -0.87598	 -0.19731
	 0.68436	 -0.70577	 0.85934	 0.25549	 0.60839	 -0.23369	 0.86343	 -0.87598	 -0.21418
	 0.70425	 -0.77099	 0.91733	 0.63919	 0.66455	 -0.27757	 0.84859	 -0.44842	 -0.22082
	 0.62268	 -0.67201	 0.91727	 0.34573	 0.58497	 -0.18687	 0.86910	 -0.88675	 -0.18438
	 0.70272	 -0.77287	 0.93257	 0.65369	 0.60355	 -0.32929	 0.86287	 -0.43329	 -0.17037
	 0.67982	 -0.76980	 0.91299	 0.70983	 0.56959	 -0.18280	 0.85164	 -0.88076	 -0.21864
	 0.71100	 -0.77279	 0.90561	 0.71193	 0.37904	 -0.28305	 0.85965	 -0.81804	 -0.18121
	 0.64118	 -0.76980	 0.90164	 0.65602	 0.59593	 -0.18739	 0.86763	 -0.87470	 -0.19185
	 0.71100	 -0.81205	 0.91032	 0.57387	 0.38165	 -0.48848	 0.85438	 -0.77675	 -0.15993
	 0.62977	 -0.70657	 0.93465	 0.25149	 0.57869	 -0.09374	 0.86752	 -0.87598	 -0.15766
	 0.63169	 -0.70568	 0.86090	 0.42531	 0.60839	 -0.23369	 0.81344	 -0.87598	 -0.17267
