# This file contains the data of final population
# of objectives = 1, # of constraints = 0, # of real_var = 8, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-4.498269e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.593744e-001	8.187166e-001	-5.719241e-001	0.000000e+000	1	1.000000e+014
-4.495203e-001	6.817445e-001	-5.219235e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.567354e-001	8.187166e-001	-5.645100e-001	0.000000e+000	2	1.000000e+014
-4.486181e-001	6.807541e-001	-5.218799e-001	9.014797e-001	8.420096e-001	6.958270e-001	-4.563106e-001	8.187166e-001	-5.645100e-001	0.000000e+000	3	1.000000e+014
-4.486181e-001	6.807541e-001	-5.218799e-001	9.014797e-001	8.420096e-001	6.958270e-001	-4.563106e-001	8.187166e-001	-5.645100e-001	0.000000e+000	3	1.000000e+014
-4.485687e-001	6.817445e-001	-5.208431e-001	9.011888e-001	8.107806e-001	6.985087e-001	-5.831128e-001	8.204459e-001	-4.749960e-001	0.000000e+000	4	1.000000e+014
-4.485250e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.166496e-001	8.187166e-001	-5.719241e-001	0.000000e+000	5	1.000000e+014
-4.485250e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.166496e-001	8.187166e-001	-5.719241e-001	0.000000e+000	5	1.000000e+014
-4.485052e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958871e-001	-4.166496e-001	8.187166e-001	-5.674487e-001	0.000000e+000	6	1.000000e+014
-4.484953e-001	6.817445e-001	-5.219235e-001	9.029895e-001	8.726738e-001	6.949788e-001	-4.428796e-001	8.187166e-001	-5.645100e-001	0.000000e+000	7	1.000000e+014
-4.483971e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.166496e-001	8.187166e-001	-5.645100e-001	0.000000e+000	8	0.000000e+000
-4.483971e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.166496e-001	8.187166e-001	-5.645100e-001	0.000000e+000	8	1.000000e+014
-4.483971e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.166496e-001	8.187166e-001	-5.645100e-001	0.000000e+000	8	0.000000e+000
-4.483971e-001	6.817445e-001	-5.216475e-001	9.029895e-001	8.726738e-001	6.958111e-001	-4.166496e-001	8.187166e-001	-5.645100e-001	0.000000e+000	8	0.000000e+000
-4.480338e-001	6.821910e-001	-5.218758e-001	9.006922e-001	8.418875e-001	6.966016e-001	-4.563106e-001	8.186535e-001	-5.783313e-001	0.000000e+000	9	1.000000e+014
-4.477943e-001	6.817445e-001	-5.208431e-001	9.015701e-001	8.422596e-001	6.958884e-001	-6.116259e-001	8.204087e-001	-4.992432e-001	0.000000e+000	10	1.000000e+014
-4.477891e-001	6.807541e-001	-5.218799e-001	9.014797e-001	8.420096e-001	6.958270e-001	-4.563106e-001	8.198390e-001	-5.645100e-001	0.000000e+000	11	1.000000e+014
-4.477391e-001	6.821910e-001	-5.218758e-001	9.006922e-001	8.418875e-001	6.966016e-001	-4.563106e-001	8.186535e-001	-5.600515e-001	0.000000e+000	12	1.000000e+014
