xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	theta	
	0.452102119253	-0.683217938433	0.89225805201	0.79959454484	0.559841481136	-0.660579929064	0.884617373625	0.203691046833	 0.00000
	0.395554944869	-0.876107189329	0.847028245762	0.328509448234	0.60049824818	0.859395518705	0.82455322234	0.178334209903	 0.00000
	0.641631584321	-0.750977877315	0.877730351203	0.713701519874	0.695147635737	0.744560940429	0.87479485945	0.146606986011	 -0.01613
	0.438783568788	-0.319721351554	0.944354869975	0.0652261040553	0.68698557913	-0.598550177341	0.920134201081	0.38899186662	 0.00000
	0.416129306556	-0.77657347663	0.925569221949	0.657018896469	0.528315296123	-0.731822898669	0.84910644468	-0.178334209903	 -0.20403
	0.696541807866	-0.601955754629	0.824826199031	0.312819670172	0.482778195519	0.708987371632	0.935343956391	0.813727196794	 0.00000
	0.495330743172	-0.76200005706	0.840445032153	0.86995324705	0.478633583615	0.779346073842	0.878169604616	-0.694228959327	 0.00000
	0.530321757027	-0.853820786852	0.92580830342	0.595144600052	0.527972332891	-0.385586289331	0.89934808179	-0.83306131453	 -0.17380
	0.694267443879	-0.720447745949	0.85193950285	0.581235064068	0.462687039637	0.354206733206	0.930250131492	0.531597052419	 -0.03311
	0.49358244821	-0.428968673045	0.802768239422	0.535295161743	0.558840265476	-0.873139806612	0.901268965593	0.0547862562185	 0.00000
	0.532447127918	-0.880953109092	0.818185040794	0.455580311278	0.482318436118	-0.12542184405	0.869634675082	-0.720085638731	 0.00000
	0.652799203677	-0.422533357582	0.818821403053	0.402853486598	0.393710257171	0.367459056891	0.81815377983	0.0644914383223	 0.00000
	0.635207649689	-0.158211656783	0.846975543126	0.269198524073	0.484404973372	0.786867003406	0.904268300486	0.221213629662	 0.00000
	0.630183775081	-0.0490936438578	0.829645843952	0.384092725643	0.4045130874	0.270154939695	0.856694101343	-0.546221778683	 0.00000
	0.475166147649	-0.417783818267	0.803460367414	0.205393835478	0.686407403051	0.749093327505	0.86697991834	-0.182045551716	 0.00000
	0.544667576679	-0.600618194686	0.945604520692	0.324135748034	0.677635409285	-0.719622553412	0.911295891574	0.428737130386	 -0.25937
	0.398726112362	-0.542579901966	0.820833899023	0.700746215787	0.564903004719	0.684631316524	0.81597380385	0.584315560498	 0.00000
	0.639234774071	-0.0266358704547	0.846071218487	0.181895242498	0.539467726292	-0.569178966235	0.861235098741	-0.663021163448	 0.00000
	0.571112129936	-0.796528318717	0.813030982617	0.309593780411	0.436697780347	-0.115886008266	0.808799946744	-0.745160443952	 0.00000
	0.453054231077	-0.0882215739615	0.829660704072	0.142687285915	0.411011646334	0.436582313138	0.90180332311	-0.682502848214	 0.00000
	0.499997887824	-0.489271403902	0.933305551204	0.129628381654	0.438105644035	0.518957036421	0.826482293305	0.778272874587	 -0.11298
	0.670132688934	-0.772792060227	0.892127530314	0.653691272021	0.378547019007	-0.287644912644	0.865404815976	-0.733536746103	 -0.19698
