Plot 1 FLIR A320(30 Hz)EIP - 48200894

				Image.Max.
Emissivity				0.949999988079071
Distance				1
Reflected temperature				19.999993896484398
Location X				
Location Y				
Size X				
Size Y				
Surface (pixels)				76800

Date	Time	Milliseconds	Relative time	Image.Max.
15/07/2016	20:19:11	860	306,959	30,0865497589111
15/07/2016	20:19:12	042	307,141	30,1255321502686
15/07/2016	20:19:12	178	307,277	30,0816764831543
15/07/2016	20:19:12	484	307,583	30,1011695861816
15/07/2016	20:19:12	858	307,957	30,1060428619385
15/07/2016	20:19:13	023	308,122	30,0621776580811
15/07/2016	20:19:13	453	308,552	30,0329265594482
15/07/2016	20:19:13	834	308,933	30,0865497589111
15/07/2016	20:19:13	991	309,09	30,0768013000488
15/07/2016	20:19:14	181	309,28	30,0865497589111
15/07/2016	20:19:14	575	309,674	30,1255321502686
15/07/2016	20:19:14	880	309,979	30,1352767944336
15/07/2016	20:19:15	313	310,412	30,1060428619385
15/07/2016	20:19:15	661	310,76	30,071928024292
15/07/2016	20:19:15	846	310,945	30,0768013000488
15/07/2016	20:19:16	047	311,146	30,1109161376953
15/07/2016	20:19:16	431	311,53	30,1109161376953
15/07/2016	20:19:16	686	311,785	30,1401481628418
15/07/2016	20:19:16	845	311,944	30,14501953125
15/07/2016	20:19:17	335	312,434	30,1498908996582
15/07/2016	20:19:17	750	312,849	30,1985912322998
15/07/2016	20:19:17	991	313,09	30,1401481628418
15/07/2016	20:19:18	385	313,484	30,1645030975342
15/07/2016	20:19:18	561	313,66	30,1206607818604
15/07/2016	20:19:18	848	313,947	30,1157875061035
15/07/2016	20:19:19	351	314,45	30,1109161376953
15/07/2016	20:19:19	647	314,746	30,1547622680664
15/07/2016	20:19:19	891	314,99	30,14501953125
15/07/2016	20:19:20	235	315,334	30,1255321502686
15/07/2016	20:19:20	560	315,659	30,1206607818604
15/07/2016	20:19:20	756	315,855	30,1693725585938
15/07/2016	20:19:20	852	315,951	30,2083282470703
15/07/2016	20:19:21	227	316,326	30,174243927002
15/07/2016	20:19:21	372	316,471	30,174243927002
15/07/2016	20:19:21	565	316,664	30,1937217712402
15/07/2016	20:19:21	957	317,056	30,159631729126
15/07/2016	20:19:22	119	317,218	30,1985912322998
15/07/2016	20:19:22	480	317,579	30,1693725585938
15/07/2016	20:19:22	917	318,016	30,1547622680664
15/07/2016	20:19:23	084	318,183	30,174243927002
15/07/2016	20:19:23	425	318,524	30,1401481628418
15/07/2016	20:19:23	709	318,808	30,1985912322998
15/07/2016	20:19:23	845	318,944	30,1304054260254
15/07/2016	20:19:23	981	319,08	30,1060428619385
15/07/2016	20:19:24	210	319,309	30,1401481628418
15/07/2016	20:19:24	532	319,631	30,1693725585938
15/07/2016	20:19:25	003	320,102	30,1401481628418
15/07/2016	20:19:25	286	320,385	30,1401481628418
15/07/2016	20:19:25	401	320,5	30,1693725585938
15/07/2016	20:19:25	557	320,656	30,174243927002
15/07/2016	20:19:25	946	321,045	30,1791133880615
15/07/2016	20:19:26	078	321,177	30,14501953125
15/07/2016	20:19:26	489	321,588	30,2034587860107
15/07/2016	20:19:26	706	321,805	30,2570037841797
15/07/2016	20:19:27	095	322,194	30,2472705841064
15/07/2016	20:19:27	274	322,373	30,2570037841797
15/07/2016	20:19:27	608	322,707	30,2667369842529
15/07/2016	20:19:27	762	322,861	30,1985912322998
15/07/2016	20:19:28	127	323,226	30,2521362304688
15/07/2016	20:19:28	259	323,358	30,2764682769775
15/07/2016	20:19:28	450	323,549	30,2667369842529
15/07/2016	20:19:28	676	323,775	30,2083282470703
15/07/2016	20:19:28	778	323,877	30,1985912322998
15/07/2016	20:19:29	184	324,283	30,1401481628418
15/07/2016	20:19:29	619	324,718	30,1888523101807
15/07/2016	20:19:29	823	324,922	30,1839828491211
15/07/2016	20:19:30	010	325,109	30,1304054260254
15/07/2016	20:19:30	339	325,438	30,1791133880615
15/07/2016	20:19:30	704	325,803	30,2667369842529
15/07/2016	20:19:30	952	326,051	30,1791133880615
15/07/2016	20:19:31	175	326,274	30,1401481628418
15/07/2016	20:19:31	636	326,735	30,2131958007813
15/07/2016	20:19:31	967	327,066	30,1937217712402
15/07/2016	20:19:32	354	327,453	30,1206607818604
15/07/2016	20:19:32	543	327,642	30,159631729126
15/07/2016	20:19:32	702	327,801	30,2083282470703
15/07/2016	20:19:33	164	328,263	30,1401481628418
15/07/2016	20:19:33	596	328,695	30,1547622680664
15/07/2016	20:19:33	648	328,747	30,0670528411865
15/07/2016	20:19:33	872	328,971	30,1304054260254
15/07/2016	20:19:34	311	329,41	30,2278003692627
15/07/2016	20:19:34	471	329,57	30,1839828491211
15/07/2016	20:19:34	866	329,965	30,1547622680664
15/07/2016	20:19:35	111	330,21	30,174243927002
15/07/2016	20:19:35	184	330,283	30,1791133880615
15/07/2016	20:19:35	605	330,704	30,1401481628418
15/07/2016	20:19:35	765	330,864	30,1645030975342
15/07/2016	20:19:35	975	331,074	30,1206607818604
15/07/2016	20:19:36	075	331,174	30,1791133880615
15/07/2016	20:19:36	455	331,554	30,1547622680664
15/07/2016	20:19:36	629	331,728	30,1985912322998
15/07/2016	20:19:36	837	331,936	30,2229328155518
15/07/2016	20:19:37	245	332,344	30,2667369842529
15/07/2016	20:19:37	430	332,529	30,2278003692627
15/07/2016	20:19:37	774	332,873	30,2278003692627
15/07/2016	20:19:37	874	332,973	30,2910633087158
15/07/2016	20:19:38	276	333,375	30,2667369842529
15/07/2016	20:19:38	613	333,712	30,2472705841064
15/07/2016	20:19:38	793	333,892	30,2131958007813
15/07/2016	20:19:39	159	334,258	30,2229328155518
15/07/2016	20:19:39	488	334,587	30,2521362304688
15/07/2016	20:19:39	597	334,696	30,2229328155518
15/07/2016	20:19:40	054	335,153	30,2472705841064
15/07/2016	20:19:40	242	335,341	30,2375354766846
15/07/2016	20:19:40	515	335,614	30,3007946014404
15/07/2016	20:19:40	898	335,997	30,3299789428711
15/07/2016	20:19:40	981	336,08	30,2910633087158
15/07/2016	20:19:41	158	336,257	30,2959289550781
15/07/2016	20:19:41	564	336,663	30,2764682769775
15/07/2016	20:19:41	923	337,022	30,3299789428711
15/07/2016	20:19:42	058	337,157	30,3007946014404
15/07/2016	20:19:42	176	337,275	30,3299789428711
15/07/2016	20:19:42	386	337,485	30,3494300842285
15/07/2016	20:19:42	546	337,645	30,3251152038574
15/07/2016	20:19:43	176	338,275	30,3348407745361
15/07/2016	20:19:43	620	338,719	30,2764682769775
15/07/2016	20:19:44	003	339,102	30,4223461151123
15/07/2016	20:19:44	151	339,25	30,2910633087158
15/07/2016	20:19:44	651	339,75	30,3105220794678
15/07/2016	20:19:44	874	339,973	30,3591556549072
15/07/2016	20:19:45	180	340,279	30,3980464935303
15/07/2016	20:19:45	367	340,466	30,3202514648438
15/07/2016	20:19:45	719	340,818	30,3494300842285
15/07/2016	20:19:45	844	340,943	30,4369239807129
15/07/2016	20:19:46	051	341,15	30,3542919158936
15/07/2016	20:19:46	376	341,475	30,3737411499023
15/07/2016	20:19:46	516	341,615	30,3494300842285
15/07/2016	20:19:46	911	342,01	30,4369239807129
15/07/2016	20:19:47	053	342,152	30,3834629058838
15/07/2016	20:19:47	240	342,339	30,3883247375488
15/07/2016	20:19:47	578	342,677	30,3251152038574
15/07/2016	20:19:47	692	342,791	30,3251152038574
15/07/2016	20:19:47	890	342,989	30,3494300842285
15/07/2016	20:19:48	193	343,292	30,2959289550781
15/07/2016	20:19:48	303	343,402	30,3007946014404
15/07/2016	20:19:48	470	343,569	30,2716026306152
15/07/2016	20:19:48	887	343,986	30,2570037841797
15/07/2016	20:19:49	293	344,392	30,3105220794678
15/07/2016	20:19:49	464	344,563	30,3299789428711
15/07/2016	20:19:49	912	345,011	30,3056583404541
15/07/2016	20:19:50	007	345,106	30,3591556549072
15/07/2016	20:19:50	194	345,293	30,3251152038574
15/07/2016	20:19:50	343	345,442	30,3397045135498
15/07/2016	20:19:50	610	345,709	30,485502243042
15/07/2016	20:19:50	792	345,891	30,4660739898682
15/07/2016	20:19:51	205	346,304	30,4126262664795
15/07/2016	20:19:51	290	346,389	30,4223461151123
15/07/2016	20:19:51	499	346,598	30,4126262664795
15/07/2016	20:19:51	657	346,756	30,4806461334229
15/07/2016	20:19:52	061	347,16	30,4466419219971
15/07/2016	20:19:52	341	347,44	30,3883247375488
15/07/2016	20:19:52	724	347,823	30,4029064178467
15/07/2016	20:19:53	043	348,142	30,3786029815674
15/07/2016	20:19:53	393	348,492	30,3640174865723
15/07/2016	20:19:53	709	348,808	30,3688793182373
15/07/2016	20:19:53	775	348,874	30,3834629058838
15/07/2016	20:19:54	002	349,101	30,4563579559326
15/07/2016	20:19:54	324	349,423	30,3737411499023
15/07/2016	20:19:54	538	349,637	30,3786029815674
15/07/2016	20:19:54	709	349,808	30,4417819976807
15/07/2016	20:19:55	059	350,158	30,3688793182373
15/07/2016	20:19:55	408	350,507	30,3737411499023
15/07/2016	20:19:55	479	350,578	30,3980464935303
15/07/2016	20:19:55	935	351,034	30,3542919158936
15/07/2016	20:19:56	090	351,189	30,4174861907959
15/07/2016	20:19:56	463	351,562	30,4077663421631
15/07/2016	20:19:56	669	351,768	30,4272060394287
15/07/2016	20:19:57	025	352,124	30,4903602600098
15/07/2016	20:19:57	294	352,393	30,4320640563965
15/07/2016	20:19:57	582	352,681	30,4417819976807
15/07/2016	20:19:57	894	352,993	30,4029064178467
15/07/2016	20:19:58	058	353,157	30,4320640563965
15/07/2016	20:19:58	429	353,528	30,4126262664795
15/07/2016	20:19:58	579	353,678	30,3834629058838
15/07/2016	20:19:58	932	354,031	30,4514999389648
15/07/2016	20:19:59	100	354,199	30,4272060394287
15/07/2016	20:19:59	484	354,583	30,4660739898682
15/07/2016	20:19:59	578	354,677	30,3834629058838
15/07/2016	20:19:59	811	354,91	30,3445682525635
15/07/2016	20:20:00	280	355,379	30,4077663421631
15/07/2016	20:20:00	460	355,559	30,4563579559326
15/07/2016	20:20:00	716	355,815	30,3688793182373
15/07/2016	20:20:01	141	356,24	30,3445682525635
15/07/2016	20:20:01	265	356,364	30,4223461151123
15/07/2016	20:20:01	660	356,759	30,3931846618652
15/07/2016	20:20:01	782	356,881	30,3834629058838
15/07/2016	20:20:02	166	357,265	30,3931846618652
15/07/2016	20:20:02	430	357,529	30,3737411499023
15/07/2016	20:20:02	916	358,015	30,4320640563965
15/07/2016	20:20:03	027	358,126	30,4320640563965
15/07/2016	20:20:03	234	358,333	30,4612159729004
15/07/2016	20:20:03	581	358,68	30,4514999389648
15/07/2016	20:20:03	719	358,818	30,500072479248
15/07/2016	20:20:04	063	359,162	30,4757881164551
15/07/2016	20:20:04	485	359,584	30,500072479248
15/07/2016	20:20:04	584	359,683	30,5146408081055
15/07/2016	20:20:05	141	360,24	30,5534782409668
15/07/2016	20:20:05	526	360,625	30,7087020874023
15/07/2016	20:20:05	958	361,057	30,7135486602783
15/07/2016	20:20:06	084	361,183	30,7426300048828
15/07/2016	20:20:06	237	361,336	30,7910804748535
15/07/2016	20:20:06	610	361,709	30,7862358093262
15/07/2016	20:20:06	753	361,852	30,7765464782715
15/07/2016	20:20:07	251	362,35	30,7571659088135
15/07/2016	20:20:07	668	362,767	30,6408176422119
15/07/2016	20:20:07	899	362,998	30,6020088195801
15/07/2016	20:20:08	071	363,17	30,6214141845703
15/07/2016	20:20:08	760	363,859	30,6456680297852
15/07/2016	20:20:09	092	364,191	30,6456680297852
15/07/2016	20:20:09	227	364,326	30,7135486602783
15/07/2016	20:20:09	484	364,583	30,6747646331787
15/07/2016	20:20:09	873	364,972	30,6165637969971
15/07/2016	20:20:09	925	365,024	30,6262664794922
15/07/2016	20:20:10	299	365,398	30,6796131134033
15/07/2016	20:20:10	998	366,097	30,7426300048828
15/07/2016	20:20:11	194	366,293	30,7426300048828
15/07/2016	20:20:11	369	366,468	30,7910804748535
15/07/2016	20:20:11	732	366,831	30,7959232330322
15/07/2016	20:20:11	999	367,098	30,9217929840088
15/07/2016	20:20:12	234	367,333	30,7765464782715
15/07/2016	20:20:12	691	367,79	30,8685569763184
15/07/2016	20:20:13	108	368,207	30,7329368591309
15/07/2016	20:20:13	265	368,364	30,7959232330322
15/07/2016	20:20:13	530	368,629	30,7765464782715
15/07/2016	20:20:13	707	368,806	30,7523212432861
15/07/2016	20:20:14	108	369,207	30,8056106567383
15/07/2016	20:20:14	408	369,507	30,9604949951172
15/07/2016	20:20:14	763	369,862	30,849193572998
15/07/2016	20:20:15	261	370,36	30,9363079071045
15/07/2016	20:20:15	401	370,5	30,9701690673828
15/07/2016	20:20:15	858	370,957	31,0040187835693
15/07/2016	20:20:16	112	371,211	30,994348526001
15/07/2016	20:20:16	247	371,346	31,0281925201416
15/07/2016	20:20:16	777	371,876	31,0620269775391
15/07/2016	20:20:16	984	372,083	31,5635375976563
15/07/2016	20:20:17	179	372,278	31,5587253570557
15/07/2016	20:20:17	581	372,68	31,5202236175537
15/07/2016	20:20:17	939	373,038	31,5057811737061
15/07/2016	20:20:18	238	373,337	31,5346641540527
15/07/2016	20:20:18	454	373,553	31,5442886352539
15/07/2016	20:20:18	655	373,754	31,5442886352539
15/07/2016	20:20:19	117	374,216	31,4190940856934
15/07/2016	20:20:19	223	374,322	31,4479961395264
15/07/2016	20:20:19	398	374,497	31,3660850524902
15/07/2016	20:20:19	591	374,69	31,3660850524902
15/07/2016	20:20:20	018	375,117	31,3757247924805
15/07/2016	20:20:20	327	375,426	31,4479961395264
15/07/2016	20:20:20	661	375,76	31,4720764160156
15/07/2016	20:20:20	835	375,934	31,5057811737061
15/07/2016	20:20:21	007	376,106	31,5924053192139
15/07/2016	20:20:21	579	376,678	31,5250377655029
15/07/2016	20:20:21	719	376,818	31,6356925964355
15/07/2016	20:20:22	081	377,18	31,616455078125
15/07/2016	20:20:22	218	377,317	31,5635375976563
15/07/2016	20:20:22	405	377,504	31,5491008758545
15/07/2016	20:20:22	776	377,875	31,6356925964355
15/07/2016	20:20:22	923	378,022	31,7366352081299
15/07/2016	20:20:23	194	378,293	31,6356925964355
15/07/2016	20:20:23	605	378,704	31,5587253570557
15/07/2016	20:20:23	886	378,985	31,6116466522217
15/07/2016	20:20:23	983	379,082	31,6645431518555
15/07/2016	20:20:24	399	379,498	31,621265411377
15/07/2016	20:20:24	664	379,763	31,5250377655029
15/07/2016	20:20:24	822	379,921	31,5491008758545
15/07/2016	20:20:25	011	380,11	31,5731620788574
15/07/2016	20:20:25	403	380,502	31,5250377655029
15/07/2016	20:20:25	562	380,661	31,4576301574707
15/07/2016	20:20:25	977	381,076	31,4865226745605
15/07/2016	20:20:26	158	381,257	31,4672622680664
15/07/2016	20:20:26	328	381,427	31,4961528778076
15/07/2016	20:20:26	795	381,894	31,5298500061035
15/07/2016	20:20:27	051	382,15	31,4239120483398
15/07/2016	20:20:27	258	382,357	31,4865226745605
15/07/2016	20:20:27	692	382,791	31,4479961395264
15/07/2016	20:20:27	864	382,963	31,4865226745605
15/07/2016	20:20:28	244	383,343	31,5202236175537
15/07/2016	20:20:28	402	383,501	31,4768924713135
15/07/2016	20:20:28	817	383,916	31,5298500061035
15/07/2016	20:20:28	914	384,013	31,5924053192139
15/07/2016	20:20:29	068	384,167	31,4624462127686
15/07/2016	20:20:29	369	384,468	31,621265411377
15/07/2016	20:20:29	761	384,86	31,5346641540527
15/07/2016	20:20:29	934	385,033	31,5105953216553
15/07/2016	20:20:30	296	385,395	31,4913387298584
15/07/2016	20:20:30	488	385,587	31,4576301574707
15/07/2016	20:20:30	859	385,958	31,4720764160156
15/07/2016	20:20:31	191	386,29	31,4142761230469
15/07/2016	20:20:31	448	386,547	31,4768924713135
15/07/2016	20:20:31	585	386,684	31,5731620788574
15/07/2016	20:20:32	011	387,11	31,5250377655029
15/07/2016	20:20:32	225	387,324	31,5202236175537
15/07/2016	20:20:32	375	387,474	31,5779724121094
15/07/2016	20:20:32	762	387,861	31,5105953216553
15/07/2016	20:20:32	915	388,014	31,5009670257568
15/07/2016	20:20:33	183	388,282	31,4913387298584
15/07/2016	20:20:33	351	388,45	31,4046382904053
15/07/2016	20:20:33	747	388,846	31,3901824951172
15/07/2016	20:20:33	909	389,008	31,4142761230469
15/07/2016	20:20:34	309	389,408	31,3709049224854
15/07/2016	20:20:34	432	389,531	31,3950023651123
15/07/2016	20:20:34	582	389,681	31,3950023651123
15/07/2016	20:20:34	960	390,059	31,3419818878174
15/07/2016	20:20:35	264	390,363	31,3275184631348
15/07/2016	20:20:35	493	390,592	31,3516235351563
15/07/2016	20:20:35	789	390,888	31,5202236175537
15/07/2016	20:20:36	045	391,144	31,5105953216553
15/07/2016	20:20:36	519	391,618	31,4865226745605
15/07/2016	20:20:36	779	391,878	31,4865226745605
15/07/2016	20:20:36	912	392,011	31,4768924713135
15/07/2016	20:20:37	245	392,344	31,5202236175537
15/07/2016	20:20:37	644	392,743	31,5491008758545
15/07/2016	20:20:37	876	392,975	31,5587253570557
15/07/2016	20:20:38	493	393,592	31,5394763946533
15/07/2016	20:20:38	898	393,997	31,5394763946533
15/07/2016	20:20:39	163	394,262	31,6116466522217
15/07/2016	20:20:39	502	394,601	31,6789646148682
15/07/2016	20:20:39	805	394,904	31,6693496704102
15/07/2016	20:20:39	976	395,075	31,6885776519775
15/07/2016	20:20:40	473	395,572	31,9238662719727
15/07/2016	20:20:40	626	395,725	31,8134841918945
15/07/2016	20:20:41	018	396,117	31,8470897674561
15/07/2016	20:20:41	127	396,226	31,8278884887695
15/07/2016	20:20:41	294	396,393	31,8038806915283
15/07/2016	20:20:41	880	396,979	31,8662891387939
15/07/2016	20:20:42	212	397,311	31,7942771911621
15/07/2016	20:20:42	408	397,507	31,7654590606689
15/07/2016	20:20:42	682	397,781	31,6741580963135
15/07/2016	20:20:42	911	398,01	31,6260757446289
15/07/2016	20:20:43	401	398,5	31,6068363189697
15/07/2016	20:20:43	629	398,728	31,6260757446289
15/07/2016	20:20:43	779	398,878	31,6501178741455
15/07/2016	20:20:43	936	399,035	31,6741580963135
15/07/2016	20:20:44	297	399,396	31,6981906890869
15/07/2016	20:20:44	660	399,759	31,7798690795898
15/07/2016	20:20:44	819	399,918	31,7270259857178
15/07/2016	20:20:45	165	400,264	31,8038806915283
15/07/2016	20:20:45	341	400,44	31,7942771911621
15/07/2016	20:20:45	512	400,611	31,8038806915283
15/07/2016	20:20:46	005	401,104	31,8182849884033
15/07/2016	20:20:46	116	401,215	31,8902835845947
15/07/2016	20:20:46	264	401,363	31,8902835845947
15/07/2016	20:20:46	444	401,543	31,8614902496338
15/07/2016	20:20:46	875	401,974	31,8806858062744
15/07/2016	20:20:47	043	402,142	31,9430522918701
15/07/2016	20:20:47	268	402,367	31,9718265533447
15/07/2016	20:20:47	468	402,567	31,9478492736816
15/07/2016	20:20:47	878	402,977	32,0053863525391
15/07/2016	20:20:48	026	403,125	32,0341453552246
15/07/2016	20:20:48	481	403,58	32,0628967285156
15/07/2016	20:20:49	003	404,102	32,2161140441895
15/07/2016	20:20:49	255	404,354	32,1778297424316
15/07/2016	20:20:49	702	404,801	32,1586799621582
15/07/2016	20:20:50	001	405,1	32,2735214233398
15/07/2016	20:20:50	144	405,243	32,2256851196289
15/07/2016	20:20:50	367	405,466	32,2113304138184
15/07/2016	20:20:50	700	405,799	32,3069953918457
15/07/2016	20:20:51	097	406,196	32,3595771789551
15/07/2016	20:20:51	567	406,666	32,2926483154297
15/07/2016	20:20:51	876	406,975	32,421688079834
15/07/2016	20:20:52	261	407,36	32,4312400817871
15/07/2016	20:20:52	514	407,613	32,4025802612305
15/07/2016	20:20:52	862	407,961	32,2974319458008
15/07/2016	20:20:53	028	408,127	32,3834686279297
15/07/2016	20:20:53	261	408,36	32,2878684997559
15/07/2016	20:20:53	662	408,761	32,3069953918457
15/07/2016	20:20:54	193	409,292	32,3978004455566
15/07/2016	20:20:54	421	409,52	32,3356781005859
15/07/2016	20:20:54	527	409,626	32,3739128112793
15/07/2016	20:20:54	710	409,809	32,2783012390137
15/07/2016	20:20:55	059	410,158	32,2783012390137
15/07/2016	20:20:55	344	410,443	32,3739128112793
15/07/2016	20:20:55	527	410,626	32,4169120788574
15/07/2016	20:20:56	031	411,13	32,3691329956055
15/07/2016	20:20:56	284	411,383	32,4455680847168
15/07/2016	20:20:56	464	411,563	32,4312400817871
15/07/2016	20:20:56	973	412,072	32,5458106994629
15/07/2016	20:20:57	039	412,138	32,4455680847168
15/07/2016	20:20:57	679	412,778	32,4837646484375
15/07/2016	20:20:57	807	412,906	32,4980888366699
15/07/2016	20:20:58	277	413,376	32,4121322631836
15/07/2016	20:20:58	405	413,504	32,3930244445801
15/07/2016	20:20:58	708	413,807	32,3547973632813
15/07/2016	20:20:58	830	413,929	32,4121322631836
15/07/2016	20:20:59	220	414,319	32,3834686279297
15/07/2016	20:20:59	618	414,717	32,4264640808105
15/07/2016	20:20:59	922	415,021	32,4694442749023
15/07/2016	20:21:00	092	415,191	32,4789924621582
15/07/2016	20:21:00	309	415,408	32,4980888366699
15/07/2016	20:21:00	485	415,584	32,5076332092285
15/07/2016	20:21:00	928	416,027	32,4837646484375
15/07/2016	20:21:01	080	416,179	32,5648956298828
15/07/2016	20:21:01	218	416,317	32,6459732055664
15/07/2016	20:21:01	565	416,664	32,5601272583008
15/07/2016	20:21:01	720	416,819	32,5839767456055
15/07/2016	20:21:02	025	417,124	32,5792083740234
15/07/2016	20:21:02	175	417,274	32,6364364624023
15/07/2016	20:21:02	497	417,596	32,6078262329102
15/07/2016	20:21:02	661	417,76	32,5696678161621
15/07/2016	20:21:03	093	418,192	32,5601272583008
15/07/2016	20:21:03	347	418,446	32,5839767456055
15/07/2016	20:21:03	489	418,588	32,5696678161621
15/07/2016	20:21:03	845	418,944	32,5601272583008
15/07/2016	20:21:04	292	419,391	32,5410423278809
15/07/2016	20:21:04	707	419,806	32,5982856750488
15/07/2016	20:21:04	852	419,951	32,4980888366699
15/07/2016	20:21:05	362	420,461	32,4360160827637
15/07/2016	20:21:05	535	420,634	32,4885406494141
15/07/2016	20:21:05	818	420,917	32,526725769043
15/07/2016	20:21:06	017	421,116	32,5362701416016
15/07/2016	20:21:06	257	421,356	32,6984024047852
15/07/2016	20:21:06	496	421,595	32,6507377624512
15/07/2016	20:21:06	637	421,736	32,6507377624512
15/07/2016	20:21:07	009	422,108	32,6507377624512
15/07/2016	20:21:07	080	422,179	32,6459732055664
15/07/2016	20:21:07	599	422,698	32,6936378479004
15/07/2016	20:21:07	950	423,049	32,5839767456055
15/07/2016	20:21:09	265	424,364	32,7460441589355
15/07/2016	20:21:09	751	424,85	32,7460441589355
15/07/2016	20:21:10	098	425,197	32,8269958496094
15/07/2016	20:21:10	330	425,429	32,8793449401855
15/07/2016	20:21:10	524	425,623	32,8460350036621
15/07/2016	20:21:10	645	425,744	32,8555526733398
15/07/2016	20:21:11	013	426,112	32,8793449401855
15/07/2016	20:21:11	214	426,313	32,9554481506348
15/07/2016	20:21:11	691	426,79	32,9411811828613
15/07/2016	20:21:11	877	426,976	32,9839744567871
15/07/2016	20:21:12	015	427,114	33,0219955444336
15/07/2016	20:21:12	190	427,289	32,9744644165039
15/07/2016	20:21:12	761	427,86	33,069507598877
15/07/2016	20:21:12	932	428,031	33,0315017700195
15/07/2016	20:21:13	277	428,376	33,0600090026855
15/07/2016	20:21:13	414	428,513	33,0600090026855
15/07/2016	20:21:13	714	428,813	32,998233795166
15/07/2016	20:21:13	842	428,941	33,0315017700195
15/07/2016	20:21:14	269	429,368	33,002986907959
15/07/2016	20:21:14	340	429,439	33,0647583007813
15/07/2016	20:21:14	557	429,656	33,0172424316406
15/07/2016	20:21:15	058	430,157	33,1027565002441
15/07/2016	20:21:15	286	430,385	33,1739692687988
15/07/2016	20:21:15	692	430,791	33,0457534790039
15/07/2016	20:21:15	846	430,945	33,0362510681152
15/07/2016	20:21:16	206	431,305	33,0219955444336
15/07/2016	20:21:16	560	431,659	33,2403945922852
15/07/2016	20:21:16	723	431,822	33,3020439147949
15/07/2016	20:21:17	183	432,282	33,377872467041
15/07/2016	20:21:17	342	432,441	33,524658203125
15/07/2016	20:21:17	773	432,872	33,6334419250488
15/07/2016	20:21:18	182	433,281	33,6570777893066
15/07/2016	20:21:18	400	433,499	33,6334419250488
15/07/2016	20:21:18	562	433,661	33,6428985595703
15/07/2016	20:21:19	008	434,107	33,6098022460938
15/07/2016	20:21:19	252	434,351	33,6570777893066
15/07/2016	20:21:19	489	434,588	33,5388526916504
15/07/2016	20:21:19	828	434,927	33,5483131408691
15/07/2016	20:21:20	010	435,109	33,6854362487793
15/07/2016	20:21:20	385	435,484	33,6287155151367
15/07/2016	20:21:20	508	435,607	33,5199241638184
15/07/2016	20:21:20	692	435,791	33,524658203125
15/07/2016	20:21:21	213	436,312	33,3826103210449
15/07/2016	20:21:21	527	436,626	33,3257446289063
15/07/2016	20:21:21	715	436,814	33,2973022460938
15/07/2016	20:21:22	048	437,147	33,2735939025879
15/07/2016	20:21:22	227	437,326	33,3067855834961
15/07/2016	20:21:22	651	437,75	33,2973022460938
15/07/2016	20:21:22	946	438,045	33,3352241516113
15/07/2016	20:21:23	143	438,242	33,4773292541504
15/07/2016	20:21:23	489	438,588	33,4110336303711
15/07/2016	20:21:23	908	439,007	33,4773292541504
15/07/2016	20:21:24	272	439,371	33,5530471801758
15/07/2016	20:21:24	585	439,684	33,6759834289551
15/07/2016	20:21:24	698	439,797	33,7185096740723
15/07/2016	20:21:24	877	439,976	33,6334419250488
15/07/2016	20:21:25	305	440,404	33,6523513793945
15/07/2016	20:21:25	623	440,722	33,5341186523438
15/07/2016	20:21:26	155	441,254	33,5766983032227
15/07/2016	20:21:26	351	441,45	33,7610206604004
15/07/2016	20:21:26	635	441,734	33,8648719787598
15/07/2016	20:21:26	801	441,9	33,7893524169922
15/07/2016	20:21:27	205	442,304	33,8931770324707
15/07/2016	20:21:27	591	442,69	33,9261932373047
15/07/2016	20:21:27	887	442,986	33,9450569152832
15/07/2016	20:21:28	045	443,144	33,9026107788086
15/07/2016	20:21:28	296	443,395	33,9073295593262
15/07/2016	20:21:28	607	443,706	33,8176765441895
15/07/2016	20:21:28	759	443,858	33,7704658508301
15/07/2016	20:21:29	193	444,292	33,7468528747559
15/07/2016	20:21:29	463	444,562	33,6428985595703
15/07/2016	20:21:29	712	444,811	33,6145324707031
15/07/2016	20:21:30	131	445,23	33,6476249694824
15/07/2016	20:21:30	296	445,395	33,7043380737305
15/07/2016	20:21:30	695	445,794	33,8554344177246
15/07/2016	20:21:31	066	446,165	33,9261932373047
15/07/2016	20:21:31	355	446,454	33,9073295593262
15/07/2016	20:21:31	648	446,747	33,8176765441895
15/07/2016	20:21:31	980	447,079	33,808235168457
15/07/2016	20:21:32	378	447,477	33,7799110412598
15/07/2016	20:21:32	455	447,554	33,8459968566895
15/07/2016	20:21:32	950	448,049	33,850715637207
15/07/2016	20:21:33	155	448,254	33,9592018127441
15/07/2016	20:21:33	335	448,434	34,0251884460449
15/07/2016	20:21:33	580	448,679	34,0440368652344
15/07/2016	20:21:33	737	448,836	34,0911407470703
15/07/2016	20:21:34	118	449,217	34,0770111083984
15/07/2016	20:21:34	309	449,408	34,0911407470703
15/07/2016	20:21:34	461	449,56	34,0251884460449
15/07/2016	20:21:34	609	449,708	34,0251884460449
15/07/2016	20:21:34	797	449,896	34,0346145629883
15/07/2016	20:21:35	160	450,259	34,0346145629883
15/07/2016	20:21:35	598	450,697	34,0911407470703
15/07/2016	20:21:35	955	451,054	33,9874877929688
15/07/2016	20:21:36	239	451,338	34,2135200500488
15/07/2016	20:21:36	377	451,476	34,1005592346191
15/07/2016	20:21:36	504	451,603	33,9921989440918
15/07/2016	20:21:36	671	451,77	34,0157661437988
