Calibrating
2016-07-08 15:43:18	1000.00  172.30 
2016-07-08 15:43:19	1000.00  164.60 
2016-07-08 15:43:20	1000.00  166.00 
2016-07-08 15:43:21	1000.00  160.40 
2016-07-08 15:43:22	1000.00  168.10 
2016-07-08 15:43:23	1000.00  173.50 
2016-07-08 15:43:24	1000.00  161.80 
2016-07-08 15:43:25	1000.00  172.80 
2016-07-08 15:43:26	1000.00  162.50 
2016-07-08 15:43:27	1000.00  167.40 
2016-07-08 15:43:28	1000.00  162.50 
2016-07-08 15:43:29	1000.00  168.80 
2016-07-08 15:43:30	1000.00  170.80 
2016-07-08 15:43:32	1000.00  169.50 
2016-07-08 15:43:33	1000.00  163.90 
2016-07-08 15:43:34	1000.00  164.60 
2016-07-08 15:43:35	1000.00  169.50 
2016-07-08 15:43:36	1000.00  173.00 
2016-07-08 15:43:37	1000.00  168.10 
2016-07-08 15:43:38	1000.00  172.30 
2016-07-08 15:43:39	1000.00  164.60 
2016-07-08 15:43:40	1000.00  168.80 
2016-07-08 15:43:41	1000.00  166.00 
2016-07-08 15:43:42	1000.00  163.20 
2016-07-08 15:43:43	1000.00  170.90 
2016-07-08 15:43:44	1000.00  162.50 
2016-07-08 15:43:45	1000.00  166.00 
2016-07-08 15:43:46	1000.00  171.60 
2016-07-08 15:43:47	1000.00  168.80 
2016-07-08 15:43:49	1000.00  165.30 
2016-07-08 15:43:50	1100.00  167.40 
2016-07-08 15:43:51	1100.00  170.20 
2016-07-08 15:43:52	1100.00  168.10 
2016-07-08 15:43:53	1100.00  280.90 
2016-07-08 15:43:54	1100.00  225.00 
2016-07-08 15:43:55	1100.00  229.20 
2016-07-08 15:43:56	1100.00  229.20 
2016-07-08 15:43:57	1100.00  226.60 
2016-07-08 15:43:58	1100.00  225.00 
2016-07-08 15:43:59	1100.00  222.00 
2016-07-08 15:44:00	1100.00  222.60 
2016-07-08 15:44:01	1100.00  235.50 
2016-07-08 15:44:02	1100.00  231.30 
2016-07-08 15:44:03	1100.00  228.50 
2016-07-08 15:44:05	1100.00  223.80 
2016-07-08 15:44:06	1100.00  222.60 
2016-07-08 15:44:07	1100.00  220.20 
2016-07-08 15:44:08	1100.00  225.00 
2016-07-08 15:44:09	1100.00  227.80 
2016-07-08 15:44:10	1100.00  221.40 
2016-07-08 15:44:11	1100.00  227.80 
2016-07-08 15:44:12	1100.00  228.50 
2016-07-08 15:44:13	1100.00  222.00 
2016-07-08 15:44:14	1100.00  220.80 
2016-07-08 15:44:15	1100.00  221.40 
2016-07-08 15:44:16	1100.00  227.80 
2016-07-08 15:44:17	1100.00  223.80 
2016-07-08 15:44:18	1100.00  225.70 
2016-07-08 15:44:19	1100.00  225.70 
2016-07-08 15:44:21	1100.00  223.80 
2016-07-08 15:44:22	1200.00  227.10 
2016-07-08 15:44:23	1200.00  227.80 
2016-07-08 15:44:24	1200.00  225.70 
2016-07-08 15:44:25	1200.00  278.80 
2016-07-08 15:44:26	1200.00  280.80 
2016-07-08 15:44:27	1200.00  286.20 
2016-07-08 15:44:28	1200.00  282.80 
2016-07-08 15:44:29	1200.00  274.40 
2016-07-08 15:44:30	1200.00  280.10 
2016-07-08 15:44:31	1200.00  284.90 
2016-07-08 15:44:32	1200.00  282.90 
2016-07-08 15:44:33	1200.00  282.90 
2016-07-08 15:44:34	1200.00  285.00 
