Plot 1 FLIR A320(30 Hz)EIP - 48200894

				Image.Max.
15/07/2016	19:46:41	562	35,527	29,1715145111084
15/07/2016	19:46:41	788	35,753	29,181339263916
15/07/2016	19:46:41	946	35,911	29,2157211303711
15/07/2016	19:46:42	513	36,478	29,181339263916
15/07/2016	19:46:42	655	36,62	29,2255439758301
15/07/2016	19:46:42	922	36,887	29,181339263916
15/07/2016	19:46:43	078	37,043	29,1911640167236
15/07/2016	19:46:43	498	37,463	29,1911640167236
15/07/2016	19:46:43	782	37,747	29,2206325531006
15/07/2016	19:46:43	922	37,887	29,2108097076416
15/07/2016	19:46:44	457	38,422	29,2402744293213
15/07/2016	19:46:44	799	38,764	29,2304534912109
15/07/2016	19:46:45	017	38,982	29,1862525939941
15/07/2016	19:46:45	310	39,275	29,2304534912109
15/07/2016	19:46:45	712	39,677	29,2255439758301
15/07/2016	19:46:45	865	39,83	29,1715145111084
15/07/2016	19:46:46	031	39,996	29,1518611907959
15/07/2016	19:46:46	238	40,203	29,181339263916
15/07/2016	19:46:46	640	40,605	29,1616878509521
15/07/2016	19:46:46	710	40,675	29,1469478607178
15/07/2016	19:46:46	924	40,889	29,1223754882813
15/07/2016	19:46:47	340	41,305	29,156774520874
15/07/2016	19:46:47	410	41,375	29,2157211303711
15/07/2016	19:46:47	699	41,664	29,1469478607178
15/07/2016	19:46:47	843	41,808	29,1322040557861
15/07/2016	19:46:47	995	41,96	29,1371192932129
15/07/2016	19:46:48	128	42,093	29,181339263916
15/07/2016	19:46:48	334	42,299	29,2353630065918
15/07/2016	19:46:48	687	42,652	29,156774520874
15/07/2016	19:46:49	064	43,029	29,1616878509521
15/07/2016	19:46:49	264	43,229	29,1322040557861
15/07/2016	19:46:49	691	43,656	29,1616878509521
15/07/2016	19:46:49	853	43,818	29,1076278686523
15/07/2016	19:46:50	173	44,138	29,0977973937988
15/07/2016	19:46:50	258	44,223	29,2009868621826
15/07/2016	19:46:50	654	44,619	29,0535430908203
15/07/2016	19:46:51	039	45,004	29,0781307220459
15/07/2016	19:46:51	424	45,389	29,2108097076416
15/07/2016	19:46:51	658	45,623	29,1223754882813
15/07/2016	19:46:51	792	45,757	29,181339263916
15/07/2016	19:46:51	987	45,952	29,1862525939941
15/07/2016	19:46:52	421	46,386	29,1960754394531
15/07/2016	19:46:52	610	46,575	29,2058982849121
15/07/2016	19:46:52	826	46,791	29,2009868621826
15/07/2016	19:46:53	178	47,143	29,2255439758301
15/07/2016	19:46:53	406	47,371	29,1469478607178
15/07/2016	19:46:53	510	47,475	29,1469478607178
15/07/2016	19:46:53	907	47,872	29,1616878509521
15/07/2016	19:46:54	040	48,005	29,2206325531006
15/07/2016	19:46:54	164	48,129	29,142032623291
15/07/2016	19:46:54	611	48,576	29,1076278686523
15/07/2016	19:46:54	980	48,945	29,1322040557861
15/07/2016	19:46:55	106	49,071	29,1518611907959
15/07/2016	19:46:55	508	49,473	29,142032623291
15/07/2016	19:46:55	577	49,542	29,1469478607178
15/07/2016	19:46:55	827	49,792	29,181339263916
15/07/2016	19:46:56	191	50,156	29,1616878509521
15/07/2016	19:46:56	340	50,305	29,1862525939941
15/07/2016	19:46:56	772	50,737	29,1616878509521
15/07/2016	19:46:56	916	50,881	29,0584621429443
15/07/2016	19:46:57	359	51,324	29,0879650115967
15/07/2016	19:46:57	521	51,486	29,0781307220459
15/07/2016	19:46:57	943	51,908	29,0338706970215
15/07/2016	19:46:58	262	52,227	29,0486259460449
15/07/2016	19:46:58	549	52,514	29,1174602508545
15/07/2016	19:46:58	782	52,747	29,0387878417969
15/07/2016	19:46:59	010	52,975	29,0879650115967
15/07/2016	19:46:59	535	53,5	29,1371192932129
15/07/2016	19:46:59	631	53,596	29,156774520874
15/07/2016	19:46:59	796	53,761	29,0830478668213
15/07/2016	19:47:00	021	53,986	29,1027126312256
15/07/2016	19:47:00	228	54,193	29,0879650115967
15/07/2016	19:47:00	476	54,441	29,1371192932129
15/07/2016	19:47:00	609	54,574	29,1371192932129
15/07/2016	19:47:01	047	55,012	29,2058982849121
15/07/2016	19:47:01	179	55,144	29,0977973937988
15/07/2016	19:47:01	523	55,488	29,1272888183594
15/07/2016	19:47:01	678	55,643	29,1223754882813
15/07/2016	19:47:02	123	56,088	29,142032623291
15/07/2016	19:47:02	302	56,267	29,1469478607178
15/07/2016	19:47:02	941	56,906	29,2353630065918
15/07/2016	19:47:03	172	57,137	29,3335247039795
15/07/2016	19:47:03	342	57,307	29,2304534912109
15/07/2016	19:47:03	695	57,66	29,250093460083
15/07/2016	19:47:03	966	57,931	29,2402744293213
15/07/2016	19:47:04	122	58,087	29,250093460083
15/07/2016	19:47:04	535	58,5	29,3335247039795
15/07/2016	19:47:04	982	58,947	29,1764259338379
15/07/2016	19:47:05	133	59,098	29,2550029754639
15/07/2016	19:47:05	366	59,331	29,156774520874
15/07/2016	19:47:05	624	59,589	29,2157211303711
15/07/2016	19:47:06	021	59,986	29,1715145111084
15/07/2016	19:47:06	313	60,278	29,1715145111084
15/07/2016	19:47:06	453	60,418	29,1715145111084
15/07/2016	19:47:06	664	60,629	29,1911640167236
15/07/2016	19:47:06	898	60,863	29,2157211303711
15/07/2016	19:47:07	276	61,241	29,2353630065918
15/07/2016	19:47:08	011	61,976	29,1960754394531
15/07/2016	19:47:08	413	62,378	29,2304534912109
15/07/2016	19:47:08	619	62,584	29,181339263916
15/07/2016	19:47:08	741	62,706	29,1715145111084
15/07/2016	19:47:08	925	62,89	29,1223754882813
15/07/2016	19:47:09	570	63,535	29,1666011810303
15/07/2016	19:47:09	728	63,693	29,27463722229
15/07/2016	19:47:10	061	64,026	29,1862525939941
15/07/2016	19:47:10	552	64,517	29,1371192932129
15/07/2016	19:47:10	697	64,662	29,1764259338379
15/07/2016	19:47:10	846	64,811	29,1764259338379
15/07/2016	19:47:11	291	65,256	29,1960754394531
15/07/2016	19:47:11	447	65,412	29,1764259338379
15/07/2016	19:47:11	675	65,64	29,2402744293213
15/07/2016	19:47:11	826	65,791	29,1223754882813
15/07/2016	19:47:12	409	66,374	29,0928802490234
15/07/2016	19:47:12	677	66,642	29,1076278686523
15/07/2016	19:47:12	796	66,761	29,156774520874
15/07/2016	19:47:12	955	66,92	29,1272888183594
15/07/2016	19:47:13	330	67,295	29,1911640167236
15/07/2016	19:47:13	738	67,703	29,1027126312256
15/07/2016	19:47:13	860	67,825	29,1518611907959
15/07/2016	19:47:14	022	67,987	29,1272888183594
15/07/2016	19:47:14	398	68,363	29,1272888183594
15/07/2016	19:47:14	781	68,746	29,2009868621826
15/07/2016	19:47:14	899	68,864	29,1027126312256
15/07/2016	19:47:15	286	69,251	29,1518611907959
15/07/2016	19:47:15	419	69,384	29,1174602508545
15/07/2016	19:47:15	573	69,538	29,142032623291
15/07/2016	19:47:15	799	69,764	29,27463722229
15/07/2016	19:47:16	264	70,229	29,2108097076416
15/07/2016	19:47:16	474	70,439	29,2304534912109
15/07/2016	19:47:16	843	70,808	29,2402744293213
15/07/2016	19:47:16	983	70,948	29,2206325531006
15/07/2016	19:47:17	362	71,327	29,2697296142578
15/07/2016	19:47:17	504	71,469	29,2599124908447
15/07/2016	19:47:17	859	71,824	29,2844543457031
15/07/2016	19:47:18	146	72,111	29,2353630065918
15/07/2016	19:47:18	405	72,37	29,2255439758301
15/07/2016	19:47:18	781	72,746	29,1911640167236
15/07/2016	19:47:18	943	72,908	29,1518611907959
15/07/2016	19:47:19	331	73,296	29,1764259338379
15/07/2016	19:47:19	771	73,736	29,1125450134277
15/07/2016	19:47:20	060	74,025	29,1862525939941
15/07/2016	19:47:20	196	74,161	29,1862525939941
15/07/2016	19:47:20	412	74,377	29,1518611907959
15/07/2016	19:47:20	730	74,695	29,142032623291
15/07/2016	19:47:21	075	75,04	29,181339263916
15/07/2016	19:47:21	210	75,175	29,2353630065918
15/07/2016	19:47:21	645	75,61	29,1272888183594
15/07/2016	19:47:21	780	75,745	29,3286190032959
15/07/2016	19:47:22	152	76,117	29,2353630065918
15/07/2016	19:47:22	267	76,232	29,1764259338379
15/07/2016	19:47:22	692	76,657	29,2157211303711
15/07/2016	19:47:22	839	76,804	29,2304534912109
15/07/2016	19:47:23	244	77,209	29,264820098877
15/07/2016	19:47:23	310	77,275	29,2157211303711
15/07/2016	19:47:23	831	77,796	29,1911640167236
15/07/2016	19:47:24	255	78,22	29,3237113952637
15/07/2016	19:47:24	439	78,404	29,3089923858643
15/07/2016	19:47:24	564	78,529	29,304084777832
15/07/2016	19:47:24	741	78,706	29,2451839447021
15/07/2016	19:47:25	282	79,247	29,4659080505371
15/07/2016	19:47:25	668	79,633	29,3335247039795
15/07/2016	19:47:25	854	79,819	29,3972835540771
15/07/2016	19:47:26	414	80,379	29,1862525939941
15/07/2016	19:47:26	511	80,476	29,2157211303711
15/07/2016	19:47:26	864	80,829	29,264820098877
15/07/2016	19:47:27	094	81,059	29,3089923858643
15/07/2016	19:47:27	276	81,241	29,2550029754639
15/07/2016	19:47:27	552	81,517	29,1960754394531
15/07/2016	19:47:27	925	81,89	29,264820098877
15/07/2016	19:47:28	227	82,192	29,2206325531006
15/07/2016	19:47:28	362	82,327	29,156774520874
15/07/2016	19:47:28	781	82,746	29,2058982849121
15/07/2016	19:47:28	866	82,831	29,2304534912109
15/07/2016	19:47:29	054	83,019	29,2697296142578
15/07/2016	19:47:29	571	83,536	29,1911640167236
15/07/2016	19:47:29	708	83,673	29,2697296142578
15/07/2016	19:47:30	016	83,981	29,2255439758301
15/07/2016	19:47:30	158	84,123	29,2353630065918
15/07/2016	19:47:30	320	84,285	29,304084777832
15/07/2016	19:47:30	719	84,684	29,27463722229
15/07/2016	19:47:30	813	84,778	29,3237113952637
15/07/2016	19:47:31	219	85,184	29,2157211303711
15/07/2016	19:47:31	352	85,317	29,2991771697998
15/07/2016	19:47:31	545	85,51	29,2550029754639
15/07/2016	19:47:31	970	85,935	29,2795467376709
15/07/2016	19:47:32	139	86,104	29,3237113952637
15/07/2016	19:47:32	397	86,362	29,4021873474121
15/07/2016	19:47:32	526	86,491	29,3237113952637
15/07/2016	19:47:32	996	86,961	29,3089923858643
15/07/2016	19:47:33	230	87,195	29,2402744293213
15/07/2016	19:47:33	385	87,35	29,2893619537354
15/07/2016	19:47:33	801	87,766	29,2599124908447
15/07/2016	19:47:33	930	87,895	29,264820098877
15/07/2016	19:47:34	114	88,079	29,2893619537354
15/07/2016	19:47:34	525	88,49	29,2157211303711
15/07/2016	19:47:34	625	88,59	29,1911640167236
15/07/2016	19:47:34	826	88,791	29,3678607940674
15/07/2016	19:47:35	343	89,308	29,1960754394531
15/07/2016	19:47:35	544	89,509	29,1616878509521
15/07/2016	19:47:35	683	89,648	29,1027126312256
15/07/2016	19:47:35	867	89,832	29,2206325531006
15/07/2016	19:47:36	052	90,017	29,2009868621826
15/07/2016	19:47:36	389	90,354	29,2451839447021
15/07/2016	19:47:36	633	90,598	29,1911640167236
15/07/2016	19:47:37	017	90,982	29,1469478607178
15/07/2016	19:47:37	126	91,091	29,156774520874
15/07/2016	19:47:37	246	91,211	29,156774520874
15/07/2016	19:47:38	171	92,136	29,2353630065918
15/07/2016	19:47:38	242	92,207	29,250093460083
15/07/2016	19:47:38	465	92,43	29,264820098877
15/07/2016	19:47:38	810	92,775	29,2157211303711
15/07/2016	19:47:38	946	92,911	29,2893619537354
15/07/2016	19:47:39	249	93,214	29,2353630065918
15/07/2016	19:47:39	428	93,393	29,2550029754639
15/07/2016	19:47:39	908	93,873	29,3188056945801
15/07/2016	19:47:39	970	93,935	29,2942695617676
15/07/2016	19:47:40	176	94,141	29,2402744293213
15/07/2016	19:47:40	561	94,526	29,2893619537354
15/07/2016	19:47:40	692	94,657	29,2942695617676
15/07/2016	19:47:40	846	94,811	29,3089923858643
15/07/2016	19:47:41	453	95,418	29,2255439758301
15/07/2016	19:47:41	667	95,632	29,2893619537354
15/07/2016	19:47:41	827	95,792	29,1911640167236
15/07/2016	19:47:41	985	95,95	29,2991771697998
15/07/2016	19:47:42	465	96,43	29,2697296142578
15/07/2016	19:47:42	812	96,777	29,2991771697998
15/07/2016	19:47:42	910	96,875	29,304084777832
15/07/2016	19:47:43	368	97,333	29,2795467376709
15/07/2016	19:47:43	857	97,822	29,156774520874
15/07/2016	19:47:44	178	98,143	29,1715145111084
15/07/2016	19:47:44	258	98,223	29,2304534912109
15/07/2016	19:47:44	459	98,424	29,1764259338379
15/07/2016	19:47:44	891	98,856	29,2058982849121
15/07/2016	19:47:45	042	99,007	29,2304534912109
15/07/2016	19:47:45	265	99,23	29,2108097076416
15/07/2016	19:47:45	491	99,456	29,1764259338379
15/07/2016	19:47:45	891	99,856	29,2255439758301
15/07/2016	19:47:46	106	100,071	29,3089923858643
15/07/2016	19:47:46	425	100,39	29,1960754394531
15/07/2016	19:47:46	739	100,704	29,1764259338379
15/07/2016	19:47:46	845	100,81	29,2058982849121
15/07/2016	19:47:47	180	101,145	29,1469478607178
15/07/2016	19:47:47	547	101,512	29,1223754882813
15/07/2016	19:47:47	643	101,608	29,142032623291
15/07/2016	19:47:48	032	101,997	29,142032623291
15/07/2016	19:47:48	203	102,168	29,2451839447021
15/07/2016	19:47:48	712	102,677	29,2157211303711
15/07/2016	19:47:49	102	103,067	29,2844543457031
15/07/2016	19:47:49	393	103,358	29,27463722229
15/07/2016	19:47:49	771	103,736	29,1911640167236
15/07/2016	19:47:49	927	103,892	29,1862525939941
15/07/2016	19:47:50	144	104,109	29,2058982849121
15/07/2016	19:47:50	485	104,45	29,2353630065918
15/07/2016	19:47:50	824	104,789	29,2550029754639
15/07/2016	19:47:51	064	105,029	29,2255439758301
15/07/2016	19:47:51	216	105,181	29,2108097076416
15/07/2016	19:47:51	577	105,542	29,1960754394531
15/07/2016	19:47:51	759	105,724	29,3531455993652
15/07/2016	19:47:51	971	105,936	29,2255439758301
15/07/2016	19:47:52	158	106,123	29,1764259338379
15/07/2016	19:47:52	313	106,278	29,2599124908447
15/07/2016	19:47:52	692	106,657	29,1616878509521
15/07/2016	19:47:52	873	106,838	29,2402744293213
15/07/2016	19:47:53	244	107,209	29,1862525939941
15/07/2016	19:47:53	388	107,353	29,156774520874
15/07/2016	19:47:53	487	107,452	29,2058982849121
15/07/2016	19:47:53	752	107,717	29,2942695617676
15/07/2016	19:47:53	924	107,889	29,1862525939941
15/07/2016	19:47:54	305	108,27	29,1960754394531
15/07/2016	19:47:54	453	108,418	29,2353630065918
15/07/2016	19:47:54	619	108,584	29,2304534912109
15/07/2016	19:47:55	149	109,114	29,2157211303711
15/07/2016	19:47:55	300	109,265	29,2157211303711
15/07/2016	19:47:55	460	109,425	29,2009868621826
15/07/2016	19:47:55	616	109,581	29,2353630065918
15/07/2016	19:47:55	763	109,728	29,2697296142578
15/07/2016	19:47:56	214	110,179	29,1764259338379
15/07/2016	19:47:56	532	110,497	29,1862525939941
15/07/2016	19:47:56	808	110,773	29,250093460083
15/07/2016	19:47:56	980	110,945	29,1911640167236
15/07/2016	19:47:57	544	111,509	29,2058982849121
15/07/2016	19:47:57	943	111,908	29,2255439758301
15/07/2016	19:47:58	158	112,123	29,1862525939941
15/07/2016	19:47:58	308	112,273	29,1862525939941
15/07/2016	19:47:58	733	112,698	29,1911640167236
15/07/2016	19:47:58	873	112,838	29,2255439758301
15/07/2016	19:47:59	100	113,065	29,1371192932129
15/07/2016	19:47:59	243	113,208	29,1616878509521
15/07/2016	19:47:59	682	113,647	29,1862525939941
15/07/2016	19:47:59	980	113,945	29,0928802490234
15/07/2016	19:48:00	345	114,31	29,1764259338379
15/07/2016	19:48:00	537	114,502	29,1960754394531
15/07/2016	19:48:00	663	114,628	29,1960754394531
15/07/2016	19:48:01	014	114,979	29,1469478607178
15/07/2016	19:48:01	330	115,295	29,1518611907959
15/07/2016	19:48:01	478	115,443	29,2844543457031
15/07/2016	19:48:01	659	115,624	29,1125450134277
15/07/2016	19:48:02	022	115,987	29,142032623291
15/07/2016	19:48:02	186	116,151	29,1469478607178
15/07/2016	19:48:02	557	116,522	29,1174602508545
15/07/2016	19:48:02	725	116,69	29,1076278686523
15/07/2016	19:48:03	088	117,053	29,156774520874
15/07/2016	19:48:03	347	117,312	29,1616878509521
15/07/2016	19:48:03	688	117,653	29,27463722229
15/07/2016	19:48:03	834	117,799	29,181339263916
15/07/2016	19:48:04	228	118,193	29,1469478607178
15/07/2016	19:48:04	509	118,474	29,1666011810303
15/07/2016	19:48:04	637	118,602	29,0977973937988
15/07/2016	19:48:05	067	119,032	29,1322040557861
15/07/2016	19:48:05	293	119,258	29,1125450134277
15/07/2016	19:48:05	470	119,435	29,1125450134277
15/07/2016	19:48:05	940	119,905	29,1322040557861
15/07/2016	19:48:06	101	120,066	29,1715145111084
15/07/2016	19:48:06	234	120,199	29,1469478607178
15/07/2016	19:48:06	606	120,571	29,1076278686523
15/07/2016	19:48:06	952	120,917	29,1764259338379
15/07/2016	19:48:07	180	121,145	29,1076278686523
15/07/2016	19:48:07	332	121,297	29,1272888183594
15/07/2016	19:48:08	041	122,006	29,1322040557861
15/07/2016	19:48:08	462	122,427	29,2206325531006
15/07/2016	19:48:08	757	122,722	29,1518611907959
15/07/2016	19:48:09	128	123,093	29,2550029754639
15/07/2016	19:48:09	281	123,246	29,1862525939941
15/07/2016	19:48:09	445	123,41	29,1911640167236
15/07/2016	19:48:09	825	123,79	29,1911640167236
15/07/2016	19:48:10	014	123,979	29,2550029754639
15/07/2016	19:48:10	416	124,381	29,2157211303711
15/07/2016	19:48:10	710	124,675	29,1666011810303
15/07/2016	19:48:10	891	124,856	29,2108097076416
15/07/2016	19:48:11	236	125,201	29,1911640167236
15/07/2016	19:48:11	425	125,39	29,156774520874
15/07/2016	19:48:11	609	125,574	29,142032623291
15/07/2016	19:48:11	895	125,86	29,1469478607178
15/07/2016	19:48:12	068	126,033	29,181339263916
15/07/2016	19:48:12	504	126,469	29,1469478607178
15/07/2016	19:48:12	653	126,618	29,0781307220459
15/07/2016	19:48:13	014	126,979	29,2304534912109
15/07/2016	19:48:13	147	127,112	29,1125450134277
15/07/2016	19:48:13	327	127,292	29,2991771697998
15/07/2016	19:48:13	885	127,85	29,2058982849121
15/07/2016	19:48:14	001	127,966	29,1862525939941
15/07/2016	19:48:14	170	128,135	29,2255439758301
15/07/2016	19:48:14	694	128,659	29,1272888183594
15/07/2016	19:48:14	862	128,827	29,142032623291
15/07/2016	19:48:15	025	128,99	29,0633792877197
15/07/2016	19:48:15	670	129,635	29,1371192932129
15/07/2016	19:48:15	768	129,733	29,0977973937988
15/07/2016	19:48:16	130	130,095	29,181339263916
15/07/2016	19:48:16	297	130,262	29,1616878509521
15/07/2016	19:48:16	648	130,613	29,2402744293213
15/07/2016	19:48:16	807	130,772	29,2108097076416
15/07/2016	19:48:17	163	131,128	29,1715145111084
15/07/2016	19:48:17	391	131,356	29,2058982849121
15/07/2016	19:48:17	802	131,767	29,2206325531006
15/07/2016	19:48:18	112	132,077	29,1715145111084
15/07/2016	19:48:18	393	132,358	29,250093460083
15/07/2016	19:48:18	535	132,5	29,1960754394531
15/07/2016	19:48:18	904	132,869	29,1666011810303
15/07/2016	19:48:19	063	133,028	29,1911640167236
15/07/2016	19:48:19	496	133,461	29,2108097076416
15/07/2016	19:48:19	731	133,696	29,2550029754639
15/07/2016	19:48:20	076	134,041	29,2304534912109
15/07/2016	19:48:20	257	134,222	29,3138980865479
15/07/2016	19:48:20	418	134,383	29,2991771697998
15/07/2016	19:48:20	862	134,827	29,3482418060303
15/07/2016	19:48:21	369	135,334	29,2893619537354
15/07/2016	19:48:21	540	135,505	29,2304534912109
15/07/2016	19:48:21	781	135,746	29,2942695617676
15/07/2016	19:48:22	177	136,142	29,2550029754639
15/07/2016	19:48:22	347	136,312	29,1960754394531
15/07/2016	19:48:22	679	136,644	29,1469478607178
15/07/2016	19:48:22	821	136,786	29,2599124908447
15/07/2016	19:48:23	213	137,178	29,250093460083
15/07/2016	19:48:23	393	137,358	29,2550029754639
15/07/2016	19:48:23	624	137,589	29,2795467376709
15/07/2016	19:48:23	813	137,778	29,3237113952637
15/07/2016	19:48:24	039	138,004	29,3335247039795
15/07/2016	19:48:24	428	138,393	29,4414024353027
15/07/2016	19:48:24	550	138,515	29,4119911193848
15/07/2016	19:48:25	015	138,98	29,5589733123779
15/07/2016	19:48:25	212	139,177	29,495304107666
15/07/2016	19:48:25	330	139,295	29,5687656402588
15/07/2016	19:48:25	830	139,795	29,6030311584473
15/07/2016	19:48:26	018	139,983	29,6813144683838
15/07/2016	19:48:26	256	140,221	29,6519641876221
15/07/2016	19:48:26	598	140,563	29,7155456542969
15/07/2016	19:48:26	948	140,913	29,8230648040771
15/07/2016	19:48:27	356	141,321	29,8328342437744
15/07/2016	19:48:27	566	141,531	29,8963165283203
15/07/2016	19:48:27	915	141,88	29,9743995666504
15/07/2016	19:48:28	325	142,29	29,9939117431641
15/07/2016	19:48:28	480	142,445	29,9304828643799
