Plot 1 FLIR A320(30 Hz)EIP - 48200894

				Image.Max.
Emissivity				0.949999988079071
Distance				1
Reflected temperature				19.999993896484398
Location X				
Location Y				
Size X				
Size Y				
Surface (pixels)				76800

Date	Time	Milliseconds	Relative time	Image.Max.
18/07/2016	17:55:40	277	1686,835	74,8100738525391
18/07/2016	17:55:40	454	1687,012	74,3520965576172
18/07/2016	17:55:40	601	1687,159	74,0166168212891
18/07/2016	17:55:41	178	1687,736	73,8362274169922
18/07/2016	17:55:41	373	1687,931	74,3168182373047
18/07/2016	17:55:41	771	1688,329	74,3626861572266
18/07/2016	17:55:42	395	1688,953	74,2073974609375
18/07/2016	17:55:42	497	1689,055	74,3379898071289
18/07/2016	17:55:42	679	1689,237	74,2779998779297
18/07/2016	17:55:42	942	1689,5	74,2921142578125
18/07/2016	17:55:43	218	1689,776	74,3132858276367
18/07/2016	17:55:43	644	1690,202	74,1402969360352
18/07/2016	17:55:43	808	1690,366	74,1791458129883
18/07/2016	17:55:44	172	1690,73	74,3344573974609
18/07/2016	17:55:44	475	1691,033	74,6023788452148
18/07/2016	17:55:45	042	1691,6	74,6481704711914
18/07/2016	17:55:45	317	1691,875	75,006965637207
18/07/2016	17:55:45	826	1692,384	75,1966018676758
18/07/2016	17:55:45	924	1692,482	75,1404342651367
18/07/2016	17:55:46	120	1692,678	75,0807342529297
18/07/2016	17:55:46	526	1693,084	74,7291412353516
18/07/2016	17:55:46	602	1693,16	74,4367446899414
18/07/2016	17:55:47	109	1693,667	74,665771484375
18/07/2016	17:55:47	261	1693,819	74,6622543334961
18/07/2016	17:55:47	419	1693,977	74,433219909668
18/07/2016	17:55:48	066	1694,624	74,6094284057617
18/07/2016	17:55:48	320	1694,878	75,1860656738281
18/07/2016	17:55:48	471	1695,029	75,0772247314453
18/07/2016	17:55:48	688	1695,246	74,9929046630859
18/07/2016	17:55:49	324	1695,882	74,1932754516602
18/07/2016	17:55:49	488	1696,046	74,3168182373047
18/07/2016	17:55:50	038	1696,596	73,6485595703125
18/07/2016	17:55:50	143	1696,701	73,364875793457
18/07/2016	17:55:50	308	1696,866	73,2512588500977
18/07/2016	17:55:50	700	1697,258	73,364875793457
18/07/2016	17:55:50	871	1697,429	73,9529724121094
18/07/2016	17:55:51	323	1697,881	75,0175018310547
18/07/2016	17:55:51	676	1698,234	75,1720275878906
18/07/2016	17:55:51	833	1698,391	75,3158874511719
18/07/2016	17:55:52	326	1698,884	75,4596176147461
18/07/2016	17:55:52	527	1699,085	75,6382369995117
18/07/2016	17:55:52	949	1699,507	75,2808074951172
18/07/2016	17:55:53	384	1699,942	75,175537109375
18/07/2016	17:55:53	594	1700,152	75,3264083862305
18/07/2016	17:55:53	890	1700,448	75,6557388305664
18/07/2016	17:55:54	310	1700,868	75,9215240478516
18/07/2016	17:55:54	502	1701,06	75,987907409668
18/07/2016	17:55:54	932	1701,49	76,2426986694336
18/07/2016	17:55:55	275	1701,833	75,7187271118164
18/07/2016	17:55:55	667	1702,225	75,4666290283203
18/07/2016	17:55:55	877	1702,435	75,0772247314453
18/07/2016	17:55:56	378	1702,936	74,5389633178711
18/07/2016	17:55:56	538	1703,096	74,4860992431641
18/07/2016	17:55:56	974	1703,532	74,0554962158203
18/07/2016	17:55:57	143	1703,701	73,8999176025391
18/07/2016	17:55:57	645	1704,203	73,538688659668
18/07/2016	17:55:57	855	1704,413	73,2299499511719
18/07/2016	17:55:57	996	1704,554	72,8743515014648
18/07/2016	17:55:58	582	1705,14	72,5358047485352
18/07/2016	17:55:59	007	1705,565	73,4216461181641
18/07/2016	17:55:59	700	1706,258	73,8149948120117
18/07/2016	17:55:59	801	1706,359	74,2038650512695
18/07/2016	17:56:00	253	1706,811	74,4720001220703
18/07/2016	17:56:00	412	1706,97	74,2779998779297
18/07/2016	17:56:00	751	1707,309	74,3732681274414
18/07/2016	17:56:02	121	1708,679	75,0737152099609
18/07/2016	17:56:02	392	1708,95	74,9788513183594
18/07/2016	17:56:02	757	1709,315	74,686897277832
18/07/2016	17:56:02	838	1709,396	74,101432800293
18/07/2016	17:56:03	163	1709,721	74,0873031616211
18/07/2016	17:56:03	563	1710,121	74,2250518798828
18/07/2016	17:56:03	728	1710,286	74,7502593994141
18/07/2016	17:56:04	245	1710,803	75,631233215332
18/07/2016	17:56:04	667	1711,225	75,6942291259766
18/07/2016	17:56:04	994	1711,552	75,5226821899414
18/07/2016	17:56:05	219	1711,777	75,4035415649414
18/07/2016	17:56:05	567	1712,125	75,2597579956055
18/07/2016	17:56:05	735	1712,293	74,9261245727539
18/07/2016	17:56:06	004	1712,562	75,1263885498047
18/07/2016	17:56:06	230	1712,788	74,9226150512695
18/07/2016	17:56:06	450	1713,008	74,9858779907227
18/07/2016	17:56:06	608	1713,166	74,401481628418
18/07/2016	17:56:07	160	1713,718	73,7371139526367
18/07/2016	17:56:07	319	1713,877	73,2725677490234
18/07/2016	17:56:07	604	1714,162	72,9099426269531
18/07/2016	17:56:07	958	1714,516	72,664176940918
18/07/2016	17:56:08	440	1714,998	72,7568283081055
18/07/2016	17:56:08	644	1715,202	72,4501647949219
18/07/2016	17:56:08	794	1715,352	72,3609085083008
18/07/2016	17:56:08	991	1715,549	72,3537673950195
18/07/2016	17:56:09	647	1716,205	72,5679092407227
18/07/2016	17:56:09	848	1716,406	72,596435546875
18/07/2016	17:56:10	270	1716,828	72,9455337524414
18/07/2016	17:56:10	659	1717,217	73,41455078125
18/07/2016	17:56:10	704	1717,262	73,279670715332
18/07/2016	17:56:11	406	1717,964	72,2537384033203
18/07/2016	17:56:11	562	1718,12	71,5123062133789
18/07/2016	17:56:12	157	1718,715	71,9031448364258
18/07/2016	17:56:12	312	1718,87	72,9562072753906
18/07/2016	17:56:12	759	1719,317	74,253288269043
18/07/2016	17:56:13	077	1719,635	74,6481704711914
18/07/2016	17:56:13	241	1719,799	74,5777206420898
18/07/2016	17:56:13	388	1719,946	74,3274002075195
18/07/2016	17:56:13	790	1720,348	74,5072479248047
18/07/2016	17:56:13	923	1720,481	74,5213470458984
18/07/2016	17:56:14	399	1720,957	74,4684753417969
18/07/2016	17:56:14	726	1721,284	73,9565124511719
18/07/2016	17:56:14	902	1721,46	73,8574600219727
18/07/2016	17:56:15	088	1721,646	73,8539276123047
18/07/2016	17:56:15	363	1721,921	74,0731658935547
18/07/2016	17:56:15	547	1722,105	74,8839340209961
18/07/2016	17:56:16	132	1722,69	75,9913940429688
18/07/2016	17:56:16	544	1723,102	77,1990585327148
18/07/2016	17:56:16	710	1723,268	77,6492614746094
18/07/2016	17:56:17	120	1723,678	78,2361831665039
18/07/2016	17:56:17	270	1723,828	78,2499618530273
18/07/2016	17:56:17	850	1724,408	78,0568695068359
18/07/2016	17:56:18	273	1724,831	77,5004806518555
18/07/2016	17:56:18	582	1725,14	77,6942138671875
18/07/2016	17:56:18	839	1725,397	78,2051620483398
18/07/2016	17:56:18	976	1725,534	78,0741195678711
18/07/2016	17:56:19	439	1725,997	78,2292861938477
18/07/2016	17:56:19	564	1726,122	78,5976715087891
18/07/2016	17:56:20	043	1726,601	78,5495147705078
18/07/2016	17:56:20	246	1726,804	78,9034729003906
18/07/2016	17:56:20	439	1726,997	78,7867126464844
18/07/2016	17:56:20	824	1727,382	78,5357513427734
18/07/2016	17:56:21	007	1727,565	78,4600524902344
18/07/2016	17:56:21	106	1727,664	78,6630020141602
18/07/2016	17:56:21	328	1727,886	79,1676025390625
18/07/2016	17:56:21	521	1728,079	79,4210510253906
18/07/2016	17:56:21	809	1728,367	79,403938293457
18/07/2016	17:56:22	284	1728,842	80,1689376831055
18/07/2016	17:56:22	642	1729,2	80,5399551391602
18/07/2016	17:56:23	041	1729,599	80,0359878540039
18/07/2016	17:56:23	447	1730,005	78,9172058105469
18/07/2016	17:56:23	628	1730,186	78,1051635742188
18/07/2016	17:56:23	842	1730,4	77,9222640991211
18/07/2016	17:56:24	297	1730,855	77,8186416625977
18/07/2016	17:56:24	416	1730,974	77,9257125854492
18/07/2016	17:56:24	837	1731,395	77,9982070922852
18/07/2016	17:56:25	020	1731,578	77,7564392089844
18/07/2016	17:56:25	209	1731,767	77,4762496948242
18/07/2016	17:56:25	637	1732,195	77,46240234375
18/07/2016	17:56:25	876	1732,434	77,2441329956055
18/07/2016	17:56:26	054	1732,612	77,3134536743164
18/07/2016	17:56:26	461	1733,019	77,1054077148438
18/07/2016	17:56:26	992	1733,55	76,6537322998047
18/07/2016	17:56:27	126	1733,684	76,3368377685547
18/07/2016	17:56:27	399	1733,957	76,4065399169922
18/07/2016	17:56:27	560	1734,118	76,0472717285156
18/07/2016	17:56:28	096	1734,654	75,6697387695313
18/07/2016	17:56:28	201	1734,759	75,6417388916016
18/07/2016	17:56:28	389	1734,947	75,2527465820313
18/07/2016	17:56:28	562	1735,12	74,7080230712891
18/07/2016	17:56:29	105	1735,663	74,1650238037109
18/07/2016	17:56:29	201	1735,759	73,7972946166992
18/07/2016	17:56:29	372	1735,93	73,7229461669922
18/07/2016	17:56:29	533	1736,091	73,8114547729492
18/07/2016	17:56:30	200	1736,758	75,7397155761719
18/07/2016	17:56:30	403	1736,961	76,5841369628906
18/07/2016	17:56:30	785	1737,343	77,2926635742188
18/07/2016	17:56:31	857	1738,415	77,2891998291016
18/07/2016	17:56:31	989	1738,547	76,0996398925781
18/07/2016	17:56:32	148	1738,706	76,1031341552734
18/07/2016	17:56:32	709	1739,267	75,5647125244141
18/07/2016	17:56:33	292	1739,85	75,6942291259766
18/07/2016	17:56:33	430	1739,988	75,7886810302734
18/07/2016	17:56:33	657	1740,215	75,9005584716797
18/07/2016	17:56:34	030	1740,588	75,7851867675781
18/07/2016	17:56:34	708	1741,266	75,2983474731445
18/07/2016	17:56:34	869	1741,427	76,1868896484375
18/07/2016	17:56:35	056	1741,614	76,6711273193359
18/07/2016	17:56:35	638	1742,196	77,6838455200195
18/07/2016	17:56:36	108	1742,666	77,42431640625
18/07/2016	17:56:36	442	1743	76,6363372802734
18/07/2016	17:56:36	615	1743,173	76,2287445068359
18/07/2016	17:56:36	788	1743,346	75,7816925048828
18/07/2016	17:56:37	169	1743,727	76,1868896484375
18/07/2016	17:56:37	610	1744,168	76,5945816040039
18/07/2016	17:56:37	792	1744,35	76,4971008300781
18/07/2016	17:56:37	917	1744,475	76,5110321044922
18/07/2016	17:56:38	324	1744,882	76,5911026000977
18/07/2016	17:56:38	492	1745,05	77,0915222167969
18/07/2016	17:56:38	990	1745,548	76,9873962402344
18/07/2016	17:56:39	081	1745,639	76,5702209472656
18/07/2016	17:56:39	521	1746,079	76,9075164794922
18/07/2016	17:56:39	903	1746,461	76,8275985717773
18/07/2016	17:56:40	184	1746,742	76,9491958618164
18/07/2016	17:56:40	611	1747,169	77,2545318603516
18/07/2016	17:56:40	788	1747,346	77,0325241088867
18/07/2016	17:56:41	067	1747,625	77,1227493286133
18/07/2016	17:56:41	337	1747,895	76,9457244873047
18/07/2016	17:56:41	515	1748,073	76,5911026000977
18/07/2016	17:56:42	002	1748,56	76,6954803466797
18/07/2016	17:56:42	476	1749,034	76,2287445068359
18/07/2016	17:56:42	783	1749,341	76,1659545898438
18/07/2016	17:56:42	943	1749,501	76,4762115478516
18/07/2016	17:56:43	190	1749,748	76,7476425170898
18/07/2016	17:56:43	600	1750,158	76,9804458618164
18/07/2016	17:56:43	929	1750,487	76,9005661010742
18/07/2016	17:56:44	155	1750,713	76,6502532958984
18/07/2016	17:56:44	559	1751,117	75,9599609375
18/07/2016	17:56:44	760	1751,318	75,631233215332
18/07/2016	17:56:44	916	1751,474	75,4946594238281
18/07/2016	17:56:45	378	1751,936	74,6516876220703
18/07/2016	17:56:45	647	1752,205	74,3662109375
18/07/2016	17:56:46	014	1752,572	74,154426574707
18/07/2016	17:56:46	225	1752,783	74,0766983032227
18/07/2016	17:56:46	867	1753,425	74,2250518798828
18/07/2016	17:56:47	004	1753,562	74,2674102783203
18/07/2016	17:56:47	180	1753,738	74,1296997070313
18/07/2016	17:56:47	684	1754,242	73,3861694335938
18/07/2016	17:56:47	934	1754,492	73,64501953125
18/07/2016	17:56:48	177	1754,735	73,9565124511719
18/07/2016	17:56:48	580	1755,138	75,0666885375977
18/07/2016	17:56:48	994	1755,552	73,7972946166992
18/07/2016	17:56:49	046	1755,604	73,5280532836914
18/07/2016	17:56:49	259	1755,817	73,7972946166992
18/07/2016	17:56:49	613	1756,171	74,1508941650391
18/07/2016	17:56:49	723	1756,281	74,2603530883789
18/07/2016	17:56:50	584	1757,142	74,7009811401367
18/07/2016	17:56:50	804	1757,362	74,1155700683594
18/07/2016	17:56:50	989	1757,547	73,5812301635742
18/07/2016	17:56:51	374	1757,932	72,8316268920898
18/07/2016	17:56:51	545	1758,103	72,3644790649414
18/07/2016	17:56:52	128	1758,686	72,681999206543
18/07/2016	17:56:52	391	1758,949	73,3329238891602
18/07/2016	17:56:52	953	1759,511	74,094367980957
18/07/2016	17:56:53	088	1759,646	74,9261245727539
18/07/2016	17:56:53	344	1759,902	75,0175018310547
18/07/2016	17:56:53	748	1760,306	76,0263214111328
18/07/2016	17:56:54	015	1760,573	77,2822647094727
18/07/2016	17:56:54	180	1760,738	77,2718658447266
18/07/2016	17:56:54	397	1760,955	77,6319732666016
18/07/2016	17:56:54	861	1761,419	78,7351760864258
18/07/2016	17:56:55	053	1761,611	79,0956039428711
18/07/2016	17:56:55	276	1761,834	79,5100173950195
18/07/2016	17:56:55	465	1762,023	80,1110000610352
18/07/2016	17:56:55	895	1762,453	80,7947769165039
18/07/2016	17:56:56	122	1762,68	80,4038925170898
18/07/2016	17:56:56	580	1763,138	79,8312530517578
18/07/2016	17:56:56	987	1763,545	79,2258605957031
18/07/2016	17:56:57	411	1763,969	78,2017135620117
18/07/2016	17:56:57	646	1764,204	77,4277725219727
18/07/2016	17:56:58	111	1764,669	76,5458526611328
18/07/2016	17:56:58	343	1764,901	76,3751754760742
18/07/2016	17:56:58	509	1765,067	76,9769744873047
18/07/2016	17:56:58	980	1765,538	77,6077575683594
18/07/2016	17:56:59	469	1766,027	77,5281753540039
18/07/2016	17:56:59	677	1766,235	77,5177917480469
18/07/2016	17:57:00	272	1766,83	77,4381637573242
18/07/2016	17:57:00	629	1767,187	78,4152984619141
18/07/2016	17:57:01	420	1767,978	78,5460739135742
18/07/2016	17:57:01	692	1768,25	79,4176330566406
18/07/2016	17:57:01	836	1768,394	79,1778869628906
18/07/2016	17:57:02	281	1768,839	78,9995651245117
18/07/2016	17:57:02	592	1769,15	78,6492462158203
18/07/2016	17:57:02	765	1769,323	78,2120513916016
18/07/2016	17:57:02	987	1769,545	77,7840881347656
18/07/2016	17:57:03	419	1769,977	77,3238525390625
18/07/2016	17:57:03	991	1770,549	76,0402908325195
18/07/2016	17:57:04	152	1770,71	75,9215240478516
18/07/2016	17:57:04	554	1771,112	75,9250183105469
18/07/2016	17:57:04	931	1771,489	75,3825073242188
18/07/2016	17:57:05	478	1772,036	75,231689453125
18/07/2016	17:57:05	814	1772,372	75,087760925293
18/07/2016	17:57:06	285	1772,843	75,2036209106445
18/07/2016	17:57:06	426	1772,984	75,7572021484375
18/07/2016	17:57:06	624	1773,182	76,1764221191406
18/07/2016	17:57:06	940	1773,498	76,8797225952148
18/07/2016	17:57:07	130	1773,688	76,3821487426758
18/07/2016	17:57:07	652	1774,21	76,1345443725586
18/07/2016	17:57:07	914	1774,472	76,8032684326172
18/07/2016	17:57:08	077	1774,635	76,4831771850586
18/07/2016	17:57:08	320	1774,878	76,1345443725586
18/07/2016	17:57:08	459	1775,017	76,1659545898438
18/07/2016	17:57:08	660	1775,218	76,2426986694336
18/07/2016	17:57:08	839	1775,397	76,3926010131836
18/07/2016	17:57:09	413	1775,971	76,3577499389648
18/07/2016	17:57:09	676	1776,234	76,5145111083984
18/07/2016	17:57:09	845	1776,403	77,2684020996094
18/07/2016	17:57:10	083	1776,641	77,6976776123047
18/07/2016	17:57:10	198	1776,756	77,908447265625
18/07/2016	17:57:10	673	1777,231	77,7426147460938
18/07/2016	17:57:10	995	1777,553	77,8704605102539
18/07/2016	17:57:11	044	1777,602	78,0568695068359
18/07/2016	17:57:11	371	1777,929	78,0396194458008
18/07/2016	17:57:11	820	1778,378	78,0051116943359
18/07/2016	17:57:11	904	1778,462	77,8635559082031
18/07/2016	17:57:12	221	1778,779	77,7391586303711
18/07/2016	17:57:12	592	1779,15	77,759895324707
18/07/2016	17:57:12	824	1779,382	77,9049987792969
18/07/2016	17:57:13	090	1779,648	78,3154296875
18/07/2016	17:57:13	443	1780,001	78,8245010375977
18/07/2016	17:57:13	674	1780,232	78,8622741699219
18/07/2016	17:57:13	868	1780,426	79,1538925170898
18/07/2016	17:57:14	042	1780,6	79,393669128418
18/07/2016	17:57:14	561	1781,119	79,9029388427734
18/07/2016	17:57:14	728	1781,286	80,7336578369141
18/07/2016	17:57:15	110	1781,668	81,0288848876953
18/07/2016	17:57:15	303	1781,861	81,3405303955078
18/07/2016	17:57:15	848	1782,406	81,2592849731445
18/07/2016	17:57:16	057	1782,615	81,2186508178711
18/07/2016	17:57:16	510	1783,068	81,3777618408203
18/07/2016	17:57:16	831	1783,389	81,2186508178711
18/07/2016	17:57:17	115	1783,673	80,9814147949219
18/07/2016	17:57:17	650	1784,208	81,0661773681641
18/07/2016	17:57:18	060	1784,618	80,9712371826172
18/07/2016	17:57:18	106	1784,664	80,9237442016602
18/07/2016	17:57:18	487	1785,045	80,8626708984375
18/07/2016	17:57:18	664	1785,222	80,7268600463867
18/07/2016	17:57:18	928	1785,486	80,5161514282227
18/07/2016	17:57:19	096	1785,654	80,3494415283203
18/07/2016	17:57:19	310	1785,868	80,3290176391602
18/07/2016	17:57:19	502	1786,06	80,2268524169922
18/07/2016	17:57:19	989	1786,547	79,4723815917969
18/07/2016	17:57:20	407	1786,965	79,4894866943359
18/07/2016	17:57:20	738	1787,296	78,9069061279297
18/07/2016	17:57:20	840	1787,398	78,6286163330078
18/07/2016	17:57:21	285	1787,843	78,4944686889648
18/07/2016	17:57:21	366	1787,924	78,6870651245117
18/07/2016	17:57:21	616	1788,174	78,8004531860352
18/07/2016	17:57:22	381	1788,939	78,6561279296875
18/07/2016	17:57:22	560	1789,118	78,5323181152344
18/07/2016	17:57:22	798	1789,356	78,5082321166992
18/07/2016	17:57:23	235	1789,793	78,0810165405273
18/07/2016	17:57:23	430	1789,988	78,3085403442383
18/07/2016	17:57:23	652	1790,21	78,4910278320313
18/07/2016	17:57:23	819	1790,377	78,3223190307617
18/07/2016	17:57:23	979	1790,537	78,167236328125
18/07/2016	17:57:24	499	1791,057	78,0292663574219
18/07/2016	17:57:24	875	1791,433	78,8554077148438
18/07/2016	17:57:25	188	1791,746	79,2806701660156
18/07/2016	17:57:25	327	1791,885	79,4552764892578
18/07/2016	17:57:25	739	1792,297	80,2234497070313
18/07/2016	17:57:26	176	1792,734	81,2186508178711
18/07/2016	17:57:26	343	1792,901	81,4183578491211
18/07/2016	17:57:26	726	1793,284	81,4792404174805
18/07/2016	17:57:27	000	1793,558	81,4961471557617
18/07/2016	17:57:27	102	1793,66	81,9958724975586
18/07/2016	17:57:27	643	1794,201	82,3596343994141
18/07/2016	17:57:27	890	1794,448	83,1183853149414
18/07/2016	17:57:28	144	1794,702	83,4597549438477
18/07/2016	17:57:28	364	1794,922	83,5901107788086
18/07/2016	17:57:28	764	1795,322	83,212158203125
18/07/2016	17:57:29	097	1795,655	82,7729873657227
18/07/2016	17:57:29	219	1795,777	82,3495407104492
18/07/2016	17:57:29	631	1796,189	82,2384643554688
18/07/2016	17:57:30	056	1796,614	81,6752700805664
18/07/2016	17:57:30	276	1796,834	81,6786499023438
18/07/2016	17:57:30	474	1797,032	82,1172103881836
18/07/2016	17:57:31	019	1797,577	82,4302749633789
18/07/2016	17:57:31	513	1798,071	83,5767440795898
18/07/2016	17:57:31	771	1798,329	84,1538467407227
18/07/2016	17:57:32	078	1798,636	84,7921295166016
18/07/2016	17:57:32	292	1798,85	85,3156661987305
18/07/2016	17:57:32	761	1799,319	85,3090438842773
18/07/2016	17:57:32	909	1799,467	84,9413909912109
18/07/2016	17:57:33	308	1799,866	85,0938491821289
18/07/2016	17:57:33	483	1800,041	85,1667098999023
18/07/2016	17:57:33	896	1800,454	85,7914733886719
18/07/2016	17:57:34	216	1800,774	86,1145706176758
18/07/2016	17:57:34	438	1800,996	85,3785171508789
18/07/2016	17:57:34	922	1801,48	84,376838684082
18/07/2016	17:57:35	131	1801,689	84,1605072021484
18/07/2016	17:57:35	560	1802,118	83,6969909667969
18/07/2016	17:57:35	720	1802,278	82,8770141601563
18/07/2016	17:57:35	920	1802,478	82,7125625610352
18/07/2016	17:57:36	315	1802,873	82,7830581665039
18/07/2016	17:57:36	639	1803,197	83,8004684448242
18/07/2016	17:57:37	092	1803,65	84,416748046875
18/07/2016	17:57:37	553	1804,111	84,7755355834961
18/07/2016	17:57:37	926	1804,484	84,486572265625
18/07/2016	17:57:38	665	1805,223	83,3058853149414
18/07/2016	17:57:39	028	1805,586	82,9843292236328
18/07/2016	17:57:39	409	1805,967	82,6991271972656
18/07/2016	17:57:39	569	1806,127	82,6756210327148
18/07/2016	17:57:39	981	1806,539	82,4706268310547
18/07/2016	17:57:40	441	1806,999	82,0464401245117
18/07/2016	17:57:40	717	1807,275	81,8204574584961
18/07/2016	17:57:41	187	1807,745	81,9183044433594
18/07/2016	17:57:41	508	1808,066	82,1913223266602
18/07/2016	17:57:41	691	1808,249	82,3360748291016
18/07/2016	17:57:41	825	1808,383	82,5647506713867
18/07/2016	17:57:42	053	1808,611	82,6017150878906
18/07/2016	17:57:42	479	1809,037	82,5277786254883
18/07/2016	17:57:42	901	1809,459	82,1542663574219
18/07/2016	17:57:43	277	1809,835	81,9621505737305
18/07/2016	17:57:43	427	1809,985	81,8204574584961
18/07/2016	17:57:43	782	1810,34	81,5738983154297
18/07/2016	17:57:44	291	1810,849	80,9271392822266
18/07/2016	17:57:44	345	1810,903	80,7676162719727
18/07/2016	17:57:44	575	1811,133	80,8253326416016
18/07/2016	17:57:45	135	1811,693	81,7900772094727
18/07/2016	17:57:45	283	1811,841	82,4168243408203
18/07/2016	17:57:45	530	1812,088	82,6756210327148
18/07/2016	17:57:45	925	1812,483	82,6252365112305
18/07/2016	17:57:46	071	1812,629	82,5949935913086
18/07/2016	17:57:46	343	1812,901	82,6924133300781
18/07/2016	17:57:46	525	1813,083	82,5109710693359
18/07/2016	17:57:46	654	1813,212	82,4504547119141
18/07/2016	17:57:47	136	1813,694	82,2115249633789
18/07/2016	17:57:47	235	1813,793	82,3024215698242
18/07/2016	17:57:47	680	1814,238	82,3629989624023
18/07/2016	17:57:47	804	1814,362	82,4437255859375
18/07/2016	17:57:48	296	1814,854	82,3192520141602
18/07/2016	17:57:48	704	1815,262	82,473991394043
18/07/2016	17:57:49	110	1815,668	82,6621856689453
18/07/2016	17:57:49	274	1815,832	82,6957702636719
18/07/2016	17:57:49	669	1816,227	82,645393371582
18/07/2016	17:57:49	781	1816,339	82,5008850097656
18/07/2016	17:57:49	966	1816,524	82,4201812744141
18/07/2016	17:57:50	501	1817,059	82,3798141479492
18/07/2016	17:57:50	640	1817,198	82,4975280761719
18/07/2016	17:57:51	021	1817,579	82,6487503051758
18/07/2016	17:57:51	160	1817,718	82,645393371582
18/07/2016	17:57:51	330	1817,888	82,4941635131836
18/07/2016	17:57:51	585	1818,143	82,4571762084961
18/07/2016	17:57:52	018	1818,576	82,2115249633789
18/07/2016	17:57:52	313	1818,871	82,2047882080078
18/07/2016	17:57:52	822	1819,38	82,0160980224609
18/07/2016	17:57:52	946	1819,504	81,8339538574219
18/07/2016	17:57:53	338	1819,896	81,6854019165039
18/07/2016	17:57:53	530	1820,088	81,6245956420898
18/07/2016	17:57:54	020	1820,578	81,8069534301758
18/07/2016	17:57:54	077	1820,635	82,0093612670898
18/07/2016	17:57:54	777	1821,335	81,7833251953125
18/07/2016	17:57:54	936	1821,494	81,4014434814453
18/07/2016	17:57:55	476	1822,034	80,8626708984375
18/07/2016	17:57:55	958	1822,516	80,2881546020508
18/07/2016	17:57:56	190	1822,748	80,1825637817383
18/07/2016	17:57:56	342	1822,9	80,1553039550781
18/07/2016	17:57:56	715	1823,273	80,0973587036133
18/07/2016	17:57:56	889	1823,447	79,8517379760742
18/07/2016	17:57:57	308	1823,866	79,6228561401367
18/07/2016	17:57:57	682	1824,24	78,8588409423828
18/07/2016	17:57:57	878	1824,436	77,5697021484375
18/07/2016	17:57:58	301	1824,859	77,053352355957
18/07/2016	17:57:58	598	1825,156	77,5939178466797
18/07/2016	17:57:58	843	1825,401	77,3862152099609
18/07/2016	17:57:59	155	1825,713	77,580078125
18/07/2016	17:57:59	349	1825,907	77,8670043945313
18/07/2016	17:57:59	556	1826,114	78,2465209960938
18/07/2016	17:58:00	114	1826,672	80,1178131103516
18/07/2016	17:58:00	575	1827,133	82,0363311767578
18/07/2016	17:58:00	910	1827,468	82,6017150878906
18/07/2016	17:58:01	838	1828,396	84,7821731567383
18/07/2016	17:58:02	089	1828,647	84,7257461547852
18/07/2016	17:58:02	273	1828,831	84,685905456543
18/07/2016	17:58:02	863	1829,421	85,2362365722656
18/07/2016	17:58:03	177	1829,735	85,7419738769531
18/07/2016	17:58:03	672	1830,23	85,3884429931641
18/07/2016	17:58:04	103	1830,661	85,6759414672852
18/07/2016	17:58:04	438	1830,996	84,5630111694336
18/07/2016	17:58:04	589	1831,147	84,3635330200195
18/07/2016	17:58:05	104	1831,662	84,6792678833008
18/07/2016	17:58:05	265	1831,823	85,4215087890625
18/07/2016	17:58:05	872	1832,43	86,2594451904297
18/07/2016	17:58:05	990	1832,548	86,0717468261719
18/07/2016	17:58:06	501	1833,059	85,8805465698242
18/07/2016	17:58:07	006	1833,564	84,9148635864258
18/07/2016	17:58:07	443	1834,001	84,5430755615234
18/07/2016	17:58:07	597	1834,155	83,8905487060547
18/07/2016	17:58:07	787	1834,345	83,8238296508789
18/07/2016	17:58:08	089	1834,647	83,700325012207
18/07/2016	17:58:08	654	1835,212	83,4530715942383
18/07/2016	17:58:08	917	1835,475	83,40625
18/07/2016	17:58:09	370	1835,928	83,8438491821289
18/07/2016	17:58:09	743	1836,301	83,8438491821289
18/07/2016	17:58:10	056	1836,614	83,9772415161133
18/07/2016	17:58:10	647	1837,205	84,1138763427734
18/07/2016	17:58:10	832	1837,39	84,576301574707
18/07/2016	17:58:11	060	1837,618	84,9115524291992
18/07/2016	17:58:11	511	1838,069	85,4182052612305
18/07/2016	17:58:11	924	1838,482	85,0839080810547
18/07/2016	17:58:12	343	1838,901	84,7423477172852
18/07/2016	17:58:12	717	1839,275	84,3435745239258
18/07/2016	17:58:12	900	1839,458	84,0605697631836
18/07/2016	17:58:13	350	1839,908	83,4196319580078
18/07/2016	17:58:13	497	1840,055	82,9273300170898
18/07/2016	17:58:14	101	1840,659	82,887077331543
18/07/2016	17:58:14	301	1840,859	82,8602447509766
18/07/2016	17:58:14	515	1841,073	82,8367538452148
18/07/2016	17:58:14	961	1841,519	82,8031997680664
18/07/2016	17:58:15	188	1841,746	82,8266906738281
18/07/2016	17:58:15	252	1841,81	82,9373931884766
18/07/2016	17:58:15	407	1841,965	82,873664855957
18/07/2016	17:58:15	829	1842,387	82,9675674438477
18/07/2016	17:58:16	023	1842,581	83,2021179199219
18/07/2016	17:58:16	442	1843	83,5299606323242
18/07/2016	17:58:16	952	1843,51	84,8153533935547
18/07/2016	17:58:17	193	1843,751	85,1070938110352
18/07/2016	17:58:17	376	1843,934	84,9413909912109
18/07/2016	17:58:17	807	1844,365	84,4766006469727
18/07/2016	17:58:18	230	1844,788	83,9972457885742
18/07/2016	17:58:18	586	1845,144	83,7637557983398
