Plot 1 FLIR A320(30 Hz)EIP - 48200894

				Bx1.Max.
12/07/2016	19:37:07	884	28,901	25,5589442961364
12/07/2016	19:37:08	494	29,511	25,6115405834996
12/07/2016	19:37:08	619	29,636	25,6465904654603
12/07/2016	19:37:08	779	29,796	25,6816289124735
12/07/2016	19:37:08	918	29,935	25,6290669545306
12/07/2016	19:37:09	253	30,27	25,6641111176534
12/07/2016	19:37:09	450	30,467	25,6290669545306
12/07/2016	19:37:09	835	30,852	25,6465904654603
12/07/2016	19:37:10	285	31,302	25,6465904654603
12/07/2016	19:37:10	529	31,546	25,6290669545306
12/07/2016	19:37:10	919	31,936	25,6290669545306
12/07/2016	19:37:10	978	31,995	25,6465904654603
12/07/2016	19:37:11	422	32,439	25,6465904654603
12/07/2016	19:37:11	556	32,573	25,6465904654603
12/07/2016	19:37:11	902	32,919	25,6465904654603
12/07/2016	19:37:12	164	33,181	25,6816289124735
12/07/2016	19:37:12	314	33,331	25,6465904654603
12/07/2016	19:37:12	620	33,637	25,6816289124735
12/07/2016	19:37:12	820	33,837	25,6465904654603
12/07/2016	19:37:13	136	34,153	25,6641111176534
12/07/2016	19:37:13	524	34,541	25,6641111176534
12/07/2016	19:37:13	634	34,651	25,6641111176534
12/07/2016	19:37:14	023	35,04	25,6641111176534
12/07/2016	19:37:14	164	35,181	25,6465904654603
12/07/2016	19:37:14	551	35,568	25,6465904654603
12/07/2016	19:37:14	924	35,941	25,6465904654603
12/07/2016	19:37:15	087	36,104	25,6641111176534
12/07/2016	19:37:15	440	36,457	25,6290669545306
12/07/2016	19:37:15	684	36,701	25,5940113510016
12/07/2016	19:37:15	937	36,954	25,6115405834996
12/07/2016	19:37:16	261	37,278	25,5940113510016
12/07/2016	19:37:16	402	37,419	25,5940113510016
12/07/2016	19:37:16	599	37,616	25,6115405834996
12/07/2016	19:37:16	975	37,992	25,6465904654603
12/07/2016	19:37:17	158	38,175	25,5764792556698
12/07/2016	19:37:17	338	38,355	25,6115405834996
12/07/2016	19:37:17	520	38,537	25,6115405834996
12/07/2016	19:37:17	669	38,686	25,6115405834996
12/07/2016	19:37:18	105	39,122	25,6290669545306
12/07/2016	19:37:18	252	39,269	25,5764792556698
12/07/2016	19:37:18	477	39,494	25,5764792556698
12/07/2016	19:37:18	617	39,634	25,5764792556698
12/07/2016	19:37:18	988	40,005	25,6115405834996
12/07/2016	19:37:19	356	40,373	25,5589442961364
12/07/2016	19:37:19	441	40,458	25,5589442961364
12/07/2016	19:37:19	834	40,851	25,5238657789885
12/07/2016	19:37:20	035	41,052	25,5238657789885
12/07/2016	19:37:20	440	41,457	25,5238657789885
12/07/2016	19:37:20	675	41,692	25,5238657789885
12/07/2016	19:37:20	817	41,834	25,5063222186332
12/07/2016	19:37:21	212	42,229	25,5063222186332
12/07/2016	19:37:21	290	42,307	25,5063222186332
12/07/2016	19:37:21	508	42,525	25,5414064710326
12/07/2016	19:37:21	723	42,74	25,5238657789885
12/07/2016	19:37:21	884	42,901	25,5589442961364
12/07/2016	19:37:22	319	43,336	25,6115405834996
12/07/2016	19:37:22	379	43,396	25,6115405834996
12/07/2016	19:37:22	636	43,653	25,5940113510016
12/07/2016	19:37:22	898	43,915	25,5940113510016
12/07/2016	19:37:23	431	44,448	25,5764792556698
12/07/2016	19:37:23	636	44,653	25,5940113510016
12/07/2016	19:37:23	823	44,84	25,6290669545306
12/07/2016	19:37:24	177	45,194	25,5940113510016
12/07/2016	19:37:24	359	45,376	25,6290669545306
12/07/2016	19:37:24	602	45,619	25,6290669545306
12/07/2016	19:37:24	730	45,747	25,6115405834996
12/07/2016	19:37:25	142	46,159	25,6465904654603
12/07/2016	19:37:25	516	46,533	25,6465904654603
12/07/2016	19:37:25	734	46,751	25,6641111176534
12/07/2016	19:37:25	870	46,887	25,6465904654603
12/07/2016	19:37:26	336	47,353	25,6816289124735
12/07/2016	19:37:26	630	47,647	25,6115405834996
12/07/2016	19:37:26	795	47,812	25,6115405834996
12/07/2016	19:37:26	970	47,987	25,6465904654603
12/07/2016	19:37:27	535	48,552	25,6465904654603
12/07/2016	19:37:27	728	48,745	25,6115405834996
12/07/2016	19:37:27	914	48,931	25,5940113510016
12/07/2016	19:37:28	055	49,072	25,6115405834996
12/07/2016	19:37:28	235	49,252	25,6465904654603
12/07/2016	19:37:28	655	49,672	25,6115405834996
12/07/2016	19:37:28	807	49,824	25,5940113510016
12/07/2016	19:37:28	953	49,97	25,5764792556698
12/07/2016	19:37:29	338	50,355	25,5589442961364
12/07/2016	19:37:29	574	50,591	25,5589442961364
12/07/2016	19:37:29	903	50,92	25,5414064710326
12/07/2016	19:37:30	166	51,183	25,5063222186332
12/07/2016	19:37:30	502	51,519	25,5063222186332
12/07/2016	19:37:30	758	51,775	25,5238657789885
12/07/2016	19:37:30	889	51,906	25,5589442961364
12/07/2016	19:37:31	169	52,186	25,5589442961364
12/07/2016	19:37:31	333	52,35	25,5414064710326
12/07/2016	19:37:31	421	52,438	25,5414064710326
12/07/2016	19:37:31	640	52,657	25,5764792556698
12/07/2016	19:37:32	004	53,021	25,5764792556698
12/07/2016	19:37:32	160	53,177	25,5414064710326
12/07/2016	19:37:32	270	53,287	25,5764792556698
12/07/2016	19:37:32	449	53,466	25,5764792556698
12/07/2016	19:37:32	604	53,621	25,5589442961364
12/07/2016	19:37:33	059	54,076	25,5589442961364
12/07/2016	19:37:33	153	54,17	25,5764792556698
12/07/2016	19:37:33	543	54,56	25,5764792556698
12/07/2016	19:37:33	775	54,792	25,5940113510016
12/07/2016	19:37:34	138	55,155	25,5940113510016
12/07/2016	19:37:34	432	55,449	25,6290669545306
12/07/2016	19:37:34	780	55,797	25,5940113510016
12/07/2016	19:37:35	218	56,235	25,5764792556698
12/07/2016	19:37:35	417	56,434	25,5589442961364
12/07/2016	19:37:35	766	56,783	25,5764792556698
12/07/2016	19:37:36	029	57,046	25,5414064710326
12/07/2016	19:37:36	346	57,363	25,5589442961364
12/07/2016	19:37:36	755	57,772	25,5940113510016
12/07/2016	19:37:36	962	57,979	25,5940113510016
12/07/2016	19:37:37	316	58,333	25,6290669545306
12/07/2016	19:37:37	617	58,634	25,6290669545306
12/07/2016	19:37:37	693	58,71	25,6115405834996
12/07/2016	19:37:37	918	58,935	25,6115405834996
12/07/2016	19:37:38	348	59,365	25,6465904654603
12/07/2016	19:37:38	619	59,636	25,6115405834996
12/07/2016	19:37:38	736	59,753	25,6115405834996
12/07/2016	19:37:38	881	59,898	25,5940113510016
12/07/2016	19:37:39	423	60,44	25,6115405834996
12/07/2016	19:37:39	823	60,84	25,6115405834996
12/07/2016	19:37:39	944	60,961	25,5764792556698
12/07/2016	19:37:40	343	61,36	25,5764792556698
12/07/2016	19:37:40	623	61,64	25,5589442961364
12/07/2016	19:37:40	781	61,798	25,5589442961364
12/07/2016	19:37:41	161	62,178	25,5238657789885
12/07/2016	19:37:41	541	62,558	25,4712264875
12/07/2016	19:37:41	685	62,702	25,4712264875
12/07/2016	19:37:41	835	62,852	25,4712264875
12/07/2016	19:37:42	244	63,261	25,4712264875
12/07/2016	19:37:42	602	63,619	25,4536743139751
12/07/2016	19:37:42	998	64,015	25,4712264875
12/07/2016	19:37:43	332	64,349	25,4712264875
12/07/2016	19:37:43	449	64,466	25,4536743139751
12/07/2016	19:37:43	603	64,62	25,4536743139751
12/07/2016	19:37:43	767	64,784	25,4536743139751
12/07/2016	19:37:44	065	65,082	25,4361192666449
12/07/2016	19:37:44	270	65,287	25,4185613441333
12/07/2016	19:37:44	627	65,644	25,4361192666449
12/07/2016	19:37:44	851	65,868	25,4536743139751
12/07/2016	19:37:45	172	66,189	25,4887757885946
12/07/2016	19:37:45	601	66,618	25,4361192666449
12/07/2016	19:37:45	950	66,967	25,4185613441333
12/07/2016	19:37:46	104	67,121	25,4185613441333
12/07/2016	19:37:46	281	67,298	25,4361192666449
12/07/2016	19:37:46	771	67,788	25,4361192666449
12/07/2016	19:37:47	005	68,022	25,4712264875
12/07/2016	19:37:47	156	68,173	25,4887757885946
12/07/2016	19:37:47	557	68,574	25,4887757885946
12/07/2016	19:37:47	749	68,766	25,4887757885946
12/07/2016	19:37:48	132	69,149	25,5238657789885
12/07/2016	19:37:48	290	69,307	25,5238657789885
12/07/2016	19:37:48	675	69,692	25,5238657789885
12/07/2016	19:37:48	770	69,787	25,5238657789885
12/07/2016	19:37:49	125	70,142	25,5063222186332
12/07/2016	19:37:49	330	70,347	25,4887757885946
12/07/2016	19:37:49	479	70,496	25,5414064710326
12/07/2016	19:37:49	865	70,882	25,5063222186332
12/07/2016	19:37:50	041	71,058	25,5238657789885
12/07/2016	19:37:50	386	71,403	25,5414064710326
12/07/2016	19:37:50	602	71,619	25,5238657789885
12/07/2016	19:37:50	773	71,79	25,5238657789885
12/07/2016	19:37:51	150	72,167	25,5414064710326
12/07/2016	19:37:51	306	72,323	25,4536743139751
12/07/2016	19:37:51	511	72,528	25,4361192666449
12/07/2016	19:37:51	651	72,668	25,4536743139751
12/07/2016	19:37:52	023	73,04	25,4536743139751
12/07/2016	19:37:52	370	73,387	25,5238657789885
12/07/2016	19:37:52	685	73,702	25,5063222186332
12/07/2016	19:37:53	097	74,114	25,5414064710326
12/07/2016	19:37:53	171	74,188	25,5238657789885
12/07/2016	19:37:53	609	74,626	25,5414064710326
12/07/2016	19:37:53	780	74,797	25,5414064710326
12/07/2016	19:37:54	154	75,171	25,5414064710326
12/07/2016	19:37:54	227	75,244	25,5063222186332
12/07/2016	19:37:54	521	75,538	25,5414064710326
12/07/2016	19:37:54	886	75,903	25,5063222186332
12/07/2016	19:37:55	010	76,027	25,5414064710326
12/07/2016	19:37:55	240	76,257	25,5414064710326
12/07/2016	19:37:55	835	76,852	25,5940113510016
12/07/2016	19:37:56	063	77,08	25,5940113510016
12/07/2016	19:37:56	253	77,27	25,6465904654603
12/07/2016	19:37:56	600	77,617	25,5940113510016
12/07/2016	19:37:56	874	77,891	25,5940113510016
12/07/2016	19:37:57	024	78,041	25,5589442961364
12/07/2016	19:37:57	689	78,706	25,5238657789885
12/07/2016	19:37:57	801	78,818	25,5238657789885
12/07/2016	19:37:57	946	78,963	25,5063222186332
12/07/2016	19:37:58	314	79,331	25,5414064710326
12/07/2016	19:37:58	458	79,475	25,5414064710326
12/07/2016	19:37:58	642	79,659	25,5589442961364
12/07/2016	19:37:59	027	80,044	25,5238657789885
12/07/2016	19:37:59	337	80,354	25,5238657789885
12/07/2016	19:37:59	498	80,515	25,5238657789885
12/07/2016	19:37:59	805	80,822	25,5238657789885
12/07/2016	19:38:00	035	81,052	25,5589442961364
12/07/2016	19:38:00	288	81,305	25,5764792556698
12/07/2016	19:38:00	404	81,421	25,5764792556698
12/07/2016	19:38:00	609	81,626	25,5414064710326
12/07/2016	19:38:00	972	81,989	25,5063222186332
12/07/2016	19:38:01	263	82,28	25,4887757885946
12/07/2016	19:38:01	381	82,398	25,5414064710326
12/07/2016	19:38:01	743	82,76	25,4887757885946
12/07/2016	19:38:02	006	83,023	25,5063222186332
12/07/2016	19:38:02	383	83,4	25,5238657789885
12/07/2016	19:38:02	840	83,857	25,4887757885946
12/07/2016	19:38:02	957	83,974	25,5414064710326
12/07/2016	19:38:03	102	84,119	25,5414064710326
12/07/2016	19:38:03	303	84,32	25,5589442961364
12/07/2016	19:38:03	446	84,463	25,5940113510016
12/07/2016	19:38:03	887	84,904	25,5414064710326
12/07/2016	19:38:04	121	85,138	25,5764792556698
12/07/2016	19:38:04	233	85,25	25,5764792556698
12/07/2016	19:38:04	333	85,35	25,5764792556698
12/07/2016	19:38:04	724	85,741	25,5414064710326
12/07/2016	19:38:04	948	85,965	25,5414064710326
12/07/2016	19:38:05	122	86,139	25,5589442961364
12/07/2016	19:38:05	454	86,471	25,5063222186332
12/07/2016	19:38:05	785	86,802	25,4887757885946
12/07/2016	19:38:06	149	87,166	25,5238657789885
12/07/2016	19:38:06	373	87,39	25,5063222186332
12/07/2016	19:38:06	505	87,522	25,4887757885946
12/07/2016	19:38:06	998	88,015	25,4712264875
12/07/2016	19:38:07	162	88,179	25,4887757885946
12/07/2016	19:38:07	448	88,465	25,4887757885946
12/07/2016	19:38:07	511	88,528	25,5063222186332
12/07/2016	19:38:07	792	88,809	25,5063222186332
12/07/2016	19:38:07	928	88,945	25,5238657789885
12/07/2016	19:38:08	187	89,204	25,5238657789885
12/07/2016	19:38:08	344	89,361	25,5063222186332
12/07/2016	19:38:08	720	89,737	25,5063222186332
12/07/2016	19:38:08	832	89,849	25,5063222186332
12/07/2016	19:38:09	006	90,023	25,5063222186332
12/07/2016	19:38:09	418	90,435	25,4887757885946
12/07/2016	19:38:09	658	90,675	25,5063222186332
12/07/2016	19:38:09	788	90,805	25,5238657789885
12/07/2016	19:38:10	138	91,155	25,4887757885946
12/07/2016	19:38:10	534	91,551	25,5764792556698
12/07/2016	19:38:10	817	91,834	25,5764792556698
12/07/2016	19:38:10	979	91,996	25,5940113510016
12/07/2016	19:38:11	186	92,203	25,5940113510016
12/07/2016	19:38:11	671	92,688	25,5764792556698
12/07/2016	19:38:11	851	92,868	25,6115405834996
12/07/2016	19:38:11	962	92,979	25,5940113510016
12/07/2016	19:38:12	357	93,374	25,5764792556698
12/07/2016	19:38:12	509	93,526	25,5940113510016
12/07/2016	19:38:12	886	93,903	25,6115405834996
12/07/2016	19:38:13	001	94,018	25,6115405834996
12/07/2016	19:38:13	219	94,236	25,6290669545306
12/07/2016	19:38:13	319	94,336	25,6115405834996
12/07/2016	19:38:13	681	94,698	25,6290669545306
12/07/2016	19:38:13	915	94,932	25,6115405834996
12/07/2016	19:38:14	036	95,053	25,5940113510016
12/07/2016	19:38:14	242	95,259	25,6465904654603
12/07/2016	19:38:14	358	95,375	25,5940113510016
12/07/2016	19:38:14	699	95,716	25,5940113510016
12/07/2016	19:38:14	867	95,884	25,5940113510016
12/07/2016	19:38:15	066	96,083	25,6115405834996
12/07/2016	19:38:15	473	96,49	25,5414064710326
12/07/2016	19:38:15	629	96,646	25,5063222186332
12/07/2016	19:38:15	999	97,016	25,5063222186332
12/07/2016	19:38:16	223	97,24	25,5238657789885
12/07/2016	19:38:16	375	97,392	25,5238657789885
12/07/2016	19:38:16	692	97,709	25,5764792556698
12/07/2016	19:38:16	796	97,813	25,5589442961364
12/07/2016	19:38:17	145	98,162	25,5414064710326
12/07/2016	19:38:17	404	98,421	25,5414064710326
12/07/2016	19:38:17	701	98,718	25,5764792556698
12/07/2016	19:38:18	001	99,018	25,5764792556698
12/07/2016	19:38:18	139	99,156	25,6115405834996
12/07/2016	19:38:18	335	99,352	25,5764792556698
12/07/2016	19:38:18	677	99,694	25,5764792556698
12/07/2016	19:38:19	102	100,119	25,6290669545306
12/07/2016	19:38:19	364	100,381	25,6290669545306
12/07/2016	19:38:19	625	100,642	25,5940113510016
12/07/2016	19:38:19	737	100,754	25,5940113510016
12/07/2016	19:38:19	872	100,889	25,6115405834996
12/07/2016	19:38:20	251	101,268	25,5940113510016
12/07/2016	19:38:20	418	101,435	25,5940113510016
12/07/2016	19:38:20	635	101,652	25,5940113510016
12/07/2016	19:38:20	788	101,805	25,5414064710326
12/07/2016	19:38:21	153	102,17	25,5238657789885
12/07/2016	19:38:21	361	102,378	25,4887757885946
12/07/2016	19:38:21	734	102,751	25,4536743139751
12/07/2016	19:38:21	869	102,886	25,4712264875
12/07/2016	19:38:22	052	103,069	25,4536743139751
12/07/2016	19:38:22	425	103,442	25,4887757885946
12/07/2016	19:38:22	539	103,556	25,4536743139751
12/07/2016	19:38:22	880	103,897	25,4536743139751
12/07/2016	19:38:22	992	104,009	25,5238657789885
12/07/2016	19:38:23	212	104,229	25,5063222186332
12/07/2016	19:38:23	570	104,587	25,5589442961364
12/07/2016	19:38:23	789	104,806	25,5238657789885
12/07/2016	19:38:23	926	104,943	25,5238657789885
12/07/2016	19:38:24	282	105,299	25,5414064710326
12/07/2016	19:38:24	519	105,536	25,5238657789885
12/07/2016	19:38:24	657	105,674	25,5589442961364
12/07/2016	19:38:25	130	106,147	25,5238657789885
12/07/2016	19:38:25	230	106,247	25,5238657789885
12/07/2016	19:38:25	607	106,624	25,5238657789885
12/07/2016	19:38:25	859	106,876	25,5414064710326
12/07/2016	19:38:26	078	107,095	25,5414064710326
12/07/2016	19:38:26	388	107,405	25,5414064710326
12/07/2016	19:38:26	550	107,567	25,5589442961364
12/07/2016	19:38:26	895	107,912	25,5589442961364
12/07/2016	19:38:27	278	108,295	25,5764792556698
12/07/2016	19:38:27	721	108,738	25,5414064710326
12/07/2016	19:38:27	871	108,888	25,5589442961364
12/07/2016	19:38:28	354	109,371	25,5414064710326
12/07/2016	19:38:28	497	109,514	25,5414064710326
12/07/2016	19:38:28	706	109,723	25,5589442961364
12/07/2016	19:38:29	057	110,074	25,5764792556698
12/07/2016	19:38:29	188	110,205	25,5414064710326
12/07/2016	19:38:29	532	110,549	25,5414064710326
12/07/2016	19:38:29	771	110,788	25,5063222186332
12/07/2016	19:38:29	903	110,92	25,5238657789885
12/07/2016	19:38:30	063	111,08	25,5940113510016
12/07/2016	19:38:30	404	111,421	25,5414064710326
12/07/2016	19:38:30	570	111,587	25,5414064710326
12/07/2016	19:38:30	837	111,854	25,5414064710326
12/07/2016	19:38:31	248	112,265	25,4887757885946
12/07/2016	19:38:31	552	112,569	25,4712264875
12/07/2016	19:38:31	633	112,65	25,4887757885946
12/07/2016	19:38:31	872	112,889	25,4712264875
12/07/2016	19:38:32	181	113,198	25,4536743139751
12/07/2016	19:38:32	525	113,542	25,4361192666449
12/07/2016	19:38:32	748	113,765	25,4361192666449
12/07/2016	19:38:32	953	113,97	25,4536743139751
12/07/2016	19:38:33	252	114,269	25,401000545063
12/07/2016	19:38:33	427	114,444	25,4361192666449
12/07/2016	19:38:33	741	114,758	25,4712264875
12/07/2016	19:38:33	956	114,973	25,4361192666449
12/07/2016	19:38:34	099	115,116	25,4536743139751
12/07/2016	19:38:34	300	115,317	25,4361192666449
12/07/2016	19:38:34	669	115,686	25,4712264875
12/07/2016	19:38:34	871	115,888	25,4185613441333
12/07/2016	19:38:35	038	116,055	25,4185613441333
12/07/2016	19:38:35	418	116,435	25,4536743139751
12/07/2016	19:38:35	490	116,507	25,4887757885946
12/07/2016	19:38:35	719	116,736	25,4712264875
12/07/2016	19:38:35	840	116,857	25,4887757885946
12/07/2016	19:38:36	212	117,229	25,4712264875
12/07/2016	19:38:36	543	117,56	25,4536743139751
12/07/2016	19:38:36	809	117,826	25,5063222186332
12/07/2016	19:38:37	230	118,247	25,5589442961364
12/07/2016	19:38:37	554	118,571	25,5940113510016
12/07/2016	19:38:37	970	118,987	25,6115405834996
12/07/2016	19:38:38	173	119,19	25,5589442961364
12/07/2016	19:38:38	319	119,336	25,5589442961364
12/07/2016	19:38:38	451	119,468	25,5414064710326
12/07/2016	19:38:38	792	119,809	25,5589442961364
12/07/2016	19:38:39	100	120,117	25,5414064710326
12/07/2016	19:38:39	418	120,435	25,5764792556698
12/07/2016	19:38:39	487	120,504	25,5940113510016
12/07/2016	19:38:39	681	120,698	25,5940113510016
12/07/2016	19:38:40	067	121,084	25,5940113510016
12/07/2016	19:38:40	321	121,338	25,5940113510016
12/07/2016	19:38:40	669	121,686	25,5589442961364
12/07/2016	19:38:40	773	121,79	25,5940113510016
12/07/2016	19:38:41	186	122,203	25,6115405834996
12/07/2016	19:38:41	586	122,603	25,6641111176534
12/07/2016	19:38:41	730	122,747	25,6290669545306
12/07/2016	19:38:42	060	123,077	25,6465904654603
12/07/2016	19:38:42	287	123,304	25,6465904654603
12/07/2016	19:38:42	434	123,451	25,6115405834996
12/07/2016	19:38:42	838	123,855	25,5764792556698
12/07/2016	19:38:43	081	124,098	25,5589442961364
12/07/2016	19:38:43	322	124,339	25,5764792556698
12/07/2016	19:38:43	790	124,807	25,5589442961364
12/07/2016	19:38:43	940	124,957	25,5589442961364
12/07/2016	19:38:44	239	125,256	25,5063222186332
12/07/2016	19:38:44	413	125,43	25,5414064710326
12/07/2016	19:38:44	867	125,884	25,4887757885946
12/07/2016	19:38:45	078	126,095	25,5238657789885
12/07/2016	19:38:45	414	126,431	25,5414064710326
12/07/2016	19:38:45	648	126,665	25,5764792556698
12/07/2016	19:38:45	734	126,751	25,5414064710326
12/07/2016	19:38:46	169	127,186	25,5940113510016
12/07/2016	19:38:46	412	127,429	25,5589442961364
12/07/2016	19:38:46	672	127,689	25,5940113510016
12/07/2016	19:38:46	978	127,995	25,5589442961364
12/07/2016	19:38:47	153	128,17	25,5764792556698
12/07/2016	19:38:47	421	128,438	25,5589442961364
12/07/2016	19:38:47	488	128,505	25,5764792556698
12/07/2016	19:38:47	821	128,838	25,5764792556698
12/07/2016	19:38:48	267	129,284	25,5589442961364
12/07/2016	19:38:48	425	129,442	25,5589442961364
12/07/2016	19:38:48	586	129,603	25,5589442961364
12/07/2016	19:38:48	666	129,683	25,5589442961364
12/07/2016	19:38:48	888	129,905	25,5589442961364
12/07/2016	19:38:49	259	130,276	25,5589442961364
12/07/2016	19:38:49	386	130,403	25,5764792556698
