Calibrating
2016-07-07 14:21:53	1000.00  87.23 
2016-07-07 14:21:54	1000.00  76.63 
2016-07-07 14:21:55	1000.00  80.13 
2016-07-07 14:21:56	1000.00  73.13 
2016-07-07 14:21:57	1000.00  77.33 
2016-07-07 14:21:58	1000.00  78.73 
2016-07-07 14:21:59	1000.00  88.63 
2016-07-07 14:22:00	1000.00  86.03 
2016-07-07 14:22:01	1000.00  89.23 
2016-07-07 14:22:02	1000.00  85.43 
2016-07-07 14:22:03	1000.00  87.23 
2016-07-07 14:22:04	1000.00  91.73 
2016-07-07 14:22:05	1000.00  90.33 
2016-07-07 14:22:06	1000.00  89.03 
2016-07-07 14:22:08	1000.00  91.73 
2016-07-07 14:22:09	1000.00  82.23 
2016-07-07 14:22:10	1000.00  95.13 
2016-07-07 14:22:11	1000.00  86.63 
2016-07-07 14:22:12	1000.00  86.53 
2016-07-07 14:22:13	1000.00  84.83 
2016-07-07 14:22:14	1000.00  88.43 
2016-07-07 14:22:15	1000.00  91.03 
2016-07-07 14:22:16	1000.00  86.03 
2016-07-07 14:22:17	1000.00  85.43 
2016-07-07 14:22:18	1000.00  91.73 
2016-07-07 14:22:19	1000.00  86.03 
2016-07-07 14:22:20	1000.00  88.53 
2016-07-07 14:22:21	1000.00  80.83 
2016-07-07 14:22:22	1000.00  90.33 
2016-07-07 14:22:23	1000.00  88.43 
2016-07-07 14:22:25	1100.00  83.63 
2016-07-07 14:22:26	1100.00  95.13 
2016-07-07 14:22:27	1100.00  88.53 
2016-07-07 14:22:28	1100.00  84.83 
2016-07-07 14:22:29	1100.00  81.53 
2016-07-07 14:22:30	1100.00  86.03 
2016-07-07 14:22:31	1100.00  86.03 
2016-07-07 14:22:32	1100.00  85.43 
2016-07-07 14:22:33	1100.00  87.23 
2016-07-07 14:22:34	1100.00  84.83 
2016-07-07 14:22:35	1100.00  82.23 
2016-07-07 14:22:36	1100.00  82.93 
2016-07-07 14:22:37	1100.00  76.63 
2016-07-07 14:22:38	1100.00  85.43 
2016-07-07 14:22:39	1100.00  87.23 
2016-07-07 14:22:40	1100.00  120.83 
2016-07-07 14:22:41	1100.00  108.23 
2016-07-07 14:22:42	1100.00  102.13 
2016-07-07 14:22:44	1100.00  104.03 
2016-07-07 14:22:45	1100.00  91.03 
2016-07-07 14:22:46	1100.00  95.13 
2016-07-07 14:22:47	1100.00  95.93 
2016-07-07 14:22:48	1100.00  100.93 
2016-07-07 14:22:49	1100.00  93.83 
2016-07-07 14:22:50	1100.00  97.13 
2016-07-07 14:22:51	1100.00  95.93 
2016-07-07 14:22:52	1100.00  87.83 
2016-07-07 14:22:53	1100.00  95.23 
2016-07-07 14:22:54	1100.00  92.43 
2016-07-07 14:22:55	1100.00  92.43 
2016-07-07 14:22:56	1200.00  89.63 
2016-07-07 14:22:57	1200.00  99.03 
2016-07-07 14:22:58	1200.00  93.13 
2016-07-07 14:22:59	1200.00  100.23 
2016-07-07 14:23:00	1200.00  111.73 
2016-07-07 14:23:02	1200.00  113.83 
2016-07-07 14:23:03	1200.00  106.13 
2016-07-07 14:23:04	1200.00  108.93 
2016-07-07 14:23:05	1200.00  113.83 
2016-07-07 14:23:06	1200.00  100.23 
2016-07-07 14:23:07	1200.00  102.63 
2016-07-07 14:23:08	1200.00  99.63 
2016-07-07 14:23:09	1200.00  103.53 
2016-07-07 14:23:10	1200.00  111.73 
2016-07-07 14:23:11	1200.00  100.93 
2016-07-07 14:23:12	1200.00  104.73 
2016-07-07 14:23:13	1200.00  106.13 
2016-07-07 14:23:14	1200.00  102.03 
2016-07-07 14:23:15	1200.00  93.13 
2016-07-07 14:23:16	1200.00  111.03 
2016-07-07 14:23:17	1200.00  107.53 
2016-07-07 14:23:18	1200.00  99.63 
2016-07-07 14:23:20	1200.00  102.33 
2016-07-07 14:23:21	1200.00  100.83 
2016-07-07 14:23:22	1200.00  103.33 
2016-07-07 14:23:23	1200.00  98.43 
2016-07-07 14:23:24	1200.00  96.43 
2016-07-07 14:23:25	1200.00  98.43 
2016-07-07 14:23:26	1200.00  86.63 
2016-07-07 14:23:27	1200.00  95.23 
2016-07-07 14:23:28	1300.00  93.83 
2016-07-07 14:23:29	1300.00  99.03 
2016-07-07 14:23:30	1300.00  92.43 
2016-07-07 14:23:31	1300.00  107.53 
2016-07-07 14:23:32	1300.00  108.23 
2016-07-07 14:23:33	1300.00  108.23 
2016-07-07 14:23:34	1300.00  99.03 
2016-07-07 14:23:35	1300.00  151.43 
2016-07-07 14:23:36	1300.00  152.63 
2016-07-07 14:23:38	1300.00  153.23 
2016-07-07 14:23:39	1300.00  143.33 
2016-07-07 14:23:40	1300.00  135.63 
2016-07-07 14:23:41	1300.00  113.83 
2016-07-07 14:23:42	1300.00  111.03 
2016-07-07 14:23:43	1300.00  99.03 
2016-07-07 14:23:44	1300.00  99.63 
2016-07-07 14:23:45	1300.00  93.83 
2016-07-07 14:23:46	1300.00  99.63 
2016-07-07 14:23:47	1300.00  95.23 
2016-07-07 14:23:48	1300.00  97.83 
2016-07-07 14:23:49	1300.00  100.23 
2016-07-07 14:23:50	1300.00  96.93 
2016-07-07 14:23:51	1300.00  93.83 
2016-07-07 14:23:52	1300.00  103.43 
2016-07-07 14:23:53	1300.00  99.03 
2016-07-07 14:23:55	1300.00  97.23 
2016-07-07 14:23:56	1300.00  93.13 
2016-07-07 14:23:57	1300.00  97.83 
2016-07-07 14:23:58	1300.00  97.23 
2016-07-07 14:23:59	1300.00  90.33 
2016-07-07 14:24:00	1400.00  92.43 
2016-07-07 14:24:01	1400.00  95.23 
2016-07-07 14:24:02	1400.00  248.53 
2016-07-07 14:24:03	1400.00  236.73 
2016-07-07 14:24:04	1400.00  268.53 
2016-07-07 14:24:05	1400.00  271.13 
2016-07-07 14:24:06	1400.00  262.23 
2016-07-07 14:24:07	1400.00  286.63 
2016-07-07 14:24:08	1400.00  258.13 
2016-07-07 14:24:09	1400.00  260.93 
2016-07-07 14:24:11	1400.00  262.13 
2016-07-07 14:24:11	1400.00  224.43 
2016-07-07 14:24:13	1400.00  264.63 
2016-07-07 14:24:14	1400.00  276.03 
2016-07-07 14:24:15	1400.00  287.63 
2016-07-07 14:24:16	1400.00  294.53 
2016-07-07 14:24:17	1400.00  283.43 
2016-07-07 14:24:18	1400.00  258.83 
2016-07-07 14:24:19	1400.00  251.63 
2016-07-07 14:24:20	1400.00  298.83 
2016-07-07 14:24:21	1400.00  280.73 
2016-07-07 14:24:22	1400.00  249.03 
2016-07-07 14:24:23	1400.00  112.43 
2016-07-07 14:24:24	1400.00  264.03 
2016-07-07 14:24:25	1400.00  267.63 
2016-07-07 14:24:26	1400.00  272.53 
2016-07-07 14:24:28	1400.00  267.73 
2016-07-07 14:24:29	1400.00  259.53 
2016-07-07 14:24:30	1400.00  269.93 
2016-07-07 14:24:31	1400.00  281.23 
2016-07-07 14:24:32	1500.00  291.13 
2016-07-07 14:24:33	1500.00  282.23 
2016-07-07 14:24:34	1500.00  294.33 
2016-07-07 14:24:35	1500.00  337.83 
2016-07-07 14:24:36	1500.00  324.13 
2016-07-07 14:24:37	1500.00  342.73 
2016-07-07 14:24:38	1500.00  353.63 
2016-07-07 14:24:39	1500.00  338.53 
2016-07-07 14:24:40	1500.00  351.23 
2016-07-07 14:24:41	1500.00  342.73 
2016-07-07 14:24:43	1500.00  336.03 
2016-07-07 14:24:44	1500.00  353.63 
2016-07-07 14:24:45	1500.00  411.53 
2016-07-07 14:24:46	1500.00  390.13 
2016-07-07 14:24:47	1500.00  360.63 
2016-07-07 14:24:48	1500.00  366.63 
2016-07-07 14:24:49	1500.00  369.43 
2016-07-07 14:24:50	1500.00  357.13 
2016-07-07 14:24:51	1500.00  353.73 
2016-07-07 14:24:52	1500.00  336.43 
2016-07-07 14:24:53	1500.00  386.03 
2016-07-07 14:24:54	1500.00  371.53 
2016-07-07 14:24:55	1500.00  256.73 
2016-07-07 14:24:56	1500.00  402.43 
2016-07-07 14:24:58	1500.00  372.93 
2016-07-07 14:24:59	1500.00  412.63 
2016-07-07 14:25:00	1500.00  381.83 
2016-07-07 14:25:01	1500.00  345.53 
2016-07-07 14:25:02	1500.00  302.73 
2016-07-07 14:25:03	1500.00  384.83 
2016-07-07 14:25:04	1600.00  379.93 
2016-07-07 14:25:05	1600.00  337.83 
2016-07-07 14:25:06	1600.00  354.43 
2016-07-07 14:25:07	1600.00  420.33 
2016-07-07 14:25:08	1600.00  428.43 
2016-07-07 14:25:09	1600.00  409.43 
2016-07-07 14:25:10	1600.00  429.03 
2016-07-07 14:25:12	1600.00  410.13 
2016-07-07 14:25:13	1600.00  444.53 
2016-07-07 14:25:14	1600.00  460.83 
2016-07-07 14:25:15	1600.00  429.63 
2016-07-07 14:25:16	1600.00  407.33 
2016-07-07 14:25:17	1600.00  409.43 
2016-07-07 14:25:18	1600.00  432.03 
2016-07-07 14:25:19	1600.00  459.63 
2016-07-07 14:25:20	1600.00  488.43 
2016-07-07 14:25:21	1600.00  479.63 
2016-07-07 14:25:22	1600.00  483.83 
2016-07-07 14:25:23	1600.00  467.73 
2016-07-07 14:25:24	1600.00  501.43 
2016-07-07 14:25:25	1600.00  427.03 
2016-07-07 14:25:27	1600.00  489.83 
2016-07-07 14:25:28	1600.00  490.53 
2016-07-07 14:25:29	1600.00  461.93 
2016-07-07 14:25:30	1600.00  483.23 
2016-07-07 14:25:31	1600.00  443.13 
2016-07-07 14:25:32	1600.00  463.83 
2016-07-07 14:25:33	1600.00  386.63 
2016-07-07 14:25:34	1600.00  489.83 
2016-07-07 14:25:35	1600.00  494.43 
2016-07-07 14:25:36	1700.00  471.93 
2016-07-07 14:25:37	1700.00  487.03 
2016-07-07 14:25:38	1700.00  482.03 
2016-07-07 14:25:39	1700.00  571.63 
2016-07-07 14:25:40	1700.00  546.23 
2016-07-07 14:25:41	1700.00  581.03 
2016-07-07 14:25:43	1700.00  561.03 
2016-07-07 14:25:44	1700.00  523.53 
2016-07-07 14:25:45	1700.00  513.53 
2016-07-07 14:25:46	1700.00  549.83 
2016-07-07 14:25:47	1700.00  480.83 
2016-07-07 14:25:48	1700.00  558.63 
2016-07-07 14:25:49	1700.00  555.83 
2016-07-07 14:25:50	1700.00  570.23 
2016-07-07 14:25:51	1700.00  562.23 
2016-07-07 14:25:52	1700.00  506.33 
2016-07-07 14:25:53	1700.00  522.13 
2016-07-07 14:25:54	1700.00  515.63 
2016-07-07 14:25:55	1700.00  505.63 
2016-07-07 14:25:56	1700.00  474.73 
2016-07-07 14:25:58	1700.00  493.73 
2016-07-07 14:25:59	1700.00  557.83 
2016-07-07 14:26:00	1700.00  516.33 
2016-07-07 14:26:01	1700.00  545.63 
2016-07-07 14:26:02	1700.00  564.03 
2016-07-07 14:26:03	1700.00  573.03 
2016-07-07 14:26:04	1700.00  596.43 
2016-07-07 14:26:05	1700.00  560.23 
2016-07-07 14:26:06	1700.00  511.03 
2016-07-07 14:26:07	1700.00  531.33 
2016-07-07 14:26:08	1800.00  570.23 
2016-07-07 14:26:09	1800.00  559.83 
2016-07-07 14:26:10	1800.00  602.53 
2016-07-07 14:26:11	1800.00  604.63 
2016-07-07 14:26:12	1800.00  650.03 
2016-07-07 14:26:14	1800.00  638.33 
2016-07-07 14:26:15	1800.00  624.63 
2016-07-07 14:26:16	1800.00  639.73 
2016-07-07 14:26:17	1800.00  652.03 
2016-07-07 14:26:18	1800.00  641.13 
2016-07-07 14:26:19	1800.00  658.83 
2016-07-07 14:26:20	1800.00  643.23 
2016-07-07 14:26:21	1800.00  622.53 
2016-07-07 14:26:22	1800.00  643.93 
2016-07-07 14:26:23	1800.00  630.73 
2016-07-07 14:26:24	1800.00  609.53 
2016-07-07 14:26:25	1800.00  579.23 
2016-07-07 14:26:26	1800.00  566.73 
2016-07-07 14:26:27	1800.00  617.13 
2016-07-07 14:26:29	1800.00  625.23 
2016-07-07 14:26:30	1800.00  584.23 
2016-07-07 14:26:31	1800.00  592.03 
2016-07-07 14:26:32	1800.00  633.43 
2016-07-07 14:26:33	1800.00  643.23 
2016-07-07 14:26:34	1800.00  630.03 
2016-07-07 14:26:35	1800.00  606.03 
2016-07-07 14:26:36	1800.00  626.43 
2016-07-07 14:26:37	1800.00  620.43 
2016-07-07 14:26:38	1800.00  602.53 
2016-07-07 14:26:39	1800.00  621.13 
2016-07-07 14:26:40	1900.00  573.73 
2016-07-07 14:26:41	1900.00  620.43 
2016-07-07 14:26:42	1900.00  625.83 
2016-07-07 14:26:43	1900.00  702.93 
2016-07-07 14:26:45	1900.00  705.73 
2016-07-07 14:26:46	1900.00  678.23 
2016-07-07 14:26:47	1900.00  636.93 
2016-07-07 14:26:48	1900.00  642.93 
2016-07-07 14:26:49	1900.00  632.83 
2016-07-07 14:26:50	1900.00  663.63 
2016-07-07 14:26:51	1900.00  660.63 
2016-07-07 14:26:52	1900.00  649.53 
2016-07-07 14:26:53	1900.00  636.93 
2016-07-07 14:26:54	1900.00  643.23 
2016-07-07 14:26:55	1900.00  617.63 
2016-07-07 14:26:56	1900.00  700.13 
2016-07-07 14:26:57	1900.00  723.63 
2016-07-07 14:26:58	1900.00  701.53 
2016-07-07 14:27:00	1900.00  722.23 
2016-07-07 14:27:01	1900.00  683.73 
2016-07-07 14:27:02	1900.00  644.43 
2016-07-07 14:27:03	1900.00  624.63 
