xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	theta	k	f	
	 0.69197	 -0.73333	 0.85379	 0.56054	 0.69492	 -0.51085	 0.86855	 -0.89952	 -0.33327 	 462.60446 	 0.81010
	 0.69963	 -0.54268	 0.82237	 0.07173	 0.68601	 -0.41080	 0.87320	 -0.89705	 -0.33091 	 462.11651 	 0.81111
	 0.69454	 -0.74825	 0.84249	 0.50516	 0.68271	 -0.51085	 0.87353	 -0.89886	 -0.29508 	 456.93124 	 0.82735
	 0.69897	 -0.54268	 0.82237	 0.07173	 0.68344	 -0.41080	 0.90889	 -0.85362	 -0.29874 	 483.01351 	 0.83562
	 0.69869	 -0.72539	 0.83952	 0.60707	 0.69413	 -0.53794	 0.87279	 -0.87655	 -0.33009 	 434.10727 	 0.80064
	 0.69836	 -0.56043	 0.83930	 0.04760	 0.69018	 -0.51661	 0.87700	 -0.86486	 -0.32480 	 455.51900 	 0.81166
	 0.69836	 -0.54844	 0.85800	 0.08322	 0.69085	 -0.41080	 0.83897	 -0.89705	 -0.35711 	 475.78116 	 0.80308
	 0.69850	 -0.73751	 0.83952	 0.60570	 0.69408	 -0.53929	 0.91773	 -0.84163	 -0.32512 	 451.40055 	 0.80990
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.47547	 0.84611	 -0.89705	 -0.35157 	 447.72440 	 0.79500
	 0.69836	 -0.54844	 0.84308	 0.08322	 0.68640	 -0.40361	 0.87320	 -0.89705	 -0.34509 	 487.65305 	 0.81382
	 0.69879	 -0.75779	 0.85394	 0.53638	 0.69410	 -0.51085	 0.87279	 -0.87784	 -0.33599 	 487.14350 	 0.81825
	 0.67859	 -0.72539	 0.83937	 0.60707	 0.67950	 -0.53794	 0.87334	 -0.87655	 0.00000 	 9999.00000 	 4.68699
	 0.69836	 -0.54831	 0.83930	 0.04760	 0.69312	 -0.51526	 0.87700	 -0.82442	 -0.34252 	 455.55469 	 0.80265
	 0.69836	 -0.54831	 0.83930	 0.00124	 0.69312	 -0.51526	 0.87700	 -0.86486	 -0.33716 	 458.29563 	 0.80644
	 0.69836	 -0.52911	 0.84342	 0.08261	 0.69255	 -0.41080	 0.86640	 -0.89705	 -0.34010 	 476.45914 	 0.81201
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.35038 	 445.66798 	 0.79480
	 0.69769	 -0.58574	 0.85138	 0.08322	 0.69521	 -0.56327	 0.86932	 -0.89993	 -0.31524 	 450.23031 	 0.81447
	 0.69836	 -0.54844	 0.84342	 0.08322	 0.69527	 -0.41080	 0.84611	 -0.89705	 -0.35098 	 471.70982 	 0.80462
	 0.69836	 -0.73751	 0.84538	 0.60570	 0.69606	 -0.53929	 0.92271	 -0.80823	 -0.33348 	 465.27036 	 0.81103
	 0.69836	 -0.52490	 0.84377	 0.08322	 0.68324	 -0.41080	 0.84719	 -0.89705	 -0.33507 	 457.47369 	 0.80719
	 0.69454	 -0.74794	 0.84161	 0.55142	 0.69571	 -0.51085	 0.90695	 -0.89161	 -0.33083 	 464.88142 	 0.81223
	 0.69836	 -0.74647	 0.87456	 0.60570	 0.69606	 -0.53929	 0.92243	 -0.84163	 -0.33507 	 511.46756 	 0.82818
	 0.69836	 -0.52884	 0.84308	 0.09335	 0.68640	 -0.51806	 0.87052	 -0.89705	 -0.30651 	 436.09361 	 0.81342
	 0.69769	 -0.54827	 0.85076	 0.08322	 0.69521	 -0.46445	 0.86932	 -0.84852	 -0.34997 	 475.33107 	 0.80654
	 0.69836	 -0.72817	 0.82237	 0.11975	 0.69386	 -0.41080	 0.86111	 -0.89972	 -0.29387 	 509.74020 	 0.84849
	 0.69209	 -0.55202	 0.84290	 0.55425	 0.69587	 -0.50797	 0.90860	 -0.84705	 0.00000 	 9999.00000 	 4.68699
	 0.69944	 -0.54831	 0.83930	 0.05160	 0.69312	 -0.51526	 0.87700	 -0.86486	 -0.34086 	 453.05130 	 0.80252
	 0.69769	 -0.54827	 0.85076	 0.06924	 0.67699	 -0.51423	 0.85779	 -0.89993	 -0.27538 	 444.12622 	 0.83240
	 0.69769	 -0.54827	 0.85076	 0.13145	 0.69666	 -0.51423	 0.86637	 -0.89993	 -0.34146 	 447.10056 	 0.79990
	 0.69769	 -0.54827	 0.84406	 0.08322	 0.69521	 -0.51423	 0.86932	 -0.89993	 -0.34503 	 447.33967 	 0.79818
	 0.69836	 -0.56656	 0.81962	 0.07503	 0.68324	 -0.41080	 0.84719	 -0.89705	 -0.32922 	 446.29121 	 0.80582
	 0.69836	 -0.54268	 0.84651	 0.07272	 0.68326	 -0.41080	 0.88427	 -0.89705	 -0.33813 	 492.41268 	 0.81921
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.47547	 0.84611	 -0.89705	 -0.35157 	 447.72440 	 0.79500
	 0.69197	 -0.75779	 0.85379	 0.56054	 0.69492	 -0.51085	 0.86855	 -0.89952	 -0.34407 	 470.69120 	 0.80774
	 0.69769	 -0.54827	 0.85823	 0.08322	 0.69759	 -0.27755	 0.84228	 -0.89993	 -0.35321 	 539.65968 	 0.82990
	 0.69836	 -0.54844	 0.85053	 0.08322	 0.69085	 -0.51257	 0.86792	 -0.89705	 -0.32756 	 452.31257 	 0.80901
	 0.69836	 -0.73751	 0.83952	 0.60707	 0.69409	 -0.53929	 0.90170	 -0.84944	 -0.32634 	 446.83774 	 0.80750
	 0.69928	 -0.54840	 0.84342	 0.13616	 0.68674	 -0.43011	 0.85908	 -0.86493	 -0.34657 	 466.65609 	 0.80490
	 0.69850	 -0.73751	 0.83952	 0.49381	 0.69408	 -0.53929	 0.91773	 -0.84163	 -0.32701 	 465.36599 	 0.81436
	 0.69431	 -0.54268	 0.82237	 0.10460	 0.68326	 -0.41080	 0.87320	 -0.89705	 -0.30925 	 448.90880 	 0.81701
	 0.69935	 -0.54840	 0.83924	 0.60935	 0.68324	 -0.41120	 0.84719	 -0.89705	 0.00000 	 9999.00000 	 4.68699
	 0.69836	 -0.75598	 0.84405	 0.08032	 0.69606	 -0.53929	 0.90738	 -0.84039	 -0.29204 	 522.68069 	 0.85445
	 0.69979	 -0.73751	 0.83952	 0.60570	 0.69529	 -0.53929	 0.91773	 -0.84163	 -0.32808 	 454.05299 	 0.80942
	 0.69836	 -0.54831	 0.83930	 0.04760	 0.69312	 -0.51526	 0.88879	 -0.86486	 -0.33858 	 456.48104 	 0.80502
	 0.69769	 -0.54827	 0.85076	 0.07504	 0.69521	 -0.51423	 0.86932	 -0.89993	 -0.34672 	 453.83974 	 0.79984
	 0.69769	 -0.50469	 0.85072	 0.11995	 0.69521	 -0.46874	 0.86932	 -0.89993	 -0.30696 	 448.80883 	 0.81814
	 0.69775	 -0.54666	 0.83900	 0.08322	 0.69521	 -0.51423	 0.86837	 -0.89993	 -0.34614 	 441.82947 	 0.79547
	 0.69821	 -0.73912	 0.84814	 0.60570	 0.69639	 -0.53929	 0.92366	 -0.82633	 -0.33432 	 470.13193 	 0.81249
	 0.69818	 -0.73751	 0.83591	 0.62486	 0.69828	 -0.40591	 0.92271	 -0.84679	 -0.31851 	 503.16827 	 0.83338
	 0.69836	 -0.73751	 0.83952	 0.60570	 0.69408	 -0.54960	 0.91773	 -0.84163	 -0.31269 	 447.22953 	 0.81460
	 0.69836	 -0.54886	 0.81466	 0.08322	 0.68746	 -0.41080	 0.84509	 -0.89705	 -0.33588 	 432.43518 	 0.79704
	 0.69836	 -0.52448	 0.84340	 0.08322	 0.68324	 -0.38369	 0.84725	 -0.89705	 -0.33552 	 466.27921 	 0.81038
	 0.69769	 -0.50344	 0.85828	 0.08322	 0.68285	 -0.51423	 0.90346	 -0.89993	 -0.29087 	 451.79785 	 0.82749
	 0.69836	 -0.59735	 0.81962	 0.07503	 0.68324	 -0.41080	 0.84719	 -0.89705	 -0.32019 	 456.29408 	 0.81431
	 0.69836	 -0.71711	 0.83928	 0.59717	 0.69581	 -0.26885	 0.87791	 -0.87819	 -0.29587 	 560.10881 	 0.86705
	 0.69849	 -0.56880	 0.84401	 0.09368	 0.68265	 -0.53929	 0.84771	 -0.82859	 -0.30385 	 440.79976 	 0.81661
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.47547	 0.84611	 -0.87645	 -0.35141 	 449.91912 	 0.79593
	 0.69836	 -0.54844	 0.85800	 0.08322	 0.69085	 -0.45701	 0.85015	 -0.89705	 -0.35587 	 467.78568 	 0.80060
	 0.69836	 -0.54831	 0.83930	 0.01413	 0.69312	 -0.51526	 0.86957	 -0.86486	 -0.33929 	 454.03240 	 0.80370
	 0.69769	 -0.54827	 0.85148	 0.07504	 0.69769	 -0.51423	 0.87675	 -0.85500	 -0.35219 	 461.16838 	 0.79991
	 0.69827	 -0.51206	 0.83952	 0.60925	 0.69606	 -0.51381	 0.91796	 -0.71789	 0.00000 	 9999.00000 	 4.68699
	 0.69778	 -0.75636	 0.85011	 0.08322	 0.69810	 -0.53971	 0.87263	 -0.90000	 -0.29938 	 513.17272 	 0.84702
	 0.69836	 -0.54831	 0.83930	 0.05523	 0.69312	 -0.51526	 0.87700	 -0.77945	 -0.34318 	 457.99726 	 0.80326
	 0.69769	 -0.52050	 0.84024	 0.08322	 0.63824	 -0.51423	 0.86932	 -0.89993	 -0.21113 	 422.55539 	 0.85673
	 0.69836	 -0.52873	 0.83930	 0.04760	 0.69312	 -0.45813	 0.88879	 -0.86486	 -0.34652 	 471.84107 	 0.80694
	 0.69769	 -0.54827	 0.85076	 0.07504	 0.69521	 -0.51423	 0.89664	 -0.89994	 -0.34036 	 463.61794 	 0.80688
	 0.69775	 -0.54666	 0.83761	 0.08322	 0.69521	 -0.51423	 0.86837	 -0.84112	 -0.34688 	 445.01862 	 0.79633
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.53420	 0.84611	 -0.89705	 -0.31842 	 430.62814 	 0.80523
	 0.69863	 -0.50448	 0.85076	 0.08322	 0.69521	 -0.51423	 0.86932	 -0.89993	 -0.32243 	 438.03617 	 0.80607
	 0.69836	 -0.73751	 0.83850	 0.60570	 0.69606	 -0.53929	 0.90716	 -0.81650	 -0.33382 	 448.03952 	 0.80415
	 0.69836	 -0.73751	 0.84039	 0.60707	 0.69409	 -0.53929	 0.87843	 -0.87655	 -0.32526 	 440.51860 	 0.80559
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.35038 	 445.66798 	 0.79480
	 0.69836	 -0.54840	 0.84581	 0.08352	 0.69277	 -0.41321	 0.87700	 -0.86486	 -0.34825 	 494.37028 	 0.81482
	 0.69936	 -0.54831	 0.84377	 0.04730	 0.68358	 -0.51285	 0.84719	 -0.89705	 -0.30224 	 439.89245 	 0.81707
	 0.69769	 -0.54827	 0.85076	 0.12475	 0.69663	 -0.51423	 0.86932	 -0.89994	 -0.33884 	 448.95482 	 0.80196
	 0.69769	 -0.54827	 0.85076	 0.14574	 0.69524	 -0.51423	 0.87575	 -0.89993	 -0.33395 	 448.68558 	 0.80434
	 0.69836	 -0.77073	 0.83952	 0.60707	 0.69409	 -0.53929	 0.87843	 -0.87655	 -0.32358 	 449.49854 	 0.80994
	 0.69944	 -0.62952	 0.85028	 0.06542	 0.69312	 -0.51526	 0.87700	 -0.86486	 -0.32567 	 488.65838 	 0.82410
	 0.69836	 -0.54839	 0.84342	 0.12899	 0.69085	 -0.47547	 0.84611	 -0.89705	 -0.34202 	 442.32944 	 0.79776
	 0.69836	 -0.54831	 0.83930	 0.04760	 0.69312	 -0.51526	 0.87700	 -0.86486	 -0.34052 	 452.55425 	 0.80250
	 0.69869	 -0.72539	 0.83952	 0.60707	 0.69413	 -0.53794	 0.87279	 -0.87655	 -0.33009 	 434.10727 	 0.80064
	 0.68642	 -0.63126	 0.85076	 0.07152	 0.69521	 -0.51423	 0.86932	 -0.89993	 -0.34514 	 472.93300 	 0.80807
	 0.69869	 -0.72539	 0.83952	 0.60707	 0.69413	 -0.53794	 0.87279	 -0.87655	 -0.33009 	 434.10727 	 0.80064
	 0.69836	 -0.54831	 0.83930	 0.23956	 0.69312	 -0.51773	 0.88879	 -0.86486	 -0.31323 	 430.98330 	 0.80801
	 0.69818	 -0.73751	 0.83373	 0.60570	 0.69890	 -0.53929	 0.92271	 -0.84526	 -0.31390 	 439.43982 	 0.81096
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.47547	 0.84611	 -0.89705	 -0.35157 	 447.72440 	 0.79500
	 0.69928	 -0.55262	 0.84559	 0.13616	 0.68674	 -0.43011	 0.87765	 -0.86493	 -0.34973 	 480.84010 	 0.80881
	 0.69818	 -0.73751	 0.83952	 0.60892	 0.69828	 -0.52031	 0.92271	 -0.84526	 -0.33142 	 459.24770 	 0.80973
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.83985	 -0.89705	 -0.34982 	 443.42707 	 0.79422
	 0.69270	 -0.54666	 0.83900	 0.08322	 0.69521	 -0.51423	 0.86837	 -0.88074	 -0.31407 	 438.60250 	 0.81055
	 0.69836	 -0.54831	 0.83930	 0.04760	 0.69960	 -0.51526	 0.87708	 -0.86485	 -0.34447 	 454.27358 	 0.80116
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69689	 -0.48260	 0.84388	 -0.89695	 -0.35051 	 445.73823 	 0.79476
	 0.69836	 -0.54831	 0.83930	 0.04760	 0.69312	 -0.51526	 0.87700	 -0.86486	 -0.34052 	 452.55425 	 0.80250
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.26719	 0.83655	 -0.89705	 -0.34970 	 521.95399 	 0.82480
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.47657	 0.83985	 -0.89705	 -0.35122 	 445.25464 	 0.79421
	 0.69769	 -0.54827	 0.85076	 0.08322	 0.69521	 -0.50254	 0.86932	 -0.89996	 -0.34965 	 456.98815 	 0.79957
	 0.69769	 -0.54827	 0.85076	 0.08322	 0.69489	 -0.51445	 0.86932	 -0.89994	 -0.34300 	 452.79263 	 0.80133
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69117	 -0.47453	 0.83701	 -0.89694	 -0.35270 	 442.85662 	 0.79252
	 0.69869	 -0.55545	 0.83957	 0.60707	 0.69413	 -0.49657	 0.87279	 -0.89914	 0.00000 	 9999.00000 	 4.68699
	 0.69769	 -0.71820	 0.84406	 0.08322	 0.69680	 -0.51423	 0.86932	 -0.87670	 -0.30455 	 505.35040 	 0.84134
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.35038 	 445.66798 	 0.79480
	 0.67096	 -0.54827	 0.85076	 0.06413	 0.69521	 -0.51423	 0.86932	 -0.89993	 -0.23810 	 435.39166 	 0.84799
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.47547	 0.84611	 -0.89705	 -0.35157 	 447.72440 	 0.79500
	 0.69836	 -0.54844	 0.87046	 0.08322	 0.69085	 -0.79162	 0.88261	 -0.83850	 -0.15540 	 396.31027 	 0.87492
	 0.69769	 -0.54827	 0.85076	 0.13145	 0.69666	 -0.51423	 0.86637	 -0.89993	 -0.34146 	 447.10056 	 0.79990
	 0.69972	 -0.54839	 0.84342	 0.12899	 0.69085	 -0.47547	 0.84611	 -0.89705	 -0.35020 	 443.69131 	 0.79413
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.47547	 0.84611	 -0.89705	 -0.35157 	 447.72440 	 0.79500
	 0.69775	 -0.59778	 0.83761	 0.08322	 0.69521	 -0.51423	 0.86837	 -0.84112	 -0.33299 	 462.31012 	 0.81013
	 0.69781	 -0.54836	 0.83761	 0.08322	 0.69521	 -0.61948	 0.85246	 -0.84112	 -0.28706 	 410.29803 	 0.81330
	 0.69830	 -0.54674	 0.88550	 0.08322	 0.69085	 -0.45701	 0.86683	 -0.89705	 -0.35774 	 493.76209 	 0.80975
	 0.69939	 -0.54839	 0.84342	 0.03869	 0.69085	 -0.47547	 0.84611	 -0.87210	 -0.34421 	 456.50894 	 0.80216
	 0.69869	 -0.72539	 0.83952	 0.60707	 0.69413	 -0.53794	 0.87279	 -0.87655	 -0.33009 	 434.10727 	 0.80064
	 0.69769	 -0.54827	 0.85148	 0.07504	 0.69769	 -0.41716	 0.87675	 -0.89648	 -0.35335 	 497.32545 	 0.81337
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69085	 -0.41897	 0.84611	 -0.87645	 -0.35011 	 468.64105 	 0.80387
	 0.69836	 -0.54851	 0.83930	 0.04760	 0.69302	 -0.09011	 0.87700	 -0.79356	 -0.16566 	 768.00617 	 1.01418
	 0.69775	 -0.54645	 0.83900	 0.08322	 0.69530	 -0.51539	 0.86837	 -0.89993	 -0.34634 	 441.40677 	 0.79520
	 0.69836	 -0.42061	 0.84342	 0.08322	 0.69109	 -0.47547	 0.84611	 -0.89705	 0.00000 	 9999.00000 	 4.68699
	 0.69769	 -0.54827	 0.84406	 0.08322	 0.69521	 -0.51423	 0.86932	 -0.89993	 -0.34503 	 447.33967 	 0.79818
	 0.67595	 -0.67608	 0.85075	 0.08058	 0.69521	 -0.48636	 0.86965	 -0.77836	 -0.32297 	 499.05658 	 0.82951
	 0.69836	 -0.54827	 0.83930	 0.05787	 0.69312	 -0.51419	 0.87667	 -0.89717	 -0.33403 	 449.15852 	 0.80448
	 0.69870	 -0.53882	 0.84342	 0.67160	 0.69656	 -0.48260	 0.87348	 -0.89705	 0.00000 	 9999.00000 	 4.68699
	 0.69835	 -0.72539	 0.83952	 0.01632	 0.69425	 -0.53794	 0.84327	 -0.87655	 -0.29429 	 490.22382 	 0.84069
	 0.68232	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.27877 	 432.07250 	 0.82598
	 0.67555	 -0.54831	 0.83930	 0.04760	 0.69312	 -0.51526	 0.87700	 -0.86486	 -0.26596 	 434.15082 	 0.83332
	 0.69836	 -0.54839	 0.84376	 0.08322	 0.69085	 -0.41295	 0.84718	 -0.89730	 -0.35023 	 469.33740 	 0.80408
	 0.69998	 -0.58735	 0.84343	 0.08322	 0.68324	 -0.47332	 0.84175	 -0.89705	 -0.32741 	 457.44974 	 0.81108
	 0.69864	 -0.54969	 0.83952	 0.07070	 0.69076	 -0.53717	 0.90136	 -0.87654	 -0.31016 	 449.19303 	 0.81665
	 0.69874	 -0.72409	 0.84342	 0.62107	 0.69422	 -0.34068	 0.84611	 -0.87645	 -0.33351 	 498.49742 	 0.82393
	 0.69869	 -0.68586	 0.83952	 0.60707	 0.69413	 -0.53794	 0.87279	 -0.87655	 -0.30001 	 420.88725 	 0.81082
	 0.69869	 -0.72539	 0.83939	 0.60707	 0.69413	 -0.69892	 0.87071	 -0.87655	 -0.22052 	 389.59665 	 0.83914
	 0.69836	 -0.54886	 0.81466	 0.08322	 0.68746	 -0.41080	 0.84509	 -0.89705	 -0.33588 	 432.43518 	 0.79704
	 0.69769	 -0.54827	 0.85076	 0.05784	 0.69521	 -0.49083	 0.86932	 -0.89996	 -0.35434 	 463.87489 	 0.79986
	 0.69389	 -0.71430	 0.84342	 0.64689	 0.68313	 -0.47547	 0.84611	 -0.89705	 -0.29431 	 426.66785 	 0.81597
	 0.69836	 -0.55948	 0.83952	 0.04842	 0.69278	 -0.53794	 0.86217	 -0.87655	 -0.32516 	 442.69564 	 0.80649
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69977	 -0.47665	 0.83721	 -0.89695	 -0.35025 	 445.30268 	 0.79472
	 0.69836	 -0.54480	 0.84249	 0.12643	 0.69667	 -0.48253	 0.83985	 -0.89705	 -0.33824 	 437.49661 	 0.79780
	 0.69769	 -0.54827	 0.85140	 0.08322	 0.69521	 -0.43235	 0.86932	 -0.89977	 -0.35082 	 484.08704 	 0.80951
	 0.69769	 -0.54827	 0.84414	 0.07504	 0.69769	 -0.51423	 0.86573	 -0.85157	 -0.35155 	 451.53973 	 0.79649
	 0.69836	 -0.54839	 0.84347	 0.07174	 0.69085	 -0.53422	 0.87635	 -0.87645	 -0.31590 	 445.29355 	 0.81222
	 0.69869	 -0.72539	 0.84390	 0.61994	 0.69413	 -0.47919	 0.84255	 -0.87655	 -0.33704 	 446.97328 	 0.80210
	 0.69987	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.35128 	 447.06744 	 0.79489
	 0.68499	 -0.54827	 0.85076	 0.13145	 0.69666	 -0.51423	 0.86637	 -0.89993	 -0.27794 	 436.01799 	 0.82794
	 0.69341	 -0.54840	 0.85800	 0.08322	 0.69085	 -0.45728	 0.85025	 -0.89705	 -0.32878 	 463.73666 	 0.81283
	 0.69836	 -0.54844	 0.83177	 0.08322	 0.69085	 -0.47520	 0.84601	 -0.89990	 -0.34446 	 436.12582 	 0.79410
	 0.69836	 -0.54839	 0.84342	 0.09012	 0.69534	 -0.47573	 0.87056	 -0.89993	 -0.35093 	 460.70375 	 0.80037
	 0.69769	 -0.54827	 0.84776	 0.08322	 0.69079	 -0.51397	 0.86508	 -0.89714	 -0.32229 	 447.76332 	 0.80992
	 0.69822	 -0.54827	 0.84406	 0.05949	 0.69928	 -0.51365	 0.83479	 -0.89694	 -0.35307 	 437.22724 	 0.79015
	 0.69985	 -0.61022	 0.84342	 0.06290	 0.69117	 -0.47512	 0.87154	 -0.89988	 -0.32455 	 486.08696 	 0.82367
	 0.69972	 -0.54851	 0.84342	 0.07840	 0.69085	 -0.47547	 0.84215	 -0.89705	 -0.34872 	 447.32027 	 0.79629
	 0.69836	 -0.54468	 0.84342	 0.13382	 0.69667	 -0.48926	 0.84395	 -0.89705	 -0.33775 	 437.63358 	 0.79811
	 0.69837	 -0.67315	 0.83544	 0.08322	 0.69085	 -0.47665	 0.86675	 -0.89759	 -0.30810 	 491.64164 	 0.83421
	 0.69775	 -0.54838	 0.84349	 0.06810	 0.69521	 -0.51305	 0.84588	 -0.83967	 -0.35228 	 444.88571 	 0.79353
	 0.69836	 -0.54480	 0.84243	 0.08323	 0.69667	 -0.47657	 0.83985	 -0.89705	 -0.35046 	 444.37568 	 0.79426
	 0.69970	 -0.54839	 0.84753	 0.08322	 0.69085	 -0.47547	 0.86129	 -0.89705	 -0.35014 	 460.58194 	 0.80072
	 0.69221	 -0.54821	 0.84360	 0.08323	 0.69859	 -0.51696	 0.84395	 -0.89655	 -0.31261 	 432.10847 	 0.80877
	 0.69769	 -0.54485	 0.85058	 0.13145	 0.65939	 -0.47987	 0.86637	 -0.89999	 -0.25120 	 446.37097 	 0.84559
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.83277	 -0.89705	 -0.35024 	 439.36093 	 0.79242
	 0.67863	 -0.54480	 0.84342	 0.08323	 0.69689	 -0.48260	 0.84388	 -0.89695	 -0.26316 	 429.30620 	 0.83286
	 0.67772	 -0.72539	 0.83952	 0.60707	 0.69413	 -0.53794	 0.87279	 -0.87655	 0.00000 	 9999.00000 	 4.68699
	 0.69769	 -0.51274	 0.85076	 0.04874	 0.69666	 -0.51423	 0.86637	 -0.89993	 -0.33621 	 443.33228 	 0.80111
	 0.69908	 -0.54839	 0.84342	 0.08322	 0.69119	 -0.47452	 0.84611	 -0.89695	 -0.35016 	 448.84446 	 0.79615
	 0.69558	 -0.54839	 0.84342	 0.08322	 0.66902	 -0.50909	 0.83701	 -0.89705	 -0.27377 	 423.65630 	 0.82526
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.35038 	 445.66798 	 0.79480
	 0.67759	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.69676	 0.84395	 -0.89705	 -0.23610 	 375.86420 	 0.82587
	 0.69769	 -0.54827	 0.84406	 0.08322	 0.69802	 -0.51423	 0.86932	 -0.89993	 -0.34967 	 448.23041 	 0.79616
	 0.69836	 -0.54168	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.34942 	 444.58389 	 0.79487
	 0.69972	 -0.54486	 0.84342	 0.12899	 0.69085	 -0.48259	 0.84611	 -0.89705	 -0.34720 	 440.29261 	 0.79433
	 0.69836	 -0.54833	 0.84342	 0.08323	 0.69667	 -0.47221	 0.83985	 -0.89866	 -0.35338 	 447.64809 	 0.79404
	 0.69769	 -0.54827	 0.85076	 0.07504	 0.69598	 -0.51423	 0.86932	 -0.89993	 -0.34760 	 454.08204 	 0.79949
	 0.69775	 -0.54645	 0.83900	 0.08322	 0.69530	 -0.51539	 0.87790	 -0.89993	 -0.34415 	 444.94296 	 0.79769
	 0.69987	 -0.54480	 0.84342	 0.08323	 0.65690	 -0.47944	 0.84395	 -0.89705	 -0.25433 	 434.33697 	 0.83932
	 0.69836	 -0.54839	 0.84342	 0.08322	 0.69764	 -0.47547	 0.84611	 -0.87645	 -0.35280 	 452.86406 	 0.79637
	 0.69982	 -0.48092	 0.84342	 0.08322	 0.69085	 -0.47547	 0.84297	 -0.89705	 -0.31131 	 423.24420 	 0.80598
	 0.66067	 -0.54480	 0.84342	 0.06758	 0.68703	 -0.47665	 0.83721	 -0.82539	 -0.21591 	 421.48721 	 0.85388
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.47593	 0.83965	 -0.89705	 -0.35125 	 445.33632 	 0.79423
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.47657	 0.84416	 -0.89705	 -0.35000 	 447.66197 	 0.79577
	 0.69822	 -0.54492	 0.84342	 0.08323	 0.69689	 -0.48260	 0.84375	 -0.89694	 -0.34898 	 445.58017 	 0.79548
	 0.69837	 -0.54815	 0.84406	 0.05949	 0.69940	 -0.51365	 0.83491	 -0.89695	 -0.35284 	 437.42819 	 0.79034
	 0.69836	 -0.54480	 0.84342	 0.08454	 0.69977	 -0.47665	 0.83721	 -0.89695	 -0.35041 	 445.14856 	 0.79458
	 0.69836	 -0.54480	 0.84243	 0.15126	 0.69667	 -0.47657	 0.83985	 -0.89726	 -0.33308 	 436.20751 	 0.79993
	 0.69836	 -0.54846	 0.84973	 0.08323	 0.69667	 -0.47221	 0.84407	 -0.89863	 -0.35493 	 455.47579 	 0.79630
	 0.69836	 -0.54466	 0.85295	 0.07787	 0.69667	 -0.48260	 0.83973	 -0.89709	 -0.35235 	 451.65577 	 0.79612
	 0.69836	 -0.54645	 0.83900	 0.05421	 0.69530	 -0.51539	 0.88039	 -0.89993	 -0.34447 	 450.05975 	 0.79952
	 0.69836	 -0.54844	 0.82607	 0.08322	 0.69085	 -0.47520	 0.84601	 -0.89990	 -0.34165 	 429.71758 	 0.79305
	 0.69908	 -0.54839	 0.84342	 0.08322	 0.69985	 -0.56492	 0.84959	 -0.89695	 -0.33806 	 426.92758 	 0.79379
	 0.69836	 -0.54168	 0.84342	 0.08358	 0.69667	 -0.48260	 0.84385	 -0.89705	 -0.34672 	 444.48699 	 0.79621
	 0.69836	 -0.54480	 0.84342	 0.08323	 0.69667	 -0.48260	 0.84395	 -0.89705	 -0.35038 	 445.66798 	 0.79480
	 0.69775	 -0.54838	 0.84349	 0.06810	 0.69521	 -0.51330	 0.84588	 -0.83967	 -0.35228 	 444.80854 	 0.79350
	 0.69836	 -0.54844	 0.83177	 0.08322	 0.69796	 -0.38297	 0.84601	 -0.89990	 -0.34378 	 471.46660 	 0.80819
	 0.69836	 -0.54480	 0.83717	 0.08323	 0.69014	 -0.47519	 0.83985	 -0.89705	 -0.34929 	 436.89934 	 0.79195
	 0.69836	 -0.54843	 0.84342	 0.08323	 0.69667	 -0.51919	 0.84395	 -0.89705	 -0.35356 	 435.94843 	 0.78940
