xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	theta	k	f	
	 0.68245	 -0.69921	 0.85366	 0.54710	 0.66652	 -0.54890	 0.89913	 -0.88988	 -0.23348 	 432.64654 	 0.84928
	 0.66576	 -0.74072	 0.86369	 0.59367	 0.65370	 -0.41303	 0.89732	 -0.86794	 -0.22763 	 486.85087 	 0.87332
	 0.66205	 -0.74072	 0.85708	 0.51023	 0.63665	 -0.37556	 0.89969	 -0.87564	 -0.21407 	 494.17853 	 0.88308
	 0.69632	 -0.74072	 0.86385	 0.59514	 0.66678	 -0.41303	 0.89762	 -0.86794	 -0.27902 	 533.76920 	 0.86539
	 0.69836	 -0.74871	 0.85094	 0.53002	 0.66791	 -0.41317	 0.89968	 -0.86130	 -0.27643 	 527.85342 	 0.86441
	 0.66205	 -0.55870	 0.85723	 0.00482	 0.63552	 -0.20760	 0.89936	 -0.87564	 -0.15823 	 594.04361 	 0.95034
	 0.66366	 -0.74072	 0.85366	 0.59514	 0.65376	 -0.49541	 0.89919	 -0.87646	 -0.20321 	 432.41307 	 0.86460
	 0.66366	 -0.74072	 0.86336	 0.59514	 0.66380	 -0.49541	 0.90457	 -0.88761	 -0.21906 	 454.69211 	 0.86519
	 0.54244	 -0.62180	 0.86041	 0.03288	 0.68389	 -0.80592	 0.91985	 -0.57924	 -0.11546 	 360.85570 	 0.88148
	 0.54244	 -0.62180	 0.86041	 0.03288	 0.67640	 -0.83875	 0.90430	 -0.52346	 -0.14090 	 358.28873 	 0.86752
	 0.67598	 -0.59127	 0.86678	 0.00312	 0.67602	 -0.64126	 0.89910	 -0.85882	 -0.20657 	 440.59764 	 0.86607
	 0.50319	 -0.73587	 0.84134	 0.55824	 0.68351	 -0.69224	 0.92272	 -0.52835	 0.00000 	 9999.00000 	 4.68699
	 0.69836	 -0.54085	 0.85455	 0.02411	 0.66678	 -0.41354	 0.89935	 -0.89329	 -0.28159 	 506.84566 	 0.85362
	 0.69836	 -0.52444	 0.85053	 0.02411	 0.66678	 -0.41303	 0.89935	 -0.86794	 -0.27878 	 499.99768 	 0.85239
	 0.68255	 -0.74072	 0.84810	 0.53045	 0.67116	 -0.41471	 0.89971	 -0.86465	 -0.28172 	 492.82144 	 0.84810
	 0.69609	 -0.74072	 0.86369	 0.59514	 0.64427	 -0.38232	 0.89726	 -0.86794	 -0.22968 	 541.84212 	 0.89366
	 0.69013	 -0.75839	 0.86188	 0.55824	 0.68351	 -0.50265	 0.89971	 -0.85481	 -0.30607 	 497.20600 	 0.83740
	 0.68339	 -0.63287	 0.84245	 0.55128	 0.66640	 -0.42704	 0.88944	 -0.86443	 0.00000 	 9999.00000 	 4.68699
	 0.68989	 -0.63287	 0.86333	 0.55128	 0.68351	 -0.42704	 0.89264	 -0.82026	 -0.28004 	 485.86609 	 0.84625
	 0.69436	 -0.63287	 0.85376	 0.59313	 0.66350	 -0.40848	 0.88957	 -0.85374	 -0.27283 	 469.94648 	 0.84373
	 0.66755	 -0.62456	 0.86001	 0.55397	 0.62991	 -0.35143	 0.89887	 -0.85571	 0.00000 	 9999.00000 	 4.68699
	 0.68531	 -0.74903	 0.85379	 0.59537	 0.69492	 -0.50996	 0.89309	 -0.87566	 -0.28774 	 464.84555 	 0.83416
	 0.69819	 -0.52466	 0.85317	 0.55824	 0.68483	 -0.41312	 0.89970	 -0.85878	 0.00000 	 9999.00000 	 4.68699
	 0.67998	 -0.74710	 0.84952	 0.02411	 0.66546	 -0.41462	 0.88892	 -0.86778	 -0.28923 	 554.62787 	 0.86830
	 0.69836	 -0.52444	 0.85053	 0.02411	 0.66678	 -0.41303	 0.89935	 -0.86794	 -0.27878 	 499.99768 	 0.85239
	 0.65963	 -0.74072	 0.85843	 0.59514	 0.62817	 -0.47390	 0.88070	 -0.86293	 -0.21281 	 433.76652 	 0.86024
	 0.68989	 -0.63287	 0.86300	 0.55128	 0.68351	 -0.42704	 0.88944	 -0.85459	 -0.27470 	 480.87027 	 0.84703
	 0.68920	 -0.63287	 0.86014	 0.55420	 0.68351	 -0.38389	 0.89277	 -0.85491	 -0.27625 	 496.51121 	 0.85232
	 0.68920	 -0.63287	 0.86014	 0.79343	 0.69923	 -0.44341	 0.90323	 -0.85491	 0.00000 	 9999.00000 	 4.68699
	 0.67914	 -0.69921	 0.85392	 0.54710	 0.66652	 -0.54890	 0.89913	 -0.88988	 -0.23485 	 428.69680 	 0.84704
	 0.67266	 -0.74076	 0.84152	 0.55701	 0.68351	 -0.63588	 0.89975	 -0.86473	 -0.22784 	 385.46196 	 0.83380
	 0.66062	 -0.73209	 0.85348	 0.60366	 0.65344	 -0.49541	 0.89915	 -0.87639	 -0.18930 	 423.81175 	 0.86834
	 0.69836	 -0.54654	 0.85418	 0.02411	 0.66757	 -0.55097	 0.89018	 -0.89375	 -0.23729 	 451.92158 	 0.85483
	 0.66070	 -0.73502	 0.86525	 0.52046	 0.66226	 -0.27437	 0.89941	 -0.88509	 -0.20571 	 568.12918 	 0.91609
	 0.69836	 -0.62065	 0.86056	 0.53591	 0.66678	 -0.42927	 0.89935	 -0.86794	 -0.28525 	 485.37175 	 0.84341
	 0.68920	 -0.56723	 0.85748	 0.03048	 0.68808	 -0.42290	 0.89277	 -0.57002	 -0.30953 	 539.15859 	 0.85195
	 0.68876	 -0.63348	 0.85404	 0.02523	 0.66678	 -0.40846	 0.89935	 -0.88677	 -0.27154 	 536.13033 	 0.87012
	 0.64013	 -0.54024	 0.86050	 0.59907	 0.67718	 -0.41356	 0.89277	 -0.81940	 0.00000 	 9999.00000 	 4.68699
	 0.67988	 -0.61277	 0.86014	 0.57492	 0.68351	 -0.42705	 0.89787	 -0.84563	 -0.22348 	 455.25559 	 0.86316
	 0.68920	 -0.78776	 0.86014	 0.55420	 0.68351	 -0.41469	 0.89292	 -0.86602	 -0.32452 	 539.70953 	 0.84453
	 0.66366	 -0.72472	 0.85366	 0.54596	 0.64664	 -0.54890	 0.89919	 -0.87917	 -0.20836 	 416.69866 	 0.85587
	 0.67958	 -0.72061	 0.85725	 0.55791	 0.68781	 -0.41471	 0.89971	 -0.89398	 -0.26023 	 497.95264 	 0.86104
	 0.68989	 -0.61106	 0.86300	 0.54825	 0.68396	 -0.42704	 0.88944	 -0.85516	 -0.26892 	 472.57179 	 0.84674
	 0.69836	 -0.54085	 0.85455	 0.02411	 0.66678	 -0.41354	 0.89935	 -0.89626	 -0.28185 	 506.56747 	 0.85338
	 0.69836	 -0.56670	 0.86357	 0.03330	 0.66624	 -0.42660	 0.89935	 -0.83829	 -0.27581 	 521.43021 	 0.86223
	 0.66140	 -0.63287	 0.87037	 0.54703	 0.68405	 -0.41347	 0.89013	 -0.89380	 -0.19648 	 460.89810 	 0.87910
	 0.67266	 -0.63654	 0.84134	 0.55824	 0.68351	 -0.63588	 0.89971	 -0.86465	 0.00000 	 9999.00000 	 4.68699
	 0.67988	 -0.78971	 0.86014	 0.55824	 0.68606	 -0.41471	 0.89971	 -0.85483	 -0.30535 	 531.78299 	 0.85121
	 0.68933	 -0.63287	 0.86300	 0.55128	 0.68351	 -0.43448	 0.89276	 -0.85491	 -0.27725 	 478.41865 	 0.84478
	 0.68975	 -0.64779	 0.86014	 0.55420	 0.68351	 -0.42704	 0.88946	 -0.85460	 -0.28344 	 481.63176 	 0.84287
	 0.65252	 -0.74072	 0.86654	 0.59514	 0.62817	 -0.50598	 0.88070	 -0.86293	 -0.20655 	 432.48992 	 0.86293
	 0.68255	 -0.74072	 0.84563	 0.53045	 0.67116	 -0.54085	 0.89971	 -0.86465	 -0.25087 	 438.81640 	 0.84282
	 0.67202	 -0.62118	 0.85922	 0.53755	 0.68351	 -0.42501	 0.89277	 -0.59025	 0.00000 	 9999.00000 	 4.68699
	 0.68882	 -0.77531	 0.84368	 0.55824	 0.68351	 -0.63588	 0.89971	 -0.86465	 -0.22534 	 423.08975 	 0.84971
	 0.68245	 -0.69921	 0.85366	 0.58551	 0.66652	 -0.54890	 0.89913	 -0.88988	 -0.23764 	 427.94195 	 0.84533
	 0.67988	 -0.74072	 0.86028	 0.55824	 0.68351	 -0.38726	 0.89971	 -0.79837	 -0.27933 	 532.62422 	 0.86479
	 0.68531	 -0.74903	 0.85342	 0.59537	 0.69492	 -0.50996	 0.89309	 -0.87566	 -0.28766 	 464.17146 	 0.83394
	 0.67988	 -0.78920	 0.86537	 0.55824	 0.68606	 -0.60047	 0.89971	 -0.87414	 -0.25410 	 462.22995 	 0.85027
	 0.68101	 -0.56723	 0.85748	 0.02153	 0.66760	 -0.42290	 0.87752	 -0.80215	 -0.30221 	 499.09160 	 0.84010
	 0.68989	 -0.49748	 0.86300	 0.54825	 0.68806	 -0.42704	 0.89273	 -0.60704	 0.00000 	 9999.00000 	 4.68699
	 0.67266	 -0.74076	 0.82710	 0.55701	 0.68351	 -0.63588	 0.89975	 -0.86473	 0.00000 	 9999.00000 	 4.68699
	 0.68933	 -0.63287	 0.86300	 0.55128	 0.68351	 -0.43448	 0.89276	 -0.85491	 -0.27725 	 478.41865 	 0.84478
	 0.68989	 -0.63287	 0.84939	 0.58212	 0.68351	 -0.42704	 0.88944	 -0.88307	 -0.24790 	 450.77098 	 0.84898
	 0.68989	 -0.63287	 0.86300	 0.55128	 0.69140	 -0.42704	 0.88944	 -0.85459	 -0.27447 	 483.41020 	 0.84813
	 0.68920	 -0.57841	 0.85706	 0.03008	 0.64189	 -0.42291	 0.89708	 -0.82371	 -0.24348 	 511.44223 	 0.87481
	 0.68989	 -0.62170	 0.86342	 0.55128	 0.68351	 -0.42703	 0.88944	 -0.58868	 -0.27431 	 501.48270 	 0.85524
	 0.68013	 -0.75973	 0.85987	 0.55978	 0.68610	 -0.39664	 0.89971	 -0.86434	 -0.29345 	 529.11162 	 0.85623
	 0.68988	 -0.77538	 0.86215	 0.55824	 0.68348	 -0.50317	 0.89971	 -0.85513	 -0.30310 	 502.78225 	 0.84108
	 0.69836	 -0.54840	 0.85455	 0.02411	 0.66678	 -0.41354	 0.87320	 -0.89626	 -0.29882 	 492.25991 	 0.83917
	 0.69396	 -0.69921	 0.83837	 0.58551	 0.66652	 -0.54890	 0.89936	 -0.88988	 -0.23917 	 416.85493 	 0.84024
	 0.68225	 -0.70161	 0.84134	 0.55824	 0.65967	 -0.54977	 0.89971	 -0.86465	 -0.22653 	 409.02960 	 0.84363
	 0.67287	 -0.72974	 0.85366	 0.54710	 0.68305	 -0.63501	 0.89913	 -0.88988	 -0.21671 	 406.13266 	 0.84751
	 0.68404	 -0.75058	 0.84563	 0.53045	 0.67116	 -0.54085	 0.89971	 -0.86465	 -0.25482 	 444.20064 	 0.84290
	 0.68975	 -0.63793	 0.86014	 0.55420	 0.68351	 -0.42704	 0.88946	 -0.85460	 -0.27339 	 477.75586 	 0.84649
	 0.68253	 -0.62065	 0.86263	 0.53591	 0.66125	 -0.42927	 0.89882	 -0.86794	 -0.24350 	 464.19429 	 0.85643
	 0.69833	 -0.74072	 0.84356	 0.48456	 0.66667	 -0.54085	 0.89937	 -0.78529	 -0.25035 	 470.37939 	 0.85535
	 0.68920	 -0.77364	 0.86014	 0.55420	 0.68351	 -0.42776	 0.89291	 -0.86651	 -0.33167 	 528.18355 	 0.83641
	 0.68920	 -0.64138	 0.86014	 0.55420	 0.68351	 -0.41397	 0.89277	 -0.85442	 -0.27742 	 485.77866 	 0.84755
	 0.68989	 -0.63287	 0.86300	 0.55128	 0.66640	 -0.42704	 0.89182	 -0.85459	 -0.27408 	 477.51644 	 0.84604
	 0.67266	 -0.73213	 0.84134	 0.60730	 0.68351	 -0.63588	 0.89971	 -0.86465	 0.00000 	 9999.00000 	 4.68699
	 0.68989	 -0.71043	 0.86333	 0.55128	 0.66600	 -0.41547	 0.88944	 -0.85459	 -0.28366 	 511.27310 	 0.85428
	 0.69695	 -0.63077	 0.87170	 0.53028	 0.68572	 -0.42704	 0.88944	 -0.85459	 -0.33260 	 505.11487 	 0.82697
	 0.67344	 -0.74076	 0.84152	 0.55701	 0.68224	 -0.66604	 0.90001	 -0.88001	 -0.21184 	 378.10617 	 0.83910
	 0.69359	 -0.63287	 0.85335	 0.59313	 0.67152	 -0.40848	 0.88931	 -0.85374	 -0.27380 	 469.85295 	 0.84321
	 0.68016	 -0.61599	 0.86344	 0.55128	 0.66120	 -0.42704	 0.89898	 -0.86704	 -0.23066 	 459.66359 	 0.86122
	 0.69836	 -0.57287	 0.86045	 0.53591	 0.68217	 -0.42927	 0.89301	 -0.82116	 -0.28869 	 470.21536 	 0.83576
	 0.68927	 -0.63287	 0.85963	 0.59737	 0.68351	 -0.42501	 0.89277	 -0.87928	 -0.26575 	 469.48816 	 0.84716
	 0.68524	 -0.74903	 0.85379	 0.55219	 0.69492	 -0.36658	 0.89309	 -0.85129	 -0.30267 	 539.70451 	 0.85566
	 0.68920	 -0.63287	 0.86014	 0.63220	 0.68351	 -0.44341	 0.88278	 -0.81749	 -0.25771 	 459.00204 	 0.84718
	 0.67266	 -0.73213	 0.84134	 0.55824	 0.68351	 -0.63588	 0.89971	 -0.86465	 -0.21262 	 382.24463 	 0.84031
	 0.68920	 -0.78776	 0.86014	 0.62755	 0.68351	 -0.44455	 0.89292	 -0.86602	 -0.33874 	 517.32878 	 0.82859
	 0.68920	 -0.63287	 0.86014	 0.55402	 0.68351	 -0.41356	 0.88946	 -0.85491	 -0.27129 	 480.81625 	 0.84874
	 0.67887	 -0.75839	 0.86528	 0.55824	 0.68344	 -0.57573	 0.89971	 -0.85481	 -0.26442 	 460.43461 	 0.84432
	 0.69113	 -0.78971	 0.86014	 0.55824	 0.68614	 -0.41471	 0.89971	 -0.85483	 -0.32213 	 548.72448 	 0.84925
	 0.68920	 -0.63134	 0.86014	 0.55562	 0.68351	 -0.38389	 0.88952	 -0.85460	 -0.26884 	 493.80112 	 0.85504
	 0.65344	 -0.64933	 0.86014	 0.63948	 0.68351	 -0.42704	 0.88946	 -0.85491	 0.00000 	 9999.00000 	 4.68699
	 0.68621	 -0.63287	 0.85880	 0.57617	 0.68451	 -0.43448	 0.89276	 -0.85491	 -0.24229 	 464.15249 	 0.85704
	 0.69836	 -0.57287	 0.86045	 0.53591	 0.68217	 -0.42927	 0.89301	 -0.82116	 -0.28869 	 470.21536 	 0.83576
	 0.68975	 -0.64779	 0.86014	 0.55324	 0.68341	 -0.54209	 0.88945	 -0.85460	 -0.27779 	 438.07752 	 0.82882
	 0.68255	 -0.74072	 0.84215	 0.52930	 0.67126	 -0.42580	 0.88867	 -0.86465	 -0.26689 	 469.32857 	 0.84652
	 0.63832	 -0.73997	 0.84134	 0.55824	 0.68351	 -0.63588	 0.89971	 -0.86465	 0.00000 	 9999.00000 	 4.68699
	 0.68988	 -0.77538	 0.86215	 0.55824	 0.68348	 -0.50317	 0.89971	 -0.85513	 -0.30310 	 502.78225 	 0.84108
	 0.69233	 -0.62320	 0.86405	 0.55370	 0.68351	 -0.53995	 0.89968	 -0.85491	 -0.28797 	 441.88430 	 0.82512
	 0.68404	 -0.75058	 0.84563	 0.53557	 0.67116	 -0.42591	 0.89561	 -0.86465	 -0.28353 	 485.58254 	 0.84436
	 0.67922	 -0.63077	 0.87170	 0.53028	 0.68572	 -0.42704	 0.88944	 -0.85459	 -0.23802 	 482.37610 	 0.86629
	 0.68414	 -0.78776	 0.86014	 0.62755	 0.68351	 -0.44455	 0.89292	 -0.86602	 -0.30871 	 509.49735 	 0.84084
	 0.68989	 -0.62122	 0.86300	 0.55128	 0.66640	 -0.42704	 0.88944	 -0.85459	 -0.26927 	 471.61579 	 0.84620
	 0.68225	 -0.66998	 0.84134	 0.49715	 0.65290	 -0.54977	 0.89971	 -0.86465	 -0.21337 	 407.01075 	 0.84955
	 0.69067	 -0.75839	 0.86188	 0.59894	 0.68351	 -0.50265	 0.89971	 -0.85481	 -0.30747 	 493.87978 	 0.83540
	 0.68734	 -0.74903	 0.85379	 0.59537	 0.69492	 -0.50996	 0.90066	 -0.87566	 -0.30962 	 470.33940 	 0.82515
	 0.68988	 -0.77538	 0.86215	 0.61625	 0.68348	 -0.50317	 0.89971	 -0.85513	 -0.30854 	 496.97163 	 0.83605
	 0.69836	 -0.54840	 0.85455	 0.02411	 0.66678	 -0.41354	 0.87320	 -0.89626	 -0.29882 	 492.25991 	 0.83917
	 0.67334	 -0.64779	 0.85971	 0.55420	 0.68751	 -0.66315	 0.89009	 -0.85460	 -0.21332 	 382.88541 	 0.84020
	 0.69788	 -0.74076	 0.84195	 0.55701	 0.68224	 -0.42993	 0.89937	 -0.88001	 -0.32179 	 497.92512 	 0.82968
	 0.69695	 -0.75429	 0.87122	 0.53028	 0.68572	 -0.42704	 0.88944	 -0.85459	 -0.33649 	 551.74912 	 0.84311
	 0.69013	 -0.63486	 0.86236	 0.55824	 0.68351	 -0.50638	 0.89971	 -0.84595	 -0.28337 	 452.97573 	 0.83177
	 0.68989	 -0.63287	 0.86161	 0.55128	 0.68236	 -0.42294	 0.89182	 -0.85459	 -0.27835 	 481.31232 	 0.84534
	 0.67560	 -0.56723	 0.85748	 0.02153	 0.66637	 -0.42700	 0.87752	 -0.87839	 -0.27522 	 484.85800 	 0.84831
	 0.68510	 -0.77364	 0.83239	 0.55173	 0.66630	 -0.55187	 0.89291	 -0.88986	 -0.23061 	 413.72988 	 0.84339
	 0.69954	 -0.69921	 0.86612	 0.58798	 0.68373	 -0.42480	 0.89936	 -0.88133	 -0.32132 	 526.33952 	 0.84096
	 0.69899	 -0.62065	 0.86056	 0.53591	 0.66678	 -0.32285	 0.89935	 -0.84574	 -0.23277 	 542.30271 	 0.89226
	 0.68933	 -0.63287	 0.86300	 0.55128	 0.68351	 -0.43448	 0.89276	 -0.85491	 -0.27725 	 478.41865 	 0.84478
	 0.67930	 -0.74903	 0.85920	 0.59537	 0.69542	 -0.40431	 0.89309	 -0.87566	 -0.27463 	 513.09827 	 0.85959
	 0.69359	 -0.63287	 0.85335	 0.59313	 0.66685	 -0.51414	 0.87625	 -0.79943	 -0.27258 	 430.02576 	 0.82834
	 0.69836	 -0.55087	 0.85455	 0.00657	 0.66730	 -0.40911	 0.87433	 -0.89640	 -0.30231 	 497.74945 	 0.83953
	 0.67266	 -0.74076	 0.84152	 0.46604	 0.68300	 -0.64031	 0.89862	 -0.86449	 -0.23072 	 397.47672 	 0.83701
	 0.69836	 -0.57287	 0.86045	 0.53591	 0.68217	 -0.42927	 0.89301	 -0.77725	 -0.28427 	 473.88241 	 0.83944
	 0.67266	 -0.74076	 0.84152	 0.55701	 0.67909	 -0.63588	 0.89975	 -0.86473	 -0.21503 	 385.28870 	 0.84026
	 0.68250	 -0.75117	 0.85342	 0.56184	 0.65908	 -0.70482	 0.89309	 -0.86460	 -0.15526 	 404.11468 	 0.87802
	 0.68506	 -0.69947	 0.84134	 0.56113	 0.69542	 -0.50552	 0.90017	 -0.87572	 -0.25663 	 430.90620 	 0.83681
	 0.67887	 -0.75839	 0.86528	 0.55824	 0.69290	 -0.55311	 0.89971	 -0.80448	 -0.30056 	 472.39054 	 0.83056
	 0.69705	 -0.73213	 0.84134	 0.55824	 0.68351	 -0.63588	 0.89971	 -0.89147	 -0.22212 	 417.47841 	 0.84916
	 0.69396	 -0.71012	 0.83837	 0.58551	 0.66652	 -0.52505	 0.89936	 -0.88988	 -0.24087 	 428.04192 	 0.84372
	 0.67266	 -0.73213	 0.84134	 0.55824	 0.68351	 -0.63588	 0.89971	 -0.86465	 -0.21262 	 382.24463 	 0.84031
	 0.68535	 -0.74903	 0.85379	 0.59285	 0.69492	 -0.40405	 0.88960	 -0.85315	 -0.29593 	 512.01926 	 0.84833
	 0.69433	 -0.63287	 0.85376	 0.59564	 0.66350	 -0.51439	 0.89306	 -0.87625	 -0.24583 	 430.77172 	 0.84226
	 0.69836	 -0.54141	 0.85402	 0.09148	 0.65277	 -0.41354	 0.87360	 -0.89626	 -0.26610 	 477.92397 	 0.85026
	 0.67887	 -0.76537	 0.86581	 0.48598	 0.69290	 -0.55311	 0.89932	 -0.80448	 -0.30375 	 482.90976 	 0.83303
	 0.69695	 -0.63077	 0.87170	 0.53028	 0.68572	 -0.42704	 0.88944	 -0.86196	 -0.33320 	 504.46396 	 0.82641
	 0.69836	 -0.55087	 0.86275	 0.00657	 0.68756	 -0.40911	 0.87433	 -0.83985	 -0.35182 	 517.60142 	 0.82203
	 0.69788	 -0.74076	 0.84195	 0.55701	 0.68224	 -0.42993	 0.89028	 -0.88001	 -0.33576 	 493.20680 	 0.82073
	 0.68506	 -0.69947	 0.84134	 0.56113	 0.67189	 -0.50552	 0.90017	 -0.87572	 -0.25268 	 427.12743 	 0.83735
	 0.69836	 -0.54840	 0.84197	 0.03098	 0.68326	 -0.41080	 0.87320	 -0.89626	 -0.33778 	 488.94994 	 0.81805
	 0.65547	 -0.74076	 0.86116	 0.54170	 0.66576	 -0.43267	 0.89937	 -0.88505	 -0.20944 	 470.79923 	 0.87635
	 0.69013	 -0.75839	 0.86188	 0.54802	 0.68351	 -0.50265	 0.89971	 -0.85481	 -0.30510 	 498.23472 	 0.83830
	 0.67266	 -0.74076	 0.84152	 0.55701	 0.68351	 -0.63588	 0.89975	 -0.87763	 -0.22860 	 384.87547 	 0.83319
	 0.67266	 -0.74076	 0.84152	 0.46604	 0.68300	 -0.64031	 0.89862	 -0.86449	 -0.23072 	 397.47672 	 0.83701
	 0.67887	 -0.75839	 0.86006	 0.55824	 0.69968	 -0.55311	 0.89971	 -0.80448	 -0.28154 	 464.58798 	 0.83721
	 0.69242	 -0.62277	 0.85191	 0.55370	 0.68264	 -0.53995	 0.89827	 -0.78057	 -0.26142 	 427.45554 	 0.83303
	 0.64990	 -0.63330	 0.85317	 0.59313	 0.66773	 -0.51414	 0.87766	 -0.88617	 0.00000 	 9999.00000 	 4.68699
	 0.68506	 -0.69947	 0.84382	 0.56113	 0.69542	 -0.50552	 0.90017	 -0.87572	 -0.25801 	 436.20344 	 0.83817
	 0.69739	 -0.74076	 0.84152	 0.55701	 0.68351	 -0.57345	 0.89975	 -0.86473	 -0.26076 	 441.74421 	 0.83892
	 0.67258	 -0.83567	 0.86131	 0.46604	 0.68350	 -0.64031	 0.89793	 -0.86595	 -0.22218 	 458.26617 	 0.86499
	 0.68929	 -0.74586	 0.84035	 0.63975	 0.68301	 -0.44455	 0.89361	 -0.88899	 -0.26992 	 458.26478 	 0.84067
	 0.68920	 -0.82594	 0.86021	 0.62755	 0.68351	 -0.44455	 0.89310	 -0.89609	 -0.33544 	 528.17014 	 0.83448
	 0.69157	 -0.54840	 0.85447	 0.02411	 0.66678	 -0.41354	 0.87302	 -0.86613	 -0.30821 	 490.30965 	 0.83363
	 0.69836	 -0.63407	 0.86045	 0.53652	 0.68217	 -0.43396	 0.89301	 -0.82116	 -0.32542 	 493.02519 	 0.82592
	 0.69013	 -0.57367	 0.86236	 0.55763	 0.68351	 -0.50170	 0.89971	 -0.84595	 -0.23997 	 431.23792 	 0.84542
	 0.68296	 -0.78776	 0.86014	 0.62682	 0.68351	 -0.34057	 0.89300	 -0.87259	 -0.28374 	 561.28667 	 0.87369
	 0.69765	 -0.57287	 0.86045	 0.46594	 0.68217	 -0.42927	 0.89292	 -0.77064	 -0.29304 	 481.00335 	 0.83774
	 0.69836	 -0.78908	 0.85460	 0.04918	 0.69427	 -0.41582	 0.87320	 -0.89626	 -0.28724 	 578.51575 	 0.87860
	 0.68734	 -0.50832	 0.85374	 0.57579	 0.66741	 -0.50769	 0.90066	 -0.89590	 0.00000 	 9999.00000 	 4.68699
	 0.68531	 -0.75181	 0.85342	 0.61039	 0.68424	 -0.50911	 0.90001	 -0.87502	 -0.29808 	 463.89107 	 0.82852
	 0.69233	 -0.62320	 0.86405	 0.55370	 0.67443	 -0.54079	 0.89276	 -0.85556	 -0.25501 	 438.43315 	 0.84056
	 0.68923	 -0.77364	 0.86014	 0.53319	 0.68351	 -0.37325	 0.89291	 -0.86651	 -0.29626 	 558.98440 	 0.86642
	 0.69695	 -0.63077	 0.87170	 0.44778	 0.68572	 -0.42704	 0.88944	 -0.85459	 -0.34135 	 512.53676 	 0.82539
	 0.69067	 -0.76500	 0.86188	 0.59894	 0.68351	 -0.50265	 0.89971	 -0.85422	 -0.30574 	 496.18218 	 0.83717
	 0.69464	 -0.62826	 0.85954	 0.55824	 0.68351	 -0.50638	 0.89971	 -0.84655	 -0.29580 	 452.71431 	 0.82534
	 0.68531	 -0.77472	 0.85379	 0.39147	 0.69492	 -0.44619	 0.89309	 -0.82467	 -0.34367 	 529.61553 	 0.83085
	 0.68660	 -0.74969	 0.86215	 0.61625	 0.68348	 -0.50317	 0.89971	 -0.87423	 -0.30123 	 482.09168 	 0.83399
	 0.67266	 -0.73213	 0.86013	 0.55851	 0.68351	 -0.63588	 0.89004	 -0.86465	 -0.22869 	 415.58473 	 0.84508
	 0.68975	 -0.75762	 0.84134	 0.55297	 0.68341	 -0.54209	 0.88736	 -0.85460	 -0.28333 	 441.94000 	 0.82750
	 0.68975	 -0.64779	 0.86014	 0.55324	 0.68341	 -0.51872	 0.88945	 -0.84781	 -0.28250 	 446.48479 	 0.82969
	 0.69396	 -0.69921	 0.83837	 0.58551	 0.66150	 -0.54890	 0.89936	 -0.89533	 -0.22984 	 416.03321 	 0.84467
	 0.69836	 -0.57287	 0.86045	 0.53591	 0.68217	 -0.42927	 0.89504	 -0.79882	 -0.28396 	 472.93582 	 0.83923
	 0.68734	 -0.74903	 0.85379	 0.59537	 0.69492	 -0.50996	 0.90157	 -0.87566	 -0.30891 	 470.62132 	 0.82562
	 0.69359	 -0.63287	 0.85860	 0.59313	 0.66685	 -0.51024	 0.87901	 -0.79943	 -0.26902 	 440.69443 	 0.83430
	 0.68531	 -0.77472	 0.85379	 0.39147	 0.69492	 -0.44619	 0.89309	 -0.82467	 -0.34367 	 529.61553 	 0.83085
	 0.66078	 -0.75839	 0.86528	 0.55824	 0.69290	 -0.55311	 0.89971	 -0.80448	 -0.23121 	 451.82175 	 0.85789
	 0.69013	 -0.63486	 0.86174	 0.55824	 0.68351	 -0.50638	 0.89971	 -0.84595	 -0.28316 	 452.04347 	 0.83151
	 0.67890	 -0.75246	 0.85367	 0.60711	 0.69611	 -0.51243	 0.90514	 -0.87033	 -0.25534 	 458.05545 	 0.84802
	 0.67903	 -0.74434	 0.86225	 0.59691	 0.69290	 -0.55064	 0.90545	 -0.80448	 -0.27289 	 460.92495 	 0.84020
	 0.69701	 -0.63079	 0.87174	 0.51078	 0.66908	 -0.42704	 0.88944	 -0.83571	 -0.29632 	 504.01676 	 0.84502
	 0.69829	 -0.69716	 0.86041	 0.54674	 0.68217	 -0.43396	 0.89301	 -0.81030	 -0.32320 	 517.21002 	 0.83645
	 0.69836	 -0.60053	 0.86045	 0.53652	 0.68217	 -0.43396	 0.89301	 -0.88428	 -0.30068 	 474.35266 	 0.83126
	 0.69067	 -0.82029	 0.86188	 0.59894	 0.68351	 -0.50265	 0.90360	 -0.85422	 -0.30637 	 516.15447 	 0.84462
	 0.69233	 -0.62618	 0.86405	 0.55781	 0.68351	 -0.68748	 0.89968	 -0.85491	 -0.20099 	 398.63682 	 0.85260
	 0.68975	 -0.75762	 0.84878	 0.55297	 0.68341	 -0.54209	 0.88736	 -0.85460	 -0.28581 	 456.10073 	 0.83174
	 0.68920	 -0.78776	 0.85985	 0.62755	 0.68351	 -0.28454	 0.89292	 -0.86602	 -0.25127 	 602.22131 	 0.90613
	 0.69416	 -0.57239	 0.86014	 0.55324	 0.68796	 -0.57256	 0.88945	 -0.85460	 -0.25058 	 407.67378 	 0.83086
	 0.69471	 -0.56250	 0.84870	 0.62489	 0.68351	 -0.50638	 0.90063	 -0.84923	 0.00000 	 9999.00000 	 4.68699
