xs-	ys-	xs+	ys+	T_f	theta	power	
	 0.70569	 -0.52073	 0.88050	 0.25874	 406.59883	 -0.28930 	 13.55752
	 0.71497	 -0.41522	 0.82280	 0.13250	 404.87726	 -0.19616 	 7.91005
	 0.70947	 -0.49842	 0.86117	 0.07980	 406.51247	 -0.26670 	 11.74214
	 0.71181	 -0.51557	 0.81577	 0.77537	 400.70946	 -0.11263 	 7.09373
	 0.70569	 -0.33595	 0.93006	 0.14804	 412.46820	 -0.34857 	 17.80504
	 0.71269	 -0.57069	 0.76815	 0.14753	 406.59420	 -0.08189 	 4.12099
	 0.74030	 -0.51502	 0.88118	 0.13408	 370.22644	 -0.07743 	 6.39792
	 0.49219	 -0.85041	 0.92226	 0.86750	 306.20132	 -0.00000 	 0.81135
	 0.74030	 -0.56843	 0.78230	 0.13726	 372.59690	 -0.05502 	 2.31050
	 0.73289	 -0.46706	 0.82687	 0.78078	 411.55440	 -0.20746 	 7.76552
	 0.56934	 -0.54281	 0.88269	 0.77286	 404.91945	 -0.30877 	 22.30082
	 0.70947	 -0.41604	 0.88198	 0.18359	 406.63352	 -0.27441 	 12.99770
	 0.70638	 -0.53206	 0.92663	 0.15222	 402.88856	 -0.30167 	 16.33814
	 0.73014	 -0.51328	 0.81193	 0.77321	 400.56575	 -0.14711 	 6.04609
	 0.56821	 -0.40542	 0.87968	 0.79038	 411.65849	 0.00000 	 0.00000
	 0.73534	 -0.52181	 0.82421	 0.79074	 392.89787	 -0.14041 	 6.05399
	 0.70507	 -0.46618	 0.88241	 0.15217	 406.86439	 -0.29033 	 13.64187
	 0.71281	 -0.49556	 0.86117	 0.14773	 406.51247	 -0.26151 	 11.45193
	 0.70936	 -0.57140	 0.76815	 0.07960	 406.59420	 -0.10230 	 4.35374
	 0.71633	 -0.40542	 0.88614	 0.78959	 411.49274	 -0.27853 	 13.26462
	 0.55897	 -0.54281	 0.89259	 0.77065	 408.62851	 -0.33055 	 23.42723
	 0.70691	 -0.54299	 0.88068	 0.76601	 408.46276	 -0.29626 	 13.70812
	 0.71288	 -0.51593	 0.88666	 0.15137	 406.59420	 -0.28532 	 13.47296
	 0.73902	 -0.34188	 0.93064	 0.14798	 373.28447	 -0.08032 	 8.74797
	 0.70697	 -0.54839	 0.78172	 0.13732	 411.52265	 -0.16097 	 5.88957
	 0.74030	 -0.56960	 0.76820	 0.13408	 370.22644	 -0.04033 	 1.62751
	 0.74030	 -0.56843	 0.78223	 0.10590	 372.59690	 -0.05499 	 2.29527
	 0.70908	 -0.42871	 0.84304	 0.77344	 407.29777	 -0.18243 	 9.71826
	 0.73329	 -0.46706	 0.82720	 0.08723	 404.81755	 -0.19565 	 7.19687
	 0.71249	 -0.51330	 0.93078	 0.53881	 404.75621	 -0.30556 	 16.38003
	 0.73412	 -0.46688	 0.79711	 0.79146	 396.91988	 -0.09996 	 4.56386
	 0.70458	 -0.51572	 0.82759	 0.78643	 406.87809	 -0.16463 	 8.95702
	 0.73014	 -0.48311	 0.81577	 0.17725	 400.70946	 -0.17220 	 6.27781
	 0.56821	 -0.40312	 0.88198	 0.77286	 411.51605	 0.00000 	 0.00000
	 0.56821	 -0.40542	 0.87968	 0.79038	 411.65849	 0.00000 	 0.00000
	 0.70868	 -0.40050	 0.92212	 0.86750	 306.20132	 0.00000 	 0.40195
	 0.54048	 -0.83658	 0.93020	 0.15234	 412.46820	 -0.13390 	 17.69100
	 0.70947	 -0.41604	 0.88198	 0.18359	 402.06485	 -0.24205 	 12.22812
	 0.70947	 -0.41604	 0.86087	 0.07980	 406.63352	 -0.25709 	 11.44134
	 0.70947	 -0.56536	 0.88198	 0.18359	 405.19420	 -0.27973 	 13.31068
	 0.74030	 -0.42028	 0.76812	 0.13408	 369.96334	 -0.03495 	 1.45787
	 0.70947	 -0.42871	 0.84923	 0.07980	 406.63352	 -0.24700 	 10.59541
	 0.73289	 -0.46706	 0.82687	 0.78078	 411.55440	 -0.20746 	 7.76552
	 0.56821	 -0.40200	 0.88198	 0.77286	 411.51605	 0.00000 	 0.00000
	 0.73722	 -0.58333	 0.88146	 0.75415	 411.47185	 -0.26910 	 12.02251
	 0.70504	 -0.47797	 0.94241	 0.15405	 413.00716	 -0.37279 	 19.59736
	 0.70569	 -0.38675	 0.93007	 0.12450	 412.46820	 -0.35825 	 18.08490
	 0.71496	 -0.49463	 0.86065	 0.07394	 406.67696	 -0.25962 	 11.29110
	 0.71597	 -0.41902	 0.81932	 0.13777	 406.63352	 -0.19987 	 7.75984
	 0.73032	 -0.51557	 0.81577	 0.79074	 406.67751	 -0.17902 	 6.80809
	 0.71687	 -0.49760	 0.81911	 0.13191	 400.70890	 -0.18605 	 7.35675
	 0.73694	 -0.40010	 0.82670	 0.78078	 404.75621	 -0.16376 	 6.73055
	 0.73417	 -0.46706	 0.82710	 0.78078	 404.75621	 -0.18037 	 7.12599
	 0.70601	 -0.49740	 0.84178	 0.13250	 404.65529	 -0.23919 	 10.20878
	 0.70569	 -0.33595	 0.93006	 0.14804	 412.56174	 -0.34931 	 17.82527
	 0.70602	 -0.47926	 0.92973	 0.12632	 404.31152	 -0.31016 	 16.69058
	 0.70503	 -0.49611	 0.82559	 0.13239	 413.11651	 -0.26334 	 9.98364
	 0.74102	 -0.54670	 0.82710	 0.78078	 404.75621	 -0.19299 	 7.06076
	 0.70697	 -0.46876	 0.78172	 0.13732	 411.52265	 -0.13864 	 5.69857
	 0.70602	 -0.53130	 0.93694	 0.13267	 404.75621	 -0.32127 	 17.52948
	 0.70638	 -0.49816	 0.82343	 0.15205	 402.88856	 -0.20637 	 8.54171
	 0.70947	 -0.41604	 0.88198	 0.18359	 406.63352	 -0.27441 	 12.99770
	 0.70504	 -0.47797	 0.93222	 0.12961	 413.00716	 -0.36439 	 18.76769
	 0.71500	 -0.49783	 0.88270	 0.14729	 406.59420	 -0.27827 	 12.94113
	 0.71265	 -0.51239	 0.81911	 0.13215	 406.67696	 -0.21805 	 8.25554
	 0.70638	 -0.53206	 0.82374	 0.15222	 406.80154	 -0.23165 	 9.10941
	 0.71496	 -0.49760	 0.92200	 0.13191	 405.34127	 -0.30004 	 15.64561
	 0.70936	 -0.57252	 0.76815	 0.07985	 406.59420	 -0.10241 	 4.35533
	 0.70569	 -0.46396	 0.93041	 0.15197	 411.90018	 -0.35803 	 18.30098
	 0.48979	 -0.85608	 0.88201	 0.79283	 411.47185	 -0.28512 	 24.39104
	 0.73818	 -0.57651	 0.92172	 0.86498	 306.20132	 0.00000 	 0.34768
	 0.56685	 -0.38331	 0.88198	 0.19135	 411.59409	 -0.33633 	 22.06569
	 0.71083	 -0.40206	 0.88198	 0.76509	 406.55548	 -0.24256 	 12.51505
	 0.56745	 -0.52198	 0.88026	 0.15222	 404.75621	 -0.29716 	 20.40514
	 0.70185	 -0.40312	 0.92835	 0.77286	 411.51605	 -0.35317 	 17.99910
	 0.70639	 -0.49796	 0.78173	 0.10590	 372.59690	 -0.04523 	 3.49717
	 0.73895	 -0.56658	 0.82609	 0.13239	 413.11651	 -0.19670 	 7.47915
	 0.70936	 -0.52316	 0.81716	 0.79291	 406.59769	 -0.13287 	 7.83986
	 0.73032	 -0.51557	 0.76469	 0.07754	 406.67402	 -0.10439 	 2.84349
	 0.70709	 -0.57147	 0.88615	 0.12681	 408.45717	 -0.29898 	 14.35226
	 0.71269	 -0.54202	 0.76815	 0.79056	 406.59979	 0.00939 	 2.05061
	 0.70859	 -0.40722	 0.90431	 0.77286	 412.46769	 -0.32222 	 15.59485
	 0.56182	 -0.33073	 0.93006	 0.14804	 410.85352	 -0.26384 	 22.13301
	 0.70698	 -0.54768	 0.76785	 0.13726	 411.52265	 -0.07589 	 4.61968
	 0.74185	 -0.49812	 0.94314	 0.13526	 404.75621	 -0.25779 	 14.68469
	 0.71284	 -0.57012	 0.94536	 0.10657	 406.38125	 -0.32812 	 18.05359
	 0.70489	 -0.47854	 0.76552	 0.15415	 413.08412	 0.00000 	 0.00000
	 0.70939	 -0.49757	 0.85945	 0.76601	 408.46276	 -0.25676 	 11.56970
	 0.72094	 -0.54385	 0.88240	 0.07980	 406.51247	 -0.27159 	 12.59546
	 0.70948	 -0.49740	 0.82310	 0.14628	 396.02066	 -0.17046 	 7.59265
	 0.70609	 -0.41895	 0.76412	 0.57209	 324.50030	 0.00000 	 0.86976
	 0.74066	 -0.47804	 0.93343	 0.13726	 372.59690	 -0.09316 	 8.91909
	 0.70467	 -0.56836	 0.78109	 0.12621	 413.00716	 -0.16973 	 6.13215
	 0.70458	 -0.48326	 0.82618	 0.17295	 406.60123	 -0.22755 	 9.23781
	 0.74030	 -0.41468	 0.76954	 0.13408	 370.23926	 -0.03642 	 1.51701
	 0.70504	 -0.47797	 0.94241	 0.15405	 413.00716	 -0.37279 	 19.59736
	 0.56821	 -0.40312	 0.87114	 0.77286	 411.51605	 0.00000 	 0.00000
	 0.69693	 -0.46507	 0.93041	 0.15049	 412.16782	 -0.36955 	 19.15887
	 0.57697	 -0.31739	 0.87114	 0.77458	 411.51605	 0.00996 	 7.76873
	 0.70480	 -0.48311	 0.81546	 0.17725	 400.70946	 -0.17962 	 7.73145
	 0.73596	 -0.56836	 0.78140	 0.12621	 413.00716	 -0.15409 	 4.20942
	 0.73055	 -0.51342	 0.94241	 0.13141	 406.68781	 -0.29548 	 16.07058
	 0.70480	 -0.48012	 0.76469	 0.07754	 412.96042	 -0.06705 	 4.49876
	 0.70947	 -0.40312	 0.87114	 0.77286	 412.44434	 -0.27061 	 12.67061
	 0.56733	 -0.40722	 0.90431	 0.77286	 411.53940	 -0.33706 	 24.81383
	 0.70492	 -0.47643	 0.88615	 0.76985	 413.05804	 -0.32525 	 14.82412
	 0.70721	 -0.54435	 0.94241	 0.15405	 408.50430	 -0.34492 	 18.68314
	 0.70958	 -0.49783	 0.86204	 0.14729	 406.59420	 -0.26721 	 11.78545
	 0.71489	 -0.47104	 0.88183	 0.07980	 406.51247	 -0.27552 	 12.79322
	 0.70947	 -0.49450	 0.86117	 0.07980	 389.05016	 -0.16596 	 9.21663
	 0.74030	 -0.57235	 0.79217	 0.13726	 372.59690	 0.00000 	 0.00000
	 0.70569	 -0.33595	 0.93006	 0.14875	 413.01997	 -0.35297 	 17.92614
	 0.70503	 -0.47797	 0.94241	 0.15405	 412.45539	 -0.37036 	 19.48720
	 0.74030	 -0.48341	 0.76812	 0.13927	 369.96334	 -0.03717 	 1.52596
	 0.71790	 -0.54385	 0.88240	 0.07461	 392.54082	 -0.19750 	 10.66676
	 0.70710	 -0.54281	 0.82445	 0.16398	 408.46276	 -0.24048 	 9.32799
	 0.70638	 -0.53206	 0.88544	 0.75809	 406.80154	 -0.29020 	 13.80477
	 0.70859	 -0.41102	 0.90431	 0.19087	 371.42805	 -0.08197 	 8.75311
	 0.74030	 -0.56463	 0.81375	 0.68790	 412.78071	 -0.20089 	 6.73547
	 0.56821	 -0.40312	 0.88198	 0.79967	 411.51605	 0.00000 	 0.00000
	 0.70503	 -0.49611	 0.82559	 0.15832	 413.11651	 -0.26295 	 9.96860
	 0.74030	 -0.56960	 0.76820	 0.13408	 370.22644	 -0.04033 	 1.62751
	 0.70697	 -0.46876	 0.78172	 0.13732	 411.52265	 -0.13864 	 5.69857
	 0.74377	 -0.54880	 0.76820	 0.13408	 371.49298	 -0.04255 	 1.53868
	 0.70317	 -0.56919	 0.78172	 0.13732	 411.52265	 -0.16254 	 6.16385
	 0.49219	 -0.85041	 0.92226	 0.86399	 308.49393	 0.00000 	 1.42098
	 0.56619	 -0.40312	 0.87759	 0.78661	 408.89081	 0.00000 	 0.00000
	 0.48794	 -0.50967	 0.76636	 0.07754	 406.67402	 0.00000 	 0.00000
	 0.73381	 -0.86795	 0.92442	 0.86750	 306.20132	 0.00000 	 0.36392
	 0.70638	 -0.53206	 0.82374	 0.15222	 406.80154	 -0.23165 	 9.10941
	 0.71265	 -0.51239	 0.82747	 0.13215	 406.67696	 -0.22833 	 8.91807
	 0.70697	 -0.46876	 0.77770	 0.13732	 406.88012	 -0.10551 	 5.07592
	 0.70569	 -0.46507	 0.94306	 0.15222	 411.53352	 -0.36600 	 19.24461
	 0.70503	 -0.51516	 0.82559	 0.13207	 406.54492	 -0.23288 	 9.28625
	 0.73639	 -0.49688	 0.88666	 0.14962	 413.09528	 -0.27813 	 12.37721
	 0.71269	 -0.51611	 0.88119	 0.14753	 406.59420	 -0.28110 	 13.07277
	 0.74102	 -0.54670	 0.82710	 0.78078	 404.75621	 -0.19299 	 7.06076
	 0.73639	 -0.57367	 0.88666	 0.14929	 412.51281	 -0.27343 	 12.50843
	 0.74030	 -0.49163	 0.78230	 0.13759	 372.57054	 -0.05288 	 2.22260
	 0.71265	 -0.51239	 0.81916	 0.13215	 406.67696	 -0.21812 	 8.25956
	 0.70503	 -0.49611	 0.82554	 0.13239	 413.12348	 -0.26330 	 9.98005
	 0.70957	 -0.54281	 0.88208	 0.76985	 408.59654	 -0.29511 	 13.64262
	 0.56573	 -0.40312	 0.88605	 0.77286	 411.38227	 -0.04097 	 22.30259
	 0.48640	 -0.51246	 0.76562	 0.13215	 406.67696	 0.00979 	 9.11073
	 0.71416	 -0.50960	 0.82821	 0.07754	 406.67402	 -0.22836 	 8.88694
	 0.70569	 -0.33470	 0.93006	 0.14780	 412.10980	 -0.34534 	 17.71898
	 0.71064	 -0.46632	 0.93040	 0.12276	 407.24881	 -0.32244 	 16.90337
	 0.70955	 -0.49842	 0.86117	 0.06645	 409.99222	 -0.28277 	 12.22212
	 0.70947	 -0.41895	 0.76412	 0.59932	 311.71602	 0.00000 	 0.33536
	 0.74030	 -0.56463	 0.81375	 0.16876	 412.88766	 -0.17832 	 6.39110
	 0.70710	 -0.54281	 0.82445	 0.68312	 408.46276	 -0.19774 	 8.93382
	 0.70712	 -0.55017	 0.78074	 0.17725	 400.70946	 -0.10971 	 5.06872
	 0.72534	 -0.48134	 0.81675	 0.13732	 411.52265	 -0.21784 	 7.54346
	 0.70504	 -0.58388	 0.94241	 0.76351	 413.00716	 -0.36383 	 19.80841
	 0.70492	 -0.47643	 0.88615	 0.16040	 413.05804	 -0.32596 	 14.99923
	 0.70569	 -0.38675	 0.93007	 0.15222	 413.07598	 -0.36218 	 18.20696
	 0.70569	 -0.46507	 0.93041	 0.12450	 406.95803	 -0.32830 	 17.28223
	 0.47624	 -0.54880	 0.77149	 0.13408	 371.49298	 0.00990 	 10.06560
	 0.74275	 -0.85041	 0.92016	 0.86750	 306.20132	 0.00000 	 0.33941
	 0.70730	 -0.56799	 0.88455	 0.09573	 403.54651	 -0.27578 	 13.43184
	 0.74030	 -0.54325	 0.81616	 0.75297	 372.59690	 -0.06779 	 3.95193
	 0.48794	 -0.50967	 0.76661	 0.07832	 406.61713	 0.00000 	 0.00000
	 0.73596	 -0.56836	 0.78115	 0.12543	 413.01527	 -0.15385 	 4.19029
	 0.74410	 -0.56630	 0.81369	 0.14962	 408.23822	 -0.16520 	 5.86299
	 0.74037	 -0.49520	 0.88532	 0.68790	 412.78378	 -0.26887 	 11.92893
	 0.71265	 -0.51239	 0.81917	 0.13215	 406.67696	 -0.21813 	 8.26058
	 0.71265	 -0.58202	 0.82740	 0.13215	 406.67696	 -0.23175 	 9.09608
	 0.74377	 -0.54880	 0.76820	 0.13408	 371.49298	 -0.04255 	 1.53868
	 0.70504	 -0.47797	 0.94241	 0.15405	 413.00716	 -0.37279 	 19.59736
	 0.71496	 -0.49760	 0.76821	 0.13191	 406.67696	 -0.07723 	 3.89576
	 0.74030	 -0.42028	 0.83777	 0.13408	 369.96334	 -0.06242 	 4.40136
	 0.56784	 -0.46464	 0.88211	 0.78085	 411.51605	 -0.20208 	 22.66439
	 0.73313	 -0.44828	 0.80071	 0.77795	 401.63722	 -0.11428 	 5.04870
	 0.70504	 -0.47797	 0.94241	 0.15405	 413.00716	 -0.37279 	 19.59736
	 0.70503	 -0.49611	 0.82559	 0.13239	 413.11651	 -0.26334 	 9.98364
	 0.70504	 -0.47797	 0.93022	 0.15429	 412.48771	 -0.36077 	 18.50388
	 0.70569	 -0.33595	 0.94225	 0.14780	 412.98765	 -0.36287 	 18.89530
	 0.49219	 -0.85041	 0.92226	 0.09205	 306.20132	 0.00000 	 0.80936
	 0.48794	 -0.50967	 0.76661	 0.85217	 406.61713	 0.00971 	 7.72015
	 0.70565	 -0.39487	 0.82491	 0.16406	 408.46276	 -0.21469 	 8.97086
	 0.70713	 -0.53469	 0.92962	 0.15214	 413.07598	 -0.35356 	 18.50459
	 0.73977	 -0.56779	 0.80955	 0.76968	 412.75976	 -0.20055 	 6.52671
	 0.70909	 -0.47326	 0.89035	 0.68807	 413.07898	 -0.32424 	 14.85105
	 0.70331	 -0.56510	 0.88656	 0.68790	 412.78455	 -0.32882 	 15.28239
	 0.70492	 -0.47595	 0.81334	 0.76985	 413.05420	 -0.07820 	 8.12988
	 0.74030	 -0.56848	 0.76007	 0.21900	 372.59690	 -0.02896 	 1.43371
	 0.74410	 -0.56625	 0.81320	 0.14962	 408.23822	 -0.16451 	 5.82597
	 0.70524	 -0.46507	 0.93041	 0.09070	 406.89099	 -0.32867 	 17.31567
	 0.69738	 -0.46507	 0.93041	 0.15047	 412.16782	 -0.36908 	 19.11799
	 0.70954	 -0.47643	 0.85992	 0.16040	 413.05804	 -0.29473 	 12.44153
	 0.70493	 -0.49842	 0.85998	 0.06645	 409.99222	 -0.28766 	 12.49785
	 0.69731	 -0.85041	 0.91934	 0.86750	 407.24887	 -0.25131 	 15.38969
	 0.50434	 -0.49842	 0.86409	 0.12401	 305.88925	 0.00000 	 0.60615
	 0.70424	 -0.53163	 0.80889	 0.16876	 412.88766	 -0.23823 	 8.61651
	 0.74172	 -0.33970	 0.93492	 0.13094	 412.10980	 0.00000 	 0.00000
	 0.73562	 -0.50960	 0.82821	 0.12063	 406.71405	 -0.20201 	 7.37587
	 0.71450	 -0.56836	 0.78115	 0.08235	 412.94055	 -0.18215 	 5.58621
	 0.70947	 -0.51584	 0.86117	 0.07980	 406.51247	 -0.26747 	 11.79534
	 0.70569	 -0.46507	 0.93041	 0.15098	 406.89099	 -0.32774 	 17.26199
	 0.70504	 -0.48233	 0.93010	 0.15386	 412.98393	 -0.36237 	 18.59975
	 0.70569	 -0.33034	 0.94238	 0.16184	 412.13299	 -0.35422 	 18.66762
	 0.70569	 -0.33622	 0.93355	 0.14804	 412.07456	 -0.34837 	 17.99645
	 0.74030	 -0.41714	 0.76910	 0.13408	 370.05898	 -0.03583 	 1.49673
	 0.56821	 -0.40312	 0.77063	 0.79957	 406.49776	 0.00935 	 5.70060
	 0.48794	 -0.50967	 0.87799	 0.07832	 411.76059	 -0.27125 	 23.37498
	 0.70504	 -0.47797	 0.94241	 0.15405	 413.00716	 -0.37279 	 19.59736
	 0.71265	 -0.51239	 0.81917	 0.13215	 406.67696	 -0.21813 	 8.26058
	 0.73596	 -0.56836	 0.77657	 0.20720	 411.12163	 -0.15156 	 3.83178
	 0.70955	 -0.49842	 0.86600	 0.06645	 412.98879	 -0.29785 	 13.00233
	 0.56821	 -0.40312	 0.88198	 0.73478	 408.46535	 -0.03216 	 21.21705
	 0.70710	 -0.54281	 0.82445	 0.20206	 411.51346	 -0.25382 	 9.64584
	 0.72534	 -0.48189	 0.81675	 0.13398	 411.52265	 -0.21787 	 7.54534
	 0.74030	 -0.41973	 0.76195	 0.13742	 369.96334	 -0.02758 	 1.21587
	 0.73596	 -0.56836	 0.94295	 0.12543	 413.01527	 -0.32422 	 17.00202
	 0.70504	 -0.45179	 0.77626	 0.15405	 398.12893	 -0.06551 	 4.56169
	 0.71288	 -0.52060	 0.88755	 0.15381	 406.59420	 -0.28621 	 13.55576
	 0.70504	 -0.47823	 0.94152	 0.15161	 413.00716	 -0.37204 	 19.52555
	 0.70438	 -0.40297	 0.93351	 0.76788	 412.10210	 -0.35785 	 18.32061
	 0.56952	 -0.33485	 0.87854	 0.15277	 411.52375	 -0.35267 	 22.42626
	 0.73722	 -0.58220	 0.88146	 0.79307	 411.51352	 -0.26960 	 12.03127
	 0.70710	 -0.54281	 0.80869	 0.19928	 411.47179	 -0.22878 	 8.27140
	 0.73542	 -0.54819	 0.77092	 0.13408	 410.37555	 -0.13809 	 3.30580
	 0.74397	 -0.51021	 0.82548	 0.12063	 367.75178	 -0.05515 	 3.67017
	 0.70468	 -0.53158	 0.80989	 0.16876	 412.88766	 -0.23981 	 8.67548
	 0.73509	 -0.59623	 0.77558	 0.20720	 411.12163	 -0.15218 	 3.86058
	 0.71248	 -0.53163	 0.81100	 0.16876	 412.01250	 -0.23031 	 8.14340
	 0.70441	 -0.51239	 0.81880	 0.13215	 406.67696	 -0.22425 	 8.78205
	 0.73559	 -0.51243	 0.82807	 0.12128	 406.67696	 -0.20181 	 7.37163
	 0.71268	 -0.50956	 0.81930	 0.13149	 406.71405	 -0.21816 	 8.26523
	 0.70952	 -0.49926	 0.86117	 0.07211	 409.99222	 -0.28284 	 12.22529
	 0.70507	 -0.48369	 0.94241	 0.14840	 413.00716	 -0.37218 	 19.61064
	 0.71383	 -0.41973	 0.76405	 0.57858	 315.78300	 0.00000 	 0.46232
	 0.70865	 -0.41894	 0.76202	 0.14470	 369.96334	 0.00000 	 0.00000
	 0.74030	 -0.49163	 0.78037	 0.08464	 371.77856	 -0.05007 	 2.08835
	 0.70947	 -0.48373	 0.86311	 0.13276	 407.30272	 -0.27132 	 11.93856
	 0.56878	 -0.47797	 0.94241	 0.15405	 413.00716	 -0.21588 	 20.35307
	 0.70447	 -0.37911	 0.88198	 0.77286	 411.51605	 -0.27726 	 13.68148
	 0.70527	 -0.47797	 0.94219	 0.16016	 413.00716	 -0.37239 	 19.55732
	 0.70930	 -0.47643	 0.86014	 0.15429	 413.11198	 -0.29544 	 12.48750
	 0.74172	 -0.34603	 0.93475	 0.13094	 412.10980	 0.00000 	 0.00000
	 0.73032	 -0.39292	 0.76206	 0.07754	 406.67402	 -0.07005 	 2.42609
	 0.74172	 -0.37703	 0.93492	 0.13094	 412.10617	 0.00000 	 0.00000
	 0.73596	 -0.56836	 0.77657	 0.20720	 411.12527	 -0.15157 	 3.83193
	 0.70569	 -0.34990	 0.93006	 0.05250	 411.67526	 -0.34712 	 17.74329
	 0.70947	 -0.49842	 0.86246	 0.08729	 406.94694	 -0.27017 	 11.90204
	 0.70567	 -0.49611	 0.82559	 0.13721	 412.65783	 -0.26041 	 9.88158
	 0.73966	 -0.57945	 0.78230	 0.13244	 372.38572	 0.00000 	 0.00000
	 0.70452	 -0.47036	 0.94241	 0.15360	 413.00716	 -0.37404 	 19.62427
	 0.74081	 -0.60230	 0.78230	 0.13772	 372.59690	 -0.05556 	 2.33159
	 0.71450	 -0.55864	 0.78115	 0.02405	 413.12207	 -0.18740 	 5.62266
	 0.73977	 -0.56779	 0.81510	 0.83379	 412.75976	 -0.20723 	 6.97012
	 0.73641	 -0.56836	 0.78139	 0.11518	 412.94071	 -0.15139 	 4.16261
	 0.71405	 -0.56836	 0.78117	 0.12670	 413.00700	 -0.17591 	 5.57888
	 0.73032	 -0.51557	 0.76469	 0.07754	 406.67402	 -0.10439 	 2.84349
	 0.70569	 -0.33595	 0.93006	 0.14804	 412.46820	 -0.34857 	 17.80504
	 0.70710	 -0.49238	 0.82445	 0.71237	 408.46276	 -0.16852 	 8.69563
	 0.70331	 -0.56655	 0.88656	 0.16420	 412.78455	 -0.31649 	 15.29886
	 0.71405	 -0.56816	 0.78117	 0.15483	 413.00700	 -0.17072 	 5.55085
	 0.70709	 -0.54301	 0.88615	 0.76234	 408.46276	 -0.30150 	 14.14057
	 0.70533	 -0.54819	 0.77092	 0.09912	 412.99773	 -0.11742 	 5.10382
	 0.73513	 -0.49611	 0.82559	 0.13415	 411.82748	 -0.21313 	 7.57478
	 0.70331	 -0.58023	 0.88656	 0.68305	 412.78455	 -0.32749 	 15.32029
	 0.71455	 -0.56433	 0.78230	 0.13729	 372.38572	 -0.05090 	 3.24736
	 0.71405	 -0.56836	 0.78117	 0.12670	 413.01213	 -0.17593 	 5.57921
	 0.73977	 -0.56779	 0.81524	 0.83379	 412.75463	 -0.20735 	 6.97958
	 0.49227	 -0.85041	 0.92058	 0.81954	 311.89018	 0.00000 	 2.31448
	 0.70443	 -0.47036	 0.94410	 0.20032	 406.26045	 -0.33521 	 18.28172
	 0.70492	 -0.47643	 0.88615	 0.83250	 412.04902	 -0.31734 	 14.61941
	 0.49219	 -0.85041	 0.92226	 0.79428	 305.95342	 0.00000 	 0.74525
	 0.71248	 -0.53350	 0.76538	 0.07659	 411.76375	 -0.09463 	 4.10701
	 0.73032	 -0.51370	 0.81031	 0.16971	 406.92274	 -0.19096 	 6.42532
	 0.71450	 -0.55474	 0.78340	 0.06317	 413.12207	 -0.18910 	 5.78858
	 0.72534	 -0.48579	 0.81450	 0.13398	 411.52265	 -0.21529 	 7.37454
	 0.57006	 -0.51212	 0.93222	 0.12961	 411.56659	 -0.22042 	 20.00479
	 0.70319	 -0.40285	 0.88198	 0.77286	 407.31216	 -0.25562 	 13.17885
	 0.70569	 -0.23199	 0.92385	 0.14780	 412.10980	 -0.29146 	 16.51629
	 0.73032	 -0.39292	 0.76206	 0.07754	 406.67402	 -0.07005 	 2.42609
	 0.74030	 -0.63280	 0.78037	 0.08464	 371.77856	 -0.05282 	 2.24007
	 0.70947	 -0.32678	 0.86117	 0.07980	 406.51247	 -0.23151 	 11.05988
	 0.70466	 -0.54281	 0.82445	 0.16398	 408.46276	 -0.24317 	 9.50036
	 0.73596	 -0.56836	 0.78140	 0.12621	 413.00716	 -0.15409 	 4.20942
	 0.74030	 -0.41973	 0.76032	 0.06738	 369.96334	 -0.02828 	 1.11213
	 0.70955	 -0.49842	 0.86306	 0.13649	 409.99222	 -0.28490 	 12.35389
	 0.56821	 -0.40312	 0.81003	 0.18600	 411.77069	 -0.04974 	 16.91493
	 0.71248	 -0.53163	 0.88295	 0.73618	 411.51235	 -0.30752 	 13.92325
	 0.70497	 -0.49842	 0.82679	 0.06860	 412.98879	 -0.26450 	 10.11388
	 0.70485	 -0.49611	 0.86480	 0.06901	 413.11651	 -0.30352 	 13.30856
	 0.74247	 -0.41973	 0.76384	 0.06387	 369.96334	 -0.03313 	 1.18205
	 0.70725	 -0.49842	 0.85936	 0.08102	 406.51247	 -0.26780 	 11.77202
	 0.73543	 -0.54819	 0.77092	 0.13408	 410.37555	 -0.13809 	 3.30565
	 0.73595	 -0.56836	 0.77657	 0.20720	 411.12163	 -0.15156 	 3.83195
	 0.73966	 -0.57945	 0.78114	 0.07889	 372.38572	 -0.05422 	 2.26307
	 0.73032	 -0.51557	 0.78281	 0.13109	 406.67402	 -0.15276 	 4.30134
	 0.68656	 -0.47643	 0.78929	 0.76985	 413.05804	 0.00986 	 3.17897
	 0.73596	 -0.56836	 0.87015	 0.12621	 413.00716	 -0.25737 	 11.26587
	 0.70452	 -0.47101	 0.94057	 0.21830	 408.63820	 -0.34875 	 18.54278
	 0.70709	 -0.54217	 0.88800	 0.76985	 412.81683	 -0.32666 	 15.01811
	 0.71256	 -0.53163	 0.81102	 0.16876	 412.88766	 -0.23358 	 8.21821
	 0.70416	 -0.53163	 0.80888	 0.16876	 412.01250	 -0.23419 	 8.53322
	 0.70331	 -0.56510	 0.88971	 0.12287	 412.78455	 -0.31809 	 15.55539
	 0.73596	 -0.56836	 0.77825	 0.68641	 413.12934	 -0.12099 	 4.26981
	 0.74030	 -0.49717	 0.78037	 0.08464	 371.77856	 -0.05022 	 2.09416
	 0.74030	 -0.39873	 0.76032	 0.10525	 369.96334	 -0.02559 	 1.11272
	 0.70492	 -0.47631	 0.88615	 0.83250	 412.33308	 -0.31925 	 14.66950
