Plot 2 FLIR A320(30 Hz)EIP - 48200894

				Bx2.Max.
Emissivity				0.8
Distance				0.2
Reflected temperature				24
Location X				11
Location Y				31
Size X				292
Size Y				186
Surface (pixels)				54312

Date	Time	Milliseconds	Relative time	Bx2.Max.
26/07/2016	11:03:00	205	0	27,5121059995001
26/07/2016	11:03:00	430	0,225	27,4506839518522
26/07/2016	11:03:00	548	0,343	27,47116181014
26/07/2016	11:03:00	971	0,766	27,4302022483362
26/07/2016	11:03:01	476	1,271	27,4916358253171
26/07/2016	11:03:01	773	1,568	27,553034833338
26/07/2016	11:03:02	028	1,823	27,6348465019832
26/07/2016	11:03:02	189	1,984	27,5121059995001
26/07/2016	11:03:02	308	2,103	27,6143993294325
26/07/2016	11:03:02	635	2,43	27,4916358253171
26/07/2016	11:03:02	823	2,618	27,553034833338
26/07/2016	11:03:03	049	2,844	27,553034833338
26/07/2016	11:03:03	241	3,036	27,5325723348029
26/07/2016	11:03:03	603	3,398	27,6143993294325
26/07/2016	11:03:03	661	3,456	27,5734934972158
26/07/2016	11:03:03	894	3,689	27,553034833338
26/07/2016	11:03:04	187	3,982	27,6552898483002
26/07/2016	11:03:04	323	4,118	27,696165070637
26/07/2016	11:03:04	465	4,26	27,696165070637
26/07/2016	11:03:04	903	4,698	27,6143993294325
26/07/2016	11:03:05	045	4,84	27,7982863142572
26/07/2016	11:03:05	413	5,208	27,737025013231
26/07/2016	11:03:05	707	5,502	27,696165070637
26/07/2016	11:03:05	818	5,613	27,675729370485
26/07/2016	11:03:05	983	5,778	27,6552898483002
26/07/2016	11:03:06	117	5,912	27,7982863142572
26/07/2016	11:03:06	713	6,508	27,7778696928416
26/07/2016	11:03:06	979	6,774	27,6552898483002
26/07/2016	11:03:07	261	7,056	27,7778696928416
26/07/2016	11:03:07	402	7,197	27,6348465019832
26/07/2016	11:03:07	780	7,575	27,6552898483002
26/07/2016	11:03:08	049	7,844	27,6552898483002
26/07/2016	11:03:08	321	8,116	27,6348465019832
26/07/2016	11:03:08	389	8,184	27,7165969508537
26/07/2016	11:03:08	612	8,407	27,6143993294325
26/07/2016	11:03:08	808	8,603	27,553034833338
26/07/2016	11:03:09	515	9,31	27,5325723348029
26/07/2016	11:03:09	885	9,68	27,675729370485
26/07/2016	11:03:10	046	9,841	27,5121059995001
26/07/2016	11:03:10	473	10,268	27,4506839518522
26/07/2016	11:03:10	763	10,558	27,4097166974722
26/07/2016	11:03:10	948	10,743	27,3892272971383
26/07/2016	11:03:11	248	11,043	27,4302022483362
26/07/2016	11:03:11	701	11,496	27,553034833338
26/07/2016	11:03:11	701	11,496	27,553034833338
26/07/2016	11:03:11	701	11,496	27,553034833338
26/07/2016	11:03:14	774	14,569	27,593948328545
26/07/2016	11:03:15	285	15,08	27,6348465019832
26/07/2016	11:03:15	476	15,271	27,6143993294325
26/07/2016	11:03:15	815	15,61	27,5734934972158
26/07/2016	11:03:16	119	15,914	27,6143993294325
26/07/2016	11:03:16	393	16,188	27,593948328545
26/07/2016	11:03:16	561	16,356	27,6552898483002
26/07/2016	11:03:16	860	16,655	27,553034833338
26/07/2016	11:03:17	009	16,804	27,553034833338
26/07/2016	11:03:17	524	17,319	27,5734934972158
26/07/2016	11:03:17	606	17,401	27,4916358253171
26/07/2016	11:03:17	817	17,612	27,5325723348029
26/07/2016	11:03:18	004	17,799	27,5325723348029
26/07/2016	11:03:18	361	18,156	27,4916358253171
26/07/2016	11:03:18	674	18,469	27,4097166974722
26/07/2016	11:03:18	868	18,663	27,4097166974722
26/07/2016	11:03:19	031	18,826	27,3892272971383
26/07/2016	11:03:19	287	19,082	27,3687340452112
26/07/2016	11:03:19	447	19,242	27,4302022483362
26/07/2016	11:03:19	638	19,433	27,4302022483362
26/07/2016	11:03:20	001	19,796	27,4097166974722
26/07/2016	11:03:20	146	19,941	27,47116181014
26/07/2016	11:03:20	606	20,401	27,4506839518522
26/07/2016	11:03:20	702	20,497	27,4302022483362
26/07/2016	11:03:21	090	20,885	27,4916358253171
26/07/2016	11:03:21	243	21,038	27,4916358253171
26/07/2016	11:03:21	710	21,505	27,593948328545
26/07/2016	11:03:22	030	21,825	27,553034833338
26/07/2016	11:03:22	295	22,09	27,675729370485
26/07/2016	11:03:22	449	22,244	27,593948328545
26/07/2016	11:03:22	681	22,476	27,6348465019832
26/07/2016	11:03:22	989	22,784	27,593948328545
26/07/2016	11:03:23	406	23,201	27,5734934972158
26/07/2016	11:03:23	610	23,405	27,6348465019832
26/07/2016	11:03:23	917	23,712	27,5734934972158
26/07/2016	11:03:24	125	23,92	27,553034833338
26/07/2016	11:03:24	240	24,035	27,553034833338
26/07/2016	11:03:24	599	24,394	27,593948328545
26/07/2016	11:03:24	661	24,456	27,593948328545
26/07/2016	11:03:25	100	24,895	27,553034833338
26/07/2016	11:03:25	528	25,323	27,47116181014
26/07/2016	11:03:25	652	25,447	27,47116181014
26/07/2016	11:03:25	923	25,718	27,3687340452112
26/07/2016	11:03:26	246	26,041	27,2251732583462
26/07/2016	11:03:26	352	26,147	27,1841211048719
26/07/2016	11:03:26	865	26,66	27,2662099372247
26/07/2016	11:03:27	178	26,973	27,1635892198094
26/07/2016	11:03:27	319	27,114	27,0814229073383
26/07/2016	11:03:27	434	27,229	27,0403164576799
