Plot 1 FLIR A320(30 Hz)EIP - 48200894

				Bx1.Max.
Emissivity				0.97
Distance				0.4
Reflected temperature				24
Location X				14
Location Y				4
Size X				305
Size Y				228
Surface (pixels)				69540

Date	Time	Milliseconds	Relative time	Bx1.Max.
20/07/2016	19:35:39	722	0	26,2647724238237
20/07/2016	19:35:39	901	0,179	26,3160463536032
20/07/2016	19:35:40	718	0,996	26,2305762722665
20/07/2016	19:35:41	035	1,313	26,2134741332102
20/07/2016	19:35:41	198	1,476	26,2476757020522
20/07/2016	19:35:41	516	1,794	26,3331322558631
20/07/2016	19:35:41	733	2,011	26,2134741332102
20/07/2016	19:35:41	997	2,275	26,2818664388366
20/07/2016	19:35:42	063	2,341	26,2989577483451
20/07/2016	19:35:42	275	2,553	26,2818664388366
20/07/2016	19:35:42	416	2,694	26,2305762722665
20/07/2016	19:35:42	737	3,015	26,2476757020522
20/07/2016	19:35:43	002	3,28	26,2476757020522
20/07/2016	19:35:43	062	3,34	26,2134741332102
20/07/2016	19:35:43	280	3,558	26,1792617222558
20/07/2016	19:35:43	607	3,885	26,1792617222558
20/07/2016	19:35:43	975	4,253	26,1792617222558
20/07/2016	19:35:44	074	4,352	26,0936831945112
20/07/2016	19:35:44	452	4,73	26,3331322558631
20/07/2016	19:35:44	606	4,884	26,1621514478404
20/07/2016	19:35:44	807	5,085	26,07655933595
20/07/2016	19:35:45	104	5,382	26,1279227548328
20/07/2016	19:35:45	631	5,909	26,1621514478404
20/07/2016	19:35:45	939	6,217	26,0936831945112
20/07/2016	19:35:46	152	6,43	26,0251714314846
20/07/2016	19:35:46	294	6,572	25,9737590072384
20/07/2016	19:35:46	650	6,928	25,9394704187178
20/07/2016	19:35:46	803	7,081	25,8880170519669
20/07/2016	19:35:47	147	7,425	25,8537011366213
20/07/2016	19:35:47	478	7,756	25,8880170519669
20/07/2016	19:35:47	653	7,931	25,870860462229
20/07/2016	19:35:47	765	8,043	25,870860462229
20/07/2016	19:35:47	977	8,255	25,9566160777276
20/07/2016	19:35:48	125	8,403	25,9566160777276
20/07/2016	19:35:48	535	8,813	25,9737590072384
20/07/2016	19:35:48	599	8,877	26,008036682847
20/07/2016	19:35:48	807	9,085	26,008036682847
20/07/2016	19:35:49	159	9,437	25,9737590072384
20/07/2016	19:35:49	498	9,776	26,008036682847
20/07/2016	19:35:49	625	9,903	25,9908992085214
20/07/2016	19:35:49	931	10,209	26,008036682847
20/07/2016	19:35:50	063	10,341	26,0423034557028
20/07/2016	19:35:50	392	10,67	26,1108043337176
20/07/2016	19:35:50	659	10,937	26,008036682847
20/07/2016	19:35:50	766	11,044	26,0594327567691
20/07/2016	19:35:50	956	11,234	26,07655933595
20/07/2016	19:35:51	284	11,562	26,2989577483451
20/07/2016	19:35:51	584	11,862	26,1792617222558
20/07/2016	19:35:51	785	12,063	26,0423034557028
20/07/2016	19:35:51	933	12,211	26,1621514478404
20/07/2016	19:35:52	344	12,622	26,2134741332102
20/07/2016	19:35:52	618	12,896	26,0423034557028
20/07/2016	19:35:52	790	13,068	25,9908992085214
20/07/2016	19:35:53	031	13,309	26,0423034557028
20/07/2016	19:35:53	386	13,664	26,1450384591198
20/07/2016	19:35:53	543	13,821	26,0594327567691
20/07/2016	19:35:53	712	13,99	26,2134741332102
20/07/2016	19:35:53	943	14,221	26,1621514478404
20/07/2016	19:35:54	085	14,363	26,196369283626
20/07/2016	19:35:54	256	14,534	26,2305762722665
20/07/2016	19:35:54	618	14,896	26,2989577483451
20/07/2016	19:35:54	748	15,026	26,2989577483451
20/07/2016	19:35:54	937	15,215	26,3672959563954
20/07/2016	19:35:55	320	15,598	26,2989577483451
20/07/2016	19:35:55	688	15,966	26,1279227548328
20/07/2016	19:35:55	988	16,266	26,0423034557028
20/07/2016	19:35:56	123	16,401	26,0251714314846
20/07/2016	19:35:56	260	16,538	26,07655933595
20/07/2016	19:35:56	617	16,895	26,07655933595
20/07/2016	19:35:56	928	17,206	26,0594327567691
20/07/2016	19:35:57	250	17,528	26,07655933595
20/07/2016	19:35:57	485	17,763	25,9566160777276
20/07/2016	19:35:57	691	17,969	25,9908992085214
20/07/2016	19:35:58	002	18,28	26,0594327567691
20/07/2016	19:35:58	138	18,416	26,07655933595
20/07/2016	19:35:58	484	18,762	26,07655933595
20/07/2016	19:35:58	755	19,033	26,0423034557028
20/07/2016	19:35:58	903	19,181	25,9394704187178
20/07/2016	19:35:59	195	19,473	25,9737590072384
20/07/2016	19:35:59	402	19,68	25,9737590072384
20/07/2016	19:35:59	814	20,092	25,9566160777276
20/07/2016	19:36:00	001	20,279	25,9394704187178
20/07/2016	19:36:00	408	20,686	25,9051709071111
20/07/2016	19:36:00	729	21,007	26,008036682847
20/07/2016	19:36:00	881	21,159	25,9051709071111
20/07/2016	19:36:01	036	21,314	25,9051709071111
20/07/2016	19:36:01	391	21,669	25,9566160777276
20/07/2016	19:36:01	749	22,027	26,0251714314846
20/07/2016	19:36:01	983	22,261	26,1108043337176
20/07/2016	19:36:02	156	22,434	25,9394704187178
20/07/2016	19:36:02	389	22,667	26,0251714314846
20/07/2016	19:36:02	799	23,077	25,9908992085214
20/07/2016	19:36:03	309	23,587	25,9566160777276
20/07/2016	19:36:03	433	23,711	25,870860462229
20/07/2016	19:36:03	663	23,941	25,9394704187178
20/07/2016	19:36:03	783	24,061	25,9737590072384
20/07/2016	19:36:04	138	24,416	25,9394704187178
20/07/2016	19:36:04	517	24,795	25,9223220289367
20/07/2016	19:36:04	832	25,11	26,0251714314846
20/07/2016	19:36:05	005	25,283	25,8880170519669
20/07/2016	19:36:05	292	25,57	25,9908992085214
20/07/2016	19:36:05	476	25,754	26,07655933595
20/07/2016	19:36:05	908	26,186	26,0251714314846
20/07/2016	19:36:06	022	26,3	25,9566160777276
20/07/2016	19:36:06	136	26,414	25,9737590072384
20/07/2016	19:36:06	529	26,807	25,9737590072384
20/07/2016	19:36:06	735	27,013	26,0251714314846
20/07/2016	19:36:06	932	27,21	26,008036682847
20/07/2016	19:36:07	090	27,368	26,0423034557028
20/07/2016	19:36:07	271	27,549	26,07655933595
20/07/2016	19:36:07	589	27,867	26,1792617222558
20/07/2016	19:36:07	851	28,129	26,0594327567691
20/07/2016	19:36:08	089	28,367	26,0594327567691
20/07/2016	19:36:08	257	28,535	26,0594327567691
20/07/2016	19:36:08	430	28,708	26,07655933595
20/07/2016	19:36:08	734	29,012	26,0594327567691
20/07/2016	19:36:08	801	29,079	26,2476757020522
20/07/2016	19:36:09	203	29,481	26,2305762722665
20/07/2016	19:36:09	399	29,677	26,2647724238237
20/07/2016	19:36:09	525	29,803	26,07655933595
20/07/2016	19:36:09	825	30,103	26,2305762722665
20/07/2016	19:36:09	915	30,193	26,2476757020522
20/07/2016	19:36:10	164	30,442	26,196369283626
20/07/2016	19:36:10	757	31,035	26,196369283626
20/07/2016	19:36:10	980	31,258	26,196369283626
20/07/2016	19:36:11	396	31,674	26,196369283626
20/07/2016	19:36:11	706	31,984	26,1108043337176
20/07/2016	19:36:11	911	32,189	26,1450384591198
20/07/2016	19:36:12	234	32,512	26,2134741332102
20/07/2016	19:36:12	551	32,829	26,2134741332102
20/07/2016	19:36:12	938	33,216	26,1450384591198
20/07/2016	19:36:13	253	33,531	26,1279227548328
20/07/2016	19:36:13	585	33,863	26,1108043337176
20/07/2016	19:36:13	829	34,107	26,1450384591198
20/07/2016	19:36:13	903	34,181	26,2134741332102
20/07/2016	19:36:14	113	34,391	26,2305762722665
20/07/2016	19:36:14	463	34,741	26,2647724238237
20/07/2016	19:36:14	727	35,005	26,2305762722665
20/07/2016	19:36:14	952	35,23	26,2134741332102
20/07/2016	19:36:15	096	35,374	26,2305762722665
20/07/2016	19:36:15	222	35,5	26,3160463536032
20/07/2016	19:36:15	579	35,857	26,503842888506
20/07/2016	19:36:15	742	36,02	26,5379527038602
20/07/2016	19:36:15	941	36,219	26,5550035807219
20/07/2016	19:36:16	122	36,4	26,5208991402018
20/07/2016	19:36:16	264	36,542	26,4697223160339
20/07/2016	19:36:16	623	36,901	26,5208991402018
20/07/2016	19:36:16	850	37,128	26,4867839475308
20/07/2016	19:36:16	982	37,26	26,4867839475308
20/07/2016	19:36:17	129	37,407	26,4526579927718
20/07/2016	19:36:17	545	37,823	26,5890972790133
20/07/2016	19:36:17	687	37,965	26,5208991402018
20/07/2016	19:36:17	864	38,142	26,4526579927718
20/07/2016	19:36:18	185	38,463	26,418521265973
20/07/2016	19:36:18	416	38,694	26,5208991402018
20/07/2016	19:36:18	693	38,971	26,5890972790133
20/07/2016	19:36:18	948	39,226	26,4697223160339
20/07/2016	19:36:19	085	39,363	26,503842888506
20/07/2016	19:36:19	216	39,494	26,5720517720266
20/07/2016	19:36:19	313	39,591	26,5208991402018
20/07/2016	19:36:19	572	39,85	26,418521265973
20/07/2016	19:36:19	698	39,976	26,418521265973
20/07/2016	19:36:19	867	40,145	26,350215456377
20/07/2016	19:36:20	203	40,481	26,4526579927718
20/07/2016	19:36:20	281	40,559	26,4867839475308
20/07/2016	19:36:20	542	40,82	26,5208991402018
20/07/2016	19:36:20	858	41,136	26,418521265973
20/07/2016	19:36:20	948	41,226	26,4355909765
20/07/2016	19:36:21	303	41,581	26,3843737571684
20/07/2016	19:36:21	436	41,714	26,418521265973
20/07/2016	19:36:21	852	42,13	26,3331322558631
20/07/2016	19:36:22	048	42,326	26,4697223160339
20/07/2016	19:36:22	278	42,556	26,350215456377
20/07/2016	19:36:22	714	42,992	26,2989577483451
20/07/2016	19:36:23	011	43,289	26,196369283626
20/07/2016	19:36:23	360	43,638	26,07655933595
20/07/2016	19:36:23	487	43,765	26,1450384591198
20/07/2016	19:36:23	630	43,908	26,1450384591198
20/07/2016	19:36:24	090	44,368	26,0936831945112
20/07/2016	19:36:24	257	44,535	26,0423034557028
20/07/2016	19:36:24	427	44,705	26,0936831945112
20/07/2016	19:36:24	756	45,034	26,1279227548328
20/07/2016	19:36:24	908	45,186	26,1792617222558
20/07/2016	19:36:25	016	45,294	26,1108043337176
20/07/2016	19:36:25	418	45,696	26,1279227548328
20/07/2016	19:36:25	578	45,856	26,1621514478404
20/07/2016	19:36:25	925	46,203	26,1279227548328
20/07/2016	19:36:26	063	46,341	26,1621514478404
20/07/2016	19:36:26	429	46,707	26,1108043337176
20/07/2016	19:36:26	504	46,782	26,1450384591198
20/07/2016	19:36:26	768	47,046	26,1279227548328
20/07/2016	19:36:26	816	47,094	26,1621514478404
20/07/2016	19:36:27	052	47,33	26,1792617222558
20/07/2016	19:36:27	172	47,45	26,1621514478404
20/07/2016	19:36:27	518	47,796	26,2134741332102
20/07/2016	19:36:27	821	48,099	26,1450384591198
20/07/2016	19:36:28	011	48,289	26,1450384591198
20/07/2016	19:36:28	217	48,495	26,2134741332102
20/07/2016	19:36:28	537	48,815	26,1792617222558
20/07/2016	19:36:28	967	49,245	26,2647724238237
20/07/2016	19:36:29	278	49,556	26,3672959563954
20/07/2016	19:36:29	454	49,732	26,2134741332102
20/07/2016	19:36:29	816	50,094	26,3331322558631
20/07/2016	19:36:29	981	50,259	26,1792617222558
20/07/2016	19:36:30	357	50,635	26,2818664388366
20/07/2016	19:36:30	886	51,164	26,2818664388366
20/07/2016	19:36:31	096	51,374	26,196369283626
20/07/2016	19:36:31	217	51,495	26,3672959563954
20/07/2016	19:36:31	569	51,847	26,2989577483451
20/07/2016	19:36:31	695	51,973	26,2134741332102
20/07/2016	19:36:32	077	52,355	26,2476757020522
20/07/2016	19:36:32	433	52,711	26,2476757020522
20/07/2016	19:36:32	499	52,777	26,2989577483451
20/07/2016	19:36:32	731	53,009	26,418521265973
20/07/2016	19:36:33	119	53,397	26,418521265973
20/07/2016	19:36:33	272	53,55	26,3843737571684
20/07/2016	19:36:33	560	53,838	26,2647724238237
20/07/2016	19:36:33	903	54,181	26,2989577483451
20/07/2016	19:36:34	135	54,413	26,2305762722665
20/07/2016	19:36:34	338	54,616	26,2818664388366
20/07/2016	19:36:34	693	54,971	26,2305762722665
20/07/2016	19:36:35	029	55,307	26,2476757020522
20/07/2016	19:36:35	098	55,376	26,2305762722665
