Plot 1 FLIR A320(30 Hz)EIP - 48200894

				Bx1.Max.
25/07/2016	17:32:32	233	9,589	25,9349645473802
25/07/2016	17:32:32	480	9,836	25,9349645473802
25/07/2016	17:32:32	754	10,11	25,9003889604152
25/07/2016	17:32:33	160	10,516	25,964592178675
25/07/2016	17:32:33	389	10,745	25,9695293471501
25/07/2016	17:32:33	767	11,123	25,8707441497421
25/07/2016	17:32:33	878	11,234	25,895448709681
25/07/2016	17:32:34	205	11,561	26,0090187794028
25/07/2016	17:32:34	444	11,8	25,8608607822989
25/07/2016	17:32:34	916	12,272	25,8806266350875
25/07/2016	17:32:35	065	12,421	25,8658025762973
25/07/2016	17:32:35	428	12,784	25,8064864834552
25/07/2016	17:32:35	774	13,13	25,8509765325251
25/07/2016	17:32:35	943	13,299	25,8658025762973
25/07/2016	17:32:36	146	13,502	26,0040833696682
25/07/2016	17:32:36	481	13,837	25,9794030242975
25/07/2016	17:32:36	881	14,237	25,9250869094167
25/07/2016	17:32:37	080	14,436	25,9843395330278
25/07/2016	17:32:37	142	14,498	25,9942118909462
25/07/2016	17:32:37	529	14,885	26,083023576123
25/07/2016	17:32:37	748	15,104	26,0386266248631
25/07/2016	17:32:37	820	15,176	26,0287582215069
25/07/2016	17:32:38	455	15,811	25,9547171817773
25/07/2016	17:32:38	654	16,01	25,9003889604152
25/07/2016	17:32:38	930	16,286	25,8262620463655
25/07/2016	17:32:39	135	16,491	25,8361485029849
25/07/2016	17:32:39	493	16,849	25,9250869094167
25/07/2016	17:32:39	692	17,048	25,8707441497421
25/07/2016	17:32:39	840	17,196	25,9053289907994
25/07/2016	17:32:40	092	17,448	25,8707441497421
25/07/2016	17:32:40	530	17,886	25,8114307054647
25/07/2016	17:32:40	665	18,021	25,8855675470462
25/07/2016	17:32:40	834	18,19	25,8312053850539
25/07/2016	17:32:40	962	18,318	25,8756855026625
25/07/2016	17:32:41	115	18,471	25,8658025762973
25/07/2016	17:32:41	568	18,924	25,9152083906339
25/07/2016	17:32:41	807	19,163	25,8509765325251
25/07/2016	17:32:42	059	19,415	25,8262620463655
25/07/2016	17:32:42	248	19,604	25,7669247524157
25/07/2016	17:32:42	623	19,979	25,8460340766914
25/07/2016	17:32:42	919	20,275	25,9250869094167
25/07/2016	17:32:43	174	20,53	25,8806266350875
25/07/2016	17:32:43	300	20,656	25,9399030361272
25/07/2016	17:32:43	474	20,83	25,8410914001877
25/07/2016	17:32:43	844	21,2	25,9695293471501
25/07/2016	17:32:44	210	21,566	25,8213184868906
25/07/2016	17:32:44	351	21,707	25,8608607822989
25/07/2016	17:32:44	719	22,075	25,8163747066
25/07/2016	17:32:45	132	22,488	25,8707441497421
25/07/2016	17:32:45	281	22,637	25,7322966285894
25/07/2016	17:32:45	464	22,82	25,6976576590345
25/07/2016	17:32:45	846	23,202	25,7273488686255
25/07/2016	17:32:45	975	23,331	25,8312053850539
25/07/2016	17:32:46	057	23,413	25,757032108873
25/07/2016	17:32:46	319	23,675	25,7768165114117
25/07/2016	17:32:46	687	24,043	25,8064864834552
25/07/2016	17:32:46	994	24,35	25,8064864834552
25/07/2016	17:32:47	129	24,485	25,8658025762973
25/07/2016	17:32:47	291	24,647	25,8213184868906
25/07/2016	17:32:47	645	25,001	25,7273488686255
25/07/2016	17:32:47	962	25,318	25,8707441497421
25/07/2016	17:32:48	091	25,447	25,895448709681
25/07/2016	17:32:48	355	25,711	25,8015420405428
25/07/2016	17:32:48	500	25,856	25,8015420405428
25/07/2016	17:32:48	873	26,229	25,8905082385677
25/07/2016	17:32:49	060	26,416	25,8509765325251
25/07/2016	17:32:49	192	26,548	25,9053289907994
25/07/2016	17:32:49	472	26,828	25,8855675470462
25/07/2016	17:32:49	761	27,117	25,9300258384864
25/07/2016	17:32:50	125	27,481	25,9744662956813
25/07/2016	17:32:50	336	27,692	25,8806266350875
25/07/2016	17:32:50	646	28,002	25,9448413047563
25/07/2016	17:32:50	890	28,246	25,9744662956813
25/07/2016	17:32:51	032	28,388	25,9744662956813
25/07/2016	17:32:51	397	28,753	25,9991477401923
25/07/2016	17:32:51	708	29,064	25,9152083906339
25/07/2016	17:32:51	868	29,224	26,0090187794028
25/07/2016	17:32:51	996	29,352	26,0336925329689
25/07/2016	17:32:52	142	29,498	25,9547171817773
25/07/2016	17:32:52	313	29,669	25,9744662956813
25/07/2016	17:32:52	632	29,988	26,0583607973393
25/07/2016	17:32:52	851	30,207	26,0188889397639
25/07/2016	17:32:52	966	30,322	25,9843395330278
25/07/2016	17:32:53	119	30,475	26,0090187794028
25/07/2016	17:32:53	258	30,614	25,9942118909462
25/07/2016	17:32:53	394	30,75	25,8756855026625
25/07/2016	17:32:53	802	31,158	25,9152083906339
25/07/2016	17:32:53	878	31,234	25,964592178675
25/07/2016	17:32:54	244	31,6	26,0090187794028
25/07/2016	17:32:54	402	31,758	26,0188889397639
25/07/2016	17:32:54	726	32,082	25,9102688008626
25/07/2016	17:32:55	073	32,429	26,0188889397639
25/07/2016	17:32:55	498	32,854	25,9843395330278
25/07/2016	17:32:55	852	33,208	25,9201477601422
25/07/2016	17:32:56	186	33,542	25,9744662956813
25/07/2016	17:32:56	319	33,675	25,8756855026625
25/07/2016	17:32:56	567	33,923	25,895448709681
25/07/2016	17:32:56	765	34,121	25,8756855026625
25/07/2016	17:32:57	000	34,356	25,8213184868906
25/07/2016	17:32:57	115	34,471	25,8905082385677
25/07/2016	17:32:57	495	34,851	25,8855675470462
25/07/2016	17:32:57	679	35,035	25,8855675470462
25/07/2016	17:32:57	990	35,346	25,8213184868906
25/07/2016	17:32:58	128	35,484	25,9448413047563
25/07/2016	17:32:58	321	35,677	25,8361485029849
25/07/2016	17:32:58	927	36,283	25,8806266350875
25/07/2016	17:32:59	360	36,716	25,8608607822989
25/07/2016	17:32:59	630	36,986	25,8015420405428
25/07/2016	17:33:00	226	37,582	25,7965973766979
25/07/2016	17:33:00	394	37,75	25,895448709681
25/07/2016	17:33:00	595	37,951	25,9744662956813
25/07/2016	17:33:00	713	38,069	25,8015420405428
25/07/2016	17:33:01	091	38,447	25,7965973766979
25/07/2016	17:33:01	315	38,671	25,8905082385677
25/07/2016	17:33:01	432	38,788	25,8064864834552
25/07/2016	17:33:01	657	39,013	25,8608607822989
25/07/2016	17:33:02	030	39,386	25,895448709681
25/07/2016	17:33:02	206	39,562	25,9250869094167
25/07/2016	17:33:02	395	39,751	25,9399030361272
25/07/2016	17:33:02	509	39,865	25,9152083906339
25/07/2016	17:33:02	837	40,193	25,9596547902271
25/07/2016	17:33:03	124	40,48	25,8509765325251
25/07/2016	17:33:03	354	40,71	25,9399030361272
25/07/2016	17:33:03	556	40,912	25,9547171817773
25/07/2016	17:33:03	877	41,233	26,0139539694251
25/07/2016	17:33:03	949	41,305	25,9053289907994
25/07/2016	17:33:04	435	41,791	25,9152083906339
25/07/2016	17:33:04	849	42,205	25,9547171817773
25/07/2016	17:33:05	134	42,49	25,9695293471501
25/07/2016	17:33:05	479	42,835	25,9349645473802
25/07/2016	17:33:05	616	42,972	26,0090187794028
25/07/2016	17:33:05	824	43,18	26,0188889397639
25/07/2016	17:33:05	963	43,319	25,9349645473802
25/07/2016	17:33:06	222	43,578	25,9250869094167
25/07/2016	17:33:06	352	43,708	25,9102688008626
25/07/2016	17:33:06	522	43,878	25,9102688008626
25/07/2016	17:33:06	940	44,296	25,9547171817773
25/07/2016	17:33:07	008	44,364	26,0040833696682
25/07/2016	17:33:07	241	44,597	25,9201477601422
25/07/2016	17:33:07	540	44,896	25,8707441497421
25/07/2016	17:33:07	789	45,145	26,0090187794028
25/07/2016	17:33:08	096	45,452	26,0632937918275
25/07/2016	17:33:08	269	45,625	25,9399030361272
25/07/2016	17:33:08	585	45,941	25,9892758219011
25/07/2016	17:33:08	760	46,116	26,0484941500636
25/07/2016	17:33:08	935	46,291	25,9991477401923
25/07/2016	17:33:09	355	46,711	25,9991477401923
25/07/2016	17:33:09	624	46,98	25,9942118909462
25/07/2016	17:33:09	788	47,144	25,9744662956813
25/07/2016	17:33:10	119	47,475	26,0731591226491
25/07/2016	17:33:10	461	47,817	25,9152083906339
25/07/2016	17:33:10	738	48,094	25,8855675470462
25/07/2016	17:33:10	948	48,304	25,9053289907994
25/07/2016	17:33:11	131	48,487	25,9102688008626
25/07/2016	17:33:11	334	48,69	25,9892758219011
25/07/2016	17:33:11	694	49,05	25,9201477601422
25/07/2016	17:33:11	934	49,29	25,8361485029849
25/07/2016	17:33:12	125	49,481	25,8312053850539
25/07/2016	17:33:12	224	49,58	25,9053289907994
25/07/2016	17:33:12	414	49,77	25,8312053850539
25/07/2016	17:33:12	764	50,12	25,8559187677179
25/07/2016	17:33:13	044	50,4	25,895448709681
25/07/2016	17:33:13	158	50,514	25,8905082385677
25/07/2016	17:33:13	396	50,752	25,8855675470462
25/07/2016	17:33:13	700	51,056	26,0682265669212
25/07/2016	17:33:14	069	51,425	25,9892758219011
25/07/2016	17:33:14	142	51,498	26,0040833696682
25/07/2016	17:33:14	353	51,709	25,9794030242975
25/07/2016	17:33:14	835	52,191	26,0435604972184
25/07/2016	17:33:15	078	52,434	26,0040833696682
25/07/2016	17:33:15	462	52,818	26,0139539694251
25/07/2016	17:33:15	618	52,974	26,0682265669212
25/07/2016	17:33:16	085	53,441	26,0879554739267
25/07/2016	17:33:16	280	53,636	25,9053289907994
25/07/2016	17:33:16	752	54,108	25,9250869094167
25/07/2016	17:33:17	010	54,366	25,8608607822989
25/07/2016	17:33:17	141	54,497	25,9152083906339
25/07/2016	17:33:17	218	54,574	25,9102688008626
25/07/2016	17:33:17	452	54,808	25,9744662956813
25/07/2016	17:33:17	803	55,159	25,9152083906339
25/07/2016	17:33:18	238	55,594	25,8707441497421
25/07/2016	17:33:18	496	55,852	25,9003889604152
25/07/2016	17:33:18	700	56,056	26,0040833696682
25/07/2016	17:33:18	919	56,275	25,9102688008626
25/07/2016	17:33:19	126	56,482	26,0534275834275
25/07/2016	17:33:19	466	56,822	25,9794030242975
25/07/2016	17:33:19	597	56,953	25,9942118909462
25/07/2016	17:33:19	746	57,102	25,9942118909462
25/07/2016	17:33:19	888	57,244	25,964592178675
25/07/2016	17:33:20	405	57,761	26,0090187794028
25/07/2016	17:33:20	639	57,995	25,964592178675
25/07/2016	17:33:20	961	58,317	25,9250869094167
25/07/2016	17:33:21	335	58,691	25,9843395330278
25/07/2016	17:33:21	660	59,016	25,964592178675
25/07/2016	17:33:21	883	59,239	26,0534275834275
25/07/2016	17:33:22	644	60	26,0386266248631
25/07/2016	17:33:22	788	60,144	26,0386266248631
25/07/2016	17:33:22	903	60,259	26,0731591226491
25/07/2016	17:33:23	260	60,616	26,0682265669212
25/07/2016	17:33:23	398	60,754	26,0238236904482
25/07/2016	17:33:23	553	60,909	26,0336925329689
25/07/2016	17:33:23	744	61,1	25,9892758219011
25/07/2016	17:33:24	145	61,501	25,9991477401923
25/07/2016	17:33:24	367	61,723	26,0583607973393
25/07/2016	17:33:24	498	61,854	25,9497793532967
25/07/2016	17:33:24	688	62,044	25,9695293471501
25/07/2016	17:33:24	976	62,332	25,964592178675
25/07/2016	17:33:25	214	62,57	25,9152083906339
25/07/2016	17:33:25	590	62,946	25,9300258384864
25/07/2016	17:33:25	752	63,108	25,9596547902271
25/07/2016	17:33:26	025	63,381	26,0583607973393
25/07/2016	17:33:26	229	63,585	26,0188889397639
25/07/2016	17:33:26	629	63,985	26,0090187794028
25/07/2016	17:33:26	870	64,226	26,0287582215069
25/07/2016	17:33:26	949	64,305	26,0090187794028
25/07/2016	17:33:27	174	64,53	25,9349645473802
25/07/2016	17:33:27	528	64,884	25,9695293471501
25/07/2016	17:33:27	773	65,129	25,9596547902271
25/07/2016	17:33:27	902	65,258	26,0534275834275
25/07/2016	17:33:28	013	65,369	26,0238236904482
25/07/2016	17:33:28	229	65,585	25,964592178675
25/07/2016	17:33:28	447	65,803	26,0040833696682
25/07/2016	17:33:28	647	66,003	25,964592178675
25/07/2016	17:33:28	777	66,133	25,9596547902271
25/07/2016	17:33:29	344	66,7	25,9201477601422
25/07/2016	17:33:29	687	67,043	25,9399030361272
25/07/2016	17:33:29	801	67,157	25,9003889604152
25/07/2016	17:33:29	989	67,345	26,0238236904482
25/07/2016	17:33:30	345	67,701	25,9596547902271
25/07/2016	17:33:30	484	67,84	25,9448413047563
25/07/2016	17:33:30	746	68,102	25,8707441497421
25/07/2016	17:33:31	080	68,436	25,9053289907994
25/07/2016	17:33:31	212	68,568	25,9744662956813
25/07/2016	17:33:31	536	68,892	25,8905082385677
25/07/2016	17:33:31	689	69,045	25,9201477601422
25/07/2016	17:33:32	364	69,72	25,8707441497421
25/07/2016	17:33:32	644	70	25,9547171817773
25/07/2016	17:33:32	903	70,259	25,9695293471501
25/07/2016	17:33:33	185	70,541	25,9794030242975
25/07/2016	17:33:33	280	70,636	26,0484941500636
25/07/2016	17:33:33	672	71,028	25,9547171817773
25/07/2016	17:33:33	916	71,272	26,0090187794028
25/07/2016	17:33:34	026	71,382	25,9596547902271
25/07/2016	17:33:34	182	71,538	25,9349645473802
25/07/2016	17:33:34	572	71,928	26,0879554739267
25/07/2016	17:33:34	720	72,076	26,0484941500636
25/07/2016	17:33:34	979	72,335	26,0780914590401
25/07/2016	17:33:35	445	72,801	25,9448413047563
25/07/2016	17:33:35	667	73,023	26,0780914590401
25/07/2016	17:33:35	799	73,155	26,0238236904482
25/07/2016	17:33:35	960	73,316	26,0583607973393
25/07/2016	17:33:36	092	73,448	26,1619076470612
25/07/2016	17:33:36	516	73,872	26,1126116747654
25/07/2016	17:33:36	787	74,143	26,1323326913487
25/07/2016	17:33:36	958	74,314	26,1619076470612
25/07/2016	17:33:37	345	74,701	26,0731591226491
25/07/2016	17:33:37	468	74,824	26,152050204072
25/07/2016	17:33:37	848	75,204	26,1816199074446
25/07/2016	17:33:37	974	75,33	26,152050204072
25/07/2016	17:33:38	265	75,621	26,1126116747654
25/07/2016	17:33:38	602	75,958	26,152050204072
25/07/2016	17:33:38	778	76,134	26,1076808729256
25/07/2016	17:33:39	152	76,508	26,0879554739267
25/07/2016	17:33:39	247	76,603	26,09288715248
25/07/2016	17:33:39	635	76,991	26,0534275834275
25/07/2016	17:33:39	805	77,161	26,0978186118116
25/07/2016	17:33:40	144	77,5	26,0188889397639
25/07/2016	17:33:40	397	77,753	26,1619076470612
25/07/2016	17:33:40	755	78,111	26,0534275834275
25/07/2016	17:33:40	937	78,293	26,1372623979445
25/07/2016	17:33:41	298	78,654	26,1964018062409
25/07/2016	17:33:41	546	78,902	26,1717642147755
25/07/2016	17:33:41	686	79,042	26,1372623979445
25/07/2016	17:33:42	059	79,415	26,2111817374774
25/07/2016	17:33:42	224	79,58	26,1717642147755
25/07/2016	17:33:42	432	79,788	26,2111817374774
25/07/2016	17:33:42	796	80,152	26,1274027657617
25/07/2016	17:33:43	212	80,568	26,1274027657617
25/07/2016	17:33:43	607	80,963	26,1126116747654
25/07/2016	17:33:44	007	81,363	26,1421918855778
25/07/2016	17:33:44	083	81,439	26,1471211542773
25/07/2016	17:33:44	227	81,583	26,1126116747654
25/07/2016	17:33:44	411	81,767	26,1274027657617
25/07/2016	17:33:44	556	81,912	26,0682265669212
25/07/2016	17:33:44	909	82,265	26,1274027657617
25/07/2016	17:33:45	258	82,614	26,0879554739267
25/07/2016	17:33:45	674	83,03	26,1569790349903
25/07/2016	17:33:46	028	83,384	26,1619076470612
25/07/2016	17:33:46	273	83,629	26,1274027657617
25/07/2016	17:33:46	454	83,81	25,9942118909462
25/07/2016	17:33:46	610	83,966	26,0287582215069
25/07/2016	17:33:46	797	84,153	26,1027498519506
25/07/2016	17:33:47	019	84,375	26,0583607973393
25/07/2016	17:33:47	375	84,731	26,0386266248631
25/07/2016	17:33:47	514	84,87	26,0287582215069
25/07/2016	17:33:47	866	85,222	26,0287582215069
25/07/2016	17:33:48	375	85,731	26,0238236904482
25/07/2016	17:33:48	429	85,785	25,8756855026625
25/07/2016	17:33:48	598	85,954	26,0780914590401
25/07/2016	17:33:49	044	86,4	25,9744662956813
25/07/2016	17:33:49	389	86,745	25,9250869094167
25/07/2016	17:33:49	593	86,949	25,9053289907994
25/07/2016	17:33:49	766	87,122	25,9102688008626
25/07/2016	17:33:50	002	87,358	25,8163747066
25/07/2016	17:33:50	215	87,571	26,0188889397639
25/07/2016	17:33:50	569	87,925	26,0287582215069
25/07/2016	17:33:50	912	88,268	25,9794030242975
25/07/2016	17:33:51	245	88,601	26,0090187794028
25/07/2016	17:33:51	620	88,976	26,0978186118116
25/07/2016	17:33:51	716	89,072	26,0238236904482
25/07/2016	17:33:51	942	89,298	26,1569790349903
25/07/2016	17:33:52	363	89,719	26,1569790349903
25/07/2016	17:33:52	656	90,012	26,0978186118116
25/07/2016	17:33:52	954	90,31	26,3047423274382
25/07/2016	17:33:53	345	90,701	26,2210339322619
25/07/2016	17:33:53	460	90,816	26,3096643874196
25/07/2016	17:33:53	634	90,99	26,2210339322619
25/07/2016	17:33:53	775	91,131	26,2702818023041
25/07/2016	17:33:54	145	91,501	26,2653579976184
25/07/2016	17:33:54	358	91,714	26,2308852531488
25/07/2016	17:33:54	583	91,939	26,2358105859524
25/07/2016	17:33:54	913	92,269	26,2111817374774
25/07/2016	17:33:55	068	92,424	26,2407357003674
25/07/2016	17:33:55	201	92,557	26,2161079441212
25/07/2016	17:33:55	404	92,76	26,1964018062409
25/07/2016	17:33:55	531	92,887	26,1224726211547
25/07/2016	17:33:55	877	93,233	26,2555097335683
25/07/2016	17:33:56	162	93,518	26,152050204072
25/07/2016	17:33:56	311	93,667	26,2358105859524
25/07/2016	17:33:56	715	94,071	26,1816199074446
25/07/2016	17:33:56	844	94,2	26,2111817374774
25/07/2016	17:33:57	284	94,64	26,2998200494689
25/07/2016	17:33:57	981	95,337	26,2111817374774
25/07/2016	17:33:58	289	95,645	26,1569790349903
25/07/2016	17:33:58	584	95,94	26,2111817374774
25/07/2016	17:33:58	707	96,063	26,2456605964227
25/07/2016	17:33:58	934	96,29	26,3096643874196
25/07/2016	17:33:59	742	97,098	26,2210339322619
25/07/2016	17:33:59	907	97,263	26,2505852741468
25/07/2016	17:34:00	209	97,565	26,2210339322619
25/07/2016	17:34:00	355	97,711	26,2555097335683
25/07/2016	17:34:01	069	98,425	26,2752053888016
25/07/2016	17:34:01	292	98,648	26,2456605964227
25/07/2016	17:34:01	428	98,784	26,201328668566
25/07/2016	17:34:01	564	98,92	26,2456605964227
25/07/2016	17:34:01	693	99,049	26,1569790349903
25/07/2016	17:34:02	160	99,516	26,1668360403133
25/07/2016	17:34:02	412	99,768	26,1421918855778
25/07/2016	17:34:02	713	100,069	26,1717642147755
25/07/2016	17:34:02	988	100,344	26,2259597019283
25/07/2016	17:34:03	395	100,751	26,1372623979445
25/07/2016	17:34:03	651	101,007	26,1224726211547
25/07/2016	17:34:04	158	101,514	26,0287582215069
25/07/2016	17:34:04	393	101,749	26,1175422574988
25/07/2016	17:34:04	564	101,92	26,083023576123
25/07/2016	17:34:04	712	102,068	26,1126116747654
25/07/2016	17:34:05	152	102,508	26,1323326913487
25/07/2016	17:34:05	549	102,905	26,1914747252982
25/07/2016	17:34:05	628	102,984	26,0682265669212
25/07/2016	17:34:05	807	103,163	26,0978186118116
25/07/2016	17:34:06	027	103,383	26,0978186118116
25/07/2016	17:34:06	183	103,539	26,09288715248
25/07/2016	17:34:06	394	103,75	26,0632937918275
25/07/2016	17:34:06	775	104,131	26,1274027657617
25/07/2016	17:34:06	943	104,299	26,2111817374774
25/07/2016	17:34:07	414	104,77	26,0435604972184
25/07/2016	17:34:07	509	104,865	26,1668360403133
25/07/2016	17:34:07	857	105,213	26,1964018062409
25/07/2016	17:34:08	014	105,37	26,1421918855778
25/07/2016	17:34:08	144	105,5	26,2062553123018
25/07/2016	17:34:08	491	105,847	26,1717642147755
25/07/2016	17:34:08	752	106,108	26,1619076470612
25/07/2016	17:34:08	886	106,242	26,1914747252982
25/07/2016	17:34:09	177	106,533	26,1126116747654
25/07/2016	17:34:09	365	106,721	26,1964018062409
25/07/2016	17:34:09	770	107,126	26,1421918855778
25/07/2016	17:34:09	844	107,2	26,0583607973393
25/07/2016	17:34:10	078	107,434	26,0780914590401
25/07/2016	17:34:10	583	107,939	26,083023576123
25/07/2016	17:34:10	665	108,021	26,1471211542773
25/07/2016	17:34:11	003	108,359	26,0682265669212
25/07/2016	17:34:11	139	108,495	26,0040833696682
25/07/2016	17:34:11	270	108,626	26,0188889397639
25/07/2016	17:34:11	642	108,998	26,1027498519506
25/07/2016	17:34:11	889	109,245	26,0040833696682
25/07/2016	17:34:12	047	109,403	26,0879554739267
25/07/2016	17:34:12	406	109,762	26,0386266248631
25/07/2016	17:34:12	604	109,96	26,0336925329689
25/07/2016	17:34:12	777	110,133	26,0731591226491
25/07/2016	17:34:13	055	110,411	26,0780914590401
25/07/2016	17:34:13	200	110,556	26,1175422574988
25/07/2016	17:34:13	375	110,731	26,2801287571397
25/07/2016	17:34:13	779	111,135	26,1816199074446
25/07/2016	17:34:13	911	111,267	26,1175422574988
25/07/2016	17:34:14	116	111,472	26,0386266248631
25/07/2016	17:34:14	445	111,801	26,1668360403133
25/07/2016	17:34:14	892	112,248	26,1569790349903
25/07/2016	17:34:15	039	112,395	26,0188889397639
25/07/2016	17:34:15	190	112,546	26,0879554739267
25/07/2016	17:34:15	414	112,77	26,0780914590401
25/07/2016	17:34:15	692	113,048	26,1126116747654
25/07/2016	17:34:15	821	113,177	26,0978186118116
25/07/2016	17:34:15	987	113,343	26,0287582215069
25/07/2016	17:34:16	153	113,509	26,1471211542773
25/07/2016	17:34:16	478	113,834	26,09288715248
25/07/2016	17:34:16	629	113,985	26,0238236904482
25/07/2016	17:34:17	125	114,481	26,083023576123
25/07/2016	17:34:17	313	114,669	26,1027498519506
25/07/2016	17:34:17	480	114,836	26,1076808729256
25/07/2016	17:34:17	932	115,288	26,2210339322619
25/07/2016	17:34:18	096	115,452	26,1421918855778
25/07/2016	17:34:18	545	115,901	26,2111817374774
25/07/2016	17:34:18	603	115,959	26,0583607973393
25/07/2016	17:34:18	862	116,218	26,1619076470612
25/07/2016	17:34:19	009	116,365	26,1076808729256
25/07/2016	17:34:19	214	116,57	26,186547425709
25/07/2016	17:34:19	361	116,717	26,0287582215069
25/07/2016	17:34:19	515	116,871	26,152050204072
25/07/2016	17:34:19	642	116,998	26,152050204072
25/07/2016	17:34:20	026	117,382	26,2259597019283
25/07/2016	17:34:20	699	118,055	26,1076808729256
25/07/2016	17:34:20	883	118,239	26,0731591226491
25/07/2016	17:34:21	303	118,659	26,1569790349903
25/07/2016	17:34:21	557	118,913	26,2111817374774
25/07/2016	17:34:21	812	119,168	26,201328668566
25/07/2016	17:34:21	958	119,314	26,186547425709
25/07/2016	17:34:22	316	119,672	26,2259597019283
25/07/2016	17:34:22	361	119,717	26,0386266248631
25/07/2016	17:34:22	780	120,136	26,09288715248
25/07/2016	17:34:23	002	120,358	26,09288715248
25/07/2016	17:34:23	346	120,702	26,09288715248
25/07/2016	17:34:23	395	120,751	26,1175422574988
25/07/2016	17:34:23	627	120,983	26,0336925329689
25/07/2016	17:34:23	748	121,104	26,0978186118116
25/07/2016	17:34:23	959	121,315	26,0287582215069
25/07/2016	17:34:24	326	121,682	26,1076808729256
25/07/2016	17:34:24	571	121,927	26,0682265669212
25/07/2016	17:34:24	713	122,069	26,1027498519506
25/07/2016	17:34:25	072	122,428	26,0731591226491
25/07/2016	17:34:25	434	122,79	26,1421918855778
25/07/2016	17:34:25	659	123,015	26,1274027657617
25/07/2016	17:34:25	795	123,151	26,1175422574988
25/07/2016	17:34:26	033	123,389	26,1914747252982
25/07/2016	17:34:26	380	123,736	26,0682265669212
25/07/2016	17:34:26	524	123,88	26,0632937918275
25/07/2016	17:34:26	770	124,126	26,1224726211547
25/07/2016	17:34:26	905	124,261	26,201328668566
25/07/2016	17:34:27	304	124,66	26,1224726211547
25/07/2016	17:34:27	393	124,749	26,0386266248631
25/07/2016	17:34:27	590	124,946	26,0682265669212
25/07/2016	17:34:27	919	125,275	26,1175422574988
25/07/2016	17:34:28	273	125,629	26,1569790349903
25/07/2016	17:34:28	557	125,913	26,186547425709
25/07/2016	17:34:28	826	126,182	26,1372623979445
25/07/2016	17:34:29	108	126,464	26,1076808729256
25/07/2016	17:34:29	526	126,882	26,0583607973393
25/07/2016	17:34:29	785	127,141	26,1668360403133
25/07/2016	17:34:30	134	127,49	26,0534275834275
25/07/2016	17:34:30	418	127,774	26,083023576123
25/07/2016	17:34:30	616	127,972	26,1569790349903
25/07/2016	17:34:30	966	128,322	26,1619076470612
25/07/2016	17:34:31	146	128,502	26,1175422574988
25/07/2016	17:34:31	264	128,62	26,1076808729256
25/07/2016	17:34:31	505	128,861	26,0682265669212
25/07/2016	17:34:31	676	129,032	26,2752053888016
25/07/2016	17:34:32	011	129,367	26,186547425709
25/07/2016	17:34:32	161	129,517	26,1569790349903
25/07/2016	17:34:32	292	129,648	26,2653579976184
25/07/2016	17:34:32	478	129,834	26,0978186118116
25/07/2016	17:34:32	853	130,209	26,1372623979445
25/07/2016	17:34:32	945	130,301	26,1914747252982
25/07/2016	17:34:33	141	130,497	26,1964018062409
25/07/2016	17:34:33	291	130,647	26,0534275834275
25/07/2016	17:34:33	482	130,838	26,1027498519506
25/07/2016	17:34:33	891	131,247	26,0435604972184
25/07/2016	17:34:34	039	131,395	26,1668360403133
25/07/2016	17:34:34	346	131,702	26,1027498519506
25/07/2016	17:34:34	483	131,839	26,1126116747654
