ID: 69
2016-07-20 20:12:02	0.00	0.00	0.00	-0.00
2016-07-20 20:12:02	0.00	0.00	0.00	0.00
2016-07-20 20:12:02	0.00	0.00	0.00	-0.00
2016-07-20 20:12:02	0.00	0.00	0.00	-0.00
2016-07-20 20:12:02	0.01	0.00	0.00	-0.00
2016-07-20 20:12:02	0.02	0.00	0.00	-0.00
2016-07-20 20:12:02	0.03	0.00	0.00	0.00
2016-07-20 20:12:02	0.05	0.00	0.00	-0.00
2016-07-20 20:12:02	0.08	0.00	0.00	0.00
2016-07-20 20:12:02	0.11	0.00	0.00	-0.00
2016-07-20 20:12:02	0.15	0.00	0.00	-0.00
2016-07-20 20:12:02	0.19	0.00	0.00	-0.00
2016-07-20 20:12:02	0.25	0.00	0.00	-0.00
2016-07-20 20:12:03	0.31	0.00	0.00	-0.01
2016-07-20 20:12:03	0.39	0.00	0.00	-0.01
2016-07-20 20:12:03	0.47	0.00	0.00	-0.01
2016-07-20 20:12:03	0.57	0.00	0.00	-0.01
2016-07-20 20:12:03	0.68	0.00	0.00	-0.01
2016-07-20 20:12:03	0.80	0.00	0.00	-0.01
2016-07-20 20:12:03	0.93	0.00	0.00	-0.01
2016-07-20 20:12:03	1.07	0.00	0.00	-0.01
2016-07-20 20:12:03	1.23	0.00	0.00	-0.01
2016-07-20 20:12:03	1.41	0.00	0.00	-0.00
2016-07-20 20:12:03	1.59	0.00	0.00	-0.01
2016-07-20 20:12:03	1.80	0.00	0.00	-0.01
2016-07-20 20:12:03	2.01	0.00	0.00	-0.01
2016-07-20 20:12:03	2.25	0.00	0.00	-0.01
2016-07-20 20:12:04	2.50	0.00	0.00	-0.01
2016-07-20 20:12:04	2.76	0.00	0.00	-0.01
2016-07-20 20:12:04	3.04	0.00	0.00	-0.01
2016-07-20 20:12:04	3.34	0.00	0.00	-0.01
2016-07-20 20:12:04	3.65	0.00	0.00	-0.01
2016-07-20 20:12:04	3.99	0.00	0.00	-0.01
2016-07-20 20:12:04	4.33	0.00	0.00	-0.01
2016-07-20 20:12:04	4.70	0.00	0.00	-0.01
2016-07-20 20:12:04	5.08	0.00	0.00	-0.01
2016-07-20 20:12:04	5.48	0.00	0.00	-0.01
2016-07-20 20:12:04	5.90	0.00	0.00	-0.01
2016-07-20 20:12:04	6.34	0.00	0.00	-0.02
2016-07-20 20:12:04	6.80	0.00	0.00	-0.02
2016-07-20 20:12:04	7.27	0.00	0.00	-0.01
2016-07-20 20:12:05	7.76	0.00	0.00	-0.02
2016-07-20 20:12:05	8.27	0.00	0.00	-0.02
2016-07-20 20:12:05	8.80	0.00	0.00	-0.02
2016-07-20 20:12:05	9.34	0.00	0.00	-0.02
2016-07-20 20:12:05	9.90	0.00	0.00	-0.02
2016-07-20 20:12:05	10.49	0.00	0.00	-0.02
2016-07-20 20:12:05	11.08	0.00	0.00	-0.02
2016-07-20 20:12:05	11.70	0.00	0.00	-0.02
2016-07-20 20:12:05	12.34	0.00	0.00	-0.02
2016-07-20 20:12:05	12.99	0.00	0.00	-0.02
