l_s	l_l	R	theta	
	 0.10819	 0.36840	 0.00323	 0.12912
	 0.11237	 0.37900	 0.00321	 0.12853
	 0.10862	 0.37215	 0.00254	 0.10551
	 0.10862	 0.39601	 0.00300	 0.12025
	 0.11137	 0.37900	 0.00321	 0.12851
	 0.13411	 0.42133	 0.00299	 0.12453
	 0.10862	 0.45656	 0.00300	 0.12022
	 0.10826	 0.30947	 0.00261	 0.10835
	 0.11237	 0.35777	 0.00299	 0.11985
	 0.10862	 0.36778	 0.00300	 0.12014
	 0.11481	 0.42858	 0.00309	 0.12386
	 0.12518	 0.41922	 0.00309	 0.12899
	 0.10862	 0.43531	 0.00300	 0.12020
	 0.10719	 0.43757	 0.00209	 7.15479
	 0.10966	 0.43528	 0.00299	 0.12006
	 0.10410	 0.41194	 0.00300	 0.12013
	 0.10602	 0.45258	 0.00300	 0.12018
	 0.10417	 0.43531	 0.00300	 3.81490
	 0.10862	 0.41591	 0.00300	 0.12018
	 0.10862	 0.43531	 0.00300	 0.12020
	 0.10396	 0.43531	 0.00300	 0.12014
	 0.10991	 0.41194	 0.00299	 0.12005
	 0.11343	 0.42420	 0.00315	 0.12619
	 0.10938	 0.37900	 0.00321	 0.12848
	 0.10251	 0.42935	 0.00309	 0.12369
	 0.10862	 0.43546	 0.00300	 0.12020
	 0.12178	 0.37900	 0.00299	 0.12465
	 0.10719	 0.43715	 0.00299	 0.11986
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.43212	 0.00314	 0.12569
	 0.10862	 0.39601	 0.00300	 0.12025
	 0.12581	 0.41194	 0.00299	 0.12475
	 0.10826	 0.30947	 0.00261	 0.10835
	 0.10991	 0.42193	 0.00299	 0.12006
	 0.11863	 0.43230	 0.00243	 5.83841
	 0.10128	 0.37516	 0.00290	 0.11644
	 0.10277	 0.40503	 0.00279	 0.11669
	 0.11343	 0.42420	 0.00315	 0.12619
	 0.10862	 0.37518	 0.00165	 11.42650
	 0.10862	 0.37915	 0.00300	 0.12015
	 0.10862	 0.42858	 0.00340	 0.13587
	 0.10891	 0.43531	 0.00300	 0.12021
	 0.10434	 0.42357	 0.00299	 0.11999
	 0.13311	 0.43306	 0.00300	 0.12473
	 0.10405	 0.42021	 0.00338	 0.13514
	 0.10831	 0.30121	 0.00690	 0.26962
	 0.10992	 0.37086	 0.00339	 0.13547
	 0.10861	 0.41323	 0.00254	 0.10565
	 0.10390	 0.43528	 0.00408	 0.16220
	 0.10961	 0.43528	 0.00299	 0.12006
	 0.10991	 0.43713	 0.00299	 0.12000
	 0.11090	 0.33436	 0.00291	 0.12130
	 0.10959	 0.43625	 0.00299	 0.12007
	 0.10428	 0.41099	 0.00238	 5.41883
	 0.10277	 0.41645	 0.00279	 0.11644
	 0.10862	 0.40448	 0.00300	 0.12040
	 0.10826	 0.29382	 0.00261	 0.10833
	 0.10862	 0.43156	 0.00300	 0.12020
	 0.10434	 0.43552	 0.00277	 0.11566
	 0.10862	 0.42336	 0.00300	 0.12019
	 0.10847	 0.36861	 0.00679	 0.26620
	 0.11252	 0.39930	 0.00191	 9.80396
	 0.10826	 0.30947	 0.00277	 0.11541
	 0.10862	 0.43531	 0.00300	 0.12020
	 0.10991	 0.42193	 0.00299	 0.12006
	 0.10862	 0.37215	 0.00204	 7.98284
	 0.11237	 0.43569	 0.00299	 0.11993
	 0.10719	 0.37411	 0.00299	 0.11980
	 0.10719	 0.43753	 0.00279	 0.11656
	 0.10991	 0.41711	 0.00299	 0.12005
	 0.10831	 0.36778	 0.00299	 0.11986
	 0.10399	 0.30947	 0.00262	 0.10877
	 0.10702	 0.43221	 0.00261	 0.10855
	 0.13872	 0.31256	 0.00319	 0.13305
	 0.10719	 0.43715	 0.00299	 0.11986
	 0.10308	 0.30947	 0.00261	 0.10849
	 0.11252	 0.37517	 0.00299	 0.11981
	 0.10118	 0.37899	 0.00291	 0.11651
	 0.10719	 0.43531	 0.00300	 0.12018
	 0.10891	 0.43531	 0.00300	 0.12021
	 0.10277	 0.40496	 0.00298	 0.11963
	 0.10719	 0.43722	 0.00280	 0.11673
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10719	 0.43531	 0.00266	 0.11063
	 0.10719	 0.40376	 0.00281	 0.11735
	 0.10118	 0.37930	 0.00289	 0.11578
	 0.10862	 0.36608	 0.00254	 0.10550
	 0.10029	 0.43682	 0.00277	 4.19277
	 0.10826	 0.30947	 0.00277	 0.11541
	 0.10277	 0.40496	 0.00283	 0.11378
	 0.10918	 0.43531	 0.00279	 0.11650
	 0.10719	 0.43531	 0.00266	 0.11063
	 0.10995	 0.43713	 0.00299	 0.12000
	 0.10541	 0.30947	 0.00261	 0.10843
	 0.10826	 0.30947	 0.00261	 0.10835
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10391	 0.32940	 0.00128	 17.66137
	 0.10870	 0.30565	 0.00254	 0.10544
	 0.11221	 0.41226	 0.00279	 0.11638
	 0.10302	 0.42595	 0.00254	 0.10580
	 0.10719	 0.37411	 0.00299	 0.11980
	 0.10826	 0.29382	 0.00261	 0.10833
	 0.10277	 0.41645	 0.00279	 0.11644
	 0.10194	 0.30947	 0.00262	 0.10882
	 0.10352	 0.37928	 0.00290	 0.11647
	 0.10087	 0.43310	 0.00280	 0.11230
	 0.10826	 0.30947	 0.00261	 0.10835
	 0.10702	 0.43221	 0.00261	 0.10855
	 0.10277	 0.40503	 0.00279	 0.11669
	 0.10862	 0.36861	 0.00120	 22.36802
	 0.10308	 0.30947	 0.00261	 0.10849
	 0.10826	 0.36774	 0.00277	 0.11549
	 0.10434	 0.43552	 0.00277	 0.11566
	 0.10719	 0.43715	 0.00299	 0.11986
	 0.10826	 0.29382	 0.00395	 0.15725
	 0.10719	 0.43722	 0.00280	 0.11673
	 0.10860	 0.41408	 0.00261	 0.10844
	 0.10827	 0.30863	 0.00164	 11.55162
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.12129	 0.36452	 0.00335	 0.13423
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10308	 0.30947	 0.00261	 0.10849
	 0.10719	 0.37411	 0.00299	 0.11980
	 0.10111	 0.37516	 0.00290	 0.11644
	 0.10874	 0.30556	 0.00261	 4.91317
	 0.10822	 0.30957	 0.00254	 0.10557
	 0.12649	 0.36861	 0.00249	 5.93182
	 0.10862	 0.36608	 0.00254	 0.10550
	 0.10862	 0.36863	 0.00254	 0.10550
	 0.10862	 0.36606	 0.00249	 0.10340
	 0.10863	 0.30947	 0.00261	 0.10834
	 0.10307	 0.36861	 0.00312	 0.12503
	 0.10862	 0.36861	 0.00309	 0.12365
	 0.10530	 0.36861	 0.00249	 0.10348
	 0.10826	 0.30947	 0.00219	 6.48332
	 0.10194	 0.30947	 0.00320	 0.12789
	 0.10552	 0.31060	 0.00261	 0.10842
	 0.10826	 0.29269	 0.00261	 0.10833
	 0.10862	 0.43877	 0.00249	 0.10351
	 0.10434	 0.34486	 0.00277	 0.11551
	 0.10826	 0.31905	 0.00254	 0.10550
	 0.10862	 0.37642	 0.00261	 0.10838
	 0.10309	 0.42595	 0.00254	 0.10579
	 0.10064	 0.43310	 0.00416	 0.16543
	 0.10115	 0.42595	 0.00254	 0.10584
	 0.10194	 0.30947	 0.00262	 0.10882
	 0.10308	 0.30947	 0.00261	 0.10849
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10378	 0.30797	 0.00644	 0.25120
	 0.10882	 0.41474	 0.00262	 0.10874
	 0.10829	 0.29382	 0.00261	 0.10829
	 0.10859	 0.36861	 0.00249	 0.10345
	 0.11800	 0.36861	 0.00393	 0.15654
	 0.10541	 0.38681	 0.00167	 11.06316
	 0.11221	 0.30693	 0.00279	 0.11626
	 0.10826	 0.41480	 0.00261	 0.10845
	 0.10434	 0.43552	 0.00277	 0.11566
	 0.15586	 0.30293	 0.00318	 0.13201
	 0.10026	 0.43221	 0.00181	 9.66445
	 0.10826	 0.30947	 0.00261	 0.10835
	 0.10860	 0.30129	 0.00163	 11.68454
	 0.12546	 0.40661	 0.00261	 5.47482
	 0.10826	 0.29382	 0.00261	 0.10833
	 0.10897	 0.30565	 0.00254	 5.10647
	 0.10862	 0.36608	 0.00254	 0.10550
	 0.10309	 0.42595	 0.00223	 5.93851
	 0.11410	 0.36861	 0.00249	 5.44163
	 0.10861	 0.41323	 0.00254	 0.10565
	 0.10829	 0.29382	 0.00261	 0.10829
	 0.10530	 0.36861	 0.00249	 0.10348
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10826	 0.29382	 0.00261	 0.10833
	 0.10861	 0.40959	 0.00254	 0.10565
	 0.10862	 0.36606	 0.00249	 0.10340
	 0.10862	 0.37215	 0.00254	 0.10551
	 0.10862	 0.36606	 0.00249	 0.10340
	 0.10859	 0.36861	 0.00249	 0.10345
	 0.10826	 0.31538	 0.00261	 0.10836
	 0.10552	 0.31060	 0.00261	 0.10842
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10096	 0.46140	 0.00207	 6.70793
	 0.10826	 0.30947	 0.00261	 0.10835
	 0.10859	 0.36861	 0.00249	 0.10345
	 0.10862	 0.43877	 0.00215	 6.77583
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.11299	 0.36861	 0.00249	 5.39960
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10828	 0.30947	 0.00261	 0.10845
	 0.10830	 0.31906	 0.00249	 0.10337
	 0.10857	 0.36860	 0.00254	 0.10554
	 0.10825	 0.37019	 0.00254	 0.10555
	 0.11536	 0.31748	 0.00254	 5.33779
	 0.10826	 0.30488	 0.00261	 0.10835
	 0.11881	 0.29269	 0.00261	 0.10809
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10822	 0.30957	 0.00254	 0.10557
	 0.10822	 0.31220	 0.00254	 0.10546
	 0.11411	 0.35901	 0.00254	 0.10549
	 0.10826	 0.29269	 0.00261	 0.10833
	 0.10862	 0.36608	 0.00254	 0.10550
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.36861	 0.00222	 6.32763
	 0.10309	 0.36897	 0.00265	 0.11013
	 0.10862	 0.44754	 0.00249	 0.10346
	 0.12166	 0.37225	 0.00249	 5.73458
	 0.10757	 0.44754	 0.00249	 0.10348
	 0.10859	 0.37033	 0.00249	 0.10345
	 0.10859	 0.36861	 0.00212	 6.97428
	 0.11243	 0.34803	 0.00249	 5.38069
	 0.10862	 0.31912	 0.00249	 0.10336
	 0.10862	 0.36608	 0.00274	 0.11430
	 0.10862	 0.44754	 0.00249	 0.10346
	 0.10826	 0.36678	 0.00249	 0.10341
	 0.10861	 0.29310	 0.00223	 6.28095
	 0.10862	 0.36861	 0.00252	 0.10457
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10859	 0.36861	 0.00249	 0.10345
	 0.10862	 0.36608	 0.00254	 0.10550
	 0.11057	 0.28886	 0.00223	 6.39967
	 0.10693	 0.36861	 0.00213	 6.80333
	 0.10316	 0.31930	 0.00249	 0.10339
	 0.10530	 0.36861	 0.00249	 0.10348
	 0.10862	 0.36863	 0.00254	 0.10550
	 0.13473	 0.36606	 0.00249	 6.29710
	 0.10826	 0.31905	 0.00440	 0.17466
	 0.10862	 0.36861	 0.00175	 10.68438
	 0.10862	 0.34807	 0.00249	 0.10339
	 0.10862	 0.36606	 0.00249	 0.10340
	 0.10992	 0.31906	 0.00249	 0.10333
	 0.10822	 0.31220	 0.00254	 0.10546
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.36861	 0.00174	 10.76596
	 0.10690	 0.36861	 0.00280	 0.11676
	 0.10862	 0.35197	 0.00249	 0.10339
	 0.10875	 0.36606	 0.00249	 5.23948
	 0.10517	 0.36861	 0.00249	 0.10348
	 0.10256	 0.36623	 0.00249	 0.10354
	 0.10862	 0.36844	 0.00249	 0.10341
	 0.10870	 0.30532	 0.00254	 0.10544
	 0.10862	 0.36894	 0.00249	 0.10341
	 0.10859	 0.36861	 0.00249	 0.10345
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.36861	 0.00318	 0.12736
	 0.10830	 0.31906	 0.00249	 0.10337
	 0.10826	 0.36678	 0.00521	 0.20492
	 0.10171	 0.36420	 0.00249	 0.10356
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.31822	 0.00249	 0.10336
	 0.10862	 0.36696	 0.00404	 0.16097
	 0.10862	 0.37997	 0.00249	 0.10341
	 0.10862	 0.31912	 0.00249	 0.10336
	 0.10271	 0.38935	 0.00249	 0.10355
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10298	 0.36606	 0.00249	 0.10353
	 0.12050	 0.29699	 0.00249	 5.70047
	 0.10860	 0.36242	 0.00322	 0.12877
	 0.10830	 0.29808	 0.00249	 0.10334
	 0.13859	 0.31518	 0.00163	 16.25267
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10321	 0.36861	 0.00250	 0.10380
	 0.10862	 0.34807	 0.00340	 0.13584
	 0.10862	 0.35507	 0.00249	 0.10339
	 0.10862	 0.34180	 0.00249	 0.10338
	 0.10862	 0.36861	 0.00288	 4.21575
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10860	 0.31912	 0.00249	 0.10336
	 0.10994	 0.34800	 0.00249	 0.10336
	 0.10152	 0.36861	 0.00249	 0.10357
	 0.10862	 0.34226	 0.00249	 0.10338
	 0.10860	 0.36861	 0.00270	 0.11217
	 0.10862	 0.34192	 0.00231	 5.88830
	 0.10862	 0.35197	 0.00249	 0.10339
	 0.10862	 0.36606	 0.00249	 0.10340
	 0.10862	 0.37233	 0.00249	 0.10341
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10992	 0.31906	 0.00201	 8.56254
	 0.10830	 0.31906	 0.00249	 0.10337
	 0.10316	 0.32091	 0.00249	 0.10339
	 0.10862	 0.36699	 0.00249	 0.10340
	 0.10862	 0.36768	 0.00249	 0.10341
	 0.10752	 0.36861	 0.00249	 0.10333
	 0.10992	 0.31906	 0.00249	 0.10333
	 0.10830	 0.31906	 0.00255	 0.10566
	 0.10862	 0.36861	 0.00249	 0.10341
	 0.10862	 0.34180	 0.00248	 0.10269
	 0.11559	 0.38623	 0.00249	 5.49715
	 0.10860	 0.36875	 0.00249	 0.10331
	 0.10091	 0.31912	 0.00185	 9.34107
	 0.10826	 0.29382	 0.00253	 0.10474
	 0.10862	 0.36949	 0.00249	 0.10331
	 0.10860	 0.35420	 0.00249	 0.10339
	 0.10860	 0.34754	 0.00249	 0.10329
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10862	 0.34807	 0.00249	 0.10339
	 0.10862	 0.32522	 0.00249	 0.10337
	 0.13808	 0.33234	 0.00349	 0.13958
	 0.10316	 0.31930	 0.00249	 0.10339
	 0.10862	 0.36701	 0.00248	 0.10274
	 0.10862	 0.34323	 0.00249	 0.10338
	 0.10316	 0.30128	 0.00249	 0.10337
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10826	 0.29382	 0.00431	 0.17100
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10865	 0.36938	 0.00249	 0.10331
	 0.10749	 0.34730	 0.00249	 5.19389
	 0.10830	 0.31906	 0.00249	 0.10337
	 0.10860	 0.43201	 0.00189	 9.67242
	 0.10992	 0.31906	 0.00249	 0.10333
	 0.10830	 0.31906	 0.00249	 0.10337
	 0.10435	 0.31887	 0.00209	 6.86702
	 0.10862	 0.37441	 0.00249	 0.10341
	 0.10863	 0.31906	 0.00270	 0.11233
	 0.10829	 0.28028	 0.00249	 0.10332
	 0.10830	 0.31906	 0.00249	 0.10337
	 0.10830	 0.29808	 0.00249	 0.10334
	 0.10994	 0.34800	 0.00249	 0.10336
	 0.10861	 0.36606	 0.00249	 0.10340
	 0.10316	 0.32091	 0.00249	 0.10339
	 0.10752	 0.36861	 0.00249	 0.10333
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10862	 0.31822	 0.00321	 0.12834
	 0.10830	 0.31906	 0.00249	 0.10333
	 0.10862	 0.34180	 0.00248	 0.10272
	 0.10861	 0.36938	 0.00249	 0.10331
	 0.10865	 0.36861	 0.00350	 0.13957
	 0.12560	 0.36430	 0.00240	 6.30480
	 0.10830	 0.32336	 0.00249	 0.10337
	 0.10026	 0.28998	 0.00223	 5.83165
	 0.10992	 0.31906	 0.00316	 0.12632
	 0.12200	 0.36938	 0.00249	 5.75690
	 0.10865	 0.37622	 0.00248	 0.10274
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10451	 0.36861	 0.00362	 0.14411
	 0.10807	 0.36861	 0.00249	 0.10332
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.11209	 0.36860	 0.00249	 5.37280
	 0.10493	 0.35355	 0.00249	 0.10338
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10830	 0.29808	 0.00249	 0.10334
	 0.10193	 0.37543	 0.00249	 0.10346
	 0.10860	 0.34754	 0.00331	 0.13248
	 0.10826	 0.28985	 0.00256	 0.10620
	 0.10860	 0.34754	 0.00249	 0.10329
	 0.10830	 0.29808	 0.00249	 0.10334
	 0.10830	 0.31253	 0.00249	 0.10336
	 0.11363	 0.36875	 0.00249	 5.43098
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10828	 0.37686	 0.00250	 0.10378
	 0.10860	 0.28033	 0.00221	 6.41830
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.11042	 0.36861	 0.00159	 12.09963
	 0.10862	 0.34180	 0.00638	 0.24960
	 0.15509	 0.34800	 0.00249	 7.64743
	 0.10862	 0.31912	 0.00449	 0.17793
	 0.10862	 0.37361	 0.00187	 9.84401
	 0.10829	 0.28063	 0.00373	 0.14822
	 0.10826	 0.29348	 0.00223	 0.00000
	 0.10992	 0.31906	 0.00249	 0.10334
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10994	 0.34668	 0.00249	 0.10336
	 0.10860	 0.36993	 0.00249	 0.10331
	 0.10860	 0.36993	 0.00249	 0.10331
	 0.11232	 0.34754	 0.00249	 5.38376
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10860	 0.36861	 0.00404	 0.16099
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10826	 0.37494	 0.00303	 0.12141
	 0.10865	 0.29126	 0.00245	 5.39646
	 0.10865	 0.37622	 0.00248	 0.10274
	 0.10861	 0.36938	 0.00249	 0.10331
	 0.16428	 0.36861	 0.00249	 8.53637
	 0.10826	 0.28998	 0.00207	 7.50232
	 0.10860	 0.36487	 0.00235	 5.70814
	 0.10826	 0.29372	 0.00223	 0.00000
	 0.10558	 0.34180	 0.00221	 6.17310
	 0.10043	 0.29348	 0.00249	 0.10346
	 0.10752	 0.23589	 0.00250	 0.10369
	 0.10826	 0.36784	 0.00222	 6.31183
	 0.10826	 0.32992	 0.00248	 0.10272
	 0.10862	 0.29382	 0.00401	 0.15924
	 0.10860	 0.36861	 0.00354	 0.14110
	 0.10752	 0.36861	 0.00249	 0.10333
	 0.10860	 0.34740	 0.00249	 0.10329
	 0.10865	 0.36952	 0.00249	 0.10331
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10862	 0.34180	 0.00248	 0.10272
	 0.12405	 0.28458	 0.00183	 11.04778
	 0.10826	 0.35824	 0.00223	 6.26968
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10860	 0.36861	 0.00249	 0.10331
	 0.10180	 0.38172	 0.00249	 0.10347
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10826	 0.29018	 0.00423	 0.16773
	 0.10830	 0.31906	 0.00223	 0.00000
	 0.10830	 0.29879	 0.00289	 4.18457
	 0.10860	 0.36496	 0.00249	 0.10340
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10860	 0.34754	 0.00249	 0.10329
	 0.10830	 0.29003	 0.00153	 12.84077
	 0.10826	 0.29823	 0.00223	 0.00000
	 0.10860	 0.34767	 0.00248	 0.10273
	 0.10862	 0.34167	 0.00249	 0.10329
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10449	 0.29382	 0.00223	 6.05041
	 0.14152	 0.28998	 0.00223	 9.27630
	 0.10826	 0.29382	 0.00302	 0.12095
	 0.10152	 0.37607	 0.00360	 0.14350
	 0.10826	 0.29032	 0.00223	 0.00000
	 0.11010	 0.24920	 0.00223	 6.38404
	 0.15075	 0.29382	 0.00223	 9.84586
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10865	 0.37622	 0.00222	 6.32401
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10860	 0.36861	 0.00275	 0.11465
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10865	 0.36938	 0.00242	 5.48039
	 0.10826	 0.29823	 0.00223	 0.00000
	 0.10646	 0.36938	 0.00249	 0.10336
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10862	 0.33305	 0.00248	 0.10268
	 0.12113	 0.34180	 0.00248	 5.77764
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10860	 0.29414	 0.00223	 6.29463
	 0.10826	 0.36464	 0.00139	 16.71236
	 0.10861	 0.37589	 0.00244	 5.41424
	 0.10865	 0.37351	 0.00248	 0.10267
	 0.10826	 0.29348	 0.00223	 0.00000
	 0.10826	 0.29823	 0.00158	 12.05533
	 0.10826	 0.32992	 0.00248	 0.10272
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10860	 0.34754	 0.00249	 0.10329
	 0.12569	 0.34180	 0.00248	 5.96431
	 0.10826	 0.31903	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10826	 0.29011	 0.00223	 0.00000
	 0.10826	 0.30181	 0.00463	 0.18319
	 0.10826	 0.29381	 0.00223	 0.00000
	 0.10826	 0.29009	 0.00223	 0.00000
	 0.10826	 0.29372	 0.00223	 0.00000
	 0.10826	 0.28693	 0.00223	 0.00000
	 0.10826	 0.28998	 0.00173	 10.83138
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.15634	 0.29719	 0.00223	 10.12769
	 0.10826	 0.29372	 0.00223	 0.00000
	 0.10826	 0.28959	 0.00223	 0.00000
	 0.10193	 0.26656	 0.00223	 5.92176
	 0.10826	 0.29027	 0.00223	 0.00000
	 0.13086	 0.29807	 0.00223	 8.28531
	 0.10826	 0.23979	 0.00223	 6.27724
	 0.10826	 0.28998	 0.00258	 0.10719
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10826	 0.29009	 0.00223	 0.00000
	 0.10826	 0.27862	 0.00223	 0.00000
	 0.10826	 0.29381	 0.00223	 0.00000
	 0.10826	 0.27708	 0.00223	 0.00000
	 0.11839	 0.29382	 0.00223	 6.94956
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.12429	 0.29272	 0.00223	 7.45280
	 0.12327	 0.28998	 0.00223	 7.40649
	 0.10330	 0.29018	 0.00223	 5.98824
	 0.10826	 0.31903	 0.00223	 0.00000
	 0.12170	 0.29009	 0.00223	 7.24751
	 0.10826	 0.29329	 0.00223	 0.00000
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10826	 0.29348	 0.00223	 0.00000
	 0.10826	 0.28912	 0.00223	 0.00000
	 0.10826	 0.29093	 0.00163	 11.64797
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10826	 0.28998	 0.00294	 0.11772
	 0.10826	 0.28693	 0.00223	 0.00000
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10826	 0.31995	 0.00223	 0.00000
	 0.10826	 0.29340	 0.00223	 0.00000
	 0.10826	 0.29348	 0.00219	 6.47902
	 0.10826	 0.29382	 0.00223	 0.00000
	 0.10826	 0.29340	 0.00223	 0.00000
	 0.10826	 0.29011	 0.00223	 0.00000
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10826	 0.28999	 0.00223	 0.00000
	 0.11461	 0.29026	 0.00223	 6.66379
	 0.10826	 0.28912	 0.00354	 0.14093
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10826	 0.29186	 0.00129	 17.97620
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.11083	 0.28693	 0.00223	 6.41616
	 0.13465	 0.29422	 0.00362	 0.14465
	 0.10543	 0.29360	 0.00223	 6.10115
	 0.10826	 0.28912	 0.00223	 0.00000
	 0.10826	 0.29032	 0.00223	 0.00000
	 0.10826	 0.28317	 0.00223	 0.00000
	 0.10430	 0.27708	 0.00223	 6.04398
	 0.10789	 0.28998	 0.00279	 0.11623
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10479	 0.29749	 0.00223	 6.06564
	 0.10826	 0.28005	 0.00223	 0.00000
	 0.10826	 0.28999	 0.00223	 0.00000
	 0.12950	 0.29372	 0.00223	 8.12813
	 0.10970	 0.27708	 0.00223	 6.34978
	 0.10826	 0.28693	 0.00223	 0.00000
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10826	 0.27867	 0.00223	 0.00000
	 0.10826	 0.28955	 0.00223	 0.00000
	 0.10826	 0.29018	 0.00414	 0.16447
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10826	 0.29069	 0.00223	 0.00000
	 0.10830	 0.28645	 0.00143	 16.23083
	 0.12493	 0.29020	 0.00223	 7.52439
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10826	 0.29348	 0.00223	 0.00000
	 0.10757	 0.28708	 0.00223	 6.19463
	 0.10826	 0.29005	 0.00223	 0.00000
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10826	 0.29011	 0.00190	 9.53860
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10826	 0.29020	 0.00144	 16.09980
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10826	 0.26638	 0.00223	 6.26792
	 0.10305	 0.29011	 0.00223	 5.97506
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10826	 0.31423	 0.00223	 0.00000
	 0.10826	 0.28998	 0.00286	 0.11921
	 0.10826	 0.28661	 0.00223	 0.00000
	 0.10830	 0.27867	 0.00163	 11.66632
	 0.10826	 0.29013	 0.00223	 0.00000
	 0.10826	 0.28678	 0.00223	 0.00000
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.10826	 0.29025	 0.00223	 0.00000
	 0.11820	 0.29020	 0.00223	 6.89173
	 0.10814	 0.27862	 0.00223	 0.00000
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10826	 0.28317	 0.00223	 0.00000
	 0.10826	 0.27867	 0.00223	 0.00000
	 0.10826	 0.28912	 0.00223	 0.00000
	 0.10826	 0.29000	 0.00223	 0.00000
	 0.10826	 0.28692	 0.00223	 0.00000
	 0.10826	 0.29514	 0.00170	 11.04312
	 0.11413	 0.29295	 0.00223	 6.62988
	 0.10826	 0.28959	 0.00223	 0.00000
	 0.13353	 0.28912	 0.00223	 8.58638
	 0.10826	 0.27708	 0.00223	 0.00000
	 0.10341	 0.29642	 0.00223	 5.99268
	 0.10826	 0.27862	 0.00223	 0.00000
	 0.10826	 0.28894	 0.00223	 0.00000
	 0.10826	 0.28959	 0.00223	 0.00000
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10826	 0.28693	 0.00223	 0.00000
	 0.10826	 0.28955	 0.00223	 0.00000
	 0.12541	 0.27743	 0.00223	 7.65193
