l_s	l_l	R	theta	
	 0.10826	 0.30072	 0.00159	 11.98000
	 0.10830	 0.29020	 0.00183	 10.13979
	 0.11932	 0.29099	 0.00223	 7.02976
	 0.10826	 0.28998	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10703	 0.28693	 0.00357	 0.14196
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10615	 0.27892	 0.00223	 6.14420
	 0.10826	 0.28882	 0.00223	 0.00000
	 0.10826	 0.23025	 0.00204	 8.02066
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10826	 0.28692	 0.00223	 0.00000
	 0.10826	 0.33821	 0.00223	 0.00000
	 0.10826	 0.28014	 0.00223	 0.00000
	 0.10826	 0.27857	 0.00173	 10.87792
	 0.11784	 0.29020	 0.00223	 6.86346
	 0.10779	 0.29018	 0.00365	 0.14523
	 0.10830	 0.30007	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10826	 0.28332	 0.00223	 0.00000
	 0.10830	 0.28243	 0.00223	 0.00000
	 0.12372	 0.28317	 0.00236	 6.41326
	 0.10826	 0.29020	 0.00223	 0.00000
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.10826	 0.27134	 0.00223	 6.26641
	 0.10146	 0.31106	 0.00223	 5.88865
	 0.10788	 0.27862	 0.00140	 16.52623
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10779	 0.24976	 0.00223	 0.00000
	 0.10826	 0.28693	 0.00223	 0.00000
	 0.10826	 0.28959	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10826	 0.30846	 0.00223	 0.00000
	 0.10831	 0.29020	 0.00223	 0.00000
	 0.10650	 0.27862	 0.00223	 6.16377
	 0.10826	 0.27708	 0.00223	 0.00000
	 0.10826	 0.26346	 0.00223	 6.26884
	 0.10138	 0.29018	 0.00223	 5.88868
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10947	 0.28678	 0.00223	 6.33334
	 0.10814	 0.27862	 0.00223	 0.00000
	 0.13017	 0.29195	 0.00223	 8.21001
	 0.13068	 0.34576	 0.00223	 8.16705
	 0.10830	 0.28986	 0.00124	 19.06389
	 0.10826	 0.25115	 0.00223	 0.00000
	 0.20342	 0.27877	 0.00223	 12.01523
	 0.10826	 0.27697	 0.00223	 0.00000
	 0.10830	 0.24215	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00254	 5.08097
	 0.10513	 0.29510	 0.00110	 23.89000
	 0.10826	 0.28005	 0.00238	 5.61835
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.11410	 0.29020	 0.00223	 6.59299
	 0.10830	 0.28999	 0.00246	 5.33208
	 0.10263	 0.29020	 0.00223	 5.92856
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10479	 0.29057	 0.00223	 6.06709
	 0.10217	 0.28275	 0.00223	 5.93086
	 0.10826	 0.27867	 0.00223	 0.00000
	 0.10814	 0.27862	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10269	 0.29020	 0.00223	 5.93174
	 0.10826	 0.27862	 0.00235	 5.70524
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.10830	 0.27713	 0.00223	 0.00000
	 0.10826	 0.29000	 0.00223	 0.00000
	 0.10507	 0.29018	 0.00186	 9.61823
	 0.13584	 0.24976	 0.00223	 8.84282
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10830	 0.31233	 0.00348	 0.13875
	 0.10830	 0.29023	 0.00223	 0.00000
	 0.10826	 0.28315	 0.00223	 0.00000
	 0.10831	 0.25931	 0.00311	 0.12447
	 0.10825	 0.28999	 0.00184	 10.01758
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10830	 0.30007	 0.00223	 0.00000
	 0.10783	 0.24794	 0.00223	 6.22019
	 0.10826	 0.29018	 0.00223	 0.00000
	 0.10830	 0.27862	 0.00223	 6.26667
	 0.10814	 0.29563	 0.00223	 6.22406
	 0.10779	 0.29018	 0.00142	 16.33112
	 0.10830	 0.27138	 0.00223	 0.00000
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.10830	 0.30007	 0.00192	 9.35318
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.27713	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00218	 6.56870
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10830	 0.31331	 0.00223	 0.00000
	 0.10830	 0.26272	 0.00223	 0.00000
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10830	 0.29019	 0.00223	 0.00000
	 0.10779	 0.29020	 0.00223	 0.00000
	 0.10830	 0.27713	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10779	 0.29018	 0.00223	 0.00000
	 0.10826	 0.27694	 0.00223	 0.00000
	 0.10123	 0.29018	 0.00218	 6.11455
	 0.10830	 0.30675	 0.00223	 0.00000
	 0.10833	 0.29020	 0.00223	 0.00000
	 0.10777	 0.29018	 0.00223	 6.20495
	 0.10830	 0.26587	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00224	 6.21033
	 0.10830	 0.29020	 0.00189	 9.65356
	 0.10830	 0.30210	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.20550	 0.00223	 6.26656
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29000	 0.00223	 0.00000
	 0.10830	 0.29019	 0.00309	 0.12370
	 0.10814	 0.27109	 0.00223	 0.00000
	 0.10830	 0.24215	 0.00223	 0.00000
	 0.10785	 0.29020	 0.00223	 6.20904
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00322	 0.12868
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10318	 0.26276	 0.00223	 5.96402
	 0.10830	 0.26904	 0.00223	 0.00000
	 0.10743	 0.19663	 0.00223	 6.22110
	 0.11036	 0.29020	 0.00223	 6.35534
	 0.10830	 0.26587	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.31065	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.24215	 0.00121	 22.15831
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00113	 23.74109
	 0.10585	 0.29020	 0.00223	 6.09821
	 0.10830	 0.22965	 0.00242	 5.48800
	 0.10830	 0.27713	 0.00223	 0.00000
	 0.10830	 0.30210	 0.00223	 0.00000
	 0.10666	 0.28999	 0.00223	 6.14375
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29019	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00205	 7.77350
	 0.11183	 0.27138	 0.00223	 6.45120
	 0.10830	 0.33187	 0.00264	 4.79844
	 0.10550	 0.30210	 0.00223	 6.07746
	 0.10830	 0.25773	 0.00188	 9.78274
	 0.10830	 0.24215	 0.00223	 0.00000
	 0.10830	 0.27265	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.11224	 0.29020	 0.00223	 6.47115
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.25562	 0.00223	 0.00000
	 0.10048	 0.33975	 0.00223	 5.81191
	 0.10830	 0.28916	 0.00305	 3.84670
	 0.10830	 0.25877	 0.00585	 0.22814
	 0.10830	 0.26214	 0.00223	 0.00000
	 0.10830	 0.37261	 0.00223	 6.21971
	 0.10830	 0.30210	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.26272	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00316	 0.12646
	 0.10215	 0.27265	 0.00439	 0.17366
	 0.10578	 0.29020	 0.00223	 6.09545
	 0.10830	 0.27870	 0.00223	 0.00000
	 0.10830	 0.28889	 0.00223	 0.00000
	 0.10830	 0.30496	 0.00223	 0.00000
	 0.10128	 0.26292	 0.00223	 5.86647
	 0.10830	 0.27249	 0.00185	 9.99633
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10830	 0.30729	 0.00223	 0.00000
	 0.10830	 0.23873	 0.00223	 0.00000
	 0.10830	 0.26587	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.28461	 0.00223	 0.00000
	 0.10217	 0.29359	 0.00223	 5.90428
	 0.10830	 0.26129	 0.00223	 0.00000
	 0.10830	 0.29145	 0.00205	 7.76448
	 0.13328	 0.29020	 0.00223	 8.49446
	 0.10830	 0.26272	 0.00223	 0.00000
	 0.10830	 0.30837	 0.00223	 0.00000
	 0.10830	 0.24215	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10150	 0.28999	 0.00219	 6.08428
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.29020	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00177	 10.58581
	 0.17309	 0.28999	 0.00223	 10.81125
	 0.10830	 0.34274	 0.00311	 0.12466
	 0.10830	 0.28999	 0.00390	 0.15507
	 0.10807	 0.31010	 0.00223	 6.21713
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.27777	 0.00223	 0.00000
	 0.18033	 0.25922	 0.00242	 10.05666
	 0.10830	 0.29374	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00645	 0.25171
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26057	 0.00223	 0.00000
	 0.11618	 0.26276	 0.00223	 6.75099
	 0.15799	 0.28999	 0.00223	 10.17577
	 0.10830	 0.24620	 0.00223	 0.00000
	 0.10830	 0.27594	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.25773	 0.00226	 6.11204
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26125	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26272	 0.00226	 6.10772
	 0.10830	 0.26357	 0.00223	 0.00000
	 0.10830	 0.28918	 0.00223	 0.00000
	 0.10830	 0.26272	 0.00220	 6.41676
	 0.10830	 0.26276	 0.00760	 0.29355
	 0.16778	 0.30427	 0.00231	 10.13718
	 0.10622	 0.30729	 0.00329	 0.13148
	 0.10830	 0.26286	 0.00223	 0.00000
	 0.10830	 0.28988	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.11104	 0.28999	 0.00223	 6.39730
	 0.10742	 0.26276	 0.00223	 6.19297
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.26272	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.27265	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10268	 0.26099	 0.00208	 6.87396
	 0.10830	 0.29172	 0.00223	 0.00000
	 0.10342	 0.27389	 0.00223	 5.97393
	 0.10830	 0.28999	 0.00338	 0.13502
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.23018	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00257	 5.00249
	 0.10753	 0.26276	 0.00226	 6.05995
	 0.10412	 0.26286	 0.00223	 6.01333
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.25148	 0.00223	 0.00000
	 0.10830	 0.26125	 0.00316	 0.12647
	 0.10830	 0.27265	 0.00223	 0.00000
	 0.10675	 0.26287	 0.00223	 6.15591
	 0.10830	 0.27254	 0.00223	 0.00000
	 0.10830	 0.27072	 0.00271	 4.63566
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26345	 0.00223	 0.00000
	 0.10830	 0.29817	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10341	 0.26276	 0.00223	 5.97598
	 0.10830	 0.26862	 0.00223	 0.00000
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10138	 0.25773	 0.00223	 5.87242
	 0.10830	 0.25078	 0.00223	 0.00000
	 0.10397	 0.26276	 0.00437	 0.17312
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00292	 4.12943
	 0.10830	 0.26706	 0.00271	 4.62737
	 0.10830	 0.28999	 0.00223	 0.00000
	 0.11011	 0.26276	 0.00223	 6.34936
	 0.10830	 0.26125	 0.00532	 0.20852
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26272	 0.00206	 7.62146
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10601	 0.26276	 0.00223	 6.11488
	 0.10830	 0.25773	 0.00410	 0.16287
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.10377	 0.27257	 0.00223	 5.99208
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26262	 0.00356	 0.14155
	 0.10830	 0.24897	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.13049	 0.26276	 0.00223	 8.20386
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.23618	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.26142	 0.00234	 5.77276
	 0.10830	 0.26258	 0.00223	 0.00000
	 0.10830	 0.25266	 0.00223	 0.00000
	 0.10830	 0.26257	 0.00223	 0.00000
	 0.10811	 0.27225	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00266	 4.75485
	 0.10830	 0.25188	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00208	 7.44384
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.24179	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10408	 0.26276	 0.00223	 6.01109
	 0.10477	 0.25720	 0.00223	 6.04933
	 0.10830	 0.26276	 0.00286	 4.25609
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.27265	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.27265	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.12671	 0.26276	 0.00459	 0.18216
	 0.10830	 0.27265	 0.00236	 5.70104
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.14242	 0.26276	 0.00223	 9.31230
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10480	 0.25266	 0.00223	 6.05224
	 0.10830	 0.26108	 0.00341	 0.13576
	 0.10830	 0.26292	 0.00223	 0.00000
	 0.10830	 0.26150	 0.00404	 0.16032
	 0.14134	 0.26125	 0.00223	 9.23498
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.20356	 0.00223	 6.26843
	 0.10209	 0.26740	 0.00191	 8.84904
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.25299	 0.00223	 0.00000
	 0.10830	 0.26243	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.26295	 0.00223	 0.00000
	 0.10830	 0.25240	 0.00223	 0.00000
	 0.10830	 0.25185	 0.00223	 0.00000
	 0.10010	 0.26276	 0.00223	 5.80686
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00209	 7.27719
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10200	 0.26275	 0.00223	 5.90310
	 0.14481	 0.24456	 0.00223	 9.48677
	 0.11586	 0.26276	 0.00223	 6.72760
	 0.10830	 0.26276	 0.00392	 0.15573
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.23891	 0.00223	 0.00000
	 0.10830	 0.26260	 0.00169	 11.14873
	 0.10830	 0.25585	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10896	 0.25479	 0.00223	 6.28424
	 0.10830	 0.26276	 0.00226	 6.12915
	 0.12728	 0.26276	 0.00223	 7.81778
	 0.10830	 0.27037	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.11205	 0.26276	 0.00223	 6.46953
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10037	 0.37947	 0.00223	 5.80202
	 0.10830	 0.25083	 0.00223	 0.00000
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10830	 0.26499	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00206	 7.67378
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.10830	 0.29180	 0.00223	 0.00000
	 0.10542	 0.24884	 0.00223	 6.08681
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26673	 0.00270	 4.65790
	 0.10830	 0.25761	 0.00223	 0.00000
	 0.10830	 0.24859	 0.00223	 0.00000
	 0.10830	 0.28098	 0.00145	 15.82835
	 0.10830	 0.24233	 0.00207	 7.60589
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.25240	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26184	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26258	 0.00160	 11.90051
	 0.10015	 0.25722	 0.00223	 5.81076
	 0.10830	 0.26197	 0.00223	 0.00000
	 0.10767	 0.25733	 0.00223	 6.20880
	 0.10830	 0.26276	 0.00146	 15.64746
	 0.10830	 0.26274	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.25266	 0.00223	 0.00000
	 0.10830	 0.24830	 0.00223	 0.00000
	 0.10830	 0.26330	 0.00223	 0.00000
	 0.10830	 0.26203	 0.00223	 0.00000
	 0.10030	 0.24805	 0.00193	 8.30956
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.23152	 0.00177	 10.59866
	 0.10830	 0.22019	 0.00223	 0.00000
	 0.10830	 0.25680	 0.00223	 0.00000
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10830	 0.25611	 0.00223	 0.00000
	 0.10465	 0.25266	 0.00223	 6.04414
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00188	 9.77676
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.13416	 0.26025	 0.00223	 8.61211
	 0.10535	 0.24884	 0.00223	 6.08304
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10830	 0.26128	 0.00474	 0.18701
	 0.10505	 0.25388	 0.00392	 0.15567
	 0.10830	 0.25214	 0.00223	 0.00000
	 0.10830	 0.24910	 0.00223	 0.00000
	 0.10195	 0.25773	 0.00228	 5.69634
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.10830	 0.25426	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.25235	 0.00223	 0.00000
	 0.10830	 0.24889	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10830	 0.24852	 0.00223	 0.00000
	 0.10830	 0.26156	 0.00223	 0.00000
	 0.10535	 0.25240	 0.00223	 6.08182
	 0.10830	 0.24884	 0.00144	 16.11080
	 0.10830	 0.24505	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.25266	 0.00223	 0.00000
	 0.10830	 0.24830	 0.00169	 11.17378
	 0.10830	 0.27211	 0.00223	 0.00000
	 0.10830	 0.24844	 0.00113	 23.64652
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.26276	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00181	 10.30257
	 0.11423	 0.21418	 0.00223	 6.63821
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.25268	 0.00223	 0.00000
	 0.10830	 0.25233	 0.00223	 0.00000
	 0.10830	 0.28650	 0.00223	 0.00000
	 0.10307	 0.25266	 0.00400	 0.15858
	 0.10830	 0.27865	 0.00223	 0.00000
	 0.10830	 0.25264	 0.00223	 0.00000
	 0.10830	 0.26863	 0.00223	 0.00000
	 0.10830	 0.25691	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00223	 0.00000
	 0.10830	 0.25266	 0.00223	 0.00000
	 0.10830	 0.24831	 0.00223	 0.00000
	 0.10830	 0.23928	 0.00223	 0.00000
	 0.10830	 0.25240	 0.00223	 0.00000
	 0.10830	 0.25240	 0.00223	 0.00000
	 0.10830	 0.24742	 0.00223	 0.00000
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.10830	 0.24889	 0.00223	 0.00000
	 0.10385	 0.25773	 0.00223	 6.00060
	 0.10830	 0.18828	 0.00223	 6.27786
	 0.10830	 0.25773	 0.00223	 0.00000
	 0.10340	 0.23701	 0.00223	 5.98274
	 0.10830	 0.25946	 0.00277	 4.48806
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.24884	 0.00221	 6.39271
	 0.12365	 0.27388	 0.00223	 7.39930
	 0.10830	 0.24426	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10830	 0.25240	 0.00223	 0.00000
	 0.11990	 0.24092	 0.00223	 7.06253
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.10310	 0.21424	 0.00223	 5.97530
	 0.10830	 0.23825	 0.00223	 0.00000
	 0.10830	 0.25680	 0.00223	 0.00000
	 0.10310	 0.24233	 0.00223	 5.96535
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.11049	 0.24233	 0.00115	 23.58783
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.19932	 0.00222	 6.33772
	 0.10830	 0.24889	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.25266	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.23928	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.14688	 0.25240	 0.00223	 9.61019
	 0.10830	 0.25240	 0.00223	 0.00000
	 0.10503	 0.25235	 0.00223	 6.06497
	 0.10830	 0.22007	 0.00223	 0.00000
	 0.10830	 0.25233	 0.00268	 4.70954
	 0.10830	 0.24910	 0.00223	 0.00000
	 0.10830	 0.24229	 0.00223	 0.00000
	 0.10830	 0.25271	 0.00256	 5.03038
	 0.10830	 0.23875	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10317	 0.21305	 0.00223	 5.97958
	 0.10830	 0.25359	 0.00223	 0.00000
	 0.10936	 0.22393	 0.00296	 0.11854
	 0.10830	 0.24889	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00223	 0.00000
	 0.10777	 0.25265	 0.00223	 6.21620
	 0.10964	 0.25242	 0.00223	 6.32529
	 0.10053	 0.22385	 0.00223	 5.83970
	 0.10830	 0.22688	 0.00223	 0.00000
	 0.10843	 0.23875	 0.00223	 0.00000
	 0.12747	 0.27284	 0.00223	 7.83204
	 0.13670	 0.24889	 0.00223	 8.86691
	 0.11517	 0.25240	 0.00223	 6.68314
	 0.10102	 0.24413	 0.00223	 5.85805
	 0.10830	 0.21424	 0.00410	 0.16234
	 0.10830	 0.26516	 0.00223	 0.00000
	 0.10632	 0.25240	 0.00223	 6.13525
	 0.10830	 0.27814	 0.00223	 0.00000
	 0.10830	 0.24888	 0.00223	 0.00000
	 0.10808	 0.25773	 0.00276	 0.11485
	 0.10830	 0.25266	 0.00273	 4.57465
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00192	 0.00000
	 0.10830	 0.22688	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00193	 9.29276
	 0.10755	 0.21424	 0.00223	 6.21899
	 0.10830	 0.21662	 0.00223	 0.00000
	 0.10830	 0.21634	 0.00223	 0.00000
	 0.10636	 0.22586	 0.00223	 6.14697
	 0.10830	 0.22678	 0.00223	 0.00000
	 0.10074	 0.23922	 0.00223	 5.84520
	 0.10830	 0.27243	 0.00223	 0.00000
	 0.10830	 0.21388	 0.00193	 9.30097
	 0.10508	 0.24270	 0.00222	 6.13663
	 0.10830	 0.19516	 0.00223	 6.27340
	 0.10830	 0.25240	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.10830	 0.25299	 0.00256	 5.02348
	 0.10830	 0.21424	 0.00177	 10.64397
	 0.10830	 0.22824	 0.00223	 0.00000
	 0.10830	 0.24293	 0.00223	 0.00000
	 0.10830	 0.24887	 0.00223	 0.00000
	 0.10830	 0.24233	 0.00223	 0.00000
	 0.10830	 0.25793	 0.00223	 0.00000
	 0.10179	 0.30934	 0.00223	 5.88277
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10010	 0.21424	 0.00223	 5.82091
	 0.10830	 0.24889	 0.00223	 0.00000
	 0.10830	 0.24885	 0.00222	 6.30133
	 0.10830	 0.24233	 0.00101	 29.78031
	 0.10830	 0.22393	 0.00223	 0.00000
	 0.10830	 0.21424	 0.00223	 0.00000
	 0.11098	 0.23997	 0.00223	 6.41166
	 0.10830	 0.25171	 0.00223	 0.00000
