xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	T_f	theta	power	
	 0.74461	 -0.76972	 0.76457	 0.05201	 0.39527	 0.32652	 0.82590	 -0.09072	 402.25149	 -0.00682 	 0.88193
	 0.65789	 -0.57496	 0.80630	 0.36922	 0.41521	 -0.74445	 0.75822	 -0.82675	 407.95677	 -0.25929 	 10.91428
	 0.65266	 -0.58275	 0.84612	 0.37679	 0.62674	 -0.23096	 0.82871	 -0.78426	 306.11736	 0.00000 	 0.35674
	 0.65397	 -0.77014	 0.80458	 0.40337	 0.44601	 -0.72435	 0.85273	 -0.82437	 306.11736	 0.00000 	 0.28446
	 0.73184	 -0.58297	 0.80657	 0.37536	 0.62674	 -0.70645	 0.82634	 -0.82717	 305.08246	 0.00000 	 0.09503
	 0.65261	 -0.77764	 0.79441	 0.40918	 0.42358	 -0.70625	 0.77665	 -0.82437	 306.11736	 -0.00000 	 0.26959
	 0.74354	 -0.42793	 0.75763	 0.20498	 0.44485	 0.44380	 0.82423	 -0.41456	 357.98612	 -0.00627 	 0.84165
	 0.73782	 -0.65531	 0.76181	 0.03023	 0.41565	 0.53264	 0.89173	 -0.78608	 332.98344	 0.00000 	 0.00000
	 0.49669	 -0.57478	 0.84597	 0.36370	 0.42940	 -0.26211	 0.76414	 -0.76519	 407.96618	 -0.41335 	 21.36626
	 0.65406	 -0.36420	 0.85391	 0.30282	 0.41739	 0.06966	 0.76175	 -0.46879	 395.97420	 -0.31550 	 13.31867
	 0.74285	 -0.65513	 0.76181	 0.00960	 0.44383	 0.42558	 0.92246	 -0.87997	 339.74091	 -0.00010 	 0.64305
	 0.44647	 -0.76955	 0.76466	 0.05201	 0.39527	 0.32619	 0.82483	 -0.09072	 402.25149	 0.00000 	 0.00000
	 0.74118	 -0.36256	 0.85248	 0.29652	 0.62641	 -0.14284	 0.75562	 -0.06546	 395.36337	 -0.13848 	 7.15283
	 0.48813	 -0.58400	 0.76466	 0.05201	 0.39527	 0.33065	 0.76124	 -0.04124	 402.25149	 0.00000 	 0.00000
	 0.74377	 -0.76068	 0.84597	 0.35612	 0.41521	 -0.27546	 0.82690	 -0.78412	 407.95677	 -0.17300 	 8.57363
	 0.74462	 -0.36855	 0.76219	 0.01482	 0.41739	 0.06733	 0.76183	 -0.44681	 395.96173	 -0.07573 	 1.45588
	 0.74474	 -0.42921	 0.76317	 0.18691	 0.62648	 0.52129	 0.76383	 -0.41456	 338.54656	 -0.00002 	 0.58167
	 0.74461	 -0.36876	 0.75571	 0.21079	 0.42206	 0.44380	 0.76367	 -0.41456	 365.52145	 -0.00968 	 0.84099
	 0.50842	 -0.25956	 0.92680	 0.76763	 0.66783	 0.15449	 0.91554	 -0.72769	 390.18601	 0.00000 	 0.00000
	 0.74496	 -0.28495	 0.76443	 0.33202	 0.41853	 0.58203	 0.97254	 -0.45470	 339.48895	 -0.00010 	 0.60875
	 0.65406	 -0.36880	 0.85265	 0.30257	 0.45559	 0.08134	 0.76211	 -0.46825	 395.97420	 -0.31171 	 13.21419
	 0.73745	 -0.33130	 0.76203	 0.01175	 0.42399	 0.62224	 0.92600	 -0.67780	 365.24612	 -0.04810 	 1.12901
	 0.74461	 -0.79619	 0.76203	 0.01175	 0.41450	 0.62224	 0.95583	 -0.67780	 365.24612	 -0.05728 	 1.41568
	 0.73625	 -0.36395	 0.76342	 0.30282	 0.41479	 0.44875	 0.75665	 -0.41106	 403.95145	 -0.02623 	 2.22109
	 0.49166	 -0.36793	 0.85410	 0.21079	 0.42241	 -0.30866	 0.78644	 -0.72977	 357.98612	 -0.02483 	 12.39573
	 0.48695	 -0.76432	 0.85248	 0.27731	 0.45077	 0.61530	 0.75948	 -0.78377	 397.36420	 -0.32328 	 20.45350
	 0.74461	 -0.36423	 0.76201	 0.05202	 0.39591	 -0.26731	 0.82284	 -0.08528	 365.68047	 -0.01704 	 0.88997
	 0.72717	 -0.56930	 0.91222	 0.36707	 0.55854	 0.06726	 0.96154	 -0.88800	 378.33586	 -0.01724 	 8.91707
	 0.64583	 -0.57496	 0.84597	 0.37627	 0.41521	 -0.26916	 0.76348	 -0.78384	 407.95677	 -0.40780 	 16.18121
	 0.65302	 -0.58272	 0.80797	 0.36718	 0.55854	 0.06726	 0.96508	 -0.82571	 381.25033	 0.00000 	 0.00000
	 0.72681	 -0.56206	 0.91069	 0.37669	 0.62674	 -0.57512	 0.82722	 -0.82717	 306.11736	 -0.00000 	 0.33743
	 0.65406	 -0.07114	 0.92631	 0.30282	 0.66253	 0.06966	 0.76265	 -0.71900	 395.97420	 0.00000 	 0.00000
	 0.50842	 -0.36052	 0.85439	 0.76763	 0.42270	 0.15449	 0.92546	 -0.47748	 390.18601	 0.00000 	 0.00000
	 0.74461	 -0.36876	 0.76324	 0.28438	 0.62648	 0.52096	 0.77248	 -0.41572	 349.50320	 -0.00443 	 0.79639
	 0.74461	 -0.36277	 0.76203	 0.00529	 0.41301	 0.62224	 0.92582	 -0.67780	 365.24612	 -0.05284 	 0.94375
	 0.50842	 -0.25956	 0.94311	 0.76763	 0.66783	 0.06837	 0.91554	 -0.72769	 394.63621	 -0.15977 	 25.85523
	 0.67910	 -0.78800	 0.92734	 0.48441	 0.58766	 0.15609	 0.81193	 -0.11879	 386.60951	 0.00000 	 0.00000
	 0.74461	 -0.58390	 0.76344	 0.21079	 0.62464	 0.37955	 0.77229	 -0.81227	 339.59198	 -0.00007 	 0.70218
	 0.73175	 -0.36761	 0.80618	 0.37680	 0.37815	 -0.71696	 0.87117	 -0.42945	 306.11736	 0.00000 	 0.14120
	 0.74461	 -0.36867	 0.76199	 0.01091	 0.41450	 0.62224	 0.92582	 -0.66265	 365.24612	 -0.05173 	 0.94724
	 0.74461	 -0.36286	 0.76328	 0.12124	 0.62648	 0.52129	 0.77248	 -0.41999	 349.50320	 -0.00439 	 0.69821
	 0.74450	 -0.75680	 0.76466	 0.05245	 0.39647	 0.32619	 0.82483	 -0.09072	 402.25149	 -0.31192 	 1.89049
	 0.74461	 -0.38151	 0.75571	 0.21034	 0.42087	 0.44380	 0.76367	 -0.44225	 365.52145	 -0.01018 	 0.85478
	 0.74393	 -0.36882	 0.85391	 0.30282	 0.42346	 0.05829	 0.76164	 -0.46055	 340.06038	 -0.00024 	 2.52345
	 0.65343	 -0.36414	 0.76317	 0.21079	 0.62041	 0.51898	 0.77262	 -0.41456	 394.46035	 0.00994 	 3.42158
	 0.74475	 -0.36414	 0.76183	 0.01049	 0.41739	 0.15564	 0.90753	 -0.44681	 395.96173	 -0.01951 	 1.27723
	 0.50842	 -0.25946	 0.92764	 0.77159	 0.66783	 0.06618	 0.77733	 -0.72769	 390.18601	 0.00000 	 0.00000
	 0.74490	 -0.76601	 0.76319	 0.21079	 0.42241	 0.44386	 0.81793	 -0.42221	 365.63604	 -0.02127 	 1.46274
	 0.74476	 -0.36677	 0.76199	 0.05202	 0.39561	 0.62539	 0.77243	 -0.08434	 341.04470	 0.00000 	 0.00000
	 0.74399	 -0.57496	 0.84667	 0.20839	 0.41536	 -0.26916	 0.75927	 -0.77652	 357.80672	 -0.02864 	 3.73142
	 0.65736	 -0.36805	 0.76252	 0.37866	 0.42227	 0.44380	 0.76522	 -0.42188	 408.12123	 0.00916 	 3.06795
	 0.74461	 -0.36876	 0.76324	 0.21419	 0.40799	 0.52096	 0.95513	 -0.41572	 349.50320	 -0.00744 	 0.75781
	 0.74461	 -0.79619	 0.76203	 0.01175	 0.63301	 0.62224	 0.77322	 -0.67780	 365.24612	 -0.02798 	 1.30812
	 0.48270	 -0.58927	 0.84597	 0.35873	 0.43025	 0.28672	 0.76414	 -0.42430	 407.68375	 -0.40548 	 21.74028
	 0.65424	 -0.34971	 0.85391	 0.30779	 0.41654	 -0.25077	 0.76175	 -0.78251	 396.25663	 -0.31008 	 13.26151
	 0.52320	 -0.67524	 0.84597	 0.36388	 0.41521	 -0.26206	 0.76221	 -0.78412	 407.96600	 -0.39092 	 20.09507
	 0.49669	 -0.57496	 0.84597	 0.35594	 0.42940	 -0.13478	 0.76414	 -0.76519	 407.95694	 -0.41227 	 21.36920
	 0.74365	 -0.58275	 0.80645	 0.37680	 0.62674	 0.05927	 0.82899	 -0.82717	 412.75915	 -0.15535 	 5.70814
	 0.65242	 -0.36855	 0.76219	 0.03257	 0.41755	 -0.69819	 0.76014	 -0.44681	 307.32490	 0.00000 	 0.00000
	 0.74259	 -0.76856	 0.76174	 0.03783	 0.43076	 0.25035	 0.89348	 -0.76947	 403.38277	 -0.05635 	 2.25288
	 0.74450	 -0.65612	 0.76473	 0.05178	 0.39434	 0.32619	 0.82483	 -0.08845	 338.38054	 -0.00002 	 0.65651
	 0.49424	 -0.57496	 0.84597	 0.35612	 0.41384	 -0.27100	 0.76221	 -0.78412	 407.95677	 -0.40697 	 21.30946
	 0.50842	 -0.25956	 0.92680	 0.76763	 0.66783	 0.15449	 0.92583	 -0.72769	 390.18601	 0.00000 	 0.00000
	 0.74280	 -0.36983	 0.80677	 0.01482	 0.61067	 -0.73985	 0.76183	 -0.44681	 304.97350	 -0.00000 	 0.07285
	 0.65331	 -0.58147	 0.76187	 0.37680	 0.43347	 0.10095	 0.82722	 -0.82717	 398.08576	 0.00989 	 3.26005
	 0.74461	 -0.36286	 0.76205	 0.01141	 0.63946	 0.51960	 0.96199	 -0.66512	 365.63229	 -0.03035 	 0.89664
	 0.74461	 -0.76473	 0.76326	 0.12161	 0.42399	 0.62392	 0.76622	 -0.43266	 350.34455	 -0.00597 	 1.00320
	 0.73950	 -0.66373	 0.85391	 0.00870	 0.41739	 0.08199	 0.76175	 -0.85844	 396.81233	 -0.18548 	 8.32431
	 0.65679	 -0.35560	 0.76181	 0.30524	 0.44383	 0.46389	 0.89348	 -0.48967	 338.90270	 0.00008 	 2.36098
	 0.74016	 -0.56538	 0.80677	 0.01482	 0.61417	 -0.75200	 0.76183	 -0.76016	 410.69567	 -0.16142 	 5.66736
	 0.49688	 -0.37922	 0.84597	 0.30998	 0.42590	 -0.24996	 0.76414	 -0.45184	 303.89851	 0.00000 	 0.00000
	 0.65100	 -0.38228	 0.84597	 0.37627	 0.42183	 0.50866	 0.79045	 -0.78384	 342.40321	 -0.00132 	 4.73531
	 0.73829	 -0.56144	 0.76317	 0.19919	 0.41534	 -0.27058	 0.77248	 -0.41456	 405.10675	 -0.09244 	 2.45326
	 0.74233	 -0.65482	 0.84597	 0.09001	 0.41521	 -0.26916	 0.89347	 -0.78384	 410.45780	 -0.16242 	 8.49496
	 0.65780	 -0.57527	 0.76181	 0.38376	 0.43340	 0.54153	 0.75993	 -0.76715	 338.97895	 0.00010 	 2.41162
	 0.67935	 -0.36420	 0.85391	 0.00726	 0.41739	 0.06966	 0.76026	 -0.46879	 395.96160	 -0.27352 	 11.73843
	 0.73426	 -0.36855	 0.75693	 0.31331	 0.41739	 0.03698	 0.77058	 -0.44681	 395.97433	 0.00973 	 1.10905
	 0.64583	 -0.57496	 0.84597	 0.37627	 0.41746	 -0.27526	 0.76348	 -0.78824	 407.95677	 -0.40775 	 16.18093
	 0.65406	 -0.36420	 0.85790	 0.30282	 0.41515	 0.07576	 0.76060	 -0.49038	 395.97420	 -0.32813 	 13.69901
	 0.50513	 -0.60153	 0.80630	 0.76011	 0.66986	 -0.78353	 0.93069	 -0.78392	 390.18601	 0.00977 	 8.12116
	 0.65595	 -0.24078	 0.92695	 0.38432	 0.62472	 0.23208	 0.82236	 -0.82717	 306.11736	 -0.00000 	 0.49375
	 0.50497	 -0.25956	 0.75830	 0.06081	 0.67043	 0.15449	 0.92597	 -0.72769	 365.98019	 0.00997 	 8.13758
	 0.74319	 -0.36423	 0.93263	 0.75932	 0.39362	 -0.26731	 0.81949	 -0.20181	 389.88628	 -0.09679 	 10.84622
	 0.45594	 -0.58769	 0.80645	 0.37680	 0.62672	 -0.71083	 0.82722	 -0.84822	 396.76154	 0.00956 	 10.52648
	 0.65277	 -0.36104	 0.85102	 0.28020	 0.63650	 0.06353	 0.75911	 -0.45809	 305.80377	 -0.00000 	 0.32434
	 0.66930	 -0.36522	 0.76574	 0.19673	 0.42196	 0.50724	 0.77248	 -0.41456	 339.59198	 0.00014 	 2.20312
	 0.73730	 -0.58629	 0.80388	 0.38432	 0.62674	 -0.70625	 0.82722	 -0.82717	 306.11736	 0.00000 	 0.13230
	 0.51348	 -0.29938	 0.92688	 0.21034	 0.41765	 0.44380	 0.76367	 -0.43030	 365.52145	 -0.15136 	 16.76553
	 0.73622	 -0.26318	 0.75782	 0.76763	 0.65314	 0.15449	 0.92597	 -0.73964	 390.18601	 0.00962 	 1.25794
	 0.74418	 -0.58275	 0.76373	 0.37680	 0.64955	 -0.70625	 0.82481	 -0.10791	 403.63063	 -0.08945 	 2.49278
	 0.65138	 -0.75680	 0.80738	 0.05245	 0.37878	 0.32619	 0.82724	 -0.80986	 305.45219	 0.00000 	 0.22494
	 0.65789	 -0.49182	 0.84597	 0.37627	 0.41521	 -0.26916	 0.75948	 -0.78384	 394.27745	 -0.27644 	 12.29138
	 0.49669	 -0.57478	 0.84597	 0.36370	 0.42940	 -0.26211	 0.76414	 -0.76519	 407.96618	 -0.41335 	 21.36626
	 0.74450	 -0.76955	 0.76466	 0.05358	 0.39527	 0.32926	 0.82483	 -0.09072	 356.05558	 -0.31294 	 1.07272
	 0.74461	 -0.34545	 0.76324	 0.21261	 0.40799	 0.51789	 0.95513	 -0.41572	 395.69878	 -0.06384 	 1.22894
	 0.74461	 -0.36876	 0.76324	 0.19216	 0.40772	 0.53158	 0.95245	 -0.41572	 406.19064	 -0.06545 	 1.23241
	 0.74450	 -0.76955	 0.76466	 0.05201	 0.39555	 0.35607	 0.82751	 -0.09072	 344.53292	 -0.00203 	 0.84873
	 0.44774	 -0.36256	 0.85183	 0.37464	 0.66764	 0.16180	 0.95349	 -0.05211	 390.34717	 0.00000 	 0.00000
	 0.50842	 -0.25956	 0.92745	 0.76763	 0.62637	 -0.15015	 0.75501	 -0.74172	 394.00425	 0.00000 	 0.00000
	 0.74461	 -0.75680	 0.76121	 0.05245	 0.41317	 0.32444	 0.82483	 -0.09255	 364.69838	 -0.35945 	 1.14273
	 0.74450	 -0.36277	 0.76219	 0.00529	 0.39631	 0.62399	 0.92582	 -0.67599	 402.79916	 -0.04892 	 0.91084
	 0.65406	 -0.36419	 0.85391	 0.30282	 0.41737	 0.06966	 0.76176	 -0.46879	 395.97420	 -0.31548 	 13.31847
	 0.74461	 -0.36877	 0.75912	 0.21079	 0.42209	 0.44380	 0.76366	 -0.41456	 365.52145	 -0.01719 	 0.92801
	 0.74283	 -0.42402	 0.80677	 0.01545	 0.61067	 -0.73985	 0.76231	 -0.43433	 307.46021	 0.00000 	 0.17308
	 0.73010	 -0.36423	 0.76201	 0.05139	 0.39591	 -0.26731	 0.82237	 -0.09776	 365.42220	 -0.01421 	 1.36684
	 0.72714	 -0.57486	 0.91222	 0.36707	 0.55803	 0.20992	 0.97088	 -0.78369	 408.62067	 -0.00352 	 4.39984
	 0.65791	 -0.56940	 0.84597	 0.37627	 0.41572	 -0.26916	 0.75948	 -0.82586	 377.66927	 -0.13139 	 9.43470
	 0.74461	 -0.38129	 0.75571	 0.21034	 0.42087	 0.44380	 0.76367	 -0.47399	 365.24804	 -0.01003 	 0.85059
	 0.46774	 -0.37725	 0.85102	 0.30282	 0.60903	 0.05895	 0.76022	 -0.46854	 396.24762	 0.00000 	 0.00000
	 0.64587	 -0.57496	 0.82730	 0.36004	 0.41746	 -0.27438	 0.76349	 -0.82220	 407.95677	 -0.39252 	 14.41619
	 0.52257	 -0.37922	 0.84597	 0.30824	 0.42590	 -0.25084	 0.76413	 -0.41787	 303.89851	 0.00000 	 0.14890
	 0.74259	 -0.65513	 0.76181	 0.03761	 0.42983	 0.54153	 0.89513	 -0.76522	 339.51656	 -0.00010 	 0.65749
	 0.49669	 -0.57478	 0.84597	 0.36370	 0.42796	 -0.26211	 0.76272	 -0.76712	 407.96618	 -0.41576 	 21.39408
	 0.49669	 -0.57478	 0.80801	 0.36370	 0.41898	 -0.26211	 0.76414	 -0.76409	 407.96618	 0.00971 	 10.09252
	 0.65266	 -0.58275	 0.84440	 0.37680	 0.63717	 -0.70625	 0.82722	 -0.82827	 306.11736	 0.00000 	 0.35368
	 0.50656	 -0.57767	 0.80613	 0.76563	 0.62674	 -0.27980	 0.82722	 -0.82717	 400.71893	 0.00960 	 8.03403
	 0.64501	 -0.26464	 0.92777	 0.37880	 0.62637	 -0.69413	 0.75501	 -0.74172	 303.24370	 0.00000 	 0.01627
	 0.74461	 -0.36278	 0.76203	 0.01141	 0.63946	 0.51960	 0.96708	 -0.66512	 365.63229	 -0.03022 	 0.89554
	 0.74461	 -0.36285	 0.76205	 0.00529	 0.41301	 0.62224	 0.92582	 -0.67780	 365.24612	 -0.05290 	 0.94475
	 0.74147	 -0.36277	 0.76328	 0.00001	 0.41301	 0.79176	 0.92582	 -0.68112	 349.41097	 -0.00620 	 0.71921
	 0.74461	 -0.36285	 0.76204	 0.14471	 0.62648	 0.46802	 0.77248	 -0.38678	 365.33836	 -0.02071 	 0.95482
	 0.49669	 -0.85021	 0.84597	 0.37688	 0.42940	 0.32122	 0.82425	 -0.76519	 355.61851	 -0.02721 	 11.55407
	 0.74450	 -0.56941	 0.76466	 0.04048	 0.39527	 -0.25407	 0.76472	 -0.09072	 408.37826	 -0.09983 	 2.24191
	 0.74461	 -0.75074	 0.76015	 0.05245	 0.61161	 -0.77345	 0.82483	 -0.09769	 362.41059	 -0.02078 	 1.16612
	 0.74362	 -0.37588	 0.80785	 0.01482	 0.41223	 0.35838	 0.76098	 -0.44166	 307.46472	 0.00000 	 0.17313
	 0.74146	 -0.25956	 0.90618	 0.22537	 0.62637	 0.51642	 0.77283	 -0.74172	 394.00425	 -0.12021 	 9.87382
	 0.50492	 -0.36876	 0.78465	 0.79401	 0.43083	 -0.15933	 0.75510	 -0.41456	 339.59198	 0.00026 	 6.32200
	 0.74295	 -0.37921	 0.84366	 0.05202	 0.39591	 -0.26731	 0.82284	 -0.45413	 365.68047	 -0.03948 	 4.11850
	 0.49367	 -0.36424	 0.75938	 0.30998	 0.42590	 -0.24996	 0.76414	 -0.08300	 303.89851	 0.00000 	 0.12267
	 0.73995	 -0.57496	 0.84597	 0.38078	 0.61191	 -0.26916	 0.76344	 -0.77959	 411.87382	 -0.22338 	 8.99750
	 0.64820	 -0.36983	 0.80677	 0.01209	 0.41398	 -0.73985	 0.76187	 -0.45106	 303.56803	 -0.00000 	 0.04084
	 0.74450	 -0.36277	 0.84313	 0.01262	 0.39631	 0.62399	 0.92582	 -0.77878	 402.75062	 -0.03858 	 2.89340
	 0.64583	 -0.57496	 0.76507	 0.37171	 0.41521	 -0.26916	 0.76348	 -0.68105	 399.48741	 0.00976 	 3.56147
	 0.50842	 -0.36654	 0.92595	 0.76899	 0.66783	 0.15231	 0.76347	 -0.72663	 390.18601	 -0.27879 	 19.76691
	 0.74461	 -0.26178	 0.75873	 0.20942	 0.42206	 0.44598	 0.92645	 -0.41563	 365.52145	 -0.02652 	 0.81488
	 0.65595	 -0.22394	 0.93038	 0.38432	 0.62421	 0.23208	 0.82238	 -0.82717	 306.11736	 -0.00000 	 0.49990
	 0.70940	 -0.77356	 0.76189	 0.10039	 0.39587	 0.32926	 0.82481	 -0.09072	 356.05558	 -0.00319 	 1.37567
	 0.74460	 -0.58396	 0.76324	 0.37642	 0.62648	 -0.69832	 0.77997	 -0.41572	 348.55920	 -0.00451 	 0.99928
	 0.65148	 -0.36755	 0.80645	 0.21456	 0.62674	 0.51308	 0.82584	 -0.82717	 307.09537	 -0.00000 	 0.37820
	 0.69140	 -0.57496	 0.84695	 0.37627	 0.41521	 -0.26916	 0.75948	 -0.78393	 336.25491	 0.00000 	 3.21386
	 0.74407	 -0.65513	 0.76086	 0.02976	 0.42983	 0.54153	 0.89348	 -0.76590	 410.71804	 -0.31365 	 0.83163
	 0.74461	 -0.75680	 0.75844	 0.05245	 0.41317	 0.32444	 0.82277	 -0.09255	 364.69838	 -0.44410 	 1.09022
	 0.74461	 -0.36423	 0.76121	 0.05202	 0.39591	 -0.26731	 0.82490	 -0.08528	 365.68047	 -0.01660 	 0.86318
	 0.74461	 -0.57472	 0.75781	 0.01141	 0.63548	 0.51960	 0.76885	 -0.67868	 365.63229	 -0.02343 	 0.94734
	 0.49669	 -0.36292	 0.85093	 0.37055	 0.43337	 -0.26211	 0.95764	 -0.75163	 407.96618	 0.00000 	 0.00000
	 0.50362	 -0.25903	 0.92730	 0.76763	 0.62107	 -0.27403	 0.75505	 -0.74175	 394.00425	 0.00000 	 0.00000
	 0.65063	 -0.57549	 0.84612	 0.37627	 0.42276	 -0.15137	 0.76367	 -0.78822	 407.95677	 -0.39924 	 15.79910
	 0.64820	 -0.37257	 0.80677	 0.01142	 0.41315	 -0.73985	 0.76050	 -0.07179	 303.56803	 -0.00000 	 0.04085
	 0.74463	 -0.78004	 0.76121	 0.04623	 0.41400	 0.32444	 0.82624	 -0.47183	 364.69838	 -0.02053 	 1.26203
	 0.74496	 -0.28495	 0.76183	 0.04067	 0.41853	 0.43486	 0.89803	 -0.45540	 335.08735	 -0.00000 	 0.38806
	 0.74259	 -0.65513	 0.76434	 0.32560	 0.42983	 0.58522	 0.96799	 -0.76530	 339.48771	 -0.00010 	 0.84423
	 0.64656	 -0.57219	 0.76328	 0.14848	 0.42957	 0.52129	 0.77248	 -0.41999	 411.22277	 0.00977 	 4.75096
	 0.74266	 -0.36563	 0.83653	 0.36212	 0.61437	 -0.20200	 0.77114	 -0.82220	 345.71024	 -0.00378 	 2.52208
	 0.64580	 -0.53051	 0.82844	 0.28783	 0.44401	 -0.74146	 0.76191	 -0.45106	 303.56803	 0.00000 	 0.04739
	 0.64826	 -0.37291	 0.80564	 0.01630	 0.41386	 -0.27276	 0.76345	 -0.82220	 407.95677	 -0.30433 	 11.81716
	 0.64583	 -0.57496	 0.84597	 0.37627	 0.41746	 -0.27526	 0.76348	 -0.78824	 407.95677	 -0.40775 	 16.18093
	 0.46774	 -0.37725	 0.85102	 0.30282	 0.60903	 0.05895	 0.76022	 -0.46854	 396.24762	 0.00000 	 0.00000
	 0.74461	 -0.75680	 0.75844	 0.05245	 0.41317	 0.32444	 0.82486	 -0.09255	 364.69838	 -0.43971 	 1.08951
	 0.74461	 -0.75680	 0.76121	 0.05245	 0.41317	 0.32444	 0.82274	 -0.09255	 365.71364	 -0.36222 	 1.15816
	 0.64638	 -0.57683	 0.76676	 0.37453	 0.42196	 0.50724	 0.78999	 -0.41456	 339.59198	 0.00021 	 2.80363
	 0.74279	 -0.29747	 0.84240	 0.21253	 0.41521	 -0.26916	 0.76343	 -0.78384	 407.95677	 -0.16605 	 7.31069
	 0.50376	 -0.25956	 0.92680	 0.76763	 0.62405	 0.15670	 0.93095	 -0.82954	 389.53382	 0.00000 	 0.00000
	 0.66061	 -0.24078	 0.92695	 0.31764	 0.67020	 0.22988	 0.81738	 -0.72532	 304.45763	 0.00000 	 0.21381
	 0.51621	 -0.26147	 0.92680	 0.39038	 0.66783	 0.28566	 0.92258	 -0.82765	 390.18601	 -0.06013 	 11.57200
	 0.64817	 -0.26625	 0.93038	 0.76157	 0.62421	 0.23208	 0.82577	 -0.72721	 306.11736	 0.00000 	 0.51466
	 0.74461	 -0.26178	 0.75970	 0.20770	 0.41084	 0.44598	 0.92645	 -0.41563	 349.70223	 -0.00730 	 0.61145
	 0.74497	 -0.36286	 0.76328	 0.12296	 0.63772	 0.52129	 0.77248	 -0.41999	 365.32243	 -0.02195 	 0.97085
	 0.49669	 -0.36292	 0.85093	 0.37573	 0.43338	 -0.26211	 0.95764	 -0.75163	 407.92415	 0.00000 	 0.00000
	 0.74407	 -0.65513	 0.76086	 0.02496	 0.42982	 0.58842	 0.89348	 -0.76590	 410.76006	 -0.20200 	 0.89061
	 0.74461	 -0.34547	 0.76317	 0.13484	 0.43085	 0.50728	 0.77040	 -0.38652	 339.59198	 -0.00007 	 0.53615
	 0.74407	 -0.65513	 0.76086	 0.02976	 0.42981	 0.54148	 0.89558	 -0.79395	 410.76550	 -0.32393 	 0.83124
	 0.74268	 -0.36492	 0.76353	 0.00001	 0.41307	 0.80390	 0.92582	 -0.68112	 349.41097	 -0.00591 	 0.69552
	 0.74485	 -0.25963	 0.75848	 0.20942	 0.42201	 0.43384	 0.92645	 -0.41563	 365.52145	 -0.02744 	 0.80029
	 0.49688	 -0.37922	 0.92919	 0.30998	 0.42590	 -0.25257	 0.76414	 -0.82414	 303.89851	 0.00000 	 0.19870
	 0.65595	 -0.22394	 0.84716	 0.38432	 0.62421	 0.23469	 0.82238	 -0.45487	 306.11736	 0.00000 	 0.00000
	 0.50842	 -0.58022	 0.92512	 0.76763	 0.66783	 0.15449	 0.91554	 -0.82505	 389.50457	 0.00000 	 0.00000
	 0.65266	 -0.26209	 0.80589	 0.37680	 0.62674	 -0.70625	 0.82722	 -0.72981	 307.04823	 0.00000 	 0.36952
	 0.74461	 -0.36876	 0.76324	 0.21419	 0.40799	 0.57387	 0.76102	 -0.76371	 349.50320	 -0.00466 	 0.75385
	 0.49669	 -0.57478	 0.84597	 0.36370	 0.42796	 -0.26211	 0.95550	 -0.41913	 405.87203	 -0.18733 	 20.97086
	 0.50842	 -0.25956	 0.93158	 0.76763	 0.64742	 -0.15561	 0.76289	 -0.74150	 394.00425	 -0.29046 	 19.90309
	 0.49669	 -0.57478	 0.84184	 0.36296	 0.40694	 -0.26780	 0.75504	 -0.76735	 400.13473	 -0.43223 	 21.46883
	 0.74464	 -0.36285	 0.76205	 0.00514	 0.41301	 0.62224	 0.92582	 -0.68100	 349.57074	 -0.00654 	 0.61614
	 0.74144	 -0.36277	 0.76328	 0.00001	 0.41301	 0.79176	 0.94580	 -0.67792	 365.08636	 -0.03742 	 1.04327
	 0.74450	 -0.77764	 0.80582	 0.05360	 0.63473	 0.43255	 0.82709	 -0.82097	 305.84889	 0.00000 	 0.11048
	 0.65266	 -0.54070	 0.76529	 0.37679	 0.38796	 -0.80790	 0.82496	 -0.09680	 356.41746	 0.00976 	 3.37287
	 0.50842	 -0.58022	 0.92512	 0.76763	 0.66783	 0.15449	 0.91554	 -0.82505	 389.50457	 0.00000 	 0.00000
	 0.65266	 -0.58275	 0.80645	 0.37680	 0.62674	 -0.70625	 0.82722	 -0.82717	 306.11736	 -0.00000 	 0.28641
	 0.64134	 -0.23751	 0.84184	 0.36296	 0.62784	 -0.26780	 0.75504	 -0.76735	 404.59146	 0.00000 	 0.00000
	 0.47729	 -0.56121	 0.93619	 0.38432	 0.40335	 0.23208	 0.82238	 -0.82717	 306.11736	 0.00000 	 0.83729
	 0.74461	 -0.36876	 0.84576	 0.21079	 0.43039	 -0.26672	 0.77234	 -0.41456	 401.58647	 -0.15798 	 7.09239
	 0.52728	 -0.57478	 0.75950	 0.36296	 0.40738	 0.50616	 0.75542	 -0.76735	 338.13844	 0.00003 	 5.05823
	 0.51676	 -0.75680	 0.84714	 0.05544	 0.41298	 -0.29962	 0.82277	 -0.09255	 358.64197	 -0.03114 	 11.58937
	 0.72961	 -0.36292	 0.76247	 0.30140	 0.43357	 0.32990	 0.95764	 -0.75163	 407.92415	 0.00995 	 1.38200
	 0.74436	 -0.34661	 0.80677	 0.02182	 0.42140	 -0.73985	 0.76884	 -0.45106	 306.85387	 0.00000 	 0.14424
	 0.64634	 -0.26517	 0.75873	 0.20942	 0.40731	 0.45642	 0.91983	 -0.42674	 362.86738	 0.00999 	 3.40613
	 0.65595	 -0.77590	 0.84570	 0.38432	 0.62308	 0.32510	 0.82242	 -0.09146	 362.65037	 -0.05727 	 5.88066
