xs-	ys-	xs+	ys+	theta	
	 0.46278	 -0.68322	 0.90261	 0.79959	 0.00000 	 9999.00000 	 2.69589
	 0.58543	 -0.78029	 0.89039	 0.55185	 -0.15315 	 556.26718 	 0.91216
	 0.39840	 -0.87611	 0.83025	 0.32851	 0.00000 	 9999.00000 	 2.69589
	 0.63172	 -0.02030	 0.79429	 0.53917	 0.00748 	 376.29823 	 0.97187
	 0.67855	 -0.75098	 0.87937	 0.71370	 -0.29255 	 545.65098 	 0.83039
	 0.73948	 -0.07772	 0.87467	 0.52330	 0.00000 	 9999.00000 	 2.69589
	 0.44762	 -0.31972	 0.98597	 0.06523	 0.00000 	 9999.00000 	 2.69589
	 0.73018	 -0.74928	 0.94721	 0.64450	 -0.37094 	 522.77121 	 0.78136
	 0.42182	 -0.77657	 0.95591	 0.65702	 -0.10659 	 545.62826 	 0.93693
	 0.54954	 -0.81591	 0.83357	 0.36083	 0.00000 	 9999.00000 	 2.69589
	 0.74106	 -0.60196	 0.79472	 0.31282	 -0.18475 	 549.70277 	 0.89288
	 0.49770	 -0.09551	 0.97155	 0.85686	 0.00000 	 9999.00000 	 2.69589
	 0.51199	 -0.76200	 0.81971	 0.86995	 0.00000 	 9999.00000 	 2.69589
	 0.49298	 -0.06033	 0.88007	 0.10289	 0.00000 	 9999.00000 	 2.69589
	 0.55183	 -0.85382	 0.95629	 0.59514	 -0.11914 	 528.89125 	 0.92673
	 0.54915	 -0.64279	 0.91396	 0.03347	 -0.14443 	 545.95336 	 0.91531
	 0.73847	 -0.72045	 0.83810	 0.58124	 -0.23373 	 531.50473 	 0.86154
	 0.47483	 -0.27290	 0.96340	 0.71580	 0.00000 	 9999.00000 	 2.69589
	 0.51000	 -0.42897	 0.75943	 0.53530	 0.00779 	 410.46553 	 0.97819
	 0.58430	 -0.88657	 0.91703	 0.47739	 -0.15581 	 532.82320 	 0.90643
	 0.55425	 -0.88095	 0.78410	 0.45558	 0.00000 	 9999.00000 	 2.69589
	 0.49718	 -0.51271	 0.86642	 0.08996	 0.00000 	 9999.00000 	 2.69589
	 0.69126	 -0.42253	 0.78511	 0.40285	 0.00000 	 9999.00000 	 2.69589
	 0.39630	 -0.26627	 0.78405	 0.48225	 0.00848 	 383.33242 	 0.97371
	 0.67124	 -0.15821	 0.83016	 0.26920	 0.00000 	 9999.00000 	 2.69589
	 0.49955	 -0.05657	 0.92183	 0.56061	 0.00000 	 9999.00000 	 2.69589
	 0.66552	 -0.04909	 0.80243	 0.38409	 0.00000 	 9999.00000 	 2.69589
	 0.40860	 -0.31492	 0.84571	 0.17689	 0.00000 	 9999.00000 	 2.69589
	 0.48904	 -0.41778	 0.76054	 0.20539	 0.00000 	 9999.00000 	 2.69589
	 0.72953	 -0.07545	 0.86217	 0.35898	 0.00000 	 9999.00000 	 2.69589
