Test : Start of hold value,"100.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"8.40000","1.27564","0.78057","29.04523","0.00068","6.84653"
"8.50000","1.27657","0.78774","29.04523","0.00069","6.90944"
"8.60000","1.27742","0.79654","29.04523","0.00070","6.98662"
"8.70000","1.27831","0.76406","29.04523","0.00071","6.70177"
"8.80000","1.27917","0.71269","29.04523","0.00072","6.25114"
"8.90000","1.27992","0.65788","29.04523","0.00072","5.77037"
"9.00000","1.28075","0.63416","29.06344","0.00073","5.56234"
"9.10000","1.28154","0.61093","29.06344","0.00074","5.35860"
"9.20000","1.28235","0.61932","29.06344","0.00075","5.43224"
"9.30000","1.28320","0.63503","29.06344","0.00076","5.57001"
"9.40000","1.28406","0.63196","29.06344","0.00076","5.54307"
"9.50000","1.28491","0.62090","29.06344","0.00077","5.44609"
"9.60000","1.28581","0.62132","29.10242","0.00078","5.44978"
"9.70000","1.28668","0.59833","29.10242","0.00079","5.24807"
"9.80000","1.28749","0.56708","29.10242","0.00080","4.97401"
"9.90000","1.28824","0.54551","29.10242","0.00080","4.78477"
"10.00000","1.28903","0.50664","29.10242","0.00081","4.44386"
"10.10000","1.28986","0.48508","29.10242","0.00082","4.25473"
"10.20000","1.29070","0.46787","29.10214","0.00083","4.10380"
"10.30000","1.29152","0.45502","29.10214","0.00084","3.99105"
"10.40000","1.29237","0.44394","29.10214","0.00085","3.89392"
"10.50000","1.29326","0.45840","29.10214","0.00085","4.02073"
"10.60000","1.29418","0.49094","29.10214","0.00086","4.30616"
"10.70000","1.29504","0.52221","29.10214","0.00087","4.58043"
"10.80000","1.29583","0.55502","29.07356","0.00088","4.86816"
"10.90000","1.29657","0.56980","29.07356","0.00089","4.99782"
"11.00000","1.29735","0.58083","29.07356","0.00089","5.09455"
"11.10000","1.29816","0.58334","29.07356","0.00090","5.11664"
