Test : Start of hold value,"100.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"0.00000","1.99937","0.45540","29.40417","0.00000","3.99445"
"0.10000","1.99934","0.44563","29.40417","0.00000","3.90873"
"0.20000","1.99940","0.45535","29.40417","0.00000","3.99395"
"0.30000","1.99954","0.46551","29.40417","0.00000","4.08307"
"0.40000","1.99999","0.48859","29.40417","0.00001","4.28557"
"0.50000","2.00242","0.51634","29.41648","0.00003","4.52889"
"0.60000","2.00377","0.52508","29.41648","0.00004","4.60564"
"0.70000","2.00437","0.51207","29.41648","0.00005","4.49148"
"0.80000","2.00514","0.51582","29.41648","0.00006","4.52440"
"0.90000","2.00607","0.49838","29.41648","0.00007","4.37136"
"1.00000","2.00686","0.47201","29.45244","0.00007","4.14009"
"1.10000","2.00764","0.45021","29.45244","0.00008","3.94893"
"1.20000","2.00845","0.43139","29.45244","0.00009","3.78386"
"1.30000","2.00928","0.41309","29.45244","0.00010","3.62331"
"1.40000","2.01018","0.40473","29.45244","0.00011","3.55001"
"1.50000","2.01106","0.39565","29.45244","0.00011","3.47033"
"1.60000","2.01193","0.39418","29.50458","0.00012","3.45741"
"1.70000","2.01275","0.38804","29.50458","0.00013","3.40361"
"1.80000","2.01357","0.41182","29.50458","0.00014","3.61214"
"1.90000","2.01437","0.41986","29.50458","0.00015","3.68269"
"2.00000","2.01514","0.43158","29.50458","0.00015","3.78548"
"2.10000","2.01597","0.43401","29.50458","0.00016","3.80682"
"2.20000","2.01678","0.42470","29.51812","0.00017","3.72510"
"2.30000","2.01763","0.41856","29.51812","0.00018","3.67128"
"2.40000","2.01850","0.40195","29.51812","0.00019","3.52563"
"2.50000","2.01941","0.38534","29.51812","0.00020","3.37992"
"2.60000","2.02033","0.38648","29.51812","0.00021","3.38991"
"2.70000","2.02113","0.39651","29.51043","0.00021","3.47789"
"2.80000","2.02189","0.40627","29.51043","0.00022","3.56352"
"2.90000","2.02266","0.43493","29.51043","0.00023","3.81491"
"3.00000","2.02348","0.46413","29.51043","0.00024","4.07097"
"3.10000","2.02430","0.50379","29.51043","0.00024","4.41888"
"3.20000","2.02513","0.54140","29.51043","0.00025","4.74871"
"3.30000","2.02599","0.57605","29.48712","0.00026","5.05266"
"3.40000","2.02691","0.59533","29.48712","0.00027","5.22181"
"3.50000","2.02780","0.59714","29.48712","0.00028","5.23768"
"3.60000","2.02865","0.58561","29.48712","0.00029","5.13650"
"3.70000","2.02945","0.57414","29.48712","0.00029","5.03589"
"3.80000","2.03020","0.57790","29.47246","0.00030","5.06888"
"3.90000","2.03095","0.57740","29.47246","0.00031","5.06446"
"4.00000","2.03178","0.59170","29.47246","0.00032","5.18993"
"4.10000","2.03257","0.62377","29.47246","0.00033","5.47122"
"4.20000","2.03341","0.64237","29.47246","0.00033","5.63440"
"4.30000","2.03429","0.68952","29.47246","0.00034","6.04795"
"4.40000","2.03520","0.72505","29.47598","0.00035","6.35962"
"4.50000","2.03609","0.74333","29.47598","0.00036","6.51994"
"4.60000","2.03697","0.76496","29.47598","0.00037","6.70963"
"4.70000","2.03778","0.72755","29.47598","0.00038","6.38153"
"4.80000","2.03851","0.66574","29.47598","0.00038","5.83933"
"4.90000","2.03925","0.62819","29.51067","0.00039","5.50995"
"5.00000","2.04006","0.59904","29.51067","0.00040","5.25435"
"5.10000","2.04090","0.58706","29.51067","0.00041","5.14921"
"5.20000","2.04173","0.57816","29.51067","0.00041","5.07117"
