xs-	ys-	xs+	ys+	theta	
	 0.73188	 -0.37785	 0.99493	 0.55540	 -0.60029
	 0.73190	 -0.39314	 0.99491	 0.66949	 -0.60049
	 0.72006	 -0.38922	 0.99490	 0.61975	 -0.41289
	 0.73191	 -0.38114	 0.99477	 0.62942	 -0.60038
	 0.73620	 -0.38966	 0.99478	 0.66851	 -0.58130
	 0.73188	 -0.38160	 0.99493	 0.63352	 -0.60069
	 0.73188	 -0.39275	 0.99498	 0.67338	 -0.60065
	 0.73190	 -0.39291	 0.99139	 0.58869	 -0.59598
	 0.73702	 -0.39320	 0.95935	 0.63299	 -0.54255
	 0.73190	 -0.39072	 0.99451	 0.64647	 -0.60017
	 0.73184	 -0.38114	 0.99484	 0.60952	 -0.60066
	 0.71728	 -0.39072	 0.99453	 0.62161	 -0.37567
	 0.72369	 -0.39421	 0.99452	 0.62877	 -0.46308
	 0.72079	 -0.39072	 0.99485	 0.62155	 -0.42678
	 0.73188	 -0.37785	 0.99493	 0.66961	 -0.60027
	 0.68272	 -0.39291	 0.99494	 0.66462	 -0.20359
	 0.73190	 -0.45682	 0.99492	 0.67479	 -0.57493
	 0.73188	 -0.39309	 0.99481	 0.66961	 -0.60040
	 0.72398	 -0.38114	 0.99484	 0.60952	 -0.45322
	 0.73190	 -0.38114	 0.99478	 0.63242	 -0.60041
	 0.73188	 -0.39012	 0.99493	 0.66961	 -0.60078
	 0.73190	 -0.39275	 0.99499	 0.59246	 -0.60059
	 0.73190	 -0.39275	 0.99498	 0.59246	 -0.60057
	 0.73190	 -0.39314	 0.99491	 0.64750	 -0.60047
	 0.73190	 -0.39314	 0.99491	 0.66949	 -0.60049
	 0.70770	 -0.39275	 0.99498	 0.59246	 -0.30404
	 0.73191	 -0.38114	 0.99477	 0.62841	 -0.60038
	 0.73188	 -0.39275	 0.99498	 0.67338	 -0.60065
	 0.71726	 -0.39291	 0.99497	 0.66961	 -0.37731
	 0.73190	 -0.41404	 0.96554	 0.62150	 -0.55436
	 0.73190	 -0.39275	 0.99498	 0.59246	 -0.60057
	 0.73190	 -0.39275	 0.99498	 0.59246	 -0.60057
	 0.73183	 -0.38922	 0.98781	 0.61975	 -0.59187
	 0.73208	 -0.38114	 0.99487	 0.62870	 -0.60001
	 0.73182	 -0.37828	 0.99484	 0.64707	 -0.60042
	 0.73188	 -0.39012	 0.99498	 0.66961	 -0.60085
	 0.72888	 -0.38179	 0.99496	 0.61955	 -0.54182
	 0.73184	 -0.38114	 0.99492	 0.62890	 -0.60075
	 0.73190	 -0.39292	 0.99494	 0.62150	 -0.60053
	 0.74182	 -0.39313	 0.99493	 0.66961	 0.00000
	 0.73188	 -0.39314	 0.99490	 0.67211	 -0.60052
	 0.73191	 -0.39361	 0.99493	 0.63038	 -0.60044
	 0.73885	 -0.39012	 0.99493	 0.66961	 -0.55952
	 0.73184	 -0.38114	 0.99484	 0.60144	 -0.60066
	 0.73188	 -0.39275	 0.99498	 0.67338	 -0.60065
	 0.73191	 -0.39314	 0.99494	 0.63155	 -0.60050
	 0.73183	 -0.39291	 0.99494	 0.66819	 -0.60064
	 0.73190	 -0.38114	 0.99488	 0.62906	 -0.60052
	 0.73184	 -0.39245	 0.99483	 0.60144	 -0.60051
	 0.73190	 -0.38144	 0.99499	 0.59246	 -0.60068
	 0.71259	 -0.39291	 0.99493	 0.70517	 -0.34135
	 0.73188	 -0.39291	 0.98512	 0.62274	 -0.58789
	 0.73652	 -0.39291	 0.99494	 0.66855	 -0.58075
	 0.73190	 -0.39291	 0.99494	 0.66898	 -0.60056
	 0.73190	 -0.38922	 0.99490	 0.63922	 -0.60073
	 0.73184	 -0.38114	 0.99484	 0.57431	 -0.60066
	 0.73288	 -0.38114	 0.96670	 0.57431	 -0.56340
	 0.73190	 -0.38922	 0.99490	 0.61975	 -0.60072
	 0.73188	 -0.39008	 0.99490	 0.66961	 -0.60074
	 0.73190	 -0.38926	 0.99493	 0.57761	 -0.60075
	 0.73184	 -0.38114	 0.99484	 0.62870	 -0.60065
	 0.73188	 -0.39012	 0.99494	 0.71858	 -0.60081
	 0.71837	 -0.43189	 0.99498	 0.58641	 -0.42863
	 0.73190	 -0.39012	 0.99499	 0.67566	 -0.60082
	 0.73184	 -0.38114	 0.99484	 0.65117	 -0.60066
	 0.73188	 -0.39275	 0.99498	 0.57551	 -0.60059
	 0.73190	 -0.38899	 0.98744	 0.59363	 -0.59129
	 0.73190	 -0.38167	 0.99490	 0.63805	 -0.60059
	 0.73190	 -0.39275	 0.99491	 0.58721	 -0.60049
	 0.73190	 -0.44546	 0.99498	 0.62500	 -0.58121
	 0.74457	 -0.39291	 0.99494	 0.66900	 -0.50254
	 0.73188	 -0.29353	 0.99493	 0.66959	 0.00000
	 0.73184	 -0.38114	 0.99112	 0.62890	 -0.59614
	 0.73188	 -0.39275	 0.99498	 0.67338	 -0.60065
	 0.72451	 -0.38114	 0.99484	 0.60144	 -0.46571
	 0.73188	 -0.38160	 0.99493	 0.63352	 -0.60069
	 0.73190	 -0.38144	 0.99498	 0.66905	 -0.60068
	 0.72992	 -0.39012	 0.99499	 0.59302	 -0.57389
	 0.73184	 -0.38114	 0.99484	 0.62711	 -0.60066
	 0.73190	 -0.42600	 0.99499	 0.59404	 -0.59086
	 0.73184	 -0.38088	 0.99484	 0.60144	 -0.60064
	 0.73190	 -0.39317	 0.97900	 0.66961	 -0.57996
	 0.73184	 -0.39327	 0.99484	 0.59248	 -0.60043
	 0.73189	 -0.38062	 0.99498	 0.57429	 -0.60062
	 0.73188	 -0.39314	 0.99490	 0.67211	 -0.60052
	 0.73188	 -0.39012	 0.99493	 0.62489	 -0.60076
	 0.73184	 -0.38114	 0.98253	 0.57879	 -0.58547
	 0.73184	 -0.38114	 0.99484	 0.60505	 -0.60066
	 0.73190	 -0.38906	 0.99498	 0.66693	 -0.60085
	 0.73188	 -0.39291	 0.99489	 0.63949	 -0.60050
	 0.70806	 -0.44179	 0.99492	 0.66956	 -0.34611
	 0.73188	 -0.39012	 0.99493	 0.62895	 -0.60076
	 0.73188	 -0.38160	 0.99493	 0.62504	 -0.60069
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.73184	 -0.38114	 0.98588	 0.60075	 -0.58965
	 0.73183	 -0.39291	 0.99494	 0.66819	 -0.60064
	 0.73184	 -0.34685	 0.97005	 0.61974	 -0.55080
	 0.73189	 -0.38922	 0.99492	 0.63107	 -0.60076
	 0.73720	 -0.38160	 0.99493	 0.67298	 -0.56869
	 0.73879	 -0.39012	 0.99444	 0.63090	 -0.55983
	 0.73184	 -0.38114	 0.99484	 0.60144	 -0.60066
	 0.73184	 -0.38114	 0.99484	 0.65117	 -0.60066
	 0.73188	 -0.39012	 0.99496	 0.70534	 -0.60083
	 0.73190	 -0.38926	 0.99493	 0.59084	 -0.60075
	 0.73188	 -0.38413	 0.99489	 0.66819	 -0.60078
	 0.73190	 -0.38961	 0.99493	 0.62821	 -0.60076
	 0.73190	 -0.38922	 0.99490	 0.61975	 -0.60072
	 0.73188	 -0.38160	 0.99494	 0.63352	 -0.60070
	 0.73184	 -0.45859	 0.99484	 0.57434	 -0.57342
	 0.73188	 -0.39012	 0.99493	 0.66961	 -0.60078
	 0.73188	 -0.39012	 0.99499	 0.68145	 -0.60086
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38114	 0.99493	 0.68008	 -0.60065
	 0.73184	 -0.39012	 0.99485	 0.69647	 -0.60075
	 0.73184	 -0.38185	 0.99484	 0.68302	 -0.60070
	 0.73188	 -0.38941	 0.99494	 0.59388	 -0.60079
	 0.73190	 -0.38144	 0.99499	 0.59246	 -0.60068
	 0.73188	 -0.38160	 0.99493	 0.63352	 -0.60069
	 0.73190	 -0.38922	 0.99490	 0.62158	 -0.60072
	 0.74129	 -0.38922	 0.99108	 0.61975	 -0.53270
	 0.73188	 -0.39020	 0.99493	 0.62489	 -0.60076
	 0.73188	 -0.38152	 0.99493	 0.62504	 -0.60068
	 0.73188	 -0.38160	 0.99493	 0.63352	 -0.60069
	 0.73188	 -0.39012	 0.99493	 0.62489	 -0.60076
	 0.73190	 -0.40745	 0.99366	 0.66905	 -0.59608
	 0.73190	 -0.38111	 0.99498	 0.66693	 -0.60065
	 0.73184	 -0.45701	 0.99489	 0.61521	 -0.57449
	 0.71054	 -0.38114	 0.99485	 0.63917	 -0.32203
	 0.73190	 -0.49561	 0.99493	 0.67566	 -0.55223
	 0.73188	 -0.33718	 0.99499	 0.66961	 -0.54054
	 0.73184	 -0.39275	 0.98846	 0.67338	 -0.59237
	 0.73188	 -0.38114	 0.96267	 0.62890	 -0.55993
	 0.73188	 -0.39012	 0.99493	 0.66961	 -0.60078
	 0.73188	 -0.39012	 0.99498	 0.67092	 -0.60085
	 0.73442	 -0.39012	 0.99499	 0.64571	 -0.59251
	 0.73190	 -0.43543	 0.99498	 0.66708	 -0.58651
	 0.73188	 -0.35350	 0.99499	 0.70220	 -0.56783
	 0.73188	 -0.39012	 0.99496	 0.69140	 -0.60083
	 0.73188	 -0.40691	 0.99498	 0.66890	 -0.59800
	 0.71760	 -0.39012	 0.99499	 0.70534	 -0.38946
	 0.73189	 -0.38922	 0.99498	 0.63107	 -0.60084
	 0.73190	 -0.39012	 0.99492	 0.69569	 -0.60075
	 0.73190	 -0.38961	 0.99499	 0.58486	 -0.60080
	 0.73750	 -0.38906	 0.99493	 0.66693	 -0.57099
	 0.73188	 -0.43127	 0.99493	 0.62489	 -0.58836
	 0.73188	 -0.39012	 0.99493	 0.71698	 -0.60080
	 0.73188	 -0.38418	 0.99493	 0.62489	 -0.60083
	 0.73190	 -0.38926	 0.99493	 0.57761	 -0.60075
	 0.73188	 -0.39012	 0.99499	 0.58662	 -0.60082
	 0.73190	 -0.38906	 0.99492	 0.66965	 -0.60078
	 0.73188	 -0.39012	 0.99495	 0.66961	 -0.60081
	 0.73605	 -0.39012	 0.99499	 0.68145	 -0.58272
	 0.70419	 -0.39012	 0.99494	 0.71858	 -0.29076
	 0.73188	 -0.39012	 0.99498	 0.66961	 -0.60085
	 0.71160	 -0.39012	 0.99494	 0.66961	 -0.32637
	 0.73188	 -0.38624	 0.99119	 0.60491	 -0.59623
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73824	 -0.38961	 0.99493	 0.62821	 -0.56489
	 0.73190	 -0.39012	 0.99499	 0.67566	 -0.60082
	 0.73188	 -0.39020	 0.99493	 0.62028	 -0.60076
	 0.73188	 -0.33822	 0.99493	 0.62489	 -0.54166
	 0.73188	 -0.39012	 0.99493	 0.74104	 -0.60081
	 0.73188	 -0.39012	 0.99498	 0.67092	 -0.60085
	 0.73188	 -0.37938	 0.99497	 0.66961	 -0.60051
	 0.73188	 -0.39012	 0.99496	 0.62489	 -0.60080
	 0.73188	 -0.38941	 0.99494	 0.59388	 -0.60079
	 0.73184	 -0.38185	 0.99484	 0.68302	 -0.60070
	 0.71749	 -0.38941	 0.99494	 0.59388	 -0.38978
	 0.73188	 -0.39012	 0.99496	 0.66964	 -0.60082
	 0.73188	 -0.38453	 0.99493	 0.66887	 -0.60084
	 0.73188	 -0.38177	 0.99493	 0.62624	 -0.60070
	 0.73188	 -0.38995	 0.99498	 0.66841	 -0.60086
	 0.73188	 -0.38389	 0.99489	 0.66818	 -0.60077
	 0.72856	 -0.39036	 0.99496	 0.67990	 -0.53539
	 0.74115	 -0.39516	 0.99251	 0.72915	 -0.53950
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.71196	 -0.38453	 0.99499	 0.66890	 -0.33699
	 0.69895	 -0.38453	 0.99500	 0.66890	 -0.26264
	 0.73188	 -0.39012	 0.99496	 0.69794	 -0.60083
	 0.73188	 -0.39012	 0.99493	 0.74104	 -0.60081
	 0.73188	 -0.39012	 0.99499	 0.61350	 -0.60083
	 0.71728	 -0.39012	 0.99498	 0.67088	 -0.37533
	 0.73188	 -0.39012	 0.99493	 0.71698	 -0.60080
	 0.70058	 -0.39012	 0.99498	 0.67092	 -0.26504
	 0.73190	 -0.38906	 0.98829	 0.66693	 -0.59243
	 0.73188	 -0.39012	 0.99496	 0.62489	 -0.60080
	 0.73189	 -0.38922	 0.99498	 0.64811	 -0.60085
	 0.73188	 -0.39012	 0.98426	 0.69011	 -0.58721
	 0.73188	 -0.38436	 0.99499	 0.62489	 -0.60090
	 0.73188	 -0.38993	 0.99496	 0.63896	 -0.60081
	 0.73188	 -0.38453	 0.99497	 0.66890	 -0.60089
	 0.73188	 -0.39012	 0.99498	 0.67092	 -0.60085
	 0.73190	 -0.39881	 0.99499	 0.66819	 -0.59983
	 0.73188	 -0.38443	 0.99489	 0.67566	 -0.60080
	 0.73188	 -0.39012	 0.99499	 0.68145	 -0.60086
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.73188	 -0.39012	 0.99496	 0.70534	 -0.60083
	 0.73997	 -0.39032	 0.99493	 0.66156	 -0.54884
	 0.73188	 -0.38361	 0.99494	 0.65602	 -0.60082
	 0.73188	 -0.39012	 0.99499	 0.64787	 -0.60084
	 0.73188	 -0.38995	 0.99498	 0.69261	 -0.60087
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.45004	 0.99498	 0.66885	 -0.57877
	 0.73188	 -0.39012	 0.99498	 0.60551	 -0.60082
	 0.73188	 -0.39012	 0.99493	 0.66961	 -0.60078
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.68537	 -0.39765	 0.99495	 0.66961	 -0.21865
	 0.73190	 -0.38961	 0.99499	 0.58486	 -0.60080
	 0.73188	 -0.38453	 0.98723	 0.66890	 -0.59131
	 0.73190	 -0.39012	 0.99499	 0.67566	 -0.60082
	 0.73190	 -0.38906	 0.99498	 0.66693	 -0.60085
	 0.67282	 -0.38457	 0.99493	 0.67092	 -0.17605
	 0.73188	 -0.44666	 0.99498	 0.58562	 -0.58044
	 0.73808	 -0.39012	 0.97281	 0.66965	 -0.54862
	 0.73188	 -0.38995	 0.99493	 0.66838	 -0.60079
	 0.73410	 -0.46112	 0.99499	 0.61350	 -0.57768
	 0.73188	 -0.39012	 0.99289	 0.66961	 -0.59823
	 0.73188	 -0.38441	 0.99498	 0.67092	 -0.60091
	 0.73188	 -0.39023	 0.99493	 0.70505	 -0.60079
	 0.73188	 -0.39012	 0.99497	 0.66866	 -0.60083
	 0.73188	 -0.38453	 0.99499	 0.67993	 -0.60091
	 0.73188	 -0.38453	 0.98784	 0.66890	 -0.59207
	 0.73792	 -0.38453	 0.99493	 0.66890	 -0.56423
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.74050	 -0.38453	 0.99499	 0.66890	 -0.53887
	 0.72555	 -0.38453	 0.99497	 0.63864	 -0.47812
	 0.72549	 -0.38995	 0.99498	 0.66122	 -0.48199
	 0.73188	 -0.38436	 0.99499	 0.55272	 -0.60089
	 0.73666	 -0.39012	 0.99499	 0.64787	 -0.57843
	 0.73188	 -0.39012	 0.99356	 0.66961	 -0.59906
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60092
	 0.72107	 -0.40834	 0.99499	 0.66087	 -0.43737
	 0.73188	 -0.38995	 0.99499	 0.71221	 -0.60088
	 0.73965	 -0.39012	 0.99499	 0.61350	 -0.55189
	 0.73188	 -0.37744	 0.99498	 0.67092	 -0.60028
	 0.73188	 -0.42165	 0.99499	 0.66887	 -0.59286
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38995	 0.99498	 0.67666	 -0.60086
	 0.73766	 -0.38995	 0.99046	 0.69261	 -0.56660
	 0.72621	 -0.39012	 0.99498	 0.67092	 -0.49291
	 0.66972	 -0.39012	 0.99498	 0.60551	 -0.17932
	 0.73188	 -0.38608	 0.99459	 0.66967	 -0.60046
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.71656	 -0.39012	 0.99496	 0.71346	 -0.37678
	 0.73188	 -0.39012	 0.99499	 0.64787	 -0.60084
	 0.73188	 -0.39012	 0.99496	 0.69794	 -0.60083
	 0.73188	 -0.38418	 0.98541	 0.62489	 -0.58900
	 0.73188	 -0.47908	 0.99499	 0.66967	 -0.56200
	 0.73188	 -0.38923	 0.99498	 0.62784	 -0.60087
	 0.73189	 -0.39011	 0.99498	 0.67284	 -0.60082
	 0.73189	 -0.39004	 0.99498	 0.67250	 -0.60083
	 0.73386	 -0.38930	 0.99500	 0.62949	 -0.59494
	 0.73188	 -0.38436	 0.99500	 0.62932	 -0.60091
	 0.73188	 -0.39012	 0.99500	 0.62528	 -0.60085
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.41202	 0.99498	 0.66961	 -0.59645
	 0.73188	 -0.38453	 0.99500	 0.61830	 -0.60092
	 0.70994	 -0.38436	 0.99500	 0.62932	 -0.31040
	 0.73188	 -0.38995	 0.99498	 0.66841	 -0.60086
	 0.73579	 -0.38600	 0.99499	 0.68046	 -0.58254
	 0.73188	 -0.31388	 0.99499	 0.63445	 0.00000
	 0.73188	 -0.38453	 0.99493	 0.66887	 -0.60084
	 0.73188	 -0.39012	 0.99498	 0.67092	 -0.60085
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.72538	 -0.39012	 0.99500	 0.72026	 -0.48237
	 0.73188	 -0.38453	 0.99499	 0.70691	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.41706	 0.99497	 0.66890	 -0.59465
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38452	 0.99498	 0.62784	 -0.60090
	 0.73188	 -0.43409	 0.99493	 0.53862	 -0.58680
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.74455	 -0.38923	 0.99498	 0.62784	 -0.49942
	 0.73188	 -0.38441	 0.99498	 0.67092	 -0.60091
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.98034	 0.69706	 -0.58268
	 0.73188	 -0.38995	 0.99499	 0.71221	 -0.60088
	 0.69688	 -0.38608	 0.99499	 0.73597	 -0.24937
	 0.73188	 -0.40874	 0.99499	 0.71221	 -0.59754
	 0.73188	 -0.38453	 0.99436	 0.70925	 -0.60016
	 0.73770	 -0.38453	 0.99499	 0.66890	 -0.56624
	 0.73188	 -0.39012	 0.99498	 0.67092	 -0.60085
	 0.73188	 -0.38453	 0.99493	 0.66890	 -0.60084
	 0.73188	 -0.38995	 0.98937	 0.67405	 -0.59378
	 0.73188	 -0.39012	 0.99498	 0.67092	 -0.60085
	 0.73225	 -0.38453	 0.99499	 0.64580	 -0.59997
	 0.73188	 -0.38436	 0.99437	 0.65844	 -0.60016
	 0.73188	 -0.38436	 0.99499	 0.55272	 -0.60089
	 0.73188	 -0.38436	 0.99499	 0.62932	 -0.60091
	 0.73190	 -0.38906	 0.99498	 0.42000	 -0.60076
	 0.69537	 -0.37098	 0.97089	 0.66890	 -0.22198
	 0.73188	 -0.38442	 0.99493	 0.66912	 -0.60084
	 0.73188	 -0.38452	 0.99498	 0.67070	 -0.60091
	 0.73188	 -0.38441	 0.99498	 0.67092	 -0.60091
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73733	 -0.38436	 0.99499	 0.62489	 -0.56953
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.73188	 -0.38452	 0.99498	 0.69262	 -0.60091
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73641	 -0.38453	 0.99500	 0.54698	 -0.57732
	 0.73188	 -0.38453	 0.99499	 0.67993	 -0.60091
	 0.73188	 -0.38441	 0.99498	 0.66893	 -0.60091
	 0.73188	 -0.30717	 0.99499	 0.67090	 0.00000
	 0.71953	 -0.38453	 0.99500	 0.66890	 -0.39561
	 0.73188	 -0.38453	 0.99470	 0.66890	 -0.60056
	 0.73188	 -0.38453	 0.99499	 0.63360	 -0.60092
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.80224	 -0.60093
	 0.73188	 -0.38995	 0.99499	 0.66841	 -0.60086
	 0.73202	 -0.38453	 0.99500	 0.66890	 -0.60056
	 0.73537	 -0.38483	 0.99090	 0.66890	 -0.58102
	 0.73188	 -0.38995	 0.99498	 0.67184	 -0.60086
	 0.73188	 -0.38452	 0.99498	 0.67553	 -0.60091
	 0.71918	 -0.35483	 0.99498	 0.63103	 -0.37346
	 0.73188	 -0.42166	 0.99500	 0.67495	 -0.59287
	 0.74465	 -0.38453	 0.99499	 0.65404	 -0.49401
	 0.73188	 -0.38453	 0.99499	 0.70691	 -0.60092
	 0.73452	 -0.41863	 0.99499	 0.62968	 -0.59403
	 0.73188	 -0.49943	 0.99499	 0.70654	 -0.55009
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60092
	 0.73620	 -0.38453	 0.98796	 0.66107	 -0.57257
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.73188	 -0.38608	 0.99498	 0.66967	 -0.60094
	 0.73188	 -0.38995	 0.99499	 0.72612	 -0.60089
	 0.73188	 -0.38436	 0.99499	 0.55272	 -0.60089
	 0.72951	 -0.38453	 0.99499	 0.54510	 -0.55224
	 0.73188	 -0.38453	 0.99361	 0.66890	 -0.59923
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38452	 0.99499	 0.64820	 -0.60091
	 0.73188	 -0.38437	 0.99499	 0.55566	 -0.60089
	 0.73188	 -0.38453	 0.97600	 0.66890	 -0.57714
	 0.73188	 -0.38453	 0.99499	 0.71263	 -0.60092
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73239	 -0.43328	 0.99499	 0.77797	 -0.58869
	 0.73188	 -0.36602	 0.99499	 0.58861	 -0.58719
	 0.73188	 -0.38794	 0.98942	 0.72323	 -0.59400
	 0.73188	 -0.38453	 0.98846	 0.61546	 -0.59284
	 0.72896	 -0.38453	 0.99500	 0.67054	 -0.54279
	 0.73188	 -0.38453	 0.99499	 0.71874	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38606	 0.99500	 0.66890	 -0.60095
	 0.73188	 -0.38454	 0.99498	 0.66967	 -0.60091
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99076	 0.71263	 -0.59573
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.73188	 -0.38453	 0.99500	 0.80224	 -0.60094
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73820	 -0.34767	 0.99499	 0.67993	 -0.52871
	 0.73188	 -0.38453	 0.99499	 0.57545	 -0.60091
	 0.73188	 -0.38453	 0.99499	 0.72242	 -0.60093
	 0.73188	 -0.38453	 0.95434	 0.70691	 -0.54858
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60093
	 0.73188	 -0.38453	 0.99298	 0.66890	 -0.59845
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.32739	 0.99500	 0.68539	 -0.53025
	 0.73188	 -0.38453	 0.99499	 0.66338	 -0.60091
	 0.72827	 -0.38453	 0.99499	 0.67996	 -0.53369
	 0.73188	 -0.38453	 0.98981	 0.66887	 -0.59454
	 0.73188	 -0.38453	 0.99499	 0.53032	 -0.60090
	 0.73396	 -0.38453	 0.99499	 0.79878	 -0.59311
	 0.72696	 -0.38612	 0.99498	 0.67092	 -0.50090
	 0.73188	 -0.38437	 0.99499	 0.66967	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.73188	 -0.34220	 0.99499	 0.66967	 -0.54533
	 0.73188	 -0.38453	 0.99499	 0.75996	 -0.60093
	 0.73188	 -0.38453	 0.99499	 0.67155	 -0.60092
	 0.74161	 -0.38453	 0.99499	 0.66830	 0.00000
	 0.73188	 -0.38608	 0.99499	 0.72175	 -0.60095
	 0.73188	 -0.38453	 0.99499	 0.68691	 -0.60091
	 0.69920	 -0.38453	 0.99499	 0.66890	 -0.26246
	 0.73188	 -0.38476	 0.99498	 0.72175	 -0.60092
	 0.73188	 -0.38585	 0.99499	 0.82521	 -0.60098
	 0.73188	 -0.43273	 0.99499	 0.62179	 -0.58773
	 0.73188	 -0.39105	 0.99499	 0.71874	 -0.60082
	 0.73188	 -0.38453	 0.99499	 0.72038	 -0.60093
	 0.73188	 -0.38453	 0.99499	 0.66890	 -0.60092
	 0.72586	 -0.38453	 0.99500	 0.66890	 -0.49078
	 0.73188	 -0.38606	 0.99500	 0.66890	 -0.60095
	 0.74491	 -0.38453	 0.99499	 0.71874	 -0.49116
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.39185	 0.99499	 0.66890	 -0.60074
	 0.73869	 -0.38453	 0.99499	 0.72038	 -0.55686
	 0.73188	 -0.38591	 0.99499	 0.75996	 -0.60097
	 0.73188	 -0.35829	 0.99499	 0.67031	 -0.57131
	 0.73188	 -0.38598	 0.99499	 0.72238	 -0.60096
	 0.73188	 -0.36046	 0.99499	 0.66767	 -0.57273
	 0.73188	 -0.38453	 0.98122	 0.72038	 -0.58379
	 0.73188	 -0.38606	 0.99500	 0.66890	 -0.60095
	 0.73188	 -0.38608	 0.99498	 0.66967	 -0.60094
	 0.73188	 -0.38453	 0.99500	 0.80224	 -0.60094
	 0.69223	 -0.38453	 0.99499	 0.72242	 -0.23606
	 0.72818	 -0.38453	 0.97049	 0.66890	 -0.51060
	 0.73188	 -0.37807	 0.99499	 0.66501	 -0.60038
	 0.73188	 -0.38608	 0.99500	 0.76462	 -0.60097
	 0.73124	 -0.38608	 0.99499	 0.62489	 -0.59504
	 0.73188	 -0.38608	 0.99499	 0.66967	 -0.60095
	 0.73188	 -0.38453	 0.99499	 0.67857	 -0.60092
	 0.73188	 -0.38608	 0.99499	 0.66972	 -0.60095
	 0.73188	 -0.38453	 0.99499	 0.59326	 -0.60091
	 0.73595	 -0.38608	 0.99500	 0.66967	 -0.58149
	 0.73188	 -0.28441	 0.99499	 0.71263	 0.00000
	 0.73188	 -0.38453	 0.99499	 0.80224	 -0.60093
	 0.73188	 -0.38453	 0.99499	 0.71432	 -0.60092
	 0.73188	 -0.38453	 0.99499	 0.67496	 -0.60092
	 0.73188	 -0.38608	 0.99499	 0.71788	 -0.60096
	 0.73188	 -0.38608	 0.99499	 0.67354	 -0.60095
	 0.73188	 -0.38453	 0.99500	 0.66890	 -0.60093
	 0.73188	 -0.38453	 0.99500	 0.80224	 -0.60094
	 0.73696	 -0.38453	 0.99500	 0.66263	 -0.57272
	 0.73188	 -0.38453	 0.99499	 0.72665	 -0.60093
	 0.73188	 -0.36867	 0.99500	 0.71874	 -0.58820
	 0.73325	 -0.38608	 0.99499	 0.66967	 -0.59677
	 0.73188	 -0.38608	 0.99500	 0.67354	 -0.60096
	 0.73188	 -0.38453	 0.99500	 0.80224	 -0.60094
	 0.73188	 -0.38598	 0.99499	 0.72238	 -0.60096
	 0.73188	 -0.37636	 0.99500	 0.80224	 -0.60007
	 0.73188	 -0.38608	 0.99499	 0.66815	 -0.60095
