xs-	ys-	xs+	ys+	theta	
	 0.74217	 -0.50856	 0.98316	 0.59149	 -0.54799
	 0.73888	 -0.52976	 0.98021	 0.61749	 -0.52528
	 0.72823	 -0.48173	 0.97866	 0.02570	 -0.52533
	 0.72620	 -0.51034	 0.97324	 0.00071	 -0.49836
	 0.73363	 -0.50970	 0.98899	 0.59204	 -0.53919
	 0.73722	 -0.47715	 0.98093	 0.00119	 -0.55173
	 0.73836	 -0.46030	 0.99367	 0.00775	 -0.57948
	 0.73727	 -0.47715	 0.98127	 0.00119	 -0.55239
	 0.74263	 -0.50856	 0.98714	 0.58954	 -0.55424
	 0.72808	 -0.50874	 0.98294	 0.65892	 -0.51992
	 0.72843	 -0.37596	 0.98320	 0.36275	 -0.51855
	 0.74173	 -0.50874	 0.98756	 0.62432	 -0.55444
	 0.72962	 -0.50898	 0.99070	 0.62341	 -0.53315
	 0.74389	 -0.46030	 0.98263	 0.05796	 -0.54624
	 0.72740	 -0.46504	 0.98339	 0.59149	 -0.54295
	 0.71741	 -0.50874	 0.99231	 0.67820	 -0.49118
	 0.73363	 -0.52976	 0.98307	 0.59149	 -0.51871
	 0.72986	 -0.50874	 0.96965	 0.71380	 -0.50541
	 0.72826	 -0.50898	 0.98745	 0.66175	 -0.52612
	 0.72951	 -0.50874	 0.99462	 0.65673	 -0.53849
	 0.72811	 -0.59936	 0.98745	 0.55432	 -0.47951
	 0.70394	 -0.49920	 0.98911	 0.66795	 -0.35591
	 0.73722	 -0.47715	 0.98127	 0.00069	 -0.55229
	 0.72811	 -0.47296	 0.98307	 0.58713	 -0.53953
	 0.73721	 -0.47715	 0.98127	 0.55116	 -0.55406
	 0.69303	 -0.58255	 0.98714	 0.05419	 -0.29892
	 0.73034	 -0.50874	 0.99175	 0.59244	 -0.53621
	 0.73412	 -0.50855	 0.98701	 0.65574	 -0.53825
	 0.73841	 -0.49360	 0.98263	 0.03153	 -0.54794
	 0.71982	 -0.46580	 0.97903	 0.62932	 -0.47613
	 0.73312	 -0.37596	 0.98316	 0.59858	 -0.58162
	 0.74231	 -0.45848	 0.98320	 0.32302	 0.00000
	 0.73865	 -0.47702	 0.98296	 0.10965	 -0.55772
	 0.72668	 -0.47309	 0.98137	 0.44088	 -0.53335
	 0.73148	 -0.47296	 0.98307	 0.62438	 -0.54718
	 0.72096	 -0.50898	 0.99070	 0.66151	 -0.51715
	 0.74173	 -0.50874	 0.98353	 0.28854	 -0.54753
	 0.73326	 -0.37596	 0.98740	 0.62094	 -0.58568
	 0.72740	 -0.46504	 0.98118	 0.63197	 -0.54020
	 0.73841	 -0.49618	 0.98263	 0.00684	 -0.54641
	 0.73326	 -0.41960	 0.98320	 0.33011	 -0.57766
	 0.73363	 -0.50970	 0.98899	 0.59204	 -0.53919
	 0.73722	 -0.47715	 0.98093	 0.00119	 -0.55173
	 0.74263	 -0.50856	 0.98714	 0.57429	 -0.55422
	 0.73836	 -0.46030	 0.97822	 0.00775	 -0.55699
	 0.73841	 -0.46030	 0.98263	 0.00684	 -0.56371
	 0.74432	 -0.46030	 0.98263	 0.06746	 0.00000
	 0.73326	 -0.37596	 0.98320	 0.32073	 -0.58142
	 0.73841	 -0.46030	 0.98263	 0.00775	 -0.56371
	 0.72740	 -0.46504	 0.98339	 0.62728	 -0.54314
	 0.72811	 -0.47296	 0.98307	 0.58713	 -0.53953
	 0.73841	 -0.46030	 0.98633	 0.00775	 -0.56913
	 0.74057	 -0.50874	 0.98245	 0.00912	 -0.54337
	 0.72857	 -0.46030	 0.97572	 0.56950	 -0.53742
	 0.73722	 -0.47715	 0.98127	 0.00069	 -0.55229
	 0.73841	 -0.44907	 0.96282	 0.02677	 -0.53748
	 0.68756	 -0.47715	 0.98127	 0.00119	 -0.26854
	 0.73881	 -0.47649	 0.98093	 0.00119	 -0.55464
	 0.73733	 -0.46030	 0.99367	 0.00775	 -0.57971
	 0.73838	 -0.47715	 0.98127	 0.00119	 -0.55430
	 0.72753	 -0.50856	 0.98316	 0.59149	 -0.51896
	 0.74204	 -0.46504	 0.98341	 0.65954	 -0.55799
	 0.73738	 -0.47715	 0.97590	 0.00085	 -0.54367
	 0.74157	 -0.50874	 0.98813	 0.62432	 -0.55517
	 0.73841	 -0.50808	 0.97777	 0.56828	 -0.53316
	 0.74263	 -0.48335	 0.99383	 0.02324	 -0.56737
	 0.73841	 -0.46030	 0.98263	 0.00678	 -0.56371
	 0.73841	 -0.46030	 0.98263	 0.00781	 -0.56371
	 0.74138	 -0.47715	 0.98127	 0.14740	 -0.55549
	 0.73836	 -0.46030	 0.98123	 0.00775	 -0.56159
	 0.74173	 -0.50874	 0.98756	 0.62432	 -0.55444
	 0.73961	 -0.37596	 0.98740	 0.62094	 -0.53651
	 0.74089	 -0.42814	 0.99388	 0.64595	 -0.56389
	 0.70131	 -0.50615	 0.98790	 0.00775	 -0.34839
	 0.73721	 -0.45946	 0.98091	 0.53612	 -0.56210
	 0.73836	 -0.47799	 0.99394	 0.01020	 -0.57389
	 0.73326	 -0.37596	 0.98740	 0.62094	 -0.58568
	 0.73722	 -0.47715	 0.98127	 0.00069	 -0.55229
	 0.73326	 -0.37596	 0.98050	 0.32073	 -0.57839
	 0.73727	 -0.47715	 0.98127	 0.00119	 -0.55239
	 0.74474	 -0.37596	 0.99311	 0.54259	 -0.48470
	 0.74263	 -0.50856	 0.98793	 0.57429	 -0.55538
	 0.73326	 -0.37596	 0.98320	 0.60087	 -0.58109
	 0.73312	 -0.37596	 0.98316	 0.30035	 -0.58194
	 0.74204	 -0.46504	 0.98341	 0.65954	 -0.55799
	 0.72738	 -0.37596	 0.98320	 0.32073	 -0.49766
	 0.74157	 -0.50874	 0.98996	 0.62432	 -0.55801
	 0.73326	 -0.41960	 0.98320	 0.29287	 -0.57755
	 0.73722	 -0.47715	 0.98127	 0.00085	 -0.55229
	 0.73326	 -0.30782	 0.98320	 0.33754	 0.00000
	 0.73326	 -0.37808	 0.98646	 0.28323	 -0.58556
	 0.73841	 -0.45818	 0.98307	 0.00775	 -0.56506
	 0.73326	 -0.37596	 0.98320	 0.33011	 -0.58141
	 0.73841	 -0.46030	 0.98263	 0.00775	 -0.56371
	 0.74217	 -0.50856	 0.98316	 0.59148	 -0.54799
	 0.74263	 -0.50856	 0.98714	 0.58955	 -0.55424
	 0.73881	 -0.47649	 0.98093	 0.00119	 -0.55464
	 0.73841	 -0.46669	 0.96603	 0.00775	 -0.53449
	 0.73865	 -0.47702	 0.98296	 0.10965	 -0.55772
	 0.73841	 -0.46030	 0.98513	 0.02677	 -0.56742
	 0.73842	 -0.47715	 0.98093	 0.02614	 -0.55388
	 0.73721	 -0.46030	 0.98263	 0.00204	 -0.56293
	 0.73724	 -0.35962	 0.99377	 0.00775	 -0.55111
	 0.73846	 -0.46030	 0.97801	 0.00775	 -0.55671
	 0.73841	 -0.45818	 0.98307	 0.00775	 -0.56506
	 0.73326	 -0.37596	 0.95256	 0.22351	 -0.54395
	 0.73326	 -0.37596	 0.98320	 0.33877	 -0.58140
	 0.73626	 -0.37596	 0.98320	 0.35895	 -0.56372
	 0.73312	 -0.37596	 0.98316	 0.30035	 -0.58194
	 0.73841	 -0.46030	 0.98513	 0.02677	 -0.56742
	 0.74089	 -0.43075	 0.98519	 0.64595	 -0.55814
	 0.73836	 -0.51229	 0.99394	 0.01020	 -0.55590
	 0.73841	 -0.46030	 0.98633	 0.00775	 -0.56913
	 0.73733	 -0.46030	 0.99367	 0.00775	 -0.57971
	 0.73874	 -0.45470	 0.98320	 0.60087	 -0.56699
	 0.73289	 -0.38156	 0.96547	 0.00775	 -0.56109
	 0.73326	 -0.37596	 0.98320	 0.45183	 -0.58127
	 0.73841	 -0.46030	 0.98263	 0.00684	 -0.56371
	 0.73326	 -0.41960	 0.98320	 0.33011	 -0.57766
	 0.74204	 -0.41456	 0.98341	 0.65954	 0.00000
	 0.73836	 -0.47799	 0.99394	 0.01020	 -0.57389
	 0.73326	 -0.37596	 0.96843	 0.33011	 -0.56419
	 0.73326	 -0.37596	 0.98638	 0.24188	 -0.58501
	 0.73571	 -0.37596	 0.98740	 0.64684	 -0.57087
	 0.73326	 -0.37596	 0.98320	 0.33011	 -0.58141
	 0.73326	 -0.37596	 0.98153	 0.60087	 -0.57921
	 0.73326	 -0.37596	 0.97697	 0.59137	 -0.57404
	 0.70931	 -0.37596	 0.98740	 0.35030	 -0.30288
	 0.73187	 -0.46030	 0.96383	 0.02677	 -0.52187
	 0.72668	 -0.37596	 0.98740	 0.62094	 -0.48897
	 0.73019	 -0.37808	 0.98646	 0.28011	 -0.56075
	 0.73841	 -0.46030	 0.98263	 0.00389	 -0.56370
	 0.73474	 -0.37596	 0.98331	 0.24349	 -0.57432
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.37596	 0.98320	 0.33011	 -0.58141
	 0.73312	 -0.37596	 0.98316	 0.59858	 -0.58162
	 0.74256	 -0.48335	 0.99267	 0.02324	 -0.56632
	 0.73527	 -0.37596	 0.98316	 0.59858	 -0.57011
	 0.71842	 -0.46030	 0.99367	 0.00775	 -0.46807
	 0.73841	 -0.46030	 0.98263	 0.00775	 -0.56371
	 0.74220	 -0.34439	 0.99350	 0.26911	 0.00000
	 0.73836	 -0.45992	 0.98662	 0.00775	 -0.56968
	 0.73841	 -0.46030	 0.98633	 0.10133	 -0.56928
	 0.73841	 -0.48279	 0.98263	 0.00386	 -0.55373
	 0.73326	 -0.37596	 0.98320	 0.32073	 -0.58142
	 0.74460	 -0.37596	 0.98316	 0.30035	 -0.48342
	 0.73326	 -0.37808	 0.98646	 0.28323	 -0.58556
	 0.73733	 -0.46030	 0.99417	 0.00775	 -0.58044
	 0.74096	 -0.37596	 0.99488	 0.56545	 -0.52651
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.41960	 0.98320	 0.29287	 -0.57755
	 0.73326	 -0.25721	 0.97658	 0.34214	 0.00000
	 0.67665	 -0.41960	 0.97103	 0.33011	 -0.20680
	 0.73326	 -0.37596	 0.98638	 0.24188	 -0.58501
	 0.70880	 -0.41638	 0.98320	 0.33011	 -0.34144
	 0.73733	 -0.38120	 0.99367	 0.00836	 -0.56718
	 0.73312	 -0.37596	 0.98642	 0.61297	 -0.58523
	 0.73326	 -0.37808	 0.98319	 0.26884	 -0.58193
	 0.73326	 -0.43396	 0.98320	 0.36872	 -0.57173
	 0.73313	 -0.37596	 0.98316	 0.29838	 -0.58194
	 0.73312	 -0.39780	 0.98316	 0.61267	 -0.58332
	 0.73326	 -0.37596	 0.98320	 0.31602	 -0.58143
	 0.73326	 -0.37596	 0.98740	 0.62094	 -0.58568
	 0.73326	 -0.37630	 0.98153	 0.60087	 -0.57930
	 0.73326	 -0.37596	 0.98320	 0.25788	 -0.58149
	 0.73836	 -0.46030	 0.99367	 0.00775	 -0.57948
	 0.73326	 -0.37596	 0.98320	 0.33011	 -0.58141
	 0.73326	 -0.37596	 0.98320	 0.32112	 -0.58142
	 0.73326	 -0.37596	 0.98050	 0.30106	 -0.57841
	 0.73326	 -0.37596	 0.98320	 0.33011	 -0.58141
	 0.73326	 -0.37596	 0.98320	 0.62148	 -0.58106
	 0.70499	 -0.37596	 0.99117	 0.59804	 -0.27926
	 0.73836	 -0.45992	 0.98661	 0.61514	 -0.57063
	 0.73954	 -0.41571	 0.98740	 0.02633	 -0.56367
	 0.70107	 -0.37596	 0.98320	 0.37148	 -0.26533
	 0.73326	 -0.37596	 0.97705	 0.32587	 -0.57445
	 0.73326	 -0.37596	 0.97404	 0.59137	 -0.57063
	 0.73326	 -0.37596	 0.98320	 0.35986	 -0.58138
	 0.73326	 -0.37455	 0.98320	 0.60349	 -0.58069
	 0.73326	 -0.42101	 0.98320	 0.32749	 -0.57713
	 0.73841	 -0.46030	 0.98513	 0.02677	 -0.56742
	 0.74198	 -0.37596	 0.98351	 0.33011	 -0.51092
	 0.73340	 -0.45768	 0.98740	 0.63307	 -0.56684
	 0.73823	 -0.37858	 0.96158	 0.02598	 -0.53371
	 0.73326	 -0.37596	 0.98738	 0.62094	 -0.58565
	 0.73326	 -0.37596	 0.99124	 0.62094	 -0.58991
	 0.73326	 -0.37596	 0.98320	 0.33877	 -0.58140
	 0.73313	 -0.37596	 0.98316	 0.29838	 -0.58194
	 0.73326	 -0.37593	 0.98108	 0.28593	 -0.57908
	 0.73551	 -0.37811	 0.99329	 0.60386	 -0.57895
	 0.73809	 -0.37596	 0.98316	 0.30035	 -0.54876
	 0.71751	 -0.37596	 0.98320	 0.60087	 -0.37135
	 0.73326	 -0.37817	 0.98737	 0.28323	 -0.58658
	 0.73326	 -0.37587	 0.98649	 0.68012	 -0.58458
	 0.73326	 -0.37830	 0.98310	 0.59858	 -0.58157
	 0.73313	 -0.32245	 0.98651	 0.28323	 0.00000
	 0.73312	 -0.37596	 0.97764	 0.30035	 -0.57565
	 0.73326	 -0.37808	 0.98646	 0.28323	 -0.58556
	 0.73326	 -0.26443	 0.98646	 0.62612	 0.00000
	 0.70952	 -0.44163	 0.99409	 0.27805	 -0.36054
	 0.71338	 -0.37596	 0.98646	 0.16812	 -0.34197
	 0.73326	 -0.37596	 0.98312	 0.39075	 -0.58125
	 0.73326	 -0.37817	 0.98319	 0.26884	 -0.58195
	 0.73326	 -0.37587	 0.98320	 0.25788	 -0.58147
	 0.73326	 -0.37596	 0.98320	 0.35986	 -0.58138
	 0.73312	 -0.37596	 0.98074	 0.30035	 -0.57921
	 0.73504	 -0.28981	 0.99122	 0.62094	 0.00000
	 0.73326	 -0.37596	 0.98740	 0.61915	 -0.58568
	 0.73312	 -0.37596	 0.98642	 0.61297	 -0.58523
	 0.73326	 -0.37596	 0.95892	 0.24188	 -0.55227
	 0.73312	 -0.37596	 0.98642	 0.61297	 -0.58523
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73312	 -0.37596	 0.98316	 0.59858	 -0.58162
	 0.73326	 -0.37596	 0.97073	 0.32932	 -0.56698
	 0.73326	 -0.42166	 0.98320	 0.32101	 -0.57686
	 0.73326	 -0.37596	 0.98638	 0.24188	 -0.58501
	 0.73813	 -0.36775	 0.98316	 0.29164	 -0.54217
	 0.73312	 -0.39780	 0.98316	 0.61654	 -0.58333
	 0.73312	 -0.37596	 0.98316	 0.27918	 -0.58197
	 0.73479	 -0.41651	 0.98316	 0.59979	 -0.57875
	 0.68749	 -0.37596	 0.98320	 0.25688	 -0.21682
	 0.73473	 -0.37596	 0.98320	 0.32173	 -0.57406
	 0.73326	 -0.37596	 0.98320	 0.45183	 -0.58127
	 0.73326	 -0.37596	 0.98638	 0.24188	 -0.58501
	 0.73326	 -0.37596	 0.98759	 0.24188	 -0.58632
	 0.73326	 -0.37596	 0.98740	 0.62094	 -0.58568
	 0.73326	 -0.37596	 0.98784	 0.62094	 -0.58615
	 0.73326	 -0.37596	 0.99076	 0.62094	 -0.58938
	 0.71065	 -0.37808	 0.98650	 0.31050	 -0.31705
	 0.73326	 -0.37596	 0.98736	 0.63810	 -0.58561
	 0.73326	 -0.37596	 0.98740	 0.66763	 -0.58564
	 0.73326	 -0.37596	 0.98898	 0.17491	 -0.58789
	 0.73326	 -0.37596	 0.98360	 0.62094	 -0.58151
	 0.73326	 -0.37817	 0.98737	 0.24180	 -0.58662
	 0.73326	 -0.37579	 0.98636	 0.24188	 -0.58495
	 0.73326	 -0.37825	 0.98321	 0.26884	 -0.58198
	 0.73326	 -0.37596	 0.98638	 0.24188	 -0.58501
	 0.73326	 -0.37596	 0.98638	 0.21061	 -0.58504
	 0.73326	 -0.37596	 0.98320	 0.32073	 -0.58142
	 0.73326	 -0.37596	 0.99124	 0.62094	 -0.58991
	 0.74370	 -0.44980	 0.98531	 0.61297	 -0.54586
	 0.73326	 -0.37596	 0.98738	 0.62094	 -0.58565
	 0.73326	 -0.37587	 0.98649	 0.68282	 -0.58458
	 0.73312	 -0.37596	 0.98642	 0.66843	 -0.58517
	 0.73312	 -0.34464	 0.98316	 0.59858	 -0.56552
	 0.73326	 -0.37808	 0.97191	 0.32992	 -0.56868
	 0.73312	 -0.37596	 0.98642	 0.61297	 -0.58523
	 0.73326	 -0.37808	 0.98646	 0.23288	 -0.58560
	 0.73326	 -0.37596	 0.99288	 0.57149	 -0.59177
	 0.73326	 -0.37596	 0.98515	 0.64815	 -0.58318
	 0.73326	 -0.37596	 0.98740	 0.68911	 -0.58559
	 0.73344	 -0.41837	 0.98319	 0.26884	 -0.57801
	 0.73312	 -0.42310	 0.98642	 0.61320	 -0.58156
	 0.73312	 -0.37596	 0.98827	 0.27918	 -0.58762
	 0.72061	 -0.39950	 0.98313	 0.58979	 -0.42442
	 0.73326	 -0.37648	 0.98740	 0.29781	 -0.58617
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.70086	 -0.37830	 0.98310	 0.59858	 -0.26379
	 0.70888	 -0.37596	 0.98316	 0.30035	 -0.30149
	 0.73463	 -0.37817	 0.96871	 0.25936	 -0.56003
	 0.73326	 -0.37596	 0.99101	 0.62094	 -0.58966
	 0.73326	 -0.37596	 0.98761	 0.62970	 -0.58589
	 0.73326	 -0.37596	 0.98740	 0.62094	 -0.58568
	 0.71449	 -0.37596	 0.98784	 0.65449	 -0.33635
	 0.73326	 -0.37808	 0.98646	 0.23288	 -0.58560
	 0.71411	 -0.38873	 0.99122	 0.62094	 -0.34871
	 0.72771	 -0.37596	 0.98406	 0.62094	 -0.50848
	 0.73326	 -0.37596	 0.98740	 0.62094	 -0.58568
	 0.73326	 -0.37591	 0.98731	 0.62094	 -0.58555
	 0.73326	 -0.37653	 0.99134	 0.29781	 -0.59053
	 0.73326	 -0.37584	 0.98646	 0.28191	 -0.58501
	 0.73326	 -0.37820	 0.98759	 0.24520	 -0.58687
	 0.73326	 -0.37808	 0.98646	 0.28323	 -0.58556
	 0.73326	 -0.37678	 0.99226	 0.66665	 -0.59127
	 0.73326	 -0.37596	 0.99099	 0.62094	 -0.58963
	 0.69244	 -0.37596	 0.98093	 0.62094	 -0.22167
	 0.73326	 -0.36487	 0.99122	 0.62094	 -0.58522
	 0.73326	 -0.37596	 0.98740	 0.62094	 -0.58568
	 0.73326	 -0.42335	 0.98738	 0.62094	 -0.58291
	 0.73326	 -0.37596	 0.98761	 0.62970	 -0.58589
	 0.73326	 -0.37596	 0.99209	 0.62094	 -0.59085
	 0.74196	 -0.45716	 0.99131	 0.62094	 -0.56500
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73294	 -0.37596	 0.99122	 0.62094	 -0.59146
	 0.73326	 -0.42013	 0.98740	 0.62094	 -0.58405
	 0.73326	 -0.37596	 0.98898	 0.17491	 -0.58789
	 0.74269	 -0.37596	 0.98921	 0.62101	 -0.50532
	 0.73326	 -0.37596	 0.98725	 0.61908	 -0.58551
	 0.73326	 -0.37596	 0.99116	 0.62094	 -0.58982
	 0.73312	 -0.37596	 0.99477	 0.24469	 -0.59480
	 0.73326	 -0.37596	 0.98740	 0.62061	 -0.58568
	 0.73326	 -0.37596	 0.98395	 0.57181	 -0.58195
	 0.72434	 -0.37596	 0.99358	 0.57149	 -0.44711
	 0.73326	 -0.37596	 0.99177	 0.62094	 -0.59050
	 0.69734	 -0.37596	 0.99122	 0.62094	 -0.24064
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.37596	 0.98740	 0.68911	 -0.58559
	 0.73326	 -0.37596	 0.99076	 0.62094	 -0.58938
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.38459	 0.99124	 0.62094	 -0.59216
	 0.73326	 -0.34920	 0.98737	 0.28323	 -0.57303
	 0.72492	 -0.37805	 0.99122	 0.62094	 -0.45878
	 0.73935	 -0.37596	 0.98635	 0.24188	 -0.53923
	 0.73326	 -0.38459	 0.95273	 0.62094	 -0.54452
	 0.73326	 -0.37596	 0.99122	 0.64583	 -0.58986
	 0.73832	 -0.37596	 0.99177	 0.62094	 -0.55175
	 0.73696	 -0.37653	 0.99134	 0.27126	 -0.56513
	 0.73326	 -0.40773	 0.99209	 0.68968	 -0.59347
	 0.73188	 -0.37596	 0.99209	 0.62094	 -0.59664
	 0.73326	 -0.37596	 0.99194	 0.62094	 -0.59068
	 0.73326	 -0.40375	 0.98212	 0.62094	 -0.58108
	 0.73326	 -0.37596	 0.98761	 0.62970	 -0.58589
	 0.73326	 -0.37596	 0.97460	 0.63629	 -0.57123
	 0.73326	 -0.37596	 0.99124	 0.65185	 -0.58988
	 0.73326	 -0.38489	 0.99207	 0.62094	 -0.59317
	 0.73326	 -0.37596	 0.99099	 0.62094	 -0.58963
	 0.73326	 -0.38459	 0.98733	 0.62094	 -0.58759
	 0.73528	 -0.37596	 0.99477	 0.24469	 -0.58123
	 0.73312	 -0.37596	 0.99477	 0.24469	 -0.59480
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.37817	 0.98737	 0.28974	 -0.58658
	 0.73326	 -0.43332	 0.99226	 0.66665	 -0.58590
	 0.74461	 -0.27521	 0.99288	 0.66274	 0.00000
	 0.73326	 -0.37595	 0.99451	 0.57539	 -0.59353
	 0.73504	 -0.41176	 0.99101	 0.62094	 -0.58852
	 0.74023	 -0.37596	 0.99288	 0.57149	 -0.53326
	 0.73326	 -0.37596	 0.99157	 0.62970	 -0.59026
	 0.73326	 -0.37596	 0.98726	 0.62094	 -0.58552
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73382	 -0.37596	 0.98566	 0.62061	 -0.58111
	 0.73326	 -0.37596	 0.99177	 0.59630	 -0.59053
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.72468	 -0.37651	 0.99076	 0.29094	 -0.45999
	 0.73326	 -0.37597	 0.99134	 0.62781	 -0.59001
	 0.73326	 -0.37810	 0.98716	 0.57166	 -0.58606
	 0.73326	 -0.37645	 0.99098	 0.38081	 -0.59003
	 0.74177	 -0.41927	 0.99122	 0.60738	 -0.54974
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.51015	 0.98709	 0.62094	 -0.53536
	 0.73294	 -0.37596	 0.96308	 0.62094	 -0.55831
	 0.73294	 -0.37596	 0.98709	 0.31497	 -0.58705
	 0.74241	 -0.37596	 0.99117	 0.58515	 0.00000
	 0.73947	 -0.37596	 0.99122	 0.62086	 -0.54013
	 0.73326	 -0.40773	 0.99209	 0.68976	 -0.59347
	 0.73326	 -0.37596	 0.99117	 0.25338	 -0.59025
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.73892	 -0.37596	 0.98101	 0.62094	 -0.53902
	 0.71769	 -0.37653	 0.99134	 0.29781	 -0.37945
	 0.73326	 -0.37596	 0.99477	 0.24469	 -0.59410
	 0.70633	 -0.34645	 0.99116	 0.62094	 -0.27092
	 0.73326	 -0.37674	 0.99226	 0.66665	 -0.59125
	 0.74188	 -0.37599	 0.99209	 0.62094	 0.00000
	 0.73326	 -0.38256	 0.99225	 0.62094	 -0.59290
	 0.73326	 -0.37596	 0.99124	 0.62094	 -0.58991
	 0.73294	 -0.37596	 0.99122	 0.62094	 -0.59146
	 0.73326	 -0.37595	 0.97780	 0.57539	 -0.57501
	 0.73326	 -0.37596	 0.99449	 0.57122	 -0.59351
	 0.73326	 -0.37595	 0.99291	 0.57566	 -0.59179
	 0.73326	 -0.37596	 0.98631	 0.62094	 -0.58448
	 0.73188	 -0.35992	 0.99209	 0.62094	 -0.56971
	 0.73326	 -0.37653	 0.99134	 0.30794	 -0.59052
	 0.73326	 -0.38459	 0.99124	 0.61081	 -0.59217
	 0.73326	 -0.37596	 0.99157	 0.62970	 -0.59026
	 0.73312	 -0.35540	 0.99477	 0.24469	 -0.58488
	 0.73326	 -0.37596	 0.99122	 0.78259	 -0.58970
	 0.74454	 -0.37596	 0.99406	 0.62094	 -0.48698
	 0.72939	 -0.37596	 0.99477	 0.24469	 -0.54892
	 0.73324	 -0.37596	 0.99116	 0.62094	 -0.58995
	 0.73326	 -0.37596	 0.99195	 0.62094	 -0.59069
	 0.73326	 -0.37596	 0.99136	 0.62094	 -0.59004
	 0.72980	 -0.37596	 0.99288	 0.57877	 -0.54432
	 0.73326	 -0.38459	 0.99124	 0.62094	 -0.59216
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73323	 -0.37596	 0.99196	 0.62094	 -0.59086
	 0.73326	 -0.37597	 0.99176	 0.55274	 -0.59056
	 0.73326	 -0.30622	 0.99122	 0.62133	 0.00000
	 0.73326	 -0.37596	 0.99122	 0.62094	 -0.58989
	 0.73326	 -0.39302	 0.99207	 0.62094	 -0.59417
	 0.73326	 -0.37596	 0.99344	 0.62094	 -0.59233
	 0.73696	 -0.37490	 0.99194	 0.64116	 -0.56376
	 0.73326	 -0.37596	 0.99250	 0.62094	 -0.59129
	 0.73326	 -0.37596	 0.99157	 0.62970	 -0.59026
	 0.73326	 -0.28588	 0.99194	 0.62094	 0.00000
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73323	 -0.37596	 0.99196	 0.62094	 -0.59085
	 0.72689	 -0.37596	 0.99195	 0.62094	 -0.49166
	 0.73326	 -0.40773	 0.99209	 0.68976	 -0.59347
	 0.73326	 -0.37597	 0.99176	 0.55274	 -0.59056
	 0.73326	 -0.40847	 0.99209	 0.71837	 -0.59338
	 0.73326	 -0.37521	 0.99451	 0.54735	 -0.59330
	 0.73188	 -0.37596	 0.99209	 0.61071	 -0.59664
	 0.74004	 -0.38459	 0.99474	 0.62105	 -0.54355
	 0.73326	 -0.40773	 0.99373	 0.68976	 -0.59559
	 0.73326	 -0.38459	 0.99124	 0.61081	 -0.59217
	 0.73326	 -0.37593	 0.98793	 0.30289	 -0.58660
	 0.73326	 -0.37655	 0.99134	 0.60205	 -0.59023
	 0.73326	 -0.37596	 0.99154	 0.24469	 -0.59063
	 0.73191	 -0.37596	 0.99207	 0.62094	 -0.59651
	 0.73326	 -0.37596	 0.99449	 0.57122	 -0.59351
	 0.73326	 -0.38489	 0.99207	 0.62094	 -0.59317
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.73326	 -0.38489	 0.99207	 0.62094	 -0.59317
	 0.73326	 -0.40265	 0.99209	 0.60342	 -0.59402
	 0.74416	 -0.37789	 0.99485	 0.70720	 -0.49310
	 0.73326	 -0.37596	 0.99477	 0.56424	 -0.59384
	 0.73034	 -0.37596	 0.99449	 0.25167	 -0.56720
	 0.73326	 -0.39302	 0.99206	 0.62094	 -0.59417
	 0.73326	 -0.38256	 0.97521	 0.62094	 -0.57307
	 0.73326	 -0.38459	 0.99198	 0.62094	 -0.59302
	 0.73326	 -0.43837	 0.99133	 0.62094	 -0.58223
	 0.73312	 -0.37596	 0.99477	 0.24469	 -0.59480
	 0.69643	 -0.37596	 0.99477	 0.24469	 -0.24666
	 0.72026	 -0.37596	 0.99477	 0.24469	 -0.40424
	 0.73313	 -0.37596	 0.99122	 0.62094	 -0.59056
	 0.73326	 -0.32399	 0.99451	 0.57539	 -0.55477
	 0.73326	 -0.39627	 0.99226	 0.59546	 -0.59451
	 0.73326	 -0.38459	 0.99124	 0.62094	 -0.59216
	 0.73326	 -0.37678	 0.98975	 0.66665	 -0.58846
	 0.73326	 -0.38459	 0.99124	 0.62094	 -0.59216
	 0.73313	 -0.37645	 0.99455	 0.37211	 -0.59459
	 0.73326	 -0.37596	 0.99350	 0.62094	 -0.59239
	 0.73188	 -0.40779	 0.99203	 0.62094	 -0.59372
