l_s	l_l	R	theta	
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.02920	 -0.46325
	 0.59651	 0.45488	 0.03000	 -0.47843
	 0.59739	 0.48084	 0.03000	 -0.47235
	 0.59651	 0.55129	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59651	 0.49875	 0.03000	 -0.47843
	 0.59651	 0.39973	 0.03000	 -0.47843
	 0.59651	 0.45951	 0.02852	 -0.45547
	 0.59651	 0.46550	 0.03000	 -0.47843
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59651	 0.42639	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59651	 0.41123	 0.03000	 -0.47843
	 0.59651	 0.41123	 0.02989	 -0.47089
	 0.59651	 0.46550	 0.03000	 -0.47843
	 0.59651	 0.45488	 0.02620	 -0.42127
	 0.56082	 0.45472	 0.03000	 -0.47316
	 0.56905	 0.54123	 0.03000	 -0.47593
	 0.59651	 0.46978	 0.03000	 -0.47843
	 0.59930	 0.49197	 0.03000	 -0.47292
	 0.59651	 0.41114	 0.03000	 -0.47843
	 0.59651	 0.45472	 0.02701	 -0.43729
	 0.58584	 0.45488	 0.03000	 -0.47515
	 0.59651	 0.49345	 0.03000	 -0.47843
	 0.59893	 0.38733	 0.02955	 -0.46791
	 0.59651	 0.55273	 0.03000	 -0.47843
	 0.59651	 0.51263	 0.03000	 -0.47843
	 0.59660	 0.39927	 0.02929	 -0.46426
	 0.59651	 0.41022	 0.03000	 -0.47843
	 0.59693	 0.40338	 0.03000	 -0.47222
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.59651	 0.41114	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59651	 0.41120	 0.03000	 -0.47843
	 0.59651	 0.49083	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59651	 0.39848	 0.03000	 -0.47843
	 0.59651	 0.45613	 0.02942	 -0.46570
	 0.59376	 0.40421	 0.03000	 -0.47759
	 0.59651	 0.40731	 0.03000	 -0.47843
	 0.59651	 0.36572	 0.03000	 -0.47843
	 0.58898	 0.38237	 0.03000	 -0.47613
	 0.59651	 0.41123	 0.03000	 -0.47843
	 0.53790	 0.42639	 0.03000	 -0.47098
	 0.59651	 0.48402	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.58294	 0.45466	 0.03000	 -0.47424
	 0.59651	 0.42479	 0.03000	 -0.47843
	 0.59651	 0.41025	 0.03000	 -0.47843
	 0.59651	 0.48593	 0.03000	 -0.47843
	 0.59651	 0.41148	 0.03000	 -0.47843
	 0.59651	 0.40459	 0.02904	 -0.46140
	 0.59651	 0.37844	 0.03000	 -0.47843
	 0.59651	 0.41202	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59651	 0.45472	 0.03000	 -0.47843
	 0.59651	 0.42179	 0.03000	 -0.47843
	 0.55762	 0.54825	 0.03000	 -0.47207
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.49660	 0.41123	 0.03000	 -0.46552
	 0.59651	 0.40421	 0.03000	 -0.47843
	 0.59651	 0.40421	 0.02998	 -0.47190
	 0.59651	 0.40550	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59777	 0.40421	 0.03000	 -0.47247
	 0.59651	 0.38012	 0.03000	 -0.47843
	 0.59651	 0.49197	 0.03000	 -0.47843
	 0.59651	 0.46915	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.51810	 0.03000	 -0.47843
	 0.59694	 0.49197	 0.03000	 -0.47222
	 0.59651	 0.36572	 0.03000	 -0.47843
	 0.59651	 0.39848	 0.03000	 -0.47843
	 0.59654	 0.35879	 0.03000	 -0.47844
	 0.59660	 0.40643	 0.03000	 -0.47846
	 0.59651	 0.47094	 0.03000	 -0.47843
	 0.59651	 0.39042	 0.03000	 -0.47843
	 0.59651	 0.39973	 0.02783	 -0.44736
	 0.59651	 0.48593	 0.03000	 -0.47843
	 0.59651	 0.41025	 0.03000	 -0.47843
	 0.59651	 0.46457	 0.03000	 -0.47843
	 0.59674	 0.49197	 0.03000	 -0.47216
	 0.59679	 0.39570	 0.02792	 -0.44845
	 0.59651	 0.49871	 0.03000	 -0.47843
	 0.59660	 0.49298	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59651	 0.47316	 0.03000	 -0.47843
	 0.59395	 0.48593	 0.03000	 -0.47765
	 0.59651	 0.41120	 0.03000	 -0.47843
	 0.59651	 0.39973	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.41046	 0.03000	 -0.47843
	 0.59834	 0.47295	 0.03000	 -0.47264
	 0.59651	 0.41654	 0.03000	 -0.47843
	 0.59651	 0.39848	 0.03000	 -0.47843
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.59651	 0.40338	 0.02887	 -0.45948
	 0.59651	 0.37844	 0.03000	 -0.47843
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.59651	 0.39973	 0.03000	 -0.47843
	 0.59996	 0.40338	 0.03000	 -0.47311
	 0.59660	 0.49859	 0.02959	 -0.46761
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59857	 0.42950	 0.03000	 -0.47270
	 0.59651	 0.50126	 0.02954	 -0.46702
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.42479	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.49298	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.42177	 0.03000	 -0.47843
	 0.59660	 0.42104	 0.03000	 -0.47846
	 0.56960	 0.40550	 0.03000	 -0.47611
	 0.59651	 0.35523	 0.03000	 -0.47843
	 0.59953	 0.40643	 0.03000	 -0.47299
	 0.59651	 0.41000	 0.03000	 -0.47843
	 0.59651	 0.49222	 0.03000	 -0.47843
	 0.59651	 0.39973	 0.03000	 -0.47843
	 0.59714	 0.46178	 0.02886	 -0.45946
	 0.59660	 0.47217	 0.03000	 -0.47846
	 0.59651	 0.39947	 0.03000	 -0.47843
	 0.59651	 0.36891	 0.03000	 -0.47843
	 0.59651	 0.40338	 0.03000	 -0.47843
	 0.59651	 0.38944	 0.03000	 -0.47843
	 0.59654	 0.35879	 0.03000	 -0.47844
	 0.59651	 0.39848	 0.03000	 -0.47843
	 0.59660	 0.48261	 0.03000	 -0.47846
	 0.59651	 0.38885	 0.03000	 -0.47843
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59651	 0.45272	 0.03000	 -0.47843
	 0.59651	 0.44488	 0.03000	 -0.47843
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59651	 0.49197	 0.02971	 -0.46895
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59654	 0.35046	 0.03000	 -0.47844
	 0.59651	 0.41171	 0.03000	 -0.47843
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59654	 0.35879	 0.03000	 -0.47844
	 0.59660	 0.40379	 0.03000	 -0.47846
	 0.59660	 0.47217	 0.03000	 -0.47846
	 0.59660	 0.49298	 0.03000	 -0.47846
	 0.59660	 0.50521	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.44223	 0.03000	 -0.47846
	 0.59660	 0.50584	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.48182	 0.03000	 -0.47846
	 0.59660	 0.35985	 0.03000	 -0.47846
	 0.59654	 0.47210	 0.03000	 -0.47844
	 0.59660	 0.50034	 0.03000	 -0.47846
	 0.59660	 0.47141	 0.03000	 -0.47846
	 0.59543	 0.47226	 0.03000	 -0.47810
	 0.59660	 0.42194	 0.03000	 -0.47846
	 0.59654	 0.35879	 0.03000	 -0.47844
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59736	 0.40678	 0.03000	 -0.47234
	 0.59660	 0.49507	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.47213	 0.03000	 -0.47846
	 0.54854	 0.50513	 0.03000	 -0.47484
	 0.59847	 0.47316	 0.03000	 -0.47267
	 0.59654	 0.35879	 0.03000	 -0.47844
	 0.59660	 0.47316	 0.02840	 -0.45410
	 0.59660	 0.45914	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59225	 0.48261	 0.03000	 -0.47713
	 0.59660	 0.48261	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59847	 0.47132	 0.03000	 -0.47267
	 0.59660	 0.49382	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.02994	 -0.47150
	 0.59660	 0.47316	 0.02914	 -0.46252
	 0.59660	 0.49175	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.44223	 0.02813	 -0.45097
	 0.59660	 0.50584	 0.03000	 -0.47846
	 0.59660	 0.42194	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.02964	 -0.46825
	 0.59660	 0.47141	 0.03000	 -0.47846
	 0.59660	 0.49113	 0.02671	 -0.42764
	 0.59660	 0.49148	 0.03000	 -0.47846
	 0.59660	 0.49325	 0.03000	 -0.47846
	 0.59660	 0.42557	 0.03000	 -0.47846
	 0.59660	 0.49382	 0.03000	 -0.47846
	 0.59660	 0.47157	 0.03000	 -0.47846
	 0.59660	 0.51814	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.45265	 0.02991	 -0.47110
	 0.59663	 0.38290	 0.03000	 -0.47213
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49175	 0.03000	 -0.47846
	 0.59660	 0.49298	 0.03000	 -0.47846
	 0.59660	 0.44906	 0.03000	 -0.47846
	 0.59660	 0.49507	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.50033	 0.02571	 -0.41502
	 0.59660	 0.49860	 0.03000	 -0.47846
	 0.59660	 0.47217	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49507	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.58443	 0.49859	 0.03000	 -0.47471
	 0.59660	 0.42104	 0.03000	 -0.47846
	 0.56849	 0.44351	 0.03000	 -0.47574
	 0.59660	 0.49298	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59783	 0.47316	 0.03000	 -0.47248
	 0.59660	 0.45914	 0.03000	 -0.47846
	 0.59660	 0.48107	 0.03000	 -0.47846
	 0.59660	 0.47104	 0.03000	 -0.47846
	 0.59660	 0.48219	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49507	 0.02921	 -0.46333
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59683	 0.49859	 0.03000	 -0.47219
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.50034	 0.03000	 -0.47846
	 0.59660	 0.49836	 0.03000	 -0.47846
	 0.59660	 0.40701	 0.03000	 -0.47846
	 0.54184	 0.45914	 0.03000	 -0.47242
	 0.59660	 0.42557	 0.03000	 -0.47846
	 0.59595	 0.45914	 0.03000	 -0.47826
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49860	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.57572	 0.47316	 0.03000	 -0.47196
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.44982	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.02921	 -0.46342
	 0.59824	 0.49859	 0.03000	 -0.47260
	 0.59660	 0.44962	 0.03000	 -0.47846
	 0.59660	 0.47157	 0.03000	 -0.47846
	 0.59660	 0.48107	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.02874	 -0.45803
	 0.59660	 0.47104	 0.03000	 -0.47846
	 0.59973	 0.48107	 0.03000	 -0.47305
	 0.59660	 0.49148	 0.03000	 -0.47846
	 0.58962	 0.47141	 0.03000	 -0.47632
	 0.59660	 0.49175	 0.03000	 -0.47846
	 0.59660	 0.47316	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59415	 0.47157	 0.03000	 -0.47771
	 0.59152	 0.49859	 0.02937	 -0.46369
	 0.59660	 0.42552	 0.02770	 -0.44588
	 0.59660	 0.49864	 0.03000	 -0.47846
	 0.59660	 0.49531	 0.03000	 -0.47846
	 0.59660	 0.39444	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59955	 0.49859	 0.03000	 -0.47299
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.58955	 0.44982	 0.03000	 -0.47630
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.50173	 0.02591	 -0.41756
	 0.58910	 0.44362	 0.03000	 -0.47616
	 0.59660	 0.44157	 0.03000	 -0.47846
	 0.59660	 0.40905	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.54618	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.47104	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.02998	 -0.47188
	 0.59660	 0.44982	 0.02865	 -0.45699
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.40331	 0.03000	 -0.47846
	 0.59869	 0.50206	 0.03000	 -0.47274
	 0.59821	 0.47141	 0.03000	 -0.47260
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.43123	 0.03000	 -0.47846
	 0.59660	 0.46591	 0.02990	 -0.47104
	 0.59660	 0.47238	 0.02829	 -0.45280
	 0.59660	 0.49141	 0.03000	 -0.47846
	 0.56834	 0.40701	 0.03000	 -0.47569
	 0.59335	 0.49859	 0.02902	 -0.46029
	 0.59660	 0.40678	 0.02990	 -0.47101
	 0.59660	 0.41098	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.40905	 0.03000	 -0.47846
	 0.59660	 0.43852	 0.03000	 -0.47846
	 0.59691	 0.47104	 0.03000	 -0.47221
	 0.59710	 0.40439	 0.02972	 -0.46919
	 0.59660	 0.49703	 0.03000	 -0.47846
	 0.59660	 0.46980	 0.02937	 -0.46524
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.33014	 0.03000	 -0.47846
	 0.59660	 0.44982	 0.03000	 -0.47846
	 0.58995	 0.40678	 0.03000	 -0.47643
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.46798	 0.03000	 -0.47846
	 0.59660	 0.41073	 0.03000	 -0.47846
	 0.59660	 0.47198	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59930	 0.44157	 0.03000	 -0.47292
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.47104	 0.02936	 -0.46502
	 0.55244	 0.47157	 0.03000	 -0.47029
	 0.59660	 0.43123	 0.02989	 -0.47097
	 0.59660	 0.39682	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.42557	 0.03000	 -0.47846
	 0.59966	 0.42457	 0.03000	 -0.47303
	 0.59660	 0.45083	 0.03000	 -0.47846
	 0.59660	 0.40701	 0.03000	 -0.47846
	 0.59884	 0.49859	 0.03000	 -0.47278
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.49836	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.02907	 -0.46179
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.47157	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.02993	 -0.47137
	 0.59660	 0.42638	 0.03000	 -0.47846
	 0.59660	 0.41098	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.39034	 0.02620	 -0.42124
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.40905	 0.03000	 -0.47846
	 0.59660	 0.39682	 0.03000	 -0.47846
	 0.59660	 0.39274	 0.03000	 -0.47846
	 0.59660	 0.39444	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.41098	 0.03000	 -0.47846
	 0.59660	 0.42304	 0.03000	 -0.47846
	 0.57043	 0.41073	 0.02979	 -0.46813
	 0.59660	 0.44982	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.39865	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59998	 0.33014	 0.03000	 -0.47312
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59254	 0.40678	 0.03000	 -0.47722
	 0.59861	 0.40678	 0.03000	 -0.47272
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59812	 0.46798	 0.03000	 -0.47257
	 0.59660	 0.49859	 0.03000	 -0.47846
	 0.59660	 0.40905	 0.03000	 -0.47846
	 0.59660	 0.33014	 0.03000	 -0.47846
	 0.59660	 0.37809	 0.03000	 -0.47846
	 0.59660	 0.40905	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.40678	 0.03000	 -0.47846
	 0.54303	 0.49859	 0.03000	 -0.47286
	 0.59660	 0.40178	 0.03000	 -0.47846
	 0.54555	 0.39682	 0.03000	 -0.47377
	 0.59705	 0.44362	 0.03000	 -0.47225
	 0.59660	 0.44362	 0.03000	 -0.47846
	 0.59660	 0.40990	 0.03000	 -0.47846
	 0.59660	 0.38235	 0.03000	 -0.47846
