l_s	l_l	R	theta	
	 0.59194	 0.56698	 0.03000	 -0.47704
	 0.59186	 0.56698	 0.03000	 -0.47699
	 0.59457	 0.49984	 0.02996	 -0.47738
	 0.59322	 0.56765	 0.02996	 -0.47702
	 0.59186	 0.56698	 0.03000	 -0.47700
	 0.59186	 0.56987	 0.03000	 -0.47699
	 0.59181	 0.49811	 0.02999	 -0.47693
	 0.59414	 0.56702	 0.02993	 -0.47698
	 0.59502	 0.56698	 0.03000	 -0.47796
	 0.59473	 0.50050	 0.02984	 -0.47621
	 0.59409	 0.47228	 0.02993	 -0.47699
	 0.59409	 0.47228	 0.02993	 -0.47699
	 0.59409	 0.45514	 0.02996	 -0.47722
	 0.54676	 0.49497	 0.02993	 -0.47359
	 0.59186	 0.56698	 0.03000	 -0.47699
	 0.59186	 0.56698	 0.03000	 -0.47699
	 0.59297	 0.53724	 0.02995	 -0.47686
	 0.59186	 0.56698	 0.03000	 -0.47699
	 0.59186	 0.57361	 0.03000	 -0.47700
	 0.59186	 0.56698	 0.03000	 -0.47701
	 0.59186	 0.56698	 0.03000	 -0.47701
	 0.59251	 0.50070	 0.02991	 -0.47630
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59409	 0.46800	 0.02993	 -0.47699
	 0.59457	 0.49984	 0.02996	 -0.47738
	 0.56258	 0.57361	 0.03000	 -0.47376
	 0.59450	 0.49984	 0.02996	 -0.47736
	 0.59480	 0.57361	 0.03000	 -0.47791
	 0.59186	 0.56698	 0.03000	 -0.47700
	 0.59186	 0.56698	 0.03000	 -0.47699
	 0.59186	 0.57361	 0.03000	 -0.47700
	 0.59212	 0.49497	 0.03000	 -0.47707
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59409	 0.47228	 0.02993	 -0.47699
	 0.59408	 0.46509	 0.02996	 -0.47728
	 0.59661	 0.50312	 0.02996	 -0.47164
	 0.55140	 0.46800	 0.02994	 -0.46934
	 0.56714	 0.52914	 0.02999	 -0.47524
	 0.59186	 0.56698	 0.03000	 -0.47700
	 0.59476	 0.57767	 0.02761	 -0.44426
	 0.59186	 0.50038	 0.03000	 -0.47701
	 0.59322	 0.57370	 0.02997	 -0.47712
	 0.59449	 0.47328	 0.03000	 -0.47777
	 0.59420	 0.51628	 0.02993	 -0.47703
	 0.59213	 0.56698	 0.03000	 -0.47707
	 0.59475	 0.56698	 0.03000	 -0.47788
	 0.59186	 0.56698	 0.03000	 -0.47701
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.58407	 0.45514	 0.02996	 -0.47413
	 0.59186	 0.56698	 0.03000	 -0.47697
	 0.59409	 0.46800	 0.02993	 -0.47700
	 0.59186	 0.56698	 0.03000	 -0.47701
	 0.59186	 0.56698	 0.03000	 -0.47701
	 0.59317	 0.56765	 0.03000	 -0.47738
	 0.59191	 0.57361	 0.02996	 -0.47665
	 0.59212	 0.48918	 0.03000	 -0.47707
	 0.59186	 0.57277	 0.03000	 -0.47700
	 0.59194	 0.56698	 0.02883	 -0.45787
	 0.54363	 0.56698	 0.03000	 -0.47308
	 0.59447	 0.50050	 0.02996	 -0.47740
	 0.59186	 0.57361	 0.03000	 -0.47701
	 0.59958	 0.56698	 0.03000	 -0.47298
	 0.59502	 0.56698	 0.02984	 -0.46995
	 0.59212	 0.50833	 0.03000	 -0.47707
	 0.59480	 0.52262	 0.03000	 -0.47791
	 0.59449	 0.47328	 0.03000	 -0.47777
	 0.59409	 0.45514	 0.02901	 -0.46042
	 0.59450	 0.49984	 0.02996	 -0.47736
	 0.59317	 0.56765	 0.03000	 -0.47738
	 0.59502	 0.56698	 0.03000	 -0.47796
	 0.59186	 0.56698	 0.03000	 -0.47701
	 0.59409	 0.56415	 0.02967	 -0.46783
	 0.59186	 0.45796	 0.02995	 -0.47652
	 0.59441	 0.59952	 0.03000	 -0.47779
	 0.59507	 0.55873	 0.02819	 -0.45132
	 0.59479	 0.56698	 0.03000	 -0.47789
	 0.59499	 0.56698	 0.03000	 -0.47795
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59504	 0.56698	 0.02911	 -0.46183
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59457	 0.57450	 0.03000	 -0.47780
	 0.59322	 0.56738	 0.02996	 -0.47702
	 0.59408	 0.47462	 0.02996	 -0.47728
	 0.59474	 0.50050	 0.03000	 -0.47787
	 0.57384	 0.57361	 0.02996	 -0.47097
	 0.59447	 0.50050	 0.02996	 -0.47740
	 0.59923	 0.57361	 0.03000	 -0.47289
	 0.59504	 0.56698	 0.03000	 -0.47795
	 0.56803	 0.46509	 0.02996	 -0.47521
	 0.59322	 0.57370	 0.02997	 -0.47712
	 0.59447	 0.50050	 0.02996	 -0.47740
	 0.59457	 0.50000	 0.02996	 -0.47738
	 0.59212	 0.49481	 0.03000	 -0.47707
	 0.59212	 0.56840	 0.03000	 -0.47707
	 0.59317	 0.49422	 0.03000	 -0.47738
	 0.59213	 0.56698	 0.03000	 -0.47707
	 0.59441	 0.51727	 0.02979	 -0.46920
	 0.55727	 0.57361	 0.03000	 -0.47196
	 0.59480	 0.57361	 0.03000	 -0.47791
	 0.59507	 0.59871	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59476	 0.57361	 0.03000	 -0.47790
	 0.59502	 0.56698	 0.03000	 -0.47796
	 0.59504	 0.56698	 0.03000	 -0.47796
	 0.58315	 0.59935	 0.03000	 -0.47429
	 0.59508	 0.56505	 0.03000	 -0.47798
	 0.59506	 0.59871	 0.03000	 -0.47797
	 0.59475	 0.44229	 0.02686	 -0.43513
	 0.59504	 0.56698	 0.03000	 -0.47795
	 0.59584	 0.57357	 0.03000	 -0.47820
	 0.59504	 0.57849	 0.03000	 -0.47798
	 0.59474	 0.57317	 0.03000	 -0.47787
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59441	 0.59952	 0.03000	 -0.47779
	 0.57687	 0.56698	 0.03000	 -0.47230
	 0.57429	 0.57361	 0.03000	 -0.47150
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59480	 0.57361	 0.03000	 -0.47791
	 0.59504	 0.56698	 0.03000	 -0.47795
	 0.59479	 0.56698	 0.03000	 -0.47789
	 0.59447	 0.50050	 0.02655	 -0.42525
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59506	 0.59991	 0.03000	 -0.47797
	 0.59481	 0.52200	 0.03000	 -0.47791
	 0.59480	 0.57361	 0.03000	 -0.47791
	 0.59474	 0.50050	 0.03000	 -0.47789
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59507	 0.59871	 0.03000	 -0.47798
	 0.59502	 0.56698	 0.02821	 -0.45154
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59682	 0.58060	 0.03000	 -0.47217
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59476	 0.57361	 0.03000	 -0.47790
	 0.59504	 0.56698	 0.03000	 -0.47796
	 0.59270	 0.59839	 0.03000	 -0.47725
	 0.59507	 0.56637	 0.03000	 -0.47798
	 0.56383	 0.57361	 0.03000	 -0.47417
	 0.59507	 0.58987	 0.03000	 -0.47797
	 0.55589	 0.59871	 0.02948	 -0.46642
	 0.59447	 0.50050	 0.02996	 -0.47740
	 0.59092	 0.59871	 0.03000	 -0.47670
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59707	 0.59871	 0.03000	 -0.47223
	 0.59697	 0.58520	 0.03000	 -0.47221
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.58397	 0.46415	 0.03000	 -0.47456
	 0.59767	 0.58588	 0.03000	 -0.47242
	 0.59507	 0.57502	 0.03000	 -0.47797
	 0.59611	 0.45498	 0.03000	 -0.47830
	 0.59507	 0.59898	 0.02851	 -0.45503
	 0.59614	 0.46415	 0.03000	 -0.47832
	 0.59504	 0.59871	 0.03000	 -0.47796
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59507	 0.56077	 0.03000	 -0.47798
	 0.59845	 0.57508	 0.03000	 -0.47265
	 0.59507	 0.56637	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59504	 0.55955	 0.03000	 -0.47795
	 0.59990	 0.47158	 0.03000	 -0.47308
	 0.59502	 0.56698	 0.03000	 -0.47796
	 0.59508	 0.56505	 0.03000	 -0.47798
	 0.59504	 0.57537	 0.03000	 -0.47796
	 0.59854	 0.57849	 0.03000	 -0.47269
	 0.56424	 0.59871	 0.03000	 -0.47430
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59611	 0.52964	 0.02952	 -0.46678
	 0.59741	 0.49707	 0.03000	 -0.47234
	 0.56971	 0.59871	 0.03000	 -0.47612
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.56202	 0.59948	 0.03000	 -0.47355
	 0.59507	 0.59871	 0.03000	 -0.47798
	 0.59611	 0.46449	 0.03000	 -0.47830
	 0.59507	 0.59871	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59618	 0.57872	 0.02813	 -0.45086
	 0.59505	 0.58814	 0.03000	 -0.47798
	 0.59507	 0.59833	 0.02993	 -0.47729
	 0.59584	 0.56162	 0.03000	 -0.47820
	 0.59507	 0.59997	 0.03000	 -0.47797
	 0.59481	 0.50181	 0.03000	 -0.47791
	 0.54105	 0.59964	 0.02926	 -0.45933
	 0.59611	 0.46449	 0.03000	 -0.47830
	 0.59505	 0.58814	 0.03000	 -0.47797
	 0.59507	 0.59869	 0.02940	 -0.46507
	 0.59503	 0.59821	 0.03000	 -0.47798
	 0.59692	 0.45986	 0.03000	 -0.47219
	 0.59611	 0.46449	 0.03000	 -0.47830
	 0.59508	 0.56505	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59507	 0.56669	 0.03000	 -0.47798
	 0.59702	 0.57325	 0.03000	 -0.47222
	 0.59507	 0.59298	 0.03000	 -0.47797
	 0.59707	 0.59871	 0.03000	 -0.47224
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59508	 0.56505	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59622	 0.58998	 0.03000	 -0.47833
	 0.59611	 0.45498	 0.03000	 -0.47830
	 0.59584	 0.56162	 0.03000	 -0.47820
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59584	 0.56162	 0.02953	 -0.46675
	 0.59506	 0.59162	 0.03000	 -0.47797
	 0.59613	 0.49638	 0.03000	 -0.47830
	 0.59611	 0.46335	 0.03000	 -0.47829
	 0.59507	 0.59514	 0.03000	 -0.47797
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59508	 0.56506	 0.03000	 -0.47798
	 0.59507	 0.56635	 0.03000	 -0.47799
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59504	 0.57849	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59619	 0.59871	 0.03000	 -0.47832
	 0.59614	 0.48027	 0.03000	 -0.47832
	 0.59583	 0.57357	 0.02876	 -0.45807
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59507	 0.56077	 0.03000	 -0.47798
	 0.59507	 0.59871	 0.03000	 -0.47797
	 0.59507	 0.56077	 0.03000	 -0.47799
	 0.59613	 0.49638	 0.02859	 -0.45614
	 0.59623	 0.56431	 0.03000	 -0.47833
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59611	 0.46449	 0.03000	 -0.47830
	 0.59611	 0.46415	 0.02856	 -0.45583
	 0.58975	 0.46449	 0.03000	 -0.47635
	 0.59507	 0.54557	 0.03000	 -0.47798
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.56448	 0.57361	 0.03000	 -0.47439
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59500	 0.57849	 0.03000	 -0.47796
	 0.59616	 0.46449	 0.03000	 -0.47832
	 0.59622	 0.59038	 0.03000	 -0.47833
	 0.59612	 0.46333	 0.03000	 -0.47830
	 0.59611	 0.46415	 0.03000	 -0.47831
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59597	 0.46415	 0.02850	 -0.45508
	 0.59611	 0.46415	 0.02785	 -0.44756
	 0.59507	 0.59871	 0.03000	 -0.47798
	 0.59614	 0.53708	 0.03000	 -0.47832
	 0.59772	 0.46413	 0.03000	 -0.47243
	 0.59614	 0.45499	 0.03000	 -0.47832
	 0.59507	 0.56077	 0.03000	 -0.47798
	 0.59584	 0.53975	 0.03000	 -0.47820
	 0.59619	 0.59871	 0.03000	 -0.47832
	 0.59507	 0.56669	 0.03000	 -0.47798
	 0.59611	 0.59605	 0.03000	 -0.47831
	 0.59776	 0.40092	 0.03000	 -0.47245
	 0.59611	 0.44135	 0.03000	 -0.47830
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59612	 0.49898	 0.03000	 -0.47830
	 0.59682	 0.45238	 0.03000	 -0.47217
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59490	 0.46449	 0.02742	 -0.44207
	 0.59509	 0.54412	 0.02956	 -0.46691
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59611	 0.46449	 0.03000	 -0.47830
	 0.59614	 0.50690	 0.02969	 -0.46866
	 0.59622	 0.58998	 0.03000	 -0.47833
	 0.59611	 0.46415	 0.03000	 -0.47831
	 0.59610	 0.57350	 0.03000	 -0.47830
	 0.59650	 0.46767	 0.03000	 -0.47842
	 0.59614	 0.53708	 0.02914	 -0.46241
	 0.59611	 0.46415	 0.03000	 -0.47831
	 0.59620	 0.56431	 0.03000	 -0.47832
	 0.59622	 0.57361	 0.03000	 -0.47833
	 0.59619	 0.59777	 0.03000	 -0.47833
	 0.59223	 0.59605	 0.03000	 -0.47711
	 0.59620	 0.46449	 0.03000	 -0.47833
	 0.59611	 0.57361	 0.03000	 -0.47830
	 0.58193	 0.57361	 0.03000	 -0.47392
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59616	 0.46449	 0.03000	 -0.47832
	 0.59611	 0.46415	 0.03000	 -0.47830
	 0.59620	 0.56643	 0.03000	 -0.47833
	 0.59939	 0.57361	 0.03000	 -0.47294
	 0.59772	 0.57171	 0.03000	 -0.47244
	 0.59619	 0.46405	 0.03000	 -0.47833
	 0.59939	 0.46415	 0.03000	 -0.47294
	 0.59982	 0.59871	 0.03000	 -0.47306
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59612	 0.49898	 0.02854	 -0.45557
	 0.59611	 0.46415	 0.03000	 -0.47831
	 0.59625	 0.57849	 0.03000	 -0.47834
	 0.59611	 0.59038	 0.03000	 -0.47830
	 0.59622	 0.46415	 0.03000	 -0.47833
	 0.59616	 0.46449	 0.03000	 -0.47832
	 0.56977	 0.56431	 0.03000	 -0.47615
	 0.59942	 0.58998	 0.03000	 -0.47295
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59620	 0.58846	 0.03000	 -0.47833
	 0.59649	 0.57361	 0.02837	 -0.45376
	 0.59620	 0.57402	 0.03000	 -0.47833
	 0.59612	 0.45208	 0.03000	 -0.47830
	 0.54458	 0.45744	 0.03000	 -0.47341
	 0.59610	 0.57456	 0.03000	 -0.47829
	 0.59619	 0.59777	 0.03000	 -0.47833
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59625	 0.57849	 0.03000	 -0.47834
	 0.59989	 0.57954	 0.03000	 -0.47308
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59623	 0.56431	 0.02892	 -0.45993
	 0.59650	 0.45562	 0.03000	 -0.47842
	 0.59766	 0.57361	 0.03000	 -0.47242
	 0.59622	 0.59140	 0.03000	 -0.47833
	 0.54765	 0.57361	 0.03000	 -0.47452
	 0.59622	 0.46415	 0.03000	 -0.47833
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59625	 0.57849	 0.03000	 -0.47834
	 0.59622	 0.57361	 0.03000	 -0.47833
	 0.59620	 0.57361	 0.03000	 -0.47833
	 0.59620	 0.58846	 0.03000	 -0.47833
	 0.59136	 0.45942	 0.03000	 -0.47686
	 0.59649	 0.58641	 0.03000	 -0.47842
	 0.59619	 0.56106	 0.03000	 -0.47832
	 0.59620	 0.59865	 0.02972	 -0.46896
	 0.59622	 0.59558	 0.03000	 -0.47833
	 0.57199	 0.59080	 0.03000	 -0.47075
	 0.59622	 0.57372	 0.02727	 -0.44045
	 0.59620	 0.59028	 0.03000	 -0.47833
	 0.59620	 0.57402	 0.02993	 -0.47121
	 0.59620	 0.50498	 0.03000	 -0.47833
	 0.59620	 0.57849	 0.03000	 -0.47834
	 0.59624	 0.58358	 0.02515	 -0.40767
	 0.59883	 0.48505	 0.03000	 -0.47277
	 0.59618	 0.57361	 0.02734	 -0.44129
	 0.59615	 0.56147	 0.03000	 -0.47832
	 0.59626	 0.46760	 0.03000	 -0.47835
	 0.59625	 0.57849	 0.02917	 -0.46285
	 0.59619	 0.46405	 0.03000	 -0.47833
	 0.59614	 0.48027	 0.03000	 -0.47832
	 0.59619	 0.46405	 0.03000	 -0.47833
	 0.59620	 0.57730	 0.03000	 -0.47833
	 0.59831	 0.58998	 0.03000	 -0.47261
	 0.59619	 0.57361	 0.03000	 -0.47832
	 0.59623	 0.57361	 0.03000	 -0.47834
	 0.59649	 0.54220	 0.03000	 -0.47842
	 0.59622	 0.59970	 0.03000	 -0.47834
	 0.59622	 0.57970	 0.03000	 -0.47833
	 0.59625	 0.59781	 0.03000	 -0.47834
	 0.59689	 0.44416	 0.03000	 -0.47220
	 0.59620	 0.59556	 0.03000	 -0.47833
	 0.59649	 0.58641	 0.03000	 -0.47842
	 0.59619	 0.46405	 0.03000	 -0.47833
	 0.59620	 0.58695	 0.03000	 -0.47833
	 0.59649	 0.56588	 0.03000	 -0.47842
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59620	 0.57486	 0.03000	 -0.47834
	 0.59626	 0.46760	 0.03000	 -0.47835
	 0.58253	 0.57361	 0.03000	 -0.47411
	 0.59622	 0.46494	 0.02933	 -0.46459
	 0.59620	 0.59020	 0.03000	 -0.47833
	 0.59650	 0.46286	 0.03000	 -0.47842
	 0.59622	 0.56633	 0.03000	 -0.47833
	 0.59649	 0.43677	 0.03000	 -0.47843
	 0.59603	 0.46728	 0.03000	 -0.47828
	 0.59918	 0.55443	 0.03000	 -0.47288
	 0.58867	 0.57849	 0.03000	 -0.47603
	 0.59620	 0.57849	 0.03000	 -0.47834
	 0.52169	 0.56500	 0.03000	 -0.47049
	 0.59619	 0.46405	 0.02660	 -0.42617
	 0.59625	 0.57825	 0.03000	 -0.47834
	 0.59393	 0.46767	 0.03000	 -0.47764
	 0.59625	 0.57849	 0.03000	 -0.47834
	 0.59620	 0.55664	 0.03000	 -0.47833
	 0.59008	 0.57849	 0.03000	 -0.47645
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59622	 0.57808	 0.03000	 -0.47833
	 0.59625	 0.57849	 0.02955	 -0.46712
	 0.59650	 0.48430	 0.03000	 -0.47842
	 0.59622	 0.58844	 0.03000	 -0.47834
	 0.58836	 0.59000	 0.03000	 -0.47592
	 0.59805	 0.46415	 0.03000	 -0.47253
	 0.59619	 0.46406	 0.03000	 -0.47833
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.57068	 0.46405	 0.03000	 -0.47647
	 0.59622	 0.58787	 0.03000	 -0.47833
	 0.57498	 0.58877	 0.02878	 -0.45872
	 0.59650	 0.48430	 0.03000	 -0.47842
	 0.59620	 0.57849	 0.03000	 -0.47834
	 0.59625	 0.54228	 0.03000	 -0.47835
	 0.59620	 0.57849	 0.03000	 -0.47834
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59918	 0.57849	 0.03000	 -0.47287
	 0.59629	 0.58641	 0.02979	 -0.46971
	 0.59746	 0.59781	 0.03000	 -0.47236
	 0.59649	 0.56588	 0.03000	 -0.47842
	 0.59650	 0.46767	 0.03000	 -0.47842
	 0.59620	 0.57849	 0.03000	 -0.47834
	 0.56167	 0.46286	 0.03000	 -0.47344
	 0.59650	 0.46345	 0.03000	 -0.47842
	 0.59649	 0.54161	 0.03000	 -0.47842
	 0.59625	 0.43677	 0.03000	 -0.47835
	 0.58509	 0.57849	 0.03000	 -0.47491
	 0.59735	 0.56633	 0.03000	 -0.47233
	 0.59620	 0.57849	 0.03000	 -0.47834
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59625	 0.57849	 0.03000	 -0.47834
	 0.59625	 0.57849	 0.03000	 -0.47834
	 0.59625	 0.58473	 0.03000	 -0.47835
	 0.59650	 0.46937	 0.03000	 -0.47842
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59625	 0.59635	 0.03000	 -0.47835
	 0.59141	 0.57838	 0.03000	 -0.47686
	 0.59625	 0.57849	 0.03000	 -0.47834
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59620	 0.57486	 0.03000	 -0.47834
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59625	 0.57381	 0.03000	 -0.47835
	 0.59650	 0.48833	 0.03000	 -0.47842
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59622	 0.59970	 0.03000	 -0.47834
	 0.59649	 0.58641	 0.03000	 -0.47842
	 0.59625	 0.57849	 0.03000	 -0.47835
	 0.59650	 0.45899	 0.02759	 -0.44450
	 0.59649	 0.47549	 0.03000	 -0.47843
	 0.59649	 0.59364	 0.03000	 -0.47842
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59648	 0.47356	 0.03000	 -0.47842
	 0.59625	 0.59609	 0.03000	 -0.47835
	 0.59650	 0.46331	 0.03000	 -0.47842
	 0.59959	 0.46892	 0.03000	 -0.47299
	 0.59650	 0.46286	 0.03000	 -0.47842
	 0.59650	 0.46345	 0.03000	 -0.47842
	 0.59650	 0.48430	 0.02950	 -0.46661
	 0.59649	 0.58641	 0.03000	 -0.47842
	 0.59650	 0.58641	 0.03000	 -0.47842
	 0.59649	 0.48430	 0.03000	 -0.47842
	 0.59626	 0.58283	 0.03000	 -0.47834
	 0.59648	 0.56779	 0.03000	 -0.47842
	 0.59625	 0.57370	 0.03000	 -0.47835
	 0.57975	 0.57860	 0.03000	 -0.47324
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59649	 0.49996	 0.03000	 -0.47843
	 0.59650	 0.46767	 0.03000	 -0.47842
	 0.59650	 0.48833	 0.03000	 -0.47842
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59625	 0.57012	 0.03000	 -0.47835
	 0.59651	 0.58337	 0.03000	 -0.47842
	 0.58856	 0.46420	 0.03000	 -0.47600
	 0.58977	 0.57361	 0.03000	 -0.47636
	 0.59650	 0.45562	 0.03000	 -0.47842
	 0.59650	 0.46233	 0.03000	 -0.47842
	 0.59649	 0.55916	 0.03000	 -0.47842
	 0.59650	 0.46767	 0.03000	 -0.47842
	 0.59650	 0.48430	 0.03000	 -0.47842
	 0.59650	 0.57338	 0.03000	 -0.47843
	 0.59649	 0.54359	 0.03000	 -0.47842
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59649	 0.53209	 0.03000	 -0.47842
	 0.59649	 0.57068	 0.03000	 -0.47842
	 0.59649	 0.44829	 0.03000	 -0.47843
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59649	 0.56588	 0.03000	 -0.47842
	 0.59649	 0.57361	 0.02794	 -0.44868
	 0.59649	 0.58641	 0.03000	 -0.47842
	 0.59649	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.46345	 0.03000	 -0.47842
	 0.59650	 0.46767	 0.03000	 -0.47842
	 0.59650	 0.46345	 0.03000	 -0.47842
	 0.59648	 0.58758	 0.03000	 -0.47842
	 0.59650	 0.54296	 0.03000	 -0.47843
	 0.59650	 0.46767	 0.02993	 -0.47132
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.46767	 0.03000	 -0.47842
	 0.58918	 0.55885	 0.03000	 -0.47619
	 0.59649	 0.52175	 0.03000	 -0.47842
	 0.58632	 0.48736	 0.03000	 -0.47530
	 0.59650	 0.45243	 0.02854	 -0.45568
	 0.59650	 0.42957	 0.03000	 -0.47842
	 0.59649	 0.53594	 0.03000	 -0.47843
	 0.59648	 0.43677	 0.03000	 -0.47842
	 0.59649	 0.58641	 0.03000	 -0.47842
	 0.59650	 0.52514	 0.03000	 -0.47843
	 0.59650	 0.46767	 0.03000	 -0.47843
	 0.59648	 0.56779	 0.03000	 -0.47841
	 0.59649	 0.49996	 0.03000	 -0.47843
	 0.59650	 0.45562	 0.03000	 -0.47842
	 0.59650	 0.47572	 0.02730	 -0.44097
	 0.59825	 0.46263	 0.03000	 -0.47261
	 0.59651	 0.55224	 0.03000	 -0.47842
	 0.59649	 0.57361	 0.03000	 -0.47842
	 0.59856	 0.57322	 0.03000	 -0.47269
	 0.59651	 0.58353	 0.03000	 -0.47843
	 0.59650	 0.48790	 0.02588	 -0.41713
	 0.59648	 0.48788	 0.03000	 -0.47842
	 0.59650	 0.46937	 0.03000	 -0.47842
	 0.59650	 0.45562	 0.03000	 -0.47842
	 0.59650	 0.58116	 0.03000	 -0.47842
	 0.59650	 0.47265	 0.03000	 -0.47842
	 0.59650	 0.54781	 0.03000	 -0.47843
	 0.59649	 0.56588	 0.03000	 -0.47842
	 0.59650	 0.43655	 0.03000	 -0.47843
	 0.59649	 0.47572	 0.03000	 -0.47843
	 0.59650	 0.48414	 0.03000	 -0.47842
	 0.59650	 0.45562	 0.03000	 -0.47842
	 0.59650	 0.47549	 0.02990	 -0.47104
	 0.59650	 0.43655	 0.03000	 -0.47843
	 0.59649	 0.46767	 0.03000	 -0.47843
	 0.59650	 0.47549	 0.03000	 -0.47843
	 0.59650	 0.51507	 0.03000	 -0.47843
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59648	 0.58758	 0.03000	 -0.47842
	 0.59649	 0.40348	 0.03000	 -0.47843
	 0.59650	 0.42957	 0.03000	 -0.47842
	 0.59650	 0.54296	 0.03000	 -0.47843
	 0.59651	 0.55224	 0.03000	 -0.47842
	 0.59650	 0.54781	 0.02984	 -0.47041
	 0.59648	 0.43677	 0.03000	 -0.47842
	 0.59649	 0.53594	 0.03000	 -0.47843
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59651	 0.57250	 0.03000	 -0.47843
	 0.59649	 0.58425	 0.03000	 -0.47843
	 0.59648	 0.52503	 0.02881	 -0.45880
	 0.59650	 0.43655	 0.03000	 -0.47843
	 0.59650	 0.54337	 0.03000	 -0.47843
	 0.59651	 0.58365	 0.03000	 -0.47843
	 0.59648	 0.48767	 0.03000	 -0.47842
	 0.59650	 0.47628	 0.03000	 -0.47843
	 0.59650	 0.46467	 0.03000	 -0.47843
	 0.54063	 0.54781	 0.03000	 -0.47198
	 0.59954	 0.57338	 0.03000	 -0.47299
	 0.59648	 0.47459	 0.03000	 -0.47842
	 0.59649	 0.53491	 0.03000	 -0.47843
	 0.59649	 0.44709	 0.02966	 -0.46837
	 0.59915	 0.50116	 0.03000	 -0.47288
	 0.59650	 0.57338	 0.03000	 -0.47843
	 0.59649	 0.47572	 0.03000	 -0.47843
	 0.59649	 0.47160	 0.03000	 -0.47843
