Test : Start of hold value,"150.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"0.00000","0.33016","0.76469","31.73093","0.00000","6.70723"
"0.10000","0.33016","0.79129","31.73093","0.00000","6.94062"
"0.20000","0.33023","0.82864","31.73093","0.00000","7.26816"
"0.30000","0.33041","0.82324","31.70122","0.00000","7.22085"
"0.40000","0.33250","0.78315","31.70122","0.00002","6.86916"
"0.50000","0.33415","0.74255","31.70122","0.00004","6.51311"
"0.60000","0.33430","0.73120","31.70122","0.00004","6.41352"
"0.70000","0.33512","0.71981","31.70122","0.00005","6.31363"
"0.80000","0.33613","0.71809","31.70122","0.00006","6.29849"
"0.90000","0.33683","0.70122","31.75448","0.00007","6.15053"
"1.00000","0.33774","0.69734","31.75448","0.00008","6.11655"
"1.10000","0.33864","0.67123","31.75448","0.00008","5.88750"
"1.20000","0.33952","0.63232","31.75448","0.00009","5.54622"
"1.30000","0.34047","0.61029","31.75448","0.00010","5.35295"
"1.40000","0.34128","0.59410","31.75448","0.00011","5.21095"
"1.50000","0.34203","0.54004","31.79752","0.00012","4.73682"
"1.60000","0.34285","0.48885","31.79752","0.00013","4.28782"
"1.70000","0.34360","0.44413","31.79752","0.00013","3.89560"
"1.80000","0.34440","0.40532","31.79752","0.00014","3.55516"
"1.90000","0.34525","0.37283","31.79752","0.00015","3.27021"
"2.00000","0.34608","0.37506","31.79752","0.00016","3.28972"
"2.10000","0.34698","0.35109","31.81637","0.00017","3.07950"
"2.20000","0.34794","0.33382","31.81637","0.00018","2.92802"
"2.30000","0.34879","0.32319","31.81637","0.00019","2.83476"
"2.40000","0.34960","0.31006","31.81637","0.00019","2.71959"
"2.50000","0.35040","0.30311","31.81637","0.00020","2.65869"
"2.60000","0.35115","0.29758","31.79097","0.00021","2.61016"
"2.70000","0.35193","0.29514","31.79097","0.00022","2.58872"
"2.80000","0.35269","0.32086","31.79097","0.00022","2.81433"
"2.90000","0.35355","0.34820","31.79097","0.00023","3.05413"
"3.00000","0.35442","0.38743","31.79097","0.00024","3.39820"
"3.10000","0.35535","0.44708","31.79097","0.00025","3.92141"
"3.20000","0.35628","0.50824","31.67130","0.00026","4.45784"
"3.30000","0.35713","0.58177","31.67130","0.00027","5.10280"
"3.40000","0.35794","0.66118","31.67130","0.00028","5.79938"
"3.50000","0.35874","0.73008","31.67130","0.00028","6.40365"
"3.60000","0.35950","0.80408","31.67130","0.00029","7.05275"
"3.70000","0.36028","0.87235","31.67130","0.00030","7.65158"
"3.80000","0.36105","0.92370","31.58940","0.00031","8.10201"
"3.90000","0.36191","0.97118","31.58940","0.00032","8.51846"
