xs-	ys-	xs+	ys+	T_f	theta	power	
	 0.59164	 -0.56254	 0.85420	 0.06480	 405.93490	 -0.35238 	 19.64892
	 0.66651	 -0.56742	 0.82046	 0.00102	 407.93128	 -0.28037 	 12.05655
	 0.46195	 -0.53728	 0.83642	 0.04071	 404.13184	 -0.37976 	 26.85219
	 0.72498	 -0.56855	 0.78602	 0.03978	 404.49494	 -0.16171 	 4.86796
	 0.49676	 -0.68568	 0.83181	 0.00114	 357.24470	 -0.03169 	 11.41212
	 0.72736	 -0.58146	 0.77389	 0.05150	 389.05783	 -0.09488 	 3.09754
	 0.71459	 -0.56643	 0.84181	 0.04812	 407.14256	 -0.24442 	 10.11444
	 0.45595	 -0.76319	 0.83634	 0.04454	 404.13184	 -0.34482 	 25.65638
	 0.59765	 -0.55302	 0.83169	 0.80252	 364.01163	 0.00952 	 6.77980
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.46195	 -0.57187	 0.83642	 0.02343	 402.71899	 -0.37499 	 26.53943
	 0.46195	 -0.57187	 0.83642	 0.02343	 404.00107	 -0.37841 	 26.64741
	 0.72736	 -0.57409	 0.77389	 0.05150	 389.05783	 -0.09435 	 3.08648
	 0.59325	 -0.57347	 0.85420	 0.06480	 403.05735	 -0.34532 	 19.34882
	 0.66312	 -0.56275	 0.85726	 0.09011	 403.94068	 -0.29991 	 14.67553
	 0.66651	 -0.56733	 0.80450	 0.00094	 403.76914	 -0.22327 	 10.01422
	 0.73663	 -0.56273	 0.83642	 0.04038	 408.16322	 -0.20848 	 8.12062
	 0.70978	 -0.57136	 0.77953	 0.04905	 337.50071	 -0.00000 	 1.53931
	 0.72709	 -0.57386	 0.77948	 0.00608	 403.01924	 -0.14648 	 4.17208
	 0.59016	 -0.56810	 0.83007	 0.05150	 389.05783	 -0.17871 	 13.94285
	 0.72882	 -0.77833	 0.77620	 0.80252	 364.01163	 -0.01650 	 2.61420
	 0.72302	 -0.56217	 0.78347	 0.03978	 367.39691	 -0.04417 	 2.71523
	 0.73663	 -0.54998	 0.83642	 0.04038	 403.75759	 -0.19922 	 7.74017
	 0.66465	 -0.56351	 0.85716	 0.09011	 408.12190	 -0.32134 	 15.32271
	 0.66465	 -0.57375	 0.85726	 0.08923	 403.03033	 -0.29321 	 14.42291
	 0.59165	 -0.77811	 0.85698	 0.80292	 408.40874	 -0.35487 	 20.40698
	 0.69455	 -0.62868	 0.83180	 0.08542	 363.74672	 -0.05077 	 5.51052
	 0.72262	 -0.59744	 0.81695	 0.05146	 402.88099	 -0.19539 	 7.30102
	 0.72302	 -0.54951	 0.78347	 0.03978	 367.15352	 -0.04318 	 2.69266
	 0.49531	 -0.56255	 0.82775	 0.02843	 404.00107	 -0.34998 	 23.67561
	 0.58900	 -0.57119	 0.83181	 0.00121	 403.89419	 -0.32644 	 17.85163
	 0.73694	 -0.56174	 0.84878	 0.08582	 402.88099	 -0.20757 	 8.54911
	 0.69540	 -0.57403	 0.85719	 0.09008	 408.15527	 -0.28705 	 12.94597
	 0.72937	 -0.56854	 0.85783	 0.11996	 357.85373	 -0.03184 	 4.59050
	 0.65857	 -0.51417	 0.78535	 0.03984	 403.93541	 -0.14051 	 8.61571
	 0.70978	 -0.59794	 0.77948	 0.00397	 337.50071	 -0.00000 	 1.53619
	 0.72700	 -0.57408	 0.77401	 0.05175	 396.17146	 -0.11473 	 3.43035
	 0.58900	 -0.57119	 0.83181	 0.00121	 403.89419	 -0.32644 	 17.85163
	 0.49258	 -0.57119	 0.83181	 0.00114	 403.89419	 -0.37195 	 24.49208
	 0.59165	 -0.55879	 0.85698	 0.05719	 408.40874	 -0.34492 	 19.54798
	 0.72302	 -0.78149	 0.78347	 0.78655	 367.39691	 -0.02632 	 3.15742
	 0.46195	 -0.57187	 0.83642	 0.02343	 402.90490	 -0.37736 	 26.61550
	 0.72700	 -0.59816	 0.77401	 0.05175	 395.98556	 -0.11618 	 3.46322
	 0.71301	 -0.54984	 0.85716	 0.09011	 408.15527	 -0.26626 	 11.51553
	 0.66242	 -0.56347	 0.82961	 0.04012	 401.60050	 -0.25314 	 12.04776
	 0.70978	 -0.57136	 0.84661	 0.78794	 337.18762	 -0.00000 	 2.95817
	 0.59165	 -0.77811	 0.77968	 0.06462	 408.63823	 -0.14233 	 13.23062
	 0.72938	 -0.57175	 0.77935	 0.03969	 409.10436	 -0.15804 	 4.30717
	 0.73503	 -0.49002	 0.78828	 0.05035	 403.18211	 -0.14723 	 4.21205
	 0.73092	 -0.59578	 0.80407	 0.05007	 397.44392	 -0.15596 	 5.43513
	 0.66282	 -0.56908	 0.77326	 0.00266	 407.93128	 -0.13040 	 7.83174
	 0.68632	 -0.56457	 0.78851	 0.04085	 403.94333	 -0.17195 	 7.32264
	 0.70396	 -0.54945	 0.85412	 0.08530	 403.93695	 -0.25535 	 11.39337
	 0.72689	 -0.55903	 0.81882	 0.05031	 405.83319	 -0.20064 	 7.31452
	 0.70032	 -0.55042	 0.78751	 0.07984	 403.09884	 -0.15756 	 6.25728
	 0.59165	 -0.69148	 0.87963	 0.03032	 405.88215	 -0.24597 	 17.63193
	 0.73663	 -0.56617	 0.83675	 0.04038	 408.16322	 -0.20847 	 8.15073
	 0.72239	 -0.56253	 0.82576	 0.04038	 403.83880	 -0.20729 	 7.98449
	 0.46984	 -0.56218	 0.78347	 0.03978	 367.68985	 -0.01622 	 12.72632
	 0.58983	 -0.54601	 0.83162	 0.79034	 364.01163	 0.00986 	 6.99615
	 0.69245	 -0.78533	 0.81843	 0.09210	 403.12586	 -0.23180 	 9.83266
	 0.73663	 -0.56691	 0.83642	 0.04038	 408.55094	 -0.20857 	 8.15530
	 0.71866	 -0.56225	 0.84181	 0.04812	 405.71448	 -0.23408 	 9.64567
	 0.59589	 -0.57119	 0.83181	 0.00093	 403.89419	 -0.32236 	 17.37156
	 0.71612	 -0.50239	 0.78347	 0.04037	 367.15352	 -0.04111 	 2.91140
	 0.67088	 -0.77396	 0.82955	 0.04012	 403.88410	 -0.26683 	 12.34714
	 0.49258	 -0.54708	 0.83187	 0.00114	 402.87728	 -0.35526 	 24.02725
	 0.68562	 -0.56258	 0.83629	 0.09206	 408.15527	 -0.27970 	 11.95021
	 0.46195	 -0.56474	 0.83099	 0.04334	 404.13184	 -0.36690 	 26.27003
	 0.59165	 -0.69493	 0.83181	 0.03032	 406.95041	 -0.35597 	 18.72084
	 0.72736	 -0.57409	 0.77396	 0.05150	 387.98956	 -0.09150 	 3.04400
	 0.74355	 -0.56855	 0.78602	 0.03814	 357.84658	 -0.01913 	 1.67685
	 0.57268	 -0.77233	 0.83162	 0.80555	 364.01163	 0.00000 	 0.00000
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.59165	 -0.77233	 0.82998	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.72262	 -0.77000	 0.81695	 0.00161	 402.91922	 -0.18223 	 7.54623
	 0.49258	 -0.59877	 0.83181	 0.05125	 403.85596	 -0.36389 	 24.34262
	 0.71413	 -0.56254	 0.77672	 0.04022	 403.84654	 -0.14219 	 4.69202
	 0.45981	 -0.57409	 0.83367	 0.05166	 387.98956	 -0.17927 	 20.88783
	 0.46452	 -0.53930	 0.83642	 0.08681	 402.71899	 -0.34198 	 25.81166
	 0.66205	 -0.57265	 0.85561	 0.02673	 405.74655	 -0.30981 	 15.03258
	 0.72689	 -0.55043	 0.78771	 0.05031	 405.80618	 -0.16499 	 4.92015
	 0.70032	 -0.55901	 0.81863	 0.07984	 403.12586	 -0.21713 	 8.81236
	 0.58725	 -0.69493	 0.83180	 0.03032	 405.76914	 -0.35064 	 18.75352
	 0.68433	 -0.55901	 0.81850	 0.07984	 403.23886	 -0.22815 	 9.85354
	 0.59173	 -0.69493	 0.83164	 0.03032	 403.98701	 -0.33349 	 17.97532
	 0.46195	 -0.60597	 0.83666	 0.02343	 402.68031	 -0.36911 	 26.29001
	 0.72736	 -0.57412	 0.77396	 0.05168	 388.16660	 -0.09198 	 3.05183
	 0.68368	 -0.56740	 0.80450	 0.00110	 407.75421	 -0.23693 	 9.37825
	 0.50096	 -0.59877	 0.83181	 0.05125	 405.83023	 -0.38480 	 24.49356
	 0.65624	 -0.54008	 0.85561	 0.09136	 403.77228	 -0.30219 	 14.93907
	 0.70401	 -0.55016	 0.78851	 0.04038	 405.73384	 -0.17799 	 6.37947
	 0.46195	 -0.56282	 0.83642	 0.03897	 406.48600	 -0.38348 	 26.88471
	 0.71694	 -0.56217	 0.83183	 0.03978	 367.33438	 -0.06053 	 4.98173
	 0.49859	 -0.57119	 0.78405	 0.00114	 403.89419	 -0.12245 	 18.65951
	 0.72702	 -0.57396	 0.78602	 0.05162	 357.84658	 -0.02222 	 2.20566
	 0.72935	 -0.54823	 0.78244	 0.03991	 396.17146	 -0.12709 	 3.86461
	 0.72724	 -0.57684	 0.77948	 0.81407	 335.38426	 0.00000 	 0.00000
	 0.59165	 -0.80442	 0.82998	 0.01905	 366.12807	 -0.06975 	 9.81616
	 0.59227	 -0.56855	 0.78602	 0.02782	 364.08643	 -0.02562 	 7.47056
	 0.74147	 -0.77233	 0.83162	 0.81635	 357.77178	 -0.02776 	 3.57368
	 0.59914	 -0.77132	 0.83181	 0.00115	 403.89419	 -0.33097 	 17.69360
	 0.48933	 -0.57119	 0.83181	 0.00092	 403.89419	 -0.37321 	 24.71395
	 0.59031	 -0.55043	 0.78556	 0.04038	 403.94333	 -0.12154 	 12.89614
	 0.70534	 -0.69493	 0.83475	 0.03032	 406.95041	 -0.23964 	 10.45022
	 0.69455	 -0.56186	 0.85886	 0.08577	 408.15527	 -0.29004 	 13.12211
	 0.59165	 -0.69493	 0.83188	 0.00756	 405.88215	 -0.34896 	 18.51254
	 0.59165	 -0.77233	 0.82998	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.70978	 -0.57136	 0.77953	 0.11528	 337.50071	 -0.00000 	 1.55161
	 0.59165	 -0.69493	 0.83225	 0.03094	 406.95041	 -0.35645 	 18.76356
	 0.66465	 -0.56351	 0.85672	 0.08949	 408.12190	 -0.32099 	 15.28572
	 0.49258	 -0.77132	 0.83181	 0.04069	 403.89419	 -0.36859 	 24.30437
	 0.72302	 -0.56217	 0.78347	 0.00070	 367.39691	 -0.04486 	 2.71246
	 0.72991	 -0.56856	 0.78412	 0.04812	 406.10220	 -0.15732 	 4.50211
	 0.72937	 -0.56642	 0.84371	 0.04642	 357.84658	 -0.03022 	 4.09800
	 0.73473	 -0.58146	 0.77389	 0.05150	 389.05783	 -0.09488 	 2.77239
	 0.48411	 -0.57119	 0.82862	 0.00114	 403.89419	 -0.36541 	 24.67851
	 0.59807	 -0.69353	 0.83222	 0.03094	 406.95041	 -0.35148 	 18.28206
	 0.48615	 -0.77272	 0.83185	 0.00114	 403.89419	 -0.35375 	 24.12939
	 0.59589	 -0.57189	 0.77476	 0.00069	 403.89419	 -0.10111 	 11.77231
	 0.72736	 -0.58076	 0.83094	 0.05220	 389.05783	 -0.14764 	 6.62490
	 0.50096	 -0.59877	 0.83181	 0.05126	 411.57413	 -0.40693 	 25.18576
	 0.72736	 -0.58146	 0.77389	 0.05149	 389.20105	 -0.09529 	 3.10390
	 0.70032	 -0.56225	 0.83295	 0.07984	 403.11189	 -0.23411 	 9.94238
	 0.46195	 -0.55931	 0.83642	 0.04038	 389.58038	 -0.20239 	 21.49923
	 0.59115	 -0.56258	 0.83629	 0.01903	 408.09098	 -0.36554 	 19.14335
	 0.68612	 -0.69493	 0.83188	 0.10336	 405.94644	 -0.26394 	 11.53934
	 0.66651	 -0.56742	 0.80397	 0.00094	 407.93128	 -0.24867 	 10.52885
	 0.72302	 -0.55452	 0.78400	 0.00070	 363.07162	 -0.03403 	 2.50665
	 0.59165	 -0.75481	 0.83162	 0.82416	 364.00511	 0.00000 	 0.00000
	 0.73473	 -0.58146	 0.77389	 0.01923	 389.05783	 -0.09551 	 2.76622
	 0.52307	 -0.77233	 0.83162	 0.77556	 360.54157	 0.00961 	 8.75565
	 0.58993	 -0.59877	 0.83675	 0.07872	 409.24914	 -0.37514 	 19.55473
	 0.49082	 -0.77132	 0.83181	 0.04069	 403.11751	 -0.36635 	 24.32656
	 0.73429	 -0.49002	 0.78828	 0.05035	 409.09987	 -0.16158 	 4.54194
	 0.59165	 -0.77233	 0.78559	 0.82944	 364.01163	 0.00976 	 5.59653
	 0.69184	 -0.55043	 0.83289	 0.02017	 403.94333	 -0.24736 	 10.64691
	 0.72302	 -0.60407	 0.78347	 0.00010	 365.58690	 -0.04104 	 2.65009
	 0.66465	 -0.57365	 0.85726	 0.09687	 403.34167	 -0.29509 	 14.47580
	 0.68562	 -0.56478	 0.83086	 0.09608	 407.74129	 -0.27161 	 11.43491
	 0.72700	 -0.57408	 0.77401	 0.05070	 396.58545	 -0.11601 	 3.44940
	 0.66630	 -0.55052	 0.78435	 0.00094	 403.84026	 -0.16213 	 8.20502
	 0.70422	 -0.56733	 0.80422	 0.04038	 408.03435	 -0.21886 	 7.93888
	 0.68368	 -0.56793	 0.83415	 0.00110	 406.91021	 -0.27365 	 11.81667
	 0.58703	 -0.69440	 0.80260	 0.03094	 407.79441	 -0.28904 	 15.99539
	 0.59168	 -0.76767	 0.77401	 0.02223	 363.84436	 -0.02400 	 7.06665
	 0.72696	 -0.57875	 0.82998	 0.80252	 396.33873	 -0.16566 	 7.24615
	 0.68562	 -0.56258	 0.83629	 0.09206	 408.57407	 -0.28167 	 12.00876
	 0.69540	 -0.57403	 0.85719	 0.09008	 408.15527	 -0.28705 	 12.94597
	 0.46195	 -0.55937	 0.83196	 0.04038	 403.94686	 -0.36780 	 26.31511
	 0.59173	 -0.69810	 0.83635	 0.03032	 404.13330	 -0.34098 	 18.47973
	 0.49258	 -0.59389	 0.83181	 0.00114	 402.86656	 -0.36358 	 24.20420
	 0.72262	 -0.77487	 0.81695	 0.05146	 403.90862	 -0.18512 	 7.63781
	 0.66465	 -0.54757	 0.85716	 0.09489	 404.38243	 -0.30064 	 14.59082
	 0.59589	 -0.57119	 0.83181	 0.00025	 403.99652	 -0.32333 	 17.39872
	 0.72689	 -0.55903	 0.81882	 0.04759	 406.24941	 -0.20165 	 7.34690
	 0.69398	 -0.55043	 0.78851	 0.04038	 411.68045	 -0.20527 	 7.50814
	 0.61268	 -0.74139	 0.83167	 0.82416	 364.00511	 0.00000 	 0.00000
	 0.72700	 -0.58664	 0.77396	 0.05070	 396.58545	 -0.11695 	 3.46703
	 0.72491	 -0.59880	 0.83675	 0.07872	 409.05729	 -0.22707 	 9.17543
	 0.59224	 -0.59742	 0.77282	 0.05150	 402.99766	 -0.05532 	 11.67714
	 0.68562	 -0.56478	 0.78647	 0.09626	 401.98248	 -0.14186 	 6.92528
	 0.72702	 -0.57396	 0.83040	 0.05144	 358.11913	 -0.02961 	 3.74550
	 0.68368	 -0.56740	 0.85590	 0.00060	 407.75421	 -0.29619 	 13.71370
	 0.66205	 -0.57265	 0.80422	 0.02750	 405.74655	 -0.23332 	 10.50514
	 0.74355	 -0.56855	 0.78602	 0.04842	 357.84658	 -0.01918 	 1.68061
	 0.72689	 -0.55043	 0.78791	 0.03828	 410.17894	 -0.17541 	 5.17182
	 0.70258	 -0.76239	 0.83109	 0.80252	 364.01163	 -0.04654 	 5.35023
	 0.59308	 -0.56038	 0.78809	 0.04038	 405.80618	 -0.14873 	 13.24142
	 0.68587	 -0.56258	 0.83629	 0.04171	 408.56754	 -0.28098 	 12.01971
	 0.70398	 -0.56733	 0.80422	 0.09073	 408.04088	 -0.21692 	 7.91624
	 0.54418	 -0.55303	 0.83222	 0.03031	 406.95041	 -0.37532 	 21.77484
	 0.69398	 -0.69093	 0.78851	 0.04101	 411.68045	 -0.22311 	 7.83879
	 0.68368	 -0.56740	 0.80450	 0.00001	 409.25585	 -0.24527 	 9.55712
	 0.58993	 -0.59877	 0.83675	 0.09029	 407.74750	 -0.36292 	 19.15046
	 0.59173	 -0.57943	 0.83181	 0.01409	 404.64800	 -0.33116 	 17.84555
	 0.59589	 -0.71692	 0.83188	 0.00093	 403.94851	 -0.33269 	 17.81078
	 0.59165	 -0.76946	 0.83162	 0.80252	 363.78160	 0.00000 	 0.00000
	 0.72724	 -0.56852	 0.77282	 0.05150	 402.80582	 -0.13056 	 3.61672
	 0.55954	 -0.49550	 0.83030	 0.00070	 364.00105	 -0.04437 	 10.43408
	 0.71847	 -0.76328	 0.78478	 0.82416	 367.40097	 -0.01664 	 3.33733
	 0.72262	 -0.60081	 0.83211	 0.05146	 402.84396	 -0.20955 	 8.42462
	 0.59173	 -0.69156	 0.81672	 0.03032	 394.93497	 -0.22159 	 14.38575
	 0.73487	 -0.57428	 0.76538	 0.05175	 396.17146	 -0.09604 	 2.44943
	 0.72686	 -0.58127	 0.77402	 0.06858	 389.05783	 -0.09386 	 3.12591
	 0.50097	 -0.57263	 0.83181	 0.00093	 411.54444	 -0.40033 	 24.90726
	 0.59589	 -0.59733	 0.83181	 0.05126	 403.92381	 -0.32036 	 17.33641
	 0.50096	 -0.59877	 0.83181	 0.05125	 405.83023	 -0.38480 	 24.49356
	 0.70422	 -0.56733	 0.80422	 0.04038	 408.03435	 -0.21886 	 7.93888
	 0.70092	 -0.69454	 0.83468	 0.03032	 406.98855	 -0.24626 	 10.78593
	 0.50538	 -0.59915	 0.83189	 0.05125	 405.79208	 -0.38295 	 24.18435
	 0.72573	 -0.56276	 0.77948	 0.01875	 408.54023	 -0.16177 	 4.50793
	 0.59265	 -0.57368	 0.83629	 0.02827	 336.96446	 -0.00000 	 5.08373
	 0.58032	 -0.56259	 0.85692	 0.01903	 408.09098	 -0.33241 	 19.72247
	 0.66465	 -0.59643	 0.83654	 0.09011	 408.15527	 -0.30258 	 13.63235
	 0.66465	 -0.50976	 0.85722	 0.05121	 412.26764	 -0.33964 	 15.91910
	 0.50096	 -0.59877	 0.83185	 0.09017	 402.29575	 -0.33022 	 23.02656
	 0.59165	 -0.57084	 0.83224	 0.01237	 406.95041	 -0.35109 	 18.45243
	 0.50097	 -0.69672	 0.83183	 0.01414	 411.54444	 -0.37762 	 24.12433
	 0.50556	 -0.59915	 0.83189	 0.05125	 411.60894	 -0.40551 	 24.87938
	 0.50079	 -0.59877	 0.83181	 0.05126	 405.75726	 -0.38401 	 24.47913
	 0.71888	 -0.57231	 0.85561	 0.02673	 405.81998	 -0.24676 	 10.71685
	 0.66985	 -0.59778	 0.81695	 0.05146	 402.80756	 -0.23867 	 10.74947
	 0.68297	 -0.56478	 0.83079	 0.09702	 407.74129	 -0.27426 	 11.62260
	 0.60073	 -0.69353	 0.82912	 0.01264	 408.51962	 -0.35598 	 18.16017
	 0.70401	 -0.68005	 0.85597	 0.04038	 405.80618	 -0.25794 	 12.07139
	 0.70474	 -0.57403	 0.78879	 0.09008	 408.15527	 -0.18562 	 6.54918
	 0.69367	 -0.55284	 0.78851	 0.04038	 411.66509	 -0.20567 	 7.53281
	 0.66682	 -0.55273	 0.80450	 0.00094	 407.94664	 -0.24766 	 10.51989
	 0.50096	 -0.59921	 0.85707	 0.05126	 411.57413	 -0.30412 	 22.85474
	 0.66465	 -0.50932	 0.83196	 0.15033	 412.26764	 -0.31435 	 13.56807
	 0.74452	 -0.56855	 0.78866	 0.03813	 406.04448	 -0.12234 	 3.81257
	 0.70218	 -0.55043	 0.78586	 0.04039	 357.60518	 -0.02202 	 2.97429
	 0.54362	 -0.69353	 0.83222	 0.03742	 406.95041	 -0.38886 	 22.26665
	 0.59863	 -0.55303	 0.83222	 0.03031	 406.95041	 -0.34307 	 17.83832
	 0.72575	 -0.75582	 0.83296	 0.02058	 357.84658	 -0.02937 	 3.94145
	 0.59165	 -0.52742	 0.78468	 0.84033	 363.78160	 0.00992 	 5.51790
	 0.69398	 -0.55043	 0.80478	 0.04038	 411.26068	 -0.24223 	 8.98210
	 0.66651	 -0.56742	 0.78823	 0.00094	 407.93128	 -0.20009 	 9.01260
	 0.59115	 -0.56258	 0.83629	 0.08333	 409.03114	 -0.36903 	 19.23315
	 0.72491	 -0.59880	 0.83675	 0.01442	 408.11714	 -0.22350 	 9.08644
	 0.74355	 -0.56855	 0.78602	 0.03814	 357.84658	 -0.01913 	 1.67685
	 0.50538	 -0.51809	 0.83189	 0.05125	 405.79208	 -0.36411 	 23.80914
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.72724	 -0.57409	 0.77610	 0.05029	 402.96330	 -0.13888 	 3.89270
	 0.69398	 -0.69093	 0.78851	 0.04260	 411.68045	 -0.22299 	 7.83702
	 0.59165	 -0.76946	 0.83162	 0.80195	 363.78160	 0.00000 	 0.00000
	 0.66205	 -0.57265	 0.85561	 0.02673	 408.60055	 -0.32254 	 15.52740
	 0.72262	 -0.59744	 0.81695	 0.05146	 402.85627	 -0.19531 	 7.29893
	 0.72133	 -0.57386	 0.77948	 0.02806	 337.50071	 -0.00000 	 1.29960
	 0.73503	 -0.49002	 0.78828	 0.05028	 403.18211	 -0.14723 	 4.21204
	 0.59520	 -0.50976	 0.85722	 0.05205	 412.23116	 -0.36049 	 19.84847
	 0.65937	 -0.59877	 0.83675	 0.07788	 409.28562	 -0.31382 	 14.25268
	 0.73487	 -0.57428	 0.76846	 0.05175	 396.17146	 -0.10361 	 2.66635
	 0.59165	 -0.77233	 0.82853	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.53521	 -0.52261	 0.83196	 0.09011	 406.90084	 -0.35596 	 21.94578
	 0.67361	 -0.59660	 0.83680	 0.03031	 408.20485	 -0.29281 	 13.02763
	 0.66465	 -0.56358	 0.86080	 0.09008	 407.55771	 -0.32156 	 15.52965
	 0.70474	 -0.66947	 0.78516	 0.09011	 408.15527	 -0.18879 	 6.44348
	 0.72353	 -0.59901	 0.83189	 0.05125	 405.64704	 -0.21650 	 8.60411
	 0.51646	 -0.57442	 0.76538	 0.07511	 396.17146	 0.00000 	 0.00000
	 0.50096	 -0.59905	 0.78026	 0.02815	 411.57413	 -0.10915 	 19.65734
	 0.72133	 -0.57358	 0.83103	 0.05117	 337.50071	 -0.00000 	 2.35278
	 0.68541	 -0.56400	 0.83680	 0.02630	 408.20485	 -0.28025 	 12.06014
	 0.68584	 -0.59738	 0.83086	 0.10008	 407.74129	 -0.27229 	 11.50022
	 0.59828	 -0.54513	 0.83222	 0.01901	 406.95041	 -0.34352 	 17.86582
	 0.54397	 -0.70143	 0.83222	 0.00109	 408.65536	 -0.37364 	 21.75187
	 0.59727	 -0.57198	 0.76729	 0.03031	 396.23105	 -0.03618 	 10.19161
	 0.72083	 -0.55533	 0.83339	 0.05175	 406.89082	 -0.22722 	 8.94750
	 0.70401	 -0.55084	 0.78851	 0.04038	 409.35880	 -0.19311 	 6.66689
	 0.58993	 -0.59837	 0.83675	 0.07872	 405.69651	 -0.34653 	 18.64664
	 0.59175	 -0.77233	 0.82853	 0.80681	 405.50611	 0.00000 	 0.00000
	 0.54362	 -0.64788	 0.83222	 0.01328	 365.45361	 -0.05922 	 11.50183
	 0.72704	 -0.50976	 0.85722	 0.05120	 357.62710	 -0.03080 	 4.59008
	 0.66462	 -0.57396	 0.78602	 0.05163	 412.07249	 -0.19566 	 9.24496
	 0.66651	 -0.56742	 0.80450	 0.15014	 410.13742	 -0.23391 	 10.53807
	 0.66465	 -0.50932	 0.83196	 0.00283	 412.29225	 -0.31720 	 13.74230
	 0.59758	 -0.54543	 0.82912	 0.01264	 408.51962	 -0.35203 	 17.99706
	 0.74258	 -0.70189	 0.76538	 0.05175	 396.17146	 -0.09986 	 2.35390
	 0.59282	 -0.79865	 0.83182	 0.05126	 411.57413	 -0.37569 	 19.80910
	 0.49979	 -0.69493	 0.83224	 0.03094	 406.95041	 -0.38143 	 24.35225
	 0.54553	 -0.57428	 0.83182	 0.02763	 396.17146	 -0.26172 	 18.46915
	 0.73325	 -0.55303	 0.76887	 0.03031	 406.95041	 -0.13033 	 3.11797
	 0.68368	 -0.56740	 0.80146	 0.00001	 409.25585	 -0.23905 	 9.27796
	 0.69398	 -0.69093	 0.78851	 0.04101	 411.68045	 -0.22311 	 7.83879
	 0.59000	 -0.56258	 0.83645	 0.09206	 365.00016	 -0.05017 	 9.72300
	 0.68727	 -0.77233	 0.83146	 0.80252	 407.57546	 -0.26030 	 11.40847
	 0.66465	 -0.59896	 0.83614	 0.07866	 408.15527	 -0.30214 	 13.61366
	 0.57905	 -0.56340	 0.85778	 0.09018	 409.24914	 -0.34024 	 20.07067
	 0.69188	 -0.59915	 0.83189	 0.05059	 411.60894	 -0.27771 	 11.62240
	 0.50765	 -0.69093	 0.78851	 0.04101	 411.68045	 -0.19816 	 20.21165
	 0.72702	 -0.57396	 0.78602	 0.07312	 357.84658	 -0.02217 	 2.21039
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.73072	 -0.77233	 0.84542	 0.80252	 364.01163	 -0.05222 	 4.97418
	 0.59080	 -0.56856	 0.78537	 0.04691	 406.10220	 -0.13010 	 13.17084
	 0.66565	 -0.51002	 0.77601	 0.05150	 402.80582	 -0.09271 	 7.29066
	 0.72336	 -0.56826	 0.85404	 0.05121	 412.26764	 -0.25596 	 10.91906
	 0.66002	 -0.50976	 0.85722	 0.05121	 412.26764	 -0.34446 	 16.29992
	 0.74450	 -0.70189	 0.76538	 0.00618	 396.17146	 -0.09449 	 2.22295
	 0.73493	 -0.70734	 0.75914	 0.05335	 395.91265	 -0.07914 	 2.21871
	 0.68368	 -0.56194	 0.80683	 0.00019	 409.51463	 -0.25049 	 9.78560
	 0.67361	 -0.56736	 0.83680	 0.03050	 408.20485	 -0.29334 	 12.96260
	 0.72991	 -0.59779	 0.78412	 0.04793	 406.10220	 -0.15717 	 4.55167
	 0.74355	 -0.56837	 0.78677	 0.03842	 357.84658	 -0.01927 	 1.70120
	 0.66465	 -0.50950	 0.83122	 0.00258	 412.29225	 -0.31640 	 13.67581
	 0.54362	 -0.69353	 0.83222	 0.03742	 406.95041	 -0.38886 	 22.26665
	 0.69367	 -0.55284	 0.78851	 0.04038	 411.66509	 -0.20567 	 7.53281
	 0.59863	 -0.55303	 0.83130	 0.03075	 411.97694	 -0.37939 	 18.93013
	 0.66465	 -0.50976	 0.85814	 0.05077	 402.91761	 -0.29057 	 14.30965
	 0.72604	 -0.55043	 0.78791	 0.01937	 407.31436	 -0.17010 	 5.07590
	 0.59199	 -0.65245	 0.83629	 0.04997	 408.06107	 -0.36704 	 19.26218
	 0.70401	 -0.55506	 0.83316	 0.04038	 405.84669	 -0.24404 	 10.04438
	 0.69293	 -0.55071	 0.78873	 0.05175	 406.85031	 -0.18182 	 7.15300
	 0.73325	 -0.55303	 0.76796	 0.03137	 411.66377	 -0.13823 	 3.20681
	 0.69398	 -0.69093	 0.79489	 0.03021	 406.96708	 -0.21669 	 8.00201
	 0.68901	 -0.57396	 0.78602	 0.05162	 357.84658	 -0.02210 	 3.43703
	 0.69540	 -0.57403	 0.85719	 0.09008	 408.15527	 -0.28705 	 12.94597
	 0.59282	 -0.55349	 0.83182	 0.05126	 406.95537	 -0.34391 	 18.16480
	 0.72083	 -0.80049	 0.83339	 0.01747	 411.50958	 -0.19862 	 9.55490
	 0.72689	 -0.56863	 0.77315	 0.03746	 402.49296	 -0.13157 	 3.65050
	 0.72724	 -0.49207	 0.78758	 0.05232	 410.49179	 -0.17441 	 5.03057
	 0.49279	 -0.60040	 0.83117	 0.03814	 357.84658	 -0.02783 	 11.61395
	 0.74394	 -0.56692	 0.78666	 0.05126	 411.57413	 -0.12297 	 3.87666
	 0.67361	 -0.80878	 0.83687	 0.03031	 408.20316	 -0.27456 	 13.34212
