xs-	ys-	xs+	ys+	T_f	theta	power	
	 0.70350	 -0.80911	 0.86120	 0.28682	 395.44378	 -0.22115 	 11.29088
	 0.45527	 -0.41386	 0.78042	 0.78979	 305.60774	 0.00000 	 0.49476
	 0.72959	 -0.57386	 0.79172	 0.05114	 388.99843	 -0.11592 	 4.10176
	 0.66463	 -0.57129	 0.84756	 0.09011	 403.14097	 -0.28407 	 13.63856
	 0.46195	 -0.56254	 0.84931	 0.04038	 403.89437	 -0.33322 	 25.64527
	 0.69959	 -0.80361	 0.77665	 0.04075	 389.91186	 -0.11466 	 4.96238
	 0.46554	 -0.56254	 0.82025	 0.04812	 403.89437	 -0.30890 	 24.47026
	 0.71608	 -0.56254	 0.84768	 0.09623	 403.14097	 -0.23214 	 9.96321
	 0.70032	 -0.80272	 0.78641	 0.30105	 361.79719	 -0.02964 	 3.50320
	 0.67050	 -0.57135	 0.84296	 0.09223	 395.97225	 -0.22309 	 11.58167
	 0.72576	 -0.57740	 0.85567	 0.19296	 402.74513	 -0.22678 	 9.84652
	 0.72043	 -0.04242	 0.81437	 0.37036	 322.62145	 0.00000 	 1.12880
	 0.70076	 -0.85134	 0.85305	 0.04460	 401.09087	 -0.23191 	 11.75781
	 0.63770	 -0.57899	 0.77952	 0.02778	 361.95180	 -0.02270 	 5.30848
	 0.71948	 -0.80272	 0.78658	 0.30141	 336.46121	 0.00000 	 1.55771
	 0.59165	 -0.77233	 0.83162	 0.81285	 395.70251	 0.00000 	 0.00000
	 0.72576	 -0.57746	 0.84295	 0.18468	 363.88553	 -0.04970 	 4.78378
	 0.66463	 -0.57129	 0.81710	 0.03194	 403.14097	 -0.24281 	 11.11118
	 0.70319	 -0.80006	 0.84875	 0.09119	 388.45168	 -0.17772 	 9.44088
	 0.72329	 -0.41386	 0.84935	 0.03946	 386.14630	 -0.12932 	 7.23417
	 0.45664	 -0.81940	 0.81793	 0.06902	 404.94803	 -0.37060 	 26.05890
	 0.67148	 -0.81165	 0.78994	 0.09011	 399.66058	 -0.18102 	 8.32663
	 0.70392	 -0.57654	 0.84431	 0.29217	 403.13680	 -0.23986 	 10.51009
	 0.66144	 -0.77233	 0.84745	 0.09735	 364.72254	 -0.06381 	 7.61972
	 0.59483	 -0.57129	 0.83794	 0.79531	 402.42998	 0.00965 	 6.63836
	 0.66463	 -0.57053	 0.84756	 0.81698	 406.94273	 -0.21143 	 13.12728
	 0.59165	 -0.80387	 0.80441	 0.07573	 360.20203	 -0.03433 	 7.77091
	 0.72959	 -0.55394	 0.78658	 0.31145	 389.35121	 -0.09959 	 3.76620
	 0.71609	 -0.80272	 0.79172	 0.04076	 361.44441	 -0.03517 	 3.11520
	 0.46195	 -0.56254	 0.83642	 0.04038	 403.89437	 -0.38304 	 26.88194
	 0.46195	 -0.56254	 0.81742	 0.04038	 403.89437	 -0.29757 	 24.38279
	 0.46195	 -0.56254	 0.83642	 0.04038	 404.00107	 -0.38441 	 26.92578
	 0.59165	 -0.77233	 0.83162	 0.81285	 391.30173	 0.00000 	 0.00000
	 0.72590	 -0.57707	 0.84241	 0.03323	 404.04898	 -0.21929 	 9.02421
	 0.46161	 -0.56293	 0.81796	 0.20222	 395.43097	 -0.05461 	 21.02163
	 0.48865	 -0.56254	 0.82025	 0.03057	 403.89437	 -0.31741 	 23.11522
	 0.73523	 -0.80859	 0.77948	 0.04849	 389.91186	 -0.10886 	 3.49427
	 0.59467	 -0.77088	 0.83116	 0.76974	 395.70251	 0.00000 	 0.00000
	 0.45035	 -0.41532	 0.85014	 0.08438	 304.07941	 0.00000 	 0.22827
	 0.46195	 -0.45381	 0.81736	 0.04038	 402.60543	 -0.22525 	 23.40655
	 0.46195	 -0.56254	 0.83648	 0.04038	 403.89437	 -0.38322 	 26.88912
	 0.71621	 -0.56254	 0.84768	 0.07994	 390.31802	 -0.16857 	 8.35590
	 0.72724	 -0.57386	 0.77948	 0.05150	 402.88099	 -0.14489 	 4.15066
	 0.70034	 -0.03731	 0.85641	 0.41347	 324.63690	 0.00000 	 2.06031
	 0.70456	 -0.56254	 0.84768	 0.09623	 403.97364	 -0.24913 	 10.89204
	 0.46195	 -0.56254	 0.83642	 0.04038	 403.89437	 -0.38304 	 26.88194
	 0.70319	 -0.82279	 0.77948	 0.04813	 389.91186	 -0.12196 	 5.02030
	 0.64247	 -0.57899	 0.77948	 0.05082	 328.48263	 0.00000 	 2.16570
	 0.72598	 -0.57386	 0.77952	 0.02839	 391.06722	 -0.11021 	 3.61626
	 0.46288	 -0.79785	 0.78658	 0.30105	 361.79719	 0.00998 	 9.97750
	 0.71866	 -0.56741	 0.82025	 0.04812	 403.89437	 -0.20648 	 7.84084
	 0.72668	 -0.81664	 0.84982	 0.28531	 403.19410	 -0.20739 	 9.85157
	 0.70490	 -0.55075	 0.78800	 0.01689	 399.60328	 -0.15440 	 5.83674
	 0.72702	 -0.55234	 0.85900	 0.02423	 385.24104	 -0.14350 	 7.78642
	 0.70009	 -0.80999	 0.81782	 0.09125	 403.10680	 -0.22087 	 9.30286
	 0.70069	 -0.85601	 0.81437	 0.04849	 395.93505	 -0.19107 	 8.32500
	 0.67594	 -0.81690	 0.78670	 0.29217	 405.48255	 -0.14248 	 8.03795
	 0.46195	 -0.56254	 0.84613	 0.04043	 398.18778	 -0.33677 	 25.67603
	 0.70069	 -0.88752	 0.81555	 0.00918	 403.89372	 -0.21041 	 9.25429
	 0.71271	 -0.57741	 0.85083	 0.09011	 381.51126	 -0.12821 	 7.65183
	 0.67010	 -0.57135	 0.84295	 0.19507	 402.62615	 -0.26640 	 12.66352
	 0.71609	 -0.80272	 0.79172	 0.04076	 361.44441	 -0.03517 	 3.11520
	 0.72598	 -0.58597	 0.77952	 0.01635	 391.06722	 -0.11155 	 3.63779
	 0.45664	 -0.77040	 0.81793	 0.08670	 395.58351	 -0.23390 	 22.43599
	 0.59467	 -0.81988	 0.83116	 0.75224	 405.06703	 -0.06918 	 15.85282
	 0.72030	 -0.57221	 0.78667	 0.30105	 361.79719	 -0.02710 	 2.69391
	 0.66463	 -0.80180	 0.84746	 0.09011	 405.73372	 -0.28942 	 14.56334
	 0.46283	 -0.56286	 0.83591	 0.01689	 399.66103	 -0.33396 	 25.19085
	 0.70401	 -0.55043	 0.78851	 0.04038	 403.94333	 -0.17053 	 6.23948
	 0.59165	 -0.75616	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.46195	 -0.57872	 0.84613	 0.04043	 398.18778	 -0.34014 	 25.74750
	 0.71609	 -0.80272	 0.78658	 0.30105	 363.11906	 -0.03588 	 3.08449
	 0.72598	 -0.57386	 0.77952	 0.02839	 389.74535	 -0.10613 	 3.54835
	 0.70032	 -0.55901	 0.84798	 0.09059	 403.14097	 -0.24952 	 11.09467
	 0.71866	 -0.56741	 0.81873	 0.09026	 403.01691	 -0.20157 	 7.63468
	 0.72959	 -0.57495	 0.79172	 0.05099	 390.76309	 -0.12192 	 4.21132
	 0.69545	 -0.80164	 0.79172	 0.04091	 361.12770	 -0.03618 	 3.79463
	 0.64109	 -0.57899	 0.79276	 0.05157	 401.99347	 -0.16707 	 10.20019
	 0.72724	 -0.57386	 0.77948	 0.02800	 337.50071	 -0.00000 	 1.18044
	 0.72736	 -0.57409	 0.77610	 0.05114	 389.05783	 -0.09798 	 3.22796
	 0.67050	 -0.57106	 0.84406	 0.09011	 403.46845	 -0.27725 	 12.98997
	 0.70459	 -0.82868	 0.88517	 0.41347	 320.12160	 0.00000 	 1.91784
	 0.45664	 -0.00874	 0.81763	 0.06902	 404.94803	 0.00898 	 9.01027
	 0.46195	 -0.56254	 0.83642	 0.04038	 403.89437	 -0.38304 	 26.88194
	 0.71866	 -0.56741	 0.82025	 0.04812	 403.89437	 -0.20648 	 7.84084
	 0.59199	 -0.77088	 0.83116	 0.76256	 395.70251	 0.00000 	 0.00000
	 0.66730	 -0.57129	 0.84756	 0.09734	 402.55799	 -0.27779 	 13.33584
	 0.59668	 -0.76845	 0.84636	 0.80252	 364.01163	 -0.01930 	 9.70131
	 0.45691	 -0.56643	 0.83139	 0.04043	 398.18778	 -0.29243 	 24.35787
	 0.67010	 -0.49372	 0.84179	 0.19507	 406.17722	 -0.27867 	 12.90795
	 0.70490	 -0.80157	 0.78670	 0.29217	 405.48255	 -0.17456 	 6.50018
	 0.66463	 -0.57129	 0.84731	 0.09011	 403.14097	 -0.28380 	 13.61793
	 0.46195	 -0.56254	 0.84756	 0.04038	 403.89437	 -0.33557 	 25.66843
	 0.48865	 -0.56241	 0.82014	 0.03057	 403.89648	 -0.31685 	 23.10105
	 0.72668	 -0.55062	 0.85122	 0.09011	 403.13886	 -0.22280 	 9.44349
	 0.64109	 -0.54739	 0.75877	 0.00080	 336.61583	 -0.00000 	 2.46115
	 0.67010	 -0.57135	 0.84295	 0.15152	 402.62615	 -0.26860 	 12.71419
	 0.71607	 -0.04072	 0.84768	 0.42190	 403.40120	 0.00977 	 4.35510
	 0.70461	 -0.55952	 0.85305	 0.09649	 320.12160	 0.00000 	 1.56209
	 0.72599	 -0.57707	 0.84241	 0.03354	 405.41064	 -0.22348 	 9.15472
	 0.70481	 -0.81690	 0.78670	 0.29188	 404.12089	 -0.17103 	 6.43403
	 0.69982	 -0.55901	 0.84798	 0.09059	 401.66811	 -0.24163 	 10.91600
	 0.67061	 -0.57135	 0.82366	 0.19507	 402.62276	 -0.23047 	 10.95292
	 0.45664	 -0.82021	 0.81793	 0.06902	 404.94803	 -0.37075 	 26.06194
	 0.59199	 -0.77007	 0.83116	 0.76256	 395.70251	 0.00000 	 0.00000
	 0.67103	 -0.57129	 0.84762	 0.81154	 393.59803	 -0.13037 	 10.73487
	 0.59112	 -0.77233	 0.83171	 0.08115	 364.10795	 -0.05784 	 9.49449
	 0.70565	 -0.81876	 0.77608	 0.29217	 405.48255	 -0.12221 	 5.49979
	 0.72661	 -0.57224	 0.78673	 0.05114	 389.05783	 -0.11171 	 3.93330
	 0.67010	 -0.49470	 0.82023	 0.19507	 403.96939	 -0.21146 	 10.61126
	 0.71866	 -0.56643	 0.84181	 0.04812	 406.10220	 -0.23535 	 9.69698
	 0.46283	 -0.56286	 0.83541	 0.09469	 399.67614	 -0.30124 	 24.67692
	 0.70032	 -0.55901	 0.84849	 0.07984	 403.12586	 -0.25004 	 11.13664
	 0.71829	 -0.56296	 0.78800	 0.03059	 399.64625	 -0.15238 	 5.09821
	 0.47517	 -0.54611	 0.82025	 0.01686	 403.85141	 -0.32087 	 23.99329
	 0.48865	 -0.56254	 0.82025	 0.00106	 403.89419	 -0.33131 	 23.30361
	 0.47105	 -0.56241	 0.82014	 0.03057	 403.89666	 -0.31897 	 24.23627
	 0.45080	 -0.58072	 0.81793	 0.06902	 405.40738	 -0.30551 	 25.54412
	 0.73197	 -0.81575	 0.84241	 0.03354	 404.95129	 -0.18459 	 8.93978
	 0.72937	 -0.56855	 0.78602	 0.03978	 357.84658	 -0.02193 	 2.12528
	 0.44794	 -0.79671	 0.83698	 0.32308	 404.41035	 -0.33969 	 27.36406
	 0.59308	 -0.77088	 0.84453	 0.76256	 395.70251	 -0.12789 	 15.39810
	 0.44785	 -0.56254	 0.83093	 0.04038	 404.00107	 -0.36842 	 27.14840
	 0.71943	 -0.57134	 0.84274	 0.09898	 402.62615	 -0.22214 	 9.32801
	 0.66651	 -0.56742	 0.82046	 0.04812	 407.97285	 -0.27843 	 11.99763
	 0.66463	 -0.77822	 0.85412	 0.09011	 405.73372	 -0.29437 	 15.06576
	 0.72724	 -0.59744	 0.77282	 0.05150	 402.88099	 -0.13333 	 3.67427
	 0.66463	 -0.81890	 0.84746	 0.09011	 405.73372	 -0.28775 	 14.58639
	 0.71866	 -0.56741	 0.81873	 0.09026	 395.75842	 -0.17133 	 6.94461
	 0.70479	 -0.57145	 0.77946	 0.29217	 406.11733	 -0.07939 	 5.36644
	 0.72735	 -0.81931	 0.78672	 0.02800	 336.84317	 -0.00000 	 1.36158
	 0.72959	 -0.57386	 0.77945	 0.05114	 388.99843	 -0.10250 	 3.33625
	 0.72724	 -0.57386	 0.79175	 0.04108	 402.88099	 -0.16240 	 5.08287
	 0.72736	 -0.57409	 0.77610	 0.03611	 389.05783	 -0.09878 	 3.22959
	 0.48865	 -0.56241	 0.82014	 0.03111	 403.89648	 -0.31656 	 23.09739
	 0.59165	 -0.69949	 0.83162	 0.80252	 362.14661	 0.00000 	 0.00000
	 0.70401	 -0.55043	 0.78851	 0.04038	 405.80618	 -0.17833 	 6.38577
	 0.71609	 -0.80272	 0.77361	 0.30105	 403.13711	 -0.11579 	 4.62535
	 0.71866	 -0.56741	 0.81873	 0.12466	 362.99876	 -0.04242 	 4.01202
	 0.72030	 -0.57764	 0.78667	 0.30105	 361.79719	 -0.02731 	 2.69793
	 0.70490	 -0.55075	 0.78800	 0.01689	 399.60328	 -0.15440 	 5.83674
	 0.71866	 -0.56741	 0.81873	 0.09005	 403.99157	 -0.20525 	 7.72520
	 0.70456	 -0.56254	 0.84768	 0.09644	 402.99898	 -0.24400 	 10.75725
	 0.72736	 -0.57409	 0.77394	 0.05114	 389.05783	 -0.09446 	 3.08973
	 0.46195	 -0.53558	 0.83858	 0.04038	 404.00107	 -0.37793 	 26.85362
	 0.72724	 -0.57386	 0.77948	 0.05150	 402.88099	 -0.14489 	 4.15066
	 0.48865	 -0.56241	 0.82014	 0.03111	 403.89648	 -0.31656 	 23.09739
	 0.71881	 -0.58478	 0.81873	 0.09026	 402.87866	 -0.20153 	 7.65246
	 0.72709	 -0.57386	 0.77948	 0.05150	 403.01924	 -0.14538 	 4.16608
	 0.71609	 -0.80272	 0.78658	 0.28851	 363.11906	 -0.03610 	 3.08145
	 0.70392	 -0.57654	 0.84431	 0.22404	 403.13680	 -0.24128 	 10.54451
	 0.45338	 -0.55928	 0.84968	 0.08417	 304.63241	 0.00000 	 0.36146
	 0.72724	 -0.42844	 0.77948	 0.02821	 337.08283	 -0.00000 	 1.13301
	 0.66463	 -0.56358	 0.85412	 0.09011	 405.73372	 -0.30640 	 14.64135
	 0.46195	 -0.74548	 0.84133	 0.04038	 404.00107	 -0.32716 	 24.92199
	 0.72746	 -0.57386	 0.79266	 0.09013	 402.88099	 -0.16333 	 5.13604
	 0.66441	 -0.77822	 0.85321	 0.04106	 405.73372	 -0.29174 	 15.01359
	 0.59165	 -0.69949	 0.78168	 0.80252	 363.26487	 0.00976 	 5.47508
	 0.72724	 -0.57386	 0.82941	 0.02800	 337.50071	 -0.00000 	 2.19375
	 0.59220	 -0.69949	 0.78932	 0.78310	 362.23181	 0.00945 	 5.62351
	 0.70346	 -0.55043	 0.83080	 0.04038	 405.71980	 -0.24138 	 9.86977
	 0.72937	 -0.56855	 0.78602	 0.03978	 357.84658	 -0.02193 	 2.12528
	 0.70401	 -0.55043	 0.78851	 0.04038	 403.94333	 -0.17053 	 6.23948
	 0.66458	 -0.56727	 0.81888	 0.09011	 403.14097	 -0.23887 	 11.15744
	 0.66655	 -0.67976	 0.84913	 0.04812	 407.97285	 -0.30337 	 14.70741
	 0.70410	 -0.57226	 0.78662	 0.04320	 364.30894	 -0.03747 	 3.36588
	 0.72022	 -0.55039	 0.78856	 0.28491	 403.29333	 -0.14143 	 5.11799
	 0.45664	 -0.81940	 0.81793	 0.06572	 361.82872	 -0.03962 	 13.41486
	 0.59165	 -0.77233	 0.83162	 0.80608	 405.80697	 0.00000 	 0.00000
	 0.46283	 -0.56286	 0.83591	 0.01689	 399.66103	 -0.33396 	 25.19085
	 0.66651	 -0.56742	 0.82046	 0.05942	 407.97285	 -0.27775 	 11.98093
	 0.66463	 -0.80180	 0.84746	 0.09011	 405.73372	 -0.28942 	 14.56334
	 0.70392	 -0.73164	 0.84431	 0.29217	 403.13680	 -0.24404 	 10.92726
	 0.59165	 -0.56356	 0.82005	 0.83117	 364.01163	 0.00987 	 6.50570
	 0.48865	 -0.77132	 0.83181	 0.00106	 403.89419	 -0.35824 	 24.14593
	 0.70401	 -0.55152	 0.78851	 0.04025	 403.94333	 -0.17071 	 6.24202
	 0.70032	 -0.55053	 0.84849	 0.07997	 403.12586	 -0.24959 	 11.11214
	 0.72736	 -0.57386	 0.79175	 0.04192	 388.97553	 -0.11683 	 4.21071
	 0.72724	 -0.57409	 0.77610	 0.05029	 402.96330	 -0.13888 	 3.89270
	 0.72937	 -0.56855	 0.82145	 0.03961	 358.34130	 -0.02873 	 3.37081
	 0.48865	 -0.56241	 0.78471	 0.03128	 403.40131	 -0.09064 	 19.13334
	 0.59165	 -0.77233	 0.83188	 0.03032	 405.80697	 -0.34930 	 18.64486
	 0.72724	 -0.57386	 0.79176	 0.79004	 402.88099	 0.00000 	 0.00000
	 0.66463	 -0.80180	 0.84746	 0.09011	 405.73372	 -0.28942 	 14.56334
	 0.66463	 -0.56358	 0.85412	 0.09011	 405.73372	 -0.30640 	 14.64135
	 0.70032	 -0.55901	 0.81843	 0.07984	 403.12586	 -0.21687 	 8.79646
	 0.45664	 -0.82021	 0.84799	 0.06902	 404.94803	 -0.29001 	 24.13803
	 0.70032	 -0.55901	 0.84849	 0.82273	 403.12586	 -0.21504 	 10.65239
	 0.59165	 -0.77233	 0.83162	 0.06003	 364.01163	 -0.05831 	 9.46150
	 0.72793	 -0.56855	 0.78602	 0.03978	 358.03530	 -0.02251 	 2.18047
	 0.70546	 -0.55043	 0.78851	 0.04038	 405.61538	 -0.17734 	 6.28333
	 0.72722	 -0.56741	 0.81561	 0.04812	 403.89437	 -0.19137 	 6.91607
	 0.70978	 -0.57386	 0.77948	 0.00397	 337.50071	 -0.00000 	 1.53097
	 0.51397	 -0.81965	 0.81973	 0.27322	 403.89648	 -0.26528 	 21.04882
	 0.71609	 -0.54549	 0.78699	 0.04644	 363.11906	 -0.03447 	 2.86570
	 0.46102	 -0.82021	 0.77380	 0.06906	 404.94803	 -0.04088 	 20.54043
	 0.72262	 -0.59744	 0.81695	 0.05146	 402.88099	 -0.19539 	 7.30102
	 0.45658	 -0.56254	 0.78015	 0.04038	 404.00107	 -0.05276 	 20.92829
	 0.73181	 -0.57386	 0.83574	 0.02800	 337.50071	 -0.00000 	 2.22896
	 0.46186	 -0.77233	 0.83162	 0.83060	 405.80697	 0.00949 	 10.18554
	 0.59173	 -0.56254	 0.83642	 0.02174	 404.00107	 -0.33104 	 18.06334
	 0.73779	 -0.57390	 0.84881	 0.09013	 402.88099	 -0.20649 	 8.52061
	 0.66463	 -0.57126	 0.79141	 0.02506	 403.14097	 -0.17983 	 8.84728
	 0.70428	 -0.55036	 0.76744	 0.04059	 405.79852	 -0.10165 	 4.55218
	 0.72663	 -0.57394	 0.83225	 0.08992	 402.80228	 -0.20512 	 8.09559
	 0.72647	 -0.57044	 0.81437	 0.04874	 391.01361	 -0.14399 	 5.81203
	 0.70021	 -0.87136	 0.77952	 0.01611	 402.61107	 -0.17753 	 6.24890
	 0.70420	 -0.57386	 0.78008	 0.04009	 403.01924	 -0.14798 	 5.50391
	 0.72689	 -0.55043	 0.78791	 0.05031	 405.80618	 -0.16527 	 4.93576
	 0.45664	 -0.84316	 0.81793	 0.06871	 389.68509	 -0.19704 	 20.85809
	 0.72521	 -0.57409	 0.77394	 0.05145	 404.32077	 -0.13816 	 3.89378
	 0.48865	 -0.57080	 0.81977	 0.03111	 405.66193	 -0.34000 	 23.69382
	 0.71609	 -0.79434	 0.78695	 0.28851	 361.35148	 -0.03178 	 2.98151
	 0.71470	 -0.56643	 0.84181	 0.04832	 406.10220	 -0.24051 	 9.98992
	 0.49258	 -0.77132	 0.83181	 0.00114	 403.89419	 -0.35676 	 23.88968
	 0.48865	 -0.77132	 0.83181	 0.03184	 403.93576	 -0.36603 	 24.42440
	 0.66651	 -0.56742	 0.82046	 0.00111	 407.93128	 -0.28037 	 12.05643
	 0.66649	 -0.56742	 0.82023	 0.05942	 407.97285	 -0.27737 	 11.96100
	 0.66465	 -0.56358	 0.85716	 0.09011	 408.15527	 -0.32149 	 15.32865
	 0.71866	 -0.56741	 0.81873	 0.09026	 403.01691	 -0.20157 	 7.63468
	 0.48865	 -0.56254	 0.82025	 0.00106	 403.89419	 -0.33131 	 23.30361
	 0.73663	 -0.56263	 0.83642	 0.04038	 404.00107	 -0.19953 	 7.78698
	 0.45666	 -0.56732	 0.81561	 0.04812	 403.89437	 -0.28197 	 24.43724
	 0.59165	 -0.76301	 0.83162	 0.82466	 364.01163	 0.00000 	 0.00000
	 0.46195	 -0.57187	 0.83642	 0.02343	 404.00107	 -0.37841 	 26.64741
	 0.70200	 -0.57713	 0.84825	 0.07984	 403.47522	 -0.25050 	 11.09799
	 0.58997	 -0.68846	 0.83212	 0.03032	 405.80697	 -0.34919 	 18.58067
	 0.70032	 -0.55901	 0.84849	 0.03310	 403.12586	 -0.25038 	 11.15931
	 0.59165	 -0.77233	 0.83188	 0.07706	 405.80697	 -0.34917 	 18.57120
	 0.70665	 -0.52137	 0.84871	 0.03402	 341.55664	 -0.00080 	 3.38180
	 0.72599	 -0.57707	 0.77973	 0.00350	 409.10436	 -0.16319 	 4.56377
	 0.72344	 -0.57102	 0.84712	 0.05146	 403.13698	 -0.22339 	 9.43161
	 0.66380	 -0.59771	 0.81738	 0.09011	 402.88498	 -0.23934 	 11.12760
	 0.72709	 -0.57386	 0.77953	 0.05113	 403.01924	 -0.14548 	 4.17002
	 0.72736	 -0.57409	 0.77389	 0.05150	 389.05783	 -0.09435 	 3.08648
	 0.66651	 -0.56742	 0.82046	 0.00111	 407.93128	 -0.28037 	 12.05643
	 0.72724	 -0.57386	 0.79176	 0.79004	 402.88099	 0.00000 	 0.00000
	 0.70401	 -0.56551	 0.79171	 0.77658	 406.57316	 0.00983 	 3.24301
	 0.72724	 -0.54956	 0.78856	 0.15045	 402.88099	 -0.15455 	 4.77998
	 0.70396	 -0.56358	 0.85412	 0.08577	 403.93695	 -0.25581 	 11.43301
	 0.66467	 -0.55043	 0.75529	 0.10490	 403.94333	 0.00979 	 3.37079
	 0.72598	 -0.58597	 0.77952	 0.01635	 391.06722	 -0.11155 	 3.63779
	 0.59173	 -0.56254	 0.81999	 0.02174	 404.00107	 -0.29325 	 16.39001
	 0.66448	 -0.56254	 0.83642	 0.02174	 404.01747	 -0.27848 	 12.92193
	 0.59190	 -0.56358	 0.85716	 0.09011	 408.13888	 -0.34629 	 19.58210
	 0.66465	 -0.57367	 0.85726	 0.09011	 402.99696	 -0.29299 	 14.41556
	 0.73779	 -0.56380	 0.84872	 0.09013	 408.03931	 -0.22103 	 8.97136
	 0.74047	 -0.77132	 0.84897	 0.00114	 403.89419	 -0.18199 	 8.66552
	 0.47394	 -0.57390	 0.83165	 0.09013	 402.88099	 -0.33318 	 24.82126
	 0.49087	 -0.56742	 0.82023	 0.05942	 407.96140	 -0.35566 	 24.19313
	 0.66819	 -0.77132	 0.83181	 0.00114	 403.90564	 -0.27014 	 12.74143
	 0.72598	 -0.58597	 0.77952	 0.01635	 391.06722	 -0.11155 	 3.63779
	 0.70100	 -0.80272	 0.78658	 0.28851	 363.11906	 -0.03325 	 3.57352
	 0.66463	 -0.56358	 0.85405	 0.09011	 405.73372	 -0.30633 	 14.63537
	 0.66651	 -0.56742	 0.80450	 0.00094	 407.93128	 -0.25002 	 10.57984
	 0.72599	 -0.81605	 0.81667	 0.03354	 404.95339	 -0.17274 	 7.45943
	 0.45664	 -0.58043	 0.84367	 0.06902	 403.61272	 -0.35224 	 26.45044
	 0.71620	 -0.80059	 0.78658	 0.18767	 357.73964	 -0.02413 	 2.72664
	 0.72925	 -0.57069	 0.78347	 0.03978	 363.22600	 -0.03361 	 2.29482
	 0.66649	 -0.56742	 0.82023	 0.05942	 407.97285	 -0.27737 	 11.96100
	 0.72722	 -0.56741	 0.81561	 0.04812	 403.89437	 -0.19137 	 6.91607
	 0.59165	 -0.77233	 0.83188	 0.03032	 405.80697	 -0.34930 	 18.64486
	 0.59165	 -0.77233	 0.83162	 0.80252	 364.01163	 0.00000 	 0.00000
	 0.66463	 -0.77142	 0.84756	 0.09011	 403.14097	 -0.28340 	 14.12266
	 0.49258	 -0.57119	 0.83181	 0.00114	 403.89419	 -0.37195 	 24.49208
	 0.72700	 -0.59816	 0.77401	 0.05175	 396.17146	 -0.11672 	 3.47180
	 0.70369	 -0.54972	 0.82961	 0.04012	 402.86719	 -0.22618 	 9.41533
	 0.58666	 -0.77352	 0.77961	 0.04026	 364.64357	 -0.02803 	 7.58100
	 0.68971	 -0.57268	 0.83149	 0.77526	 336.86877	 -0.00000 	 3.04135
	 0.59173	 -0.56254	 0.83642	 0.02843	 404.00107	 -0.33040 	 18.04653
	 0.71609	 -0.80272	 0.78658	 0.28851	 372.05453	 -0.06044 	 3.63596
	 0.57665	 -0.77232	 0.83181	 0.07606	 403.99561	 -0.34534 	 19.17093
	 0.48846	 -0.77133	 0.83188	 0.03285	 405.74713	 -0.36280 	 24.32808
	 0.72599	 -0.57707	 0.77973	 0.00350	 409.10436	 -0.16319 	 4.56377
	 0.70401	 -0.55043	 0.78851	 0.04038	 405.80618	 -0.17833 	 6.38577
	 0.70396	 -0.58815	 0.83583	 0.08439	 399.95652	 -0.21920 	 9.58163
	 0.59173	 -0.56254	 0.85420	 0.06480	 404.00107	 -0.35340 	 19.68174
	 0.66463	 -0.57153	 0.84912	 0.03364	 357.47166	 -0.03283 	 6.40502
	 0.72937	 -0.56831	 0.78445	 0.09626	 403.51542	 -0.15192 	 4.43052
	 0.46195	 -0.56738	 0.83666	 0.00062	 404.00107	 -0.37126 	 26.36065
	 0.66651	 -0.56259	 0.82023	 0.04143	 407.93128	 -0.27774 	 11.96591
	 0.46195	 -0.56254	 0.83642	 0.04038	 404.13184	 -0.38608 	 26.97951
	 0.72925	 -0.57069	 0.78347	 0.02519	 363.09498	 -0.03337 	 2.28566
	 0.72724	 -0.59744	 0.77282	 0.05150	 402.80582	 -0.13312 	 3.67089
	 0.59165	 -0.69493	 0.83188	 0.03032	 405.88215	 -0.34848 	 18.47129
	 0.65940	 -0.58627	 0.80301	 0.00039	 407.91846	 -0.25322 	 10.97297
	 0.66463	 -0.54008	 0.85561	 0.09011	 405.74655	 -0.30745 	 14.70270
	 0.72246	 -0.56855	 0.78602	 0.00357	 357.84658	 -0.02274 	 2.34023
	 0.72938	 -0.57175	 0.77973	 0.03973	 409.10436	 -0.15852 	 4.33691
	 0.72724	 -0.57386	 0.79166	 0.77610	 402.88099	 0.00000 	 0.00000
	 0.66465	 -0.57367	 0.85736	 0.07155	 402.99696	 -0.29324 	 14.43879
	 0.72302	 -0.54951	 0.78347	 0.03978	 367.15352	 -0.04318 	 2.69266
	 0.70401	 -0.57161	 0.78122	 0.04038	 400.01566	 -0.13962 	 5.39863
	 0.70401	 -0.55043	 0.78851	 0.04038	 403.94333	 -0.17053 	 6.23948
	 0.72736	 -0.57409	 0.77389	 0.05150	 389.05783	 -0.09435 	 3.08648
	 0.68562	 -0.56478	 0.83086	 0.09502	 408.15527	 -0.27371 	 11.49299
	 0.70346	 -0.54924	 0.85711	 0.03547	 405.71980	 -0.26764 	 11.93518
	 0.69455	 -0.56186	 0.85716	 0.08577	 408.15527	 -0.28860 	 12.98517
	 0.70396	 -0.56358	 0.85412	 0.09011	 403.93695	 -0.25580 	 11.43137
	 0.72724	 -0.57386	 0.81639	 0.79004	 402.88099	 -0.17459 	 6.86672
	 0.45664	 -0.81940	 0.79330	 0.06902	 403.29714	 -0.17117 	 22.14651
	 0.49258	 -0.59784	 0.83181	 0.05177	 402.89039	 -0.35178 	 23.98260
	 0.72262	 -0.77093	 0.81695	 0.00116	 403.88480	 -0.18286 	 7.61109
	 0.59173	 -0.69493	 0.83188	 0.03032	 403.94832	 -0.33352 	 17.98908
