xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	theta	k	f	
	0.452102119253	-0.683217938433	0.89225805201	0.79959454484	0.559841481136	-0.660579929064	0.884617373625	-0.348154476583	 0.00000 	 0.00000 	 0.50000
	0.395554944869	-0.876107189329	0.847028245762	0.328509448234	0.60049824818	0.859395518705	0.82455322234	-0.360832895049	 0.00000 	 0.00000 	 0.50000
	0.641631584321	-0.750977877315	0.877730351203	0.713701519874	0.695147635737	0.744560940429	0.87479485945	-0.376696506995	 -0.01461 	 460.84532 	 0.59006
	0.438783568788	-0.319721351554	0.944354869975	0.0652261040553	0.68698557913	-0.598550177341	0.920134201081	-0.25550406669	 0.00000 	 0.00000 	 0.50000
	0.416129306556	-0.77657347663	0.925569221949	0.657018896469	0.528315296123	-0.731822898669	0.84910644468	-0.539167104951	 -0.20548 	 -81.50442 	 0.45134
	0.696541807866	-0.601955754629	0.824826199031	0.312819670172	0.482778195519	0.708987371632	0.935343956391	-0.043136401603	 0.00000 	 0.00000 	 0.50000
	0.495330743172	-0.76200005706	0.840445032153	0.86995324705	0.478633583615	0.779346073842	0.878169604616	-0.797114479663	 0.00000 	 0.00000 	 0.50000
	0.530321757027	-0.853820786852	0.92580830342	0.595144600052	0.527972332891	-0.385586289331	0.89934808179	-0.866530657265	 -0.18421 	 -96.93641 	 0.46129
	0.694267443879	-0.720447745949	0.85193950285	0.581235064068	0.462687039637	0.354206733206	0.930250131492	-0.18420147379	 0.00000 	 0.00000 	 0.50000
	0.49358244821	-0.428968673045	0.802768239422	0.535295161743	0.558840265476	-0.873139806612	0.901268965593	-0.422606871891	 0.00000 	 0.00000 	 0.50000
	0.532447127918	-0.880953109092	0.818185040794	0.455580311278	0.482318436118	-0.12542184405	0.869634675082	-0.810042819365	 0.00000 	 0.00000 	 0.50000
	0.652799203677	-0.422533357582	0.818821403053	0.402853486598	0.393710257171	0.367459056891	0.81815377983	-0.417754280839	 0.00000 	 0.00000 	 0.50000
	0.635207649689	-0.158211656783	0.846975543126	0.269198524073	0.484404973372	0.786867003406	0.904268300486	-0.339393185169	 0.00000 	 0.00000 	 0.50000
	0.630183775081	-0.0490936438578	0.829645843952	0.384092725643	0.4045130874	0.270154939695	0.856694101343	-0.723110889342	 0.00000 	 0.00000 	 0.50000
	0.475166147649	-0.417783818267	0.803460367414	0.205393835478	0.686407403051	0.749093327505	0.86697991834	-0.541022775858	 0.00000 	 0.00000 	 0.50000
	0.544667576679	-0.600618194686	0.945604520692	0.324135748034	0.677635409285	-0.719622553412	0.911295891574	-0.235631434807	 -0.27273 	 -208.02865 	 0.45594
	0.398726112362	-0.542579901966	0.820833899023	0.700746215787	0.564903004719	0.684631316524	0.81597380385	-0.157842219751	 0.00000 	 0.00000 	 0.50000
	0.639234774071	-0.0266358704547	0.846071218487	0.181895242498	0.539467726292	-0.569178966235	0.861235098741	-0.781510581724	 0.00000 	 0.00000 	 0.50000
	0.571112129936	-0.796528318717	0.813030982617	0.309593780411	0.436697780347	-0.115886008266	0.808799946744	-0.822580221976	 0.00000 	 0.00000 	 0.50000
	0.453054231077	-0.0882215739615	0.829660704072	0.142687285915	0.411011646334	0.436582313138	0.90180332311	-0.791251424107	 0.00000 	 0.00000 	 0.50000
	0.499997887824	-0.489271403902	0.933305551204	0.129628381654	0.438105644035	0.518957036421	0.826482293305	-0.0608635627065	 0.00000 	 0.00000 	 0.50000
	0.670132688934	-0.772792060227	0.892127530314	0.653691272021	0.378547019007	-0.287644912644	0.865404815976	-0.816768373052	 -0.18724 	 -51.61508 	 0.45101
	0.397334252097	-0.753828476399	0.915896666889	0.890464164216	0.699813736316	-0.792902746939	0.942825750749	-0.888727899018	 0.00000 	 0.00000 	 0.50000
	0.596821454847	-0.135510354199	0.904341989435	0.662687276608	0.671504264306	-0.834641475923	0.895472217805	-0.865772307748	 0.00000 	 0.00000 	 0.50000
	0.504688284454	-0.845312697275	0.933780651051	0.411719244861	0.504129028265	0.524623749195	0.825108474764	-0.879759945665	 0.00000 	 0.00000 	 0.50000
	0.380899543574	-0.73657774319	0.862579231733	0.401592831651	0.394252814963	-0.852257697012	0.843199278978	-0.0994936749435	 0.00000 	 0.00000 	 0.50000
	0.542443403976	-0.621802359885	0.862278770411	0.00560387996141	0.624069602433	-0.747861372291	0.912219115037	-0.523499096154	 -0.17467 	 -98.26204 	 0.46460
	0.644080501625	-0.673055524655	0.910505807719	0.351890439938	0.500154569667	0.476971177421	0.932841744811	-0.789129257818	 0.00000 	 0.00000 	 0.50000
	0.515596056277	-0.621784118374	0.884704947087	0.25286205609	0.508090296575	0.548071906155	0.82689039551	-0.317517902793	 0.00000 	 0.00000 	 0.50000
	0.525649185996	-0.383208458248	0.948980052152	0.263817419793	0.656986318842	-0.424085178483	0.839628982365	-0.612630136468	 0.00000 	 0.00000 	 0.50000
	0.656993808819	-0.464257198738	0.826342314269	0.580788822101	0.456701902244	-0.408515792917	0.877014386475	-0.0561834394569	 0.00000 	 0.00000 	 0.50000
	0.524262021001	-0.766496636764	0.924893065958	0.459449818508	0.621311398747	-0.507591797486	0.925832470756	-0.419059840397	 -0.19079 	 -151.79031 	 0.47046
	0.684939149424	-0.115198710101	0.809905862446	0.660053731701	0.511612118944	0.225097828596	0.8376525887	-0.00917222341726	 0.00000 	 0.00000 	 0.50000
	0.552943527072	-0.430138921301	0.888612886854	0.395280491754	0.53643951367	-0.638482399391	0.933554907326	-0.186396505889	 0.00000 	 0.00000 	 0.50000
	0.566219702222	-0.397467955812	0.931188677787	0.00639248448913	0.591972299415	-0.388248164704	0.934733794245	-0.580077147549	 0.00000 	 0.00000 	 0.50000
	0.600126919559	-0.706573118585	0.901417335444	0.345725469847	0.555119860107	-0.186866869991	0.87105909744	-0.8759751486	 -0.25787 	 -150.88544 	 0.44892
	0.5281180568	-0.267859901331	0.864267449814	0.690894142132	0.413644339459	-0.355327199768	0.946596081359	-0.277860692849	 0.00000 	 0.00000 	 0.50000
	0.565855312027	-0.821743222088	0.856519892479	0.239349619052	0.649892204615	0.27588128579	0.884156369294	-0.186419489215	 0.00000 	 0.00000 	 0.50000
	0.42047472335	-0.633977062907	0.812264848593	0.75047863141	0.467517159863	-0.651252810804	0.871989740756	-0.139223561501	 0.00000 	 0.00000 	 0.50000
	0.568344645166	-0.872086366968	0.948784297391	0.771654772166	0.417936269391	0.336982752934	0.885531700366	-0.152278228452	 0.00000 	 0.00000 	 0.50000
	0.542443403976	-0.621712918284	0.893725596458	0.781357718485	0.624069602433	-0.759116848255	0.912219115037	-0.527776713637	 0.00000 	 0.00000 	 0.50000
	0.452102119253	-0.683307380033	0.860018904723	0.0566931138781	0.559841481136	-0.660579929064	0.886149483169	-0.327064423955	 0.00000 	 0.00000 	 0.50000
	0.524262021001	-0.766496636764	0.924893065958	0.459449818508	0.621311398747	-0.507591797486	0.925832470756	-0.419059840397	 -0.19079 	 -151.79031 	 0.47046
	0.684939149424	-0.115198710101	0.809905862446	0.660053731701	0.511612118944	0.225097828596	0.837313236958	-0.00917222341726	 0.00000 	 0.00000 	 0.50000
	0.421901568716	-0.489271403902	0.933305551204	0.129628381654	0.438105644035	0.518957036421	0.826482293305	-0.0608635627065	 0.00000 	 0.00000 	 0.50000
	0.600126919559	-0.706573118585	0.915516209726	0.349257960512	0.555119860107	-0.186866869991	0.864363822842	-0.8759751486	 -0.22068 	 -162.63143 	 0.46318
	0.462877392898	-0.381324624546	0.829660704072	0.142687285915	0.616559158412	-0.508718495421	0.898365193191	-0.812264941729	 0.00000 	 0.00000 	 0.50000
	0.539649332231	-0.0901435644264	0.948980052152	0.263817419793	0.464040886876	0.521201289839	0.843067218879	-0.612630136468	 0.00000 	 0.00000 	 0.50000
	0.547114147512	-0.600618194686	0.949599213923	0.324135748034	0.698334607946	-0.745749596284	0.911295891574	-0.235631434807	 -0.04992 	 -257.40475 	 0.53701
	0.667648199653	-0.772792060227	0.892127530314	0.653691272021	0.375298771703	-0.338326900195	0.865404815976	-0.816768373052	 -0.17887 	 -48.22559 	 0.45297
	0.54290220151	-0.799952977893	0.856519892479	0.340924240017	0.649892204615	0.50514274065	0.890651775716	-0.186419489215	 0.00000 	 0.00000 	 0.50000
	0.566219702222	-0.418982336032	0.931188677787	0.0043383064016	0.591972299415	-0.388248164704	0.936109911438	-0.580077147549	 -0.22607 	 -103.98886 	 0.44941
	0.39218119818	-0.766415634631	0.863175764576	0.459449818508	0.407642139111	-0.507591797486	0.925598895148	-0.433753338251	 0.00000 	 0.00000 	 0.50000
	0.514284934092	-0.736658745323	0.924294454017	0.401592831651	0.608762783861	-0.852257697012	0.853216888526	-0.0630090695611	 -0.23558 	 -223.75609 	 0.47100
	0.670132688934	-0.772792060227	0.892127530314	0.652067593928	0.420312895198	-0.275627505801	0.865404815976	-0.816768373052	 -0.19175 	 -64.37975 	 0.45220
	0.492612597018	-0.428968673045	0.802768239422	0.535295161743	0.558840265476	-0.873139806612	0.901268965593	-0.422606871891	 0.00000 	 0.00000 	 0.50000
	0.64104058341	-0.0490936438578	0.829645843952	0.384092725643	0.392908343572	0.270154939695	0.856694101343	-0.723110889342	 0.00000 	 0.00000 	 0.50000
	0.397334252097	-0.753828476399	0.915896666889	0.890464164216	0.699813736316	-0.80938347291	0.942825750749	-0.871404623106	 0.00000 	 0.00000 	 0.50000
	0.544667576679	-0.600618194686	0.947520377764	0.324135748034	0.661555046293	-0.719622553412	0.908611255658	-0.235631434807	 -0.18986 	 -184.62173 	 0.47751
	0.398726112362	-0.542579901966	0.820833899023	0.700746215787	0.564903004719	0.684631316524	0.81597380385	-0.157842219751	 0.00000 	 0.00000 	 0.50000
	0.616030577028	-0.817708917419	0.9249597164	0.657018896469	0.530020799259	-0.684302990949	0.844004382905	-0.539167104951	 -0.19462 	 -131.57368 	 0.46509
