Test : Start of hold value,50,MPa,,,
,,,,,
Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
933.984,7.64526,5.73662,56.58124,0.0095,50.31717
934.084,7.64526,5.73946,56.58124,0.0095,50.34212
934.184,7.64526,5.77112,56.58124,0.0095,50.61979
934.284,7.64526,5.71464,56.58124,0.0095,50.12442
934.384,7.64526,5.78494,56.58124,0.0095,50.74099
934.484,7.64526,5.68427,56.58124,0.0095,49.85797
934.584,7.64525,5.76115,56.57889,0.0095,50.53231
934.684,7.64526,5.69787,56.57889,0.0095,49.97733
934.784,7.64525,5.74301,56.57889,0.0095,50.37319
934.884,7.64525,5.75149,56.57889,0.0095,50.44759
934.984,7.64525,5.72151,56.57889,0.0095,50.18464
935.084,7.64525,5.8075,56.57889,0.0095,50.93887
935.184,7.64525,5.71863,56.57808,0.0095,50.15939
935.284,7.64525,5.79003,56.57808,0.0095,50.78562
935.384,7.64525,5.71714,56.57808,0.0095,50.14634
935.484,7.64524,5.73912,56.57808,0.0095,50.33908
935.584,7.64524,5.75824,56.57808,0.0095,50.50684
935.684,7.64524,5.70385,56.57993,0.0095,50.02973
935.784,7.64524,5.7809,56.57993,0.0095,50.70552
935.884,7.64524,5.69214,56.57993,0.0095,49.92702
935.984,7.64524,5.77079,56.57993,0.0095,50.61686
936.084,7.64524,5.72343,56.57993,0.0095,50.20148
936.184,7.64524,5.75384,56.57993,0.0095,50.46819
936.284,7.64524,5.77052,56.5805,0.0095,50.61452
936.384,7.64524,5.7273,56.5805,0.0095,50.2354
936.484,7.64524,5.79515,56.5805,0.0095,50.83059
936.584,7.64523,5.70221,56.5805,0.0095,50.01532
936.684,7.64523,5.76889,56.5805,0.0095,50.60023
936.784,7.64523,5.69163,56.5805,0.0095,49.92255
936.884,7.64523,5.73812,56.58116,0.0095,50.33031
936.984,7.64523,5.73289,56.58116,0.0095,50.28447
937.084,7.64523,5.71673,56.58116,0.0095,50.14275
937.184,7.64523,5.78029,56.58116,0.0095,50.70023
937.284,7.64523,5.70428,56.58116,0.0095,50.03349
937.384,7.64523,5.78567,56.58116,0.0095,50.7474
937.484,7.64523,5.69626,56.57915,0.0095,49.9632
937.584,7.64522,5.76909,56.57915,0.0095,50.60195
937.684,7.64522,5.71795,56.57915,0.0095,50.15339
937.784,7.64522,5.73065,56.57915,0.0095,50.2648
937.884,7.64522,5.75819,56.57915,0.0095,50.50638
937.984,7.64522,5.7024,56.57915,0.0095,50.01703
938.084,7.64522,5.77356,56.57703,0.0095,50.64115
938.184,7.64522,5.69077,56.57703,0.0095,49.91502
938.284,7.64522,5.78427,56.57703,0.0095,50.73515
938.384,7.64522,5.71183,56.57703,0.0095,50.09975
938.484,7.64521,5.77816,56.57703,0.0095,50.68151
938.584,7.64521,5.73683,56.5754,0.0095,50.31903
938.684,7.64521,5.7428,56.5754,0.0095,50.37142
938.784,7.64521,5.74733,56.5754,0.0095,50.41112
938.884,7.64521,5.68601,56.5754,0.0095,49.87328
938.984,7.64521,5.74591,56.5754,0.0095,50.39864
939.084,7.64521,5.66516,56.5754,0.0095,49.69041
939.184,7.64521,5.7557,56.57744,0.0095,50.48456
939.284,7.64521,5.68678,56.57744,0.0095,49.88004
939.384,7.64521,5.76476,56.57744,0.0095,50.56399
939.484,7.64521,5.72293,56.57744,0.0095,50.19711
939.584,7.6452,5.74712,56.57744,0.0095,50.40926
939.684,7.6452,5.74491,56.57744,0.0095,50.38988
939.784,7.6452,5.69817,56.57576,0.0095,49.97994
939.884,7.6452,5.75869,56.57576,0.0095,50.51077
939.984,7.6452,5.67228,56.57576,0.0095,49.75283
940.084,7.6452,5.75991,56.57576,0.0095,50.52149
940.184,7.6452,5.68159,56.57576,0.0095,49.83453
940.284,7.6452,5.73959,56.57576,0.0095,50.3432
940.384,7.6452,5.71559,56.581,0.0095,50.13272
940.484,7.6452,5.69255,56.581,0.0095,49.93063
940.584,7.6452,5.76495,56.581,0.0095,50.56564
940.684,7.6452,5.6887,56.581,0.0095,49.8969
940.784,7.6452,5.78012,56.581,0.0095,50.69869
940.884,7.64519,5.70006,56.581,0.0095,49.99646
940.984,7.6452,5.74016,56.58138,0.0095,50.34824
941.084,7.6452,5.70678,56.58138,0.0095,50.05545
941.184,7.64519,5.68448,56.58138,0.0095,49.85981
941.284,7.64519,5.73854,56.58138,0.0095,50.334
941.384,7.64519,5.66372,56.58138,0.0095,49.67777
941.484,7.64519,5.76564,56.57553,0.0095,50.57171
941.584,7.64519,5.69077,56.57553,0.0095,49.915
941.684,7.64519,5.76152,56.57553,0.0095,50.53556
941.784,7.64519,5.72289,56.57553,0.0095,50.19678
941.884,7.64519,5.7155,56.57553,0.0095,50.13197
941.984,7.64519,5.73951,56.57553,0.0095,50.34256
942.084,7.64519,5.678,56.57235,0.0095,49.803
942.184,7.64519,5.74703,56.57235,0.0095,50.40846
942.284,7.64519,5.6643,56.57235,0.0095,49.68283
942.384,7.64518,5.74932,56.57235,0.0095,50.42856
942.484,7.64518,5.67657,56.57235,0.0095,49.79046
942.584,7.64518,5.72534,56.57235,0.0095,50.21826
942.684,7.64518,5.70852,56.57111,0.0095,50.07074
942.784,7.64518,5.71149,56.57111,0.0095,50.09676
942.884,7.64518,5.74535,56.57111,0.0095,50.39373
942.984,7.64518,5.69362,56.57111,0.0095,49.94005
943.084,7.64518,5.77087,56.57111,0.0095,50.61761
943.184,7.64518,5.67182,56.57111,0.0095,49.74882
943.284,7.64518,5.74779,56.56697,0.0095,50.41518
943.384,7.64518,5.65679,56.56697,0.0095,49.61699
943.484,7.64518,5.72367,56.56697,0.0095,50.2036
943.584,7.64518,5.68497,56.56697,0.0095,49.86413
943.684,7.64518,5.70884,56.56697,0.0095,50.0735
943.784,7.64518,5.72818,56.56401,0.0095,50.24312
943.884,7.64518,5.69531,56.56401,0.0095,49.95485
943.984,7.64518,5.75027,56.56401,0.0095,50.43687
944.084,7.64518,5.67783,56.56401,0.0095,49.80148
944.184,7.64517,5.75151,56.56401,0.0095,50.44778
944.284,7.64518,5.65592,56.56401,0.0095,49.60937
944.384,7.64518,5.72802,56.56396,0.0095,50.24172
944.484,7.64517,5.66996,56.56396,0.0095,49.73249
944.584,7.64518,5.72891,56.56396,0.0095,50.24955
944.684,7.64517,5.69462,56.56396,0.0095,49.94881
944.784,7.64518,5.70124,56.56396,0.0095,50.00684
944.884,7.64517,5.72401,56.56396,0.0095,50.20655
944.984,7.64517,5.68009,56.56129,0.0095,49.82131
945.084,7.64517,5.75003,56.56129,0.0095,50.43479
945.184,7.64517,5.66199,56.56129,0.0095,49.66255
945.284,7.64517,5.75112,56.56129,0.0095,50.44436
945.384,7.64517,5.67169,56.56129,0.0095,49.74763
945.484,7.64517,5.71709,56.56129,0.0095,50.14589
945.584,7.64517,5.6921,56.55531,0.0095,49.92669
945.684,7.64517,5.67026,56.55531,0.0095,49.73509
945.784,7.64517,5.72364,56.55531,0.0095,50.20332
945.884,7.64517,5.64727,56.55531,0.0095,49.53347
945.984,7.64517,5.7379,56.55531,0.0095,50.32842
946.084,7.64517,5.67377,56.5564,0.0095,49.76589
946.184,7.64517,5.74758,56.5564,0.0095,50.4133
946.284,7.64517,5.70418,56.5564,0.0095,50.03263
946.384,7.64517,5.70861,56.5564,0.0095,50.07153
946.484,7.64517,5.72735,56.5564,0.0095,50.23585
946.584,7.64517,5.66253,56.5564,0.0095,49.66729
946.684,7.64517,5.74359,56.55873,0.0095,50.37827
946.784,7.64517,5.65671,56.55873,0.0095,49.61627
946.884,7.64517,5.74097,56.55873,0.0095,50.35533
946.984,7.64517,5.66185,56.55873,0.0095,49.66135
947.084,7.64517,5.71505,56.55873,0.0095,50.12794
947.184,7.64517,5.6979,56.55873,0.0095,49.97752
947.284,7.64517,5.70068,56.56104,0.0095,50.00193
947.384,7.64517,5.73424,56.56104,0.0095,50.29631
947.484,7.64517,5.67971,56.56104,0.0095,49.81805
947.584,7.64517,5.75164,56.56104,0.0095,50.4489
947.684,7.64517,5.66927,56.56104,0.0095,49.72641
947.784,7.64516,5.74401,56.56104,0.0095,50.382
947.884,7.64517,5.65842,56.55828,0.0095,49.63125
947.984,7.64517,5.71797,56.55828,0.0095,50.15358
948.084,7.64517,5.6736,56.55828,0.0095,49.76441
948.184,7.64517,5.69302,56.55828,0.0095,49.93472
948.284,7.64517,5.71622,56.55828,0.0095,50.13821
948.384,7.64517,5.68632,56.55828,0.0095,49.87601
948.484,7.64516,5.74566,56.55758,0.0095,50.3965
948.584,7.64516,5.67565,56.55758,0.0095,49.78238
948.684,7.64516,5.74972,56.55758,0.0095,50.43212
948.784,7.64516,5.6587,56.55758,0.0095,49.63377
948.884,7.64516,5.73677,56.55758,0.0095,50.31848
948.984,7.64516,5.65285,56.55873,0.0095,49.58245
949.084,7.64517,5.72184,56.55873,0.0095,50.18753
949.184,7.64516,5.66935,56.55873,0.0095,49.72714
949.284,7.64516,5.713,56.55873,0.0095,50.10999
949.384,7.64516,5.69429,56.55873,0.0095,49.94587
949.484,7.64516,5.70978,56.55873,0.0095,50.08179
949.584,7.64516,5.72549,56.56131,0.0095,50.21956
949.684,7.64516,5.68858,56.56131,0.0095,49.89585
949.784,7.64516,5.73485,56.56131,0.0095,50.30164
949.884,7.64516,5.6589,56.56131,0.0095,49.63549
949.984,7.64516,5.73318,56.56131,0.0095,50.28702
950.084,7.64516,5.65412,56.56131,0.0095,49.59352
950.184,7.64517,5.73073,56.56178,0.0095,50.2655
950.284,7.64517,5.64404,56.56178,0.0095,49.50513
950.384,7.64517,5.7113,56.56178,0.0095,50.09505
950.484,7.64516,5.67468,56.56178,0.0095,49.7739
950.584,7.64516,5.68945,56.56178,0.0095,49.90346
950.684,7.64516,5.71878,56.56178,0.0095,50.16073
950.784,7.64516,5.68677,56.56363,0.0095,49.87991
950.884,7.64516,5.75873,56.56363,0.0095,50.51113
950.984,7.64516,5.67371,56.56363,0.0095,49.76537
951.084,7.64516,5.74375,56.56363,0.0095,50.3797
951.184,7.64516,5.6525,56.56363,0.0095,49.57931
951.284,7.64516,5.70639,56.56464,0.0095,50.05202
951.384,7.64517,5.65674,56.56464,0.0095,49.61657
951.484,7.64517,5.67244,56.56464,0.0095,49.75425
951.584,7.64516,5.70223,56.56464,0.0095,50.01549
951.684,7.64516,5.66887,56.56464,0.0095,49.72293
951.784,7.64516,5.74551,56.56464,0.0095,50.39514
951.884,7.64516,5.67163,56.56514,0.0095,49.74712
951.984,7.64516,5.75445,56.56514,0.0095,50.47355
952.084,7.64516,5.66455,56.56514,0.0095,49.68502
952.184,7.64516,5.72313,56.56514,0.0095,50.19883
952.284,7.64516,5.65615,56.56514,0.0095,49.61134
952.384,7.64517,5.68927,56.56514,0.0095,49.90189
952.484,7.64517,5.68542,56.56716,0.0095,49.86812
952.584,7.64517,5.66402,56.56716,0.0095,49.68043
952.684,7.64517,5.71077,56.56716,0.0095,50.09044
952.784,7.64516,5.66481,56.56716,0.0095,49.68736
952.884,7.64516,5.73627,56.56716,0.0095,50.31413
952.984,7.64516,5.66135,56.56716,0.0095,49.65693
953.084,7.64517,5.73039,56.56813,0.0095,50.26253
953.184,7.64516,5.64808,56.56813,0.0095,49.54058
953.284,7.64516,5.72181,56.56813,0.0095,50.18726
953.384,7.64517,5.63181,56.56813,0.0095,49.39783
953.484,7.64517,5.69569,56.56813,0.0095,49.9582
953.584,7.64517,5.64581,56.5673,0.0095,49.52069
953.684,7.64517,5.67119,56.5673,0.0095,49.74332
953.784,7.64517,5.6733,56.5673,0.0095,49.76182
953.884,7.64517,5.66558,56.5673,0.0095,49.69403
953.984,7.64517,5.70378,56.5673,0.0095,50.02914
954.084,7.64516,5.67709,56.5673,0.0095,49.79499
954.184,7.64517,5.73328,56.56797,0.0095,50.2879
954.284,7.64517,5.65535,56.56797,0.0095,49.60437
954.384,7.64517,5.72375,56.56797,0.0095,50.20427
954.484,7.64517,5.62382,56.56797,0.0095,49.32779
954.584,7.64517,5.70491,56.56797,0.0095,50.03908
954.684,7.64517,5.60537,56.56797,0.0095,49.16597
954.784,7.64517,5.69901,56.56521,0.0095,49.98728
954.884,7.64517,5.62643,56.56521,0.0095,49.35068
954.984,7.64517,5.70296,56.56521,0.0095,50.02192
955.084,7.64517,5.66187,56.56521,0.0095,49.6615
955.184,7.64517,5.70912,56.56521,0.0095,50.07595
955.284,7.64517,5.68553,56.56521,0.0095,49.86909
955.384,7.64517,5.68638,56.56448,0.0095,49.87652
955.484,7.64517,5.68352,56.56448,0.0095,49.85141
955.584,7.64517,5.63447,56.56448,0.0095,49.42122
955.684,7.64517,5.68435,56.56448,0.0095,49.85874
955.784,7.64517,5.6149,56.56448,0.0095,49.24956
955.884,7.64517,5.69225,56.56448,0.0095,49.92802
955.984,7.64517,5.62571,56.56276,0.0095,49.3444
956.084,7.64517,5.71212,56.56276,0.0095,50.10232
956.184,7.64517,5.6523,56.56276,0.0095,49.57757
956.284,7.64517,5.71584,56.56276,0.0095,50.13488
956.384,7.64517,5.66859,56.56276,0.0095,49.72044
956.484,7.64517,5.67727,56.5635,0.0095,49.79657
956.584,7.64517,5.67436,56.5635,0.0095,49.77109
956.684,7.64517,5.6386,56.5635,0.0095,49.45745
956.784,7.64517,5.69031,56.5635,0.0095,49.91095
956.884,7.64517,5.61908,56.5635,0.0095,49.2862
956.984,7.64517,5.7109,56.5635,0.0095,50.09156
957.084,7.64517,5.63216,56.55669,0.0095,49.40097
957.184,7.64517,5.71438,56.55669,0.0095,50.12207
957.284,7.64517,5.64329,56.55669,0.0095,49.49855
957.384,7.64517,5.71285,56.55669,0.0095,50.10867
957.484,7.64517,5.65383,56.55669,0.0095,49.591
957.584,7.64517,5.69031,56.55669,0.0095,49.91097
957.684,7.64517,5.66449,56.55419,0.0095,49.68454
957.784,7.64517,5.66611,56.55419,0.0095,49.69873
957.884,7.64517,5.66164,56.55419,0.0095,49.65955
957.984,7.64517,5.65795,56.55419,0.0095,49.62714
958.084,7.64518,5.68175,56.55419,0.0095,49.83587
958.184,7.64517,5.63848,56.55419,0.0095,49.45638
958.284,7.64517,5.70075,56.55308,0.0095,50.00259
958.384,7.64517,5.62725,56.55308,0.0095,49.35785
958.484,7.64517,5.71381,56.55308,0.0095,50.11711
958.584,7.64517,5.63477,56.55308,0.0095,49.42379
958.684,7.64518,5.72448,56.55308,0.0095,50.2107
958.784,7.64517,5.6313,56.55308,0.0095,49.39339
958.884,7.64518,5.70655,56.54996,0.0095,50.05344
958.984,7.64518,5.61957,56.54996,0.0095,49.29053
959.084,7.64518,5.69746,56.54996,0.0095,49.97366
959.184,7.64518,5.62198,56.54996,0.0095,49.31165
959.284,7.64518,5.69637,56.54996,0.0095,49.9641
959.384,7.64518,5.62759,56.5489,0.0095,49.36089
959.484,7.64518,5.69248,56.5489,0.0095,49.93002
959.584,7.64518,5.64343,56.5489,0.0095,49.49975
959.684,7.64518,5.69475,56.5489,0.0095,49.94994
959.784,7.64518,5.64657,56.5489,0.0095,49.5273
959.884,7.64518,5.68239,56.5489,0.0095,49.84155
959.984,7.64518,5.65005,56.54612,0.0095,49.55781
960.084,7.64518,5.67273,56.54612,0.0095,49.75675
960.184,7.64518,5.65092,56.54612,0.0095,49.56549
960.284,7.64518,5.65717,56.54612,0.0095,49.62029
960.384,7.64518,5.65838,56.54612,0.0095,49.63092
960.484,7.64518,5.65001,56.54612,0.0095,49.55748
960.584,7.64518,5.66816,56.54405,0.0095,49.71671
960.684,7.64518,5.65762,56.54405,0.0095,49.62427
960.784,7.64518,5.6908,56.54405,0.0095,49.91527
960.884,7.64518,5.63843,56.54405,0.0095,49.45589
960.984,7.64519,5.69677,56.54405,0.0095,49.96768
961.084,7.64518,5.62444,56.54405,0.0095,49.33322
961.184,7.64518,5.70024,56.54256,0.0095,49.99808
961.284,7.64518,5.61249,56.54256,0.0095,49.22843
961.384,7.64519,5.69865,56.54256,0.0095,49.98412
961.484,7.64519,5.61828,56.54256,0.0095,49.27917
961.584,7.64519,5.69961,56.54256,0.0095,49.99253
961.684,7.64519,5.62606,56.54261,0.0095,49.34739
961.784,7.64519,5.69645,56.54261,0.0095,49.9648
961.884,7.64519,5.64134,56.54261,0.0095,49.48143
961.984,7.64519,5.69175,56.54261,0.0095,49.92359
962.084,7.64519,5.6577,56.54261,0.0095,49.62499
962.184,7.64519,5.66609,56.54261,0.0095,49.69856
962.284,7.64519,5.65501,56.5443,0.0095,49.60138
962.384,7.64519,5.6343,56.5443,0.0095,49.41969
962.484,7.64519,5.653,56.5443,0.0095,49.58375
962.584,7.64519,5.61931,56.5443,0.0095,49.28826
962.684,7.64519,5.67647,56.5443,0.0095,49.78959
962.784,7.64519,5.63096,56.5443,0.0095,49.3904
962.884,7.64519,5.69666,56.53714,0.0095,49.96664
962.984,7.64519,5.63515,56.53714,0.0095,49.42719
963.084,7.64519,5.6992,56.53714,0.0095,49.98898
963.184,7.64519,5.6319,56.53714,0.0095,49.39869
963.284,7.64519,5.70105,56.53714,0.0095,50.00523
963.384,7.64519,5.6158,56.53714,0.0095,49.25746
963.484,7.64519,5.68737,56.53195,0.0095,49.88523
963.584,7.64519,5.59948,56.53195,0.0095,49.11432
963.684,7.6452,5.68292,56.53195,0.0095,49.84612
963.784,7.64519,5.60368,56.53195,0.0095,49.15111
963.884,7.6452,5.69401,56.53195,0.0095,49.94344
963.984,7.6452,5.61542,56.53195,0.0095,49.25409
964.084,7.64519,5.70762,56.52675,0.0095,50.06283
964.184,7.64519,5.63076,56.52675,0.0095,49.3887
964.284,7.6452,5.71198,56.52675,0.0095,50.10101
964.384,7.6452,5.62272,56.52675,0.0095,49.31816
964.484,7.6452,5.70051,56.52675,0.0095,50.00043
964.584,7.6452,5.59848,56.52465,0.0095,49.10548
964.684,7.6452,5.67465,56.52465,0.0095,49.77363
964.784,7.6452,5.59608,56.52465,0.0095,49.08445
964.884,7.6452,5.68075,56.52465,0.0095,49.82713
964.984,7.6452,5.60089,56.52465,0.0095,49.1267
965.084,7.6452,5.68723,56.52465,0.0095,49.88395
965.184,7.6452,5.62127,56.52798,0.0095,49.30543
965.284,7.6452,5.70129,56.52798,0.0095,50.00727
965.384,7.6452,5.63213,56.52798,0.0095,49.40071
965.484,7.6452,5.70706,56.52798,0.0095,50.05794
965.584,7.6452,5.61979,56.52798,0.0095,49.29246
965.684,7.6452,5.6969,56.52798,0.0095,49.96882
965.784,7.6452,5.6132,56.52742,0.0095,49.23463
965.884,7.64521,5.68222,56.52742,0.0095,49.83998
965.984,7.64521,5.6025,56.52742,0.0095,49.14078
966.084,7.64521,5.68608,56.52742,0.0095,49.87386
966.184,7.64521,5.61243,56.52742,0.0095,49.2279
966.284,7.64521,5.69803,56.52742,0.0095,49.9787
966.384,7.64521,5.63057,56.52492,0.0095,49.38697
966.484,7.64521,5.70103,56.52492,0.0095,50.00504
966.584,7.64521,5.63531,56.52492,0.0095,49.42854
966.684,7.64521,5.68099,56.52492,0.0095,49.82919
966.784,7.64521,5.6277,56.52492,0.0095,49.36181
966.884,7.64521,5.65047,56.52593,0.0095,49.56152
966.984,7.64521,5.62657,56.52593,0.0095,49.35187
967.084,7.64521,5.63913,56.52593,0.0095,49.46209
967.184,7.64521,5.63266,56.52593,0.0095,49.40536
967.284,7.64521,5.62112,56.52593,0.0095,49.3041
967.384,7.64521,5.64667,56.52593,0.0095,49.52817
967.484,7.64521,5.63996,56.52475,0.0095,49.46932
967.584,7.64521,5.64856,56.52475,0.0095,49.54475
967.684,7.64521,5.64157,56.52475,0.0095,49.4835
967.784,7.64521,5.65769,56.52475,0.0095,49.62489
967.884,7.64521,5.62385,56.52475,0.0095,49.32801
967.984,7.64521,5.64826,56.52475,0.0095,49.54213
968.084,7.64521,5.60989,56.52481,0.0095,49.2056
968.184,7.64522,5.64259,56.52481,0.0095,49.49244
968.284,7.64522,5.61134,56.52481,0.0095,49.21829
968.384,7.64522,5.66095,56.52481,0.0095,49.65345
968.484,7.64522,5.62922,56.52481,0.0095,49.37513
968.584,7.64522,5.67569,56.52481,0.0095,49.78279
968.684,7.64522,5.64228,56.52615,0.0095,49.48973
968.784,7.64522,5.66667,56.52615,0.0095,49.70367
968.884,7.64522,5.63141,56.52615,0.0095,49.39434
968.984,7.64522,5.66196,56.52615,0.0095,49.66228
969.084,7.64522,5.60771,56.52615,0.0095,49.18651
969.184,7.64522,5.62639,56.52615,0.0095,49.35035
969.284,7.64522,5.61107,56.53211,0.0095,49.21597
969.384,7.64522,5.63469,56.53211,0.0095,49.42311
969.484,7.64522,5.64637,56.53211,0.0095,49.52557
969.584,7.64522,5.63972,56.53211,0.0095,49.46722
969.684,7.64522,5.66285,56.53211,0.0095,49.67017
969.784,7.64523,5.62919,56.53101,0.0095,49.37486
969.884,7.64523,5.65499,56.53101,0.0095,49.60121
969.984,7.64523,5.62043,56.53101,0.0095,49.29804
970.084,7.64523,5.64585,56.53101,0.0095,49.52104
970.184,7.64523,5.59372,56.53101,0.0095,49.06379
970.284,7.64523,5.65488,56.53101,0.0095,49.60023
970.384,7.64523,5.60388,56.52653,0.0095,49.15288
970.484,7.64523,5.67266,56.52653,0.0095,49.75619
970.584,7.64523,5.61761,56.52653,0.0095,49.27328
970.684,7.64523,5.69297,56.52653,0.0095,49.93431
970.784,7.64523,5.62391,56.52653,0.0095,49.32859
970.884,7.64523,5.6948,56.52653,0.0095,49.95033
970.984,7.64523,5.61285,56.52584,0.0095,49.23153
971.084,7.64524,5.66699,56.52584,0.0095,49.70641
971.184,7.64524,5.58905,56.52584,0.0095,49.02284
971.284,7.64524,5.65053,56.52584,0.0095,49.56207
971.384,7.64524,5.58495,56.52584,0.0095,48.9868
971.484,7.64524,5.65472,56.52584,0.0095,49.59884
971.584,7.64524,5.59534,56.52847,0.0095,49.07801
971.684,7.64524,5.67404,56.52847,0.0095,49.76827
971.784,7.64524,5.61419,56.52847,0.0095,49.24335
971.884,7.64524,5.67495,56.52847,0.0095,49.77627
971.984,7.64524,5.627,56.52847,0.0095,49.35564
972.084,7.64524,5.65385,56.52589,0.0095,49.59116
972.184,7.64524,5.60867,56.52589,0.0095,49.19491
972.284,7.64524,5.62153,56.52589,0.0095,49.30773
972.384,7.64524,5.58936,56.52589,0.0095,49.02553
972.484,7.64524,5.61235,56.52589,0.0095,49.22714
972.584,7.64525,5.60147,56.52589,0.0095,49.13172
972.684,7.64525,5.62772,56.52489,0.0095,49.36195
972.784,7.64525,5.62524,56.52489,0.0095,49.34027
972.884,7.64525,5.64753,56.52489,0.0095,49.53578
972.984,7.64525,5.64635,56.52489,0.0095,49.52539
973.084,7.64525,5.64863,56.52489,0.0095,49.54539
973.184,7.64525,5.64428,56.52489,0.0095,49.50723
973.284,7.64525,5.62268,56.52553,0.0095,49.31783
973.384,7.64525,5.62005,56.52553,0.0095,49.29467
973.484,7.64525,5.60399,56.52553,0.0095,49.15388
973.584,7.64525,5.59266,56.52553,0.0095,49.05451
973.684,7.64525,5.61227,56.52553,0.0095,49.22651
973.784,7.64526,5.60198,56.52553,0.0095,49.13625
973.884,7.64525,5.6267,56.5256,0.0095,49.35302
973.984,7.64526,5.62156,56.5256,0.0095,49.30794
974.084,7.64525,5.65608,56.5256,0.0095,49.61074
974.184,7.64526,5.62517,56.5256,0.0095,49.33964
974.284,7.64526,5.65041,56.5256,0.0095,49.56105
974.384,7.64526,5.59487,56.52581,0.0095,49.07383
974.484,7.64526,5.64496,56.52581,0.0095,49.51317
974.584,7.64526,5.56436,56.52581,0.0095,48.80621
974.684,7.64526,5.63111,56.52581,0.0095,49.39169
974.784,7.64527,5.55789,56.52581,0.0095,48.74954
974.884,7.64527,5.64863,56.52581,0.0095,49.54542
974.984,7.64526,5.57987,56.52303,0.0095,48.94225
975.084,7.64526,5.67505,56.52303,0.0095,49.77711
975.184,7.64527,5.60882,56.52303,0.0095,49.19624
975.284,7.64526,5.69513,56.52303,0.0095,49.95326
975.384,7.64527,5.60892,56.52303,0.0095,49.19707
975.484,7.64527,5.67531,56.52303,0.0095,49.77946
975.584,7.64527,5.57878,56.52064,0.0095,48.93269
975.684,7.64527,5.63893,56.52064,0.0095,49.46029
975.784,7.64527,5.5657,56.52064,0.0095,48.81804
975.884,7.64528,5.62906,56.52064,0.0095,49.37376
975.984,7.64527,5.58109,56.52064,0.0095,48.95295
976.084,7.64528,5.64348,56.52064,0.0095,49.50021
976.184,7.64528,5.61662,56.51686,0.0095,49.26461
976.284,7.64528,5.6636,56.51686,0.0095,49.67674
976.384,7.64528,5.6332,56.51686,0.0095,49.41005
976.484,7.64528,5.65619,56.51686,0.0095,49.61166
976.584,7.64528,5.611,56.51686,0.0095,49.2153
976.684,7.64528,5.63583,56.51686,0.0095,49.43311
976.784,7.64528,5.59217,56.51602,0.0095,49.05014
976.884,7.64528,5.62644,56.51602,0.0095,49.35074
976.984,7.64528,5.58778,56.51602,0.0095,49.01165
977.084,7.64529,5.63513,56.51602,0.0095,49.42701
977.184,7.64528,5.60719,56.51602,0.0095,49.1819
977.284,7.64529,5.65845,56.51389,0.0095,49.63154
977.384,7.64528,5.61368,56.51389,0.0095,49.23881
977.484,7.64529,5.67435,56.51389,0.0095,49.77102
977.584,7.64529,5.60896,56.51389,0.0095,49.19746
977.684,7.64529,5.66202,56.51389,0.0095,49.66286
977.784,7.64529,5.59389,56.51389,0.0095,49.06524
